Human	Original	Intercept	Age	PVal
15	11298	8.02522644529183	0.0988660324941089	0.00512534197589432
9625	11302	10.8243045143107	0.0503433843308363	0.275307129624277
19	11303	11.5212705437081	-0.0225677108177637	0.0588681601073883
24	11304	10.3756601686857	-0.151200469969999	0.0976835689157657
20	11305	8.04375926986073	0.0889153355770911	0.425588237060739
22	11306	10.6219342569253	0.0162960330151271	0.197250731206786
9619	11307	11.0978143933131	0.0238917389800606	0.336522725032863
10006	11308	10.8641481889661	-0.0209471180405547	0.452791046122466
25	11350	9.58125855254739	0.0470084012199866	0.46686078928472
27	11352	10.4311108497854	0.00345392354572421	0.884648761038915
33	11363	13.4141688691719	-0.00346098791406682	0.916495930988612
34	11364	14.8673714042577	-0.00285932902577297	0.91554078517608
37	11370	14.1661825753635	0.0145324730136362	0.731636825913494
35	11409	10.7811335287309	0.0731775667470059	0.209265614090987
9197	11416	9.91333269604149	-0.0412520075994105	0.615261034945971
40	11418	8.72272460811492	0.0936658329120407	0.294659944569085
41	11419	9.4866403495255	0.0974783773452956	0.0403338954577728
1636	11421	10.4809905032899	0.0011304399083896	0.975065804401971
43	11423	9.26040542007924	0.103356974383197	0.383572801279407
346	11425	6.27966827544236	0.0329697912736781	0.808249591562853
643314	11426	11.5262726522085	0.0182409929875574	0.703308111861293
48	11428	12.2106439055983	-0.0427653501683699	0.258679521284567
50	11429	14.8377054745633	-0.0109854631140972	0.658829536703465
51	11430	12.2829018956959	-0.0337466527655881	0.379249010534226
52	11431	11.4890145014418	-0.0170093102473152	0.225900007882072
53	11432	10.3223991988085	0.00992723396386651	0.552257535119706
54	11433	11.8447071309773	-0.011332900506191	0.902553476222398
49	11434	9.82254557559314	0.0418451732254171	0.378489382535749
1134	11435	10.288637517977	0.0134863104990048	0.801276740354927
1137	11438	9.29732187167386	0.022773384045683	0.651674766828617
8973	11440	8.73167403824282	0.00152342210075994	0.986266861903709
1140	11443	8.86393834086147	0.044778644169198	0.606164135895507
1141	11444	10.1403184047027	-0.00599383453506922	0.880477312616048
1144	11447	9.44194243248426	-0.149851676721693	0.0580387611125054
1145	11448	7.58630145032479	-0.0569630358317652	0.554661279152792
1146	11449	5.85679612637196	0.146274413103738	0.158349074007013
9370	11450	14.6767376544143	-0.0569058306944941	0.363051844807247
56	11451	7.18454274176349	0.158221121632486	0.271849811214895
58	11459	16.6543124888189	0.0357492769399999	0.404226240133308
60	11461	15.6737115707487	-0.0104758258067881	0.886886445914071
70	11464	12.9654159381243	-0.0320096734279244	0.539653610132655
72	11468	9.72075366790681	0.0355859858444241	0.538440907346239
10881	11470	9.32278697545686	-0.0285424197942781	0.839177375611234
10880	11471	10.4938057449001	0.0432653360963119	0.0714249202414459
88	11472	12.770452572215	0.0394794323019576	0.259129925837452
89	11474	14.6411591267132	0.0534678750534512	0.516774978973733
59	11475	13.1445980289452	0.00396204660063929	0.870899486080331
90	11477	10.4928471576807	-0.0201304032470368	0.559690199345691
91	11479	10.9707132672109	0.000119843954014965	0.996232734410179
92	11480	10.6906899272469	-0.0115644293956486	0.693783790441304
