Gene	LFA2b	LFA2c	LFA2d	LFA2e	LFA3b	LFA3c	LFA3d	LFA3e	LFA4b	LFA4c	LFA4d	LFA4e	LMA2a	LMA2b	LMA2c	LMA2d	LMA2e	LMA3b	LMA3c	LMA3e	LMA4a	LMA4b	LMA4d	LMA4e
Gene	6	6	6	6	16	16	16	16	24	24	24	24	6	6	6	6	6	16	16	16	24	24	24	24
67920 -0.2609889 0.01473015 0.02269812 -0.1844466 -0.0158497 -0.1033936 0.04117763 -0.0325259 -0.0567761 0.36825467 0.06652077 0.20642454 -0.1034435 -0.2008159 -0.1668694 -0.0436907 -0.0539638 -0.2771092 -0.0105967 -0.1469246 0.01370197 -0.092088 0.03550017 0.09788833
67921 0.21587963 -0.9369785 -0.9516366 -1.0147697 -1.0979477 -0.8473001 -0.8931427 -1.0560701 -1.6132334 -1.0226728 -0.9478134 -0.9465451 -0.725086 -1.1606682 -0.8820545 -1.2007513 -0.9446837 -1.3138175 -1.1628019 -1.2128476 -0.8338184 -1.2092823 -1.063684 -0.3222355
67922 0.47192091 0.71081555 0.61469954 0.560350985 0.40974624 0.55439888 0.805186665 0.641127045 0.457206845 0.321977525 0.742727585 0.95766373 0.555620995 0.56258107 0.60140533 0.681973035 0.43411084 0.65167792 0.76460606 0.649057435 0.471681635 0.7148519 0.419518345 0.61959593
67923 -0.4514618 -0.0231644 -0.0749637 -0.3164215 0.04689783 -0.1711949 0.14965083 -0.0275666 -0.0270769 0.37178747 0.03615868 0.15356821 -0.2320574 -0.2345684 -0.0751561 0.01785537 0.03797533 -0.2514358 0.22941127 -0.1115833 0.51721209 -0.0660116 -0.1358132 0.12263673
67933 -0.2801572 -0.1174933 -0.2840384 0.03889635 -0.1794066 -0.3314336 0.01980464 -0.0823922 -0.2457203 0.28527019 -0.0675046 -0.0880609 -0.2126288 -0.5265302 -0.383701 -0.4506081 -0.0051399 -0.4653794 -0.0908053 -0.4742727 0.1151266 -0.1316269 0.17020964 -0.1091046
67936 0.69098144 0.60256605 0.66421282 0.57853163 0.56194774 0.57457718 0.76884554 0.61428118 0.91713125 0.49917959 0.73094367 0.57367043 0.60366538 0.59259885 0.86528905 0.60695486 0.4736679 0.70406934 0.51773226 0.96094215 0.38203569 0.72478337 0.62044974 0.58274989
67941 -0.3784625 -0.8715446 -0.5189444 -1.180061 -0.7539576 -0.5967488 -0.9546322 -0.9793583 -0.4888974 -0.7816463 -1.0027341 -0.7698915 -0.7255667 -0.5466776 -0.9222464 -0.7946245 -0.927868 -0.5884794 -0.9749404 -0.9497107 -1.3427749 -0.7530741 -0.6843316 -1.2655207
67942 -0.6147762 -0.9337606 -0.522408 -0.6020787 -0.5226056 -0.6767641 -0.8424754 -0.6431154 -1.078141 -0.5611891 -0.7781246 -0.9102969 -0.7221379 -0.7272375 -0.8685551 -0.8333082 -0.7006445 -0.7047714 -0.9016987 -0.8722142 -0.6078691 -0.8316828 -0.540765 -0.8920615
67943 -0.4953228 -1.3240221 -0.9388218 -1.0906347 -0.9240007 -0.9289876 -1.0959806 -1.1077545 -1.2537025 -1.0676794 -1.4677463 -1.081631 -1.1769938 -0.8006737 -1.0245127 -0.735097 -1.203689 -0.8957719 -1.374811 -1.0520943 -1.3079292 -1.0231983 -0.6817486 -1.0281613
67945 1.400740325 1.1260098025 1.44923564 1.3454063275 1.41627963 1.45499004 1.044312265 1.3092956125 1.5219793525 1.1085730225 1.20232689 1.24616199 1.4161183675 1.4114234475 1.3453769775 1.2586235325 1.1725304675 1.4738979025 1.3060356625 1.2844417625 1.02586431 1.4089934075 1.2377968725 1.1256748075
67948 -0.58753235 0.07617944 -0.1642567 -0.1093762 -0.50142755 -0.3087956 -0.06861992 -0.1136087 -0.4200784 0.01458561 -0.18720495 -0.33501505 -0.49145765 -0.31886275 -0.04826745 -0.2572496 0.031203755 -0.2704649 -0.3115017 -0.37596135 0.11568074 -0.14294285 -0.58105035 -0.2400543
67949 -0.3436867 -0.36862765 -0.28081095 -0.40073795 -0.464985065 -0.30426715 -0.28505372 -0.3887838 -0.103137245 -0.420600375 -0.303625035 -0.25848005 -0.40763745 -0.171977025 -0.08772145 -0.29688425 -0.36814685 -0.240587845 -0.3949714 -0.22691855 -0.45544235 -0.210552755 -0.4369891 -0.32042245
67951 0.588003 0.61588032 0.74047262 0.25723915 0.56265647 0.64434677 0.6817859 0.54208431 0.58574875 0.65565871 0.72012158 0.60081945 0.5460473 0.76291345 0.73507416 0.64980197 0.56568627 0.72058832 0.45224695 0.89819674 0.30155485 0.76841065 0.72287418 0.66212193
67952 -0.5739926 -0.7557109 -0.5487974 -0.620133467 -0.666465067 -0.473629633 -0.742857033 -0.672057433 -0.646863467 -0.750333 -0.755676467 -0.836666 -0.6261022 -0.494308567 -0.564050467 -0.726658333 -0.8106579 -0.515031233 -0.6975352 -0.492195067 -0.8212601 -0.659427867 -0.7382061 -0.773328067
67955 0.89278735 1.1636905 1.1705609 1.12308687 0.8956917 1.28012218 1.09572084 1.12631401 0.79298435 1.16856666 1.08435846 0.86741641 0.76227679 1.12968333 1.00332788 0.88360789 0.98607695 1.0141724 0.86898425 0.90591269 1.2248016 0.93916216 0.86346567 1.27950381
67956 0.32051747 0.125878055 0.11243491 0.11097882 0.3148463 0.258590165 0.196022455 0.292790835 0.274450185 0.166598385 0.045744855 0.22541084 0.27892498 0.14265881 0.157686085 0.132980355 0.191993685 0.224531355 0.153713405 0.245070065 0.04152332 0.27072302 0.054910565 0.144475445
67958 -0.978737633 -0.841611767 -0.8266072 -0.864656967 -0.8207082 -0.960646733 -0.842773633 -1.118077967 -0.829549333 -0.5536002 -0.6703068 -0.818295767 -0.805807867 -0.800188767 -0.936570333 -1.065912633 -0.7047812 -0.660931267 -0.905683967 -1.032662033 -0.6741131 -0.895059233 -0.840810167 -0.8942471
67959 -0.8059674 -0.847009 -1.2071415 -1.3500511 -0.9131931 -1.0974773 -0.7517875 -1.2744051 -1.0574353 -0.8207851 -1.0641428 -0.8071034 -0.6926465 -1.2205693 -0.7626608 -0.9367919 -0.9724285 -0.9768592 -0.976045 -0.4010428 -1.0866966 -0.8688911 -0.7571151 -0.9984001
67963 0.188166773 0.306718013 0.34092432 0.41803505 0.481248797 0.166406437 0.258811137 0.37494036 0.328518353 0.393342423 0.15877673 0.45098156 0.113855997 0.191968493 0.303188597 0.38549492 0.457889097 0.328874277 0.399479867 0.22050476 0.487246807 0.421323503 0.59698289 0.257304713
67967 -0.37077371 -0.5756253 -0.6880508 -0.91836615 -0.23370002 -0.6107835 -0.51317425 -0.7364202 -0.365865765 -0.7991827 -0.659907 -0.74062695 -0.4242567 -0.59139405 -0.60593005 -0.5761518 -0.8469471 -0.54523365 -0.772284 -0.42849675 -1.0685373 -0.46017395 -0.178755855 -0.47096265
67968 -0.0273872 0.48858761 0.34720387 -0.3481257 -0.622692 -0.0685046 0.42221923 0.27249161 -0.1857326 -0.3665756 0.44291419 -0.4592671 0.06060525 0.02955678 0.56817888 0.30166507 -0.2675342 0.17825632 -0.2268611 0.44444499 -0.3046193 0.01423619 -0.7382844 0.35274755
67971 -0.3157086 -0.3603132 -0.2903067 -0.7765747 -0.0756613 -0.381174 -0.4524362 -0.4707125 -0.5754438 -0.8526972 -0.3310924 -0.5746381 -0.1714436 -0.3953487 -0.3677819 -0.4039671 -0.6866637 -0.3302876 -0.3689412 -0.364018 -0.6034252 -0.3875702 -0.4904718 -0.4433471
67972 -0.399518463 -0.849079447 -0.685796947 -0.784585107 -1.180881063 -0.25439768 -0.86884883 -0.976592507 -0.467899267 -1.263497 -0.80068677 -0.815544793 0.216800317 -0.95437073 -0.939574663 -0.79684665 -1.348162253 -0.417359473 -0.82362114 -1.015471133 -1.402095647 -0.740377867 -1.319642903 -0.812906817
67974 -0.296313813 -0.264348567 -0.258058863 -0.1852585 -0.12512642 -0.380429447 -0.314059843 -0.149694497 -0.251347547 -0.243538087 -0.078686983 -0.110558523 -0.153544903 -0.462117997 -0.300072407 -0.282083893 -0.312655277 -0.33946287 -0.150747587 -0.388873447 -0.4140169 -0.209141047 -0.177584697 -0.165027967
67976 -0.5364231 -0.668789 -0.4193995 -0.6597426 -0.1944129 -0.1649889 -0.5600678 -0.5862743 0.19303581 -0.2697553 -0.5053352 -0.7322391 0.53901068 -0.5620881 -0.3526848 -0.5062013 -0.5139865 -0.6333474 -0.446722 -0.454681 -0.9731039 -0.5215521 -0.0235168 -0.9117806
67979 0.44066742 0.399490815 0.597574285 0.75407677 0.666293265 0.46718908 0.31648061 0.493902245 0.29292356 0.5109265 0.74023652 0.920270825 0.43452384 0.467658105 0.18643402 0.19422377 0.5723072 0.315168585 0.376664885 -0.037991095 0.90437468 0.34615674 0.690848845 0.49633715
67988 -0.778645133 -0.70536643 -0.956989423 -0.58172775 -0.456026643 -1.0158343 -0.795036857 -0.76180937 -0.573784267 -0.754952533 -0.762438877 -0.41517888 -0.746962833 -0.762041583 -0.785710827 -0.943060227 -0.96413587 -0.814466497 -0.747162717 -0.728981797 -0.383371767 -0.869982227 -0.597647353 -0.61107535
67994 -0.6003674 -0.4983266 -0.2459496 -0.3607427 -0.5515043 -0.7309238 -0.5684291 -0.4031609 -0.5038793 -0.1137222 -0.3492057 -0.538369 -1.0542187 -0.5730378 -0.2732911 -0.3749177 -0.2334508 -0.5645126 -0.3120713 -0.3469319 -0.4425089 -0.284083 -0.4299195 -0.6367887
67996 2.01892963 1.82518652 1.79847207 1.92186281 1.96582547 1.95094533 1.71832883 1.79587621 2.26336728 1.29837437 1.73913428 1.76378692 1.99776664 2.08713273 1.85402891 1.85762035 1.86081827 2.02135431 1.72788348 1.86399196 1.47630515 1.92829189 2.05282964 1.86269724
67997 -1.4150206 -1.1195295 -1.272848 -0.9851495 -1.1015289 -0.5621418 -1.2464868 -1.0600627 -1.3558331 -1.2781007 -1.2725607 -0.9668058 -1.0978963 -1.263193 -1.4191738 -1.4437752 -1.1901322 -1.1770027 -1.2837947 -1.5506518 -1.1179096 -1.4486067 -1.0132308 -1.0767147
67998 0.32096949 0.60055383 0.51678173 0.63313952 0.63699742 0.46569068 0.70224007 0.61760221 0.7078279 0.99705795 0.58912018 0.47475826 0.49008747 0.34295179 0.4369993 0.61405194 0.70217134 0.30540858 0.58098553 0.56560326 0.90719012 0.46927699 0.6442571 0.74092488
68011 0.20846618 0.80504401 0.92239242 -0.7086729 -0.6047214 0.38030015 0.82497582 0.65959256 0.28013895 -0.7121871 0.99077774 -0.2092162 0.45001024 0.68186492 0.98714134 0.69769454 -0.4950162 0.84256416 0.31135358 0.69637531 -0.7304429 0.55752616 -0.6948986 0.9352048
68014 0.05584768 0.3997879 0.25934209 0.24974017 0.19996266 0.04514201 0.49007246 0.2135255 0.05394596 0.41788472 0.15469762 -0.0149235 0.15153364 0.14531764 0.51773087 0.31691352 0.44958341 0.12705051 0.28193687 0.35455818 0.00377926 0.12671553 0.19477182 0.05084788
68015 0.45928885 0.26799258 0.6007624 0.44186419 0.68931644 0.35064301 -0.1049903 0.20086127 0.09846113 0.88278134 0.46597029 0.39103696 0.40012017 0.32251761 0.15464046 0.34433004 0.42228511 0.1420325 0.37851623 0.14657583 0.34886895 0.2895961 0.89961494 0.33491219
68018 -0.194135615 -0.21160335 -0.54801415 -0.011270025 -0.377336645 -0.56076955 -0.227645245 -0.2334698 -0.454639755 0.01942879 -0.4266853 -0.070095995 -0.058681625 -0.3825668 -0.279910045 -0.342639855 0.014954415 -0.68522005 -0.015037445 -0.34496035 0.283095845 -0.30884421 -0.287067435 -0.09215871
68024 -0.6117853 -1.0553028 -0.7714132 -0.7199448 -0.8750926 -0.7753724 -0.8891126 -0.7533749 -1.224481 -1.0443198 -0.9300968 -1.0388832 -0.6087855 -0.7770774 -0.7521325 -1.0525676 -0.7417361 -0.9083356 -1.0124035 -0.8565649 -0.7223259 -0.9280863 -0.5175662 -1.0286449
68026 0.61356017 0.92684342 0.74620345 1.0414695 0.81499328 0.57410159 0.75672436 1.0471153 0.81012239 1.35489122 0.84502764 1.16475709 0.85423127 0.72361589 0.91729277 0.69739844 1.13628095 0.81525617 1.03350404 0.99617 1.24707015 1.00606688 0.67598205 1.05078968
68036 -0.3479965 -0.0962965 -0.1809556 -0.6368897 -0.4101085 -0.1925098 -0.1285452 -0.1206198 -0.5474319 0.04388165 -0.0097932 -0.4175693 -0.453031 0.05672904 -0.208211 -0.0889517 -0.2047397 -0.418517 0.02210371 -0.1662333 -0.2140309 -0.1252746 -0.4704582 0.08344528
68040 0.31603099 -0.0625938 0.20343383 -0.0649715 0.19654524 0.20285715 0.03900769 0.07774203 -0.0162918 0.32628136 0.17273527 0.17989024 0.28492838 0.08477827 -0.0081349 0.05525011 0.04384763 0.11450659 0.03635427 0.09093525 0.01354789 0.12916639 0.42420942 -0.1411878
68041 2.23035449 2.0153109 1.98681919 2.22611627 2.30080127 2.14473352 1.88890491 2.04016633 2.36181444 1.42887151 1.91881406 2.03179193 2.24394252 2.35016856 2.07543443 2.0605675 2.12253302 2.22125865 1.92394164 2.10941329 1.73719921 2.0855979 2.21744413 2.03717876
68043 -0.3730755 -0.4203224 -0.3279607 -0.328372 -0.8134299 -0.4389873 -0.4186357 -0.4484797 -0.6451436 -0.8639907 -0.5013587 -0.5616545 -0.3618461 -0.2863206 -0.3987948 -0.350452 -0.5339697 -0.3344632 -0.4939209 -0.1402986 -0.789432 -0.4809304 -0.8684086 -0.5193979
68045 2.19013246 1.99165856 2.03744857 2.19806057 2.31047685 2.20622327 1.84107635 2.00349788 2.35104733 1.77801454 1.94024951 2.00695915 2.11107493 2.32812311 2.06864934 2.00999932 2.08310362 2.13097967 1.92376904 2.08986436 1.95729481 2.07036571 2.27201818 1.9584854
68046 -0.5516169 -0.5734188 -0.5767534 -0.7994977 -1.0165599 -0.6925369 -0.8032156 -0.6629458 -0.8742515 -0.6847369 -0.793192 -0.7362735 -0.6704426 -0.4591147 -0.4843408 -1.0801682 -0.7563422 -0.2396782 -0.4356412 -0.4134062 -0.7069196 -0.4085914 -1.1458527 -0.7432672
68048 0.30668698 0.078620093 0.412985737 0.196182433 0.508409957 0.264156137 0.0597408 0.26660379 0.34290241 0.629439727 0.232830343 0.233055973 0.19599512 0.191306607 0.068358083 0.35598715 0.219870257 0.259948853 0.34701783 0.06177806 -0.08676627 0.184731393 0.617894893 0.18668613
68052 0.31823664 0.20579076 0.39866798 0.2897412 0.21723397 0.47213654 0.17836297 0.27935501 0.46631502 0.21154673 0.32005102 0.17940132 0.30913753 0.30813755 0.29276968 0.23274454 0.07010156 0.3371421 0.43934191 0.3496756 0.19940017 0.33571924 0.25701926 0.13256056
68058 2.80350107 2.81595603 2.85241096 2.1786842 2.49175079 2.92674901 2.78108441 2.56708492 3.05647304 1.59690172 2.94487479 2.63545989 2.77815597 2.73577892 3.23286779 2.90673211 2.27491978 2.97462059 2.73900384 2.79079797 1.99689975 3.0146733 2.38554185 2.78053723
68059 0.723548765 0.49663401 0.562059945 0.31260301 0.417091455 0.41695009 0.500198445 0.518439245 0.31446426 0.215169445 0.28531823 0.445100905 0.51626252 0.326629945 0.509625805 0.465741595 0.271210595 0.557740895 0.459257485 0.41785039 0.24870722 0.468348305 0.32485447 0.134682
68066 0.54156092 0.0390237 0.49921491 0.39287475 0.53501368 0.35361507 0.26212122 0.1309711 0.36982987 0.55085562 0.5697525 0.32319438 0.29231527 0.24637116 0.36704749 0.24320181 0.30464177 0.28242009 0.24534349 0.62820389 0.03572412 0.36960038 0.82381446 0.26916578
68077 0.30957911 0.01473172 0.3825776 0.06000064 0.15654753 0.09563392 -0.1833705 0.1626217 -0.0331154 0.4906874 0.26057645 0.1507233 0.35587146 0.31568087 0.23566241 0.18377171 0.10677583 0.22071399 0.16957741 0.03034444 -0.0010111 0.11088367 0.41254916 0.02320564
68079 -0.3298083 -0.0737948 -0.3781591 -0.5426849 -0.7608833 -0.2097407 -0.0271296 -0.2713369 0.01813417 -0.6863499 0.08203243 -0.4756246 -0.6258317 -0.2881171 0.35021275 0.16539693 -0.5992653 -0.0197301 -0.2920123 0.57114729 -0.7679321 -0.0106943 -0.5003046 -0.1375212
68080 0.37242013 0.09008323 0.57022828 0.38898933 0.42547675 0.51758543 0.44515969 0.4873555 0.441296 0.85722425 0.4797214 0.5219993 0.38609148 0.48158447 0.38809204 0.41047513 0.51062443 0.24796404 0.50217875 0.38221273 0.74393411 0.39968258 0.78078916 0.30628055
68082 -0.7956564 -1.2055594 -1.3417047 -1.618301 -1.3836991 -1.3302004 -1.1914782 -1.1764339 -1.4561576 -1.5259667 -1.4940697 -1.5461853 -1.867601 -1.4844256 -1.1650058 -1.0986807 -1.2175765 -1.1939686 -1.6621625 -1.0420851 -1.2749374 -1.3841505 -1.4238065 -1.151046
68083 0.622456755 0.29500952 0.54049731 0.56176095 0.734626425 0.68264531 0.4034457 0.32383332 0.573642655 0.203372305 0.5283869 0.774752705 0.576309645 0.86898849 0.170839675 0.079567975 0.40734879 0.18731875 0.27260007 0.066354145 0.680787175 0.2927893 0.638943355 0.306413115
68087 2.65898923 2.40081858 2.59051105 2.57785769 2.84778869 2.86102317 2.26953146 2.51830248 3.07445961 2.0550432 2.47676503 2.42780979 2.63495176 2.91071404 2.68963204 2.73980941 2.62927033 2.72922387 2.6274698 2.51450573 2.14954531 2.71693843 2.75970426 2.41107313
68089 1.52146828 1.73456992 1.56714804 1.2416247 0.87119347 1.37811994 1.85524858 1.48867716 1.63013367 1.0625131 1.71920218 1.15244061 1.4225542 1.25506794 1.98604804 1.40131783 1.23326659 1.67922316 1.42768631 1.99618888 0.83862539 1.48622629 1.0572588 1.47090137
68090 1.73214334 0.70425765 1.362633725 1.327187575 1.69310107 1.39035561 0.887031035 1.23957055 1.23876756 1.19522751 1.113528285 1.399677375 1.453103455 1.51678604 0.984445885 1.30802408 1.140822235 1.37629955 1.16945018 1.01208092 0.930172315 1.31282022 1.75399399 1.05339277
68092 0.67211823 0.339422333 0.48492147 0.02099366 0.062119107 0.430993053 0.427037857 0.34769214 0.60089374 -0.118593 0.619578323 0.260496747 0.341154603 0.678668847 0.54501028 0.463333977 -0.021911847 0.516592647 0.254489723 0.63510595 -0.25421131 0.464169283 0.0523308 0.206743527
68095 0.29975211 0.18358886 0.14095711 -0.6967531 -0.38937 0.05523294 0.0757905 -0.0135188 0.10361103 -0.5575548 0.0629633 0.03756662 0.25509103 0.05202786 0.29480362 0.07472436 -0.8412456 0.23596619 -0.1246019 0.18017063 -0.8514477 0.17331093 -0.481798 -0.000133
68097 -0.6875265 -0.46939 -0.5892963 -0.6191396 -0.6865981 -0.5822431 -0.4949 -0.6569345 -1.0207029 -0.8044653 -0.3668894 -0.4659724 -0.6059253 -0.7947882 -0.4563349 -1.0393956 -0.6485754 -0.9103084 -0.6770141 -0.6255676 -0.5284446 -0.7343039 -0.6290285 -0.7894956
68114 0.70931488 0.24771974 0.23261463 0.02927256 0.38007744 0.43861819 0.56520314 0.12831057 0.48516832 0.11820905 0.08653492 0.51033804 0.53857413 0.38821398 0.6830683 0.03955715 0.24230438 0.3152268 0.24750105 0.76109249 -0.1071489 0.47168927 0.26623117 0.1700755
68115 1.68345885 1.60025681 1.5160283 -0.1527242 -0.1130136 1.47313261 1.75333108 1.26201217 1.52584886 -0.4118845 1.45651708 1.24862044 1.61348104 1.28141243 1.86416464 1.35117902 -0.208726 1.7431672 1.23370601 1.86872545 -0.3395458 1.64068972 0.03982942 1.47077847
68121 -0.3518958 -0.2432233 -0.3740374 -0.3896094 -0.3110005 -0.0822963 -0.3701229 -0.3097845 -0.4075714 0.05478119 -0.540678 -0.5320543 -0.5336246 0.94911517 -0.2458727 -0.3464194 -0.2021112 -0.6325299 -0.1956243 -0.3071365 0.10182802 -0.3353405 -0.0534158 -0.1788915
68127 1.31581698 1.31302817 1.23611807 0.64148171 0.52321708 1.20042955 1.17745369 1.16109415 1.13548332 0.08767098 1.22329473 1.11370978 1.23212868 1.11193875 1.2965237 1.18344184 0.55908402 1.4474877 1.04735184 1.24454876 0.51047795 1.31189712 0.5125917 1.11686038
68133 -0.9685237 -2.1416599 -1.4871584 -2.0662998 -1.3961985 -1.9855312 -2.217068 -1.5653035 -2.7770223 -1.3881819 -1.7197334 -1.3994819 -1.7121867 -1.4372054 -2.0813351 -2.1181594 -2.2626385 -1.7461619 -1.2277922 -2.206401 -1.9862318 -1.3611626 -1.2491285 -1.8779061
68134 0.5139296 0.370494307 0.56910038 0.678982193 0.64816628 0.378689103 0.429249427 0.582924053 0.3131138 0.76097604 0.629356493 0.46949239 0.375902437 0.389911427 0.351274793 0.60705658 0.6765486 0.39438685 0.60150028 0.279156037 0.677978603 0.464068943 0.511981453 0.584054357
68137 -0.8308905 -0.8091376 -0.7524577 -0.7527387 -0.6005595 -0.7174453 -0.844143 -0.8277164 -0.9822503 -0.57633 -0.931314 -0.4553876 -0.8085502 -0.6393634 -0.7183553 -0.8774986 -0.7227208 -0.7214664 -0.7261068 -0.8188256 -0.2984816 -0.7245664 -0.8608516 -0.8278999
68140 -0.2445344 -0.3593308 -0.4003316 -0.4097986 -0.8844751 -0.3768541 -0.3698027 -0.1967133 -0.3090281 -0.043317 -0.2326034 -0.210746 -0.4328669 -0.253708 -0.3271909 -0.2882506 -0.1328577 -0.4761648 -0.2302715 -0.3270413 0.03231673 -0.4299292 -0.3065679 -0.2749675
68142 0.09637352 0.45123111 0.210460625 0.496688175 0.451869185 0.280328765 0.575303285 0.532113025 0.11792532 0.81897381 0.37031314 0.60637524 0.172164505 0.0686784 0.25746172 0.337535275 0.583423945 0.19326046 0.6673223 0.28282145 0.790164645 0.38235508 0.53179006 0.509327385
68145 -0.7982576 0.04060152 -0.4464818 -0.1489934 -0.1223834 -0.2089946 0.02311592 0.01589076 -0.2059597 0.20653171 -0.0736252 0.26306748 0.08548162 -0.5842599 -0.3184219 -0.1948169 0.02917909 -0.4670962 -0.0864716 -0.3537159 0.12799677 -0.2617674 -0.2006956 0.14302652
68147 0.74524434 0.02594602 0.28999167 0.20101352 0.44561126 0.42985475 0.350302 0.12610756 0.48029666 0.24970194 0.04885326 0.37463553 0.64987029 0.40607161 0.3574363 0.21673563 0.16160494 0.50167583 0.34109332 0.39801588 -0.0015162 0.39261315 0.42835668 -0.0027853
68149 0.12599175 -0.0573979 0.0510502 -0.0850331 -0.117898 0.11725463 -0.1387093 0.0313654 0.09071125 0.02410535 -0.1268858 -0.0543998 -0.0255063 0.09439364 0.01819844 0.06810616 -0.1715515 -0.0022458 -0.1342043 0.10501873 -0.210931 -0.0553007 0.11291205 -0.1265343
68153 1.0889764 1.21702322 0.91297443 1.1808576 1.17758197 1.19294882 1.09481917 1.1034003 1.37519401 1.4738947 1.05867525 0.95139119 1.10772071 1.0627869 1.02301168 1.13584608 1.21783253 1.03356077 1.14397718 1.12246973 1.32406165 1.08269839 1.28559497 1.38276508
68157 0.59551755 0.42967258 0.63668643 0.3951636 0.60832536 1.05209635 0.15472046 0.46677356 0.43581355 0.97504371 0.51862475 0.3384594 0.69168465 0.56628063 0.46613165 0.46782329 0.40066727 0.37130102 0.4199496 0.40772019 0.43369574 0.560898 0.73017469 0.44684399
68166 -0.349051313 -0.382608877 -0.435993423 -0.483088727 -0.500644413 -0.315731693 -0.491993433 -0.472467933 -0.355038467 -0.692348253 -0.459772997 -0.365568583 -0.504117493 -0.28942979 -0.308819337 -0.390451607 -0.535949293 -0.263541527 -0.690712523 -0.230372887 -0.49495786 -0.430232287 -0.793682847 -0.48834992
68172 -0.7290332 -0.353924 -0.3978011 -0.4510808 -0.9236806 -0.588214 -0.5883121 -0.5914117 -0.5575402 -0.0706448 -0.5258228 -0.4654152 -0.7676131 -0.9484312 -0.6481416 -0.691098 -0.3885741 -0.5353207 -0.1015509 -0.6122822 -0.6636239 -0.5950807 -0.6893068 -0.6673111
68183 -1.0699905 -1.6133381 -1.2903916 -1.1918534 -1.5879577 -1.354113 -1.4438636 -1.255785 -1.4929117 -1.2655684 -1.2962235 -1.2169464 -1.2596079 -0.8584419 -1.6415312 -1.4152195 -0.8472202 -1.1146209 -1.4791208 -1.5480428 -0.9679278 -1.374364 -1.3642594 -1.6213527
68184 0.25190395 0.7447165 0.35987796 0.906193125 0.599464055 0.41172749 0.72874072 0.60389796 0.24195763 1.05746599 0.428313295 0.600324785 0.33853813 0.3433364 0.402825655 0.6432437 0.883671645 0.42202112 0.75877281 0.464062685 0.891185565 0.54260761 0.669420315 0.774951745
68195 -0.0691983 0.0939971 -0.2152993 0.3335743 0.13472283 -0.2941142 -0.1927526 0.18844016 -0.1139017 0.40011481 0.00518664 -0.0590472 -0.0504995 -0.5247749 -0.4142967 -0.1189189 0.47543627 -0.1607867 0.3615234 -0.3079388 0.44633933 0.02877664 0.10141865 0.04440119
68196 -0.6108571 -0.8855862 -0.5328953 -0.6425322 -0.4214572 -0.8149479 -0.8096032 -0.7833627 -0.1093013 -0.5133936 -0.6719692 -0.6028723 -0.9303073 -0.8133859 -0.7388312 -0.4872691 -1.0151182 -0.9247342 -1.2178736 -0.5698427 -0.9788795 -0.8605357 -0.6561801 -0.7583177
68197 -0.9273958 -1.1001147 -0.8592089 -0.9084156 -0.9050321 -0.9079658 -1.0285779 -0.8363278 -0.7646484 -0.9958204 -0.7571576 -1.1382252 -1.4783502 -1.0109806 -0.8577596 -0.5972625 -0.8907626 -0.8496332 -1.0292243 -0.6910502 -0.9754094 -0.8192038 -0.6759687 -1.1020932
68198 -2.321725 -1.7576441 -2.7018833 -1.8761679 -1.7346361 -1.517536 -1.6482533 -2.2019145 -1.8857651 -1.8304496 -3.1659764 -1.9182596 -1.4171977 -2.0101204 -1.8669668 -1.4569393 -1.7318942 -1.4120521 -1.1557467 -2.0026372 -1.7369721 -2.2501547 -1.8294435 -1.9650737
68212 0.00988426 0.24997452 -0.0707575 0.04316787 -0.149071 0.07296908 0.19377791 0.15746941 0.23351597 0.23179444 -0.387958 -0.0417865 0.15373383 0.11337808 0.13951155 0.23533425 0.20399403 0.09311782 0.36460045 0.15428704 0.32902227 0.26342126 0.07939091 0.33734388
68219 0.65922548 0.69199664 0.72933785 0.59852062 0.65630582 0.60338826 0.59100051 0.75478377 0.39583592 0.85495658 0.72496243 0.48624411 0.58245319 0.56295064 0.62395732 0.67224218 0.44198918 0.57074316 0.57413562 0.7464309 0.59139051 0.64445837 0.7812346 0.52713797
68221 -0.2323734 -0.4932196 -0.4040868 -0.2793495 -0.4715978 -0.3587123 -0.4350776 -0.5330746 -0.6468269 -0.5927267 -0.3483145 -1.1028463 -0.2743897 -0.2363901 -0.3981463 -0.2481084 -0.6869423 -0.2546462 -0.4453148 -0.2795044 -0.6854718 -0.4292807 -0.5977041 -0.5530348
68229 0.38364366 0.46543461 0.30153652 0.75862343 0.52414091 0.24980884 0.49652982 0.78211195 0.41108266 0.87387525 0.64942971 0.86078583 0.69703891 0.34863021 0.30339863 0.35870565 0.91455538 0.42995981 0.62301612 0.21242501 1.01490602 0.47332963 0.40910047 0.72488455
68240 -0.7754699 -0.6154066 -0.8185573 -0.7558723 -0.7880559 -1.2106904 -0.5433341 -0.7194227 -1.0048213 -0.6066211 -0.5672131 -0.8059877 -0.8599156 -0.8448548 -0.7068521 -0.8341007 -0.9900318 -0.9979652 -0.7654892 -0.8384391 -0.5031981 -0.89336 -0.9309975 -0.6725354
68250 0.60436217 1.16405937 0.65563251 1.11267273 1.09323238 0.63799688 0.87238504 1.03184589 0.59220009 1.29324676 1.02477756 1.23779717 0.95374124 0.4458813 0.65627114 0.68187003 1.22561369 0.56238927 1.034265 0.32563007 1.4513911 0.8307934 1.02648178 1.09970649
