Gene	LFA2b	LFA2c	LFA2d	LFA2e	LFA3b	LFA3c	LFA3d	LFA3e	LFA4b	LFA4c	LFA4d	LFA4e	LMA2a	LMA2b	LMA2c	LMA2d	LMA2e	LMA3b	LMA3c	LMA3e	LMA4a	LMA4b	LMA4d	LMA4e
Gene	6	6	6	6	16	16	16	16	24	24	24	24	6	6	6	6	6	16	16	16	24	24	24	24
18438 0.36329886 0.2364762 0.27636104 -0.0339498 0.206161 0.241652 0.33276423 0.21678293 0.29901167 0.33910666 0.28917218 0.24878895 0.35655251 0.14131089 0.24005829 0.32346914 0.03137034 0.37373378 0.28830897 0.26549655 0.04144033 0.27172019 0.06966312 0.22751599
18451 1.10814652 0.78710545 1.23647914 1.35599123 1.24089513 1.15326607 1.01617548 0.8816526 0.75187479 1.19866667 1.05046019 1.24942009 0.95224249 1.07207686 0.87014736 1.07483609 1.33372419 0.95148482 1.02342271 0.92228961 1.0694079 1.075668 1.50133075 0.89488594
18452 -0.2036486 -0.7535193 -0.5495107 -0.9857215 -0.7738797 -0.6058847 -0.6059787 -0.6965274 -0.8401689 -0.7035467 -0.5380251 -0.7675224 -0.6771693 -0.4367797 -0.7517874 -0.6163532 -1.2006678 -0.6403037 -1.0072729 -0.1073474 -1.2230357 -0.7853896 -0.6448349 -0.7690275
18453 0.98442851 0.78207257 1.040766555 0.96210589 0.962074535 0.92224808 0.767333215 0.96983677 0.975815485 1.08135131 0.851428235 0.957993615 1.00424485 0.9559937 0.95361274 0.84281059 0.876228785 0.99137304 0.92927057 0.97321616 0.74160549 0.978744455 1.131311145 0.761327335
18457 -0.44372 0.15528668 -0.1146784 -0.1387562 0.05410976 -0.1646778 0.22309592 0.22775818 -0.0132578 0.3785203 0.18235064 0.13578985 -0.0446741 -0.3550116 0.00696336 -0.0164864 0.22795111 -0.3270457 0.1017656 -0.0645963 0.22435856 -0.0441161 -0.1047181 0.26174955
18458 0.004274307 -0.136158067 -0.047564177 -0.02018483 0.105733377 -0.045556813 -0.08509052 -0.1490507 -0.268276867 0.305626913 -0.055345313 0.423567777 -0.00019304 -0.077225377 -0.141524337 -0.1750024 -0.092987863 0.00238873 -0.084510037 -0.12250826 -0.130728367 -0.080778197 0.18855442 -0.073830847
18476 -0.1768648 -0.1390467 -0.3323718 -0.4501985 -0.4598194 -0.2684723 -0.0217687 -0.3585242 -0.3748935 -0.2715564 -0.3358359 -0.4177731 -0.4147484 -0.2115447 -0.1639434 -0.2246406 -0.3716219 -0.2080073 -0.394847 0.13759736 -0.4651743 -0.1650892 -0.4488563 -0.0527057
18484 -0.23017515 -0.36421415 -0.03168771 -0.191491125 -0.1027469 -0.11857281 -0.2825002 -0.06493807 0.037074315 0.270442095 -0.2364296 -0.43316815 -0.27093375 0.02111034 -0.209085415 -0.36130925 -0.311854185 -0.129946235 -0.247624515 0.030926395 -0.36736379 -0.31776206 -0.04530499 -0.24683278
18491 -0.4641328 0.6860253 0.6599412 1.02891842 0.13534857 -0.3736155 0.76630572 0.7360194 -0.0291152 0.98245617 1.04644223 -0.2843571 -0.0300908 -0.325538 0.89945807 0.11616967 1.08683259 0.7993696 0.89676103 0.73325636 0.6409066 -0.1261464 0.02879574 0.61408202
18510 -1.4790584 -2.0383255 -1.8550525 -1.6428302 -1.4474869 -1.5295681 -2.0162406 -1.8501497 -1.614036 -2.1650316 -1.6342834 -1.9652664 -1.5238955 -1.3396516 -1.4844385 -1.670188 -1.5441437 -0.9046847 -1.9876328 -1.618498 -1.3782263 -2.3185294 -1.7523147 -1.8082358
18514 -0.839805406 -1.10965327 -1.33158772 -0.529191326 -0.91341482 -1.32235252 -1.121632006 -1.190831458 -0.90130414 -0.983225744 -0.940072268 -1.134133776 -1.097226656 -1.057497216 -1.109061894 -1.062552082 -0.63246642 -0.984534714 -1.050927558 -1.06968454 -0.883004314 -1.063017442 -1.215306472 -0.99572145
18516 -0.68184535 -0.67766185 -0.583289425 -0.489228645 -0.544070575 -0.503271 -0.656511625 -0.600091425 -0.609023475 -0.504059945 -0.52167235 -0.43402355 -0.7755933 -0.601126425 -0.707239475 -0.87228285 -0.456174225 -0.667796475 -0.566055018 -0.836077625 -0.214068778 -0.7783557 -0.312069853 -0.429931838
18519 -0.03179481 -0.454257835 -0.301952925 -0.4527576 -0.279357165 -0.42765823 -0.69104973 -0.23172077 -0.370274375 -0.14851812 -0.337265955 -0.32825163 -0.158330795 -0.276799345 -0.579750285 -0.657113635 -0.38748844 -0.3573215 -0.178316765 -0.547302745 -0.478475765 -0.396614805 -0.181229325 -0.45098006
18536 0.1721614 0.105152787 0.267987193 0.183484617 0.149734 0.322446257 0.218654193 0.143766367 0.318520177 0.07302389 0.30677862 0.227915497 0.14443124 0.253602097 0.187078947 -0.001408507 0.0889118 0.068026847 0.12035592 0.154021223 0.016711037 0.116668793 0.05300866 0.061746997
18537 0.572163715 0.68374024 0.712490175 0.121155285 0.2873645 0.68672438 0.77596184 0.639812205 0.622865955 0.08970653 0.551440145 1.14171799 0.571974115 0.57544875 0.83660132 0.64795593 0.19346736 0.621787765 0.636166445 0.89032096 0.0747366 0.752260645 0.338319745 0.714414165
18541 -0.103237973 0.126633033 0.082850857 0.05535415 -0.22222095 -0.135197863 0.11820319 0.09557837 -0.17122273 0.363966633 0.04786782 0.05490576 -0.167585103 -0.18778338 -0.016193227 -0.04671641 0.231649003 -0.019815423 0.17350768 0.050293243 0.32540573 -0.021046563 -0.167534847 -0.05031772
18542 0.86261142 0.80260832 0.876708 0.29630787 0.50527829 0.8893924 0.69415988 0.64874431 0.6790332 -0.1853436 0.73048773 0.69477305 0.87117799 0.79142786 0.79704403 0.76933098 0.18440371 0.93970477 0.57600756 0.77464144 -0.1596095 0.79057026 0.28085836 0.53610078
18552 -0.315477455 -0.59014957 -0.287248865 -0.494180145 -0.757846025 -0.279101815 -0.255500085 -0.638932285 -0.54204354 -0.7259784 -0.284793265 -0.34178847 -0.619840115 -0.256981105 -0.246346915 -0.188505725 -0.8791651 -0.27871875 -0.231685535 -0.065805525 -0.520600135 -0.41712617 -0.499786445 -0.328094255
18553 0.98458921 0.43762187 1.20236326 0.9141728 1.022982 1.13736355 0.55977732 0.86738299 1.20085471 0.42991296 0.80715296 0.67730177 0.6367526 1.34879288 0.80301574 1.06350864 0.97088998 1.11936484 0.92665335 1.07986157 0.8213202 0.91100582 0.95282708 0.64502315
18557 1.36894408 0.46008188 1.26193985 1.07051865 1.42253367 1.32252227 0.41073991 0.79005378 1.28450068 -0.0798182 0.84250909 0.86143016 0.93607582 1.58325095 0.84566312 1.19159402 1.02939481 1.23999611 0.95284756 0.82110361 1.02290228 0.86141417 1.31056284 0.68895178
18563 0.23498617 0.13136189 0.15288345 0.01534623 0.0027442 0.22651623 0.00696578 0.05999347 0.1373692 -0.3077503 -0.1434233 0.02526772 0.27102317 0.02286969 0.24245096 0.075162 0.07503383 0.29926272 0.12736473 0.23229459 -0.4209205 0.23504073 -0.0115898 -0.05206
18569 0.494594507 0.704646007 0.466871737 0.935596163 0.730675657 0.637422933 0.760516447 0.674884947 0.46072241 1.13076129 0.75504112 0.785057927 0.549236757 0.483880417 0.48086195 0.74409201 0.990264217 0.469439213 0.859361417 0.379369713 1.049499943 0.642623417 0.81463659 0.851298933
18570 0.21436542 0.68814237 0.51147298 0.94698818 0.36398689 -0.0559715 0.42153273 0.83594009 0.24550156 0.73032205 0.98439206 -0.1534344 0.40285237 -0.2324523 0.77684591 0.35948027 0.85711971 0.5965557 0.84196235 0.88246352 0.45446091 0.07423068 0.47669935 0.6616626
18573 -0.4095219 -0.4675741 -0.1633617 -0.5220845 -0.1825253 -0.4169004 -0.4568712 -0.4444678 0.0386356 -0.2588702 -0.4823078 -0.5564065 -0.4010374 -0.477014 -0.4249042 -0.443863 -0.3586197 -0.5073606 -0.4157348 -0.2306576 -0.5481935 -0.3544139 -0.17681 -0.4895881
18577 -0.24511818 0.26217725 -0.0891051 0.23401327 0.135289765 0.091160875 0.09839514 0.15394569 0.26665644 0.27300396 0.044330905 0.18620363 0.1991993 -0.054917015 0.02695855 -0.18416665 0.374829135 -0.12422051 -0.112116415 -0.313089 0.38958526 -0.12342663 0.199734635 0.11414975
18578 0.36509289 0.09592991 -0.0285028 -0.2145928 0.08835775 0.11384899 -0.2324529 -0.2003237 0.50890633 -0.7101785 -0.010771 0.05691595 0.30141393 0.11827974 0.08336397 0.0304247 -0.1989726 0.3232933 -0.2020548 0.1963544 -0.6789592 0.08785215 -0.1163929 -0.1618427
18582 0.48015927 0.97182458 0.35784618 1.1710591 1.052111 0.75270713 1.02306343 1.0694782 0.9061427 1.31616321 0.79706753 0.79155716 1.00492288 0.47204093 0.53662411 0.80520495 1.15924461 0.44606773 0.93689141 0.67810159 1.29357947 0.72687629 0.97713909 1.28615699
18584 -0.0698848 -0.182859245 0.05437266 -0.10311392 0.08657078 -0.11542689 -0.152139245 -0.11706555 -0.09664847 0.25521153 -0.11818657 -0.108796955 0.16163065 -0.155135935 -0.086753805 -0.168007665 -0.12907887 -0.142197175 -0.19863957 -0.058630775 -0.04623062 -0.11512789 0.05192326 -0.191527735
18590 0.81104836 0.58689717 0.60130731 0.14380239 0.42197802 0.58742855 0.47651737 0.44986212 0.84872559 0.07284842 0.54508378 0.4116926 0.65282118 0.8205208 0.83525644 0.60421938 0.23931006 0.75591209 0.4402494 0.68665027 0.00710558 0.69450513 0.17691624 0.42375852
18595 -1.0653543 -1.1508309 -1.3567804 -1.5564462 -1.216612 -1.3364653 -0.931763 -1.3626054 -0.9943976 -1.152192 -1.8872031 -1.44102 -1.1037957 -0.956886 -1.1928377 -1.2277691 -1.316411 -1.2498826 -1.363503 -1.0431263 -1.4616475 -1.2953277 -1.3749243 -1.2254077
18596 0.30095011 0.54038106 0.36682126 0.56448958 0.44216573 0.42681259 0.63719817 0.52618398 0.64146878 0.87785606 0.46829325 0.44230594 0.46124862 0.35402163 0.36709623 0.59553002 0.65941511 0.24443664 0.48052607 0.36983721 0.60489632 0.37314131 0.54590926 0.75930413
18597 0.229926877 0.165580723 0.062188897 0.30630947 0.230148057 0.200334817 0.236903823 0.132439403 0.039163393 0.03838611 0.160973697 -0.04945037 0.11359157 0.31273574 0.28761207 0.124329327 0.238423457 0.300772353 0.082011903 0.451191693 0.106868193 0.135469423 0.167854573 0.2584117
18600 -0.0537009 0.56464565 0.121988 0.40702085 0.40822142 0.16984766 0.43418763 0.21441034 -0.0077305 0.61494776 0.07514666 0.11437612 -0.061998 0.08009541 0.08510761 0.39034468 0.37159256 0.06210173 0.3915591 0.00554696 0.40742628 0.2558393 0.24918938 0.44445664
18605 -1.0665298 -0.7232555 -1.0918431 -0.9797513 0.4253173 -1.396496 -0.7077956 -0.9936357 -1.1210231 -0.8853178 -1.3852754 -1.1038492 -0.8302448 -0.7768451 -0.8436304 -0.6048302 -0.8523686 -1.0509081 -0.9094085 -0.8000633 -0.7243232 -0.9203084 -0.8320508 -1.0053349
18606 -1.0117741 -0.88133515 -1.02099415 -0.92615965 -0.93610925 -0.89632025 -0.95973865 -0.9376552 -1.0202094 -1.0742822 -0.98542535 -0.8097856 -0.9056887 -0.81357555 -0.8783153 -0.96943115 -1.1485433 -1.04962875 -1.1907176 -0.9493992 -0.8247803 -0.9367617 -1.14885555 -0.90594115
18607 0.84577972 0.84726566 0.62311296 0.90956785 0.90374906 0.65689913 1.0278172 0.92057132 0.81520026 0.99612909 0.93304363 0.96886854 0.89722547 0.73319009 0.9629465 0.71029219 1.01594087 0.88429041 0.84118198 1.15270997 0.97949899 0.98070026 0.87412608 0.84189572
18611 -0.2770197 -0.5055466 -0.3791322 -0.608108 -0.2536811 -0.156445 -0.1368345 -0.2896941 -0.2261245 -0.2533397 -0.5521449 -0.43466 -0.3526167 -0.1497324 -0.1955815 -0.606307 -0.5211487 -0.2108508 -0.306949 0.17475721 -0.6762888 -0.1680515 -0.0994816 -0.2679585
18613 0.450252485 0.372846055 0.571355745 0.643019405 0.570669965 0.497150005 0.33442731 0.44418986 0.40814954 -0.02647771 0.44081081 0.551635145 0.36689526 0.541198035 0.223380505 0.58362826 0.654031285 0.585961325 0.572490215 0.372739405 0.692969735 0.33334696 0.57578931 0.379505275
18618 -0.2463278 -0.2222882 -0.0885426 0.0890682 0.09862836 -0.0957237 -0.2440057 0.03524165 -0.2206618 0.31493256 -0.3166875 0.18739566 -0.4509099 -0.2032442 -0.0150292 -0.0431893 0.04563308 0.05286315 -0.0368238 -0.0542889 0.27339829 -0.1049703 0.27743209 -0.0254441
18624 -0.3501878 0.21479186 -0.3502999 0.02999537 -0.1007107 -0.3155852 -0.1113817 -0.3384805 -0.3750851 0.29893618 -0.0217743 -0.2252074 -0.4128539 -0.3515832 -0.2896964 -0.190379 0.21356869 -0.3495424 -0.0154138 0.04096665 0.20549404 -0.0909419 -0.0843807 0.1076695
18628 -0.52947315 -0.6241379 -0.36220025 -0.49099905 -0.49394345 -0.5288264 -0.69575245 -0.5046838 -0.6922206 -0.35439875 -0.76487925 -0.3868045 -0.4345936 -0.5726974 -0.4829921 -0.54647125 -0.59431015 -0.58561145 -0.58959455 -0.45201385 -0.5750798 -0.5324802 -0.44206655 -0.6397178
18631 0.01898205 -0.0789909 -0.3913207 -0.044634 -0.075243 -0.1379024 -0.0187408 -0.1601567 -0.0709145 -0.1470124 -0.0976454 -0.254846 0.00212197 -0.0318568 -0.286895 0.12230832 -0.3074865 -0.0047353 -0.2163116 -0.0020201 -0.0728497 0.02534971 -0.0488226 0.06144865
18633 0.89351247 0.71291469 0.63653162 0.43655969 0.55949682 0.80405053 0.58707284 0.51579832 1.09126223 -0.3103008 0.59630145 0.75262323 0.85504065 0.89440557 0.7067523 0.72328925 0.30324055 0.92663181 0.45470562 0.78316809 -0.1247427 0.73216145 0.54873744 0.53298764
18640 0.24839104 0.65092594 0.23294494 0.78695325 0.54975082 0.10162319 0.34295511 0.73910507 0.28395885 1.09887326 0.46277034 0.87240274 0.6436816 0.19548817 0.33453367 0.2428841 0.91574409 0.24959414 0.63721996 0.15382615 1.03341162 0.60066905 0.44709071 0.78323555
18641 0.32735084 -0.1470109 0.25451396 0.17496083 0.15136099 -0.050039 0.01375271 0.10810134 0.13167147 0.33784657 0.05742228 0.23726683 0.00947074 0.20432096 0.21072066 -0.0918902 0.1204782 0.06788105 0.32564324 0.21588635 0.02519198 0.22551606 0.43725916 -0.0243721
18642 0.851454045 0.6590606 0.649469535 0.465120435 0.53785211 0.78449775 0.647553025 0.561017865 0.916443095 -0.220913 0.542320435 0.44436444 0.79147077 0.930014095 0.68107561 0.69780642 0.38329712 0.99593001 0.540434575 0.815760735 -0.103687 0.63327819 0.358872235 0.53760869
18655 1.94362489 1.48356555 1.96411945 1.83997578 1.98517782 1.81327875 1.53767335 1.84500616 1.83367635 1.84055287 1.65264902 1.67474177 1.86385706 1.94031742 1.62035537 1.94852322 1.79079703 1.84085622 1.72764106 1.72500892 1.49158112 1.83982429 2.01479805 1.6909239
18669 1.4885666 0.73696464 1.50158538 1.39769532 1.57068072 1.53590556 0.80748649 1.06597245 1.53320851 0.57915797 0.93439514 0.94984619 1.14857394 1.74205558 0.87619968 1.48097002 1.40714172 1.54146001 1.31352561 1.10854164 1.28173893 1.20206675 1.64826114 1.10868823
18673 0.52998536 0.1592165 0.28856409 0.14327196 0.27850252 0.30652397 0.39746811 0.2470764 0.31119233 0.25049318 0.09448828 0.23123641 0.27991394 0.32113935 0.22168682 0.25391831 -0.0525263 0.40786725 0.05101718 0.50855348 -0.1002018 0.33677251 0.26927238 0.07054732
18674 -0.245385825 -0.17493301 -0.28852486 -0.4894938 -0.44022675 -0.5386695 -0.3201748 -0.25688035 -0.321382755 -0.011139165 -0.35919545 -0.4440722 -0.432670995 -0.438774775 -0.143020255 -0.3689337 -0.163605965 -0.32670244 -0.3615941 -0.190735155 -0.1068672 -0.24171312 -0.24392456 -0.42033035
18701 0.25689538 0.82699324 0.47017553 0.93666506 0.95231228 0.97916411 0.69991488 0.73132763 0.44139594 0.96014918 0.71059814 1.06448739 0.70955619 0.58767673 0.71078536 0.47824127 1.03767535 0.21009322 0.74542752 0.24894548 1.17281121 0.57201728 0.75198468 0.94538645
18705 -0.280257515 -0.051823185 -0.158447415 0.22698068 -0.229820045 -0.3060815 -0.04514361 -0.031226065 -0.490859 0.17286451 -0.025424855 -0.198834865 -0.19637877 -0.18455655 -0.204934475 -0.045315515 0.225185395 -0.26508246 0.11360014 -0.28744765 0.19742129 -0.21068088 -0.167332325 -0.00073147
18706 -0.248499005 0.034153563 -0.06665453 0.015404765 -0.002312025 -0.166165415 0.080518315 0.053735123 -0.200762838 0.23669279 0.004062395 0.11880626 -0.140220888 -0.202670268 -0.135291748 0.007731622 0.077421965 -0.196008125 0.115478333 -0.10062501 0.125181573 -0.015954673 0.0202553 0.09257235
18707 0.8578151 0.54748076 0.41925426 0.39807201 0.45512223 0.69844361 0.62276328 0.59433562 0.58989702 0.34375835 0.32074411 0.41004813 0.69222777 0.7803051 0.65426064 0.40449213 0.30051385 0.82180233 0.30614487 0.94491955 0.17528125 0.43437779 0.44993256 0.63170151
18708 -1.4281439 -1.15949655 -1.2230867 -1.09627685 -1.07044395 -0.98150135 -1.36904765 -1.0609271 -0.96986425 -1.1643351 -1.1491975 -1.0612425 -1.3767539 -0.96969785 -1.31477325 -1.2833829 -1.29934505 -1.42054075 -1.113506 -1.008786 -1.1207446 -1.29299795 -1.22647375 -1.3030864
18710 0.0634681 0.728213835 0.303706855 0.79869705 0.514303595 0.32099279 0.78387952 0.654029535 0.297952775 0.99730027 0.56355573 0.463457565 0.30701056 0.076394745 0.28353866 0.439541015 0.902106345 0.2233669 0.88357815 0.254564675 0.977270775 0.507661445 0.43934164 0.844122835
18711 -0.39030885 -0.42345545 -0.6409446 -0.6783454 -0.48336835 -0.56924965 -0.44607935 -0.373868 -0.3425966 -0.36942788 -0.39083855 -0.4786478 -0.4188447 -0.5007127 -0.4256863 -0.36668345 -0.540174315 -0.3809259 -0.4370995 -0.48581 -0.27413434 -0.37783295 -0.8021889 -0.37894085
18717 -0.0450357 -0.4607097 -0.2278906 -0.5206137 -0.0003573 0.33896251 -0.5502548 -0.5303345 -0.4681054 -0.1070012 -0.4314012 -0.4832343 -0.1402286 -0.3068136 -0.3412908 -0.5124449 -0.3970694 -0.3807203 -0.4473223 -0.4202342 -0.5040002 -0.3701271 0.05833492 -0.374395
18718 -0.853992 -0.7604398 -0.8187286 -1.0917528 -1.1305252 -0.9703373 -0.9463132 -0.8645971 -1.2572184 -0.788832 -1.023686 -0.9662722 -0.8729933 -0.9127759 -0.7052064 -0.7468785 -0.6828131 -0.827721 -1.4066153 -0.7215465 -0.794516 -0.8312675 -1.0297445 -1.0928197
18719 0.441717405 0.805318915 0.386452185 0.639999985 0.587735445 0.399507445 0.970341275 0.62481096 0.59229628 0.77932541 0.553067365 0.551506095 0.53758538 0.39866759 0.572788835 0.700901165 0.69987783 0.58322638 0.664633985 0.80972676 0.748252625 0.54529029 0.389632485 0.856385025
18720 -0.2848513 -0.4708956 -0.4359679 -0.4843451 -0.2907965 -0.3234707 -0.3029253 -0.6891971 -0.6123783 -0.4456735 -0.7170531 -0.6754588 -0.3561136 -0.1604465 -0.285559 -0.3723531 -0.4452645 -0.3082197 -0.8711999 -0.0417854 -0.7252132 -0.2526465 -0.1964877 -0.4301923
18738 -0.081180637 -0.080928327 -0.024976137 -0.063900473 -0.042528527 -0.0592208 -0.056934837 0.022234407 -0.05601237 0.146934873 -0.071784637 -0.076377743 -0.07896091 -0.061765723 -0.01198999 0.001666817 0.05239021 -0.135982257 0.0445371 -0.045649263 0.05510922 0.043498887 -0.053401353 -0.144754973
18744 -0.8757019 -0.9589681 -0.6498981 -0.9217892 -0.6134735 -0.2358221 -0.7016903 -1.0220818 -1.0602398 -0.8734673 -0.9293632 -0.8349292 -0.8009245 -0.750333 -0.8107229 -0.867801 -0.8217421 -0.8991371 -0.7387842 -0.8522051 -0.7509142 -1.023301 -0.9021269 -0.7072952
18747 0.53600317 0.58427322 0.5855506 0.55026831 0.58612527 0.60603472 0.57647422 0.602850665 0.52484054 0.34959942 0.51015159 0.428442595 0.634324695 0.699390695 0.65184861 0.57452031 0.57812344 0.68818744 0.63673158 0.73811722 0.41732474 0.574804785 0.436779315 0.498646925
18750 -0.6730154 -0.3491154 -0.8035777 -0.3975066 -0.377619 -0.5830479 -0.4820273 -0.5534251 -0.5364635 -0.0646491 -0.5026751 -0.3750425 -0.7021811 -0.9204015 -0.499135 -0.437545 -0.1677149 -0.7759376 -0.3484722 -0.6217286 -0.2534803 -0.6435866 -0.4968238 -0.2438854
18751 -0.4215852 -0.43359205 -0.3310728 -0.40382575 -0.52209535 -0.41651185 -0.47021275 -0.3494394 -0.4137934 -0.26424584 -0.2955751 -0.37197965 -0.30031975 -0.39353305 -0.4865198 -0.39058455 -0.5041756 -0.3844234 -0.38218015 -0.4238434 -0.514594 -0.3883412 -0.462230575 -0.35165805
18753 -1.1681407 -1.4513294 -1.0959014 -1.1364029 -0.9688561 -1.2528815 -1.333795 -1.4579745 -0.5643031 -1.3299123 -1.0721076 -1.3514508 -1.5207077 -1.18853 -1.587727 -1.2480843 -1.5353682 -1.2087733 -1.1754623 -1.2846966 -1.3979604 -1.269562 -1.0416935 -1.0556736
18759 -0.0964767 -0.3089869 -0.0721683 -0.3730973 -0.2523938 -0.0646104 -0.2437064 -0.3091109 -0.4160058 0.02989642 -0.2286015 -0.4196893 -0.1295304 -0.225758 -0.2392912 -0.2713258 -0.5835945 -0.1131771 -0.1826324 -0.2495565 -0.9266235 -0.2622267 -0.2665619 -0.3672808
18761 0.31890244 0.5868473 0.48400251 0.80027253 0.77456494 0.361768 0.77808416 0.64997804 0.18895688 1.22272289 0.64660609 1.03923848 0.41243208 0.23178425 0.36589161 0.49906103 1.09514789 0.26947313 0.9279695 0.33181015 1.1936271 0.59816073 0.6213619 0.80704317
18762 0.63786667 0.87574118 0.83410427 1.13690842 1.0096678 0.59846919 0.85564273 0.87638487 0.69752299 1.22878784 0.83321184 1.09499241 0.9215818 0.65658556 0.69247311 0.94911385 1.1376075 0.67967103 0.95869646 0.47253654 1.22455115 0.85894767 1.05856156 0.98152428
18764 0.36516179 0.35093828 0.24633719 0.35645037 0.26578036 0.35052739 0.21753574 0.26099298 0.42099513 0.11634256 0.32138012 0.38109069 0.36349532 0.29108084 0.31351855 0.30971015 0.28553986 0.34410534 0.06832008 0.25013558 0.22317618 0.26632632 0.20684472 0.30813505
18767 -1.3062119 -0.7890982 -0.8979304 -0.6050645 -0.806623 -0.707154 -0.7735948 -0.9128548 -0.8343646 -0.6911018 -0.7342759 -0.5477164 -0.8849445 -1.0183506 -1.0852578 -0.7296089 -0.6875345 -1.0828432 -1.0807368 -1.2171033 -0.5933721 -0.9480908 -0.7262271 -0.6575714
18769 0.16821209 0.234278225 0.195083555 0.57559522 0.26122743 0.498226545 0.384595645 0.38754639 0.085923875 0.49652662 0.390073765 0.21472345 0.271112 0.240748035 0.156674635 0.190904575 0.37658932 0.16494212 0.432544695 0.2466344 0.6458462 0.1962934 0.16873918 0.47847098
18771 -0.9015977 -0.8474611 -0.5110605 -0.9926823 -0.7250652 -0.7050423 -1.0426585 -0.6962935 -0.9672719 -0.7277002 -0.7101898 -0.66658 -0.7611743 -0.7579938 -0.6995657 -0.8559067 -1.0332617 -0.8684459 -0.8319592 -0.6197722 -0.9707457 -0.7409798 -0.7795131 -0.910327
18775 0.436929408 0.101027542 0.44770515 0.459608805 0.560845638 0.556446657 0.086788253 0.215210618 0.345163977 0.118543005 0.209760645 0.262040593 0.255368362 0.564040003 0.335770947 0.479405145 0.295987762 0.47879231 0.393458613 0.358193028 0.145013858 0.357346008 0.526751297 0.106534208
18776 0.36061427 1.01509682 0.68894461 1.08150708 0.56596977 0.45861344 0.9262957 0.7998005 0.70738543 1.3606417 0.91591739 0.88342014 0.48121337 0.46694665 0.80773913 0.77373594 1.15124115 0.64370884 1.05919363 0.62080467 1.33939522 0.90979681 0.77920117 0.89804887
18777 -0.38081929 -0.340458667 -0.210580063 -0.24646095 -0.493631957 -0.30945068 -0.18006217 -0.31873732 -0.531590633 -0.05583492 -0.29917482 -0.382468343 -0.208066367 -0.4708542 -0.273857633 -0.318227873 -0.20969136 -0.500921767 -0.376792937 -0.5304122 -0.20718485 -0.33215836 -0.431675593 -0.36979387
18783 -0.4450238 -0.6115435 -0.5308052 -0.6475098 -0.3655366 -0.6305055 -0.5558485 -0.5766269 -0.6470903 -0.4365302 -0.6397115 -0.380113 -0.6095181 -0.6360511 -0.5928987 -0.5658601 -0.3814152 -0.8381911 -0.7134757 -0.6468884 -0.1960916 -0.4223784 -0.556085 -0.624698
18789 -1.085080867 -1.518312767 -1.299360333 -1.0853725 -1.230820767 -1.214474133 -1.5577472 -1.224632167 -0.9262401 -1.4959871 -1.629346167 -1.286804867 -1.3273862 -1.229841233 -1.502018633 -1.395679167 -1.3655795 -1.254181733 -1.354511333 -1.451479733 -1.612566567 -1.410178167 -1.2517887 -1.407061067
18791 -0.5562627 -1.1113585 -0.7020801 -1.1658112 -0.6990732 -0.8296158 -1.1581016 -0.9783793 -1.2745651 -0.623223 -0.8596092 -0.9252375 -0.9774157 -1.2168666 -1.1111318 -0.8843989 -1.4547439 -1.0429347 -0.6314626 -1.2810549 -1.3030675 -0.9126219 -0.6074737 -0.9378643
18793 -0.7784371 0.18373266 -0.5519952 -0.3532297 -0.8914199 -0.6043549 0.01529376 -0.2230322 -0.4993723 -0.3197816 -0.6865411 -0.7196357 -0.7430842 -0.6200462 -0.1144655 -0.4601951 -0.4438685 -0.5416402 -0.4302762 -0.0380063 -0.118359 -0.3768702 -0.7128876 -0.7761098
18797 0.79274079 0.91824132 0.84360224 1.1295724 1.26558941 0.85851596 0.92792747 1.14744618 0.69185676 1.46140331 0.99882675 1.30907167 1.15589983 0.62862704 0.7291833 0.83025197 1.09527253 0.58692365 1.03694114 0.71170928 1.31478977 1.00235861 1.37448771 0.91089082
18799 0.85585183 0.76797667 0.94177665 0.668851355 0.805135235 0.66777027 0.57394443 0.84428716 0.77320303 0.46800299 0.865284895 0.92164632 0.668486485 0.71090212 0.66051059 0.821293315 0.695810825 0.95451963 0.63878883 0.6211131 0.616257705 0.86890243 0.874097095 0.67513102
18803 0.80815514 0.1283142 0.7526867 0.55813757 0.89210177 0.93582798 -0.0495159 0.35956176 0.90540081 -0.4998286 0.31895357 0.27158656 0.46653666 1.09888081 0.30107952 0.7389931 0.54805517 0.91307332 0.51471967 0.45853655 0.52484673 0.47820069 0.91600558 0.25455733
18805 0.27911665 0.24464524 0.44602647 0.07128751 0.05999842 0.40766826 0.10903971 0.20267875 0.31690435 0.12563962 0.19186095 0.19247868 0.11160594 0.53902502 0.36155137 0.35248354 0.14727816 0.3757111 0.35496506 0.47149007 0.2102384 0.36531816 0.01181068 0.09581107
18806 0.37263185 0.53829537 0.62861731 0.71773883 0.61196325 0.39708314 0.48735978 0.74551692 0.17908018 0.8234984 0.43882754 0.78354541 0.62433263 0.14124831 0.27389266 0.4371834 0.67740188 0.2916825 0.63463903 0.2380983 0.9413074 0.64510742 0.52252215 0.67573142
18807 -0.8874518 -0.5950089 -0.5527613 -0.7605875 -1.3312655 -0.7144157 -0.7023032 -0.6739109 -0.7923799 -0.1854063 -0.5977899 -1.1057318 -2.4228259 -0.6663828 -0.787512 -0.5668682 -0.8883221 -0.6502024 -0.1938728 -0.6040388 -0.8493237 -0.7233138 -0.9286695 -0.7150003
