Gene	GMA2a	GMA2b	GMA2c	GMA2d	GMA2e	GMA3a	GMA3b	GMA3c	GMA3d	GMA3e	GMA4a	GMA4b	GMA4c	GMA4d	GMA4e	GMA2a.1	GMA2b.1	GMA2c.1	GMA2d.1	GMA2e.1	GMA3a.1	GMA3b.1	GMA3c.1	GMA3d.1	GMA3e.1	GMA4a.1	GMA4b.1	GMA4c.1	GMA4d.1	GMA4e.1
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24
18631 0.03414334 0.05491705 0.0040772 0.05924963 0.00078126 0.0870591 0.09785247 0.07089791 -0.1057855 -0.101221 0.11495526 0.09878113 -0.0403556 0.02727277 -0.1305819 0.03414334 0.05491705 0.0040772 0.05924963 0.00078126 0.0870591 0.09785247 0.07089791 -0.1057855 -0.101221 0.11495526 0.09878113 -0.0403556 0.02727277 -0.1305819
18633 0.34692158 0.28421038 0.40451031 0.62939256 0.44972573 0.43550452 0.1968002 0.29216641 0.51171088 0.22231516 0.34555233 0.36306006 0.29689965 0.38919142 0.38308884 0.34692158 0.28421038 0.40451031 0.62939256 0.44972573 0.43550452 0.1968002 0.29216641 0.51171088 0.22231516 0.34555233 0.36306006 0.29689965 0.38919142 0.38308884
18640 0.75299889 0.85944805 0.73496529 0.65309449 0.67548581 0.82702734 0.81297248 0.97962539 0.86512355 0.60430211 0.95665477 0.84166654 0.72134193 0.78315224 0.7812012 0.75299889 0.85944805 0.73496529 0.65309449 0.67548581 0.82702734 0.81297248 0.97962539 0.86512355 0.60430211 0.95665477 0.84166654 0.72134193 0.78315224 0.7812012
18641 -0.1674092 -0.5995537 -0.256247 -0.3878746 -0.6970367 -0.3725345 -0.5954309 -0.4615522 -0.3462837 -0.1074112 -0.3871256 -0.4761936 -0.4793746 -0.3894756 -0.5884294 -0.1674092 -0.5995537 -0.256247 -0.3878746 -0.6970367 -0.3725345 -0.5954309 -0.4615522 -0.3462837 -0.1074112 -0.3871256 -0.4761936 -0.4793746 -0.3894756 -0.5884294
18642 0.067339075 -0.1847736 0.04507411 0.16490202 -0.2716554 0.045005055 -0.21577845 -0.1920783 -0.030729735 -0.17937575 0.02556894 -0.04500096 -0.14908505 -0.03823281 -0.15125795 0.067339075 -0.1847736 0.04507411 0.16490202 -0.2716554 0.045005055 -0.21577845 -0.1920783 -0.030729735 -0.17937575 0.02556894 -0.04500096 -0.14908505 -0.03823281 -0.15125795
18655 0.9086197 0.45435978 0.75253513 0.90912759 0.60310294 0.72909632 0.42638208 0.51245607 0.76016709 0.91576108 0.53925937 0.68300304 0.58271561 0.70191872 0.34463839 0.9086197 0.45435978 0.75253513 0.90912759 0.60310294 0.72909632 0.42638208 0.51245607 0.76016709 0.91576108 0.53925937 0.68300304 0.58271561 0.70191872 0.34463839
18669 1.46985584 1.22644395 1.38234062 1.52916624 1.46456705 1.41192818 1.09137978 1.15946109 1.3924315 1.71510342 1.33171986 1.29113293 1.13036834 1.32658544 1.23926989 1.46985584 1.22644395 1.38234062 1.52916624 1.46456705 1.41192818 1.09137978 1.15946109 1.3924315 1.71510342 1.33171986 1.29113293 1.13036834 1.32658544 1.23926989
18673 0.41436472 0.48155112 0.50503693 0.42879468 0.63033441 0.4210931 0.54684744 0.51773419 0.41937102 0.52842895 0.54919762 0.5577796 0.45683802 0.4173213 0.50875706 0.41436472 0.48155112 0.50503693 0.42879468 0.63033441 0.4210931 0.54684744 0.51773419 0.41937102 0.52842895 0.54919762 0.5577796 0.45683802 0.4173213 0.50875706
18674 -0.2289471 -0.22252635 -0.14851 -0.24145645 -0.191634745 -0.3284179 -0.23207495 -0.24948355 -0.16205568 -0.17320755 -0.25443775 -0.21563216 -0.19916325 -0.15607695 -0.2343983 -0.2289471 -0.22252635 -0.14851 -0.24145645 -0.191634745 -0.3284179 -0.23207495 -0.24948355 -0.16205568 -0.17320755 -0.25443775 -0.21563216 -0.19916325 -0.15607695 -0.2343983
18701 0.96376322 1.11511293 1.04271767 1.20657913 1.02226781 1.07101178 1.17951923 1.14562163 1.23389453 0.89492032 1.24624841 1.05309328 1.03691576 1.23128726 1.20067134 0.96376322 1.11511293 1.04271767 1.20657913 1.02226781 1.07101178 1.17951923 1.14562163 1.23389453 0.89492032 1.24624841 1.05309328 1.03691576 1.23128726 1.20067134
18705 0.14367435 0.145476075 0.04714616 0.25223013 0.175440855 0.115344335 0.26441784 0.250682365 0.210311125 0.223576295 0.279438735 0.202829505 0.11304609 0.14966165 0.208952575 0.14367435 0.145476075 0.04714616 0.25223013 0.175440855 0.115344335 0.26441784 0.250682365 0.210311125 0.223576295 0.279438735 0.202829505 0.11304609 0.14966165 0.208952575
18706 -0.060312913 0.105533423 -0.013333505 0.053812008 0.03575312 0.019173708 0.149967925 0.08270892 0.05793393 0.105124863 0.09996085 0.114494863 0.0278389 0.004528463 0.104558665 -0.060312913 0.105533423 -0.013333505 0.053812008 0.03575312 0.019173708 0.149967925 0.08270892 0.05793393 0.105124863 0.09996085 0.114494863 0.0278389 0.004528463 0.104558665
18707 0.33503735 -0.0688158 0.12105553 0.28615327 0.12391671 0.34341037 0.1331691 0.17789336 0.23383169 0.35994855 0.39654613 0.30170116 0.06998146 0.19044632 0.0259914 0.33503735 -0.0688158 0.12105553 0.28615327 0.12391671 0.34341037 0.1331691 0.17789336 0.23383169 0.35994855 0.39654613 0.30170116 0.06998146 0.19044632 0.0259914
18708 -1.03418815 -1.0030375 -1.1496649 -1.01783365 -1.02353855 -1.31970845 -0.932964 -0.92813665 -0.9609504 -1.09777055 -0.92100535 -0.98060435 -1.06347715 -0.9775347 -1.07130615 -1.03418815 -1.0030375 -1.1496649 -1.01783365 -1.02353855 -1.31970845 -0.932964 -0.92813665 -0.9609504 -1.09777055 -0.92100535 -0.98060435 -1.06347715 -0.9775347 -1.07130615
18710 0.86735159 0.90937598 0.94483333 1.032030845 0.923717125 0.943335035 1.02295252 0.958729305 0.968911655 0.93990893 0.990023695 1.00580361 0.915863435 0.936923055 1.04268108 0.86735159 0.90937598 0.94483333 1.032030845 0.923717125 0.943335035 1.02295252 0.958729305 0.968911655 0.93990893 0.990023695 1.00580361 0.915863435 0.936923055 1.04268108
18711 -0.58053565 -0.5263239 -0.40409916 -0.418551745 -0.63810365 -0.39303785 -0.46800938 -0.478927985 -0.42956492 -0.417027325 -0.49425795 -0.5625915 -0.461754895 -0.33023398 -0.49079792 -0.58053565 -0.5263239 -0.40409916 -0.418551745 -0.63810365 -0.39303785 -0.46800938 -0.478927985 -0.42956492 -0.417027325 -0.49425795 -0.5625915 -0.461754895 -0.33023398 -0.49079792
18717 0.02770512 -0.0535066 -0.0902313 0.06801547 0.05163157 -0.0347303 -0.0529411 -0.0936971 -0.062645 0.07750682 -0.1652983 -0.1619704 -0.0316098 -0.0403055 -0.0297663 0.02770512 -0.0535066 -0.0902313 0.06801547 0.05163157 -0.0347303 -0.0529411 -0.0936971 -0.062645 0.07750682 -0.1652983 -0.1619704 -0.0316098 -0.0403055 -0.0297663
18718 -0.6506503 -0.4209141 -0.7163817 -0.5793617 -0.5564096 -0.4059408 -0.6448503 -0.5033197 -0.5044859 -0.6680256 -0.4499274 -0.5323292 -0.562984 -0.6436115 -0.4446167 -0.6506503 -0.4209141 -0.7163817 -0.5793617 -0.5564096 -0.4059408 -0.6448503 -0.5033197 -0.5044859 -0.6680256 -0.4499274 -0.5323292 -0.562984 -0.6436115 -0.4446167
18719 0.075956975 0.10300327 -0.02112362 0.276157395 0.04782344 0.24219891 0.301037875 0.102517515 0.12138763 0.117461555 0.174597825 0.316161755 0.138642375 0.090618745 0.124113475 0.075956975 0.10300327 -0.02112362 0.276157395 0.04782344 0.24219891 0.301037875 0.102517515 0.12138763 0.117461555 0.174597825 0.316161755 0.138642375 0.090618745 0.124113475
18720 -0.3599141 -0.5000942 -0.3093734 -0.2595236 -0.3178883 -0.4770699 -0.4386429 -0.4571781 -0.3726399 -0.3159774 -0.6416545 -0.3258886 -0.4395887 -0.2374357 -0.3941688 -0.3599141 -0.5000942 -0.3093734 -0.2595236 -0.3178883 -0.4770699 -0.4386429 -0.4571781 -0.3726399 -0.3159774 -0.6416545 -0.3258886 -0.4395887 -0.2374357 -0.3941688
18738 0.078040857 0.167162117 0.256322927 0.10185882 0.185093607 0.05769347 0.165305203 0.17981285 0.084916313 0.042225807 0.132269287 0.117473047 0.098392887 0.06468124 0.18553313 0.078040857 0.167162117 0.256322927 0.10185882 0.185093607 0.05769347 0.165305203 0.17981285 0.084916313 0.042225807 0.132269287 0.117473047 0.098392887 0.06468124 0.18553313
18744 -0.1265411 -0.2910939 -0.0505096 -0.2840936 -0.2664943 -0.2514062 -0.4368942 -0.3703305 -0.1519491 -0.1266862 -0.3490189 -0.270215 -0.1924771 -0.1465315 -0.3404991 -0.1265411 -0.2910939 -0.0505096 -0.2840936 -0.2664943 -0.2514062 -0.4368942 -0.3703305 -0.1519491 -0.1266862 -0.3490189 -0.270215 -0.1924771 -0.1465315 -0.3404991
18747 0.37181057 0.31155618 0.368590725 0.233312215 0.23855877 0.38926306 0.28369848 0.334542785 0.49177711 0.384834205 0.47191362 0.336360065 0.33895763 0.420509655 0.23132841 0.37181057 0.31155618 0.368590725 0.233312215 0.23855877 0.38926306 0.28369848 0.334542785 0.49177711 0.384834205 0.47191362 0.336360065 0.33895763 0.420509655 0.23132841
18750 -0.009035 -0.0439699 0.0389475 0.19407556 -0.0097389 0.15971396 0.16911563 0.13423729 0.01215447 0.11575755 0.15131858 0.09706342 0.0870418 0.18058311 0.03494784 -0.009035 -0.0439699 0.0389475 0.19407556 -0.0097389 0.15971396 0.16911563 0.13423729 0.01215447 0.11575755 0.15131858 0.09706342 0.0870418 0.18058311 0.03494784
18751 -0.27209183 -0.35037918 -0.289194275 -0.306429145 -0.21408519 -0.433636055 -0.336769515 -0.323509605 -0.364498435 -0.39556028 -0.3946897 -0.43263634 -0.292436715 -0.46143596 -0.314321595 -0.27209183 -0.35037918 -0.289194275 -0.306429145 -0.21408519 -0.433636055 -0.336769515 -0.323509605 -0.364498435 -0.39556028 -0.3946897 -0.43263634 -0.292436715 -0.46143596 -0.314321595
18753 0.02375214 0.07025224 0.03932141 0.20646137 0.06613645 0.05230022 0.20891397 0.13018349 0.10401036 0.07233517 0.16694643 0.11601226 0.07532105 0.20879539 0.0353016 0.02375214 0.07025224 0.03932141 0.20646137 0.06613645 0.05230022 0.20891397 0.13018349 0.10401036 0.07233517 0.16694643 0.11601226 0.07532105 0.20879539 0.0353016
18759 0.06061498 0.24622586 0.18811265 -0.0087224 0.27261712 -0.0782914 0.05703827 0.12041132 -0.0325844 0.0036612 -0.1120454 0.18993601 0.15526474 -0.0601362 0.22681559 0.06061498 0.24622586 0.18811265 -0.0087224 0.27261712 -0.0782914 0.05703827 0.12041132 -0.0325844 0.0036612 -0.1120454 0.18993601 0.15526474 -0.0601362 0.22681559
18761 1.17340806 1.56864231 1.35548196 1.34807373 1.43366576 1.40246562 1.44902014 1.51804665 1.3459881 1.40884476 1.48350393 1.44694268 1.37381065 1.26710391 1.45042644 1.17340806 1.56864231 1.35548196 1.34807373 1.43366576 1.40246562 1.44902014 1.51804665 1.3459881 1.40884476 1.48350393 1.44694268 1.37381065 1.26710391 1.45042644
18762 -0.0897374 -0.1630444 -0.164986 0.05288052 -0.125507 -0.1350493 -0.1593703 -0.2350558 -0.0792243 0.1152798 -0.2203646 -0.1170865 -0.2506447 -0.110387 -0.2019968 -0.0897374 -0.1630444 -0.164986 0.05288052 -0.125507 -0.1350493 -0.1593703 -0.2350558 -0.0792243 0.1152798 -0.2203646 -0.1170865 -0.2506447 -0.110387 -0.2019968
18764 0.22617504 0.10884036 0.13269273 0.18041437 0.0572247 0.22355073 0.2045124 0.17420234 0.27613961 0.28950089 0.22288398 0.15998805 0.17449147 0.20600006 0.08390196 0.22617504 0.10884036 0.13269273 0.18041437 0.0572247 0.22355073 0.2045124 0.17420234 0.27613961 0.28950089 0.22288398 0.15998805 0.17449147 0.20600006 0.08390196
18767 -0.5052941 -0.4573512 -0.3872267 -0.4422922 -0.4947782 -0.3457849 -0.2770678 -0.336553 -0.4040231 -0.3439161 -0.2974011 -0.3127673 -0.3634149 -0.3786254 -0.4869107 -0.5052941 -0.4573512 -0.3872267 -0.4422922 -0.4947782 -0.3457849 -0.2770678 -0.336553 -0.4040231 -0.3439161 -0.2974011 -0.3127673 -0.3634149 -0.3786254 -0.4869107
18769 0.74053216 0.818990455 0.734490485 0.76785902 0.779707475 0.84846038 0.85568204 0.841741025 0.790998415 0.814785505 0.91607899 0.84466514 0.63430969 0.72725248 0.85391381 0.74053216 0.818990455 0.734490485 0.76785902 0.779707475 0.84846038 0.85568204 0.841741025 0.790998415 0.814785505 0.91607899 0.84466514 0.63430969 0.72725248 0.85391381
18771 -0.6271504 -0.5248598 -0.5026846 -0.605733 -0.5940162 -0.6355102 -0.6667447 -0.6045947 -0.6959076 -0.5832077 -0.7027306 -0.6020297 -0.5426984 -0.6657911 -0.568908 -0.6271504 -0.5248598 -0.5026846 -0.605733 -0.5940162 -0.6355102 -0.6667447 -0.6045947 -0.6959076 -0.5832077 -0.7027306 -0.6020297 -0.5426984 -0.6657911 -0.568908
18775 0.037132113 -0.053340038 -0.062110162 -0.023522575 0.053921108 -0.156890785 -0.105643335 -0.141071222 -0.010440768 0.045284628 -0.181408747 -0.083280413 -0.084705367 -0.055310775 -0.041634123 0.037132113 -0.053340038 -0.062110162 -0.023522575 0.053921108 -0.156890785 -0.105643335 -0.141071222 -0.010440768 0.045284628 -0.181408747 -0.083280413 -0.084705367 -0.055310775 -0.041634123
18776 0.92813078 1.23360461 1.1481285 1.08920995 1.08158186 1.10490944 1.22553829 1.23936825 1.13783985 0.92774386 1.13518992 0.97618932 1.24192439 1.18709614 1.26546361 0.92813078 1.23360461 1.1481285 1.08920995 1.08158186 1.10490944 1.22553829 1.23936825 1.13783985 0.92774386 1.13518992 0.97618932 1.24192439 1.18709614 1.26546361
18777 -0.631208857 -0.603451037 -0.523719193 -0.597648137 -0.54631895 -0.534607183 -0.472385133 -0.51038811 -0.56667974 -0.653248313 -0.44776925 -0.490541593 -0.569119557 -0.61966589 -0.560218643 -0.631208857 -0.603451037 -0.523719193 -0.597648137 -0.54631895 -0.534607183 -0.472385133 -0.51038811 -0.56667974 -0.653248313 -0.44776925 -0.490541593 -0.569119557 -0.61966589 -0.560218643
18783 0.18779121 0.16592585 0.18892339 0.26749043 0.26606906 0.22394565 0.32752014 0.21743463 0.18760048 0.12186677 0.18915732 0.24685907 0.27899796 0.20722949 0.25389686 0.18779121 0.16592585 0.18892339 0.26749043 0.26606906 0.22394565 0.32752014 0.21743463 0.18760048 0.12186677 0.18915732 0.24685907 0.27899796 0.20722949 0.25389686
18789 -1.8048526 -1.772263067 -1.602424333 -1.7797339 -1.650091067 -1.845502267 -1.747565633 -1.944873433 -1.8337925 -1.8553023 -1.858394 -1.725736533 -1.811046933 -2.604099767 -2.242445433 -1.8048526 -1.772263067 -1.602424333 -1.7797339 -1.650091067 -1.845502267 -1.747565633 -1.944873433 -1.8337925 -1.8553023 -1.858394 -1.725736533 -1.811046933 -2.604099767 -2.242445433
18791 -1.0750438 -1.0395044 -1.0074275 -1.0409739 -0.9047711 -0.8584674 -1.0296896 -1.0408305 -1.171837 -0.9248081 -1.1312346 -1.3194576 -0.942637 -1.0858283 -1.0693798 -1.0750438 -1.0395044 -1.0074275 -1.0409739 -0.9047711 -0.8584674 -1.0296896 -1.0408305 -1.171837 -0.9248081 -1.1312346 -1.3194576 -0.942637 -1.0858283 -1.0693798
18793 0.06655563 0.38145062 0.20119101 0.17722254 0.27469235 0.29364626 0.56793968 0.38308753 0.29295456 0.03656008 0.52027103 0.46118682 0.12857669 0.21435358 0.37002501 0.06655563 0.38145062 0.20119101 0.17722254 0.27469235 0.29364626 0.56793968 0.38308753 0.29295456 0.03656008 0.52027103 0.46118682 0.12857669 0.21435358 0.37002501
18797 1.26452127 1.48245183 1.4084171 1.45797434 1.34507499 1.4615699 1.37292852 1.43777962 1.35882699 1.29352619 1.52257926 1.38447571 1.41469776 1.39646852 1.41394669 1.26452127 1.48245183 1.4084171 1.45797434 1.34507499 1.4615699 1.37292852 1.43777962 1.35882699 1.29352619 1.52257926 1.38447571 1.41469776 1.39646852 1.41394669
18799 -0.02281913 0.014581 0.04556823 -0.024511015 -0.29190985 0.086892735 -0.143197695 -0.01597685 -0.015728085 -0.44279065 0.069624205 -0.00355092 -0.028889305 -0.037356385 -0.16079153 -0.02281913 0.014581 0.04556823 -0.024511015 -0.29190985 0.086892735 -0.143197695 -0.01597685 -0.015728085 -0.44279065 0.069624205 -0.00355092 -0.028889305 -0.037356385 -0.16079153
18803 0.93889002 0.69171134 0.52211905 1.00297578 1.0066194 0.94673338 0.54859439 0.63658774 0.86781084 1.20933113 0.81431293 0.75119308 0.53044915 0.75220177 0.68386211 0.93889002 0.69171134 0.52211905 1.00297578 1.0066194 0.94673338 0.54859439 0.63658774 0.86781084 1.20933113 0.81431293 0.75119308 0.53044915 0.75220177 0.68386211
18805 -0.7856217 -0.6546521 -0.8031935 -0.81639 -0.7520169 -0.7567893 -0.7425907 -0.8198554 -0.883941 -0.8352459 -0.8225864 -0.712424 -0.7735609 -0.8597935 -0.6806288 -0.7856217 -0.6546521 -0.8031935 -0.81639 -0.7520169 -0.7567893 -0.7425907 -0.8198554 -0.883941 -0.8352459 -0.8225864 -0.712424 -0.7735609 -0.8597935 -0.6806288
18806 1.02340486 1.1808756 1.04175417 1.16347259 1.09217809 1.14113528 1.24341555 1.18724843 1.06548205 1.03603101 1.06835627 1.16081368 1.09419243 1.15871956 1.11695184 1.02340486 1.1808756 1.04175417 1.16347259 1.09217809 1.14113528 1.24341555 1.18724843 1.06548205 1.03603101 1.06835627 1.16081368 1.09419243 1.15871956 1.11695184
18807 -0.9732033 -1.1228222 -0.9438245 -1.1812081 -1.0783737 -1.1666553 -1.1294545 -1.0669371 -1.1520658 -0.9945983 -1.1640845 -1.0422855 -1.0897455 -1.1406887 -1.1222336 -0.9732033 -1.1228222 -0.9438245 -1.1812081 -1.0783737 -1.1666553 -1.1294545 -1.0669371 -1.1520658 -0.9945983 -1.1640845 -1.0422855 -1.0897455 -1.1406887 -1.1222336
18810 0.02202494 0.31718105 -0.0060279 0.26503048 -0.1531705 0.05104276 -0.0533856 0.21920598 -0.0319133 -0.0575026 -0.032785 -0.0234442 -0.2384219 -0.0962707 -0.0788212 0.02202494 0.31718105 -0.0060279 0.26503048 -0.1531705 0.05104276 -0.0533856 0.21920598 -0.0319133 -0.0575026 -0.032785 -0.0234442 -0.2384219 -0.0962707 -0.0788212
18813 0.26379491 -0.1595408 0.00433749 0.11041926 0.38112769 0.03658572 -0.1193771 -0.0651315 -0.070125 0.28818589 -0.128792 0.0246446 -0.1153754 -0.0568715 0.04495525 0.26379491 -0.1595408 0.00433749 0.11041926 0.38112769 0.03658572 -0.1193771 -0.0651315 -0.070125 0.28818589 -0.128792 0.0246446 -0.1153754 -0.0568715 0.04495525
18814 -1.434589 -1.6562744 -1.5578692 -1.4986308 -1.6654376 -1.4961443 -1.73799 -1.5265682 -1.4158642 -1.3669021 -1.4895652 -1.7353284 -1.6182494 -1.5841093 -1.5159934 -1.434589 -1.6562744 -1.5578692 -1.4986308 -1.6654376 -1.4961443 -1.73799 -1.5265682 -1.4158642 -1.3669021 -1.4895652 -1.7353284 -1.6182494 -1.5841093 -1.5159934
18817 -1.4065612 -1.4028795 -0.8661488 -1.2752148 -1.2476204 -1.6571257 -1.2855208 -1.3894518 -1.2032544 -1.5418595 -1.2987166 -1.2575822 -1.0120934 -1.4693798 -1.3026611 -1.4065612 -1.4028795 -0.8661488 -1.2752148 -1.2476204 -1.6571257 -1.2855208 -1.3894518 -1.2032544 -1.5418595 -1.2987166 -1.2575822 -1.0120934 -1.4693798 -1.3026611
18822 -1.490045 -1.2437455 -1.4897296 -1.404478 -1.6387703 -1.3828004 -1.6643656 -1.4794368 -1.4817933 -1.3105387 -1.5619366 -1.6656874 -1.5000108 -1.6628381 -1.767558 -1.490045 -1.2437455 -1.4897296 -1.404478 -1.6387703 -1.3828004 -1.6643656 -1.4794368 -1.4817933 -1.3105387 -1.5619366 -1.6656874 -1.5000108 -1.6628381 -1.767558
18823 -0.839 -0.8831914 -0.9816332 -0.8146312 -0.7402269 -0.8757159 -0.7977206 -0.8177069 -0.8725805 -0.9541509 -1.0828074 -0.7714378 -0.7668098 -1.0007005 -0.9622765 -0.839 -0.8831914 -0.9816332 -0.8146312 -0.7402269 -0.8757159 -0.7977206 -0.8177069 -0.8725805 -0.9541509 -1.0828074 -0.7714378 -0.7668098 -1.0007005 -0.9622765
18824 -0.13969402 -0.10386617 -0.109335715 0.14707555 -0.31033941 -0.02555938 -0.02334371 -0.20743808 -0.02701971 -0.06791678 -0.051556725 -0.10927783 -0.126707765 0.003268945 -0.124826685 -0.13969402 -0.10386617 -0.109335715 0.14707555 -0.31033941 -0.02555938 -0.02334371 -0.20743808 -0.02701971 -0.06791678 -0.051556725 -0.10927783 -0.126707765 0.003268945 -0.124826685
18826 -1.4527473 -1.3169119 -1.4520112 -1.2679276 -1.3365329 -1.3017136 -1.2695302 -1.2407064 -1.4099186 -1.2423275 -1.1215904 -1.1632568 -1.6735816 -1.3884821 -1.3109398 -1.4527473 -1.3169119 -1.4520112 -1.2679276 -1.3365329 -1.3017136 -1.2695302 -1.2407064 -1.4099186 -1.2423275 -1.1215904 -1.1632568 -1.6735816 -1.3884821 -1.3109398
18846 0.406416615 0.357870965 0.358249095 0.48800923 0.305892795 0.43883241 0.3902576 0.385555485 0.432941705 0.358904165 0.408441065 0.36322054 0.38571303 0.48446297 0.36390396 0.406416615 0.357870965 0.358249095 0.48800923 0.305892795 0.43883241 0.3902576 0.385555485 0.432941705 0.358904165 0.408441065 0.36322054 0.38571303 0.48446297 0.36390396
18858 -1.5402729 -1.8189337 -2.0456615 -1.9392607 -1.8716179 -1.8382147 -1.9271425 -1.5237854 -2.2459722 -1.638975 -1.8150261 -1.8540961 -1.9560288 -2.1808452 -2.0454122 -1.5402729 -1.8189337 -2.0456615 -1.9392607 -1.8716179 -1.8382147 -1.9271425 -1.5237854 -2.2459722 -1.638975 -1.8150261 -1.8540961 -1.9560288 -2.1808452 -2.0454122
18861 -0.1563471 -0.2661773 -0.1421823 -0.1637894 -0.1183413 -0.2957722 -0.2411006 -0.1586938 -0.0966062 -0.2873887 -0.0978875 -0.1262015 -0.3798634 -0.1692784 -0.1242205 -0.1563471 -0.2661773 -0.1421823 -0.1637894 -0.1183413 -0.2957722 -0.2411006 -0.1586938 -0.0966062 -0.2873887 -0.0978875 -0.1262015 -0.3798634 -0.1692784 -0.1242205
18938 1.0425693 0.85273131 1.02067644 1.0381112 1.11539007 1.08466311 0.73250538 0.84656116 1.02974546 1.28893462 0.9469318 0.85030109 0.76638157 0.89996698 0.87716747 1.0425693 0.85273131 1.02067644 1.0381112 1.11539007 1.08466311 0.73250538 0.84656116 1.02974546 1.28893462 0.9469318 0.85030109 0.76638157 0.89996698 0.87716747
18949 -0.419200333 -0.553668067 -0.430832733 -0.309126533 -0.5238993 -0.294047373 -0.4204703 -0.487111 -0.317693267 -0.326705277 -0.335525167 -0.3275775 -0.527147633 -0.312126167 -0.5073737 -0.419200333 -0.553668067 -0.430832733 -0.309126533 -0.5238993 -0.294047373 -0.4204703 -0.487111 -0.317693267 -0.326705277 -0.335525167 -0.3275775 -0.527147633 -0.312126167 -0.5073737
18950 0.51147045 0.75692281 0.67542562 0.55538798 0.6582305 0.54557285 0.76840647 0.70757489 0.65172299 0.67485641 0.64578009 0.75427947 0.66978189 0.69736266 0.76468555 0.51147045 0.75692281 0.67542562 0.55538798 0.6582305 0.54557285 0.76840647 0.70757489 0.65172299 0.67485641 0.64578009 0.75427947 0.66978189 0.69736266 0.76468555
18970 0.2776649 0.26104119 0.36789025 0.34408315 0.28176583 0.08420836 0.2073487 0.11026156 0.05416661 0.5385527 0.00174274 0.22583884 0.24099302 0.14349942 0.24393616 0.2776649 0.26104119 0.36789025 0.34408315 0.28176583 0.08420836 0.2073487 0.11026156 0.05416661 0.5385527 0.00174274 0.22583884 0.24099302 0.14349942 0.24393616
18971 0.97225174 1.05082334 0.8474053 1.09798853 0.78197123 0.98692035 1.13034561 1.09107726 0.9359617 0.78758746 1.01015491 0.9873866 1.07325762 1.07384489 1.02963978 0.97225174 1.05082334 0.8474053 1.09798853 0.78197123 0.98692035 1.13034561 1.09107726 0.9359617 0.78758746 1.01015491 0.9873866 1.07325762 1.07384489 1.02963978
18972 0.72145613 0.4827647 0.72708727 0.56699957 0.80927819 0.57141094 0.55911501 0.54284852 0.60128648 0.77009197 0.37231598 0.56039314 0.72156258 0.59909695 0.66312706 0.72145613 0.4827647 0.72708727 0.56699957 0.80927819 0.57141094 0.55911501 0.54284852 0.60128648 0.77009197 0.37231598 0.56039314 0.72156258 0.59909695 0.66312706
18973 -0.3513393 -0.687354 -0.6586814 -0.4431316 -0.5153239 -0.7167867 -0.5510367 -0.5023328 -0.4925643 -0.5955555 -0.6376827 -0.6621488 -0.5148642 -0.5459091 -0.5478233 -0.3513393 -0.687354 -0.6586814 -0.4431316 -0.5153239 -0.7167867 -0.5510367 -0.5023328 -0.4925643 -0.5955555 -0.6376827 -0.6621488 -0.5148642 -0.5459091 -0.5478233
18974 0.8627457 0.87053493 0.80352215 1.0314191 0.79605521 0.9764576 1.03834933 0.94167613 0.7632928 1.03756157 0.92332012 0.96547609 0.8871606 1.00326791 0.87667072 0.8627457 0.87053493 0.80352215 1.0314191 0.79605521 0.9764576 1.03834933 0.94167613 0.7632928 1.03756157 0.92332012 0.96547609 0.8871606 1.00326791 0.87667072
18975 0.05938021 -0.0866056 -0.2210078 0.01161855 -0.1754749 -0.253949 -0.1521236 -0.1479716 -0.0497759 -0.0021236 -0.2332782 -0.2062326 -0.0993808 -0.041767 -0.2809004 0.05938021 -0.0866056 -0.2210078 0.01161855 -0.1754749 -0.253949 -0.1521236 -0.1479716 -0.0497759 -0.0021236 -0.2332782 -0.2062326 -0.0993808 -0.041767 -0.2809004
18983 0.043081445 0.07828314 -0.02383454 0.22608399 0.2343173 0.136302935 0.281860905 0.208750035 0.181703445 0.11110447 0.17000212 0.2392129 0.232271415 0.18122191 0.110288375 0.043081445 0.07828314 -0.02383454 0.22608399 0.2343173 0.136302935 0.281860905 0.208750035 0.181703445 0.11110447 0.17000212 0.2392129 0.232271415 0.18122191 0.110288375
18984 0.23561059 0.41957959 0.3262713 0.29968245 0.323595065 0.421834465 0.368190835 0.38920822 0.287859615 0.4061631 0.433748905 0.338424915 0.33829312 0.306105475 0.34118159 0.23561059 0.41957959 0.3262713 0.29968245 0.323595065 0.421834465 0.368190835 0.38920822 0.287859615 0.4061631 0.433748905 0.338424915 0.33829312 0.306105475 0.34118159
18991 0.90602255 0.81732143 0.97469027 0.84726726 0.37023348 0.85010082 0.74872464 0.56895516 0.8529619 0.93092508 0.62928667 0.71669856 0.76139351 0.93311243 0.6350432 0.90602255 0.81732143 0.97469027 0.84726726 0.37023348 0.85010082 0.74872464 0.56895516 0.8529619 0.93092508 0.62928667 0.71669856 0.76139351 0.93311243 0.6350432
18999 -0.2043691 -0.2225934 -0.1004561 -0.3505667 -0.1759234 -0.2394983 -0.2584548 -0.2361137 -0.3065795 -0.183784 -0.6335806 -0.2932785 0.11889063 -0.3053744 -0.1990458 -0.2043691 -0.2225934 -0.1004561 -0.3505667 -0.1759234 -0.2394983 -0.2584548 -0.2361137 -0.3065795 -0.183784 -0.6335806 -0.2932785 0.11889063 -0.3053744 -0.1990458
