Gene	GMA2a	GMA2b	GMA2c	GMA2d	GMA2e	GMA3a	GMA3b	GMA3c	GMA3d	GMA3e	GMA4a	GMA4b	GMA4c	GMA4d	GMA4e	GMA2a.1	GMA2b.1	GMA2c.1	GMA2d.1	GMA2e.1	GMA3a.1	GMA3b.1	GMA3c.1	GMA3d.1	GMA3e.1	GMA4a.1	GMA4b.1	GMA4c.1	GMA4d.1	GMA4e.1
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24
235441 0.85003641 0.663410063 0.75390616 0.762025797 0.634658563 0.707480523 0.669660077 0.611672353 0.788810887 0.708726943 0.612798463 0.662331713 0.730887897 0.730795737 0.566499817 0.85003641 0.663410063 0.75390616 0.762025797 0.634658563 0.707480523 0.669660077 0.611672353 0.788810887 0.708726943 0.612798463 0.662331713 0.730887897 0.730795737 0.566499817
235459 -0.3037422 -0.0314215 -0.2611973 -0.3961387 0.08988642 -0.4728314 -0.3319403 -0.3167319 -0.5470178 -0.4591518 -0.5921932 -0.291132 -0.1211264 -0.4228023 -0.1470475 -0.3037422 -0.0314215 -0.2611973 -0.3961387 0.08988642 -0.4728314 -0.3319403 -0.3167319 -0.5470178 -0.4591518 -0.5921932 -0.291132 -0.1211264 -0.4228023 -0.1470475
235469 0.51113558 0.83297418 0.6507027 0.435694005 0.780442075 0.540648865 0.78028499 0.75056193 0.52962638 0.64684922 0.62912832 0.74385373 0.81121429 0.65904547 0.772001995 0.51113558 0.83297418 0.6507027 0.435694005 0.780442075 0.540648865 0.78028499 0.75056193 0.52962638 0.64684922 0.62912832 0.74385373 0.81121429 0.65904547 0.772001995
235472 -2.0748518 -2.0466728 -1.9048911 -2.2695382 -1.9357501 -1.9375741 -2.1959718 -2.020401 -2.049379 -2.1769451 -2.0362887 -1.9397392 -2.0139066 -1.948607 -1.9464628 -2.0748518 -2.0466728 -1.9048911 -2.2695382 -1.9357501 -1.9375741 -2.1959718 -2.020401 -2.049379 -2.1769451 -2.0362887 -1.9397392 -2.0139066 -1.948607 -1.9464628
235493 -0.4137869 -0.31529238 -0.348681035 -0.419581805 -0.376812715 -0.418105285 -0.322109805 -0.35533889 -0.311816255 -0.298528445 -0.372518105 -0.369026095 -0.365963975 -0.373579405 -0.608187735 -0.4137869 -0.31529238 -0.348681035 -0.419581805 -0.376812715 -0.418105285 -0.322109805 -0.35533889 -0.311816255 -0.298528445 -0.372518105 -0.369026095 -0.365963975 -0.373579405 -0.608187735
235533 0.81907797 0.62792747 0.75740995 0.86393137 0.84507567 0.74991221 0.76134112 0.78127385 0.77396528 0.76254517 0.73186235 0.83056877 0.82517094 0.76733738 0.83846553 0.81907797 0.62792747 0.75740995 0.86393137 0.84507567 0.74991221 0.76134112 0.78127385 0.77396528 0.76254517 0.73186235 0.83056877 0.82517094 0.76733738 0.83846553
235534 -0.6515944 -0.7416246 -0.6950609 -0.6400487 -0.6905188 -0.6603151 -0.7322226 -0.7285806 -0.7127873 -0.5286495 -0.6843217 -0.597604 -0.8289811 -0.755664 -0.7440835 -0.6515944 -0.7416246 -0.6950609 -0.6400487 -0.6905188 -0.6603151 -0.7322226 -0.7285806 -0.7127873 -0.5286495 -0.6843217 -0.597604 -0.8289811 -0.755664 -0.7440835
235559 0.36598043 0.36931888 0.40348872 0.38169849 0.45845768 0.23094734 0.45559186 0.30382118 0.36602329 0.40750174 0.25321306 0.45463066 0.36954605 0.45193686 0.39552551 0.36598043 0.36931888 0.40348872 0.38169849 0.45845768 0.23094734 0.45559186 0.30382118 0.36602329 0.40750174 0.25321306 0.45463066 0.36954605 0.45193686 0.39552551
235567 -1.097447233 -1.152681333 -1.131644133 -1.0606462 -1.153872233 -0.96922745 -1.603689133 -1.060431517 -1.214945367 -1.003437043 -1.110474347 -1.246202113 -1.162590723 -1.1431838 -1.066444233 -1.097447233 -1.152681333 -1.131644133 -1.0606462 -1.153872233 -0.96922745 -1.603689133 -1.060431517 -1.214945367 -1.003437043 -1.110474347 -1.246202113 -1.162590723 -1.1431838 -1.066444233
235574 -1.5958242 -1.4138173 -1.6635069 -1.6111519 -1.6294306 -1.3990214 -1.717869 -1.6182654 -1.584642 -1.5850775 -1.7285298 -1.698486 -1.6057042 -1.6293486 -1.5363207 -1.5958242 -1.4138173 -1.6635069 -1.6111519 -1.6294306 -1.3990214 -1.717869 -1.6182654 -1.584642 -1.5850775 -1.7285298 -1.698486 -1.6057042 -1.6293486 -1.5363207
235584 0.52136244 0.20965933 0.26977698 0.54483874 0.36363535 0.41215457 0.24245097 0.22164254 0.38837913 0.1968158 0.35420597 0.36138911 0.26079802 0.38742814 0.27812743 0.52136244 0.20965933 0.26977698 0.54483874 0.36363535 0.41215457 0.24245097 0.22164254 0.38837913 0.1968158 0.35420597 0.36138911 0.26079802 0.38742814 0.27812743
235606 0.57133852 0.60763064 0.7321574 0.8253365 0.65632814 0.7161718 0.75054387 0.64373787 0.55739143 0.64865858 0.69387309 0.75110853 0.65200986 0.64192965 0.73314624 0.57133852 0.60763064 0.7321574 0.8253365 0.65632814 0.7161718 0.75054387 0.64373787 0.55739143 0.64865858 0.69387309 0.75110853 0.65200986 0.64192965 0.73314624
235610 -1.1708019 -1.1705083 -1.3034236 -1.2528479 -1.4285899 -1.3144166 -1.6440105 -1.1262672 -1.3711853 -0.9447121 -1.4682928 -1.4404155 -1.4519175 -1.5938275 -1.647765 -1.1708019 -1.1705083 -1.3034236 -1.2528479 -1.4285899 -1.3144166 -1.6440105 -1.1262672 -1.3711853 -0.9447121 -1.4682928 -1.4404155 -1.4519175 -1.5938275 -1.647765
235611 0.23452373 0.07273644 0.21743212 0.415086375 0.17882493 0.22828801 0.10551156 0.179765935 0.17866364 0.256518775 0.288050655 0.287260735 0.12373749 0.179785005 0.233869265 0.23452373 0.07273644 0.21743212 0.415086375 0.17882493 0.22828801 0.10551156 0.179765935 0.17866364 0.256518775 0.288050655 0.287260735 0.12373749 0.179785005 0.233869265
235612 0.0197431 0.08520525 0.10689578 0.17964893 0.09626213 0.10969496 0.34842955 0.16819323 0.12386651 -0.1069503 0.12807021 0.29149546 -0.0335479 0.03791013 0.21006488 0.0197431 0.08520525 0.10689578 0.17964893 0.09626213 0.10969496 0.34842955 0.16819323 0.12386651 -0.1069503 0.12807021 0.29149546 -0.0335479 0.03791013 0.21006488
235661 0.97856516 1.22396798 1.18376955 1.10921736 1.1654419 1.30578438 1.31254893 1.31771838 1.25551632 1.25600137 1.43656052 1.20627872 1.12271666 1.24703184 1.19660355 0.97856516 1.22396798 1.18376955 1.10921736 1.1654419 1.30578438 1.31254893 1.31771838 1.25551632 1.25600137 1.43656052 1.20627872 1.12271666 1.24703184 1.19660355
235682 -0.3726144 -0.6196399 -0.4142374 -0.2547107 -0.6487224 -0.3982532 -0.6012405 -0.543896 -0.2646903 -0.5035698 -0.317309 -0.554876 -0.5471155 -0.3068217 -0.6415975 -0.3726144 -0.6196399 -0.4142374 -0.2547107 -0.6487224 -0.3982532 -0.6012405 -0.543896 -0.2646903 -0.5035698 -0.317309 -0.554876 -0.5471155 -0.3068217 -0.6415975
236149 -0.1426274 -0.2251641 -0.0681605 -0.0501139 -0.2469787 0.10501919 0.13760412 0.01980617 0.00420883 -0.0470779 0.28201925 0.12817057 -0.348746 -0.0868286 -0.0812137 -0.1426274 -0.2251641 -0.0681605 -0.0501139 -0.2469787 0.10501919 0.13760412 0.01980617 0.00420883 -0.0470779 0.28201925 0.12817057 -0.348746 -0.0868286 -0.0812137
236366 0.17128429 -0.058918635 0.31694412 0.041470115 -0.20109955 0.04193579 0.017183035 -0.160761705 0.15798209 0.434398225 -0.044719395 -0.061518 0.0821868 0.19432714 -0.045738215 0.17128429 -0.058918635 0.31694412 0.041470115 -0.20109955 0.04193579 0.017183035 -0.160761705 0.15798209 0.434398225 -0.044719395 -0.061518 0.0821868 0.19432714 -0.045738215
236511 0.34831302 0.2797308 0.33188987 0.2063736 0.42164219 0.27002931 0.26521379 0.19879765 0.23839269 0.14051347 0.12607971 0.35520023 0.3605301 0.26002748 0.33784583 0.34831302 0.2797308 0.33188987 0.2063736 0.42164219 0.27002931 0.26521379 0.19879765 0.23839269 0.14051347 0.12607971 0.35520023 0.3605301 0.26002748 0.33784583
236539 -0.34299334 -0.402061981 -0.4225236535 -0.336968744 -0.3159768265 -0.382918775 -0.440217755 -0.369584579 -0.3760688925 -0.365025779 -0.4178236035 -0.5584745025 -0.3205852175 -0.5046644185 -0.40421385 -0.34299334 -0.402061981 -0.4225236535 -0.336968744 -0.3159768265 -0.382918775 -0.440217755 -0.369584579 -0.3760688925 -0.365025779 -0.4178236035 -0.5584745025 -0.3205852175 -0.5046644185 -0.40421385
236792 0.91296603 0.94370666 1.03307056 0.50740049 0.97526795 1.05326099 1.09234395 1.04398771 1.02375989 0.97702462 1.07337011 1.00178597 0.89245384 1.08421975 1.00479366 0.91296603 0.94370666 1.03307056 0.50740049 0.97526795 1.05326099 1.09234395 1.04398771 1.02375989 0.97702462 1.07337011 1.00178597 0.89245384 1.08421975 1.00479366
236794 0.00333075 0.04120533 0.04260886 0.089002225 0.017378185 0.17431506 0.114975105 0.102107445 0.01992032 -0.06752675 0.150023445 0.079607595 0.01933441 0.05070273 0.106166605 0.00333075 0.04120533 0.04260886 0.089002225 0.017378185 0.17431506 0.114975105 0.102107445 0.01992032 -0.06752675 0.150023445 0.079607595 0.01933441 0.05070273 0.106166605
236848 -0.4957367 -0.5601718 -0.5710087 -0.3037131 -0.6274052 -0.489447 -0.7651409 -0.5870189 -0.4015537 -0.5424249 -0.3100861 -0.5476668 -0.4708123 -0.5044042 -0.6706461 -0.4957367 -0.5601718 -0.5710087 -0.3037131 -0.6274052 -0.489447 -0.7651409 -0.5870189 -0.4015537 -0.5424249 -0.3100861 -0.5476668 -0.4708123 -0.5044042 -0.6706461
236900 -0.2885941 -0.31131375 -0.3572818 -0.1671647 -0.300661 -0.18532925 -0.1853911 -0.3111907 -0.2199416 -0.375386 -0.139723285 -0.1803443 -0.2523919 -0.29836675 -0.19454495 -0.2885941 -0.31131375 -0.3572818 -0.1671647 -0.300661 -0.18532925 -0.1853911 -0.3111907 -0.2199416 -0.375386 -0.139723285 -0.1803443 -0.2523919 -0.29836675 -0.19454495
236904 0.00382486 0.02339528 0.11288144 -0.4980257 -0.1131332 0.09173008 0.22176599 0.2138187 0.18452117 0.04688459 0.41828378 0.16084132 0.08208135 0.05789259 -0.0610783 0.00382486 0.02339528 0.11288144 -0.4980257 -0.1131332 0.09173008 0.22176599 0.2138187 0.18452117 0.04688459 0.41828378 0.16084132 0.08208135 0.05789259 -0.0610783
236920 0.0961986 0.25686107 0.09155933 0.09870466 0.25155512 0.1656676 0.27581473 0.44880544 0.33889821 0.16844439 0.33704339 0.29612455 0.25971791 0.30052944 0.32856491 0.0961986 0.25686107 0.09155933 0.09870466 0.25155512 0.1656676 0.27581473 0.44880544 0.33889821 0.16844439 0.33704339 0.29612455 0.25971791 0.30052944 0.32856491
237213 -0.92958575 -1.08131015 -0.98698155 -1.1978419 -1.1875338 -1.111294 -1.03114095 -1.03199505 -0.96327545 -1.09169325 -0.9867166 -1.0299368 -1.0506574 -0.888056 -1.27260695 -0.92958575 -1.08131015 -0.98698155 -1.1978419 -1.1875338 -1.111294 -1.03114095 -1.03199505 -0.96327545 -1.09169325 -0.9867166 -1.0299368 -1.0506574 -0.888056 -1.27260695
237222 0.59566846 0.72592517 0.69365923 0.49518495 0.68358021 0.5545794 0.58778032 0.68997683 0.72161707 0.56778309 0.64929268 0.62103873 0.71642535 0.57268915 0.6461178 0.59566846 0.72592517 0.69365923 0.49518495 0.68358021 0.5545794 0.58778032 0.68997683 0.72161707 0.56778309 0.64929268 0.62103873 0.71642535 0.57268915 0.6461178
237246 -0.8599656 -0.8089909 -0.9526984 -0.762476 -0.8134027 -0.7185708 -0.8166611 -0.868081 -0.8447681 -0.8505216 -0.6936265 -0.7378718 -0.9150968 -0.8400665 -0.8302226 -0.8599656 -0.8089909 -0.9526984 -0.762476 -0.8134027 -0.7185708 -0.8166611 -0.868081 -0.8447681 -0.8505216 -0.6936265 -0.7378718 -0.9150968 -0.8400665 -0.8302226
237353 -2.6404562 -2.7389663 -2.7328349 -2.2870679 -1.9963088 -2.4347369 -3.1090847 -2.7514653 -3.1936917 -3.0981744 -2.9848836 -2.7007934 -1.8547772 -2.5045125 -2.6023334 -2.6404562 -2.7389663 -2.7328349 -2.2870679 -1.9963088 -2.4347369 -3.1090847 -2.7514653 -3.1936917 -3.0981744 -2.9848836 -2.7007934 -1.8547772 -2.5045125 -2.6023334
237436 -0.7656847 -1.1353928 -0.6932466 -0.6561006 -0.8905547 -0.8441222 -1.0604361 -0.8988693 -0.4864951 -0.8475934 -0.9285946 -1.0010271 -0.8244871 -0.592597 -0.914617 -0.7656847 -1.1353928 -0.6932466 -0.6561006 -0.8905547 -0.8441222 -1.0604361 -0.8988693 -0.4864951 -0.8475934 -0.9285946 -1.0010271 -0.8244871 -0.592597 -0.914617
237542 0.69708445 0.58350091 0.604247057 0.688429087 0.51666194 0.71007518 0.596597833 0.66899759 0.826699467 0.549073203 0.711419487 0.580247003 0.643514167 0.737915207 0.61549736 0.69708445 0.58350091 0.604247057 0.688429087 0.51666194 0.71007518 0.596597833 0.66899759 0.826699467 0.549073203 0.711419487 0.580247003 0.643514167 0.737915207 0.61549736
237759 -0.2483144 -0.1625063 -0.2197247 -0.1350651 -0.0591997 -0.1762602 -0.145825 -0.1487583 -0.0480089 -0.1977619 -0.1548237 -0.2039193 -0.202239 -0.1416816 -0.108219 -0.2483144 -0.1625063 -0.2197247 -0.1350651 -0.0591997 -0.1762602 -0.145825 -0.1487583 -0.0480089 -0.1977619 -0.1548237 -0.2039193 -0.202239 -0.1416816 -0.108219
237806 -0.04869207 -0.194443845 0.06671944 -0.19246614 -0.24527519 -0.075282555 -0.22392139 -0.224562415 -0.209850665 -0.148441485 -0.10858716 -0.29178878 -0.18735907 -0.0912661 -0.293461835 -0.04869207 -0.194443845 0.06671944 -0.19246614 -0.24527519 -0.075282555 -0.22392139 -0.224562415 -0.209850665 -0.148441485 -0.10858716 -0.29178878 -0.18735907 -0.0912661 -0.293461835
237859 -0.125436333 0.046012937 -0.07466645 -0.027229437 0.063009393 -0.062779683 -0.022646057 0.035572957 -0.061832467 -0.017275777 -0.02674829 0.002942397 0.02064585 0.004266903 0.07682766 -0.125436333 0.046012937 -0.07466645 -0.027229437 0.063009393 -0.062779683 -0.022646057 0.035572957 -0.061832467 -0.017275777 -0.02674829 0.002942397 0.02064585 0.004266903 0.07682766
237868 0.89300247 0.79068226 0.80795801 0.89278153 0.7063714 0.91058214 0.94882185 0.91193375 0.73930097 0.74080466 0.96993092 1.02381899 0.88630873 0.87329846 0.82274331 0.89300247 0.79068226 0.80795801 0.89278153 0.7063714 0.91058214 0.94882185 0.91193375 0.73930097 0.74080466 0.96993092 1.02381899 0.88630873 0.87329846 0.82274331
237898 -1.0966756 -1.0909428 -1.0019187 -1.0072153 -1.1406684 -0.9642298 -1.1002228 -1.0421647 -1.0838687 -0.9052173 -0.8439618 -1.2166378 -1.0942264 -1.1744509 -1.0629915 -1.0966756 -1.0909428 -1.0019187 -1.0072153 -1.1406684 -0.9642298 -1.1002228 -1.0421647 -1.0838687 -0.9052173 -0.8439618 -1.2166378 -1.0942264 -1.1744509 -1.0629915
237911 0.15844917 0.07078532 0.12726351 0.39419737 0.17770121 0.33562057 0.41499781 0.14275312 0.21616858 0.11050894 0.28923962 0.30058611 0.18724541 0.17249573 0.28584263 0.15844917 0.07078532 0.12726351 0.39419737 0.17770121 0.33562057 0.41499781 0.14275312 0.21616858 0.11050894 0.28923962 0.30058611 0.18724541 0.17249573 0.28584263
237930 -0.0714995 0.15920406 0.21200418 0.03525405 0.00330253 0.06017634 0.09072756 0.0565411 0.11884681 0.01261477 0.14989853 0.06034806 0.08221847 9.45e-05 0.20495867 -0.0714995 0.15920406 0.21200418 0.03525405 0.00330253 0.06017634 0.09072756 0.0565411 0.11884681 0.01261477 0.14989853 0.06034806 0.08221847 9.45e-05 0.20495867
237940 -0.5370242 -0.6329674 -0.7153011 -0.4448342 -0.6662492 -0.3392506 -0.494607 -0.576886 -0.5237135 -0.6659196 -0.3744057 -0.4876604 -0.6504589 -0.657213 -0.5221231 -0.5370242 -0.6329674 -0.7153011 -0.4448342 -0.6662492 -0.3392506 -0.494607 -0.576886 -0.5237135 -0.6659196 -0.3744057 -0.4876604 -0.6504589 -0.657213 -0.5221231
237943 -0.8183943 -0.79649355 -0.8961046 -0.74896795 -0.74682085 -0.8407278 -0.80004155 -0.72258925 -0.6887399 -0.8262663 -0.7405185 -0.82818225 -0.83536545 -0.8039654 -0.83382085 -0.8183943 -0.79649355 -0.8961046 -0.74896795 -0.74682085 -0.8407278 -0.80004155 -0.72258925 -0.6887399 -0.8262663 -0.7405185 -0.82818225 -0.83536545 -0.8039654 -0.83382085
237979 -2.5586202 -2.3954749 -4.4133329 -4.1822288 -2.4157226 -6.6935146 -2.4532214 -4.7260826 -2.5932925 -4.0854788 -2.5996186 -2.4352848 -2.5294415 -7.1438401 -2.6527793 -2.5586202 -2.3954749 -4.4133329 -4.1822288 -2.4157226 -6.6935146 -2.4532214 -4.7260826 -2.5932925 -4.0854788 -2.5996186 -2.4352848 -2.5294415 -7.1438401 -2.6527793
237988 0.85035141 0.7171408 0.76747222 0.93328672 0.7277395 0.90724263 1.00120546 0.82695378 0.79529722 0.9981278 0.91852069 0.87884274 0.72846417 0.95441308 0.94186447 0.85035141 0.7171408 0.76747222 0.93328672 0.7277395 0.90724263 1.00120546 0.82695378 0.79529722 0.9981278 0.91852069 0.87884274 0.72846417 0.95441308 0.94186447
238023 1.3311292 1.0714597 1.17638109 1.29807049 1.02187674 1.25426208 1.23451184 1.11645261 1.17973201 1.32013596 1.16189252 1.22187583 1.09932528 1.31889466 1.18459171 1.3311292 1.0714597 1.17638109 1.29807049 1.02187674 1.25426208 1.23451184 1.11645261 1.17973201 1.32013596 1.16189252 1.22187583 1.09932528 1.31889466 1.18459171
238055 -1.1730007 -1.2277353 -0.9719802 -1.0648468 -0.8911564 -1.1679489 -0.9350594 -1.0696779 -1.0791577 -1.1667458 -1.2671549 -0.9146944 -0.9967526 -0.9220216 -1.0412151 -1.1730007 -1.2277353 -0.9719802 -1.0648468 -0.8911564 -1.1679489 -0.9350594 -1.0696779 -1.0791577 -1.1667458 -1.2671549 -0.9146944 -0.9967526 -0.9220216 -1.0412151
238076 -0.6273377 -0.5423257 -0.5833533 -0.7440148 -0.5151083 -0.6165515 -0.5136506 -0.7556053 -0.5923296 -0.2002513 -0.5162692 -0.6249273 -0.6069279 -0.7761781 -0.6475291 -0.6273377 -0.5423257 -0.5833533 -0.7440148 -0.5151083 -0.6165515 -0.5136506 -0.7556053 -0.5923296 -0.2002513 -0.5162692 -0.6249273 -0.6069279 -0.7761781 -0.6475291
238123 0.008921276 0.00840138 0.030125602 -0.065720176 0.04366788 0.04366134 -0.115469038 -0.01288915 0.021345306 0.034223516 -0.001158218 -0.033140322 -0.001059878 0.029140276 -0.035864142 0.008921276 0.00840138 0.030125602 -0.065720176 0.04366788 0.04366134 -0.115469038 -0.01288915 0.021345306 0.034223516 -0.001158218 -0.033140322 -0.001059878 0.029140276 -0.035864142
238130 -0.604658953 -0.706765303 -0.863906275 -0.747135775 -0.666364118 -0.6370702 -0.566970925 -0.594605848 -0.542608603 -0.751859625 -0.544841333 -0.526609915 -0.704133308 -0.617504103 -0.778903725 -0.604658953 -0.706765303 -0.863906275 -0.747135775 -0.666364118 -0.6370702 -0.566970925 -0.594605848 -0.542608603 -0.751859625 -0.544841333 -0.526609915 -0.704133308 -0.617504103 -0.778903725
238247 0.14139746 0.22131781 0.20995174 0.30114686 0.25689462 0.08055184 0.29696057 0.24733 0.10706144 0.15116204 0.19939994 0.18084131 0.34297737 0.24019469 0.23043092 0.14139746 0.22131781 0.20995174 0.30114686 0.25689462 0.08055184 0.29696057 0.24733 0.10706144 0.15116204 0.19939994 0.18084131 0.34297737 0.24019469 0.23043092
238257 -1.2622639 -1.3508691 -1.457818 -1.3523212 -1.2995611 -1.2263934 -1.1104573 -1.3582462 -1.5420723 -1.3362218 -1.2376894 -1.2142143 -1.7352781 -1.5286581 -1.3377624 -1.2622639 -1.3508691 -1.457818 -1.3523212 -1.2995611 -1.2263934 -1.1104573 -1.3582462 -1.5420723 -1.3362218 -1.2376894 -1.2142143 -1.7352781 -1.5286581 -1.3377624
238330 -1.3235287 -1.2751648 -1.4747717 -1.6096917 -1.5700442 -1.605704 -1.4759863 -1.513203 -1.3390903 -1.4652174 -1.4090742 -1.5481684 -1.4053017 -1.4745527 -1.4475272 -1.3235287 -1.2751648 -1.4747717 -1.6096917 -1.5700442 -1.605704 -1.4759863 -1.513203 -1.3390903 -1.4652174 -1.4090742 -1.5481684 -1.4053017 -1.4745527 -1.4475272
238386 0.62835146 0.64732199 0.76183258 0.70870118 0.56613549 0.58656167 0.53561399 0.52108865 0.77609485 0.58125364 0.54030258 0.53079365 0.65352156 0.73312784 0.59983991 0.62835146 0.64732199 0.76183258 0.70870118 0.56613549 0.58656167 0.53561399 0.52108865 0.77609485 0.58125364 0.54030258 0.53079365 0.65352156 0.73312784 0.59983991
238673 1.06431275 1.07365776 1.18256893 0.98776671 1.17953103 0.90358917 1.10172149 1.06583515 1.06442855 1.12520851 0.8481629 1.03022856 1.16664019 1.23998849 1.15643032 1.06431275 1.07365776 1.18256893 0.98776671 1.17953103 0.90358917 1.10172149 1.06583515 1.06442855 1.12520851 0.8481629 1.03022856 1.16664019 1.23998849 1.15643032
238726 -1.7896905 -1.9832367 -1.8531548 -1.9023414 -1.8140971 -1.5951376 -1.9759385 -2.1468516 -1.5735185 -1.7467835 -1.6310437 -1.9900467 -1.945723 -1.91767 -1.9890699 -1.7896905 -1.9832367 -1.8531548 -1.9023414 -1.8140971 -1.5951376 -1.9759385 -2.1468516 -1.5735185 -1.7467835 -1.6310437 -1.9900467 -1.945723 -1.91767 -1.9890699
238799 -0.49722505 -0.434967975 -0.424085298 -0.409312308 -0.505464875 -0.404259385 -0.367927215 -0.367641015 -0.269845443 -0.5866654 -0.377062103 -0.406416808 -0.414153025 -0.339767863 -0.444225085 -0.49722505 -0.434967975 -0.424085298 -0.409312308 -0.505464875 -0.404259385 -0.367927215 -0.367641015 -0.269845443 -0.5866654 -0.377062103 -0.406416808 -0.414153025 -0.339767863 -0.444225085
238988 0.36550832 0.244783045 0.382150525 0.40090392 0.31278288 0.42106238 0.430814145 0.430275025 0.365134585 0.33204866 0.510493725 0.455457995 0.288018605 0.321036415 0.43428001 0.36550832 0.244783045 0.382150525 0.40090392 0.31278288 0.42106238 0.430814145 0.430275025 0.365134585 0.33204866 0.510493725 0.455457995 0.288018605 0.321036415 0.43428001
239017 0.70159529 0.89554417 0.78440274 0.92225704 0.80317345 0.80215933 1.01971447 0.88730709 0.91434966 0.72018274 0.84124845 0.94758558 0.8468452 0.86773497 0.84891019 0.70159529 0.89554417 0.78440274 0.92225704 0.80317345 0.80215933 1.01971447 0.88730709 0.91434966 0.72018274 0.84124845 0.94758558 0.8468452 0.86773497 0.84891019
239083 1.28475317 1.41412766 1.14219339 1.46734734 1.29147524 1.33529236 1.43589043 1.44263768 1.36967025 1.2057515 1.50635129 1.30088793 1.32219913 1.44826286 1.46231537 1.28475317 1.41412766 1.14219339 1.46734734 1.29147524 1.33529236 1.43589043 1.44263768 1.36967025 1.2057515 1.50635129 1.30088793 1.32219913 1.44826286 1.46231537
239122 1.2535397 1.40500996 1.28234061 1.32921487 1.35724624 1.48802796 1.41012276 1.46465083 1.31532583 1.21928815 1.52869198 1.39107129 1.37306924 1.27507639 1.38100401 1.2535397 1.40500996 1.28234061 1.32921487 1.35724624 1.48802796 1.41012276 1.46465083 1.31532583 1.21928815 1.52869198 1.39107129 1.37306924 1.27507639 1.38100401
239157 -0.2526222 -0.0636511 -0.2633558 -0.1003453 -0.2107586 -0.1745523 0.08094583 0.1085944 0.06644921 0.0705311 0.11632823 -0.1362424 0.00913212 0.20278594 0.07457212 -0.2526222 -0.0636511 -0.2633558 -0.1003453 -0.2107586 -0.1745523 0.08094583 0.1085944 0.06644921 0.0705311 0.11632823 -0.1362424 0.00913212 0.20278594 0.07457212
239217 -1.8047596 -1.745423 -2.1263768 -2.0138294 -1.74376215 -1.94051645 -1.82056615 -1.80358985 -1.9109243 -1.97682655 -1.5730582 -1.68451195 -1.83863985 -1.83324755 -1.6939814 -1.8047596 -1.745423 -2.1263768 -2.0138294 -1.74376215 -1.94051645 -1.82056615 -1.80358985 -1.9109243 -1.97682655 -1.5730582 -1.68451195 -1.83863985 -1.83324755 -1.6939814
239337 -1.05291875 -0.86736465 -1.0658484 -1.2930468 -1.0239932 -1.0588262 -1.0847919 -1.02748915 -1.05729165 -1.08066175 -0.93572425 -0.98310545 -1.0468075 -1.1782331 -0.9516535 -1.05291875 -0.86736465 -1.0658484 -1.2930468 -1.0239932 -1.0588262 -1.0847919 -1.02748915 -1.05729165 -1.08066175 -0.93572425 -0.98310545 -1.0468075 -1.1782331 -0.9516535
239393 0.71909338 0.7438288 0.70524924 0.70294748 0.75832493 0.81101932 0.85880194 0.88538004 0.73170481 0.68984224 0.94671001 0.88134397 0.72079231 0.67386875 0.74366618 0.71909338 0.7438288 0.70524924 0.70294748 0.75832493 0.81101932 0.85880194 0.88538004 0.73170481 0.68984224 0.94671001 0.88134397 0.72079231 0.67386875 0.74366618
239405 0.63494765 0.44438364 0.54151917 0.65402823 0.79443748 0.72159567 0.28275643 0.40076319 0.6651335 0.91251412 0.61174277 0.42550508 0.20093777 0.50720773 0.456917 0.63494765 0.44438364 0.54151917 0.65402823 0.79443748 0.72159567 0.28275643 0.40076319 0.6651335 0.91251412 0.61174277 0.42550508 0.20093777 0.50720773 0.456917
239559 2.09125145 1.92165613 1.92100894 1.80121807 2.03360885 2.01194071 1.91504193 2.05682564 1.76877128 2.0293271 2.04656998 1.8079825 2.01439216 1.96447211 2.04450064 2.09125145 1.92165613 1.92100894 1.80121807 2.03360885 2.01194071 1.91504193 2.05682564 1.76877128 2.0293271 2.04656998 1.8079825 2.01439216 1.96447211 2.04450064
239667 -1.3567287 -1.5537646 -1.406444 -1.180599 -1.6952391 -1.2717804 -1.6067972 -1.4858351 -1.5876369 -1.3713183 -1.4808335 -1.5786336 -1.585244 -1.6961839 -1.6702451 -1.3567287 -1.5537646 -1.406444 -1.180599 -1.6952391 -1.2717804 -1.6067972 -1.4858351 -1.5876369 -1.3713183 -1.4808335 -1.5786336 -1.585244 -1.6961839 -1.6702451
239691 -0.7319974 -0.9679012 -0.9876773 -0.9659009 -0.9001226 -0.5554168 -0.9880862 -0.9464396 -1.0227028 -0.841666 -1.0610377 -0.9518087 -1.0178157 -1.1066017 -0.8878437 -0.7319974 -0.9679012 -0.9876773 -0.9659009 -0.9001226 -0.5554168 -0.9880862 -0.9464396 -1.0227028 -0.841666 -1.0610377 -0.9518087 -1.0178157 -1.1066017 -0.8878437
239706 0.32744667 0.61579963 0.5324251 0.24156458 0.57163155 0.28193038 0.39513586 0.45272526 0.27599496 0.33054726 0.14682865 0.45718513 0.56239843 0.35069802 0.53634161 0.32744667 0.61579963 0.5324251 0.24156458 0.57163155 0.28193038 0.39513586 0.45272526 0.27599496 0.33054726 0.14682865 0.45718513 0.56239843 0.35069802 0.53634161
