Gene	AdFA2a	AdFA2b	AdFA2c	AdFA2d	AdFA2e	AdFA3a	AdFA3b	AdFA3c	AdFA3d	AdFA3e	AdFA4a	AdFA4b	AdFA4c	AdFA4d	AdFA4e	AdMA2a	AdMA2b	AdMA2c	AdMA2d	AdMA2e	AdMA3a	AdMA3b	AdMA3c	AdMA3d	AdMA3e	AdMA4a	AdMA4b	AdMA4c	AdMA4d	AdMA4e
11657 0.61436595 0.12047098 0.48700318 0.76948457 0.41579701 0.48736631 0.22644485 0.13937216 0.49606245 0.25904414 -0.0226907 0.17536996 0.57183393 0.58202941 0.63328097 0.14007789 0.61653056 0.53265064 0.50644829 0.55029553 0.21563322 0.2544741 0.27532388 0.41821195 0.4323843 1.11204516 0.32994932 0.31804938 0.29709139 0.34662922
11658 -0.135343253 0.019877218 -0.048300558 0.10676932 -0.513696165 -0.153363058 -0.16024219 0.070886213 0.167559253 0.085396043 -0.220556553 -0.06248092 0.123538718 0.053911208 -0.33502115 -0.006093065 -0.101010148 0.276614118 -0.142703118 0.062714708 0.328192733 -0.10068712 0.251697813 -0.137288968 0.252939075 -0.103851795 -0.14745189 0.007879485 -0.206433808 -0.215650223
11668 0.258319055 0.238687165 0.20331888 0.33419108 0.103048965 0.305311335 0.30056964 0.30487587 0.200187905 0.212399165 0.454322765 0.25473358 0.36520647 0.316388475 0.312909755 0.162018205 0.381198125 0.413109265 0.315010555 0.269099555 0.10721861 0.29305281 0.30015142 0.490406315 0.285553605 0.24261081 0.45243632 0.25252192 0.086668205 0.337684195
11669 -0.188169 -0.3453332 -0.3911819 -0.398796 -0.2157821 0.00517085 0.06017508 -0.0629253 -0.3592728 -0.3375343 -0.1650995 -0.2183854 -0.2229971 -0.4021334 -0.2669027 -0.2107245 -0.2258071 -0.2120971 -0.3679252 -0.351598 -0.2740635 -0.4287722 -0.1924254 -0.4754086 -0.4016338 -0.2162964 -0.1733946 -0.1359407 -0.2469422 -0.3533124
11676 1.60560953 1.38768397 1.65730832 1.78898138 1.61643171 1.61488064 1.42955742 1.38758345 1.70603492 1.56409496 1.46846432 1.40103783 1.66331507 1.63361478 1.56196872 1.42773442 1.55260686 1.65519899 1.73742061 1.65494585 1.58572635 1.40792803 1.45556239 1.63432314 1.69630048 1.65502612 1.43257756 1.55385327 1.24724685 1.69549891
11684 0.07841995 0.2341862 -0.2158452 -0.6141583 -0.0469196 0.12558873 -0.0257743 0.132185 -0.1100889 0.05969116 0.02519527 -0.1164214 -0.2213714 -0.2340625 -0.1264807 -0.1606559 0.14816041 -0.1260029 -0.6216972 -0.0008655 -0.2937964 -0.0822927 -0.0343299 -0.1021168 -0.0775692 0.14407756 -0.1939559 0.32562803 0.37174447 -0.4767518
11685 0.33647326 0.33867065 0.43093871 0.28018898 0.27785987 0.25001192 0.21228567 0.32832363 0.29793501 0.4587629 -0.0009033 0.37077008 0.20872858 0.06395651 0.07454438 0.2728226 0.36784985 0.30038845 0.39137596 0.41411834 0.32952908 0.26083427 0.2786208 0.32408914 0.34675499 -0.0155431 0.34115716 0.34764191 0.34969596 0.24239757
11690 -0.2807124 -0.1825826 -0.1979308 -0.4152575 -0.4962168 0.00845893 -0.2024932 -0.1400713 -0.3253657 -0.3459212 -0.1480698 -0.2221391 -0.3906575 -0.6919706 -0.1979837 -0.3232529 -0.2409976 -0.1865345 -0.5967882 -0.6520046 -0.5562268 -0.4652074 -0.2779982 -0.661076 -0.6649971 -0.0237575 -0.2512813 -0.3008738 -0.3571143 -0.5070367
11692 -0.9433839 -0.8273103 -0.7639839 -0.695574 -0.882076 -0.7052281 -0.8819953 -0.6821417 -1.1677406 -0.782523 -0.5183722 -0.8531664 -0.6120786 -0.6983937 -0.8039135 -0.203721 -0.4661118 -0.6756993 -0.4425454 -0.9226047 -0.5001133 -0.9214656 -0.6205047 -1.1534192 -0.9988341 -0.7983947 -0.7223216 -0.5594944 -0.6423789 -1.3681966
11720 -0.1705121 0.03276931 -0.1297868 -0.1494231 -0.3876276 0.00160478 -0.1164096 -0.1250166 -0.3518515 -0.2070277 -0.0473202 -0.2358464 -0.4621904 -0.3039512 0.13317641 -0.2512082 0.17014742 -0.1775006 -0.2823683 -0.4478057 -0.5102988 -0.2679449 0.31000073 -0.0722578 -0.1426683 0.23179175 -0.2099185 -0.0264427 -0.004768 -0.2560277
11732 -0.07647725 0.05593922 -0.22043875 0.03268532 0.06091335 -0.075078605 0.18035864 0.09242499 -0.021233895 -0.053948685 0.01342062 -0.033640205 -0.05940981 0.01192894 0.13911049 0.080015825 0.11117278 -0.086859045 0.145195805 0.224692515 0.04100142 0.51866985 0.054665535 0.205392855 -0.05658828 -0.077206805 -0.05941872 -0.043533815 0.17481029 0.018799355
11735 -1.223609107 -1.506683257 -1.657508487 -1.241572807 -1.229601603 -1.435608333 -1.400661393 -1.261891773 -0.817146473 -1.305014267 -1.446272553 -1.45507743 -1.004234407 -1.33573797 -1.157409537 -0.457678447 -1.61652043 -0.901082157 -0.793930377 -0.549990677 -0.95817228 -0.7314106 -1.355722283 -1.385671487 -1.060815713 -2.052187067 -1.352089737 -1.275501217 -1.350990473 -1.319491127
11736 -1.1834884 -1.0174492 -0.932266533 -1.146553133 -0.933742 -1.088731 -0.908861567 -1.0074286 -1.046645167 -1.092626133 -0.8581372 -0.952577133 -1.138824233 -0.987844633 -0.9815317 -1.133092567 -1.023858667 -1.4304911 -1.123792433 -0.918667433 -0.9605208 -1.225230867 -1.115777367 -1.224848567 -1.316860167 -0.8809733 -1.009406533 -1.0196848 -1.048877567 -1.174428267
11737 -0.6520442 -0.406593 -0.4667475 -0.5118266 -0.623994 -0.3546932 -0.3723679 -0.4914431 -0.8439117 -0.6076659 -0.4633846 -0.4095497 -0.6094565 -0.6717202 -0.4696985 -0.6205206 -0.2728662 -0.5071172 -0.7750116 -0.6558369 -0.716905 -0.7483346 -0.5422954 -0.760357 -0.5393973 -0.5913241 -0.479497 -0.4617508 -0.6689141 -0.7571151
11744 -0.6163031 -0.7279796 -0.6588188 -0.4756502 -0.7012155 -0.4947455 -0.5920364 -0.3170931 -0.4577172 -0.9710172 -0.5381097 -0.3253978 -0.677899 -0.7999114 -0.6838485 -0.6733135 -0.8325712 -0.5821097 -0.9158655 -0.7376611 -0.4017445 -0.6379692 -0.6410782 -0.5731541 -0.568601 -0.8408464 -0.50401 -0.5398405 -0.2815012 -0.7515584
11745 -0.8743512 -0.5065892 -0.7349121 -0.639098 -0.7804967 -0.7773459 -0.6760834 -0.4066141 -0.7244887 -0.7253096 -0.7400422 -0.6828423 -0.7189918 -0.6070277 -0.5977428 -0.6256903 -0.5924129 -1.4655214 -0.5911236 -0.4382685 -0.6001856 -0.1615684 -0.6388967 -0.4708529 -0.5318992 -0.2634368 -0.7353687 -0.4799045 -0.5755333 -0.1904041
11746 -0.149591 -0.0451083 -0.0207829 -0.0451199 -0.1730738 -0.0067067 -0.3345418 -0.2178703 0.13006718 -0.2573488 0.06094394 -0.1991126 0.06619809 0.12915802 0.1623331 -0.1986792 0.13940119 0.05473017 0.08632514 -0.03238 0.17277203 0.09781253 -0.0908824 -0.0805533 0.16123041 0.01632329 -0.0432654 -0.341789 0.07708658 0.10208187
11747 0.06468531 -0.0685366 0.14074109 0.06739159 -0.1414665 0.02473141 -0.215421 0.03279296 -0.0969244 0.04296954 0.10072214 0.00613774 -0.2902291 -0.1228964 0.07796391 -0.2558296 0.09015575 0.04024109 -0.0605632 -0.0401381 0.08435298 0.04198148 -0.0021777 -0.0638652 0.07722401 -0.2236863 0.05678128 0.00698812 -0.2115467 0.14445761
11749 -0.2164329 -0.347445527 -0.22828652 -0.195328157 -0.36418949 -0.217407007 -0.249461953 -0.34006549 -0.164534547 -0.19331469 -0.26664765 -0.150413873 -0.182212767 -0.269021837 -0.32582776 -0.430323807 -0.289445987 -0.079380767 -0.342691853 -0.2242583 -0.311420983 -0.320350503 -0.3716136 -0.258177837 -0.349988593 -0.36985136 -0.229155327 -0.359042567 -0.408890937 -0.104610173
11750 -0.625282825 -0.472934468 -0.53125254 -0.59979512 -0.653700193 -0.540689375 -0.487242035 -0.446753618 -0.780938233 -0.596499865 -0.492773688 -0.475659705 -0.69591607 -0.565193465 -0.371830675 -0.63137897 -0.35749921 -0.655964825 -0.571052155 -0.653817265 -0.490827 -0.365773068 -0.650323143 -0.561015835 -0.554195968 -0.219258305 -0.559048625 -0.533226843 -0.5722961 -0.660568335
11757 -0.2169036 -0.2362545 -0.0553169 -0.0841293 -0.5363698 0.04368597 -0.1386284 -0.2638451 -0.3824805 -0.181382 -0.2010393 0.13355682 -0.3978636 -0.3660924 -0.0981263 -0.4127224 -0.0457841 -0.389661 -0.7679033 -0.3804012 -0.4429959 -0.3400569 -0.2497654 -0.3614979 -0.2324234 -0.4571169 -0.0363805 -0.1715508 -0.5532249 -0.482136
11758 -0.2849657 -0.3019842 0.00363961 0.09695467 -0.4359393 0.18180778 -0.0456058 -0.1294285 -0.3600145 -0.2099705 0.09132734 0.28032554 -0.2616568 -0.0158215 0.21593599 -0.3534445 -0.2264432 -0.0947723 -0.4973705 -0.1928629 -0.3634765 -0.5069956 -0.0942431 -0.3173032 -0.218106 -0.4357785 0.04362696 -0.1975187 -0.4691525 -0.3477673
11765 -0.069505833 -0.11376069 -0.062142307 -0.10857249 -0.043022843 -0.103512393 -0.076078097 -0.122183747 0.010207727 -0.03988692 -0.087789727 -0.050823087 -0.012758903 -0.05738826 -0.02166071 -0.064783617 -0.15246839 0.04921081 -0.0415401 0.11730749 -0.001633047 -0.101976023 -0.2149472 -0.076302367 -0.034761343 -0.18609063 0.009384113 -0.218335783 0.016900107 -0.032047373
11767 -1.3127079 -1.2153163 -1.1849143 -1.2037353 -1.2702111 -1.3990397 -0.9381419 -1.1226754 -1.684848 -0.9700676 -1.2836725 -1.1541596 -1.2384986 -1.5002531 -1.1393995 -1.079458 -0.9699059 -1.0395315 -1.4187549 -0.8041821 -0.4968977 -0.7584666 -1.2364417 -1.5364822 -1.6232326 -1.2437345 -0.6035867 -1.5050591 -0.8614983 -1.5967069
11768 -0.049294055 0.004499965 -0.022589835 -0.217753395 -0.170666525 -0.07419754 0.120776675 0.051624155 -0.24180511 -0.18583224 -0.24455368 0.082187325 -0.286879195 -0.29418513 0.145182185 0.083581195 -0.10848669 -0.25448667 -0.30868589 -0.52421564 -0.386203195 0.112999995 -0.08753571 -0.225340985 -0.31147476 -0.06151115 0.06917096 -0.05325063 -0.27903663 -0.264433305
11769 1.56523636 1.58947021 1.52511612 1.36633429 1.35957035 1.47469516 1.6216892 1.66431738 1.56873682 1.50505082 1.62108513 1.67254791 1.48032082 1.41181779 1.65504105 1.55584792 1.54791419 1.451282 1.21451267 1.45751101 1.50703052 1.54546397 1.52575691 1.46761468 1.44965652 1.61640303 1.54502604 1.65281033 1.52944284 1.47991534
11771 0.95738902 0.98837491 0.73634104 0.64134087 0.83630616 1.41974613 0.93931905 0.99229234 0.60373425 0.82172604 1.26092436 1.03802918 0.78806121 0.74223756 1.30172391 1.12551864 1.16901426 0.66759382 0.69970994 0.5138499 0.85916209 0.92299296 0.9782333 0.65539054 0.43571533 1.49486686 0.78042539 0.88225541 0.94430276 0.66906689
11772 -0.28260972 -0.184698015 0.038814775 -0.03832127 -0.47673435 -0.041514965 -0.13799718 -0.175077135 -0.250541825 -0.1140797 -0.11104804 0.047379715 -0.36453229 -0.23737425 -0.175087675 -0.483563055 -0.166903065 -0.298543385 -0.49030365 -0.49086205 -0.4556716 -0.086488605 -0.175698635 -0.19917621 -0.07580245 -0.45895295 -0.12241458 -0.279456625 -0.363316975 -0.42121114
11773 -0.3661894 -0.20257735 -0.2426046 -0.38350995 -0.5236339 -0.2126711 -0.6301902 -0.26220295 -0.44699015 -0.3039638 -0.2645251 -0.064601275 -0.4578936 -0.4794459 -0.222597415 -0.45492475 -0.1836422 -0.35191315 -0.4501998 -0.27897855 -0.62523765 -0.56317415 -0.2864339 -0.42437105 -0.34127335 -0.60291735 -0.24573945 -0.2467732 -0.4766516 -0.59299275
11774 0.398076663 0.464227777 0.452183527 0.54948627 0.45908459 0.307626073 0.474303833 0.364946883 0.57063414 0.55385275 0.34779053 0.42555842 0.42362295 0.718154987 0.62873316 0.564880113 0.451187987 0.350146283 0.610420387 0.73357924 0.436948377 0.59715789 0.48728934 0.7281533 0.612084023 0.46625392 0.42192777 0.49105719 0.458535987 0.64573031
11775 0.00792052 -0.1226718 0.05936062 -0.0594169 0.02967938 -0.1551187 0.03029789 0.01395188 0.03881935 -0.2490332 -0.1375608 0.01474925 -0.1243714 -0.2497659 -0.2003552 -0.0848391 -0.1569795 0.18351665 0.05878529 0.06247005 -0.1530666 -0.0567735 -0.0661002 0.05157952 0.00961602 -0.1698761 0.07656653 -0.0774207 0.01425838 -0.1015442
11776 -0.0933873 -0.1655959 -0.1953878 -0.0895073 -0.1689452 -0.1225339 -0.0442508 -0.0890246 -0.0831684 -0.0780703 -0.1023158 -0.0942411 -0.1958136 -0.3344836 0.0318142 -0.3403053 0.02870511 -0.2666713 -0.1728159 -0.173401 -0.0777477 0.27173106 -0.0754066 -0.0550202 -0.1113018 -0.2487713 -0.1559911 -0.0739263 0.32392629 -0.2176334
11777 -2.7213885 -3.2977482 -2.7111977 -2.8951517 -2.7473859 -2.6507126 -2.8572976 -2.9683741 -3.043263 -3.0578817 -2.8894535 -2.6779495 -2.9245546 -2.9928611 -3.3866431 -2.9954879 -2.999527 -2.9155243 -2.5735931 -3.0768429 -2.9673039 -3.1115708 -2.9449364 -2.9386086 -3.0652654 -2.7752736 -3.1432362 -2.9723355 -2.7737395 -3.315326
11778 -0.1464046 0.21498987 -0.5354465 -0.2375217 -0.3713317 0.16191539 -0.0964536 -0.0649163 -0.4691241 -0.2739386 0.02777626 -0.078603 -0.0582991 -0.3639338 -0.1022268 -0.0566054 0.15817735 -0.0596866 -0.3499377 0.07142303 -0.1183775 -0.0954949 -1.34e-05 -0.2452305 -0.1072944 -0.1886159 0.09435771 -0.0332975 0.28606262 -0.1110075
11782 -0.0530765 0.22354591 -0.1104645 0.05793469 -0.0483404 0.20140141 -0.0062328 -0.1683761 0.05677003 -0.1316904 0.12220523 -0.2533793 -0.1113356 0.11793239 0.07540047 0.3425633 0.15521251 -0.0082708 0.06701657 0.12749448 0.0982279 0.31551893 -0.1304005 0.24385267 0.35033652 -0.2254844 0.11809976 0.02070092 0.09269655 -0.0157203
11787 -0.139475888 -0.183175838 -0.115315037 -0.140701522 -0.333579877 -0.072440012 -0.116697893 -0.233283032 -0.169168802 -0.145353077 -0.052398097 -0.056828385 0.066375453 -0.10629897 -0.180317353 -0.126414652 -0.196370073 -0.152884878 -0.135538983 -0.502248462 -0.504909902 -0.338221278 -0.238435318 -0.13809447 -0.335075107 -0.043429045 -0.102812843 -0.165564418 -0.177598815 -0.095215187
11789 -0.4584256 -0.2855399 -0.4033955 -0.6015364 -0.4750963 -0.5019434 -0.3532376 -0.417822 -0.30856 -0.5713487 -0.555097 -0.5435358 -0.6271878 -0.6266541 -0.5810733 -0.5509175 -0.5560316 -0.53564 -0.6019226 -0.5014545 -0.6461927 -0.9450674 -0.4874566 -0.5068098 -0.7254501 -0.7091923 -0.483216 -0.3607128 -0.4554645 -0.5835325
11790 -1.0780345 -1.2798718 -2.1295707 -2.0180121 -2.6209416 -1.979062 -2.3827293 -1.804694 -1.8100178 -1.5552795 -1.9584053 -3.9366264 -1.0867479 -1.5905056 -1.6749758 -1.459812 -1.9222083 -1.8626081 -1.7886887 -1.4423478 -0.5838923 -1.6991465 -1.1515732 -1.6513434 -1.6594353 -1.5038932 -2.6633623 -1.8976242 -1.4194316 -1.6195302
11792 -0.804108 -0.6116613 -1.0820143 -0.9916368 -0.6155183 -0.5084385 -0.9739268 -0.762513 -1.1427533 -1.3790812 -0.5934541 -0.6063429 -0.7515263 -1.0800865 -0.0962733 -1.301764 -0.0856068 -0.8571365 -1.0706931 -1.3208085 0.33163884 -0.3764063 -0.7981981 -0.9046875 -0.3751388 0.34819697 -0.7576574 -0.7417345 -0.6619027 -0.8669633
11793 1.34437195 0.87940971 1.39678965 1.3564272 1.04716939 0.69095585 0.87688189 0.88416487 1.14246178 1.14234045 0.63274996 0.66324924 1.14140147 1.28811128 0.9756753 0.62876119 0.90867963 1.25053052 1.11126241 1.23439803 0.81726247 0.58978026 0.85467385 0.88383015 0.95351142 1.62724789 1.12165451 1.05281002 0.66594624 0.86671973
11796 0.80468511 0.79655637 0.89124626 0.95255543 0.79530052 0.88015405 0.78266483 0.8700071 1.00416329 0.78327613 0.76842775 0.79962639 0.88871557 1.00238109 0.88231161 0.88271195 1.00175577 0.9355805 0.92844948 0.78311684 0.92145296 0.8646237 0.92997371 0.72121975 0.93376606 1.20734759 0.76172649 0.81474554 0.78855488 0.90398164
11798 -1.1109823 -1.49134405 -0.9770344 -1.3161098 -0.99620135 -1.3207799 -1.12066035 -1.3129189 -1.2609392 -1.24005405 -1.3333819 -1.20993695 -0.99530155 -1.20254295 -1.6261769 -1.1303376 -1.42526595 -1.3325117 -1.2962752 -0.76661365 -1.1788924 -1.05200725 -1.08080835 -1.05089965 -1.0492 -1.36184225 -1.345927 -0.93595065 -1.4371599 -1.0576013
11799 -1.4199353 -1.6046721 -2.0124962 -1.6331766 -1.3896776 -1.9084282 -1.5330776 -1.4572408 -1.2450197 -1.8636919 -1.6071391 -0.9671629 -1.692387 -1.536958 -1.2648692 -1.499317 -2.6330632 -2.1598019 -1.0271328 -0.8540216 -0.6617784 -1.5264084 -1.5816861 -1.3085049 -0.8535293 -1.5758636 -2.0570566 -1.3101883 -1.0383944 -1.6538308
11800 -0.29167951 -0.342843555 -0.12981715 -0.38107305 -0.25226096 -0.6294803 -0.349271475 -0.23017598 -0.211332365 -0.26764408 -0.50984595 -0.260493255 -0.393465155 -0.35265658 -0.582538 -0.60045505 -0.4369514 -0.342768365 -0.43158785 -0.173815935 -0.297289125 -0.4598021 -0.4574644 -0.27268596 -0.31490136 -0.408738355 -0.342613385 -0.302160245 -0.5047406 -0.33142625
11804 0.228742803 0.22129478 0.316267923 0.243382707 0.28031837 0.256534843 0.154288103 0.275056623 0.278764617 0.252699527 0.192093063 0.25844235 0.15016888 0.303853067 0.20931053 0.307968377 0.25771316 0.435231713 0.408024333 0.271915317 0.383670383 0.101801143 0.277773113 0.336510943 0.3192175 0.12843226 0.324965767 0.247184103 0.285171973 0.18309659
11806 0.8614811 0.56484808 0.77984333 0.35724147 0.793686 1.012369 0.92789287 0.64417576 0.05476274 0.80001498 0.96720967 1.02695326 0.48442089 0.44868598 0.67274667 0.41115692 0.90328504 0.40483632 0.39825883 0.2634382 0.58909086 0.7863549 0.55794934 0.57212773 0.20900032 1.18430687 0.82234164 0.69497527 0.91267176 0.40595178
11810 1.078197355 0.785347245 1.1367714 1.15936788 0.834463825 0.709555115 0.72737595 0.66950171 1.002697155 1.038399465 0.649041025 0.67573556 0.992171675 1.096732995 0.789272975 0.62694361 0.9209496 1.02511495 0.971886585 1.023010985 0.78980238 0.686760155 0.82229574 0.874559395 0.94517067 1.234682705 0.81474046 0.771792355 0.525221825 0.81509997
11819 -0.09953043 -0.23659573 -0.02896909 0.137057795 -0.301804685 -0.17185212 -0.043279545 -0.18010614 -0.15673405 -0.286809525 -0.222283695 -0.060744575 0.079265225 -0.101679395 -0.11971444 -0.367097185 0.122247115 -0.40565245 0.000339825 0.25503159 -0.27019834 -0.47657599 -0.030961305 0.005618145 0.18040698 -0.241154105 -0.15248718 -0.083241935 -0.088710565 -0.091245025
11834 1.04614112 1.06662082 0.92386412 0.89644535 0.87095868 1.3066586 1.02895706 0.99175044 0.61832386 0.88000374 1.22093528 0.99721317 0.80334957 0.72882778 1.06136603 1.24730886 1.13389426 0.75208476 0.80243604 0.73482986 0.78082569 1.03690997 1.13003316 0.93029432 0.72614657 1.41911762 0.95738963 1.00072959 0.98824318 0.69428427
11837 -0.143502005 -0.133922613 0.037332783 -0.006853398 -0.4219271 0.039563878 -0.045340103 -0.036441093 -0.255531505 -0.103201243 -0.0449836 0.171309 -0.1501376 -0.2870523 -0.035173788 -0.332208275 0.083877275 0.01303666 -0.5834185 -0.31418885 -0.2342033 -0.378033225 -0.077810533 -0.22793215 -0.164155475 -0.285894795 0.126982638 -0.044083718 -0.372511525 -0.26051175
11842 -1.1855885 -1.1505634 -1.3336599 -1.2281028 -1.3079345 -1.3108029 -1.2190778 -0.7717367 -1.6292826 -0.9844937 -1.2809887 -1.3842291 -1.468725 -1.1916798 -0.9720772 -1.1796816 -1.0828762 -2.8167869 -1.4461909 -1.3873791 -1.1358524 -1.4071859 -1.1729968 -1.6330672 -1.1595837 -0.7373583 -1.3476332 -1.0216875 -0.9984768 -1.1318426
11843 -0.3297043 -0.1352287 -0.3022824 -0.3588256 -0.3982993 0.14001427 -0.0320321 -0.1802795 -0.2742108 -0.2866776 0.08392917 -0.2087446 -0.4961472 -0.4592111 -0.1331765 -0.0270944 0.04739779 -0.2627338 -0.372239 -0.4910048 -0.0857078 -0.0929088 -0.0854349 -0.3138224 -0.5923519 0.11237635 -0.2276042 -0.3291712 -0.1675484 -0.6128955
11847 0.01309981 0.00256712 0.14940139 0.12468079 0.0869726 0.09621202 0.08684631 -0.0579618 0.04344908 -0.0138719 -0.0027527 0.19312054 0.02193214 0.11333503 0.19444407 -0.2113121 -0.1221059 -0.0282955 -0.1572751 0.09075234 -0.2541846 -0.2710168 0.11502427 -0.0733309 -0.038262 -0.0275456 0.21922047 0.0252912 -0.1645518 -0.0490947
11848 0.101696853 0.04620123 -0.06798503 0.038282083 0.014790703 0.139161797 0.197830437 0.207793963 -0.198848703 -0.07255032 0.065451327 0.060101853 0.039138607 -0.007945367 0.1897142 0.08089601 0.113527713 0.1456946 0.011241053 -0.22074942 -0.106354927 0.20792388 0.230671203 0.249075577 -0.139236693 0.12932944 -0.02905525 0.20010138 0.07049673 -0.06171834
11852 -0.0377226 0.14537265 -0.1773731 -0.4079762 -0.3221761 0.15095205 0.02666976 0.18913726 -0.4339698 -0.2500496 0.07417092 0.05598567 -0.3911464 -0.5182093 0.02857169 -0.054638 0.18420815 -0.3173924 -0.3445117 -0.4769092 -0.5262442 -0.2580738 0.08165925 -0.312089 -0.4131844 0.28503017 -0.097415 0.05368057 -0.2020319 -0.5252307
11854 1.4381596 1.40161271 1.40572749 1.41330797 1.47806219 1.2646605 1.15468071 1.48535981 1.65965389 1.59784984 1.15818426 1.3796073 1.52791763 1.44122798 1.30626596 1.41503441 1.29233614 1.54040231 1.39343421 1.47197768 1.48308789 1.33638155 1.26130869 1.47538197 1.51507948 1.10432077 1.39182168 1.38608641 1.46958616 1.5188036
11855 -2.2269066 -2.5667457 -3.7662195 -2.1246861 -2.1975916 -1.9254697 -2.8572976 -2.7910315 -3.0077293 -2.1387233 -2.8894535 -2.6779495 -2.1651262 -2.4021375 -2.6167666 -2.9954879 -2.999527 -3.22457 -2.2456148 -2.0094389 -1.5330126 -1.5508992 -2.5470231 -2.5427205 -2.4511783 -3.5528052 -2.6640305 -2.3037084 -2.2602986 -2.4263614
11861 -1.5195048 -1.6586482 -1.3809963 -1.3753879 -1.4110388 -1.7432899 -1.6536563 -1.2433985 -1.3388189 -1.1335805 -1.428382 -1.181623 -1.2985267 -1.3126801 -1.5796516 -0.9691195 -1.4275919 -1.4461438 -1.3145225 -1.3660081 -1.178263 -0.9715527 -1.5276783 -1.4807221 -0.8609394 -1.1166503 -0.5663047 -1.4136391 -1.4747945 -1.1642531
11863 0.20412078 0.12915166 0.39998132 0.1691678 0.23847933 -0.05443 -0.0095511 -0.093499 0.28115713 0.18099049 -0.3249127 0.01879706 -0.0822673 0.15224342 0.04284976 -0.0261303 0.01412819 0.06258869 0.09621628 0.22880169 0.23196856 -0.1698565 -0.0757733 0.15574719 0.23698579 0.07993427 0.08852931 0.09614313 0.1238423 0.08818493
11864 -0.5200175 -1.0458943 -0.9081102 -0.5673579 -0.5108767 -1.1478543 -1.2209202 -0.5001239 -0.4983009 -0.9021558 -1.0331082 -1.2800148 -0.3804648 -0.498253 -0.3375192 -0.6735476 -0.5065124 -0.6562681 -0.4609284 -0.5227789 -0.7822422 -0.7981849 -0.2108899 -0.4207402 -0.5954273 -0.2792648 -1.0971099 -0.4329301 -0.6027757 -0.3638572
11867 -0.9446864 -0.7117507 -0.6002002 -0.8088909 -0.8066013 -0.6703129 -0.6013238 -0.6442179 -0.8243863 -0.5502665 -0.4103842 -0.4993696 -0.7994535 -0.6888273 -0.3550257 -0.6803426 -0.5744848 -0.4860166 -0.9781714 -1.077591 -0.7420805 -0.165585 -0.5136258 -0.7143681 -0.7075541 -0.5487799 -0.6942827 -0.6644154 -0.5340354 -0.6305719
11883 -0.7398444 -0.8426671 -0.9829031 -0.8757081 -1.0686461 -0.798729 -0.5990393 -0.7473128 -0.3226264 -0.9725591 -0.6029984 -0.8299653 -0.9466745 -0.724232 -0.5535446 -1.1906477 -0.7293208 -0.8331451 -0.9370122 -1.1950825 -0.4081812 -0.868762 -1.0237358 -0.8018622 -0.9296483 -0.7860552 -0.6468726 -1.138989 -1.3673597 -1.0465559
11886 0.46910225 0.33696169 0.4370233 0.35002167 0.49864512 0.22086125 0.34133036 0.43730322 0.50684134 0.44521456 0.19751696 0.39141376 0.44604451 0.42571781 0.23791422 -0.2300643 0.011592 0.52387199 0.51172623 0.36787439 0.33417825 0.35836714 0.25067476 0.4360425 0.36706084 0.04395007 0.2019587 0.23566394 0.45220151 0.41035667
11891 1.36783965 1.40066708 1.461092 1.49177087 1.43418392 1.24848179 1.46286963 1.32138837 1.5230098 1.52113013 1.20870723 1.24718643 1.3722492 1.44470846 1.36146104 1.34496722 1.37249246 1.41595869 1.54868813 1.63867438 1.3639852 1.51497168 1.23376499 1.54758152 1.52979598 1.25816571 1.29167292 1.42772735 1.3690376 1.6086739
11907 -0.2237521 -0.2594696 -0.3687067 -0.4289273 -0.472813 -0.2158522 -0.0623177 -0.1116231 -0.4361682 -0.3349634 -0.2161274 -0.1438297 -0.3094098 -0.4333522 -0.2489611 -0.216883 -0.2446139 -0.3351464 -0.4037387 -0.552368 -0.3948255 -0.171565 -0.2551123 -0.3270042 -0.4323627 -0.2099308 -0.2138783 -0.1164895 -0.3866509 -0.2296594
11909 0.00323624 -0.103936985 -0.00708077 -0.06228696 0.045130085 -0.05775116 -0.06395062 -0.09468507 0.161251445 -0.11897902 0.04650651 0.01297534 0.08004769 0.09467935 -0.09201593 -0.01264902 -0.11498262 0.165854795 0.12324376 -0.06147854 -0.12325386 -0.01599157 -0.123238205 0.05642592 0.064722565 -0.018849885 0.08545936 -0.10339813 -0.01927231 0.149754995
11910 -0.2973842 -0.7726424 -0.5474456 -0.6957151 -0.61561 -0.8785858 -0.5696404 -0.5967881 -0.7882948 -0.8099251 -0.9546477 -0.7430671 -0.7141566 -0.8233809 -0.5980786 -1.040792 -0.5533587 -0.5708699 -0.4917005 -0.7782482 -0.4208452 -0.7034009 -0.5752381 -1.167699 -1.0003639 -0.1669761 -0.7982298 -0.6631868 -0.9135153 -0.8431468
11911 1.23769961 1.40473469 1.41350676 1.36136018 1.24197869 1.22865212 1.28643428 1.3355629 1.33549373 1.33751159 1.13278788 1.35350426 1.26063212 1.41336983 1.20036184 1.22339403 1.29227319 1.20400492 1.28730206 1.43232011 1.49507366 1.31819033 1.31684821 1.40779361 1.41161633 1.22070223 1.28214294 1.30045055 1.33428856 1.36524932
