Gene	MsFA2a	MsFA2b	MsFA2c	MsFA2d	MsFA2e	MsFA3a	MsFA3b	MsFA3c	MsFA3d	MsFA3e	MsFA4a	MsFA4b	MsFA4c	MsFA4d	MsFA4e	MsMA2a	MsMA2b	MsMA2c	MsMA2d	MsMA2e	MsMA3a	MsMA3b	MsMA3c	MsMA3d	MsMA3e	MsMA4a	MsMA4b	MsMA4c	MsMA4d	MsMA4e
69178 0.216786665 0.231112355 0.1081925 0.269241575 0.22300968 0.2985855 0.051020935 0.375585665 0.131438245 0.05586692 0.221977235 0.12686654 0.068510365 0.30572813 0.35441015 0.266213545 0.31368522 0.105339555 0.225635335 0.202407485 0.02653696 0.304393665 0.385028075 0.26070008 0.08699647 0.16216112 0.14272315 0.237796165 0.030743975 0.377024995
69179 0.1950127 0.04082826 0.26153516 0.18174681 0.07651778 0.23369776 0.19440913 0.30668865 0.22838426 0.18138282 0.14762744 -0.248893 0.02591923 0.14813105 0.02826224 0.06870877 -0.1096135 0.03495768 0.13530058 0.22292304 0.19883734 0.12150583 -0.1012491 -0.1967205 0.13616866 0.18009304 0.07650304 0.15086708 -0.1621949 0.17642764
69186 0.09732985 -0.0710695 0.06252787 0.00350991 -0.0985103 0.16667896 -0.0781552 0.22602205 0.01186526 0.01952189 0.19796937 -0.453825 -0.2820562 -0.1557551 0.03429616 -0.0135304 -0.1203546 -0.3284763 -0.1291671 0.1217619 -0.1629545 0.07318891 0.02436601 -0.4259291 0.03918652 -0.0170791 -0.2294357 -0.0258464 -0.2403669 0.05792746
69188 -0.499314478 -0.389811122 -0.579320676 -0.555905276 -0.56397712 -0.71738795 -0.644610046 -0.664717156 -0.593947152 -0.453624862 -0.38318339 -0.592576258 -0.468832096 -0.520795236 -0.512059874 -0.48418644 -0.518488774 -0.436971726 -0.42117941 -0.603035604 -0.493405346 -0.586315136 -0.52331126 -0.498074732 -0.518735774 -0.89408729 -0.556550346 -0.846360958 -0.372506558 -0.552543942
69190 -0.2854117 -0.4003021 -0.3486272 -0.3033506 -0.2271284 -0.3606973 -0.3304075 -0.4182544 -0.442795 -0.3382863 -0.5469799 -0.2855385 -0.3210166 -0.2227257 -0.2338326 -0.341519 -0.2644227 -0.3922775 -0.2473054 -0.2038821 -0.4004874 -0.4400518 -0.3012324 -0.2947524 -0.3174413 -0.2850019 -0.285087 -0.2521308 -0.1670745 -0.3722931
69193 -0.491316 -0.3160182 -0.3001055 -0.386534 -0.3910712 -0.4506242 -0.6371262 -0.3909993 -0.370521 -0.3958012 -0.5564891 -0.255548 -0.4381608 -0.3674132 -0.4856731 -0.2745991 -0.4806804 -0.3777846 -0.5013921 -0.3226056 -0.328673 -0.4913233 -0.392371 -0.6621919 -0.4255652 -0.355711 -0.364878 -0.2699909 -0.5327239 -0.3814447
69207 0.5754714 0.54674875 0.51512457 0.569820735 0.55665381 0.35216639 0.58754215 0.46012261 0.608219615 0.547972825 0.648153545 0.62699866 0.58651959 0.47889712 0.586923585 0.54205669 0.5458678 0.592261075 0.593625965 0.489604955 0.59522549 0.6162092 0.564084655 0.69981299 0.475326385 0.49127942 0.58061077 0.469026455 0.664625055 0.5449396
69217 0.24603717 0.06602684 0.10923482 -0.1160606 0.25467643 0.04233569 0.00531406 0.00488737 -0.0597429 0.14157875 0.07205511 0.12797744 -0.0671525 -0.0388653 0.0008009 0.24933383 0.11140832 0.05138204 -0.0613244 0.14706604 0.11339443 0.08227013 0.02642041 0.07198011 -0.0574698 0.08598771 0.08452851 0.20439763 0.26634691 0.03520528
69219 -1.1660791 -1.3647417 -1.1097685 -1.056502 -1.1828226 -0.8916325 -1.2897485 -0.9927611 -1.2460152 -1.1886432 -1.4176852 -1.5130493 -1.3449225 -1.1086909 -1.1833588 -1.1974786 -1.3522014 -1.1713094 -1.0281608 -1.0840633 -1.1283323 -1.1018477 -1.218191 -1.5482206 -1.1202539 -1.2791811 -1.1579589 -1.1319542 -1.5854332 -1.0971629
69226 -0.7536393 -0.2760484 0.08624763 -0.5229583 -0.3803708 -0.4690115 -0.4483875 -0.3775927 -0.257542 -0.5760158 -0.3870891 0.01539548 -0.0221531 -0.5924103 -0.3922502 -0.4563157 -0.3708013 0.39312551 -0.2235877 -0.4670002 -0.36032 -0.5553881 -0.4703912 -0.5973578 -0.1970118 -0.0930988 -0.0293595 -0.3163525 -0.2296075 -0.3197185
69232 -0.6033199 -0.7768915 -0.6127784 -0.6077359 -0.7263986 -0.5001935 -0.5986511 -0.4190246 -0.6203628 -0.5588378 -0.5115784 -1.0043432 -0.9796183 -0.6385891 -0.8327526 -0.7188195 -0.6348997 -0.834713 -0.7233434 -0.5414774 -0.6481912 -0.7206878 -0.5643077 -0.8560224 -0.6703425 -0.5986783 -0.8047328 -0.6799253 -0.7604056 -0.6081982
69234 1.29953186 1.520599 1.52779587 1.47576295 1.54377444 1.59703408 1.03273384 1.48961788 1.45810896 1.41381973 1.09990006 1.45928463 1.41142481 1.52286086 1.49148554 1.63789923 1.28122258 1.41537181 1.43356455 1.66611219 1.54480406 1.5110838 1.54331807 1.03734982 1.41927544 1.33241515 1.50251208 1.58618068 1.1945816 1.5060939
69237 1.49478066 1.42447414 1.38195279 1.57626981 1.55777838 1.649083355 0.978428315 1.57392945 1.370385715 1.221353135 0.93891693 1.58073824 1.276392645 1.47863968 1.604812225 1.557769365 1.562158825 1.36777331 1.50294816 1.56600691 1.31783132 1.640819835 1.63019188 0.93156779 1.353942 1.32895649 1.42692792 1.455200705 0.845633515 1.500334375
69241 1.69348921 1.64796662 1.75928068 1.70901636 1.67692247 1.80312869 1.70340925 1.71050177 1.64509024 1.65363213 1.64199447 1.52149673 1.61852954 1.65485009 1.73819897 1.77573978 1.71709673 1.51477561 1.60499091 1.82251059 1.72467868 1.8177958 1.77661222 1.43459979 1.77480696 1.83575208 1.56510121 1.74520645 1.57018834 1.60805272
69257 -0.3182594 0.18192079 0.07046108 0.10501865 -0.0149121 0.08638011 -0.2720951 0.10389391 -0.1027973 -0.0647412 -0.1990536 0.2311175 -0.0444301 0.10504755 0.06171736 0.1032386 -0.1866755 0.0043286 -0.0081206 0.09140649 0.0319784 0.01462736 0.12669914 0.20501134 0.11567896 0.08444128 0.00770187 0.20902195 -0.0246193 0.04999159
69259 0.387163665 0.408269735 0.3370773 0.504327945 0.511822125 0.333117105 0.492810005 0.27284759 0.358543675 0.44117805 0.48744217 0.65770615 0.508208945 0.39956428 0.54670463 0.43105776 0.524768195 0.473831525 0.495998775 0.37344128 0.47452858 0.488813555 0.494688315 0.67565094 0.478361105 0.42530677 0.52429883 0.422736215 0.53860161 0.496977905
69263 0.13878457 0.3614757 0.293187 0.25109684 0.18932 0.13407564 0.30907887 0.14604543 0.29633687 0.33445629 0.39372372 0.27637332 0.33801548 0.34364495 0.24545114 0.31401372 0.3085562 0.22943933 0.32525551 0.25668242 0.28252296 0.28782202 0.37425418 0.44631961 0.30884323 0.358047 0.34177364 0.35673303 0.42632449 0.22652271
69269 0.15556231 0.44294366 0.3061779 0.2996012 0.16095049 0.08422886 0.28692716 0.12276114 0.25589808 0.31062544 0.32274559 0.50025037 0.44832715 0.35784387 0.27553539 0.32326889 0.44363857 0.53509574 0.34195613 0.19052155 0.28141373 0.15892462 0.46122306 0.69162241 0.42527728 0.3536627 0.31890891 0.29208629 0.48628847 0.50441487
69270 0.26703526 0.57337329 0.42686654 0.46187617 0.44211334 0.07745994 0.47844728 0.10036693 0.42464593 0.52995891 0.3397105 0.81137657 0.73941989 0.48306944 0.50048657 0.49430434 0.39334836 0.88415383 0.53639068 0.16522486 0.54366768 0.31509796 0.53942207 0.89843934 0.3894212 0.43634884 0.64712953 0.50802692 0.67454299 0.53580696
69305 2.02061144 1.9438198 2.15952846 2.01621338 2.0634338 2.38962204 1.51198925 2.30284397 1.92337468 2.01118556 1.5749895 1.40950461 1.62955857 1.9856153 2.02040664 2.03324126 1.99917501 1.67443083 1.79420497 2.28219636 1.90143589 2.12335098 1.95764611 0.93643567 1.9918816 1.91492691 1.86317919 2.17670255 1.47427434 1.86291277
69309 -0.6948919 -0.6923259 -0.6155182 -0.7803812 -0.7719224 -0.64227035 -0.83936135 -0.7035256 -0.7419138 -0.7634809 -0.8798527 -0.74857925 -0.7641397 -0.8438435 -0.8269206 -0.6981862 -0.5468518 -0.69555395 -0.8027169 -0.60564035 -0.8007875 -0.7928248 -0.60397665 -0.5971133 -0.61673325 -0.62020185 -0.64231975 -0.61581355 -0.8015099 -0.7634589
69362 0.38285574 0.46362037 0.46078962 0.54851316 0.39133978 0.23281032 0.59277599 0.17387804 0.39982448 0.52124397 0.45076914 0.87888339 0.83339559 0.50703919 0.60965686 0.52509103 0.6178253 0.83234317 0.58627185 0.26648482 0.49623323 0.40430851 0.57429447 1.06050016 0.6025169 0.48241795 0.67513081 0.49136893 0.73761029 0.6199589
69368 0.32643381 0.54140691 0.38496047 0.37875745 0.46066058 0.10038988 0.58268783 0.27633561 0.45057155 0.47237632 0.4852034 0.78570163 0.79391564 0.52270477 0.49392681 0.50609802 0.37289011 0.76120752 0.36929527 0.23630239 0.5085689 0.38449366 0.33585967 0.94537611 0.51316828 0.41750911 0.60041836 0.46197498 0.68352036 0.56534794
69399 -0.7002976 -1.0116184 -0.8306108 -0.756863 -0.8902259 -0.7495839 -0.7897157 -0.8016956 -0.7692536 -0.826323 -0.7000691 -1.0496499 -0.9650986 -0.9146205 -0.8451778 -1.0085017 -0.8929216 -1.1238025 -0.8438263 -0.8652708 -0.8044624 -0.7739486 -1.0796198 -1.1667105 -1.1475458 -0.9669383 -0.9086309 -1.0563366 -0.9623775 -1.16753
69408 -0.1067064 0.04896669 0.05464042 -0.0110171 -0.0510802 0.01214372 0.03066105 0.00903616 -0.0455651 -0.0029625 0.04532327 0.16454046 -0.052879 0.0904456 0.28183116 0.10181971 0.46274358 0.0654653 0.04487832 -0.0089363 -0.0205095 0.00388504 -0.0481896 0.01715414 0.09752811 -0.0274096 0.06718536 0.40140699 0.23084743 0.17100477
69456 -0.713879 -0.6675227 -0.3750859 -0.60780405 -0.78865655 -0.60048605 -0.7987695 -0.5902816 -0.5452254 -0.51401345 -0.7166422 -0.82949075 -0.694255 -0.54015135 -0.7619464 -0.6835057 -0.7631449 -0.46963975 -0.67670315 -0.6403661 -0.50798955 -0.72998445 -0.74312845 -0.5442274 -0.51365555 -0.6760635 -0.75083095 -0.77826 -0.81861915 -0.67333505
69482 -0.2589738 0.60438538 0.13685579 0.07441905 -0.2016746 -0.2166954 0.25097456 -0.2042956 0.29071509 0.31335725 0.30859191 0.06000014 0.32614046 0.17427815 -0.0060386 0.00842274 0.18173901 0.32588934 0.48461443 0.05430119 0.33314807 -0.0776532 0.30473367 0.43816854 0.42606486 0.35541436 0.13208697 -0.001501 0.28441286 0.33957605
69524 -0.1435584 -0.2696277 -0.0076703 -0.2641166 -0.2299453 0.07795621 -0.3116913 0.08978169 -0.198959 -0.1737613 -0.0428497 -0.5225718 -0.4141553 -0.3018748 -0.3897063 -0.2796409 -0.3351235 -0.4058297 -0.6375088 -0.0707266 -0.2040547 -0.1824705 -0.3908901 -0.5495444 -0.2369759 -0.1803266 -0.307268 -0.1373752 -0.2456359 -0.4396397
69527 1.1137584 0.82110271 1.09835389 1.10040464 0.75835336 1.23980019 0.86395167 1.1653924 1.03042508 0.93272949 1.01073903 0.65222263 0.81136322 1.05833264 0.88860519 0.77100699 1.03678396 0.78045279 0.90416042 1.13226797 0.91317892 1.03015849 0.94482941 0.70646319 1.08679982 1.13038726 0.80557959 0.83639179 0.76996885 0.88282355
69534 0.53636061 0.11314392 0.0925352 0.09546336 0.47173168 0.32083272 0.35260277 0.36967014 0.2940611 0.3786489 0.50720342 0.06428648 0.03829659 -0.1008844 0.23876504 0.37620886 -0.0235791 -0.0849816 0.07688977 0.39747192 0.0458057 0.38869813 0.11991483 -0.0223435 0.09958602 0.00707692 0.1923962 0.0035167 0.34169437 -0.0177186
69538 -0.6101489 -0.7950346 -0.882727 -1.0647391 -0.7880137 -0.8822533 -0.8005807 -0.7119468 -0.8584891 -0.6260848 -0.8613956 -0.8532582 -0.9463965 -1.0518942 -0.9090697 -0.8116876 -0.9070151 -1.018539 -0.9335237 -0.8109271 -0.9257277 -0.8492366 -0.8900481 -0.7793547 -0.8993406 -1.0949304 -0.9176336 -0.7571422 -0.7050122 -0.9479077
69544 -1.8824692 -1.7389231 -1.5686405 -2.0714524 -2.6503597 -1.5517735 -1.6319781 -1.69036 -2.8758659 -1.9366419 -1.8774621 -1.9331594 -1.8630572 -2.0515562 -1.7850319 -1.7857014 -1.5414588 -2.520386 -2.1695398 -2.0851573 -1.6574205 -1.852882 -1.774193 -2.2232786 -1.9796658 -1.9537459 -1.8300287 -1.6234241 -1.7702418 -1.5707218
69546 -0.7232099 -0.4755225 -0.4294259 -0.5925463 -0.7387693 -0.5293217 -0.4839638 -0.5278773 -0.664486 -0.5814558 -1.380668 -0.2873187 -0.5036965 -0.5853982 -0.9277144 -0.4949963 -0.386292 -0.498874 -0.844368 -0.6445464 -0.4690542 -0.8550415 -0.3819998 -0.4784939 -0.5703171 -0.4125872 -0.2652396 -0.230477 -0.3911885 -0.629647
69549 -0.035644 0.01862981 -0.0162268 -0.1122192 -0.0283229 -0.2672584 -0.0245133 -0.1974182 0.02402884 0.03281088 0.05836133 0.02055103 0.10496992 -0.1612372 -0.1261591 -0.0115325 -0.2109793 0.09263601 -0.0851118 -0.2262598 -0.0192828 -0.2051402 -0.0554237 0.15754832 -0.098807 -0.121065 -0.1062997 0.0584185 0.11259611 -0.3161285
69550 -0.8961092 0.2242734 -0.1330819 -0.0298191 -0.9659826 -0.7341676 -0.2617339 -0.7291517 -0.108197 -0.1923174 -0.2453194 -0.3417334 -0.0589239 0.05258118 -0.6046973 -0.3355457 -0.0881466 0.19188978 0.0323909 -0.5630554 0.16020484 -0.724474 -0.1148417 0.19985326 0.01688255 0.02141055 -0.3173565 -0.2527902 -0.1512414 0.04590819
69554 -0.051409475 -0.192570985 -0.05973773 -0.04848746 0.040479655 0.1436266 -0.0999252 0.12689535 -0.07144217 -0.019386855 -0.11832627 -0.14337859 -0.17103761 -0.048465225 -0.035037575 -0.07089084 -0.15383709 -0.141826405 -0.215544605 0.038947455 -0.027401815 -0.041086235 -0.08331672 0.03778473 -0.06631492 -0.11929339 -0.057424285 -0.057257545 -0.115399265 -0.17546554
69562 0.11167789 -0.0894954 -0.0402905 -0.1264849 0.1288037 -0.0710127 -0.0687171 -0.0080754 -0.1029314 0.08507714 0.06561794 -0.1969646 -0.2363392 -0.2295302 -0.0983824 0.00556079 -0.2253493 -0.1647529 -0.1844316 0.06780645 -0.1273002 -0.0222684 -0.1445503 -0.198797 -0.2357729 -0.1606916 -0.1374882 -0.1306747 0.10938615 -0.3162131
69568 0.272519557 0.193370727 0.296506393 0.16131018 0.25004207 0.25538676 0.255456873 0.30103099 0.318011097 0.27768155 0.37063715 -0.021024747 0.13146808 0.11620312 -0.016221837 0.264424383 0.14034429 0.149312993 0.147162617 0.27494918 0.187051467 0.258697457 0.154033007 0.008369737 0.214046243 0.166863103 0.159213657 0.172580083 0.27643134 0.231754847
69573 -0.511321 -0.8046335 -0.5809507 -0.51769 -0.6026979 -0.4933095 -0.5298365 -0.5529991 -0.5288162 -0.7222669 -0.946253 -0.6343061 -0.5819549 -0.5697313 -0.8040886 -0.578598 -0.3553045 -0.5719925 -0.5876278 -0.7094561 -0.7055016 -0.7213682 -0.4556037 -0.5479437 -0.4834493 -0.4762023 -0.5845388 -0.5223788 -0.6133448 -0.5221677
69577 0.204219735 -0.018868305 0.054687425 -0.06963404 0.108797375 0.010927355 0.106053665 0.06916765 0.065038795 0.123072685 0.197750375 0.017815245 -0.060459445 -0.057655435 -0.00623339 0.094885085 -0.11286389 -0.13272902 -0.049528755 0.08710138 0.03154018 0.084343015 -0.00754173 -0.13289781 -0.04390831 -0.06903537 -0.039056225 -0.060350395 0.12033212 -0.01341173
69581 -0.026105 0.07881335 0.13927557 -0.0934687 -0.1343135 -0.0293537 -0.0309893 0.12552066 -0.1837522 0.09977532 0.01142439 -0.2518967 -0.1669651 -0.1896274 -0.1989699 -0.0946915 -0.2768163 -0.1503289 -0.2925585 -0.0147775 -0.0817204 -0.1021366 -0.1971545 -0.1220853 -0.2344171 -0.0918325 -0.1807435 0.02476916 0.06225254 -0.3410377
69587 0.620642238 0.519241013 0.565041753 0.517724508 0.61525398 0.529747503 0.5789418 0.52138546 0.522195655 0.580688818 0.559114525 0.61600442 0.58169105 0.491671975 0.5422574 0.6068588 0.494766963 0.594916143 0.486096323 0.488288345 0.542646035 0.536828273 0.524316348 0.503664023 0.560518393 0.488034433 0.579464315 0.605225228 0.604312283 0.403478323
69596 1.18712979 1.09761273 1.25954758 1.21043969 1.03981145 1.24641126 1.17752476 1.1830813 1.08315679 1.1401394 1.19326143 1.1173091 1.06905056 1.11452001 1.13306174 1.07411566 1.11574317 0.99749661 1.14374505 1.24429871 1.12455525 1.16640269 1.15909058 1.12382545 1.18267823 1.2485392 0.93122953 1.19057885 1.04257593 1.08810904
69601 0.09625233 0.1505941 0.031080625 0.167026565 0.068471935 0.20320031 0.14393618 0.153285195 0.152462135 0.07877244 0.161687275 0.093489675 0.03744268 0.26192373 0.20449587 0.11111842 0.31202439 0.0321839 0.213843765 0.202904815 0.07621888 0.178129205 0.255600755 0.139245435 0.263291085 0.256415125 0.13700225 0.120926225 0.07466482 0.28501093
69608 -0.7534371 -0.7094353 -0.7917903 -0.7819231 -0.6388392 -0.6063717 -0.7081058 -0.6655157 -0.6375624 -0.5489972 -0.8072867 -0.6792222 -0.6087944 -0.7615288 -0.8087643 -0.7573662 -0.7990963 -0.674624 -0.8539126 -0.7416073 -0.7343589 -0.7079237 -0.7455564 -0.6891909 -0.7623935 -0.6462554 -0.6002077 -0.7072042 -0.8373762 -0.7620402
69617 -0.476192447 -0.269763683 -0.368652147 -0.288176163 -0.453051613 -0.392511897 -0.358736027 -0.436085873 -0.286684277 -0.353822887 -0.3581401 -0.26307541 -0.31073556 -0.32011309 -0.29903137 -0.392342793 -0.272530137 -0.354805567 -0.31413936 -0.430710073 -0.264808177 -0.384553567 -0.411505417 -0.19481231 -0.252926407 -0.373079423 -0.306232443 -0.399717177 -0.334201757 -0.493967897
69623 0.56346254 0.39529132 0.52453885 0.39587533 0.44134812 0.43485377 0.7067728 0.54511683 0.52794622 0.55271589 0.73957857 0.19160464 0.30517978 0.4618843 0.44169849 0.55549662 0.57818063 0.33178831 0.50637296 0.63121063 0.34731683 0.55018577 0.54538073 0.51528107 0.45120208 0.45801189 0.19695654 0.34668551 0.55580353 0.62472252
69639 -0.47421815 -0.435239155 -0.3564674 -0.316135215 -0.429811505 -0.40000152 -0.43334794 -0.356402975 -0.4539667 -0.358227 -0.43093435 -0.45340829 -0.365506865 -0.361916245 -0.44234857 -0.40867561 -0.360877135 -0.343389565 -0.311845275 -0.38263326 -0.33676282 -0.39680399 -0.46441263 -0.265335225 -0.406623425 -0.327069345 -0.32027859 -0.38657149 -0.42839145 -0.338752435
69654 2.21294025 1.9808667 2.11803021 2.09565004 2.24657842 2.10566007 2.22579244 2.11109965 2.12850883 2.17829461 2.05614737 2.26654606 2.22812689 2.11014326 2.0566844 2.1078313 2.24764066 2.10040686 2.18936303 2.09779105 2.22967013 2.1013276 2.0852337 1.82321284 2.04985862 2.19913348 2.25175907 2.18025968 2.22011558 2.09969089
69655 0.4009859 0.45957461 0.52367485 0.44356781 0.31280321 0.46940115 0.39381047 0.54755661 0.35225469 0.39512426 0.41865244 0.40891233 0.3982666 0.50540417 0.40391562 0.35301729 0.43897026 0.51770615 0.32244471 0.49218254 0.32379236 0.39785357 0.44301034 0.56611217 0.56204828 0.46817679 0.47522249 0.52976885 0.46814215 0.29837197
69663 -0.7604942 -0.654581 -0.6485098 -0.8534178 -0.8170961 -0.7883509 -0.7711699 -0.6394915 -0.7062092 -0.7567439 -0.6597665 -0.9987289 -0.7181464 -0.8524547 -1.0288313 -0.8979789 -0.7934024 -0.5964008 -0.664333 -0.8184877 -0.7550074 -0.979937 -0.9491749 -0.8648133 -0.8374786 -0.7327919 -0.9148518 -0.7690782 -0.694635 -0.8094022
69666 1.53480654 1.51433551 1.53039737 1.50393011 1.56986014 1.60672951 1.48455921 1.52996527 1.5906879 1.63849549 1.46108798 1.38013279 1.58617898 1.35328409 1.55465021 1.54605839 1.61260178 1.45096199 1.40612127 1.55791129 1.65694742 1.55519188 1.42002942 1.08445863 1.53592005 1.47371431 1.51601762 1.48860654 1.40699623 1.48300489
69675 -0.5804949 -0.3753507 -0.4649566 -0.2747226 -0.5400994 -0.4972673 -0.3680508 -0.5197652 -0.4040242 -0.4150342 -0.4121453 -0.1989689 -0.1759958 -0.1612475 -0.4570022 -0.457827 -0.2694685 -0.223067 -0.1129689 -0.5010871 -0.3222654 -0.438249 -0.2807902 0.06186581 -0.2183305 -0.2168306 -0.2717325 -0.3623205 -0.3509175 -0.078628
69684 -0.3428476 -0.555718 -0.5575486 -0.5002194 -0.2264613 -0.1986287 -0.3041803 -0.4024786 -0.3434276 -0.4638875 -0.3981664 -0.3585377 -0.3266673 -0.5988059 -0.3923352 -0.3832928 -0.3803711 -0.4895649 -0.3379124 -0.4842192 -0.3848778 -0.1706599 -0.4320436 -0.5903917 -0.4255294 -0.4532237 -0.3409147 -0.5179645 -0.6029438 -0.3674677
69692 -0.41377573 -0.336829995 -0.30252209 -0.395454495 -0.401611925 -0.475283885 -0.38032637 -0.449632505 -0.32604884 -0.268843715 -0.422933535 -0.390020865 -0.39490788 -0.279113075 -0.368152835 -0.34641126 -0.40288255 -0.21628716 -0.33103981 -0.447197925 -0.279990145 -0.39202145 -0.37565267 -0.33960728 -0.31080932 -0.446281155 -0.339992805 -0.32379871 -0.32732535 -0.341684965
69694 -0.9119438 -1.0113236 -1.0348134 -0.9512602 -0.8114457 -0.8119577 -0.8484968 -0.8720406 -0.93128 -0.9919375 -0.9521368 -0.9899409 -0.951982 -0.9701096 -0.8269905 -0.9879723 -1.0659561 -1.2628048 -1.0037858 -0.9058516 -1.0171536 -0.8520625 -1.0769795 -0.8737448 -1.2433014 -1.1013896 -0.8477202 -0.9834686 -1.0158647 -0.9609058
69698 -0.8886473 -0.7789394 -0.7411912 -0.9771608 -0.9487585 -0.7837813 -0.7941102 -0.8606755 -0.8619184 -0.8125324 -0.8712418 -0.7039201 -0.9100567 -0.9268598 -0.8381348 -0.8034608 -0.7483555 -0.8064806 -0.8504931 -1.0078212 -0.6726996 -0.7530588 -0.8019765 -0.7254473 -0.7227397 -0.9807961 -0.8602048 -0.6489556 -0.8350182 -0.7823342
69702 0.79505129 0.39046087 0.22044189 0.36371063 0.79892198 0.27981371 0.67034492 0.29498163 0.43211476 0.4664139 0.61672968 0.65764313 0.63029972 0.32657337 0.54528133 0.58334629 0.40052774 0.52928497 0.47896674 0.39892066 0.42919118 0.53888279 0.46266385 0.57123632 0.31782253 0.31232227 0.52919884 0.39639499 0.5463058 0.47036476
69706 -0.6236876 0.68192124 0.25860584 0.30581306 -0.4644336 -0.2959488 0.28888049 -0.1747113 0.42936506 0.30098101 0.27413812 0.03197648 0.43079908 0.28701507 -0.0990233 0.09841587 0.13029844 0.57529221 0.55248748 -0.0759233 0.47264802 -0.2444157 0.24653946 0.64688574 0.44555107 0.41055589 0.23520799 0.21016556 0.25251009 0.47008978
69709 -0.5623505 -0.5874161 -0.3754477 -0.5668694 -0.3806004 -0.3605302 -0.5801169 -0.2172231 -0.546378 -0.4535823 -0.6796548 -0.6944436 -0.7781113 -0.7087376 -0.6400848 -0.4592516 -0.5204296 -0.6239886 -0.7898569 -0.4360232 -0.5541607 -0.622629 -0.6351846 -0.7952812 -0.5949844 -0.656144 -0.621573 -0.433307 -0.5492421 -0.6274867
69710 0.00421218 0.07805603 0.02730647 0.02849685 0.08863116 -0.0452055 -0.0136432 -0.030569 0.10215294 0.0977506 0.0869853 0.23899178 0.17624909 0.09608677 0.07574502 -0.1038453 -0.0347386 0.30784228 0.01083177 -0.1148545 0.16567442 -0.0205905 -0.0136455 0.14379817 0.03077256 -0.0420763 0.08651791 0.03674718 0.09584517 0.12638399
69716 2.00430927 1.65983776 2.02468688 1.66374106 1.95763099 2.1109019 1.96277175 2.22082581 1.96870445 1.94476394 1.93049595 1.57360911 1.57483601 1.66157222 1.75428975 1.80128673 1.54793849 1.49235537 1.56577378 2.01059467 1.81302846 1.9808727 1.55316491 0.81254013 1.57769904 1.51926392 1.7115905 1.84749095 1.56787271 1.62782267
69718 0.392835635 0.357368385 0.36900139 0.50448668 0.303678385 0.569916185 -0.048627555 0.49966487 0.36443543 0.23353748 0.051122335 0.20930237 0.173767065 0.511157885 0.43259303 0.169347695 0.39544235 0.11633783 0.439813465 0.38123311 0.263690525 0.38173723 0.33069502 -0.09434335 0.370815275 0.4015997 0.37761333 0.396476795 -0.066397455 0.341435195
69719 -1.16860575 -1.34200065 -1.2694645 -1.2547632 -1.25728225 -1.0542352 -1.35956165 -1.0048529 -1.3780845 -1.16347455 -1.110773 -1.69707835 -1.50767285 -1.25562295 -1.31348395 -1.32472865 -1.3552037 -1.45430225 -1.36864145 -1.06550845 -1.3394858 -1.1098073 -1.32232445 -1.3927224 -1.3441871 -1.2107806 -1.4670026 -1.46432125 -1.5429029 -1.3915479
69721 -0.232423 -0.2015643 -0.2487989 -0.1278576 -0.1818801 -0.2090208 -0.1251258 -0.2992579 -0.1824932 -0.2225514 -0.1970309 -0.1772669 -0.1995933 -0.2847229 -0.2600756 -0.2035637 -0.1129289 -0.1837323 -0.2125401 -0.3194358 -0.1620403 -0.2046608 -0.3159573 -0.1067166 -0.2094539 -0.4094516 -0.2582063 -0.2280699 -0.1276874 -0.6239416
69724 -0.501134 -0.4622188 -0.4152399 -0.5179757 -0.3050145 -0.3014834 -0.3832816 -0.2793841 -0.3739613 -0.5324477 -0.4187124 -0.5522456 -0.4894938 -0.606957 -0.5585378 -0.3835908 -0.3094922 -0.4921429 -0.4875731 -0.3335004 -0.5204051 -0.4074372 -0.4038577 -0.7120158 -0.5144348 -0.5798131 -0.4257176 -0.4351638 -0.6827679 -0.3458919
69726 -0.3094052 -0.40801695 -0.44138655 -0.3531336 -0.37731045 -0.36355815 -0.32766755 -0.2784527 -0.32720485 -0.40196915 -0.30840815 -0.36318095 -0.5281426 -0.40598125 -0.38561335 -0.3921563 -0.37728375 -0.4055225 -0.2997508 -0.3896695 -0.44594715 -0.32437005 -0.38529605 -0.4195963 -0.50766475 -0.4856693 -0.43184365 -0.3807395 -0.4779591 -0.3484404
69727 -0.7258931 -0.6327939 -0.740498 -0.7967522 -0.7033651 -0.8599374 -0.7616464 -0.655972 -0.5921346 -0.7330084 -0.8440163 -0.6270158 -0.6198478 -0.6460928 -0.9318156 -0.6382107 -0.6384565 -0.602765 -0.6782837 -0.8326655 -0.6404307 -0.9472269 -0.8018723 -0.779749 -0.6243986 -0.6088815 -0.6064262 -0.5393825 -0.5968429 -0.7498281
69736 -1.1182422 -1.1830584 -1.2370892 -1.4188827 -1.2825893 -1.2624016 -1.4079461 -1.3304841 -1.2654007 -1.1171405 -1.402508 -1.0014888 -1.2804465 -1.4602718 -1.3149832 -1.3250877 -1.4396686 -1.2208373 -1.4049019 -1.3224097 -1.295855 -1.3317058 -1.2599177 -1.3240269 -1.2701946 -1.2757373 -1.163875 -1.2141567 -1.2482804 -1.3409627
