Gene	MsFA2a	MsFA2b	MsFA2c	MsFA2d	MsFA2e	MsFA3a	MsFA3b	MsFA3c	MsFA3d	MsFA3e	MsFA4a	MsFA4b	MsFA4c	MsFA4d	MsFA4e	MsMA2a	MsMA2b	MsMA2c	MsMA2d	MsMA2e	MsMA3a	MsMA3b	MsMA3c	MsMA3d	MsMA3e	MsMA4a	MsMA4b	MsMA4c	MsMA4d	MsMA4e
22785 0.11973782 0.0248453 0.1529144 0.10201117 0.24360333 0.31026431 -0.0105712 0.4115757 0.24950955 0.02402929 0.10518658 -0.2965278 -0.008901 0.15165708 0.23357695 0.04413124 -0.0693565 -0.0557849 0.03639922 0.25565903 0.01171193 0.1539276 -0.0280425 -0.3225131 0.10726432 0.0639342 -0.0051503 -0.0730399 -0.1132875 -0.0494996
22787 0.685225335 0.555283535 0.66016885 0.647393765 0.579782995 0.774626155 0.66346154 0.683803405 0.689476975 0.624221515 0.66627378 0.37546239 0.532040035 0.582138845 0.533536905 0.545798345 0.535776445 0.49315647 0.55754273 0.674186 0.608848095 0.60407831 0.580001405 0.290439065 0.653020485 0.648975155 0.63354748 0.59488812 0.494613155 0.238244425
22788 -0.3150876 -0.386121 -0.2627007 -0.3512079 -0.3599644 -0.451827 -0.3962934 -0.4478928 -0.2894716 -0.3475895 -0.5170185 -0.0437706 -0.1987095 -0.2876834 -0.4435677 -0.2607526 -0.1372247 -0.1545683 -0.2691613 -0.4421081 -0.2960715 -0.4602837 -0.2527815 -0.188396 -0.3925975 -0.230172 -0.1191259 -0.1477414 -0.2219603 -0.1852396
22791 -0.39208035 -0.5472089 -0.6167574 -0.38795615 -0.4600496 -0.32201925 -0.49666185 -0.43225535 -0.50750765 -0.5747071 -0.59224115 -0.56122165 -0.4963713 -0.53552065 -0.31873895 -0.5695541 -0.401974 -0.61734275 -0.4469066 -0.49904435 -0.55470785 -0.28991495 -0.4595355 -0.4698422 -0.45542645 -0.42273315 -0.4735401 -0.53529945 -0.541474 -0.48419935
22793 0.10958394 0.21974386 0.2189886 0.1932054 0.15246292 0.19900282 0.28692385 0.19206385 0.20467793 0.10722147 0.07367312 0.27653555 0.15797586 0.12693736 0.13175673 0.27572931 0.29145584 0.15744309 0.18712528 0.22141469 0.15162332 0.08698466 0.26503544 0.42635767 0.33499681 0.3884716 0.16171637 0.3459727 0.21459059 0.3233805
23789 0.49187054 0.36702031 0.4046177 0.39867829 0.54205936 0.30663024 0.49509784 0.34956495 0.46593734 0.35094048 0.36308464 0.579185 0.60517929 0.42031976 0.43182611 0.34828688 0.34133543 0.38837926 0.43736301 0.22958407 0.36239145 0.36831907 0.32717884 0.3681396 0.30570252 0.44324488 0.52692156 0.43136266 0.49066261 0.41274172
23790 0.15124578 0.17699116 0.05306238 0.20754853 0.08223659 0.08776279 0.16573879 -0.0147904 0.07205102 0.14873274 0.22304554 0.35386407 0.22143043 0.25809113 0.19448275 0.18622568 0.31778885 0.24548807 0.17683095 0.10752775 0.05469432 0.14311179 0.41752798 0.6424287 0.34389137 0.21904825 0.19418418 0.25047962 0.27770972 0.29635917
23795 0.011925293 0.09228993 -0.053761143 -0.018122713 -0.08557801 -0.1562904 0.08600526 -0.141309033 -0.063088583 -0.010245117 0.128514737 0.25660547 0.078727743 0.00024064 0.144381133 0.013906857 0.084222963 0.08027112 0.097362897 -0.16158889 -0.011811327 0.037997217 0.02115833 0.446818553 0.11370085 0.018279477 -0.052282183 0.053441573 0.183828167 0.052298187
23796 -2.4860941 -2.61883 -2.4068543 -2.8043209 -2.7180362 -2.3758752 -2.6441697 -2.3567295 -2.7356181 -2.6121868 -2.3539518 -2.6700179 -2.6683281 -2.7577609 -2.5091684 -2.5749633 -2.9662728 -2.6026796 -2.6695533 -2.2115013 -2.5734933 -2.6637453 -2.8182203 -3.3792318 -2.8852942 -2.4109067 -2.8180687 -2.6415567 -3.7858282 -2.3885364
23797 -1.3281534 -1.0917627 -1.1302706 -1.1871934 -1.3165534 -1.2223297 -1.1676973 -1.3156449 -1.3215076 -1.1681618 -1.2403148 -0.7631223 -1.2356434 -1.3395515 -1.1616195 -1.0811892 -1.114217 -1.1383117 -1.4032975 -1.2692885 -1.0727495 -1.1514484 -1.3903552 -0.9007875 -1.2200516 -1.2354131 -1.2192116 -1.1908646 -1.1008234 -1.3152676
23806 -0.002928817 -0.198470447 -0.14344039 0.018053493 -0.09521916 0.111224723 -0.0764073 0.031625443 0.018428937 -0.128593573 -0.002297207 -0.11186593 -0.050314257 -0.046543153 -0.059944053 -0.105086187 -0.04115727 -0.12813929 -0.007202693 -0.100972863 -0.07503762 0.031961213 -0.075247713 -0.08968946 -0.055595927 -0.0337761 -0.065086467 -0.164592463 -0.220739637 0.016382473
23808 0.3398917 0.27096873 0.395225585 0.342632615 0.29975349 0.41495642 0.287784835 0.36584332 0.363235695 0.342238365 0.232417885 0.31836424 0.28248736 0.34145102 0.26708055 0.368377775 0.38783121 0.278079165 0.294469605 0.319523265 0.30618703 0.27079061 0.38362437 0.35940392 0.3330576 0.2667391 0.288492525 0.35063957 0.3558136 0.31602234
23821 -0.5789215 -0.9098703 -0.74382 -0.5643915 -0.8510124 -0.7120019 -0.7041232 -0.7508174 -0.9004016 -0.9171643 -0.8591779 -0.8122948 -0.7773614 -0.6656918 -0.6181077 -0.9448664 -0.4554653 -0.8836791 -0.6329686 -0.6087087 -1.3790782 -0.5973519 -0.6599142 -0.635954 -0.5876728 -0.6105804 -0.6131111 -0.7567313 -0.8566804 -0.7890677
23825 0.73506016 0.55587123 0.59032825 0.55563701 0.69908867 0.71179792 0.78282742 0.68855903 0.74391607 0.65581183 0.83133925 0.42216515 0.51343704 0.46593939 0.58629535 0.54720722 0.48365109 0.44150221 0.55657903 0.68814467 0.56426473 0.70916828 0.5045953 0.49287468 0.57793418 0.47397222 0.5033885 0.47098502 0.61167679 -0.2676219
23827 0.16506278 0.45001872 0.36182733 0.26639332 0.32312992 0.10910453 0.29042367 0.12255392 0.348814375 0.35723786 0.28127411 0.46487762 0.551404735 0.30295108 0.37741315 0.376473265 0.35202868 0.541980665 0.39829197 0.16048353 0.421078745 0.323188275 0.38447335 0.61869297 0.20698374 0.40561571 0.46914518 0.463599415 0.407123725 0.40864657
23828 -1.4484226 -1.4641896 -1.0543795 -1.5590198 -1.4672097 -1.5941052 -1.4781567 -1.3385561 -0.9095116 -1.4795393 -1.2869665 -1.4465906 -1.4510773 -1.1341202 -1.6140483 -1.5798367 -1.7099951 -1.0700234 -1.850549 -1.8148983 -1.4789067 -1.4094369 -1.8424142 -1.7003665 -1.0776371 -1.524513 -1.5065442 -1.5895346 -1.480964 -1.0355517
23834 -0.1993051 -0.6091756 -0.4160666 -0.401405 -0.4901941 -0.3655073 -0.4327167 -0.3265045 -0.4623353 -0.5131281 -0.4438427 -0.6850349 -0.6206721 -0.321957 -0.2381242 -0.4767306 -0.3441263 -0.6074622 -0.5016966 -0.2716662 -0.5904366 -0.3282476 -0.3615969 -0.5557732 -0.4559402 -0.4860551 -0.6384516 -0.549883 -0.3109874 -0.3988491
23837 -0.08845426 0.010357223 0.01742277 0.03281763 0.042088298 0.03506966 -0.035778915 0.003484225 -0.01909813 0.023127978 0.026890898 0.02786019 -0.02673136 0.075213457 0.02744108 -0.002707772 0.041277278 0.07935067 -0.005393383 0.008345953 -0.047750698 -0.000786905 -0.01262904 0.14543537 -0.058034538 0.027593133 0.090786445 0.040269015 0.061330713 -0.041057528
23849 0.368568285 1.15886299 1.07719301 0.98467171 0.59965373 0.77440987 0.467455485 0.87128875 0.881558855 0.862584055 0.48559688 0.559119745 0.779023325 1.001737835 0.7437527 0.83865283 0.826294805 0.908365695 0.93080213 0.94070893 0.88012668 0.71695977 0.91262397 0.53305518 0.859312235 0.867517205 0.812209345 0.98832905 0.532399475 0.8717588
23854 -0.5690532 -0.3078759 -0.2657949 -0.2677094 -0.5272288 -0.3612862 -0.4151895 -0.4954556 -0.3689273 -0.3666925 -0.4530424 -0.1355242 -0.2364642 -0.2761762 -0.3333104 -0.467782 -0.1076419 -0.1565135 -0.308708 -0.4149268 -0.2292757 -0.484899 -0.3572405 -0.246758 -0.1851642 -0.4266009 -0.2475467 -0.2365084 -0.4166606 -0.1045627
23857 0.47843515 0.4775737 0.69131921 0.55025446 0.51760654 0.73413101 0.40240575 0.67850695 0.60337377 0.47583362 0.50214194 0.3183529 0.35682876 0.55315158 0.40460574 0.59805975 0.26958164 0.34373865 0.31667698 0.74248325 0.58447305 0.58617933 0.46282134 -0.0176245 0.42745546 0.45972887 0.33640845 0.57729274 0.35386617 0.46440324
23859 -0.088049007 -0.008665907 -0.0035117 0.08877039 -0.086140333 0.013410697 -0.046998917 -0.04938636 -0.118533347 0.075112813 0.03111696 0.049485293 0.085110177 0.02648774 -0.065624063 0.099797547 -0.053703177 0.08503106 -0.153259333 -0.014520527 0.022836633 -0.11376304 -0.005593833 0.01788784 -0.263562613 0.105288163 0.039253153 0.11032182 0.047774433 0.001395747
23871 0.85631156 1.00784098 0.9349384 0.92309257 0.88466653 0.77487134 0.97314803 0.92911466 0.96054116 0.93972674 0.97529195 1.01319131 1.00065973 0.94658653 0.93233902 0.88642253 0.93572855 1.01930754 0.94281293 0.81770122 0.90577205 0.86699586 0.8151567 1.01616914 0.8980875 0.91644316 0.96455268 1.0271682 1.11309414 0.95526927
23872 -0.492091 -0.4559771 -0.4636492 -0.687737 -0.5617517 -0.7113837 -0.6178391 -0.6963123 -0.6600588 -0.5675709 -0.3615124 -0.8508707 -0.880131 -0.73402 -0.626218 -0.472936 -0.6474564 -0.5665404 -0.6727577 -0.6041358 -0.5820246 -0.6503133 -0.698459 -0.8004706 -0.657162 -0.722296 -0.7894477 -0.537543 -0.5569774 -0.6037598
23874 0.3360392 0.45451621 0.30602743 0.48060498 0.39735776 0.37087942 0.44521494 0.30639468 0.51416035 0.3487499 0.32403472 0.75860647 0.57896373 0.5093933 0.3633004 0.45963357 0.51450911 0.46331961 0.56877649 0.30641899 0.54660946 0.31737704 0.40741312 0.57642757 0.50669435 0.52063903 0.63809111 0.49568461 0.50528721 0.5681132
23879 -0.3589271 -0.3512967 -0.1696088 -0.3999074 -0.242107 -0.1524555 -0.4019048 -0.1323359 -0.2412714 -0.2604838 -0.1448291 -0.6348524 -0.4753928 -0.3617427 -0.4199218 -0.3622607 -0.5363818 -0.4579666 -0.4372329 -0.2135907 -0.3239913 -0.3482222 -0.4611705 -0.8064184 -0.3389295 -0.345035 -0.3848448 -0.3315411 -0.529418 -0.3322673
23880 -0.0992443 -0.3293831 -0.2511888 -0.1400227 -0.2632873 -0.0455476 -0.2687805 -0.0204816 -0.2123867 -0.031679 -0.2873694 -0.4339014 -0.3345573 -0.2281002 -0.2885917 -0.2499466 -0.1250738 -0.4440443 -0.2983502 -0.1461925 -0.1171692 -0.1356798 -0.1637785 -0.4490809 -0.4240071 -0.2423912 -0.3372743 -0.2175901 -0.4729754 -0.2234319
23882 0.69640017 0.93056763 0.57590915 0.89965765 0.56857841 0.6122308 0.76043245 0.58032396 0.81066285 0.75998196 0.84146378 0.70667023 0.8999396 0.9032202 0.733137 0.69668123 0.83099305 0.9887479 1.02611078 0.63181266 0.83473374 0.71252365 0.81109131 1.02840223 0.88048715 0.93635379 0.68247446 0.58728999 0.68506336 0.94431108
23894 -1.2044365 -1.446646 -1.2377793 -1.2473399 -1.3959467 -1.1761972 -1.4612043 -1.167032 -1.5863676 -1.4202927 -1.309734 -1.4935368 -1.3985022 -1.2348273 -1.279598 -1.4035685 -1.2888454 -1.2929522 -1.2603792 -1.2412618 -1.3721904 -1.2617635 -1.3719324 -1.4164584 -1.2471504 -1.2272271 -1.3044823 -1.2120089 -1.3778691 -1.4038526
23908 -0.636513375 -0.44978641 -0.565340495 -0.534366195 -0.541109685 -0.7025985 -0.480822575 -0.6564915 -0.53480972 -0.496504135 -0.54336859 -0.39732628 -0.36328235 -0.485645725 -0.523893775 -0.50096368 -0.4596514 -0.363190685 -0.522360145 -0.5921219 -0.456768575 -0.588781385 -0.490516105 -0.1703055 -0.46142251 -0.483863525 -0.401320515 -0.485818655 -0.38451944 -0.427483155
23922 -0.186618 -0.6928238 -0.4968928 -0.4158288 -0.2894378 0.0093136 -0.4346037 -0.3172823 -0.5954734 -0.4853468 -0.6906092 -0.5414265 -0.5445937 -0.3078887 -0.4944101 -0.3346315 -0.3539007 -0.6254614 -0.538223 -0.259602 -0.456118 -0.3874807 -0.395476 -0.5104636 -0.3675114 -0.4002054 -0.225168 -0.5927093 -0.7082301 -0.4875423
23924 0.09607845 0.1997424 0.158388 0.21231576 0.0843084 0.13459908 0.14603559 0.20987056 0.21429997 0.14146576 0.22294137 0.06394483 0.12342459 0.23518539 0.20014157 0.0967812 0.15054719 0.10012015 0.1350505 0.12684597 0.15134619 0.1416144 0.07546833 0.20417596 0.15146572 0.16912212 0.13122696 0.10085653 0.27004707 0.33083003
23936 1.63798402 1.62467024 1.63241139 1.62721059 1.61032674 1.65513467 1.62300241 1.64095101 1.61087315 1.69044239 1.66948348 1.40317336 1.52874986 1.57234317 1.5795658 1.63870819 1.62938127 1.51144795 1.49845582 1.66395662 1.59816212 1.63494815 1.61923716 1.40465969 1.58982896 1.51048619 1.45825816 1.57672866 1.67191185 1.55603517
23942 -0.5036516 -0.3722605 -0.406869 -0.546985 -0.3433472 -0.5474155 -0.3164708 -0.357876 -0.2366804 -0.3992387 -0.341574 -0.3268446 -0.2458617 -0.6447873 -0.5343705 -0.4028257 -0.4086145 -0.2379831 -0.2426127 -0.5059372 -0.3358693 -0.4379567 -0.4850795 -0.4571584 -0.3676451 -0.4059539 -0.2814999 -0.545679 -0.3853176 -0.2903616
23943 1.035465945 0.88682463 0.96883187 0.99067703 1.169277275 0.964697565 1.11261578 0.99507978 0.919356755 0.98327523 1.090174575 0.98955151 0.825001195 0.984897315 0.525696935 1.111766575 0.96231777 0.901164615 0.939569145 1.139487965 0.858387515 1.024728945 0.998140785 0.85673434 0.92388717 0.995577785 0.9315745 0.759647465 0.97559421 1.120054615
23945 -0.7436171 -0.5627011 -0.5331055 -0.715779 -0.6052267 -0.6175497 -0.7333592 -0.5627194 -0.5907903 -0.7192584 -0.9313393 -0.4132574 -0.5387326 -0.6625906 -0.7267835 -0.5871097 -0.50917 -0.4443702 -0.7415317 -0.6057379 -0.6010041 -0.7927355 -0.6076021 -0.659223 -0.6474573 -0.5789141 -0.7174129 -0.4344696 -0.6519358 -0.7128282
23957 0.38665032 0.46247706 0.4039142 0.22437763 0.4188091 0.37551373 0.53738272 0.32760533 0.30417569 0.2601588 0.15204285 0.75518281 0.67101188 0.35475386 0.44221272 0.37745347 0.66759384 0.65069748 0.54883004 0.36447591 0.42950277 0.35283914 0.57788402 0.79641719 0.56784656 0.62652049 0.67003361 0.61955964 0.53092999 0.53377146
23965 -1.964931607 -1.64335368 -2.128738737 -2.423178907 -2.25604524 -1.95816494 -2.179368543 -2.08226362 -1.684058633 -2.021268143 -2.095926903 -1.63167811 -2.325469017 -1.601416433 -2.202308647 -1.580309697 -2.415889923 -1.99396788 -1.423971293 -3.0846088 -1.65208552 -1.532391163 -1.961005397 -1.79623712 -2.065206823 -2.695938803 -1.831074657 -2.14952507 -1.5624566 -1.400250213
23966 -0.748798548 -0.621941985 -0.83154419 -0.659044073 -0.639808808 -0.708773763 -0.660808585 -0.674987655 -1.013527048 -0.77166619 -0.766682883 -0.581550655 -0.597416923 -0.519587078 -0.588504088 -0.700243525 -0.651505983 -0.55381472 -0.669627463 -0.733342003 -0.62943618 -0.595312815 -0.568099213 -0.390126588 -0.606905908 -0.64498979 -0.53614673 -0.547748988 -0.646437205 -0.613803038
23970 -0.226571 -0.155864955 -0.082986065 -0.104803475 -0.190181775 -0.2764645 -0.21627515 -0.23947515 -0.17279275 -0.09207002 -0.0246339 -0.189769495 -0.142504495 -0.08638823 -0.26184045 -0.181207595 -0.170940435 -0.131542175 -0.121857875 -0.21772465 -0.1775047 -0.21388555 -0.16657484 -0.14474522 -0.160756835 -0.149500365 -0.278369725 -0.133924245 -0.099931495 -0.11757025
23971 2.3945683 2.15086962 2.36559647 2.227222 2.31539712 2.55503024 2.39425219 2.49567437 2.33232072 2.32947683 2.35801025 2.04001861 2.05692038 2.16451967 2.25296424 2.20050752 2.22100499 1.95775447 2.17143598 2.36705536 2.30168081 2.38225239 2.12985807 1.62721558 2.17115441 2.14317383 2.16660862 2.10719382 2.06512334 2.23025271
23980 0.17022166 -0.0979179665 0.0835751835 0.08461347 0.0400336515 0.2055919535 -0.0439987465 0.17759724 0.0249985935 0.0065269285 0.0765559735 -0.053875615 -0.133363445 0.0668547215 0.0472765515 -0.0408457 0.0448423185 -0.1415596085 -0.007275495 0.1609882635 0.0254440985 0.07326857 -0.135572185 -0.137504625 0.08431955 0.097737265 -0.0074326015 -0.0909231015 -0.0910359035 -0.0570034185
23983 -1.0178938 -1.2351352 -1.0843333 -1.0640339 -0.7755614 -0.8153449 -1.1346642 -1.1777952 -0.8686746 -0.9475496 -1.0118364 -0.9717565 -1.0854891 -1.1232894 -0.8716759 -0.9431391 -0.8696186 -1.0746812 -0.9509107 -1.0371937 -0.9401364 -1.048136 -0.9508406 -1.0406806 -0.8633859 -1.0934784 -1.0535046 -1.1650867 -1.0077765 -0.8418523
23988 -0.42523474 -0.56131015 -0.506451685 -0.32627818 -0.50121245 -0.325176675 -0.5505608 -0.471130665 -0.38865229 -0.51674515 -0.444742825 -0.51909685 -0.5654871 -0.315080825 -0.376537325 -0.5812885 -0.40294965 -0.47293043 -0.550114065 -0.405075685 -0.41171274 -0.416996285 -0.4815097 -0.41626875 -0.360922085 -0.401386435 -0.4916345 -0.60569175 -0.65738605 -0.380105755
23989 0.95738598 0.87907614 0.80555578 1.0241661 0.88275714 1.00343253 0.84887576 0.97026525 0.89386027 0.85792735 0.92255409 0.68983143 0.57909501 0.94924578 0.95441024 0.79724624 0.98905438 0.6319556 0.85706428 1.06609376 0.74778508 0.96166868 0.98191379 0.75765834 0.97007302 0.87227057 0.75060262 0.8637362 0.72001901 0.89896268
23991 -0.9280673 -1.2129032 -1.0848335 -1.012565 -0.9982137 -0.8164169 -1.0349129 -0.9409072 -1.3550006 -1.1275513 -1.1503281 -1.2014192 -1.1611685 -1.0272369 -0.7428251 -1.0490913 -0.8699401 -1.2008994 -1.0896184 -0.8317138 -1.358218 -0.7267418 -0.8683193 -1.1866985 -1.0527592 -1.0713319 -1.0236829 -1.0447008 -1.2822973 -1.0528586
23992 0.54157352 0.71829858 0.76048221 0.59557694 0.56341838 0.62651943 0.58249902 0.70404341 0.72421602 0.80320167 0.81914112 0.45897944 0.48306535 0.64398268 0.26221826 0.5437734 0.66258923 0.51095626 0.56815674 0.66184579 0.64672203 0.61863205 0.62450058 0.41228388 0.69996836 0.64361455 0.50185448 0.60045611 0.75545838 0.58094012
24000 -1.0789404 -1.107550567 -1.109124467 -0.972473067 -1.078311133 -0.972754567 -1.1427977 -1.1406883 -1.0119728 -1.187621633 -1.123635533 -1.013528927 -1.200041967 -1.035372667 -1.0267751 -1.109133967 -0.91023518 -1.167704667 -1.066044133 -1.0443764 -1.0584267 -1.086226033 -0.96862388 -1.034395567 -1.0194976 -0.9462552 -1.1248407 -1.199179733 -1.176638967 -0.759854567
24001 -0.8330781 -1.0211888 -0.9139662 -0.7378575 -0.9968624 -0.8215872 -0.9805692 -0.8710857 -0.8882597 -1.00179 -0.879761 -0.9610987 -0.9457853 -0.7646575 -0.7610785 -1.0751375 -0.691621 -0.8921208 -0.7604572 -0.8673915 -0.8953632 -0.7270505 -0.8543433 -0.6380955 -0.8344847 -0.7450861 -0.6947841 -0.9463812 -0.9843869 -0.9631671
24010 0.57184764 0.7630558 0.5921719 0.684225915 0.5764765 0.395759365 0.791090665 0.45445046 0.634136595 0.687533295 0.706890395 0.97983906 0.88310164 0.671493425 0.729553455 0.6693576 0.722102545 0.859434665 0.778486095 0.52451053 0.658205195 0.604353 0.687846225 1.106739605 0.769864 0.6952899 0.656027615 0.71050454 0.8735967 0.54851736
24015 -0.317707515 -0.390327535 -0.228158605 -0.34897178 -0.33704445 -0.213492515 -0.406850385 -0.14892616 -0.32465918 -0.307083585 -0.31185304 -0.27558524 -0.28033143 -0.38708999 -0.331583235 -0.416779515 -0.50187614 -0.32412891 -0.299005765 -0.30390866 -0.32387446 -0.27568127 -0.47051905 -0.26309803 -0.418224335 -0.31639267 -0.30170995 -0.32445486 -0.37456649 -0.5010005
24017 -0.9388901 -0.9590241 -1.1737054 -1.0651651 -0.9545495 -1.1336391 -1.0226962 -1.043831 -0.9506216 -1.0640953 -0.9696939 -1.1378997 -0.9525234 -1.039156 -1.2069283 -1.117621 -1.2324628 -0.9896512 -0.9145162 -1.091344 -1.095268 -1.0654716 -1.0866957 -1.039451 -1.0314424 -1.0468958 -1.1137529 -1.087065 -0.9964356 -1.0957461
24018 -1.5667288 -1.4989768 -1.4577358 -1.784761 -1.5623264 -1.5278123 -1.5204688 -1.2675506 -1.5950984 -1.4639388 -1.3228699 -1.4581675 -1.6372119 -1.5300647 -1.3750581 -1.3028682 -1.6477146 -1.4510201 -1.5629154 -1.556458 -1.4040007 -1.577771 -1.7129606 -1.3624676 -1.685026 -1.6124878 -1.6563316 -1.4760577 -1.5349409 -1.611473
24030 -0.8010487 -0.6093081 -0.6007953 -0.7469991 -0.7918208 -0.813432 -0.8182403 -0.9378372 -0.720747 -0.703192 -0.6634141 -0.3859549 -0.7608841 -0.72694 -0.7204202 -0.6449969 -0.7203388 -0.6815827 -0.7980271 -0.7856776 -0.6437341 -0.7375169 -0.6323632 -0.4686489 -0.5897889 -0.6476306 -0.8093538 -0.6614876 -0.6016655 -0.6775221
24044 -0.4514372 -0.7685718 -0.5339586 -0.38479035 -0.5775719 -0.31154005 -0.5516985 -0.3977726 -0.4218163 -0.6715269 -0.49391945 -0.6964286 -0.80406395 -0.51694925 -0.3689684 -0.64899115 -0.54825505 -0.69233095 -0.41540785 -0.4637912 -0.4892851 -0.4075053 -0.529462 -1.0392275 -0.45003095 -0.51571925 -0.5185853 -0.90517925 -0.7356702 -0.44288705
24045 1.01213976 0.77932053 1.13031328 0.86981009 0.93987168 1.20327411 0.92100314 1.2009394 0.96517208 1.01333337 0.99156982 0.50968844 0.71345107 0.88492931 0.83179357 0.81696356 0.77816376 0.72005506 0.74715494 1.12889017 0.89909335 0.99774575 0.8154508 0.40770737 0.885689 0.90416463 0.78463263 0.95431093 0.79025936 0.72097553
24050 -0.736609 -0.6723339 -0.6876399 -0.831723 -0.8221789 -0.7060646 -0.6522746 -0.7594329 -0.7092941 -0.6240029 -0.9880199 -0.7420325 -0.7894703 -0.866934 -0.9615153 -0.4625777 -0.5295382 -0.695637 -0.8566155 -0.8095573 -0.5707721 -0.955726 -0.6249203 -0.7825735 -0.5603289 -0.6810549 -0.7404598 -0.6891449 -0.659024 -0.7307075
24052 -0.784441385 -0.83222145 -0.83694675 -0.9466624 -0.7654291 -0.85389745 -1.0320815 -0.80423675 -0.77092655 -0.8196543 -0.84992035 -0.88607945 -0.9171074 -0.87013665 -0.85197205 -0.7702364 -1.0301067 -0.86946665 -1.0312529 -0.702769 -0.9816316 -0.8195761 -0.85309865 -0.84998905 -0.9253904 -1.0180422 -0.88367345 -0.8391005 -1.0416153 -0.97192315
24058 3.15819703 2.64816668 2.82789549 2.97504399 2.98740369 3.16833949 2.82077476 2.97783322 2.84669445 2.8882772 2.84145992 2.7372667 2.75323108 2.92556713 2.9939481 2.92408997 2.9652364 2.68715585 2.81958089 3.01777649 2.84370342 3.11509222 2.79938832 2.19380384 2.86634549 2.86440361 2.83825823 2.79050472 2.71990491 2.93941845
24059 1.13306157 1.19667866 1.28906986 1.2399354 1.29992831 1.28975322 1.20401672 1.23264637 1.28674701 1.31202559 1.09280865 0.98606436 1.27880789 1.26914791 1.23570544 1.27279417 1.16124807 1.24308553 1.18451742 1.28515693 1.26333778 1.25856446 1.22927918 1.18818331 1.21210204 1.26752169 1.2931449 1.25778902 1.1077644 1.25345428
24060 -0.2682432 -0.5482464 -0.3488011 -0.2435978 -0.3116291 -0.2011463 -0.1734915 -0.0366429 -0.0844728 -0.4907122 0.03740344 -0.9853975 -0.6309337 -0.3836912 -0.3691246 -0.3844549 -0.6735711 -0.6872854 -0.2383084 -0.363986 -0.2450646 -0.3724709 -0.3843218 -0.6462942 -0.2726602 -0.6054933 -0.6072399 -0.6127947 -0.5229245 -0.2348053
24066 -0.9382985 -1.1630651 -1.0668156 -1.1707577 -1.248938 -1.0766805 -0.8952587 -1.0552647 -1.2191382 -1.0797044 -1.2144139 -1.2678466 -1.2413899 -1.222719 -0.9133193 -1.2532824 -1.1422236 -1.2924484 -1.2021616 -0.9665604 -1.2212916 -0.9850244 -1.1208983 -1.1857998 -1.2794552 -1.209834 -1.1921946 -1.0320033 -1.0540929 -1.3075749
24068 0.15981771 0.12266357 0.27230807 0.15868507 0.24185075 0.30169845 0.17070984 0.30530452 0.27459619 0.11600272 0.18284256 0.00202476 0.05697931 0.21484261 0.18539682 0.15396847 0.01573375 0.05075208 0.14002236 0.16248901 0.11834536 0.21070874 0.03882844 -0.1220884 0.15844126 0.07717752 0.1412283 0.17435725 0.04900478 0.02772452
24069 -0.6500995 -0.9501349 -0.84054 -0.9245213 -0.8986671 -0.7588291 -0.8207671 -0.7745403 -0.8831847 -0.8599469 -0.8039636 -1.1332896 -1.161043 -0.8261322 -0.8222405 -0.886417 -0.788746 -0.9525052 -0.7706221 -0.8336503 -0.8869177 -0.8420939 -0.8105468 -0.9198833 -0.7735528 -0.9053003 -0.8877213 -0.9673323 -1.0217698 -0.6847885
24070 -0.53953855 -0.4562152 -0.42413585 -0.5864826 -0.52067245 -0.55818685 -0.462869 -0.5480347 -0.4558022 -0.52414185 -0.5670258 -0.394367705 -0.37315586 -0.4025818 -0.4769336 -0.4146208 -0.386598935 -0.35894305 -0.4539667 -0.5690057 -0.52418875 -0.5408242 -0.4223804 -0.35967846 -0.4352814 -0.4822132 -0.4329459 -0.35806345 -0.362355665 -0.484374675
24071 0.23782214 0.59702026 0.54225655 0.56705635 0.28951733 0.17207734 0.39623126 0.22720326 0.56615468 0.46608259 0.46741756 0.78651226 0.60611417 0.55837254 0.41108009 0.40143968 0.73794612 0.80128328 0.78058815 0.26311562 0.62356688 0.347738 0.42753549 0.60562412 0.5931863 0.66053864 0.67074975 0.54175494 0.67759502 0.80270776
24074 0.5014909 0.48956819 0.51854055 0.44643125 0.62084352 0.37748637 0.61664088 0.46164085 0.58344665 0.64687187 0.64734843 0.622842 0.49008387 0.47508649 0.65853779 0.58560334 0.49783388 0.39454664 0.56233753 0.6124697 0.51885587 0.61320777 0.57006402 0.71509526 0.60979933 0.56058698 0.61945516 0.5080402 0.70138711 0.4957457
24075 2.07895477 1.9735153 1.97277493 2.02351585 2.14314212 2.02147335 2.055799 1.95918186 2.04837751 2.00580284 1.90718822 1.8956013 1.98391357 2.04108431 2.0737462 2.032712 2.11204607 1.953188 2.17683426 2.04127851 2.03706088 2.09567792 2.05547667 1.85419974 2.10038295 2.05258566 2.16641667 2.01829178 1.97985769 2.0269548
24083 1.33715231 1.22021067 1.30619904 1.3685298 1.33880048 1.46254576 1.38540804 1.33899899 1.35244142 1.34210517 1.34312876 1.04677749 1.2449241 1.27241562 1.31087731 1.26651647 1.14579237 1.1170456 1.2255757 1.36507689 1.3052101 1.30602977 1.19034833 0.89223394 1.15899204 1.29939538 1.25716424 1.26034192 1.11330548 1.07201607
