Gene	GSM328658	GSM328668	GSM328678	GSM328660	GSM328670	GSM328672	GSM328657
95	6.0947	6.11267	5.820365	6.159465	5.81047	5.85745	6.102915
97	7.40209	7.934	7.54645	7.9568	7.90133	7.74139	7.91596
98	7.94321	6.7907	7.35312	7.00468	7.05705	7.35965	8.00656
100	9.9255	9.630595	10.22446	9.656745	9.66407	9.817275	9.61276
101	6.86507	6.15737	6.527985	6.152115	6.4406	6.219085	6.487435
102	7.54226666666667	7.81407333333333	7.9587	7.95036	8.11962666666667	7.84872	7.7089
103	11.6415	11.4094	11.7675	11.3574	11.9179	11.7722	11.8294
104	5.020736	5.222164	5.006714	5.05469	4.98992	4.947766	4.992278
105	4.4437	4.59573	4.47702	4.45428	4.63263	4.548435	4.79837
107	5.099546	5.64959	4.446336	4.512114	4.231068	4.69841	4.158278
108	3.97377666666667	3.67081333333333	3.54422333333333	3.60227333333333	3.61153333333333	3.64573	3.48502
109	7.102645	6.974605	7.156625	7.139035	6.911085	6.939175	6.92915
111	4.053255	4.19709	4.31687	4.0944	4.097485	4.026135	3.96974
112	5.91879	5.58181	6.16461	5.75067	5.81017	5.95107	5.60501
113	6.206875	6.155415	6.16739	6.51303	6.252245	6.336565	6.2843
114	4.21702	4.2118	4.22876	4.06339	4.10422	4.16177	3.86858
115	4.29929	3.98531333333333	3.78458	3.91474333333333	3.91387666666667	3.7654	4.19358
116	3.26289	3.401795	3.425425	3.470035	3.344825	3.397395	3.24269
117	3.93714	4.202915	4.15353	3.983595	3.94025	4.126895	3.80957
118	7.6476775	7.319675	7.3634625	7.416535	7.615475	7.8773225	7.82173
119	4.51977333333333	4.534505	4.60621166666667	4.507925	4.41345166666667	4.48766666666667	4.42060833333333
120	9.0850075	8.6754975	9.08253	8.9159	9.6643925	9.7565875	8.3629475
123	7.531125	7.29768	7.186305	6.8325	7.25204	6.50591	7.70242
124	2.72791	2.91589	2.58929	2.8027	2.5972	2.56761	2.79945
125	2.89546	2.9993925	3.00207	2.932515	2.911975	2.896835	2.8863075
126	3.10493	2.93092	3.46162	3.19045	3.82122	3.14434	3.17938
127	3.9574175	3.785605	3.8612	3.710605	3.873015	3.7996675	3.8436425
128	8.83649	8.697695	8.975275	8.85934	8.920345	8.84091	8.909895
130	3.227255	3.454275	3.533025	3.616575	3.44132	3.336105	3.34752
131	3.02297	3.14899	3.09523	3.05866	3.11083	3.16171	2.94622
132	7.437655	8.344155	7.93655	8.48131	7.62889	7.708295	7.87404
133	7.2528	7.38616	6.54455	7.71286	5.31036	7.12385	8.13552
134	5.081565	5.28009	4.97383	5.12931	5.13138	4.963585	5.10447
135	8.01016	7.44278	8.20644	7.58981	8.12582	8.02523	7.36401
136	4.04696	3.22724	3.78351	3.22338	3.80176	4.67069	4.2145
140	4.202675	4.11526	4.25581	4.04466	3.991945	4.159625	4.078615
141	6.47663666666667	6.03582	6.32366	5.74612333333333	6.31470333333333	6.12183333333333	6.70292666666667
142	10.478	10.7155	10.9563	10.5797	10.7692	10.8567	10.7418
143	10.0051	9.76558	9.47178	9.85182	9.73208	9.7852	10.1989
146	4.015065	3.73969	3.837825	3.861765	3.71956	3.84063	3.660755
147	3.06066	3.46938	3.30659	3.36387	3.12141	3.05307	3.14161
148	2.93580142857143	2.92611	2.89126714285714	2.84401857142857	2.84451714285714	2.83988857142857	2.7909
150	3.20205	2.97804	2.73722	2.83684	2.83385	3.20495	2.88817
151	5.98164	5.67781	5.52178	5.62942	5.67581	5.78835	5.68786
152	5.42398	5.42565	5.53252	5.64608	5.48998	5.35342	5.5499
153	4.08498	3.92724666666667	2.97118	4.12562333333333	3.57759333333333	2.99092333333333	4.47193333333333
154	4.05231	3.46457	3.653	3.67817	3.71452	3.1548	4.89305
155	5.32222	5.057525	5.095835	5.07495	5.10898	5.00521	4.923815
156	6.60096333333333	6.82469666666667	6.85295333333333	6.72969333333333	6.81956666666667	6.91134666666667	6.57601666666667
157	6.2392025	6.068345	6.26271	6.0235175	6.2862175	6.3141325	6.4130225
158	9.60613	10.26095	10.0962	10.48045	9.969695	9.92694	9.65408
159	6.22879	6.51742	6.365215	6.496805	6.38218	6.165195	6.240075
160	5.9817375	6.02419	6.04335	6.24672	5.9919325	5.9601925	6.011025
161	7.0425375	6.74133	6.823505	6.95452	6.9252375	6.9146125	6.7584425
162	7.46815	7.38102	7.54536	7.56883	7.35425	7.67467	7.47639
163	8.225005	8.1168	8.30654	8.62383	8.234755	8.2134	8.52792
164	8.09371666666667	7.68027666666667	8.16341666666667	7.95486	7.78601666666667	8.05256333333333	8.12297
165	5.94832	5.90584	5.98718	5.71932	6.1928	6.25907	5.71629
166	8.19606	7.97062	7.99437	7.59024	8.20116	8.1952	7.99867
167	3.197285	2.979095	2.857555	2.99157	2.953995	2.82304	2.801715
172	5.72485333333333	6.15634333333333	6.31071666666667	6.38863	6.13546666666667	6.37342666666667	5.92766666666667
173	2.78248	2.58964	2.62748	2.76674	2.51224	2.93914	2.55515
174	3.53975	4.14035	4.07029	3.87193	3.92781	3.86254	3.64176
175	8.31458666666667	7.49654666666667	7.62158333333333	7.67627	7.50535	7.59671666666667	7.2858
176	4.556195	4.575955	4.624355	4.7446125	4.7243725	4.6795025	4.501415
177	4.803535	4.934725	4.644295	4.87958	4.915005	5.001795	4.75257
178	8.54405	9.27197	9.22644	9.3512	9.20158	9.09992	9.33162
181	5.17453	5.1808	5.10403	5.18706	5.12669	5.41025	4.99419
182	5.581464	5.344184	5.837812	5.607258	5.927118	5.528882	5.964826
183	3.93513	3.47909	3.49921	3.63047	3.6325	3.70941	3.57953
185	2.97937	2.891955	2.70441	2.891425	2.84096	3.02414	2.7498
186	3.30227333333333	3.24053	3.51552666666667	3.13012333333333	5.82876333333333	3.16155666666667	3.24427333333333
187	3.91399	4.00882	4.43397	4.25277	4.04302	4.13575	3.9784
189	3.65973666666667	3.71233	3.49196666666667	3.54012	3.57049	3.59916666666667	3.52144
190	3.463715	3.334105	3.375415	3.47235	3.276005	3.48733	3.40945
191	9.61139	10.2698	9.72796	10.1285	9.65391	9.40985	9.11401
196	8.63134	8.51328	8.88573	9.0025	8.34895	9.30835	9.18117
197	3.50732	3.39548	3.373615	3.432535	3.41784	3.280465	3.31706
199	6.8131275	5.589555	5.420215	6.377115	5.654805	6.155125	5.220435
202	10.3748	10.2308	10.1195	9.99838	9.88587	8.6142	11.1017
203	6.31046	6.330695	5.642745	5.526925	5.87139	5.90254	6.14806
204	7.52495333333333	8.34942666666667	7.83441166666667	8.20599833333333	7.97062666666667	7.79125833333333	7.69225333333333
205	6.933225	9.392955	7.1801125	8.3509525	8.4581	7.0522975	8.02164
207	7.46015	8.06199	7.87606	7.74051	7.93935	7.96816	7.81281
208	6.00612833333333	6.16750833333333	5.97608666666667	5.82265833333333	6.04528833333333	5.95110333333333	5.91654833333333
210	6.15511	6.313485	6.27976	6.15383	6.402725	6.43241	6.913135
211	8.93281	8.95652	8.95745	9.17851	8.42851	8.93441	9.24485
212	4.467015	4.052005	4.258945	4.18308	4.02706	4.303745	4.02022
213	3.021344	2.8703	2.872632	2.949452	2.832974	2.854286	2.808106
214	7.53451333333333	7.63069	7.78089	7.78270333333333	7.48519	7.69356	7.99968
215	5.48431	5.47128	5.47276	5.44639	5.47422	5.4956	5.11797
216	2.91759	2.69149	2.68237	2.76549	2.8255	2.79858	3.00434
217	9.47881	6.76493	8.27148	6.92914	7.75483	9.25861	8.04925
218	5.01059	4.99589	5.03666	5.09158	4.92987	4.85113	5.03011
219	6.07822	6.55868	6.326085	6.51513	6.206005	5.98749	6.09743
220	3.26981	3.43804	3.41309	3.391635	3.483195	3.55868	3.568385
221	5.72202	5.91945	5.74925333333333	5.84987666666667	5.85932	5.80738	5.68528333333333
222	3.422785	3.07169	3.244245	3.339815	3.36033	3.05232	3.072285
223	10.236	9.54367	10.3462	10.1417	10.221	10.1124	10.3221
224	7.81873666666667	6.79769	7.20813666666667	7.53757333333333	6.86695666666667	6.87929	6.89901
225	3.12502	3.04945	2.86439	3.5063	2.3443	2.76873	2.67348
226	10.4416166666667	11.5343233333333	11.21928	11.1020733333333	11.4665266666667	11.2150966666667	11.20912
228	3.32607	3.04218	3.653	3.67678	3.32081	3.53472	3.34855
229	3.64695555555556	3.68406333333333	3.68829555555556	3.70168444444444	3.75689888888889	3.67040222222222	3.58879222222222
230	8.32454	10.2233	9.2012	8.41321	10.0676	9.44976	10.0234
231	9.8887	10.3078	9.94486	10.2133	9.82098	9.80756	8.61125
238	4.52944	4.66558	4.484375	4.619475	4.75342	4.708855	4.76273
239	3.6908	3.70162	3.61829	3.72882	3.69143	3.26447	3.50228
240	6.7887225	6.4107625	6.1129375	6.316745	6.6140675	7.3072925	5.18411
241	10.8229	8.47019	8.22615	8.63732	9.16577	9.99245	9.91487
242	3.10782	2.99142	3.06491	2.99011	3.29168	2.89479	3.1134
245	5.61697	5.32045	5.37442	5.07043	5.64409	5.46075	4.74078
246	3.14328	2.93523	2.79823	2.74127	2.75697	2.82303	2.96659
247	3.381705	3.47398	3.537925	3.52332	3.466195	3.23694	3.31793
248	4.228125	4.312165	4.086735	4.399855	4.267405	4.244305	3.970845
249	3.348315	3.45219	3.315195	3.369015	3.3753	3.294975	3.30221
250	4.10187	4.392645	4.34416	4.617835	4.46973	4.491865	4.30692
251	5.569175	5.75615	5.5252	5.65983	5.67462	5.605845	5.4971
257	4.82663	4.45468	4.60915	4.60211	4.44575	4.43986	4.50119
258	3.95183	3.79512	3.84669	3.83371	3.8779	4.06248	3.65622
259	4.941225	4.455355	4.8562	4.89827	4.805225	4.68781	4.663955
262	8.37964	9.138035	9.27458	9.44168	8.95763	9.09527	8.66636
265	2.83831	2.73314	2.9622	2.73771	2.82391	2.88154	2.71779
266	4.33734	4.62631	4.79813	4.78576	4.6384	4.61336	4.51772
267	7.529475	7.3747	6.64208	6.63113	6.576745	7.35502	7.05016
268	5.11838	5.358	5.2546	5.34635	5.28096	5.09624	5.28913
269	5.80072	5.51631	5.71282	5.46252	5.59384	5.8203	5.58434
270	3.37622	3.00862	3.35247	3.20651	2.89687	3.04844	3.01995
271	7.1829	7.66828	7.84376	7.70021	8.09957	7.51333	7.69574
272	6.570065	6.658405	6.13602	6.496885	6.21339	6.32411	6.21245
273	4.77044	4.03655	4.14658	4.12482	4.1146	4.39877	4.23277
274	8.049896	6.600114	6.849702	6.583792	7.298066	6.665864	6.835762
275	6.53061	6.27165	5.84925	5.77537	6.61063	6.55672	5.73801
276	5.77162	5.70997	4.55591	4.61128	6.06404	5.26339	6.9921
280	8.19846	8.4894	8.38051	8.26884	8.82301	8.3754	8.76816
283	4.50267	4.26937	5.52386	4.69531	4.24387	4.60701	4.02529
284	3.01386333333333	2.80481333333333	2.94901333333333	2.82178	2.85502666666667	2.92778333333333	2.86220333333333
285	3.3363275	3.3791425	3.3896925	3.4226225	3.3100875	3.3168275	3.31431
286	5.38258285714286	4.83001571428571	5.51135857142857	4.98607571428571	6.11303285714286	5.34813428571429	6.46558571428571
287	4.24681	4.1088225	3.665355	3.535425	3.5143725	3.6573075	3.933265
288	3.271838	3.283462	4.114898	3.281002	4.059604	3.388572	3.610936
290	3.38799666666667	3.40833	3.24687333333333	3.18083666666667	3.33270666666667	3.41529	3.26958
291	6.157475	6.15826	6.54002	6.287895	6.345675	5.945505	6.166015
292	11.7924	12.3832	12.2662	12.4975	12.1087	12.2108	11.7767
293	12.04915	11.84935	12.0958	11.63505	11.94805	11.6943	11.70885
301	5.055105	3.252635	3.65923	3.53939	3.590165	3.749055	5.14132
302	8.101375	8.3602875	8.965855	9.040735	8.6053475	8.7367525	8.43731
303	3.85886	4.02556	3.99922	4.24332	4.09291	4.12957	4.28588
304	8.4193	8.66326	8.85009	9.09985	8.61617	8.89396	8.36031
305	4.67101	4.75047	4.87176	5.368	4.79771	4.79255	4.63987
306	3.2543	2.73733	7.331	3.28461	6.87683	2.86851	5.96802
307	9.09337	9.20453	9.80941	9.26639	10.9301	9.70077	10.37505
308	10.4411	10.0198	11.1217	10.9545	10.552	10.5412	10.3389
309	8.048325	8.19694	8.23095	8.14951	8.2981	8.020385	8.22374
310	10.410935	10.120435	10.3007	10.27219	9.92526	10.13917	10.3976
311	7.33633666666667	7.02779666666667	7.59643333333333	7.18096333333333	7.81217333333333	7.60346333333333	7.98275333333333
312	3.64996	3.7108	3.77502	3.95845	4.1779	3.68688	3.81963
313	5.53061	5.32056	5.38515	5.43326	5.35603	5.44807	6.31351
314	4.04759	4.04095	4.43653	4.39033	3.88581	4.34803	4.55838
316	3.577225	3.339465	3.41183	3.330195	3.308345	3.35751	3.282315
317	5.47117666666667	5.68837333333333	5.80093666666667	5.63724	5.72570666666667	5.78869333333333	5.84524
318	7.63872	7.09837	7.12113	7.43931	7.51999	7.72	8.52503
319	2.84051	3.01662	2.88446	3.13881	2.91462	3.08797	3.08296
320	4.8618	4.781235	4.85123	4.951315	4.95249	4.73654	4.818875
321	5.203545	5.140135	5.18353	5.200215	5.11078	5.231855	4.936775
322	5.16198	5.60908	5.19998	5.56533	5.12315	5.25773	5.21493
323	4.86764714285714	4.63004285714286	4.75180857142857	4.40724857142857	4.84344571428571	4.86905571428571	3.96790857142857
324	5.09322	5.219798	5.439162	5.280284	5.31439	5.269372	5.108076
325	5.42827	5.23077	5.24125	5.19911	5.34657	5.2789	5.29695
326	5.74964	5.60818	5.59428	5.85833	5.4944	5.46758	5.66092
327	6.03936	6.192365	6.167645	6.548555	6.191265	6.244605	6.202215
328	10.6746	11.1583	11.0368	11.3508	11.0552	10.905	11.0054
329	9.87374	9.87912	10.3949	10.0343	10.0952	10.1577	10.8412
330	8.49117	8.63188	9.061465	8.728355	8.5142	8.976035	9.31221
331	6.80289714285714	6.66335	6.96259857142857	6.72422714285714	6.93390714285714	6.96895	6.78637428571429
332	6.1528075	7.8736025	7.91434	8.31679	7.7632825	8.3692925	7.124715
333	5.65509	5.1845	5.57123	5.38771	5.33931	5.49818	5.56537
334	5.82173	5.63219875	5.6737425	6.34098875	5.91765875	5.706205	5.9538025
335	3.835145	3.935185	3.67887	3.899545	3.78532	3.576675	3.754865
336	3.64793	3.6845	3.5053	3.475475	3.411895	3.60186	3.295395
337	6.30011	6.45733	6.54757	6.6433	6.52798	6.38748	6.37323
338	3.53344	3.208705	3.005415	3.301555	3.104305	3.090915	2.985385
339	3.88071	4.26828	4.27763	4.22876	3.97187	4.4385	4.15801
341	5.672415	6.529465	6.157135	6.24694	5.95564	6.22524	6.3797
343	3.72468	4.19291	4.31999	4.24468	3.86958	4.2051	4.14414
344	4.7276025	4.9870075	4.63433	4.7093475	4.9375675	4.78266	4.65113
345	3.78486	3.72863	3.565905	3.79534	3.747135	3.68804	3.67874
347	4.01446	4.00372	4.27389	4.14673	4.08232	4.09383	3.67061
348	4.823368	4.985826	4.911814	4.950286	4.95725	4.819502	4.870728
350	4.19152	3.93268	4.02816	4.223825	3.974245	4.276265	4.41561
351	7.82057	4.6234	5.6341	7.48810666666667	5.13297666666667	7.1538	4.30716
353	9.01167	9.26766	9.16836	9.155665	9.1653	8.93609	8.990755
354	5.42065	5.46144666666667	5.53130333333333	5.61249333333333	5.58801	5.49945666666667	5.51478666666667
355	8.833018	8.333252	8.64835	7.83756	8.453536	7.930374	8.737324
356	3.34808	3.6904	3.503945	3.59949	3.579205	3.4235	3.18043
357	3.7549	3.50885	3.77438	3.53868	3.7126	3.84537	3.51289
358	3.652875	3.668195	3.744115	3.76829	3.438175	3.54144	3.62623
359	4.95828666666667	4.82079	4.79507666666667	4.81579666666667	4.84659333333333	4.90385333333333	4.78812333333333
360	6.15261666666667	5.29361666666667	6.73341333333333	6.27455333333333	5.96596333333333	6.02177333333333	7.26702
361	2.638906	2.601626	2.643956	2.674956	2.642974	2.56393	2.649152
362	5.99029	5.74033	5.87971	5.72666	5.49348	5.34505	5.48881
363	5.35566	5.11446	4.96934	5.22139	5.07526	5.367115	5.080685
364	5.74755	6.05424	5.74146	5.9394	5.87309	5.88903	5.74649
366	6.12077	4.76357	7.11481	6.07294	6.18461	6.24499	7.77473
367	3.96568	3.8577425	3.84229	3.82623	3.9278925	4.051185	3.9912825
368	3.67820333333333	3.73135	3.84206666666667	3.88318333333333	3.79002	3.73714333333333	3.62841333333333
369	6.14132	5.984945	6.20671	6.025235	6.040695	6.143885	6.1595
372	9.30337	9.39905	9.45335	9.71285	9.24982	9.35272	9.40172
373	5.12989333333333	4.80953	4.72521666666667	4.89406	4.84421333333333	4.7564	5.36971
374	3.08307	2.95882	3.08102	2.82428666666667	2.97832	2.95562333333333	2.97638333333333
375	7.9529075	8.202855	8.3820925	8.172685	8.3384875	8.26693	7.9720675
377	8.90475666666667	8.38483333333333	8.44503333333333	8.51006666666667	8.05673333333333	8.34542666666667	8.5118
378	10.5842	10.5151	10.97875	10.90065	10.59025	10.61605	10.488155
379	4.249825	4.38016	4.19356	4.37204	4.462195	4.50651	4.290675
381	8.14478	8.02547	7.90366	7.76448	7.96184	7.93263	7.96543
382	9.62256	9.71431666666667	9.54372666666667	9.65338666666667	9.57802666666667	9.60668333333333	9.42087333333333
383	3.316575	3.10913	3.1675175	3.26708	3.110155	3.2428725	3.0935875
384	5.70692	7.34114	5.422435	6.27742	5.97868	5.54191	5.83537
387	8.14692	8.48926666666667	8.34713666666667	8.43070666666667	8.35885333333333	8.45109333333333	8.14847
388	4.196022	4.068906	4.376028	4.042682	4.22439	3.87508	4.070578
389	6.76458	6.50284	6.4013	6.34618	6.430745	6.41683	6.902725
390	5.75749	3.98775	6.15676	4.07758	4.80288	4.11736	10.0533
391	9.38601	9.63562	9.52417	9.32164	9.44752	9.34783	9.34585
392	6.231775	6.3886575	6.304435	6.2680075	6.40821	6.3677525	6.2544825
393	7.15413	6.97884	6.91317	7.13004	7.25973	7.04012	6.98565
394	4.221822	4.185844	4.393776	4.53553	4.34424	4.019906	4.375634
395	5.16706	3.70825	5.434585	4.95953	5.37795	5.28242	6.002165
396	6.6621325	7.12621	6.90058	7.0442925	6.9003375	6.9744125	6.658355
397	10.1820766666667	10.5295366666667	9.68875666666667	10.1901433333333	10.11218	10.0208833333333	9.40749666666667
398	4.47968	4.55814	4.37635	4.77286	4.61565	4.64909	4.39922
399	8.67704	8.391775	8.353885	8.020425	8.98088	8.458015	9.268125
400	8.42166333333333	8.03701	8.28606666666667	8.54451	7.98811666666667	8.10342	7.87929666666667
401	4.49246	4.14742	4.17982	4.30157	4.31035	4.17136	4.25268
402	8.4518	8.66974	8.11751	8.31773	8.60261	8.5362	8.63257
403	6.845455	6.743035	7.163605	7.263975	6.890845	7.05693	7.531825
405	5.58887666666667	5.71050666666667	5.53663	5.75100333333333	5.49734666666667	5.619595	5.66141
406	6.220575	6.055615	6.63635	6.268195	6.272485	6.19144	7.489285
407	5.45414	5.61338	5.45781	5.59594	5.42385	5.60508	5.45045
408	5.10551285714286	5.08199857142857	5.34833285714286	4.95653571428571	5.54058714285714	5.01949571428571	4.80160428571429
409	6.27468	6.27593	6.20592	5.9199	5.96668	5.84386	5.85635
410	5.95959	5.32523	5.409875	5.61012	5.763905	5.770185	5.85207
411	4.1593475	3.9618625	4.3772175	4.240115	4.00173	4.2922175	3.9843325
412	5.39309	6.057205	5.588575	5.7743075	6.4358875	6.0946175	5.5946425
414	5.9141025	5.00931	5.27702	5.00528	5.289275	5.3687825	5.72267
415	3.36764	3.42576	3.4143	3.3564	3.65369	3.37504	3.49505
416	5.52117	5.40477	5.68139	5.58035	5.65275	5.67841	5.51533
417	4.75396333333333	4.92248	4.84457	4.68356333333333	4.91955	4.7893	4.71527
419	2.93184	2.73467	2.3958	2.92175	2.69311	2.81316	2.62212
420	3.09281	2.65454	2.74889	2.776095	2.81661	2.780435	2.659295
421	6.58834666666667	6.82537	6.55780333333333	6.65051333333333	6.62799333333333	6.6676	6.52285333333333
427	8.311938	8.00095	8.22777	7.644308	8.283708	7.642502	8.255632
429	4.9514575	5.4048675	4.641905	3.8904825	5.54794	4.0049325	8.3206975
430	3.22721	3.465755	3.19962	3.28097	3.33693	3.23632	3.323175
432	4.98273	4.7051	4.3159	4.63913	4.58652	4.58455	4.58683
433	4.92951	5.04214	5.17173	5.27176	5.00891	5.07453	4.8753
434	4.06728	3.95614	4.15187	4.00682	3.67948	4.31999	3.65468
435	6.93217	7.71091	8.17632	7.33541	8.31796	7.96744	8.2627
438	4.22541	4.26551	4.198735	4.33373	4.060945	4.068265	4.871955
439	7.92524	7.9119	8.08987	8.23312	7.7502	8.15245	8.1211
440	7.24169	6.430885	6.74265	6.568295	6.354945	6.507275	5.917715
443	3.97868	4.00448	4.0575	3.660405	5.481505	4.31296	6.166615
444	3.79751444444444	3.36073	4.48837888888889	3.57112444444444	4.40482555555556	3.98574777777778	5.11982444444444
445	9.63458	5.73309	7.31744	6.20531	7.51454	6.21381	6.65452
460	2.50361	2.67342	2.58015	2.494405	2.43827	2.680075	2.50816
462	3.33327	3.18869	3.04999	3.49059	3.13817	3.32537	3.154465
463	4.92455	4.91084666666667	4.53237833333333	4.69384166666667	4.77971	4.93384	4.79176166666667
466	7.60734	7.70431333333333	7.67934	7.70744333333333	7.70418666666667	7.59875	7.79361666666667
467	7.10693333333333	6.3124	6.38487	5.95254333333333	6.08867666666667	6.15865333333333	6.28607333333333
468	11.8843	11.4165	11.46	11.1976	11.5112	11.5131	10.8835
471	10.4543	10.8614	10.878	11.2484	10.5686	10.4628	11.1318
472	6.53683833333333	6.65181666666667	6.42925	6.300925	6.99343333333333	6.530525	6.600855
473	4.673604	4.25312	4.89303	4.533518	5.238298	5.017678	5.139512
474	4.41628	4.1462	4.44135	4.42797	4.31054	4.21242	4.18134
475	9.77915	9.01818	9.28521	9.56674	9.04606	8.66129	9.66871
476	10.3039	10.5143	10.2607	10.4894	10.1241	9.95156	10.3402
477	3.10526	3.13311	2.95405	3.000515	2.977985	3.05898	2.89752
478	3.90599	3.81756	3.81492	3.99748	3.6944	3.66269	3.75878
479	4.48223	4.73703	4.68509	4.37261	4.48419	4.41769	4.32305
480	3.44616333333333	3.24264	3.20094	3.14373	3.13171666666667	2.97924	3.01851666666667
481	6.70366	8.438585	9.82326	7.74181	10.78345	9.61146	11.1384
482	5.23304	5.36712	5.50459	5.63908	5.09948	5.40766	5.30453
483	7.66122333333333	7.75630333333333	7.84587333333333	7.76414666666667	7.71985666666667	7.63263333333333	7.40283333333333
486	5.06468666666667	4.59807333333333	6.82535	5.26646333333333	7.99284	6.12633	7.08520333333333
487	4.611885	4.665595	4.41624	4.557885	4.686035	4.569	4.437505
