Gene	SpFA2a	SpFA2b	SpFA2c	SpFA2d	SpFA2e	SpFA3a	SpFA3b	SpFA3c	SpFA3d	SpFA3e	SpFA4a	SpFA4b	SpFA4c	SpFA4d	SpFA4e	SpMA2a	SpMA2b	SpMA2c	SpMA2d	SpMA2e	SpMA3a	SpMA3b	SpMA3c	SpMA3d	SpMA3e	SpMA4a	SpMA4b	SpMA4c	SpMA4d	SpMA4e
14048 1.03644868 1.31616522 1.02511595 1.00222638 0.86057921 1.2625775 1.0708322 1.06675829 1.29050303 1.21054281 1.07717509 0.99329878 0.9097557 1.07325988 1.04031134 0.97234995 1.10093156 1.03074329 1.12136922 0.41109722 1.0587736 0.96865383 0.97541418 1.16861903 0.93060487 1.07668919 0.8135714 0.87327073 1.14285675 0.9829213
14049 -0.250029 -0.4507911 -0.3926822 -0.2972763 -0.4233031 -0.2897413 -0.390634 -0.3438392 -0.3677321 -0.2248144 -0.1685792 -0.4370323 -0.2436307 -0.2733725 -0.331835 -0.1683521 -0.4792093 -0.1063332 -0.5327415 -0.0042642 -0.2426408 -0.2916777 -0.2663192 -0.3775786 -0.2243678 -0.3038777 -0.1567043 -0.2024382 -0.2502801 -0.3438062
14050 0.13385074 0.27670619 0.26734916 0.17539746 0.31899605 0.19570185 -0.0161206 0.06281034 0.32323992 0.30056584 0.33085302 0.22561154 0.21669387 0.19158581 0.27504455 0.04947094 0.28860342 0.3665719 0.24882173 1.01259413 0.36032017 0.07629129 0.32871984 0.18857036 0.12517098 0.28612907 0.09981224 0.32946513 0.25146513 0.37539255
14055 -0.2416282 -0.1722857 -0.3569465 -0.2435193 -0.5022015 -0.2917888 -0.3004328 -0.2343833 -0.2202246 -0.1522233 -0.4624836 -0.2669141 -0.2998659 -0.6219488 -0.2880774 -0.1623215 -0.3067016 -0.3575754 -0.1616602 -0.9508649 -0.2585021 -0.164448 -0.5103646 -0.1664031 -0.158267 -0.2971099 -0.3248367 -0.2825523 -0.0611677 -0.4890256
14057 0.168109385 0.18705087 -0.091896665 -0.0380004 0.16281234 0.080893165 0.07240003 0.13249856 0.15663688 0.14007233 0.09609132 0.14987936 0.08807315 0.11648719 0.162265705 0.04736132 0.028726915 -0.014275235 0.081964915 0.03056977 0.14799787 0.02536736 0.181059775 0.126478415 -0.055150925 0.148775785 0.036981225 0.07663886 0.089215375 0.233378015
14062 -0.0066066 -0.217527 0.25004969 0.05414624 -0.1063738 -0.2170509 0.09756037 -0.0316213 0.04809749 -0.0046406 0.08345763 -0.0028187 -0.016154 -0.226319 -0.3342296 0.00396349 -0.0400843 -0.0021991 -0.1088882 -0.2155067 -0.0591075 -0.0506616 -0.0814259 -0.0521748 0.12672906 -0.168481 -0.1119132 -0.0409709 -0.0941706 -0.2349196
14066 -0.4571316 -0.4631588 -0.7188796 -0.5496989 -0.3657497 -0.3886721 -0.5367242 -0.6423153 -0.3413241 -0.3365964 -0.4229152 -0.5748627 -0.4341599 -0.6916705 -0.2381686 -0.5535106 -0.3122281 -0.5420461 -0.4547992 -0.2791868 -0.2988942 -0.540681 -0.5846966 -0.3900127 -0.6948926 -0.4821517 -0.4214441 -0.3956542 -0.5781565 -0.6436422
14070 -0.6668953 -0.8019662 -1.0382431 -0.8819793 -0.8447559 -0.8276134 -0.611743 -0.7792141 -0.7348528 -0.9831146 -0.7052563 -0.7401409 -0.9274069 -0.7944406 -0.8715876 -0.7546409 -0.8737167 -0.8731034 -0.816097 -1.6952555 -0.910061 -1.2627702 -0.5782255 -0.5065908 -1.0145326 -1.2268064 -1.2912088 -1.0858289 -0.8604859 -0.6672929
14081 -0.0201419 0.05408747 0.10081112 0.01088673 0.08944574 0.10036471 -0.0049868 -0.0242391 0.03102621 0.15547733 0.0944362 0.05615292 0.15306549 -0.1026396 0.1747887 -0.0227541 0.01328837 -0.0645332 0.06515546 0.1194032 0.0250254 0.05897551 -0.042171 0.08279774 0.11186869 0.07972937 -0.0182614 0.08822956 0.06693315 -0.087993
14082 -0.474071 -0.5321626 -0.4336024 -0.5457023 -0.5586118 -0.6394162 -0.5208944 -0.7732661 -0.6027782 -0.6669131 -0.6152563 -0.6086817 -0.7105163 -0.4528814 -0.6948176 -0.5019123 -0.5627771 -0.7543516 -0.7542951 -0.64934 -0.622245 -0.5626166 -0.4394954 -0.5442387 -0.5003976 -0.6297686 -0.6370941 -0.7116342 -0.6527221 -0.4511575
14083 -0.33294817 -0.285187763 -0.44142889 -0.378371028 -0.34541023 -0.40496486 -0.382454995 -0.370908955 -0.28533418 -0.2660373 -0.32495174 -0.31973714 -0.32213831 -0.40045499 -0.377199535 -0.33700355 -0.30860975 -0.382978065 -0.32752345 -0.52290985 -0.291255545 -0.4051944 -0.228442853 -0.373802988 -0.297831465 -0.3794446 -0.4260352 -0.323398003 -0.363987073 -0.22840561
14084 -0.9947694 -0.7619368 -0.8877463 -0.7873616 -0.9706869 -0.9199006 -0.9045 -0.9761631 -0.828694 -0.8375235 -0.9964811 -0.912403 -1.1349701 -0.9939835 -0.8686958 -1.0050468 -0.8794955 -0.9325427 -0.8506425 0.26012016 -0.9170878 -1.0882101 -0.9936996 -0.8939527 -0.9528781 -1.0786622 -1.1466197 -0.9203794 -1.0750774 -0.8179303
14085 -1.1088645 -1.1941682 -1.2759526 -1.1044158 -1.1670363 -0.9749495 -0.9873862 -0.9134383 -1.073299 -1.215341 -1.0028831 -1.1328465 -1.2711982 -1.0852342 -1.190132 -1.0636779 -1.1026032 -1.0487921 -1.201382 -0.6744235 -0.9998246 -1.3658225 -0.8443353 -1.1301037 -1.1168826 -1.4463299 -1.5065073 -1.1514768 -1.1551346 -1.0514438
14086 -1.4435586 -1.4952312 -1.364415 -1.4074324 -1.4846795 -1.5361286 -1.7827671 -1.5297786 -1.4292905 -1.767522 -1.4146553 -1.4619486 -1.5274556 -1.5075361 -1.5029172 -1.6437798 -1.4413142 -1.3643361 -1.5063419 -1.6117049 -1.5884595 -1.4993928 -1.2494859 -1.4115244 -1.0831923 -1.4731123 -1.745881 -1.5897807 -1.2646858 -1.3434591
14087 0.6171151 0.616793785 0.789872975 0.634075505 0.76565143 0.642120115 0.647691495 0.604557295 0.6116702 0.76706861 0.873134655 0.66944606 0.69702472 0.757020015 0.55311489 0.612789065 0.55986916 0.78432841 0.71543903 1.31791104 0.80931829 0.660601535 0.78885029 0.53709291 0.67477989 0.718994695 0.78339186 0.562775895 0.64817399 0.599987405
14104 -0.14549025 -0.10185526 -0.35593535 -0.1681723 -0.2362163 -0.25911025 -0.129173515 -0.08828669 -0.27374835 -0.2720236 -0.1352202 -0.20055365 -0.1413511 -0.22680399 -0.1238545 -0.1274768 -0.15543805 -0.2609166 -0.221914 -0.6685022 -0.3184974 -0.23957675 -0.3085693 -0.2023556 -0.08702325 -0.24918075 -0.25391675 -0.1557446 -0.1964007 -0.2347653
14105 -0.114008884 -0.188310498 -0.218649864 -0.101230932 -0.072720932 -0.048381024 -0.295854622 -0.116229216 -0.086845332 -0.28008189 -0.427516282 -0.020634736 -0.062232468 -0.015090856 -0.06736886 -0.117108814 0.053835286 -0.17530612 -0.024975714 -0.705595872 -0.124802026 -0.051672346 -0.033393916 -0.28799131 -0.038666564 -0.204726332 -0.066868418 -0.035528212 -0.350088276 -0.071070382
14107 -0.226764943 -0.21588195 -0.119340723 -0.172728497 -0.262372143 -0.283897123 -0.273599723 -0.27857813 -0.175209837 -0.225658187 -0.323130847 -0.23665267 -0.236589737 -0.23912072 -0.170979833 -0.262579503 -0.13623644 -0.214341177 -0.19521642 -0.112486077 -0.270743627 -0.290170643 -0.292581727 -0.22626078 -0.250411093 -0.265151327 -0.310587057 -0.1382808 -0.2931899 -0.332615873
14109 1.639462985 1.5616201 1.44403485 1.554464545 1.62800874 1.584420005 1.60447414 1.62379196 1.617264935 1.59965872 1.364234845 1.754943255 1.69892616 1.52440304 1.6399298 1.594179605 1.610611515 1.47531791 1.57218227 0.73681195 1.697381 1.66885807 1.71269631 1.55098523 1.744957645 1.597485165 1.649313045 1.777459015 1.523545275 1.5964783
14113 0.26900686 0.35728827 0.2273075 0.31965582 0.46251931 0.49843385 0.23205293 0.19074656 0.38935037 0.41182875 0.64427197 0.45656227 0.39796433 0.34930834 0.26460815 0.28751598 0.20398833 0.36274434 0.34968883 0.48966517 0.52103283 0.34190858 0.28514764 0.33374433 0.30349085 0.35865074 0.37088197 0.27841801 0.53633987 0.38231997
14115 0.92153047 0.69009118 0.90376172 0.81611196 0.84265989 0.779689 0.93837984 1.01435074 0.57555294 0.80479615 0.83090142 0.82865299 0.77897428 0.97392208 0.76520591 1.01016619 0.76827601 0.67656264 0.81490611 0.50432547 0.82208544 0.84664563 0.94678654 0.87502796 0.56326997 0.80747125 0.7877955 0.60336126 0.63147883 0.85618423
14119 -2.2531082 -2.5030602 -2.5151092 -1.9452318 -2.4482697 -2.4130377 -2.1070563 -2.0597394 -2.1067543 -2.6210754 -2.4981122 -2.4662943 -3.096191 -2.4750481 -1.8422742 -2.3589039 -2.9717259 -6.0810853 -2.2498204 -2.0618606 -2.7454584 -2.9113918 -3.1667322 -2.5421926 -2.1301756 -3.0314986 -2.9276274 -2.7207228 -2.1150116 -2.3237084
14127 0.51159231 0.32730991 0.29864601 0.77219114 0.6066115 0.59311559 -0.0883438 0.4539906 0.48101572 0.20772153 0.13458381 0.70905923 0.45792072 0.61533528 0.46588295 0.30229371 0.62932058 0.46639327 0.7966735 0.48932656 0.26405868 0.52453927 0.5141374 0.04276112 0.47542732 0.43526068 0.65208002 0.48664283 0.13612661 0.7720341
14129 1.81764124 1.84158079 1.67095842 1.74720335 1.68955448 1.74098125 1.68199203 1.73658652 1.7600843 1.6433505 1.6674341 1.70660569 1.67004085 1.78977252 1.77167319 1.67781053 1.64285824 1.68277165 1.66853949 0.84625929 1.71481219 1.59422466 1.82748195 1.71875407 1.68619935 1.68196429 1.53294673 1.57043571 1.81653472 1.62069267
14131 -0.698243 -0.7777509 -0.8969884 -0.9623429 -0.8667272 -0.7988206 -0.5460596 -0.7649999 -0.980891 -0.9843239 -0.8865666 -0.5641922 -0.7404139 -0.9485699 -0.6340109 -0.5534123 -0.6082306 -0.6713279 -0.9403237 -1.7319772 -0.9826363 -0.6600448 -0.6422087 -0.9633711 -0.7003461 -0.7415217 -0.5699014 -0.6659494 -0.9798475 -0.9570575
14132 -0.8055427 -0.9552398 -0.6922624 -0.6244438 -0.1374181 -0.1905703 -0.7055774 -0.8641145 -0.5205241 -0.3133493 -0.1583904 -0.3731643 -0.3333255 -0.7473437 -0.7573551 -0.7373717 -0.9711564 -0.734279 -0.6848273 -0.7038281 -0.2794767 -0.3977066 -0.8960436 -0.7361456 -0.7676115 -0.3165267 -0.2513291 -1.1095885 -0.430174 -0.7940881
14149 -0.3578364 -0.1778289 -0.1971729 -0.1844054 0.00083281 -0.1218623 -0.2479516 -0.222907 -0.2428407 -0.1040293 -0.0544673 -0.1851813 -0.1086032 -0.0643764 -0.1171464 -0.205417 -0.2481988 -0.2569804 -0.2326164 0.07109176 -0.1350681 -0.1170442 -0.1971543 -0.2206977 -0.0882485 -0.1442877 -0.1775403 -0.1350472 -0.1775408 -0.2326465
14151 -0.063644545 -0.18559952 -0.02799347 -0.217179075 0.28570016 0.144785225 -0.0010817 -0.092227115 -0.192186265 0.108935595 0.233048085 0.11568165 0.206094255 -0.053527805 -0.21272029 -0.07049616 -0.209029335 -0.194405955 -0.288956805 -0.0243444 0.145904835 0.180598485 -0.032984235 -0.117741965 -0.08530649 0.13696246 0.17207362 -0.2211283 0.16964425 -0.33839585
14154 -0.1296414 -0.2462617 -0.38151175 -0.318988 -0.23392845 -0.1363292 -0.1589895 -0.08522116 -0.3965824 -0.2815395 -0.5159481 -0.052250515 -0.35790035 -0.1966733 -0.1658606 -0.1429989 -0.21832435 -0.4064988 -0.30235905 -1.2896131 -0.28867825 -0.2771735 -0.001560185 -0.13304955 -0.3690748 -0.5209791 -0.4022356 -0.3776944 -0.3317348 -0.2445129
14155 -0.563148587 -0.484668293 -0.814382997 -0.600387673 -0.56125671 -0.43883974 -0.582855947 -0.57112923 -0.469486203 -0.545147113 -0.575065757 -0.56489845 -0.522713353 -0.588569253 -0.48884785 -0.559345493 -0.502054133 -0.633273737 -0.552381383 -0.603740267 -0.482881503 -0.528373007 -0.64780497 -0.542544587 -0.604978697 -0.47478797 -0.56451562 -0.477657237 -0.508245993 -0.513628917
14156 1.11351601 1.252645565 0.93712825 0.946642585 1.067206405 1.13575156 1.10461621 1.044152015 1.032145775 0.896878675 1.000343985 1.02822634 0.955265285 1.01541025 1.079983685 1.057051865 0.99324113 0.838143705 0.91507785 -0.003304795 1.026736765 1.03266112 1.11921981 1.15781772 1.03170944 1.304872195 0.86110322 0.798628975 1.016777755 1.025474855
14164 -1.03089085 -1.15168865 -1.06745475 -1.34665125 -0.9912691 -0.9961473 -1.1996706 -0.9616716 -1.05081795 -1.06063725 -1.00737815 -0.908308 -1.0796525 -1.32097565 -1.1475351 -1.1294271 -1.044087 -1.2222075 -1.2559182 -0.94020705 -1.09230475 -0.83905105 -1.05468265 -1.2703157 -1.09541545 -0.93967275 -0.99029085 -0.9801667 -0.84833105 -1.25354175
14165 -0.72441695 -0.7298176 -0.76507055 -0.68866925 -0.7003206 -0.6030166 -0.70180335 -0.7287499 -0.7117259 -0.754409 -0.6677505 -0.72734155 -0.6160298 -0.7246255 -0.6782897 -0.6786965 -0.5867284 -0.5978062 -0.72367295 -0.490634 -0.6297055 -0.71076465 -0.84867965 -0.7607707 -0.5763558 -0.59207855 -0.64298235 -0.7141879 -0.69518825 -0.71291615
14167 -0.4500625 -0.7254823 -0.6598444 -0.6733564 -0.7006622 -0.7840794 -0.7272278 -0.6082556 -1.0491223 -0.8342805 -0.9020679 -0.8726231 -0.7102503 -0.6350646 -0.619761 -0.7069373 -0.7714904 -0.8954513 -0.9532716 -0.9638235 -0.6742777 -0.7589904 -0.5680235 -0.6857477 -0.6304774 -0.8156478 -0.7503093 -1.1383237 -0.7920654 -0.7592909
14168 -0.7365073 -0.6470491 -0.3510146 -0.6512662 -0.4952595 -0.6070622 -0.7454046 -0.8606852 -0.7782819 -0.3925922 -0.4037745 -0.5297451 -0.5159121 -0.710604 -0.7742525 -0.6792745 -0.6244966 -0.7175469 -0.63757 0.49080014 -0.4362263 -0.5233948 -0.8761368 -0.7871132 -0.7402607 -0.4911039 -0.4419533 -0.7012707 -0.4985336 -0.7051553
14181 -0.7517978 -0.6405301 -0.6056369 -0.8115205 -0.4692461 -0.4850832 -0.5825962 -0.6217349 -0.4715802 -0.4769326 -0.3356599 -0.5543803 -0.5523065 -0.6077312 -0.590203 -0.6723752 -0.8090199 -0.610622 -0.7200194 -0.0882127 -0.3763538 -0.5183554 -0.8112237 -0.6248911 -0.5226335 -0.3655196 -0.5341125 -0.6235004 -0.4973559 -0.4381217
14182 1.36551263 1.4043027 1.17726694 1.40535355 1.20482771 1.27995738 1.45001073 1.4231597 1.33064601 1.39332689 1.2390827 1.37185836 1.3379242 1.18604988 1.43432175 1.38780328 1.41588548 1.32544565 1.35709092 1.02737401 1.24817902 1.26528628 1.2288265 1.47624303 1.41353407 1.30991446 1.27657398 1.48938429 1.31885954 1.29101182
14183 0.09677212 0.17665519 0.62538691 0.3398944 0.38984242 0.27417107 0.1605893 0.3172953 0.39503475 0.34418388 0.47799371 0.18008961 0.25493585 0.37637393 0.24083294 0.39320188 0.24401911 0.21969213 0.24293651 -0.0540096 0.39466037 0.22683109 0.34349138 0.25674941 0.13998498 0.31280798 0.15302741 0.10913932 0.14447597 0.2933527
14187 -0.8264279 -1.0733144 -0.9175563 -0.8725776 -0.9470819 -1.0747182 -0.9978016 -1.2660659 -1.131753 -1.0102919 -0.846505 -0.9850283 -1.0862223 -1.0246676 -1.0191078 -0.9813213 -0.8900823 -1.1081701 -0.8606879 -0.5541219 -0.9087134 -0.7818528 -0.8211083 -1.0885854 -1.1383464 -0.9512996 -1.0346473 -0.9856472 -0.9472534 -0.9021315
14194 0.19996837 0.16618835 0.11222151 0.07157438 0.16253577 0.086855 0.02737503 0.16711169 -0.0275959 -0.0105053 0.2005239 0.09490207 0.09302565 -0.0267673 -0.0620267 0.25806809 -0.0133239 -0.2042406 -0.1247887 -1.0923152 0.08859391 -0.0351581 0.07459409 -0.059947 0.20468885 -0.1952349 -0.0066351 -0.2581972 -0.0248723 0.07440438
14199 0.21263993 0.50894357 0.28742292 0.54397408 0.30606298 0.48543967 0.56317111 0.5336748 0.52179962 0.23343225 0.06286164 0.43844394 0.40234051 0.48326361 0.53270592 0.4913675 0.43304403 0.4337669 0.46807209 0.15101892 0.36521025 0.5048302 0.45942017 0.65156171 0.49807068 0.39238205 0.31022652 0.56163639 0.12013305 0.50332067
14200 -1.0692604 -0.8990954 -0.9837397 -1.0528486 -1.1093098 -1.0142114 -0.8787844 -1.1038978 -0.8542185 -0.9619023 -1.0045984 -0.8781856 -0.9478054 -0.8556091 -0.894537 -1.2085998 -0.8533125 -1.0580789 -0.9285111 -0.4015146 -0.9127869 -1.0333002 -0.862394 -0.856024 -0.8877103 -0.8060484 -0.9747024 -0.8088236 -0.7818335 -0.791181
14208 -0.2452143 -0.2589793 -0.2796578 -0.4482167 -0.2590102 -0.3514664 -0.092379 -0.1542802 -0.5567962 -0.4125694 -0.3458256 -0.2138644 -0.391683 -0.586614 -0.1598273 -0.1521539 -0.3462785 -0.6145729 -0.5076483 -1.0344123 -0.4278874 -0.3318258 -0.0855927 -0.2337057 -0.2881594 -0.4527311 -0.1709482 -0.2934256 -0.2082431 -0.4644994
14211 0.118162015 0.05259895 0.066895775 -0.129186775 0.058774025 0.04882448 0.07615154 0.142352215 0.0098484 0.024228815 -0.08596364 0.197832485 0.041675605 0.156452645 -0.03258753 0.020218515 0.07956944 -0.077248335 -0.10273648 -0.4747316 0.008695795 0.104741825 0.30745651 0.137674335 0.12375011 -0.04874803 0.060007045 0.027972865 -0.0220309 0.087148815
14225 0.59180351 0.626256695 0.852483655 0.63075923 0.674230055 0.56464155 0.680548435 0.64376544 0.615911905 0.61833352 0.767509615 0.561115495 0.624911695 0.751582815 0.642797375 0.622914115 0.609928575 0.66669851 0.617507325 0.97254865 0.63501318 0.63387765 0.66481169 0.67164644 0.57259888 0.64074863 0.607048855 0.54229652 0.70258513 0.686049435
14228 0.104277097 0.009024277 -0.036675247 -0.028240297 -0.01991946 0.0281185 0.067458657 0.106701823 0.03327316 0.031668563 0.109452777 0.10484792 0.137199623 0.136377637 0.090550077 0.108872107 0.06032968 0.02146509 -0.018404753 0.124999927 0.038322047 0.069645963 0.11876759 0.050984843 0.16381042 0.109445273 0.166984977 0.230274183 0.07841566 0.051173747
14229 -0.5751337 -0.4353974 -0.7972034 -0.6802432 -0.6942365 -0.5826894 -0.4865529 -0.4702361 -0.6849903 -0.7259773 -0.5693941 -0.5545272 -0.7289023 -0.6907728 -0.5033367 -0.3177391 -0.5553163 -0.7922615 -0.6861407 -0.8651057 -0.695412 -0.5636363 -0.5925789 -0.5741055 -0.6746963 -0.5485699 -0.4656084 -0.6332058 -0.582696 -0.6885399
14230 -0.269845 -0.3216501 -0.358914 -0.44418865 -0.2881816 -0.3702273 -0.3424016 -0.4354823 -0.4159218 -0.5046131 -0.42943815 -0.20889695 -0.46469755 -0.2848502 -0.4846276 -0.2476629 -0.4785579 -0.38076935 -0.4767592 -0.3745811 -0.38368125 -0.37164105 -0.31558645 -0.3153507 -0.36871405 -0.40546515 -0.33223945 -0.4114816 -0.3983305 -0.4025328
14232 0.22122286 0.1933402 0.15738141 0.12683969 0.15684464 0.21436084 0.25429955 0.28000233 0.12397076 0.26466562 0.14601754 0.2423966 0.30405075 -0.072776 0.33034792 0.30238145 0.33974205 0.02441544 -0.0032004 -0.5365299 0.2163553 0.3317608 0.20422655 0.30523978 0.41330619 0.18491298 0.23426662 0.39312465 0.25131868 0.10135138
14235 0.96139712 0.9788917 1.0483334 0.91110451 0.86635843 0.90354144 1.03948279 1.07121838 0.71184009 0.84012758 0.92771994 0.86267495 0.76653547 0.87382813 0.86687631 1.06249735 0.81640534 0.80941246 0.90156064 -0.5648569 0.84036397 0.86541211 0.86551566 0.99938744 0.70326177 0.77848299 0.76878703 0.35511986 0.83106076 0.79335374
14236 0.061704755 0.034844655 0.047001755 0.11142526 0.025080155 0.095052855 0.063856825 0.03442104 0.04292469 0.13232549 0.037465055 0.105402575 0.0933529 0.20487411 -0.219999705 0.125027525 0.022365425 0.254181375 0.048982895 0.68654941 0.06049209 0.09081944 0.07862061 -0.02671344 0.02928717 0.10337072 0.098433605 0.09117843 0.191892175 0.138688745
14247 0.05449671 0.18131779 0.11073009 0.14413197 0.18003488 0.25915643 0.23439092 0.11522879 0.1786943 0.10081578 0.44801818 0.21888618 0.14598643 0.17850441 0.28933308 0.14953452 0.12608752 0.17337029 0.11760843 -0.1242781 0.21919067 0.18447513 0.20116105 0.29269209 0.03574033 0.0928898 0.24067194 0.21706297 0.30857798 0.27609024
14248 0.35190652 0.4733974 0.27971061 0.45510969 0.51130557 0.58213811 0.46860751 0.37761377 0.53938628 0.50002512 0.67010015 0.49987016 0.52776464 0.32768116 0.43760414 0.40290371 0.34905053 0.45279124 0.50710785 0.37183001 0.58547094 0.40545664 0.35887196 0.5282907 0.43898016 0.37475184 0.4190411 0.46686045 0.68404204 0.53114617
14260 -0.8988797 -0.7142435 -0.7414207 -0.8009237 -1.0274128 -0.9233964 -0.8325173 -0.7332339 -0.9129364 -0.8169635 -0.8002375 -0.6452204 -0.8394795 -0.8195803 -0.7681869 -0.619265 -0.631421 -0.9073514 -0.7063245 -0.8307684 -0.879905 -0.9647472 -0.6661409 -0.6678049 -0.7522898 -0.7953637 -0.762842 -0.754646 -0.8620851 -0.8604654
14263 -0.78694 -1.1304532 -0.88169 -1.0605036 -0.9465551 -1.0777761 -1.0860012 -1.0039571 -1.0472874 -0.7993102 -1.2590901 -1.0248717 -0.9334295 -0.8804735 -0.9405502 -0.993392 -0.6390596 -1.1470173 -0.8239159 -0.1872118 -0.948858 -0.9703284 -0.9268593 -1.1985553 -1.3685767 -1.0055323 -0.9717028 -0.9121101 -0.9443257 -0.8829579
14265 0.04979213 0.19242469 0.06348839 0.04326497 0.14043253 0.12807769 0.11725157 0.14244116 0.28323367 0.13984292 0.30074541 0.10653069 0.08841294 0.19867791 0.05851269 0.03989227 0.08362914 0.14257211 0.20099493 -1.081446 0.31438045 -0.0827978 0.20643962 0.16638945 0.00048067 -0.1466079 0.06509541 0.11659284 0.17057542 0.28934686
14268 1.80581333 1.67906238 1.73728056 1.73526402 1.68381898 1.5831709 1.71760334 1.70231865 1.60220978 1.68639694 1.68122504 1.78618896 1.7407176 1.54795454 1.78997218 1.77913356 1.73296777 1.73982762 1.74008691 1.15606602 1.59787017 1.71538273 1.68644754 1.74791941 1.91680936 1.66251107 1.66455191 1.77963421 1.8071994 1.69119125
14270 -0.619829983 -0.647690817 -0.372454317 -0.643521923 -0.622724063 -0.577796967 -0.68989516 -0.706653983 -0.686157143 -0.482753763 -0.567619987 -0.639677397 -0.518174283 -0.36802058 -0.772330897 -0.622890383 -0.555108687 -0.604017603 -0.61641443 0.40594529 -0.53703271 -0.693520833 -0.641088277 -0.684609117 -0.629849247 -0.461901473 -0.52297668 -0.465296873 -0.48613996 -0.554970963
14272 -0.2368465 -0.2205652 -0.2726161 -0.2644617 -0.2534632 -0.246156 -0.3404528 -0.2673265 -0.1425001 -0.2471602 -0.1504709 -0.3750423 -0.2787668 -0.2201584 -0.3453076 -0.3966731 -0.2369491 -0.2473406 -0.2789528 -0.8088876 -0.2019766 -0.2589981 -0.3274202 -0.3515158 -0.2136599 -0.2419361 -0.3562793 -0.2515803 -0.2232295 -0.1400385
14281 -0.8087029 -0.9936124 -0.7210324 -0.4732421 -0.5653479 -0.7613501 -0.6429685 -0.6903711 -0.8680615 -0.6457037 -0.6082101 -0.780842 -0.6097902 -0.4197255 -0.5722231 -0.7317974 -0.6572217 -0.5786567 -0.6899911 -0.2361437 -0.6642727 -0.7130379 -0.844514 -1.0384793 -0.4561309 -0.6318824 -0.4700113 -0.5468451 -0.5987443 -0.6691825
14283 -0.2918476 -0.4296502 -0.344352 -0.466816 -0.2433278 -0.5452213 -0.1327271 -0.2590244 -0.4579775 -0.4827796 -0.1770232 -0.1809318 -0.3830605 -0.2448312 -0.6784573 -0.4736057 -0.4829654 -0.4154835 -0.4841039 -0.305696 -0.4366397 -0.3266318 0.1611156 -0.3020038 -0.1333612 -0.5268724 -0.2836897 -0.4450197 -0.4184625 -0.3539933
14284 -0.6641289 -0.4311486 -0.4117117 -0.274887 -0.7954424 -0.7935103 -0.3616654 -0.3769131 -0.3844888 -0.8430793 -1.0885093 -0.7978871 -0.8900568 -0.1133099 -0.3818403 -0.3017738 -0.4296242 -0.2703579 -0.2875661 -0.2292972 -0.7719733 -1.0028108 -0.1980132 -0.2533712 -0.3367671 -0.8138996 -0.8337739 -0.502115 -0.9995895 -0.2625434
14287 -0.1131545 -0.2440723 -0.3721445 -0.4288043 -0.3023308 -0.2290322 -0.2517579 -0.1073033 -0.3678127 -0.3019433 -0.3572749 -0.1054526 -0.204113 -0.3714811 -0.299463 -0.183145 -0.1939678 -0.4644088 -0.2170405 -0.7236384 -0.1808417 -0.0857756 -0.1020137 -0.2520039 -0.1554214 -0.2652123 -0.2299444 -0.1313959 -0.3438372 -0.2259748
14302 0.3039119 0.44975912 0.49893127 0.44943918 0.46062067 0.52112652 0.31997408 0.31244704 0.58970864 0.56033151 0.43365493 0.33474415 0.34348247 0.37026293 0.32181464 0.37705064 0.5961672 0.41226758 0.56836705 0.2468082 0.45094609 0.41205179 0.27172029 0.47768756 0.40567468 0.42502976 0.30971219 0.53490493 0.54513694 0.40768328
14312 -0.30000429 -0.3642867 -0.224221195 -0.33842705 -0.28204864 -0.349372705 -0.26726416 -0.31798078 -0.30683364 -0.290594595 -0.40315195 -0.40937886 -0.27435647 -0.330471265 -0.331366685 -0.284563875 -0.2777373 -0.271316725 -0.299221665 -0.55699645 -0.29920988 -0.256059595 -0.278360325 -0.32206874 -0.287575905 -0.266955085 -0.262912645 -0.30013035 -0.35694055 -0.283026185
14314 0.77245432 0.94504993 0.71358409 0.60158338 1.10753364 1.0454129 0.75907371 0.79327123 0.91531839 1.05194101 1.30665512 1.04683977 0.9609312 0.79241164 0.78093055 0.76148025 0.75968186 0.79367425 0.73864543 0.76117155 1.07660459 0.96058088 0.89367849 0.89157649 0.65386927 0.99010333 1.10818206 0.91278441 1.14848227 0.86924568
14319 2.45192382 2.08831134 2.04734748 2.06761863 2.38140231 2.40054561 2.51491797 2.37525617 2.19679393 2.38234455 2.34995527 2.54491216 2.48691523 2.73580238 2.6263482 2.20637257 1.87399832 1.95096403 1.87976373 0.9513983 2.351238 2.29238385 2.71504386 2.3372351 2.34096222 2.47392062 2.35669734 2.18176096 2.59653529 2.38105518
14357 0.25748241 0.28674179 0.28633445 -0.0418289 0.59249164 0.34369389 0.15494674 0.19083072 0.02860523 0.44195905 0.55485572 0.31735291 0.4602264 -0.0299618 0.1322794 0.15395031 0.12380714 -0.2501074 0.03288244 0.19662263 0.36100718 0.46808609 0.14485564 0.04676045 0.09206577 0.50379796 0.52120206 0.20387129 0.46046334 0.06773035
14359 0.05772269 0.02912655 0.13611385 0.14708063 0.08844497 0.07085021 0.149716415 0.119818775 0.071273275 0.16020481 -0.022192345 0.091738535 0.161871195 -0.006322125 0.05862538 0.21675218 0.171988 -0.06568855 0.139232995 -0.3594323 0.043504965 0.13536346 -0.049020485 0.13253966 0.316941065 0.045716225 0.099113515 0.03338904 -0.00350724 0.04755259
