Gene	GSM108108	GSM108106	GSM108107	GSM108104	GSM108105	GSM108103
Gene	4.0	4.0	4.0	15.0	15.0	15.0
11287	6.47897180503294	4.75488750216347	9.01346225980656	8.9029779958324	6.5077946401987	8.62972089101726
11298	8.20994068029019	8.28493974248679	8.76719130302781	9.33806779754262	9.55286118792676	9.63372181264101
11302	11.3520434257954	10.9307373375629	10.7942533915438	12.2500022678404	10.8501086830348	11.6382548869445
11303	11.3958197186851	11.5256023702812	11.3715770123448	11.3451464772839	11.0837230800945	11.1193950869465
11304	9.53196621836025	9.69261550169458	10.0879931463623	8.96318509361413	8.75688985507462	6.60288440871842
11305	8.32553033156756	9.27356251172028	7.59916899321943	10.1265754245815	7.41278152533848	10.5931109606313
11306	10.6710692315281	10.7192461987245	10.6710397367048	10.962751439473	10.9988724539943	10.6375003629893
11307	11.3349994787878	11.2657908312713	10.979353737641	11.4293805865445	11.8409942329704	11.0981966145272
11308	10.6682866912131	11.2542019119738	10.4185905472246	10.520667784385	10.3498064533565	10.7793500173317
11350	10.3735902147099	10.4146500047289	8.51963625284321	9.97866279743237	10.465770449084	10.4147204660252
11352	10.7234903021434	10.5946667290615	10.0166226006999	10.2545562519095	10.61749807594	10.5767047810642
11354	11.2918038263572	9.30286736097287	11.6686191068737	10.9225100733883	10.928370323019	11.1606908170849
11363	13.6578375923836	13.5397949400772	13.0033422200861	13.6270094214887	12.811906473879	13.647846256015
11364	14.9918716713786	15.1285179925546	14.4474126005307	14.8616055236869	14.4866716409226	15.1251672420039
11370	14.7185328760692	14.5538452500639	13.4005592761209	14.3702787306209	14.1658020498133	14.6164282312698
11409	11.747102028266	11.3773189996222	10.0971103592687	12.2693020366086	11.7598049804166	11.6072840727829
11416	8.25313836969129	11.0045716151677	9.98726401207254	9.72775031539903	8.97699364608239	9.17891378466957
11418	10.224484100232	9.51924309436118	7.54843662469604	9.68352101865957	10.6990518440169	10.0005634427101
11419	9.9851303734669	10.4159529819704	9.22857822128274	10.8522954133373	10.8648051942415	11.129347421536
11421	10.4653113088772	10.8650372693712	10.1261882105221	9.89155589127886	10.7178477543463	10.8844376601222
11423	10.577523242161	11.0637321201969	7.38024459047818	11.0354864512922	10.5794102282922	10.8173834278972
11425	4.95419631038687	6.56071495447448	7.71973105674985	5.35755200461808	9.04384754043891	5.92124588858559
11426	11.5313083491178	12.3849051385482	10.8814963848101	12.0802512619281	11.3537533358145	11.9656580433229
11428	11.8349713503347	12.6983284637828	11.585447700657	11.3380492213126	11.7351752037023	11.6342665342034
11429	15.1054318135244	14.8561555816661	14.4197034711302	14.6753010131297	14.4019794452621	14.9414901251637
11430	12.1408137975331	12.7453486935877	11.5575833627799	11.7646228287662	11.5163156114979	12.0491678723722
11431	11.3064889647286	11.6616593525527	11.2947834640764	11.3336492117485	11.2039902814453	11.1639850500025
11432	10.239797398233	10.2743004929653	10.5722265127937	10.4873041144109	10.69040545484	10.2362135555487
11433	12.3086803214017	13.0648606271776	10.0245856382783	12.1799712738058	11.208904939808	11.6352646565395
11434	9.97125613587215	9.27844945822048	10.7200732113918	10.6784240825929	10.0353489797554	10.6368964595749
11435	10.8421931785309	9.24840200614344	10.9371530952447	10.382515955483	10.6068678373742	10.483412733529
11438	9.3582848951804	8.52290841355846	10.2840529148309	9.73916177744301	9.48964729348844	9.68795882614585
11440	8.02624677264819	7.93634348139549	10.2507129258939	9.60890162541438	8.82336724004623	7.83130724380205
11441	10.113481728276	8.20408201217437	10.0736060405749	8.34739990950854	9.48562808197156	9.06474276475026
11443	9.40960308157458	9.99095486039699	7.72860081064319	9.46923479366766	10.5425482623352	8.59507095419544
11444	9.92352557618442	9.57849849316075	10.8470051303422	9.97932991762434	9.81372775707785	10.3581749853279
11447	8.42500604148493	9.53274552697658	8.56985560833095	6.15987133677839	7.60436789989375	7.81826260830447
11448	7.467605550083	8.23792694662626	6.36981542428391	8.13545278418517	5.33628338786443	6.72383156649532
11449	6.22753572461241	5.1168637576909	7.98128185405741	7.34518344718767	8.76498213784475	8.04257138375164
11450	14.7155652374551	14.9147868630489	13.7169908944049	14.1829839748493	12.8631602591077	14.4233063480336
11451	8.9915218460757	5.22881869049588	9.2319411483087	9.29645740737124	8.97240546478447	10.4047158265966
11459	17.5751181826848	16.5009569968509	16.3158536102009	16.8866254000393	17.2893615190805	17.3956680096368
11461	16.711046495267	15.7827154453257	14.401662861972	15.9002736587973	14.801337029321	15.8481118628224
11464	12.9950251237522	12.8024961704804	12.7146104390053	11.9352755684838	11.9976734699994	13.5228634716332
11465	16.0977811361893	16.6574440657781	15.4925198130047	16.4446428692739	15.7724640735946	16.2278904083859
11468	10.5156012901751	10.2313412002646	8.84235034341381	10.7918140711618	9.98967832731779	9.98213796823992
11470	8.63081315229913	8.54187100884149	10.4531677276986	6.28540221886225	10.3948913664426	10.0036584503232
11471	10.6719832720919	10.3749307905817	10.9536872051823	10.9425878111517	11.2669036378128	11.2188659100697
11472	13.2178819876995	12.5520926727716	13.0151362437974	12.8478599254253	13.7316584487518	13.508413796056
11474	16.1767263670738	14.6958698783625	13.6924956353447	15.2113864267377	16.233707670685	14.8844376601222
11475	13.2383400474927	13.5395708123488	12.7034277862018	13.2555794120152	13.085466926516	13.2710398453332
11477	10.4319154134243	10.0373181544944	10.7677430661588	10.1401907031918	9.73797963266069	10.6945029910728
11479	11.1334312363277	11.2257497015772	10.5543969911759	10.6942272812759	10.9846320700901	11.2386734281973
11480	10.404396516763	11.0059753565004	10.5229247557296	10.4244287640378	10.9671181607523	10.1601235341465
11481	8.90398223855769	7.9871692506655	8.93221475196838	8.43573970306989	9.04001567884788	8.01197264166607
11482	9.66595763451472	9.52962576354241	10.8576311613538	10.4345761062096	9.91109233158713	10.5994944743355
11484	11.6979232123642	11.7136872240746	10.969530423895	11.8773991763876	10.9691706405966	11.5247865508516
11486	9.31876874268273	9.34806418472904	10.5701403226773	9.35601172150278	10.2188053803736	9.42689369972734
11487	11.4685222259844	12.1499693485431	11.1376102532774	11.3970149848023	10.9759434759371	11.506853014093
11488	9.4440831063672	7.74651432113846	9.99031673504598	9.26338658331409	10.4411286218047	9.89542381038297
11489	11.2945920325421	10.4605070911089	11.5423064225826	10.7475216725404	10.1687347881455	10.1795359309731
11490	10.5157244742595	10.1905654790577	10.624955340371	10.9997710385276	10.7753222067841	10.5995874554544
11491	9.66059020553453	10.8660682629591	9.20359271420771	9.98721663214706	10.0769936965561	10.0971981678531
11492	10.1978924141183	9.57156305219755	10.6123156346512	10.4583553438451	10.1194599344593	10.1897010351811
11495	8.65356166205839	6.94368695159709	7.03452387533439	7.78594281939225	7.63807383718072	9.01875655947608
11496	10.6874194273177	10.722081732782	10.6589701265571	10.9989077031493	10.5709941287432	10.7250253564194
11497	8.37068740680722	7.34695688937888	10.8467440232449	8.51766938813381	8.79181407116183	7.42122329922514
11498	12.2615073092021	10.5750664645787	13.7270270000202	12.2846795343604	12.763772568251	12.9178195886696
11499	8.75822321472672	7.74483383749955	10.1076094143621	9.19352536050122	9.72519581722666	8.82241149636048
11500	4.96809075204526	5.98641093525204	6.17192735435346	7.2667865406949	6.92362461136832	7.94602898951548
11501	10.9568843146145	11.3905989055525	11.1080670081169	11.3204621131665	11.1024350548222	11.2124963851939
11502	11.9773514839791	12.7733658981294	11.5062083893067	12.565078271315	11.9647379514158	11.8378250091967
11504	10.9404604288637	10.7363173628936	11.0188260919744	10.7972562175098	10.7028652898152	10.3520434257954
11512	11.918788715978	12.5446747058998	11.4876390873723	11.7972562175098	11.9605450132117	12.1506992887445
11513	10.3861858386074	11.2545562519095	10.0233847395035	10.3455530941294	9.94207459222685	10.5315439170269
11514	8.44211412241923	8.15127028879017	5.73335434061383	8.816023639828	6.73063995591679	8.5894638929561
11515	11.5329646316988	11.4587654479706	11.3053920369306	11.5225937906779	11.6351739466749	11.6434391004541
11516	9.78070379396761	8.45820152473794	9.9134130412315	10.0587358856534	10.5458332645173	10.6822923714308
11517	9.38002808338077	8.4284997590854	9.86263735755879	9.34946553990565	9.56744911062385	9.66788030136326
11518	12.2621731654506	12.7223308224005	11.213083962619	12.382452910274	11.6443219848459	12.4194686651628
11519	10.5062282282111	9.63208641283518	10.6990171300515	10.32357273114	9.77000309132917	10.0171703085841
11520	14.6468061880766	15.7946214722965	14.7246577317539	15.3220337571586	15.1237778875612	14.9161220478087
11522	12.9979909451005	12.5629101840297	11.8273824036065	12.5439984501345	12.5291376905174	12.8207374198716
11529	11.2501503504724	10.6575417597034	10.473096889074	10.4526016117384	10.2311011511724	10.6035336238164
11532	11.6005633955712	12.3418662513122	11.5843988378732	11.6772131121634	11.8478990642181	11.4055137921257
11534	11.151371776254	12.0856649827186	11.2475122042767	11.1577763953535	11.4516644590372	11.0593038971321
11535	8.87636346020485	9.06944976742778	8.54824394422285	9.24579036296339	9.13378440917991	8.7971751421752
11536	10.2982917306201	9.65696108147421	9.95405087008826	10.3083390301394	10.7129568216975	9.89436306086969
11537	13.6439688959223	13.7995953047736	12.3441571805691	13.4096428553713	12.1691734020292	12.9711842724047
11538	12.7073807033168	13.2121923719085	11.6903035947742	12.6749425569704	12.3422691630794	12.5692860110185
11539	10.5923168722625	10.1125698256508	11.065719048636	10.7443713611241	10.8968999844199	10.6768826710132
11540	10.1425538405603	9.10878579090458	10.4736042907044	9.86162975359963	9.87259793448318	11.1992122284106
11541	9.03101190743771	7.97441458980553	8.72289289521447	8.68912440491326	9.15462826826745	9.16371256457715
11542	5.1168637576909	2.76553474636298	5.45285896471381	5.1168637576909	9.03589878732341	5.57591736111815
11544	11.4446784537923	11.4415955218022	11.2177154113507	11.5885975289593	11.2169580036322	11.546942677499
11545	10.9433389810494	10.8510267324287	10.4739847248503	11.11235805151	11.0104756560101	10.7703748294639
11546	9.9179687275585	11.6544122681489	10.5698556083309	11.0389875568188	7.41953889151378	10.224484100232
11548	6.8923910259134	6.33985000288462	10.1835113266951	9.66586883415518	9.79441586635011	8.9898202201176
11549	7.3110671022556	7.41827429388054	10.2492912595509	9.69661984698429	7.22110372536788	8.85767003596247
11551	9.2460279805281	9.45416218137489	10.1950850753407	9.35813834684964	9.60868605648744	9.50832300315677
11552	6.52356195605701	6.34872815423108	9.98384867402245	8.97312333067025	7.27705487614873	8.0389189892923
11553	9.40976217018266	8.41426240607356	9.90418300324503	9.35413916421029	9.24857990068003	8.8801191832452
11554	8.18239435340453	10.0106679629019	8.88904758283903	9.30103884990315	9.53508093022373	8.27705487614873
11555	10.2379269466263	9.83620819052028	9.816023639828	9.65320336203398	10.5421612992696	10.957755025323
11556	9.53303765921224	9.57402579792481	7.93693233652239	9.3523745343248	8.66231233034276	7.41953889151378
11564	9.94148783266985	10.2236397487772	9.11087476146451	9.872982622388	9.70182625841205	10.0632602436754
11565	13.4453511595266	12.8796406805971	12.8220927743795	12.719217672589	13.6396911640945	13.1711142336308
11566	12.2465030982801	12.6620229789239	11.3600789051567	12.3493088769818	11.2903644992222	12.3187122627547
11567	12.0082185055509	11.174363970423	11.0131830735375	12.4434098089619	11.766321847954	11.9691706405966
11568	10.64625867999	11.2027972509055	9.66894406147765	10.23318025089	10.4184148594812	10.5316413821531
11569	10.3412741836922	10.3784682723909	10.4578733224864	10.3718855228739	10.8267867982857	10.5035872562957
11571	9.4448078446426	7.79506558265962	10.5873087283335	8.57061472176119	9.89739170697177	9.51865315567339
11572	10.2760080542083	11.0668964431362	10.4251109762081	10.5482439442228	9.53138146051631	9.76238203871039
11576	7.40497122358917	5.87430516598223	7.92872562287076	6.62527048937469	8.19150343203352	7.73335434061383
11593	10.2542019119738	11.4847222141937	8.52864945231825	11.1140025568162	10.1484765821783	11.0493040334823
11595	10.5406124082495	10.4947556021605	10.6387978999517	10.753133160718	10.3811102940991	11.0307360970768
11596	9.34817486753556	5.28909670241999	10.0433691139577	5.47248777146274	7.61507783162923	7.78496195020486
11600	9.80283944093511	9.10734786703709	9.74676622493811	10.00253376109	10.2606843563797	9.85673675611911
11601	9.5417742323839	8.88965605819216	9.66266837551754	9.3292357417338	9.58730872833354	9.28944257568833
