Gene	HFA2a	HFA2b	HFA2c	HFA2d	HFA2e	HFA3a	HFA3b	HFA3c	HFA3d	HFA3e	HFA4a	HFA4b	HFA4c	HFA4d	HFA4e	HMA2a	HMA2b	HMA2c	HMA2d	HMA2e	HMA3a	HMA3b	HMA3c	HMA3d	HMA3e	HMA4b	HMA4c	HMA4d	HMA4e
55978 -0.9929805 -1.0563122 -0.6074858 -0.8496649 -0.7472536 -0.7932066 -0.7111502 -0.8578676 -0.4859968 -0.7525218 -0.9412057 -0.852093 -0.8011668 -0.6854681 -0.8566474 -0.749053 -0.9337196 -0.4457152 -0.8833686 -0.9611809 -0.7037163 -0.6703335 -0.8673622 -0.8177822 -0.5073795 -0.8289525 -0.892908 -0.689044 -0.6604466
55979 2.56999649 2.35184744 2.87618788 2.68314268 2.34658857 2.25147018 1.90421915 2.19038198 2.72722856 2.60831638 2.20711811 2.37042145 2.41167681 2.71995702 2.47461004 2.45687146 2.26567349 2.68434055 2.50481553 2.35740736 2.6807618 2.40107591 2.46880685 2.03200238 2.77592678 2.29108878 2.19758516 2.15223374 2.60986827
55980 0.27863158 0.37964576 0.64159896 0.51565593 0.24491108 0.1920013 0.23899401 0.16535459 0.23602894 0.60373147 0.08328433 0.45528112 0.45396848 0.36847234 0.09805185 0.19863144 0.3565657 0.42604386 0.538135 0.26274251 0.57304117 0.40888793 0.18266884 0.33844515 0.37124846 0.19119818 -0.0047749 0.24144994 0.40971534
55982 -0.444541433 -0.410953833 -0.43590275 -0.3583463 -0.364748333 -0.437830467 -0.316118867 -0.420387833 -0.4630501 -0.323679187 -0.4142376 -0.329680817 -0.348048603 -0.412868233 -0.50655082 -0.568042467 -0.394600033 -0.498536067 -0.30064347 -0.375117867 -0.353598747 -0.4435754 -0.514342913 -0.4078143 -0.380011933 -0.300983767 -0.354217167 -0.4000402 -0.40429694
55983 0.7423397 0.76455566 0.68179284 0.63559141 0.68646722 0.91077371 0.89510358 0.71970738 0.90314285 0.54012041 0.79254719 0.63401575 0.73866129 0.6764231 0.70727166 0.67709463 0.69571547 0.90282966 0.63446496 0.72239983 0.57966807 0.74599326 0.73517576 0.83115913 0.95627657 0.69656968 0.74750613 0.71881364 0.9198377
55989 0.46342588 0.60651051 0.2735132 0.66502768 0.72240551 0.60937344 0.81349812 0.7198922 0.5368894 0.7068885 0.61255539 0.55513577 0.56675001 0.57590846 0.54107115 0.60338563 0.64372977 0.35918084 0.56944832 0.72662943 0.59081469 0.564984 0.43626507 0.62432091 0.18216841 0.6397946 0.62693045 0.63061349 0.5663111
55991 -1.303230165 -1.112165815 -0.761771275 -1.07881938 -1.154736145 -0.98827337 -1.42331015 -1.493402915 -1.006208065 -0.987812785 -1.229229225 -1.46851579 -1.180943945 -2.180942365 -1.838293705 -0.954295785 -1.263736645 -0.41116497 -0.99727068 -2.259993705 -1.377953835 -0.79604303 -0.92532964 -1.191096535 -0.66163699 -1.17231118 -1.33279773 -1.066898445 -0.9571521
55993 -0.4150759 -0.464526365 -0.499313415 -0.66603251 -0.470408525 -0.419643805 -0.537997485 -0.38366174 -0.47912779 -0.55204499 -0.40721473 -0.42689226 -0.471989475 -0.60913977 -0.463988175 -0.2934817 -0.115897505 -0.3067143 -0.59425903 -0.34295069 -0.600658175 -0.32986973 -0.30290351 -0.507138365 -0.615726725 -0.41750678 -0.401621305 -0.472931865 -0.49073733
56017 -0.3209204 -0.12185845 -0.39946045 -0.09548745 -0.3455124 -0.29437305 -0.408054 -0.13745993 -0.486435 -0.2871847 -0.20528275 -0.21966285 -0.2919601 -0.19506285 -0.28193405 -0.4054297 -0.27781942 -0.6115443 -0.27984165 -0.155652335 -0.2270724 -0.4111837 -0.3226731 -0.4127815 -0.29568655 -0.28638595 -0.26830405 -0.38335675 -0.3768032
56018 0.04250409 -0.0350683 -0.1914344 -0.0042959 -0.049734 -0.1775565 -0.0064772 0.19432318 -0.0058607 -0.0125019 0.00635344 0.04747532 0.04742195 -0.0827292 -0.0093504 0.16413156 -0.2418944 -0.0491135 0.05002071 -0.0126144 -0.1591916 -0.079262 -0.1198714 -0.0746981 -0.1621458 -0.0756782 -0.1742666 -0.159789 -0.1375925
56030 0.01980323 -0.135719 -0.1141963 -0.2691971 -0.3647188 -0.2813736 -0.285598 -0.1613601 -0.2268964 -0.1618896 -0.1433562 -0.2798397 -0.2957114 -0.274268 -0.1464519 0.02851765 0.01159081 -0.0726058 -0.1427293 -0.2759246 -0.1907964 -0.2119139 -0.2306937 -0.201786 -0.2348241 -0.3066105 -0.2660344 -0.1721721 -0.2557119
56031 -0.2661784 0.10190796 0.01347877 -0.1063276 -0.0292542 0.04645208 -0.0242354 -0.0910614 -0.0787402 0.21575305 -0.1397736 0.11543436 -0.0070611 -0.0810391 0.08613471 -0.0563678 0.16340183 -0.2885037 0.02192296 0.07245769 0.08315497 0.0266611 -0.0070457 0.14523252 -0.0024476 0.14571398 -0.1317406 0.00958355 0.02117946
56032 -0.7171189 -0.8217013 -0.7052595 -0.7349514 -0.544621 -0.523394 -0.3260178 -0.9585329 -0.6807484 -0.8381314 -0.7096541 -0.8756655 -0.6273216 -0.6813977 -0.7402494 -0.889924 -0.6767498 -0.8991902 -0.84595 -0.5344536 -0.705108 -0.7166911 -0.8818762 -0.6015066 -0.8785623 -0.8165029 -0.6452297 -0.5373378 -0.7081892
56040 0.37833564 0.47436342 0.34977012 0.24240289 0.37767841 0.32533421 0.5574686 0.52126342 0.2797065 0.55154974 0.61581213 0.56884693 0.40821029 0.0378382 0.48004621 0.62384898 0.87070735 0.19177472 0.33110689 0.50662934 0.40218308 0.57182829 0.32747657 0.64329912 0.07506326 0.30834094 0.40310277 0.61627432 0.16853004
56041 -1.5637637 -1.188755 -1.145035 -0.9574291 -1.4406924 -1.4567928 -1.0835012 -1.0519806 -1.6484652 -0.8915447 -1.235877 -1.0685067 -1.0639768 -1.5307176 -1.4086573 -1.3358059 -1.222155 -1.760982 -1.0864096 -1.3956375 -1.0800959 -1.616268 -1.4944303 -1.054031 -1.3501917 -1.2888987 -1.5596212 -1.1345288 -1.7752944
56044 0.72816153 0.88025915 0.69086109 0.52411501 0.50519844 0.61881911 0.38148101 0.76408195 0.58790264 0.6955982 0.83933314 0.81849543 0.71497738 0.55193735 0.77014242 0.93456009 0.88380432 0.46873785 0.69089266 0.65076649 0.5911061 0.71502754 0.70991431 0.77973188 0.56507163 0.66617557 0.67357765 0.6070208 0.5620077
56045 -0.7246219 -0.79308175 0.021727935 -0.633988305 -0.67520525 -0.6770571 -0.6181871 -0.7671183 -0.509160105 -0.580436795 -0.5760959 -0.64490475 -0.64280525 -0.560825755 -0.68949242 -0.524223045 -0.7328463 0.1471907 -0.66447725 -0.65163645 -0.479358015 -0.611330685 -0.566189965 -0.61600185 -0.6193607 -0.6765599 -0.52495955 -0.5232578 -0.509734745
56046 0.83531194 0.94540041 0.84555175 0.76897786 1.03280017 0.94143497 1.05841576 0.91346889 0.6609304 1.01109283 0.91553831 0.98881674 0.8216485 0.68740833 0.78859758 0.93837072 1.07916904 0.64804665 0.84091269 1.10820391 0.83437366 0.97411567 0.86478368 1.0526766 0.50313036 0.98454047 0.98351451 1.15248085 0.74448099
56047 0.93690255 0.71679196 0.8586937 0.7669977 0.6551652 0.66117007 0.53191266 0.71284864 0.9814146 0.70211041 0.65981952 0.71613441 0.75296889 0.95537031 0.83977321 0.80403455 0.62161207 1.18240868 0.67192426 0.5339614 0.70281257 0.74119326 0.80742728 0.56102049 1.18535624 0.61238255 0.69142348 0.69062247 0.86339372
56050 -0.6436893 -0.2946766 -0.3286663 -0.3022828 -0.2701972 -0.3688364 -0.1603674 -0.5543141 -0.4587776 -0.2373522 -0.4076549 -0.4057675 -0.3332635 -0.8187663 -0.3998349 -0.4105563 -0.3101814 -0.7957309 -0.3554403 -0.1172375 -0.3723891 -0.312092 -0.642895 -0.0225339 -0.6520396 -0.0511039 -0.5701488 -0.0923104 -0.41596
56055 -0.3773062 -0.5018098 -0.5408959 -0.4864336 -0.3144044 -0.4136731 -0.3840427 -0.4392242 -0.4477828 -0.2840327 -0.4187323 -0.4829868 -0.4013162 -0.5875265 -0.4928171 -0.4674343 -0.4533526 -0.4746155 -0.5081103 -0.3115468 -0.3845067 -0.4411189 -0.4761032 -0.4670418 -0.702443 -0.3957431 -0.4338385 -0.3050958 -0.4363731
56070 -1.0704215 -0.7471275 -0.419833 -0.6771327 -0.6754401 -0.8643358 -0.5071838 -0.6512302 -0.7902768 -0.6195614 -0.6223801 -0.83968 -0.8260187 -0.9088851 -0.5889818 -0.3681199 -0.8532654 -0.6777354 -0.6498471 -0.833476 -0.5839275 -0.6983277 -0.7714277 -0.7210936 -0.4860638 -0.7661864 -0.5857205 -0.6585282 -0.8067554
56077 -1.0881547 -1.2216028 -1.0389222 -1.4396295 -1.4304068 -1.0244604 -1.4291091 -1.2721316 -1.1611152 -1.5783385 -0.9854993 -1.2565878 -1.2195804 -1.1691495 -0.9908195 -1.1385978 -1.3310675 -0.7342013 -1.3124764 -1.1571514 -1.4449324 -1.0590902 -0.9938577 -1.0441539 -0.8211874 -1.2171396 -0.8806857 -0.9882209 -1.022848
56085 -0.44136815 -0.4092894 -0.3834747 -0.52083075 -0.39951865 -0.15209555 -0.412460645 -0.4833853 -0.3050429 -0.4941139 -0.33379715 -0.4175186 -0.56510435 -0.48662375 -0.2297384 -0.5625656 -0.433070585 -0.188702475 -0.54803145 -0.52289351 -0.51241145 -0.33108095 -0.34245265 -0.53971985 -0.18867295 -0.6266906 -0.2126151 -0.3154517 -0.20346455
56086 -1.09523915 -1.111829075 -1.02562415 -1.244689075 -1.21380035 -1.023844875 -1.176673875 -1.203735925 -1.1033337225 -1.048184075 -1.2727788 -1.00711165 -1.05425923 -1.18825075 -1.199260175 -1.11175785 -0.98724535 -0.9261813275 -1.300172275 -1.287171025 -1.168834925 -0.960280915 -1.1491260525 -1.193477725 -0.770649335 -1.086181975 -1.28336655 -1.13944849 -1.071304425
56092 -0.4903482 -0.4745316 -0.5056361 -0.7432192 -0.7317634 -0.7136003 -0.7039123 -0.7024083 -0.5439092 -0.6390264 -0.5180739 -0.6459705 -0.8134206 -0.6041306 -0.4529252 -0.5038503 -0.3382856 -0.6553953 -0.6393951 -0.6507671 -1.0452059 -0.4758618 -0.8437177 -0.6103415 -0.5163132 -0.6107423 -0.5773127 -0.6904306 -0.6344949
56093 1.459151615 1.210221175 1.72544967 1.545208025 1.51828636 1.30374477 1.088039515 1.326614995 1.58034486 1.675198935 1.397086485 1.49142329 1.366610885 1.42717354 1.366796215 1.32135316 1.4821821 1.63980829 1.534375555 1.413509705 1.618869085 1.43996496 1.320466445 1.420602135 1.573053115 1.384149755 1.215921845 1.332946755 1.49011626
56094 -0.0488445 -0.1817231 -0.0531315 -0.0675751 -0.0830596 -0.1800308 -0.3470491 -0.175356 -0.1878039 -0.0840477 -0.1800121 -0.1132471 -0.2094902 -0.425991 -0.2035417 -0.2657549 -0.1440912 -0.1711666 0.00542768 -0.0699056 -0.0541668 -0.1724779 -0.2387139 -0.114149 -0.1783549 -0.1265823 -0.1800742 -0.0668444 -0.1489146
56095 -0.9897445 -1.2630602 -1.1441889 -1.324566 -1.1245766 -1.2868586 -1.1375109 -1.2368652 -1.1057454 -1.1861279 -1.0496271 -1.5277501 -1.3729979 -1.4613612 -1.2955231 -1.2507486 -1.2460185 -1.4988312 -1.1454681 -1.2115722 -1.0516819 -1.0534335 -1.3554191 -1.0777654 -1.5918976 -1.2162057 -1.2846912 -1.0985842 -1.3977656
56096 -0.5322733 -0.9106237 -0.318117 -0.6485952 -0.67951 -0.941565 -0.8999692 -0.9335007 -0.5591043 -0.5185305 -0.9396937 -0.8372729 -0.7672914 -0.6812021 -0.812145 -0.6210884 -0.912239 -0.1424268 -0.574281 -0.8343882 -0.4057251 -0.5746318 -0.6161449 -0.9392678 -0.5306442 -0.9709632 -0.9607785 -0.8814156 -0.4823588
56174 1.1042923 0.93605777 0.93752232 1.07247914 0.88046598 0.87592442 0.35201034 0.97574419 0.99601156 0.69536893 0.8423783 0.92851777 0.9152802 1.01247685 1.08689355 0.80269202 0.77780677 1.23651348 0.92186859 0.64747325 0.85375485 0.85018979 1.05286816 0.43294393 1.03485726 0.75974575 0.91312653 0.61851828 0.81700898
56177 -0.0939572 -0.3465972 -0.2955859 -0.3196252 -0.1814935 -0.2105658 -0.2789445 -0.1519921 -0.3832225 0.09206454 -0.0637772 -0.249011 0.07211375 -0.5787388 -0.0788606 -0.1789008 0.02814334 -0.9323957 -0.1772417 0.01770131 0.0069798 -0.1121234 -0.2289783 -0.0721722 -0.4311759 -0.1476564 -0.0104247 0.06744246 -0.324275
56191 0.528650935 0.34947711 0.72567968 0.601765335 0.57922163 0.55300888 0.52805437 0.423866435 0.51405782 0.704804815 0.25595491 0.70455128 0.714131745 0.67714114 0.3842477 0.43399147 0.5604653 0.813118765 0.552893105 0.550260755 0.723039085 0.658483505 0.42836733 0.519175885 0.659859475 0.5944134 0.359774835 0.47438871 0.646929605
56194 -0.713046745 -0.70080343 -0.649222473 -0.69905295 -0.530912438 -0.691195598 -0.546599085 -0.7187653 -0.964067175 -0.548958543 -0.414565933 -0.71897361 -0.593959545 -0.85431985 -0.737962363 -0.719363453 -0.553578825 -0.890676475 -0.480472985 -0.629538873 -0.533385648 -0.698073823 -0.64964758 -0.534960453 -0.877106025 -0.62903235 -0.668636898 -0.611156353 -0.737241415
56195 0.68366345 0.655625875 0.600372775 0.66996284 0.67344575 0.70688018 0.64841732 0.625103665 0.70856134 0.718997365 0.66508342 0.81291642 0.767390715 0.67594481 0.756507845 0.84912719 0.69593245 0.65640782 0.642494485 0.62508582 0.741187255 0.774825265 0.696125835 0.58358756 0.679052245 0.75237093 0.61245753 0.60186673 0.699036895
56198 0.79539331 1.02406303 0.93108443 0.95022475 0.90486473 0.6214072 1.02551768 0.84965223 0.7412215 1.20412215 0.92578414 1.0821885 1.1636871 0.57960614 1.03830361 1.02378291 0.95843743 0.20849867 1.14033594 0.89555794 1.10010731 0.92740571 0.77164124 1.07733337 0.38130485 0.90779894 0.90606146 1.08589336 0.91510248
56199 -0.8634762 -0.539616 -0.5189336 -0.4508847 -0.3649072 -0.460294 -0.3087594 -0.3566726 -0.3790087 -0.3847779 -0.46411835 -0.36282235 -0.3792882 -0.4257288 -0.48152515 -0.4283314 -0.3587243 -0.3988872 -0.419739 -0.42819005 -0.3482799 -0.47856075 -0.46980565 -0.5713538 -0.50204105 -0.3885033 -0.3895263 -0.3969246 -0.4552087
56207 -0.3665513 -0.0660162 0.01779654 -0.2034708 -0.1703849 -0.1957638 -0.1784412 -0.1977288 -0.4001925 -0.0344473 -0.0898325 0.02772058 -1.82e-05 -0.2462196 -0.1600979 -0.2235534 -0.438127 -0.5568287 -0.1083622 -0.052549 -0.0557387 -0.1699205 -0.2402457 -0.0803041 -0.2564521 -0.3025434 -0.2383475 -0.201963 -0.1669385
56209 -0.6580102 -0.5557235 -0.4256425 -0.6066981 -0.6573862 -0.5962891 -0.2326944 -0.5639478 -0.4713922 -0.4889912 -0.5466842 -0.4372894 -0.3806474 -0.6294952 -0.6652816 -0.5108524 -0.4849961 -0.8090596 -0.4602756 -0.4745965 -0.482324 -0.5704767 -0.6346429 -0.3254845 -0.8768402 -0.4989437 -0.5314946 -0.3764912 -0.7398269
56212 -0.2829777 -0.1437293 -0.63006 -0.4183069 -0.3124264 -0.3958163 -0.1321093 -0.0407671 -0.5408979 -0.5833092 -0.2607818 -0.1770848 -0.4015087 -0.2806772 -0.4130582 -0.3029765 -0.1184465 -0.5942644 -0.5247422 -0.2846637 -0.4503405 -0.5425472 -0.3788222 -0.6661928 -0.4984383 -0.4206863 -0.1579257 -0.3534042 -0.450597
56215 0.24767041 0.34080334 0.37654268 0.10671817 0.26397973 0.29968937 0.48695312 0.2701177 0.17905166 0.45925834 0.35357631 0.3667256 0.48118542 -0.0585624 0.33604338 0.39931628 0.41089055 -0.1158169 0.36040849 0.41754739 0.32740868 0.45596279 0.24324474 0.43763801 0.1221035 0.51734038 0.33364432 0.25449844 0.16688084
56218 -0.1114249 -0.3251251 -0.0890733 -0.1487884 -0.1830395 -0.4323943 -0.2777906 -0.249436 -0.244727 -0.0585201 -0.1850837 -0.3650004 -0.2978614 -0.2910898 -0.1605642 -0.1451136 -0.2576817 -0.1731334 0.0188424 -0.1172668 -0.0862428 -0.2986078 -0.1599363 -0.0452688 -0.2901835 -0.2522408 -0.2181177 -0.1633798 -0.2382788
56222 0.74116145 0.73922133 0.90730714 0.63922818 0.7311952 0.62899818 0.84818855 0.73402321 0.68559196 0.78690453 0.77216916 0.87764215 0.61649758 0.50755473 0.78657156 0.8813801 1.06187769 0.70291129 0.6501995 0.81099008 0.57018666 0.92127767 0.65546456 0.87440041 0.33605813 0.93600259 0.50586809 0.74312376 0.51838957
56224 -0.5748626 -0.478527 -0.588520155 -0.59559665 -0.53977075 -0.65294385 -0.584631215 -0.58668215 -0.66846825 -0.51226735 -0.53633875 -0.7816441 -0.5592571 -0.63812965 -0.5800945 -0.54691745 -0.5767777 -1.02046665 -0.64666175 -0.654413 -0.70869525 -0.6744955 -0.7639634 -0.5734919 -0.7774544 -0.57299045 -0.51158435 -0.6396377 -0.64309415
56226 -0.776698 -0.8056302 -0.7581945 -0.8438425 -0.8888468 -0.9379178 -0.8371667 -0.7733426 -0.6789652 -0.8613469 -0.9622708 -0.8134872 -0.9176579 -0.8177341 -1.0051699 -0.8421593 -0.972131 -0.5928813 -0.753606 -0.9398374 -0.9114295 -0.8784332 -0.8053677 -0.8839884 -0.5575147 -0.8533642 -0.8484047 -1.0670631 -0.7870609
56228 0.121361265 0.119071715 0.158345005 0.12922752 0.116134935 -0.035541285 0.086245185 0.13999198 0.173565825 0.01973171 0.06781148 0.036687005 0.023483395 0.069341315 0.063241805 -0.03147107 -0.030643815 0.126780665 0.05704458 -0.024271735 0.072870845 -0.10691189 0.091567095 -0.03204733 0.22519473 -0.03109246 0.12579247 0.07343998 0.09018787
56248 -0.5469449 -0.5425863 -0.7100556 -0.5276139 -0.4522243 -0.5454032 -0.2884316 -0.5597378 -0.4327084 -0.5918249 -0.3410236 -0.520038 -0.5352297 -0.6155871 -0.4148356 -0.4732575 -0.3579337 -0.9855614 -0.5453226 -0.4488578 -0.6959738 -0.8517083 -0.5568982 -0.4062542 -0.452994 -0.498308 -0.485297 -0.548039 -0.8656234
56249 -0.2810214 -0.2777937 -0.3337906 -0.1404798 -0.3894639 -0.244315 -0.0514411 -0.2015606 -0.3451167 -0.108966 -0.532739 -0.2137045 -0.1068007 -0.2598971 -0.3725816 -0.2306766 -0.5077005 -0.1631723 -0.1390097 -0.2192957 -0.1075589 -0.3434257 -0.2763458 -0.1948032 -0.4664223 -0.2338204 -0.4483681 -0.1147725 -0.4056651
56264 -1.3867583 -0.9050366 -1.4621346 -0.9403599 -1.0309351 -1.1275721 -0.9966857 -0.8865189 -1.0278878 -1.1387911 -0.9396842 -0.9669802 -1.0668979 -1.3777819 -0.906038 -0.9134904 -0.8757306 -1.1981571 -1.0616428 -1.0891681 -1.2387162 -1.5903996 -1.035909 -1.0860343 -1.0162637 -1.1400426 -0.9246442 -1.0309307 -1.2691665
56274 -0.39876006 -0.23883675 -0.44119221 -0.537116665 -0.378881775 -0.189336355 -0.238489695 -0.29747903 -0.360951485 -0.545103065 -0.20044931 -0.44629408 -0.283728765 -0.273085265 -0.375451355 -0.263442525 -0.549177355 -0.11556179 -0.479774745 -0.39611915 -0.408292845 -0.268681035 -0.265168915 -0.314464515 -0.042550865 -0.55101536 -0.244872525 -0.441817155 -0.368879685
56275 -0.23678975 -0.1361808 -0.30576875 -0.2791814 -0.1993666 -0.16232701 -0.04458795 -0.23414395 -0.141009235 -0.25647455 -0.22936185 -0.1977737 -0.0406341 -0.21182675 -0.16022925 -0.125489665 -0.28585525 -0.23070137 -0.34314585 -0.22956235 -0.33878195 -0.054685 -0.09132179 0.02531275 -0.003640225 -0.44436625 -0.18167395 -0.19052648 -0.07362002
56277 1.20751087 1.00205663 1.15141526 0.21578267 1.04728352 1.63111205 0.84267018 0.73402339 1.67446939 -0.3272024 1.31232397 0.48303633 0.81896272 1.58037791 1.38426096 0.93631134 -0.0403638 2.19544633 0.2110116 0.61506588 0.13704789 1.27100992 1.31789207 0.68782715 2.00495012 0.53782148 1.38122126 1.05623029 1.62872594
56278 0.25890035 0.045006285 -0.01373608 0.185901225 0.07595983 -0.048697365 0.065916365 0.178854755 0.27961885 -0.006078525 -0.1229952 0.14150257 -0.029657365 0.13402131 0.0713283 0.135483265 0.011730705 0.10753903 0.06925413 0.08080274 -0.006294875 0.10478696 0.103865805 -0.090892275 0.03284024 0.123373345 0.047511635 -0.13786181 0.082229105
56284 1.3909042 1.44943152 1.18689169 1.72564682 1.47436744 1.35983985 1.49941901 1.57857626 1.18077035 1.56119554 1.17068162 1.73011024 1.60856767 1.46678416 1.24708608 1.26693596 1.72111901 1.00110045 1.57923716 1.64082163 1.60492707 1.37341407 1.23245766 1.37005 1.01466588 1.64646178 1.36384865 1.31674067 1.07075772
56289 -0.8891375 -0.7999529 -0.704731 -0.6529432 -0.7390992 -0.8138015 -0.489663 -0.5422711 -0.6182998 -0.5834475 -0.9103953 -0.7114374 -0.6391282 -0.7532316 -0.8270308 -0.6174147 -0.8790159 -0.8012123 -0.7863217 -0.608939 -0.5795576 -0.9941238 -0.7550204 -0.7750866 -0.9304546 -0.664749 -0.8388316 -0.6420178 -0.8135077
56291 -0.358544382 -0.334515974 -0.378049328 -0.36805209 -0.332836232 -0.368640548 -0.349817846 -0.383347074 -0.428175668 -0.390678536 -0.381139902 -0.354575568 -0.22506355 -0.391068378 -0.4426091 -0.432663888 -0.380252648 -0.535004468 -0.375532778 -0.31251495 -0.359960338 -0.391478994 -0.367894666 -0.380467524 -0.33734734 -0.387591468 -0.385437206 -0.411785174 -0.33312249
56294 -1.2609792 -1.1797512 -1.2112383 -0.991548 -0.7701011 -0.7824974 -0.694808 -1.4647027 -0.484534 -1.1599643 -1.1332294 -1.3528901 -1.1254491 -0.0532386 -1.0734642 -1.413569 -1.2444771 -0.8968223 -1.0455051 -1.2422984 -1.2372391 -1.0877461 -1.1998978 -0.7741301 0.30737294 -1.0282908 -1.3999223 -0.8086501 -0.2805813
56298 -0.51521645 -0.46177495 -0.77304265 -0.66208185 -0.4568405 -0.4815183 -0.3965708 -0.4617382 -0.3631839 -0.467965 -0.46916865 -0.6124681 -0.75359535 -0.39917915 -0.42738105 -0.6521433 -0.51180935 -0.7505137 -0.70677045 -0.4941317 -0.58741825 -0.5319655 -0.67781975 -0.43041875 -0.35824944 -0.4603713 -0.3929306 -0.53247195 -0.39390925
56305 1.84647498 1.88182766 2.17057873 1.94976844 1.92036453 1.87225448 1.85960848 1.95735899 2.051315 2.2467966 1.97803818 2.13773201 2.13343826 1.86434934 1.85354634 1.95004685 2.23894617 1.71961846 2.10275119 2.01118583 2.20354245 1.96062631 1.92617789 1.92660085 1.83775603 2.21674377 1.91994657 2.07462545 1.90521232
56312 0.140321225 0.128124995 0.15399173 0.21980339 0.20209996 0.13290489 0.13523939 0.01213199 0.101572785 0.12412864 0.006014025 0.16259398 0.24631829 0.173560605 0.04796506 0.145503485 0.17922896 0.064597205 0.152491025 0.211331975 0.185633675 0.15262035 0.124171345 0.17788066 0.00223317 0.1195326 0.048809745 0.22088876 0.103251555
56314 0.65244865 0.70265415 0.97431519 0.74172572 0.56485564 0.68458291 0.65642461 0.67430929 0.84483234 0.71004317 0.68495635 0.62214199 0.6380951 0.8625825 0.6380194 0.68392954 0.66000534 0.98028829 0.72990485 0.64432045 0.73141991 0.60049319 0.74467884 0.70746661 0.78030403 0.5909775 0.66406715 0.6862138 0.79926232
56317 2.13277371 2.74073322 2.74117229 2.31221334 2.45511823 2.35470067 2.68048657 2.57666647 2.24454123 2.83532532 2.63680193 2.77750046 2.51789004 1.92812867 2.65895574 2.58862117 3.05283324 1.7201155 2.7485683 2.71734236 2.71510379 2.66452168 2.57853405 2.77612442 1.87905601 2.81789147 2.59325868 2.54644426 2.25650186
56320 1.32444186 1.00560872 1.18416788 1.19774915 1.00644733 1.0454557 0.96800094 1.17525138 1.33341335 1.08045457 1.255947 1.05063816 1.03549507 1.23465913 1.17816961 1.29883973 1.29870612 1.19081465 1.08950636 1.06231062 1.04234911 1.04776437 1.16865453 1.05120416 1.26385895 1.03257973 1.12649117 1.08331674 1.14349577
56322 -0.0651826 -0.1570538 -0.1089401 0.12115346 0.00776845 -0.0197509 0.09427481 -0.0581431 0.02755532 0.11751136 -0.0867051 -0.0269421 0.12910196 0.15603254 -0.1576458 -0.183591 -0.0319851 -0.0121386 0.00082088 0.10144441 0.10899131 -0.0833529 -0.1149891 -0.0881022 -0.2963848 0.07072543 -0.0819502 0.07476878 -0.0950797
56324 0.891229533 0.803211197 0.64259985 1.022720417 0.889856517 0.7867699 0.904615357 0.893830627 0.783601237 0.86941789 0.841538847 0.817143723 0.828620487 0.918931953 0.81563892 0.80124292 0.947375393 0.68395625 0.949436417 0.929807153 0.80990316 0.71692897 0.817037113 0.846833117 0.672923263 0.906921603 0.796192453 0.719655787 0.71301662
56327 -0.5753037 -0.4910653 -0.1960087 -0.7068912 -0.584607 -0.6227077 -0.384347 -0.5204311 -0.4128663 -0.4737487 -0.4748996 -0.6203964 -0.5957095 -0.8789419 -0.5561968 -0.6502681 -0.5155547 -0.7576081 -0.5303304 -0.5788957 -0.5531774 -0.5427386 -0.5832987 -0.7941856 -0.5510355 -0.5567984 -0.5601027 -0.6674608 -0.8173026
56332 1.24799737 1.22556276 1.09346324 1.19483126 0.9494657 0.96758418 0.86954505 1.22188798 0.99216043 1.14582336 1.24349181 1.1464029 1.13171163 0.9424818 1.09308889 1.44639701 1.47118605 0.72295814 1.26588624 1.20967583 1.09442345 1.05400828 1.08647815 1.22632586 0.88702512 1.09466576 1.14018973 1.03479076 0.93338834
56334 0.7558245 0.58232133 0.86574215 0.8099393 0.85876845 0.74826184 0.91219701 0.60214901 0.62771947 1.17870533 0.49323174 1.16417871 1.08031612 0.61443875 0.46937818 0.8473319 1.16214755 0.31027473 1.05613227 1.00347603 1.0107209 1.05177954 0.58157312 0.92088331 0.50022556 1.11042484 0.56123177 0.81738901 0.81111551
56335 0.13201132 -0.0456196 0.08759581 0.1305674 -0.0943972 -0.0901675 -0.3189148 -0.2905181 0.10012108 -0.0491805 -0.0049945 -0.0904669 -0.2372233 0.08563852 0.06222478 -0.0543743 -0.2092871 0.38219883 0.03571317 -0.1456921 -0.055952 -0.127555 0.03295993 -0.1705002 0.35554761 -0.1256226 -0.157963 -0.0737611 0.10958959
56336 0.478272275 0.42176844 0.52517121 0.57656558 0.522252545 0.47496328 0.460467085 0.40525287 0.61798863 0.551405825 0.3030361 0.52133445 0.50933687 0.496325805 0.325338505 0.370176845 0.498690575 0.62913044 0.45637525 0.515687885 0.57725438 0.517957515 0.46884759 0.43285831 0.563623535 0.449972885 0.223596485 0.36965736 0.46154862
56348 -1.13114 -1.0272525 -1.0341154 -1.4671925 -1.5989007 -0.9935535 -1.1230701 -1.2116984 -1.0774608 -1.2821879 -0.9859309 -1.2370335 -1.0841124 -0.9315291 -1.1752873 -1.0146246 -1.3596164 -0.8542984 -1.3634241 -1.3608878 -1.3366869 -0.977962 -0.9798101 -1.1832947 -0.5211332 -1.3226198 -1.067343 -1.0091935 -0.9637355
