Gene	HFA2a	HFA2b	HFA2c	HFA2d	HFA2e	HFA3a	HFA3b	HFA3c	HFA3d	HFA3e	HFA4a	HFA4b	HFA4c	HFA4d	HFA4e	HMA2a	HMA2b	HMA2c	HMA2d	HMA2e	HMA3a	HMA3b	HMA3c	HMA3d	HMA3e	HMA4b	HMA4c	HMA4d	HMA4e
19088 -1.2085735 -1.2569292 -1.0262323 -1.3663608 -1.4755531 -1.291218 -1.2807145 -1.3311233 -1.2819462 -1.2980432 -1.3254062 -1.4025879 -1.438076 -1.283651 -1.275496 -1.258666 -1.3493077 -1.0008126 -1.4368971 -1.406368 -1.34905 -1.3325394 -1.3429103 -1.3868883 -1.3194363 -1.3908983 -1.187532 -1.1839145 -1.2289165
19089 -1.0257725 -1.5188466 -0.8524507 -1.152883 -1.0847561 -1.1461062 -1.4865436 -1.1831571 -0.9440049 -1.0573114 -0.9751148 -1.2925588 -1.2829541 -1.1140171 -0.8585525 -1.0509705 -1.1173931 -0.5634915 -1.1022674 -1.2887388 -1.0784631 -1.0218855 -1.0172081 -1.1213413 -1.0690111 -1.3482997 -1.359813 -1.15946 -0.9392358
19090 -0.7960854 -0.8064434 -1.1156287 -0.5499312 -0.7409716 -0.6212628 -0.823606 -0.6768556 -0.8866587 -0.597336 -0.6673962 -0.606912 -0.5125247 -0.7800635 -0.691792 -0.9974012 -0.7192943 -0.9023904 -0.9071909 -0.5928612 -0.5859372 -0.9245274 -0.7385016 -0.367415 -1.0247289 -0.5681216 -0.5441683 -0.5915061 -0.7999347
19108 -0.132637015 -0.031158975 -0.38165745 0.12486697 0.085481465 -0.15073185 0.102938915 0.14831405 -0.15891477 -0.104076995 -0.033474575 -0.060482915 -0.047350105 0.048369135 0.030270325 -0.10231043 0.10339092 -0.2686572 -0.008583865 -0.10723849 -0.067290625 -0.15983643 -0.121466175 0.039029965 -0.38518645 0.01202583 0.096216085 0.08347969 -0.13310256
19110 -0.079318015 0.092772715 0.120368895 0.2060917 0.216979935 -0.07496301 -0.075487535 0.126012125 -0.22485739 0.260920105 0.06021185 0.189651535 0.185011495 -0.06993921 -0.020782745 0.087325935 0.2026837 -0.22126642 0.2004586 0.14053568 0.25006758 -0.148436985 -0.02896224 0.051013345 -0.251354895 0.13872444 0.10788206 0.0293163 0.02083754
19113 -0.5882411 -0.6289072 -0.7246182 -0.4876052 -0.7298849 -0.8330551 -0.5533332 -0.5334014 -0.8261338 -0.4974242 -0.5694676 -0.6610127 -0.9283907 -0.9343006 -0.6242864 -0.5239652 -0.4988064 -0.9911529 -0.7149121 -0.638562 -0.6068224 -0.6331873 -0.7357879 -0.5662554 -0.7485285 -0.531182 -0.7517877 -0.6730857 -0.8145529
19116 0.689822855 0.414778915 0.72794058 0.287180125 0.55539838 0.7165303 0.58860261 0.43264668 0.73648591 0.08254358 0.621666205 0.219910485 0.362930915 0.616769385 0.547193185 0.58904091 0.258938445 1.209614325 0.132805 0.44943622 0.182224855 0.615910705 0.536715075 0.561177785 0.693620425 0.366086805 0.5379334 0.629606505 0.67324396
19122 0.84111085 0.82149821 0.61102984 0.89444176 0.78468995 0.74870694 0.77189246 0.94571179 0.72845406 0.61081365 0.69416469 0.85080598 0.76239479 0.89798132 0.84055893 0.66737982 0.8676916 0.73973365 0.8477164 0.83354031 0.71678072 0.63000993 0.76762186 0.45092375 0.79161093 0.70464368 0.69367565 0.57478205 0.74166232
19124 0.53622515 0.61331634 0.46637774 0.68314831 0.57048402 0.51226641 0.55539501 0.69995235 0.40028384 0.63291402 0.75420356 0.71253212 0.61412907 0.61533172 0.52927959 0.684969 0.62854067 0.13261851 0.79940934 0.74010098 0.49046438 0.5911781 0.69999504 0.81174262 0.09125677 0.70623298 0.80713815 0.76792918 0.52342579
19128 0.067369625 0.058425535 0.123934645 -0.07074402 0.048679265 -0.024533815 -0.094019015 -0.025468275 0.06733912 0.0070585 -0.047274095 0.02978002 0.022366695 -0.00771554 0.05923947 -0.052981025 0.04875744 0.138751165 -0.02636384 0.03131594 0.0276938 -0.05912845 0.0398652 -0.004412805 0.125671455 0.035430815 0.03369802 0.08519042 0.035263775
19134 2.00847318 1.56855393 2.21933977 2.11818548 1.64149572 1.65085009 0.8020832 1.42171115 1.92608594 1.464815 1.24150064 1.73067075 1.40029409 1.85143656 1.60250843 1.52628134 1.55528701 2.14304089 1.86278443 1.34563415 1.70451262 1.78674123 1.83941505 1.18843781 1.79715307 1.48716283 1.32669595 1.01635655 1.69239479
19139 1.00132628 1.08660707 0.2828608 0.79713728 -0.0822274 0.05406337 1.2022323 1.06035916 0.61351637 1.16605688 1.23088157 0.18771557 0.12692468 0.59542506 1.11596706 1.37837622 -0.0423378 0.26451627 0.90292017 0.1517191 0.91172444 0.37141201 1.15706209 1.19242408 0.83358708 0.24830512 0.94822582 1.07695047 0.77612994
19141 -0.1919466 -0.1505321 -0.0138184 -0.3326414 -0.1212019 -0.4335047 -0.3599043 -0.2175958 -0.4044279 -0.0675283 -0.1080925 -0.1989358 -0.1641937 -0.3704582 -0.15543 -0.1310906 -0.1736906 -0.1334644 -0.2190476 -0.1898754 -0.1378288 -0.2253889 -0.1664307 -0.1892731 -0.3882084 -0.3182068 -0.242102 -0.2109232 -0.3143706
19153 0.53742129 0.51202003 0.63023837 0.4228436 0.68697629 0.7236964 0.81512572 0.52669743 0.60871495 0.6966066 0.69363899 0.67432451 0.76713404 0.63609718 0.66905756 0.59637818 0.70921907 0.59325689 0.63448321 0.70123326 0.59523641 0.49846617 0.533904 0.64450077 0.5897188 0.73335867 0.64298697 0.8442903 0.88749634
19156 -0.5385931 -0.2852608 -1.1639319 -0.8103879 -0.3506285 -0.4104636 -0.931468 -0.1835771 -0.8813543 -0.4940064 -0.1708089 -0.7856196 -0.3839751 -1.1876175 -0.2997367 -0.2285164 -0.5675133 -1.5453508 -0.6570941 -0.5040439 -0.4492806 -0.3988365 -0.2590738 -0.7438007 -0.6545646 -0.7225251 -0.2547872 -2.520813 -0.9991347
19158 -0.1032304 -0.0951339 0.93740788 -0.5397388 -0.2180716 0.20720193 -0.2332664 -0.3648517 0.1089847 -0.797892 0.02402711 -0.3528348 -0.1759358 -0.041022 0.10012661 -0.2855411 -0.5820077 0.90341672 -0.701684 -0.3280473 -0.5198777 0.01748464 -0.0073823 -0.3000723 0.34517587 -0.5114558 0.13842959 0.0132158 0.17011782
19159 -0.3190239 -0.0802414 -0.2724446 -0.1979429 0.0398811 -0.110001 -2.7815428 -0.0344927 -0.367719 0.01929304 -0.0066396 0.03732334 0.02654568 -0.216829 -0.3650797 0.01939646 -0.1514487 -0.4479725 -0.2101604 0.06854205 0.00022334 0.02690487 -0.1369453 -0.1634127 -0.5631202 -0.0567411 -0.121215 0.03992218 -0.2562755
19164 0.671116365 0.691159185 0.41200211 0.75975721 0.697997505 0.602505095 0.82687113 0.76638457 0.67838465 0.615859055 0.49351769 0.74103608 0.756320085 0.678670165 0.59779637 0.58277708 0.576011545 0.54397441 0.658292925 0.795191385 0.70985091 0.54960643 0.623121595 0.622715805 0.47989858 0.670180195 0.7245862 0.70118168 0.546184375
19165 0.99940706 0.73783947 1.25822675 1.10975158 0.97923302 0.87319554 0.77753918 0.92281743 1.12094399 0.97291735 0.92401588 0.86943327 0.76043574 1.17308026 0.92109098 1.08091211 0.72773356 1.38779929 0.98745238 0.73204871 1.05569621 1.06818443 1.06337441 0.88481111 1.16222796 0.89140048 0.8431726 0.82745314 1.18907652
19166 0.21786596 0.05929807 0.24065437 0.16043867 -0.0466044 -0.0164014 -0.0009606 0.12328499 -0.0530109 0.30006104 0.27679364 -0.1785081 0.02381479 -0.1885264 0.02796053 0.11144586 0.41138876 -0.4194878 0.14531119 0.2368726 0.22189927 0.03205362 0.06943709 0.4028696 -0.1004684 0.09728129 0.09561539 0.3658955 -0.1740545
19167 -0.68663755 0.048144055 -0.23672185 -0.046704055 0.036058955 -0.019842165 -0.041765675 0.00102793 -0.200035405 -0.015208245 0.0068275 0.016895565 -0.074981115 -0.102458885 0.047520185 -0.166496285 0.107618795 -0.31921824 0.16036665 0.07118392 0.087900315 -0.18670971 -0.02487 -0.108648225 -0.4725333 -0.0610351 0.128847535 -0.150028375 -0.140626535
19170 1.84683489 2.14705386 2.01664038 1.93876196 1.26583633 1.33344975 2.19904136 1.9631308 1.40619313 2.29712716 2.1618393 1.76854944 1.76130002 1.65606322 2.09384065 2.28145996 1.89922004 1.23503771 2.18918479 1.59664964 2.19930296 1.73497055 2.11115923 2.1585226 1.82953478 1.72775353 2.11540441 1.99759045 1.74907991
19172 -0.0085586 -0.0716934 0.14677038 -0.0567107 -0.0650464 -0.284161 -0.2257206 -0.1179178 -0.0600769 0.10603141 -0.2464537 -0.0888215 -0.1229252 -0.0875758 -0.1888702 0.07328244 -0.1790252 0.12822206 0.05452635 -0.1531746 0.10956188 -0.0261655 0.00849295 -0.2424886 0.04715443 -0.1018477 -0.2221266 -0.3741388 0.00499894
19173 0.84388685 0.65479066 0.49397762 0.32265744 0.75286096 1.09708797 0.64482648 0.38504477 1.03265967 -0.2996843 0.76444692 0.29529398 0.51485426 1.01839878 0.71520942 0.62378643 0.10996766 1.29381206 0.10292996 0.46226996 -0.0338695 0.94700135 0.78320868 0.59984142 1.58740736 0.43927217 0.89059061 0.76435277 1.14738201
19175 -0.4343674 -0.4370892 -0.3970748 -0.2716754 -0.3583627 -0.6038274 -0.2118685 -0.14744 -0.4665943 -0.2390265 -0.4733115 -0.3333732 -0.2571251 -0.6179338 -0.5553516 -0.3827579 -0.387893 -0.5782769 -0.3273774 -0.3400296 -0.3935199 -0.5783009 -0.4350531 -0.3790851 -0.6464377 -0.397044 -0.4121318 -0.3075302 -0.5920693
19179 0.3340834 0.129106515 0.502084035 0.225348195 0.375613015 0.41095889 0.16286772 0.10517673 0.562293295 0.113158415 0.22566692 0.28975506 0.32983543 0.51817672 0.1212359 0.160493555 0.12171714 0.653050945 0.292936255 0.056671555 0.081086255 0.496087605 0.35177612 0.22338633 0.63204205 0.284383115 0.28245131 0.351544955 0.662174805
19181 0.758223997 0.950882267 0.313846627 0.737232093 -0.006712587 -0.07732638 0.95514146 0.757373953 0.49416038 1.01048178 0.929455517 0.020793573 0.205502163 0.45956207 0.84536465 0.995750497 -0.067180977 0.208879023 0.810517657 -0.053755963 0.86152729 0.160815203 0.989242093 0.994952877 0.646590673 -0.021032033 0.805827197 0.930473637 0.600101643
19182 0.515263145 0.64536937 0.71980236 0.430827445 0.50064618 0.672484375 0.721856645 0.455267475 0.39697293 0.92873828 0.592344865 0.984539585 0.84264056 0.333611875 0.70668137 0.711947035 0.99149646 0.11187964 0.660661285 0.65557621 0.779545765 0.814125505 0.555539345 0.73090823 0.498784315 0.935906485 0.624537475 0.85184395 0.577356415
19183 0.836740275 0.7723248 0.990057435 0.912251175 1.002149805 0.93258846 0.790762675 0.83998877 0.726073515 0.976028455 0.862749335 0.828158775 0.82328187 0.87033295 0.79420593 0.626227745 0.68268732 0.833461955 0.943587995 0.88939041 0.91083853 0.8727541 0.862973045 0.90714559 0.829788715 0.98627726 0.803138775 0.905573285 0.895874855
19184 -0.49353784 -0.696919667 -0.522721343 -0.478155333 -0.595454567 -0.625972367 -0.786337933 -0.6875754 -0.554054463 -0.430098327 -0.705970467 -0.6395604 -0.657215333 -0.486030703 -0.5808296 -0.7066513 -0.620789233 -0.353297633 -0.4694446 -0.5869249 -0.4478018 -0.609210567 -0.620138833 -0.543651133 -0.542374613 -0.6492706 -0.6886383 -0.6246986 -0.516029683
19186 0.27932044 0.38076138 0.213519645 0.31439856 0.2387075 0.257053255 0.347425925 0.519069425 0.168467565 0.311164795 0.34885419 0.31345941 0.25499262 0.167387825 0.291072495 0.380308725 0.50693517 0.01102335 0.19153965 0.45370753 0.304777365 0.285917715 0.314914365 0.37915805 0.030168455 0.3997892 0.25573691 0.25804898 0.053893435
19192 -1.2249705 -1.3727229 -1.6802517 -1.3298221 -1.5386316 -1.2149418 -1.4326308 -1.4869787 -0.7901469 -1.7982831 -1.2520242 -1.5995038 -1.9244729 -1.1240213 -1.2974553 -1.4013733 -1.4919146 -0.989654 -1.3962385 -1.4730639 -1.6580617 -1.4005322 -1.2602902 -1.5125643 -0.5941604 -1.7423798 -1.4625327 -1.8844047 -1.276407
19202 0.23783172 0.40426419 0.5172752 0.41438258 0.50758601 0.38312074 0.69617874 0.55463591 0.58088692 0.68147529 0.54316061 0.59046312 0.70118848 0.25819875 0.55308557 0.71928989 0.47843594 0.24159829 0.39482482 0.51560296 0.68950333 0.63385465 0.57335948 0.58478844 0.36919436 0.59856705 0.51722135 0.65070687 0.46286359
19206 -0.71447685 -0.79193805 -0.7322921 -0.87076485 -0.9107465 -1.02369295 -0.7862675 -0.8428106 -0.8477053 -0.99771075 -0.8827904 -0.9162657 -1.0113091 -1.0856991 -0.9613337 -0.76015845 -0.82450305 -0.93110965 -0.88496465 -0.9782702 -0.9875573 -1.00285275 -0.8838098 -0.97149355 -0.8191231 -0.9526274 -0.7982661 -0.8757475 -0.96345795
19210 -0.3763186 -0.3155935 -0.4119581 -0.2911813 -0.2840535 -0.252338 -0.0825194 -0.2378961 -0.2908907 -0.3144435 -0.3932542 -0.3202155 -0.115647 -0.334426 -0.466645 -0.3955743 -0.3144634 -0.3639905 -0.2705702 -0.2231323 -0.2796084 -0.3119229 -0.4469352 -0.2017273 -0.631399 -0.2915062 -0.3117891 -0.130811 -0.2830111
19211 -1.394036 -1.6627992 -1.2949542 -1.6417492 -1.5153059 -1.3788484 -1.6231254 -1.5865529 -1.2059406 -1.7891297 -1.3873187 -1.507022 -1.4531622 -1.4840488 -1.5014443 -1.5772269 -1.3986945 -1.3078997 -1.6993436 -1.5909738 -1.6252134 -1.4016416 -1.4642324 -1.7737138 -1.2368716 -1.6046932 -1.4725815 -1.3884603 -1.2247212
19217 1.38504827 1.16215573 1.16093783 1.27839755 0.98978798 1.01178059 0.69251105 0.99044838 1.25248968 1.01485286 1.05695483 1.11517401 1.02189866 1.27234823 1.1997374 1.34148523 0.88052237 1.51368895 1.04710666 0.87667779 1.08947865 1.09096287 1.25068192 0.77900877 1.39380797 0.88278948 1.08174718 0.77503101 1.22291171
19219 -1.067939845 -1.40646715 -1.16084215 -1.56479475 -0.929524785 -0.922039575 -1.24121113 -1.36039325 -0.95920649 -1.3117226 -1.215517815 -1.35812205 -1.27786655 -1.065753015 -1.14969762 -1.1819442 -1.4470803 -0.823069065 -1.3764007 -1.2387422 -1.3298198 -0.991073355 -0.999478 -1.545745895 -0.76346181 -1.275808815 -1.033390605 -1.168839905 -0.84584981
19221 0.49127728 0.39611181 0.20163596 -0.1938101 0.49181065 0.83663732 0.15463988 0.18577097 0.78085185 -0.4425185 0.58296007 -0.0450527 0.15622257 0.54996258 0.63855511 0.42235166 -0.0687484 1.10238239 -0.2672611 0.19672662 -0.3899749 0.63479929 0.55468509 0.30126141 1.10462985 0.16237887 0.64170061 0.39969203 0.48756179
19223 1.50868165 1.40197289 1.59874699 1.52652253 1.48540127 1.36065281 1.10513605 1.35812034 1.56850008 1.52883831 1.43074931 1.29344766 1.42251191 1.47867774 1.49496605 1.63921098 0.94399294 1.80127039 1.41142442 1.29085463 1.61656482 1.50238845 1.64089911 1.04832095 1.68660223 1.29325602 1.29601433 1.19810488 1.57718583
19227 0.86968112 0.74085921 1.02917782 0.87356769 0.8096622 0.85632256 0.7081998 0.7034155 0.76754832 1.00815858 0.8999437 0.85578577 0.81825918 0.76109362 0.9544839 0.83006942 0.89350778 0.96017544 0.90676674 0.76588347 0.89608831 0.87914689 0.83129994 0.85302597 0.76099706 0.89676863 0.89001206 0.93245312 0.98879113
19228 -1.1150985 -0.9119965 -0.9086803 -0.8941732 -0.9183199 -1.0626906 -0.7637371 -0.7518466 -0.8445355 -0.9365459 -0.8564333 -1.0101673 -1.0198526 -0.8695562 -1.0274513 -0.8139439 -0.9839513 -0.8517797 -1.0500844 -1.0186673 -0.881125 -0.9636855 -0.9555347 -0.8226183 -0.7328507 -1.0376609 -0.8731473 -1.2116879 -0.9458876
19240 -0.9188596 -0.4962787 -0.5674464 -0.5604072 -0.5571147 -0.6245419 -0.6604611 -0.6333359 -0.7369608 -0.4430776 -0.4576027 -0.4917265 -0.6265277 -0.6382972 -0.4390582 -0.5531875 -0.0771131 -0.9702208 -0.5456087 -0.7156557 -0.5700765 -0.540211 -0.6001793 -0.6882893 -0.4592155 -0.6447177 -0.7642626 -0.5454301 -0.4907708
19241 0.01876033 -0.0953125 -0.007814 -0.1558937 -0.0293451 -0.3985139 -0.0584152 -0.0224377 -0.277591 -0.0382062 0.03227088 -0.0097826 0.00774479 -0.4188531 -0.1598787 0.10924884 0.3265512 -0.2277906 -0.2478421 0.0083402 -0.1267906 -0.1760754 -0.1384527 -0.0598514 -0.2860687 -0.1331675 -0.1004909 -0.0337564 -0.3204901
19242 1.49075725 1.48319302 1.71420896 1.52908149 1.47242431 1.42211006 1.51176941 1.44952743 1.6326932 1.58506418 1.55025252 1.7275475 1.61785321 1.54793946 1.64794486 1.71743883 1.57138514 1.74763408 1.51980921 1.49366328 1.60300278 1.64201711 1.55599679 1.59947299 1.66883908 1.61290387 1.50589433 1.4024401 1.60701828
19247 -0.7779136 -0.523555 -0.5286339 -0.6795962 -0.5197503 -0.5248974 -0.65991085 -0.5705623 -0.53818865 -0.5123263 -0.5358146 -0.55913115 -0.5365123 -0.7624527 -0.59609115 -0.62488025 -0.4370097 -0.64691435 -0.41811905 -0.45948815 -0.4716055 -0.54112775 -0.61939535 -0.4982871 -0.7737199 -0.58051775 -0.5186468 -0.5812547 -0.6393301
19249 0.37329496 0.3694122 0.45446695 0.21498637 0.34148647 0.24793127 0.5801365 0.33005885 0.20966171 0.60943407 0.39194764 0.29228632 0.53535347 0.09091133 0.21243077 0.57461382 0.56056763 0.09407863 0.51283179 0.45682056 0.51515423 0.33680637 0.41023732 0.59217915 0.11195024 0.47286448 0.34698864 0.69284487 0.31911056
19250 1.09155042 1.57608857 1.66891883 1.05507379 1.40321991 1.55084975 1.5953461 1.33627969 1.26845479 1.59657218 1.60412425 1.64666703 1.29511111 0.96047887 1.73813253 1.55723867 1.69773541 1.02097136 1.24537283 1.58280178 1.32955502 1.47248727 1.4768064 1.72395319 1.2641431 1.76846901 1.36936523 1.69011181 1.30135214
19255 -1.068849 -1.03231655 -0.8404939 -1.039115 -0.99069085 -0.9540458 -1.06444025 -1.18246945 -0.91942355 -0.89592295 -1.0142335 -0.9434312 -0.9874513 -0.960644 -0.9510037 -1.023387 -0.9538376 -0.7582097 -0.991204 -0.9713225 -0.9508754 -0.8751068 -1.06040175 -1.0163653 -0.808404 -0.9583091 -1.094671 -0.99387655 -0.9104681
19261 -0.586094165 -0.64646677 -0.535148445 -0.289737525 -0.727845985 -0.466511705 -0.824189555 -0.4281625 -0.308819125 -0.447603685 -0.623149645 -0.67832371 -0.91776552 -0.12577399 -1.01828132 -1.271125335 -0.545354985 -0.29651996 -0.303963295 -0.46030606 -0.837950555 -0.85504276 -0.47587016 -1.170770515 -0.476470115 -0.988788195 -1.066875515 -0.8171596 -0.22185581
19262 -0.36408155 -0.4427639 -0.39288605 -0.2973509 -0.309362155 -0.245680215 -0.07205236 -0.327035 -0.223083975 -0.30244321 -0.3062704 -0.467976 -0.2439512 -0.28026304 -0.3105014 -0.4950498 -0.40882355 -0.48545255 -0.254266785 -0.26295766 -0.31371046 -0.3689376 -0.3319208 -0.270405555 -0.30588275 -0.21879406 -0.3312571 -0.25314 -0.25017464
19266 -0.020189653 -0.026975367 0.20067619 0.111031377 -0.008128993 0.007464543 0.037219193 0.068593157 0.16498346 0.137311547 -0.073853337 -0.041040217 0.09237716 0.11541641 0.015014823 0.157370203 -0.086893047 0.281344943 0.056584803 -0.006624127 0.09685194 0.11353779 0.055386247 -0.641721577 0.09012458 -0.113276273 -0.044053713 -0.098732487 0.1103603
19267 -0.6708984 -0.3874515 -0.8158264 -0.5609519 -0.3538668 -0.4047319 -0.2830905 -0.5767809 -0.3472084 -0.4398109 -0.4674818 -0.304652 -0.5981806 -0.5128835 -0.4844581 -0.5721809 -0.3719468 -0.7052327 -0.3670823 -0.3697547 -0.3908931 -0.4880598 -0.525094 -0.7387202 -0.7688534 -0.3190233 -0.694071 -0.5514272 -0.6522554
19268 -0.4301808 -0.6576546 -0.3761414 -0.44709135 -0.5189566 -0.5657978 -0.27872917 -0.61683725 -0.41972505 -0.37947075 -0.50150775 -0.63601005 -0.4819998 -0.4531439 -0.41639135 -0.64252955 -0.5513151 -0.41983505 -0.391069 -0.5122394 -0.4416202 -0.4090596 -0.5639874 -0.27765819 -0.29253745 -0.5555178 -0.647008 -0.31173453 -0.30609405
19272 0.129724707 0.10041305 0.178772833 0.101072177 0.252971223 0.175434827 0.331490887 0.19315916 -0.02279741 0.255974537 0.223320023 0.18567655 0.307355843 -0.088392057 0.253970563 0.166291073 0.3034737 -0.104436373 0.265127147 0.435794947 0.237004537 0.204941383 0.152234187 0.330656733 -0.084789343 0.304612307 0.310888367 0.261243297 0.010313507
19280 0.621847545 0.627111945 0.53685679 0.35664539 0.675752565 1.01698004 0.530345505 0.43325691 0.90244398 0.26242434 0.744778025 0.452680595 0.72437661 0.804667865 0.648772405 0.58049399 0.413757265 0.96970596 0.426287505 0.64303043 0.352310305 0.85448405 0.6875054 0.76452932 1.186974875 0.55125776 0.71001099 0.76250187 0.98973714
19283 -0.8058708 -0.6644077 -0.7289135 -0.6292581 -0.8173786 -0.7870414 -0.5114665 -0.7034332 -0.7786196 -0.8470361 -0.8101795 -0.8480121 -0.6914812 -0.6399613 -0.8608388 -0.7483447 -0.7307628 -0.7903379 -0.5991568 -0.6491 -0.7833063 -1.0299485 -0.8874823 -0.7558199 -0.9023113 -0.8009205 -0.6989403 -0.6221485 -0.8262189
19285 -0.4243079 -0.4000212 -0.0772424 -0.1412667 -0.4208985 -0.6181537 -0.355591 -0.2908596 -0.3826012 -0.1847096 -0.3363874 -0.4389568 -0.208226 -0.5026156 -0.2889288 -0.1526037 -0.3872115 -0.7154802 0.00636646 -0.4809594 -0.2167664 -0.314444 -0.257081 -0.2484494 -0.6209951 -0.3641036 -0.4189265 -0.3654091 -0.3986678
19290 2.37567616 2.61610726 2.77686977 2.13592539 2.40409203 2.33972977 2.66742712 2.41722139 2.01097669 2.88360784 2.57769649 2.80254305 2.35227226 1.69843766 2.64105775 2.68507426 3.14645556 1.92087556 2.29412158 2.67378565 2.47269152 2.65054805 2.55042816 2.76810293 1.91695243 2.81915484 2.37749202 2.68425675 2.12652802
19291 -1.1757948 -0.93129465 -0.9587566 -1.19134435 -1.05196205 -1.0250155 -1.40460385 -1.19299425 -1.33702865 -1.258603 -0.93510835 -1.1572464 -1.0589828 -1.1196771 -1.028158 -1.1353111 -0.88024895 -1.2959218 -1.04244915 -1.16249425 -1.14300765 -1.24848155 -1.08108075 -1.23286095 -0.85028775 -1.2167792 -1.0438416 -1.1252105 -1.1129407
19294 -0.449120133 -0.398924717 -0.335786333 -0.4417296 -0.438390233 -0.468456267 -0.282422293 -0.429760267 -0.444247533 -0.292382363 -0.44462561 -0.343134503 -0.340355417 -0.516723667 -0.396776553 -0.452964873 -0.4122478 -0.551772433 -0.39075806 -0.38004889 -0.31117692 -0.475254867 -0.5146916 -0.356179 -0.465485933 -0.41946016 -0.38731696 -0.286441123 -0.450301967
19296 0.36281273 0.16573808 0.24861463 0.37683744 0.41077377 0.50065834 0.41159695 0.0990026 0.65591414 0.05499288 0.1954494 0.05098995 0.29318174 0.67594156 0.31069909 0.28647143 -0.0326892 0.85984809 0.35389906 0.23301954 0.20149285 0.45916266 0.23122191 0.32027783 0.89838299 0.26120489 0.15680893 0.35060926 0.72733039
19298 -0.105619805 0.044869465 0.342825215 0.156461565 0.09100186 -0.908970755 -0.203935235 0.19103351 0.11089452 0.36258161 0.15285313 0.28426885 0.108403005 -0.085089945 0.14500691 0.11139842 0.44828427 0.187044485 0.351780645 0.05988118 0.342038155 0.171491785 0.14773398 -0.22983974 -0.851296275 0.024323555 -0.043063 0.308890405 -0.77239534
19300 1.42377776 1.27171186 1.11187898 1.50430996 1.30296567 1.34542935 1.31955692 1.48308282 1.37757525 1.43872828 1.36327316 1.33139284 1.45513238 1.26714323 1.29796133 1.33322928 1.54681469 1.15939173 1.33764544 1.57675718 1.4162899 1.29964336 1.29686725 1.46808553 1.23580062 1.37869128 1.37859045 1.39971625 1.22208834
19301 1.37311465 1.34576825 1.50976182 1.56466622 1.22701419 1.32490022 1.00702921 1.35173857 1.56534511 1.30604737 1.37231951 1.3286001 1.35387356 1.41859058 1.50789854 1.47004882 1.19769463 1.7323636 1.32797115 1.205573 1.44320956 1.34913491 1.5035594 1.02580918 1.66424138 1.19703487 1.23277948 1.10071599 1.50720019
19324 0.325166595 0.475958135 0.578892415 0.42015714 0.40293272 0.463976595 0.61320166 0.62221916 0.26292952 0.777287065 0.614607435 0.72530488 0.728284595 0.224029605 0.555987375 0.679291995 0.7337304 0.15838212 0.437475525 0.52542691 0.62715595 0.633139115 0.476833255 0.72512583 0.11944337 0.756682465 0.49387528 0.75909758 0.329941695
19325 -0.3593721 -0.1651273 0.11005425 -0.0929251 -0.2331959 -0.2546515 -0.4336371 -0.2110006 -0.2888255 -0.0860722 -0.2310957 -0.1154442 -0.0609551 -0.175711 -0.2170785 -0.2718842 -0.2738573 0.03073481 -0.0717503 -0.1421884 0.0280561 -0.1434461 -0.1280882 -0.2992495 0.00863182 -0.2576933 -0.2620875 -0.3927272 -0.1347617
19326 1.29038046 1.27475021 0.86963966 1.4305459 1.41577577 1.33992451 1.44922593 1.41658567 1.15361946 1.18571995 1.16254661 1.25134624 1.25674686 1.46771433 1.20494118 0.90230014 0.98173926 1.12190112 1.39986746 1.46240377 1.38990753 1.07946813 1.20006819 1.21540265 1.13538403 1.31999476 1.37544689 1.19456685 1.19797601
19328 -0.38744835 -0.4275773 -0.51581035 -0.48848155 -0.2608859 -0.3631336 -0.24101735 -0.4264181 -0.6395153 -0.35368165 -0.3903462 -0.40524945 -0.3892638 -0.5051721 -0.3851815 -0.526927 -0.515109 -0.270916905 -0.5103591 -0.3039075 -0.32858825 -0.385979 -0.40647465 -0.35541385 -0.50404565 -0.31249085 -0.3920586 -0.4541699 -0.5161942
19329 -0.2233022 -0.1165991 -0.0409031 -0.1716793 -0.3483922 -0.448662 -0.091274 -0.0909263 -0.5035676 -0.1809715 -0.0724925 -0.1775735 -0.2651417 -0.6200671 -0.0775772 -0.0468534 0.2083165 -0.3206162 -0.171048 -0.1449842 -0.2001356 -0.2262977 -0.2236713 -0.0555562 -0.4624241 -0.2258074 -0.2920888 -0.1743155 -0.4304495
19330 0.424748345 0.3351157 0.3188662 0.561451735 0.4564496 0.37225246 0.442768385 0.491238585 0.40882019 0.31794039 0.240072795 0.488052575 0.441460685 0.383179325 0.2760696 0.266062655 0.407873725 0.293318495 0.462970805 0.365538895 0.51866155 0.344119455 0.397249285 0.32535311 0.118281935 0.429038435 0.325727025 0.430858465 0.294306695
19334 -0.1385626 0.00520909 0.08439912 -0.0234283 -0.0015687 -0.1690563 0.21398321 0.03952772 -0.0821273 -0.1251121 -0.100962 -0.0877492 0.05113675 -0.2350892 -0.0710672 -0.0673588 0.19659561 -0.3614241 0.03977033 0.04951857 0.0050121 -0.1387509 -0.218017 0.17322993 -0.4733848 -0.0877292 -0.058378 0.07559806 -0.2006375
