Gene	SFA2a	SFA2b	SFA2c	SFA2d	SFA2e	SFA3a	SFA3b	SFA3c	SFA3d	SFA3e	SFA4a	SFA4b	SFA4c	SFA4d	SFA4e	SMA2a	SMA2b	SMA2c	SMA2d	SMA2e	SMA3a	SMA3b	SMA3c	SMA3d	SMA3e	SMA4a	SMA4b	SMA4c	SMA4d	SMA4e
26944 -0.2818942 -0.2620052 -0.444701 -0.3319661 -0.0781117 -0.3357344 -0.2577571 -0.304808 -0.2301698 -0.5546036 -0.6352019 -0.4172276 0.02816668 -0.465959 -0.3662797 -0.3959533 -0.3535173 -0.3085121 -0.4538171 -0.1267054 -0.1152484 -0.3876018 -0.1663232 -0.2021114 -0.246724 -0.069263 -0.195187 -0.1092156 -0.1849286 -0.1747441
26951 1.45843044 1.57451049 1.32185086 1.30379107 1.58772064 1.25515206 1.52485854 1.39710897 1.27756268 0.91778906 1.49320081 1.11106708 1.62730705 1.33436293 1.40497475 1.57068784 1.38034857 1.40426136 1.33687952 1.44344851 1.57033074 1.46287084 1.54630866 1.60544139 1.27368797 1.52467601 1.40137735 1.55200147 1.50618543 1.40669002
26961 0.77208741 0.463443335 0.782398185 0.91774157 0.888129185 0.916006645 0.527819655 0.483810035 1.088067725 0.578576805 0.35518281 1.003955325 0.797028355 1.055165515 0.340320625 0.80971179 0.80178039 0.792093245 0.788661555 0.760106365 0.86472677 0.757562565 0.569969205 0.56534112 0.85918363 0.896443975 0.88416567 0.431791585 0.72414265 1.222418015
26987 0.66272983 0.59535988 0.61017904 0.65937374 0.82334416 0.56440132 0.35838514 0.54544337 0.79722837 0.57394585 0.33524052 0.73211946 0.61882483 0.62167584 0.46642329 0.4535309 0.72291584 0.79972195 0.50447372 0.64318117 0.74770944 0.586359 0.76854412 0.82512701 0.65360147 0.56170105 0.69397314 0.54429945 0.73616847 0.70224581
26992 -0.7878244 -0.6695864 -0.4764318 -0.5283866 -0.6517127 -0.5771197 -0.6808182 -0.5880781 -0.4962358 -0.5829867 -0.7107885 -0.7630703 -0.4786984 -0.3903952 -0.7912677 -1.3940816 -0.6846284 -0.4055283 -0.6992943 -0.8124753 -0.4808272 -0.9079705 -0.6984803 -0.6167193 -0.5902558 -0.4916873 -0.5830489 -0.7892881 -0.5036129 -0.3796167
27008 -0.7026424 -0.6685151 -0.4481291 -0.3857478 -0.4719825 -0.6033672 -0.7091171 -0.7367423 -0.4305726 -0.7986294 -0.5261521 -0.6450317 -0.2966215 -0.5570327 -0.4836514 -0.7600585 -0.8019506 -0.1148656 -0.4924933 -0.6199455 -0.4824854 -0.9248461 -1.0131869 -0.6736647 -0.6575292 -0.2656943 -0.8312249 -0.9231512 -0.6209854 -0.5464466
27027 -0.8636157 -1.0166204 -1.0403064 -1.1262918 -0.9098869 -0.7530516 -0.8774719 -0.9485581 -1.0021202 -0.7982728 -0.9501308 -0.7041608 -1.1030396 -1.0170848 -0.971311 -1.1533683 -0.7021522 -1.1414746 -1.1386852 -0.9438494 -1.0874692 -0.9808787 -0.8481264 -1.0880311 -0.8995527 -0.8429546 -0.7980492 -0.8734811 -0.8429337 -0.9931985
27041 -1.2984736 -1.16470255 -1.2834192 -1.49409 -1.13801935 -1.1628312 -1.0624821 -1.2213804 -1.22912325 -0.98948335 -0.96383385 -1.0984583 -1.36419335 -1.37978875 -1.2210094 -0.9341779 -1.3491773 -1.63931495 -1.255617 -1.22309665 -1.3851721 -1.2844689 -1.2871931 -1.2813227 -1.3666636 -1.42706555 -1.31397815 -1.1843549 -1.2306578 -1.2816369
27045 -0.5023382 -0.4583482 -0.4150045 -0.5163966 -0.5814773 -0.6333122 -0.5222146 -0.4066878 -0.55412 -0.8651924 -0.2706554 -0.5136857 -0.572162 -0.4168918 -0.4939676 -1.4459607 -0.4735074 -0.622988 -0.3498131 -0.2943941 -0.4502781 -0.2969442 -0.4090232 -0.5274774 -0.5934624 -0.6256023 -0.5317132 -0.5453398 -0.521413 -0.4667666
27053 -1.6284978 -1.4541019 -1.2711435 -1.2233917 -1.4260235 -1.4998472 -1.3590181 -1.3444909 -1.1078722 -1.445497 -1.4921847 -1.2167351 -1.3581539 -1.3377283 -1.1804269 0.09196536 -1.172626 -1.1403253 -1.4982761 -1.1785455 -1.2639762 -1.087894 -1.2970887 -1.4461286 -1.2121608 -1.4212452 -1.299847 -1.4134491 -1.2281774 -1.4802061
27054 -0.5273582 -0.5376749 -0.4539777 -0.3599343 -0.5925163 -0.4146852 -0.4934582 -0.3905158 -0.3776037 0.22016595 -0.5266835 -0.6360221 -0.460443 -0.3667894 -0.5533159 -0.6469705 -0.5368719 -0.322168 -0.6239629 -0.5890447 -0.3961653 -0.5947324 -0.5856873 -0.5064585 -0.4708082 -0.5524274 -0.5497259 -0.4665513 -0.3868609 -0.3145848
27055 -0.5055319 -0.5059236 -0.6777319 -0.5886777 -0.6479188 -0.5709971 -0.6321875 -0.5897453 -0.499115 -0.6459091 -0.7161192 -0.5471603 -0.5924109 -0.4185601 -0.7002114 -0.0956304 -0.6782763 -0.5672657 -0.6233815 -0.6172729 -0.4615659 -0.662977 -0.4992496 -0.6150411 -0.6214631 -0.5057635 -0.5183059 -0.6074108 -0.4578646 -0.4444981
27058 -0.33896565 -0.44178675 -0.38774265 -0.3548667 -0.33436095 -0.3562873 -0.4560064 -0.46372695 -0.402597 -0.68001115 -0.62465065 -0.4390921 -0.45323955 -0.29372805 -0.51288675 -0.3279255 -0.44630705 -0.36928145 -0.41072885 -0.43003985 -0.3788202 -0.3927355 -0.4963666 -0.46266965 -0.36745875 -0.3737024 -0.25860905 -0.49596225 -0.2498156 -0.30250515
27059 0.927816995 0.935964685 0.940178875 0.975163725 0.8573829 0.818339235 1.045682 0.739448575 0.862452335 0.754985035 0.8294208 0.87112486 1.00407404 0.904079475 0.92981457 0.569893935 0.717580755 0.897492695 0.842797535 0.854218455 0.8229964 1.07042888 0.85002833 0.826938675 0.876682405 0.936960675 1.01817291 1.02714935 1.01301057 0.83825908
27060 -0.4929859 -0.743021 -0.500563 -0.4445667 -0.3799948 -0.5607732 -0.7867342 -0.6587796 -0.2945235 -0.6451895 -0.7945002 -0.7324128 -0.516519 -0.4051931 -0.688335 -0.6084504 -0.6769718 -0.3760226 -0.6357849 -0.5927037 -0.341756 -0.6891619 -0.7465585 -0.661741 -0.3355774 -0.2863419 -0.6708953 -0.6622442 -0.6432583 -0.3507789
27061 -0.0247701 -0.3740208 -0.000642 0.05236413 -0.2039764 -0.0924901 -0.3298045 -0.4831458 -0.114592 0.55671674 -0.5874973 -0.0503654 -0.293085 -0.0455902 -0.4525877 0.29523207 -0.4602303 -0.1439793 -0.191395 -0.1429462 -0.137985 0.31693083 -0.4358471 -0.4088645 -0.0928112 -0.1990757 -0.0764596 -0.6006455 -0.3200461 0.02221944
27078 -0.7622715 -1.0174786 -0.8635056 -0.9015918 -0.6294874 -0.8171887 -0.6870915 -1.1140577 -0.8612826 -0.9180819 -0.630752 -0.5345028 -0.8800849 -0.8324395 -0.6266476 -1.1939616 -0.7070215 -0.7723502 -0.9304299 -0.8342548 -0.6290298 -0.8111014 -0.8611658 -1.0395787 -0.8023671 -0.8326384 -0.9411013 -0.7324436 -0.8413969 -0.8727304
27081 0.62400528 0.56097192 0.38639918 0.40365725 0.42247488 0.41934081 0.59779897 0.42907207 0.29672372 0.33496482 0.32576986 0.38677833 0.45816717 0.32065067 0.4709871 0.33308932 0.24348608 0.42968191 0.25642862 0.46836705 0.33742956 0.49692609 0.57937122 0.4427046 0.40801171 0.3387281 0.51756469 0.60071116 0.60121391 0.36103953
27096 0.36044321 0.63475797 0.36281234 0.37324759 0.51667514 0.26874806 0.60786199 0.55844637 0.309091 0.4129715 0.51814032 0.34602679 0.34153207 0.27865667 0.70992195 0.98291885 0.22520828 0.50576562 0.52776882 0.42793082 0.27097333 0.30892369 0.5942841 0.44912207 0.44918009 0.31740444 0.35262515 0.66606493 0.29764268 0.3099253
27103 -0.6556456 -0.855149 -0.2189181 -0.7143584 -0.5123762 -0.4626798 -0.5624586 -0.756555 -0.426382 -0.3613971 -0.5230331 -0.2345893 -0.5718737 -0.6000183 -0.5400544 -0.7436228 -0.58672 -0.266687 -0.6946995 -0.6595513 -0.4466187 -0.6444108 -0.6384703 -0.68562 -0.2473995 -0.3513506 -0.661999 -0.5941564 -0.5682026 -0.426282
27176 0.383724265 0.397439845 0.37614409 0.39917242 0.381871595 0.377800875 0.53208467 0.439763525 0.520773225 0.123705375 0.21059162 0.40393231 0.373103435 0.2703377 0.27659632 0.986294555 0.32218398 0.43479427 0.287960675 0.333766255 0.359395745 0.448968835 0.32662934 0.445516835 0.294302915 0.55928705 0.4141429 0.434434425 0.490971065 0.58545283
27205 -1.5532533 -1.4540247 -1.4106123 -0.9625803 -1.3809603 -1.1808668 -1.6535053 -2.0400659 -1.7702266 -1.3209335 -1.3911158 -1.3031223 -2.6688185 -1.2462353 -2.5971319 -2.9977608 -1.686589 -2.5047035 -1.2112117 -1.9243698 -1.3053223 -2.4933593 -2.5996432 -1.6401294 -1.9888789 -2.6424986 -1.551138 -1.7435081 -1.4044205 -1.3589742
27207 0.50989193 -0.1381025 0.35865515 0.67444606 0.57577373 0.66005157 0.11581581 0.21498353 0.91285073 0.15399388 0.00740493 0.70040591 0.4845766 0.84875976 0.11192514 -0.1356591 0.4724474 0.59256597 0.47786625 0.38839643 0.80763657 0.20835828 0.1408846 0.195553 0.67731266 0.66177996 0.66091966 0.14569461 0.30772404 0.97886438
27214 0.262830273 0.27823462 0.183680855 0.126131743 0.001902397 0.024314275 0.17055631 0.26856243 0.069571505 0.381869523 0.3826083 0.087167358 0.172363888 0.081234698 0.324672525 0.542319618 0.169571453 0.186490533 0.191817523 0.136439998 0.056406315 0.213977165 0.222295818 0.099751398 0.12495037 0.084884188 0.079349543 0.22729009 0.074115808 -0.079897435
27215 -0.3228268 -0.397518 -0.458192 -0.4448672 -0.3737536 -0.1678174 -0.215879 -0.1664105 -0.3572917 -0.506142 -0.4025699 -0.1716577 -0.2731414 -0.2830471 -0.3879437 -0.4613626 -0.169863 -0.1732651 -0.727537 -0.2192049 -0.4493619 -0.4300112 -0.2275367 -0.2582342 -0.4723661 -0.2041375 -0.2574042 -0.229629 -0.0592 -0.1800996
27218 -1.2418554 -1.3717557 -1.3392756 -1.3340128 -1.0898452 -1.2426116 -1.3500525 -1.5291379 -1.0722817 -1.3199181 -1.1650562 -1.0987575 -0.9922179 -1.0329231 -0.6781524 -1.2942381 -1.3435526 -1.3427658 -1.293944 -1.0905831 -1.0747096 -1.4398471 -1.4034695 -1.1364072 -1.332117 -1.0065989 -0.9753755 -1.0294418 -1.1307696 -0.993481
27224 -0.476528595 -0.41636053 -0.56190798 -0.53572893 -0.45921621 -0.637424985 -0.41811533 -0.482876165 -0.5870149 -0.39198404 -0.552906975 -0.59171055 -0.5612542 -0.562472305 -0.428487875 -0.256488755 -0.796397 -0.55454505 -0.610569645 -0.67967755 -0.544049 -0.4639438 -0.51168079 -0.39711442 -0.61976895 -0.42781785 -0.67651515 -0.45920451 -0.40485659 -0.43849208
27225 -0.88410485 -0.57329995 -0.41646926 -0.37909499 -0.566967755 -0.86776705 -0.52854377 -0.9600095 -0.3415687 -0.572753565 -0.81582554 -0.675055245 -0.516723755 -0.45824922 -0.77797736 -0.79171749 -1.9165399 -0.385100215 -0.606134175 -0.671895845 -0.638246265 -0.714660885 -0.770620365 -0.608573175 -0.6611702 -0.906888355 -0.68464264 -0.76348471 -0.503123105 -0.442250325
27267 0.09556964 0.2115498 -0.190477 -0.0568061 -0.1389018 -0.2829248 0.02826354 0.10231688 -0.2778045 -0.1176172 0.06968602 -0.1667625 -0.0825497 -0.2065999 0.0689648 -0.1273546 -0.0464732 -0.2347998 -0.1195504 0.10667422 -0.2974063 0.07674046 0.10883495 0.15092802 -0.2118073 -0.0232077 -0.2138376 0.14882835 0.03752851 -0.3982446
27275 -0.5033592 -0.6611703 -0.5565459 -0.4067755 -0.4405164 -0.4538691 -0.4468705 -0.6943068 -0.2756227 -0.6608237 -0.4036139 -0.1655072 -0.5081934 -0.6009126 -0.581923 -0.4480718 -0.2343164 -0.3155221 -0.5870468 -0.4468374 -0.2716781 -0.6687815 -0.5949573 -0.5722841 -0.265072 -0.2813387 -0.5279435 -0.5888845 -0.6495906 -0.2327602
27279 1.04422951 1.05160697 0.95565559 0.81944912 0.96104274 0.72923151 1.07367161 1.35877913 0.91756426 1.20081469 1.33147096 1.42085636 0.91205664 0.77097994 1.36404697 1.18905381 1.01028304 0.78310349 1.07207428 1.43024889 0.41322129 0.68486856 0.99271167 0.70957643 1.0983739 0.8865707 0.84133815 1.19506604 0.72893171 0.57634013
27354 1.62618423 1.68329722 1.67921537 1.62777495 1.58397673 1.67525854 2.00764984 1.81301631 1.33371355 1.83018259 1.72762076 1.66534389 1.45613107 1.43478022 1.75947163 1.64532167 1.343466 1.40845587 1.71204929 1.61965708 1.42314731 1.78949794 1.74722866 1.75927072 1.3783542 1.45044244 1.68599127 1.68763563 1.77410113 1.41734388
27357 -0.4832273 -0.4370763 -0.6130779 -0.5608982 -0.6375625 -0.5744318 -0.4052331 -0.551678 -0.7037055 -0.1041416 -0.1098475 -0.8104801 -0.4801301 -0.8363832 -0.0714383 0.24368482 -0.7457291 -0.4595164 -0.5462831 -0.534471 -1.031527 -0.4264892 -0.3892692 -0.3359102 -0.6019402 -0.5413256 -0.6645176 -0.4627017 -0.6055301 -0.7486059
27359 0.59972179 0.55027404 0.6484276 0.38653786 0.47192778 0.56449173 0.61811758 0.75656927 0.40100154 1.02817819 1.01826951 0.51127922 0.62436494 0.56532082 0.6731068 0.43309673 0.21081101 0.42175704 0.72918403 0.78881998 0.45385372 0.77877864 0.67459009 0.51437084 0.57257133 0.51795417 0.44554484 0.4813006 0.45497183 0.44827823
27361 0.69774928 0.97043452 0.51677212 0.63412696 0.76791043 0.74751494 0.99457947 1.00951462 0.34923518 0.63111217 0.92097676 0.8347397 0.46845558 0.51704431 1.00175963 0.90518609 0.62602403 0.43223162 0.54332512 0.5988424 0.46404084 0.68308545 0.92427649 1.11369585 0.495081 0.67955061 0.82886289 0.89083787 1.08347804 0.44689719
27362 -2.5183274 -2.0441117 -2.3977723 -4.2576043 -2.4873453 -2.4902919 -2.5682194 -2.5778691 -2.1934584 -2.9290086 -2.6574529 -2.687997 -2.6335303 -3.5150904 -2.8007584 -2.8644247 -1.7088818 -2.3398795 -2.6243354 -2.4880433 -2.1935057 -2.5218031 -2.2069422 -2.0214563 -2.2722504 -2.7107144 -2.4769514 -2.3880184 -2.390341 -2.5472818
27367 0.620009767 0.45494644 0.539056563 0.63817449 0.687879717 0.732153498 0.439827937 0.60638942 0.721201752 0.319194007 0.332845202 0.660404545 0.588973635 0.82961941 0.250566197 0.438058798 0.565017438 0.665404143 0.503075378 0.538440485 0.663055912 0.526519758 0.545859007 0.645414158 0.53070879 0.765279635 0.595452333 0.497597555 0.683811517 0.905957023
27368 -0.234121795 -0.118690565 -0.15405203 -0.186682825 -0.184359395 -0.057828255 -0.152932855 -0.100791845 -0.33021335 -0.7917394 0.2309874 -0.122413265 -0.393586665 -0.12233917 -0.22562774 -0.784707895 -0.1397588 -0.40722907 -0.11239954 -0.22313786 -0.182587685 -0.09001949 -0.235257665 -0.14329073 -0.301769715 -0.23296013 -0.019663305 -0.209758855 -0.00257008 -0.117361635
27370 0.152539303 0.17043335 0.198238778 0.080010955 -0.08198889 0.19016241 0.114273485 0.14959784 0.142144228 -0.018007025 0.087952808 0.145199115 0.086992695 0.139913993 0.071117903 0.030260355 0.06405517 -0.01714358 0.209158685 0.063664665 0.215366585 0.11293519 0.020064395 0.077968163 0.032588628 0.1172841 0.155008838 0.052343198 0.102524485 0.186028798
27373 -1.024250933 -1.011978033 -1.099596867 -0.957870033 -0.955839967 -0.930112733 -0.921717833 -1.878928733 -1.017337633 -1.0479956 -0.8767301 -0.897036567 -1.079233367 -0.945406733 -0.672115333 -0.790622433 -1.039227733 -0.9445008 -0.9996138 -1.007581433 -1.026447767 -1.058905267 -0.826473367 -0.849790933 -0.9831958 -0.9537126 -0.983686233 -1.1603046 -0.912998533 -0.9996096
27374 0.78891462 0.7188362 0.79178431 0.76928786 1.00631637 0.84357284 0.68239168 0.73258166 0.90336821 0.53406634 0.65466634 0.73178754 0.92134334 0.91335905 0.54169508 0.5892698 0.68260514 0.80003883 0.77158122 0.66787515 1.0882734 0.7222562 0.73636475 0.7675145 0.82952641 1.01914662 0.76305282 0.68337572 0.71557444 1.07910723
27377 -0.2220428 -0.0476867 0.38530101 0.32642007 0.30560652 -0.3715554 -0.1160983 -1.0262516 0.43142011 -0.1185097 -0.2141315 0.02371464 0.48854742 0.32220915 -0.4025553 -0.3587537 -0.2578177 0.6477354 0.02482496 -0.0809418 0.40078852 -0.417717 -0.5956761 -0.1778462 0.1126694 0.44053301 -0.3534846 -0.5008374 -0.001045 0.29484425
27379 -0.7408016 -0.6237968 -1.1215293 -1.0899373 -1.0075241 -1.029031 -0.6355531 -0.8303506 -1.1009847 -1.4919879 -0.6930217 -1.1289651 -0.8836695 -1.3832335 -0.9250663 -0.651809 -0.8345369 -1.3062819 -1.0028969 -0.9658512 -1.0243172 -0.8725457 -0.7657697 -0.6171895 -1.6802258 -1.3165059 -0.9893699 -0.6919301 -0.6034427 -1.3195735
27388 0.50190369 1.03632142 0.36134278 0.49867431 0.42443656 0.15388964 0.81442626 0.72029933 0.33029203 0.31028065 0.7147505 0.19009658 0.62499531 0.2362238 0.7366779 1.0452643 0.5597614 0.42085203 0.37275098 0.43577639 0.21240171 0.59267103 0.77129099 0.67166056 0.20244194 0.67209202 0.39630947 0.73896764 0.42417868 -0.0452091
27392 -0.9466024 -0.7224931 -1.0138098 -1.1498576 -1.4000869 -1.0701518 -0.7108556 -0.9667837 -1.1502862 -0.7278065 -1.0037396 -1.1332852 -1.2219525 -1.1466628 -0.9884362 1.11508501 -1.2629292 -1.0566832 -1.1195128 -1.1076061 -1.1810358 -0.9028227 -0.8061591 -0.9658283 -1.12892 -1.0675209 -0.8368405 -0.67463 -0.9000652 -1.3985996
27395 -1.3797843 -1.1725936 -1.10831295 -1.1843486 -1.17584985 -1.1542484 -0.97157745 -1.15662545 -1.24472135 -0.45966358 -1.0396218 -0.9206456 -1.24559435 -1.26447485 -0.8574461 -0.93773585 -1.1290029 -1.1998468 -1.1745837 -1.17273035 -1.245027 -1.26591385 -1.0300085 -1.16240345 -1.0871081 -1.05281435 -1.3792421 -1.13360245 -1.15854025 -1.11791695
27397 0.74242691 0.57908732 0.87827083 0.89289355 0.90522619 0.95441452 0.79837576 0.65144125 1.13797183 0.84151148 0.6458683 0.99440158 0.97355738 1.04186951 0.61584959 0.33448029 0.75076548 0.88771853 0.80870485 0.81227376 0.89829537 0.84705101 0.70852791 0.56929348 1.02093462 1.03513011 0.83171153 0.73539144 0.86275312 1.04541769
27399 -0.718458 -0.8498762 -0.8254013 -0.5862097 -0.7355846 -0.5730196 -0.8312084 -0.9925503 -0.6754593 -0.9885239 -0.9574823 -0.6761606 -0.7428492 -0.645839 -0.4854236 -2.259866 -0.7383366 -0.7024118 -0.7306996 -0.9259249 -0.6239816 -0.8393541 -0.8304371 -0.842049 -0.7513094 -0.6390613 -0.5926561 -0.7293437 -0.6707554 -0.4417201
27402 -0.6861868 -0.7338338 -0.5757229 -0.6160851 -0.4121743 -0.6850372 -0.4471566 -0.8439861 -0.5689101 -0.7226421 -0.7617598 -0.337215 -0.7502333 -0.7242069 -0.4481791 -0.685837 -0.6481331 -0.578606 -0.6080426 -0.6477938 -0.427873 -0.76152 -0.6193566 -0.6842692 -0.3432701 -0.7343867 -0.7171607 -0.6301714 -0.633637 -0.5351447
27406 0.16556598 -0.4098163 0.30858852 0.39377505 0.19896941 0.30240993 -0.4077266 -0.2485947 0.31874548 0.37611773 -0.3841639 0.2505348 0.00301537 0.37355053 -0.4560881 -0.5265462 -0.3093456 0.24308507 0.35250613 0.06448358 0.36047431 0.1237562 -0.2555002 -0.1516375 0.19265586 0.0355182 0.17706696 -0.3416073 -0.0092565 0.563963
27407 -1.385008 -1.0923946 -1.2642284 -1.2320257 -1.1479414 -1.1019353 -1.2579413 -1.1964773 -1.0415349 -1.0796641 -0.9131961 -1.2104041 -1.0539317 -1.2686857 -1.0139017 -0.6203398 -1.0245395 -1.3449006 -1.2644484 -1.2309486 -1.3279237 -1.1256959 -1.2014303 -1.082019 -1.0126844 -1.2648556 -1.1137901 -1.2963384 -1.4156252 -1.1740279
27410 -0.6319105 -0.5900433 -0.7204685 -0.6194942 -0.5710025 -0.3862738 -0.5368798 -0.4011182 -0.5036104 -0.4888644 -0.3632756 -0.4382988 -0.7149498 -0.573222 -0.4166083 -0.4047266 -0.5442917 -0.4912622 -0.5342751 -0.5312303 -0.6212331 -0.6277988 -0.4478104 -0.5845826 -0.3725671 -0.5183273 -0.6951942 -0.4864668 -0.5548937 -0.4187278
27411 -0.3629847 -0.3755894 -0.4547712 -0.5357669 -1.0162896 -0.6441807 -0.6483122 -0.3998413 -0.6776845 -0.2168162 -0.0081205 -0.5001731 -0.494867 -0.6209216 -0.0557551 -0.5290641 -0.4927435 -0.4644974 -0.1547646 -0.1339673 -0.9496157 -0.2734096 -0.4836359 -0.567029 -0.5764857 -0.4479938 -0.5814489 -0.7045692 -0.898327 -0.9397705
27416 2.39202012 2.34981359 2.23818814 2.37098437 2.56805244 2.22575409 2.34604686 2.31492458 2.38381799 2.15504831 2.09009237 2.13676083 2.49124895 2.24498362 2.24128643 2.36662843 2.28235962 2.38410241 2.38109221 2.41013488 2.62961855 2.41249863 2.22665772 2.44227369 2.26951879 2.42819229 2.46393087 2.28670168 2.32668662 2.27962441
27418 -0.9184347 -0.691559265 -0.92775415 -0.7453066 -0.9884897 -0.9184208 -0.99080375 -0.7085133 -0.95021505 -0.40808835 -0.86006185 -0.82093745 -0.91323226 -0.89056665 -0.9243885 -0.51957358 -0.69014685 -0.81347394 -0.8847712 -1.0427114 -0.7920313 -0.86149885 -0.71246816 -0.7710454 -0.9640055 -0.9647753 -0.75166025 -0.845267415 -0.87696425 -1.0514628
27425 0.21489198 0.68845579 0.17486532 0.27115684 0.23688295 0.30803832 0.40248837 0.63390425 0.19765776 0.38625634 0.59588178 0.23160889 0.41568026 0.22353051 0.59643622 0.67164201 0.22657684 0.27458672 0.20652499 0.1193739 0.24585339 0.50050877 0.64538834 0.68108441 0.21036341 0.29670318 0.25791444 0.53616445 0.37408882 0.13949121
27428 0.229420438 0.364884633 0.28502682 0.27495481 0.28119911 0.369589533 0.361367215 0.522526248 0.21388943 0.327736665 0.460973865 0.289132755 0.255509128 0.266358853 0.470752005 0.304089643 0.213607643 0.33171014 0.366918963 0.374503755 0.204072933 0.379296433 0.4948957 0.43629291 0.23491261 0.323546785 0.254982755 0.383754688 0.354454218 0.14238742
27494 -0.5859558 -0.5099728 -0.6506372 -0.794017 -0.6318588 -0.4960558 -0.3737294 -0.3992293 -0.7811287 -0.5558207 -0.3065365 -0.5228539 -0.7331873 -0.648024 -0.2182471 0.01928933 -0.6489773 -1.0334985 -0.7815152 -0.583526 -0.9262942 -0.5166281 -0.4099836 -0.4806558 -0.6477825 -0.8050425 -0.6131026 -0.3316228 -0.4794597 -1.2751281
27632 -0.5473085 -0.4406101 -0.2379566 -0.4053158 -0.2457133 -0.2776822 -0.2654172 -0.2292523 -0.0708149 -0.4013865 -0.0974156 -0.2469948 -0.3472788 -0.1186722 -0.0897505 -0.3744109 -0.1715953 -0.2057727 -0.4499365 -0.2583078 -0.23941 -0.3929663 -0.1941206 -0.3987235 -0.1962198 -0.3938441 -0.5750103 -0.367393 -0.3546776 -0.2604728
27681 -0.7219358 -0.1624533 0.2564757 0.1713329 0.09997443 -0.6518803 -0.1908863 -0.9025105 0.19200164 -0.0721767 -0.2591925 -0.3852798 0.21229944 0.03455794 -0.4874799 -0.5240862 -0.5928154 0.48379235 -0.149081 -0.5311983 0.22032037 -0.7309008 -0.6735104 -0.1313543 0.0199887 0.22491889 -0.4231571 -0.7318743 -0.166024 0.14469038
27756 -0.599013 -0.4750461 -0.4802519 -0.3350564 -0.526721 -0.4943621 -0.507802 -0.6119065 -0.4252386 -0.3596737 -0.8650979 -0.1889534 -0.6827071 -0.3540344 -0.3575931 -0.5314138 -0.4587177 -0.4556462 -0.4433811 -0.4939559 -0.6270875 -0.1875623 -0.5033904 -0.3889515 -0.5868074 -0.4075982 -0.3679085 -0.6616547 -0.4683187 -0.2912101
27801 0.47555143 0.48081969 0.33780472 0.32225682 0.56587441 0.42661372 0.42289489 0.52463859 0.4467899 0.19345385 0.21066962 0.50039916 0.47240626 0.46713632 0.22727419 0.32902128 0.44136278 0.56792023 0.15519581 0.48173735 0.45537281 0.28284647 0.67803704 0.70881666 0.49258933 0.42768066 0.44514562 0.54264321 0.57404578 0.5170581
27878 0.118561463 0.13652473 0.052276398 0.07759037 0.15341391 0.15725218 0.045439888 0.258219703 -0.000885855 0.085221103 0.14070762 0.033205493 0.129857493 0.101776865 0.069393335 0.061439258 0.209795283 0.125998453 0.070223433 0.12245111 0.10011193 0.122782035 0.247869093 0.139242638 0.103004715 0.045191653 0.098449178 0.16264098 0.185698505 0.110761105
27883 0.03935924 -0.0031139 0.16960091 0.18895987 0.13159191 0.00645112 0.00178557 -0.0537223 0.2821421 0.37689892 0.07083644 0.17177666 0.25167612 0.13306529 0.04242832 -0.0686496 0.0826764 0.20473782 0.0417151 0.17394608 0.24257183 0.24746901 0.054566 -0.0984378 0.21303997 0.34735339 0.17507846 -0.00611 0.06696274 0.20302947
27965 -0.1828642 -0.5409612 -0.4027117 -0.3363894 -0.3446796 -0.1760756 -0.3043352 -0.3207291 -0.4196556 -0.0713459 -0.218194 -0.4817911 -0.4844166 -0.2538156 -0.3663003 -0.4130884 -0.2878121 -0.3711671 -0.3689391 -0.5048253 -0.2261739 -0.2967288 -0.296248 -0.3482233 -0.4300718 -0.2706499 -0.2824477 -0.3956213 -0.2435308 -0.4031966
27973 -0.9228076 -1.6066783 -1.341441 -1.1468162 -1.0930427 -1.1415448 -1.2733453 -1.1498734 -1.0290449 -1.2671568 -1.360594 -1.0116795 -1.1968443 -1.1017046 -1.3176121 -1.141899 -1.2099492 -1.253659 -1.3364223 -1.1140869 -1.0447973 -1.7780162 -1.3076209 -1.3362898 -1.0161089 -1.3012423 -1.1642638 -1.5024313 -1.3976139 -1.1174225
27979 -0.62993605 -0.7643049 -0.55438995 -0.58413445 -0.6024871 -0.60891855 -0.67913 -0.5622115 -0.47969495 -1.06357555 -0.8858023 -0.4719989 -0.53735645 -0.40867185 -0.9666716 -0.7166046 -0.56245675 -0.48794915 -0.6563397 -0.5523989 -0.4921718 -0.6626579 -0.7714908 -0.5992405 -0.706262 -0.53665185 -0.68286155 -0.68445295 -0.43673435 -0.3395128
27981 -0.5714748 -0.4902369 -0.4796853 -0.621018 -0.3441813 -0.2688387 -0.2631699 -0.2446809 -0.4948225 -0.3264778 -0.0987546 -0.2848475 -0.6333435 -0.6420966 -0.3438182 -0.3187298 -0.5147989 -0.4318869 -0.3997128 -0.2732015 -0.5499907 -0.603287 -0.4861203 -0.3645703 -0.4305972 -0.4338747 -0.5046034 -0.5366094 -0.4339348 -0.4337066
27993 0.21749692 0.58377395 0.40259849 0.27897869 0.0862445 0.29786512 0.4835542 0.47073183 0.18522555 0.69837263 0.44402956 0.08362308 0.31499414 0.30144857 0.64372933 0.55271281 -0.0052706 0.1610038 0.33797976 0.20963714 0.03039724 0.3845308 0.48444436 0.42362575 0.21600863 0.25168581 0.22790584 0.4217825 0.20300683 0.04933862
