Gene	GSM491329	GSM491328	GSM491330	GSM491327	GSM491338	GSM491339	GSM491336	GSM491337
Gene	12.0	12.0	12.0	12.0	24.0	24.0	24.0	24.0
11287	7.1333991254172	7.17592374206376	6.8972404255748	7.04001567884788	6.70597790168252	6.84297883178833	6.74416109557041	6.76818432477693
11298	6.65391987311942	6.83920378809694	6.55765515472542	6.43462822763672	6.70182625841205	6.49984588708321	6.65535182861255	6.63372181264101
11302	9.94266111323946	10.0136018326835	10.0594796648956	9.87098112422465	10.1248967458929	12.7762479542201	10.5454471816781	10.6239729126579
11303	6.57742882803575	6.5894638929561	6.51884982870769	6.55918586578773	6.68369645430652	6.72383156649532	6.64385618977472	6.63517394667492
11304	6.80950019388917	6.8425598699614	6.89925620771201	6.76066451143261	6.7027498788283	6.92639483997596	6.69673574937767	6.71195370615813
11305	6.86666075081999	7.32553033156756	7.36544758855011	7.31197531446116	7.19574129324645	7.08214904135387	7.25361115194717	7.30012372456901
11307	7.71287086768991	8.01959072835788	8.11556391523799	7.64565843240871	8.03974158460541	8.41574176829009	8.33628338786443	8.37916172992979
11308	8.07975143109509	8.25833047261242	8.0389189892923	8.34407393775754	8.05772102287267	9.61470984411521	8.19623326086959	8.26912667914942
11350	6.71149490665009	6.64060646862391	6.69418374333315	6.64529816394863	6.69244114734777	6.66711154207503	6.70217268536555	6.72314895704758
11352	6.90207357931074	6.78659636189081	6.51096191927738	6.83415498140132	6.69209237542757	6.90568784852686	6.68229237143083	6.67525138605026
11354	7.03837033173068	7.08268130295035	7.13903966768306	7.04111153536915	6.71904650392994	6.83289001416474	6.70873904135958	6.75622271284729
11363	6.94485844580754	6.88325423134128	6.98128185405741	6.95303237725324	6.72314895704758	7.00056344271011	6.71493235178568	6.74550626586916
11364	6.72519581722666	6.91587937883577	7.07146236255662	6.97211821838414	7.02513956227851	6.9413411054853	7.06285565520599	7.02901108665907
11370	7.34163000932991	7.16289479937478	7.25171909260596	7.38715571766298	7.42961596420174	8.61323695471633	7.55612281784117	7.73741636593706
11409	6.73606362787181	6.55918586578773	6.73741636593706	6.59245703726808	6.74281466986289	6.73741636593706	6.73470962022584	6.73335434061383
11416	6.25927248703759	5.94251450533924	6.40769264866568	6.29645740737124	6.69488019279919	6.34163000932991	6.66533591718518	6.70182625841205
11418	6.45176060528437	6.46161586589917	6.72837406093099	6.5453506448223	6.69534430573254	6.50250034052918	6.75176719651757	6.70781924850669
11419	8.5913353357414	8.65284497300198	8.67065624911844	8.89421146153777	8.2592724870376	8.01680828768655	8.20799043323296	8.34118521356844
11421	6.67101024127845	6.90809234081827	6.79224802966739	6.80907139464662	6.78746729161294	6.8761076133119	6.7464023497743	6.82188025393414
11423	6.65963918701565	6.60733031374961	6.81634370528486	6.67313237214536	6.88691589584725	6.81954046050572	6.90689059560852	6.8820316083521
11425	6.79441586635011	6.64673869830785	6.62935662007961	6.74281466986289	6.6906964439777	6.81890167588564	6.74819284958946	6.75087443965685
11426	6.53216108498321	6.12308675098106	6.4110872267986	6.58646452588639	6.76752238622854	6.95826269732954	6.80283944093511	6.8073549220576
11428	6.23074100262691	6.69488019279919	6.67525138605026	6.84046323386954	6.83794324189103	6.1106138055009	6.76950729143624	6.77478705960117
11429	8.71069165625859	8.6970834007005	8.89582770037466	8.4782977429542	8.64024493622235	8.3207253478057	8.80327009617439	9.20318483909801
11430	6.84705734609134	6.80703285596833	6.89026427702111	6.80638850801618	6.77412814429358	6.78790255939143	6.71458897559916	6.74517009086102
11431	6.51254295509686	6.55151601762801	6.69534430573254	6.5438051759644	6.89036562190126	6.53397857200235	6.95574676195027	6.90929308582382
11432	6.57818396809009	6.89905475619441	7.22255342742343	6.68369645430652	7.22833771198138	6.71424551766612	7.37634248280467	7.34296357439873
11433	6.51096191927738	6.56071495447448	6.42961596420174	6.67383905599044	6.69209237542757	6.53915881110803	6.67666233485797	6.656782364219
11434	7.13493964349298	7.28355142317431	7.24555270625568	7.23935985027747	6.73131903102506	6.952450058359	6.72178276845979	6.74550626586916
11435	6.87733526481774	6.75310529682146	6.84046323386954	6.76332304113004	6.68556644165956	6.83120166401198	6.69162721500411	6.71699089440494
11438	6.53294028837287	6.75555526197214	6.78790255939143	6.72041528490633	6.762880292917	7.19623326086959	6.76487159073609	6.72109918870719
11440	6.07895134139482	6.19179950106508	6.00898878322726	6.40599235967584	6.63952159951083	6.38370429247405	6.61323695471633	6.63662462054365
11441	6.94836723158468	7.15936680974374	7.03782146543497	6.95942242009367	6.71904650392994	6.72996056101802	6.71836162613835	6.78528898070402
11443	6.79571500650173	6.5453506448223	6.61618123133188	6.9413411054853	6.68509917200661	6.4093909361377	6.66817586897014	6.66106547980695
11444	6.84046323386954	7.01977603373877	6.92283213947754	6.89360490485829	6.84632615357044	6.79051141189419	6.86459887389208	6.87323902401678
11447	6.71470344340902	6.79917367172646	6.6667565918848	6.8120703163757	6.7027498788283	6.656782364219	6.6906964439777	6.68276055090626
11448	6.69905184401685	6.74550626586916	6.85549144310187	6.93073733756289	6.72655877910497	7.02680005934372	6.71699089440494	6.79441586635011
11449	6.5713734359732	6.45038647903429	6.56909609526214	6.47329987114132	6.65535182861255	6.32463061526719	6.66959375118833	6.64241277290506
11450	6.64529816394863	7.04111153536915	6.71424551766612	6.65391987311942	6.69627208392586	6.97727992349992	6.74146698640115	6.75888943272096
11451	6.69905184401685	6.61618123133188	6.71561885907482	6.63081315229913	6.67101024127845	6.68929916053589	6.71973105674985	6.69766263347052
11459	6.762880292917	6.877744249949	7.20261362014849	7.06608919045777	7.15177765473205	8.08161658331465	7.26959425168337	7.17492568250068
11461	11.3018391086729	10.8682824073996	10.8377593201795	10.6978942614779	10.9275557640111	12.4560634508263	11.2073804399716	11.4516919300474
11464	6.82209277437953	7.00450139223494	6.98128185405741	7.08905317215643	6.70942850136835	7.02125762056052	6.70043971814109	6.73470962022584
11465	6.80992886572143	6.69348695749933	6.61470984411521	6.78267065867701	6.68088692071969	6.82908844400489	6.69627208392586	6.65821148275179
11468	6.61911951145322	6.72109918870719	6.77741971551583	6.54070926267143	6.68369645430652	6.88386515450979	6.69627208392586	6.73335434061383
11470	6.74953426766926	6.68650052718322	6.81506301719287	6.71149490665009	6.70597790168252	6.90809234081827	6.69905184401685	6.73335434061383
11471	6.79311555527435	6.74416109557041	6.8592241619782	6.87897051015108	6.68929916053589	6.59245703726808	6.70043971814109	6.70321146739115
11472	8.12850993750829	8.2309811116465	8.35821162287581	8.35160182951378	7.97412774319142	9.20811240094161	8.10695545712283	8.34961297182452
11474	6.61618123133188	6.73335434061383	6.64385618977472	6.66604642940879	6.67948009950545	6.85424505422013	6.68999797141945	6.70321146739115
11475	6.77162151792327	6.58135124716878	6.76473892302338	6.61970645004589	6.85872702377863	7.00382707811148	6.85748342828667	6.90689059560852
11477	7.17192735435346	7.06357484517148	7.12928301694497	7.08214904135387	7.10817593762178	7.82273014794452	7.11443643701586	7.13989237474783
11479	6.63190458725792	6.65248649491816	6.72485487546899	6.80896417491926	6.80380823450765	6.76686014382955	6.83067364913184	6.83888875478618
11480	6.63372181264101	6.75020450927987	6.73944309777245	6.83415498140132	6.77873424411784	6.90568784852686	6.76950729143624	6.71904650392994
11481	7.12773644358883	6.98641093525204	7.15936680974374	6.93899143877554	7.1261882105221	7.36106648879432	7.05365441760314	7.08268130295035
11482	6.72519581722666	7.04330075436418	7.03342300153745	6.88508622529017	6.88264304936184	6.69348695749933	6.84046323386954	6.92362461136832
11484	6.60510907383293	6.4846215270986	6.39145842004967	6.51096191927738	6.69209237542757	6.88386515450979	6.66391384211598	6.6724253419715
11486	6.55688918972687	6.54766574835342	6.71424551766612	6.80477637795583	6.68720069465189	6.55918586578773	6.68509917200661	6.69139457853808
11487	6.49024921062709	6.55688918972687	6.58044701959866	6.66391384211598	6.77873424411784	6.52512925120397	6.71218305120923	6.68860001099912
11488	6.91328836680667	6.94992395689449	6.98754825895374	7.00187728724067	6.82612472607745	7.03305585685017	6.9275804543757	6.86913111964429
11489	6.89481776330794	6.93113146269602	6.95147900424623	7.12274173243562	6.70689886886407	6.85673675611911	6.73561243317201	6.7405678308464
11490	6.85362145574883	6.89875252616484	7.00281501560705	6.87344411251538	6.87590290312483	7.5018371849023	6.93398565445043	6.88722061546838
