Gene	GSM132530	GSM132509	GSM132527	GSM132529	GSM132528	GSM132501	GSM132526	GSM132510	GSM132511	GSM132525	GSM132524	GSM132557	GSM132561	GSM132560	GSM132518	GSM132519	GSM132500	GSM132523	GSM132558	GSM132559
24172	6.85549144310187	5.58796498888268	6.45121111183233	6.53915881110803	6.56376827845203	6.47411151394241	6.27052894238072	6.91408609701272	6.61765111942733	6.71561885907482	6.79311555527435	4.79701297783614	6.51569983828404	6.81890167588564	6.45450493755737	6.79571500650173	6.45285896471381	6.74953426766926	6.09592441999854	6.39574832817903
24173	7.4487357980294	7.08746284125034	7.11165734626313	6.94719858426206	7.01234519041983	7.33181268381921	7.21334728173344	7.2807707701306	7.15987133677839	7.45038647903429	7.4643415327611	7.14567745519564	7.07681559705083	7.25361115194717	6.95652136333312	7.26865895502767	7.37590826307501	7.3327079336406	6.99322146736894	7.05202456048283
24174	3.96347412397489	5.30742852519225	5.47897180503294	3.73335434061383	6.50620838930675	6.65821148275179	3.93545974780529	3.76553474636298	3.82781902461732	4.39917109381982	4.55458885167764	4.02680005934372	4.60288440871842	4.11270013274936	3.39231742277876	4.03562390973072	5.98413359454098	3.95419631038688	4.27798474729977	4.67807190511264
24175	7.69696752623429	8.20701432017753	7.80799883862303	7.84611717333673	8.10381232942885	7.82845387393049	8.12049709844425	8.25455625190949	7.83478704933734	8.14210705730255	7.77939105953591	8.09592441999854	8.08268130295035	8.1053847492476	8.04220656012069	8.29416121869475	8.20506011054465	7.69348695749933	7.79441586635011	8.12979817318714
24176	5.80992886572143	5.66391384211598	6.09381367340273	5.69209237542757	6.08108392868763	5.5668151540109	5.93545974780529	5.73335434061383	5.71699089440494	6.30560578958543	6.23074100262691	5.4757334309664	6.12308675098106	6.13545278418517	6.15177765473205	5.52356195605701	6.4110872267986	6.28169825009883	5.24792751344359	6.08958289312471
24177	6.38887833881199	5.66106547980695	5.5909612413426	5.52669484554198	6.58195375084882	5.30742852519225	5.5453506448223	4.87282875953489	5.23266075679027	3.54843662469604	6.09803208296053	5.89481776330794	5.71424551766612	5.76022094646651	5.14159627838382	5.37155886261196	5.26303440583379	6.01122725542325	5.5668151540109	4.47248777146274
24179	9.59898297103609	9.67207169690516	9.64691866400893	9.74399286106017	9.43483669451678	9.59972691589769	9.43962313755712	9.74517009086102	9.61231563465125	9.62625659794324	9.91975719271426	9.71716230711124	9.86635165707678	9.77774845997228	9.6077001881372	9.67595703294175	9.75421943313514	9.69383539248252	9.53235592528885	9.90388184573618
24180	5.5453506448223	4.61765111942733	4.71149490665009	4.91408609701272	4.5668151540109	3.30742852519225	5.25171909260596	4.56376827845203	4.52042224852645	4.85299758761332	5.42794133250948	5.40087943628218	5.03562390973072	5.71149490665009	4.59991284218713	4.70597790168252	4.30012372456901	5.1333991254172	4.85299758761332	4.5453506448223
24182	6.26491169307446	6.06069593168755	5.35579154675365	5.82527683005487	5.87282875953489	5.80219321694183	5.55765515472542	5.51727569320958	5.33985000288462	6.07360604057494	5.50937914891469	4.95884267524324	5.61911951145322	5.15583017155653	5.18784690943957	5.79960542245267	6.36457243229586	5.43629511983936	6.02901108665907	5.80348537559595
24183	8.17916267538715	8.31831684133498	8.25597274199961	8.48079020109582	8.25171909260596	8.1269625347419	8.53954658023841	8.08878823871691	8.26538063344618	8.31673407097229	7.96693797927846	8.22182875848853	8.37721053038855	8.16213952754484	7.97498811199193	8.26912667914942	8.28123458464702	8.16641418264516	8.07307041961431	8.25668046585039
24184	8.45224124043082	8.58101222824091	8.45573818599339	8.32485559695043	8.31265609860634	8.5588033402543	8.25950789456702	8.65624607958081	8.32192809488736	8.58195375084882	8.7009598269159	8.49904859773388	8.39959836912012	8.49044979387953	8.50660511556825	8.64241277290506	8.58157721553652	8.59152234657073	8.56605403817109	8.45388791778566
24185	9.47126876417358	9.59052467524022	9.43316811541982	9.43414168773925	9.51740693678856	9.57187902386725	9.64090767643361	9.4871030932953	9.61752868593628	9.50024436658881	9.48455439846444	9.51543702836604	9.52401925971679	9.59208323365389	9.60862445944877	9.53339462940851	9.57661031335948	9.56294197440779	9.39674747393119	9.59064942189321
24186	6.3037807481771	6.65176927141799	6.74483383749955	6.07574653806091	6.09697863637054	6.73944309777245	6.2336196767597	6.41953889151378	5.71287086768991	6.18090370917938	6.70873904135958	6.10118781525974	6.03011533090807	6.45368218587218	6.12722055048807	6.6724253419715	6.30469355747101	6.35755200461808	6.07681559705083	5.94602898951548
24188	9.1184220243132	9.14898493138752	9.09539702279256	9.09539702279256	9.11790278909403	8.95739229305525	9.22448410023199	9.12954061806	9.22978016673333	8.90388184573618	9.25644459647344	8.86573327085176	9.05120894091477	9.08480838780436	9.53644150496738	9.1520312708074	9.14108531856233	9.20628180173535	9.04630551649358	8.96953042389498
24189	13.2385689440265	13.2401950539799	13.0555705389657	13.2033021150031	13.1015325550658	13.151952020573	13.1278976223577	13.4920409350176	13.1112498029859	13.1002681061729	13.2284730033969	13.1362061288338	13.1798158093028	13.2921059027021	13.2927817492278	13.2931842307595	13.3211389052232	13.0937311596595	13.1387517652582	13.2031644423152
24190	5.26303440583379	3.68929916053589	4.73876783680019	4.36457243229586	2.67807190511264	5.32912359629157	4.43962313755712	5.64673869830785	3.49825086752783	5.16591193893569	3.43295940727611	4.16992500144231	5.7839804136838	4	5.21723071622067	5.48864353985378	4.97727992349992	3.63226821549951	5.27426166125705	2.48542682717024
24191	12.3592279438567	12.5003688688664	12.3941947100194	12.5679085550333	12.264794434161	12.6256175303621	12.4869606863897	12.4751000866299	12.3907601035311	12.5138016037177	12.3635324942507	12.3865092040779	12.5455678436646	12.5536772869651	12.5201029894239	12.6385490443603	12.5553800066558	12.3438241805005	12.5001696600647	12.4918030018822
24192	10.4396231375571	10.2994369994275	10.4278366034585	10.4193282022048	10.5135302233492	10.361505197948	10.4515202276513	10.5729843800596	10.4021593669066	10.2552646707997	10.5587076930211	10.3172995454596	10.4191174821225	10.4945556167095	10.5120490675014	10.4710654961154	10.4727923624152	10.6256175303621	10.5896511465148	10.5870273824021
24197	6.55458885167764	4.71699089440494	5.43629511983936	6.63372181264101	5.21723071622067	6.08958289312471	6.09381367340273	6.08958289312471	6.09169983413681	6.74953426766926	6.46597446450407	6.1168637576909	5.35402893805439	4.18586654531133	4.80219321694183	6.02236781302845	6.35755200461808	5.76022094646651	5.62935662007961	6.08533966935737
24203	3.16992500144231	1.70043971814109	3.58496250072116	1.10433665981474	3.92599941855622	1.26303440583379	2.33628338786443	0.963474123974886	1.72246602447109	1	3.94953493301701	3.17791779219584	1.63226821549951	4.00898878322726	0.887525270741587	1.48542682717024	1.84799690655495	2.23266075679027	1.20163386116965	3.98641093525204
24205	9.63263175211247	9.33203654836165	9.81722351933568	9.8782042196774	9.82456102997028	9.44708322620965	9.63943115691663	9.53255073928427	9.47542946038392	9.77330407673197	9.67481018141032	9.8501086830348	9.84290028571285	9.71819035587747	9.51914478799741	9.43128865429159	9.48552745808026	9.51353022334923	9.79798569056491	9.82892982765149
24206	9.24792751344359	9.36150519794804	9.10302547637368	9.35579154675365	9.21383328309929	9.22857822128274	9.17267752078386	9.19179950106508	9.4655664048094	9.25620868852739	9.21941056308346	8.95332344858296	9.17242750864548	9.3963907155919	9.50243403868212	9.21067134378562	9.2728630232019	9.26115467261557	9.23433844869563	9.49884920653172
24207	7.01680828768655	6.56833618213375	6.91767043436176	6.73876783680019	7.31650781910311	6.92124588858559	6.43295940727611	7.19967234483636	6.48381577726426	7.26959425168337	6.77082904603249	6.37330019660839	6.87405920314115	6.90086680798075	6.44128427192704	7.04439411935845	7.37242979233409	6.63081315229913	6.32553033156756	6.82273014794452
24208	7.51333282374013	7.27798474729977	7.49585502688717	7.55612281784117	7.36018867006271	7.49425558654498	7.29553937040683	7.68860001099912	7.4093909361377	7.91767043436176	7.54997714277182	7.37937836707126	7.72519581722666	7.56529252058102	7.35314682549808	7.67101024127845	7.52591226074335	7.56071495447448	7.77478705960117	7.67666233485797
24209	7.05528243550119	5.84549005094437	6.79441586635011	6.18189764310839	6.06608919045777	6.30742852519225	6.04001567884788	6.32373033752135	5.73335434061383	5.35402893805439	6.56529252058102	5.94016675048282	6.05528243550119	6.45450493755737	5.94251450533924	6.27798474729977	6.34872815423108	6.62497817956904	6.58646452588639	6.02014657311178
24210	0.485426827170242	0.925999418556223	0.584962500721156	1.63226821549951	0.84799690655495	0.84799690655495	0.678071905112638	0.678071905112638	1.0703893278914	0.925999418556223	0.84799690655495	1.0703893278914	0.678071905112638	0.925999418556223	0.925999418556223	1.88752527074159	0.765534746362977	1	0.678071905112638	0.765534746362977
24211	11.0468170681581	10.8720591990318	11.0948694327187	11.3030101158479	11.0963857344527	10.9748805939474	11.2332901199059	10.6900416358628	10.7914071164778	11.119232955411	11.0137065034806	11.1212097164093	11.2443935688422	11.143733959269	10.8336807486547	10.9001875552483	11.0359674985391	11.0273876940528	11.1253165987189	11.077316445881
24212	12.6599513090761	12.8529390861417	12.9158233725064	12.9650988417121	12.761052518938	13.0034300687718	12.8443134612033	12.8717512598544	12.7085666248621	12.9045405461544	12.7910000469677	12.8636249014308	12.9767789007337	12.770890973577	12.8490727345397	12.9847032668251	12.7954309195411	12.8295047289801	12.9616667334941	12.7577650113289
24213	11.7254514706797	11.934943986441	11.7578066721972	11.6758688459531	11.9330266854502	11.9136374280491	11.9548869516472	11.7868821936647	12.0058350438139	12.0370321041235	12.0765150042711	12.1041728270387	12.0434032925398	11.7761039880732	11.7281756256939	11.7439928610602	11.9470524367625	11.7153185523313	11.658747037435	11.6146638390756
24214	9.67525138605026	8.74348803978918	8.92540608314137	9.73420153955819	8.99123838108984	9.32665418847637	9.49065034924802	6.8703647195834	8.5808238499628	9.49365533896366	9.11712358570437	8.69348695749932	9.41362792902417	9.04412085578327	8.48220292629595	8.57893871309339	9.28378290252352	8.90689059560852	9.48542682717024	8.95913257678966
24215	10.4866339350702	10.2540837793194	10.1079362818536	10.0689797576367	10.1922928144708	10.1240566735066	10.3535328161089	10.2684835193807	10.2077464668773	10.1996723448364	10.1285743766195	10.0732713007788	10.1424900228512	10.0416591516372	10.3075992886464	10.0301153309081	10.0179219079973	10.0170171569832	10.1252843066853	10.1833872612489
24216	6.92124588858559	6.87282875953489	6.78920757534734	6.10223819393074	6.39231742277876	6.29278174922785	6.82908844400489	6.96578428466209	6.27052894238072	6.48542682717024	6.60584986719498	6.13955135239879	7.07253459972295	6.32732808262995	6.60139939053183	7.02790599656988	6.38887833881199	6.53449743373817	6.83794324189103	6.88752527074159
24217	6.35579154675365	6.19574129324645	6.06824086131282	5.94016675048282	6.42794133250948	5.28540221886225	5.61176256006487	6.17192735435346	6.53449743373817	6.34695688937888	6.19770815795585	5.6667565918848	6.15785216914174	6.60436789989375	6.4093909361377	6.04001567884788	6.46107011403305	6.55918586578773	6.02236781302845	6.54843662469604
24218	7.32777717058405	6.876516946565	7.11530380615212	7.49625461006128	7.37547391261535	7.16741814583174	6.89360490485829	7.29416121869475	7.09011241966429	7.61397358738023	6.8703647195834	7.02513956227851	7.22013644739608	7.4178525148859	7.28540221886225	7.58683978796183	7.28632672709055	7.10590850857116	7.0746766862945	6.91408609701272
24221	6.30012372456901	6.43629511983936	6.29829173062012	6.09803208296053	6.40769264866568	5.55765515472542	5.63517394667492	5.22881869049588	5.98185265328974	4.93073733756289	5.1168637576909	6.20554891117303	6.22881869049588	5.1333991254172	5.97956810009519	6.84172158112846	6.13134253912326	6.56529252058102	5.89481776330794	6.88264304936184
24223	11.226713224619	11.2515711709152	11.3150646287295	11.4429175851448	11.3397386795279	11.3599416872793	11.2691851340041	11.2656736437932	11.2479868335662	11.351960636788	11.5818360941201	11.5159954422275	11.5951175882698	11.4726908392428	11.4467473161267	11.6853401268207	11.4685476808914	11.4637797853354	11.5373154830756	11.6491438836826
24224	5.91408609701272	6.18388345903223	5.83289001416474	6.32192809488736	6.14159627838382	5.86294724802092	6.65391987311942	5.91886323727459	5.71424551766612	6.48864353985378	6.57742882803575	6.10643207781693	6.26865895502767	6.34163000932991	5.98868468677217	6.54225804976692	5.95884267524324	5.86046625851717	5.83289001416474	5.75755668893945
24225	7.91109233158713	7.48944659862258	7.76022094646651	8.11426290059405	8.05311133645956	7.83983364841731	8.12231034319074	7.85174904141606	7.53838296003212	7.79311555527435	7.9614496943982	7.84517638749257	7.93899143877554	8.03589878732341	8.10983065427879	7.44790974874208	7.83383884355829	8.03204572693081	8.23266075679028	8.09354961281063
24230	7.76420813013995	8.05311133645956	7.89784545600551	7.93722667397948	7.89360490485829	7.91288933622996	7.92540608314137	8.14108531856233	7.877744249949	8.07414146275251	8.20896588630656	7.90508609876177	8.08161658331465	8.07628116657949	8.16037568743582	8.55842071326866	8.20847824221171	8.01959072835788	8.21577565302028	8.22013644739608
24232	7.93781516880342	8.39446269461032	8.61691636257881	8.10171310018849	8.23553560671046	8.21723071622067	8.36238221623699	8.25124568979912	8.12670447284319	8.20261362014849	8.76022094646651	9.41023933077602	9.18908325799488	9.53449743373817	9.60917873814198	9.74264627826178	9.6947061119494	9.31401670390136	9.30720080914081	9.78299820892041
24233	7.37242979233409	7.15076274435542	7.43879185257826	7.01680828768655	7.26959425168337	7.02125762056052	7.11270013274936	7.21529030565123	6.79571500650173	7.44211412241923	8.4178525148859	8.10381232942885	7.86789646399265	7.89421146153777	8.19819945543749	8.22737527362621	8.23601419190008	7.87835751033694	7.96173907260414	8.49705344454508
24235	3.20163386116965	2.26303440583379	2.4594316186373	2.10433665981474	2.29278174922785	2.67807190511264	2.84799690655495	3.13750352374994	2.4594316186373	3.12101540096137	4.27052894238072	1.67807190511264	3.0703893278914	2.56071495447448	1.67807190511264	2.63226821549951	3.20163386116965	2.23266075679027	3.05311133645956	3.18586654531133
24236	4.47248777146274	4.54843662469604	5.62643913669732	4.28540221886225	5.48542682717024	4.48542682717024	5.50462039240355	4.29278174922785	4.98641093525204	4.88752527074159	5.83035674741922	4.63807383718072	5.90448409790142	4.20945336562895	3.98185265328974	4.68369645430652	4.5668151540109	4.29278174922785	5.90929308582382	3.73335434061383
24239	8.07119417870217	7.87897051015108	7.92688896439114	8.01374139205874	8.04466733118408	7.90508609876177	7.95971220517869	7.9518675043269	7.8325735989774	8.15253836924527	8.17791779219584	8.05338290258571	7.94924309625241	8.01290383323064	7.89572673847666	7.86294724802092	7.82273014794452	8.00506308001346	7.95564990752837	7.75120928822302
24240	6.65391987311942	6.51254295509686	6.57818396809009	6.49585502688717	6.82209277437953	6.27426166125705	6.57893871309339	6.44294349584873	6.71011763204345	6.58044701959866	6.45203527354619	6.25833047261243	6.4586116725846	6.70528679027247	6.61028665708102	6.76619759730084	6.34340782229781	6.74550626586916	6.19574129324645	6.84799690655495
24241	4.86954243683621	4.45724405939954	4.9196578916824	5.16457176694811	4.83794324189103	5.98489310760979	4.77785802481311	5.52669484554198	3.12653240592893	4.99397621237223	4.35989594508638	4.6127456572347	3.67807190511264	5.40825896664778	5.51937415909358	4.5298209465287	4.82781902461732	5.72337652941825	5.57893871309339	5.41728995101022
24242	13.022743465951	13.0643161345143	13.0537788449108	13.1881560959222	13.0078156966654	13.0852788032698	13.0480326964218	13.1108910696451	12.9571806571078	13.0230728041904	13.0733661516067	13.0987997364533	13.1316801489117	13.0838227852649	13.2110618940059	13.1507838956055	13.0449860129344	12.9700459568714	13.17688476132	13.113465449354
24244	11.4621955011376	11.5628863407865	11.5267681911071	11.8040301581049	11.574806368282	11.7409402054259	11.5663395036684	11.6271690608418	11.4404020324458	11.70707867666	11.5792216407049	11.6279442008139	11.7575775225321	11.6405838755029	11.395748328179	11.717012322107	11.6746998591644	11.4756067843402	11.6355140792629	11.7999089198363
24245	12.2869475484796	12.3293478784593	12.2669621828079	12.2294497315461	12.160832602973	12.1891296004611	12.3600926262267	12.3050072023252	12.1821925854715	12.1993196020361	12.1174645389728	12.0615737093353	12.2889093197719	12.2017563674357	12.3810156330631	12.2600227146602	12.1609271191576	12.2513344646589	12.1853090777575	12.1850302631813
24246	8.20522306248935	8.23441829014345	8.1093953865003	8.02051701734051	8.01829292382569	8.42164409404827	8.00487587505103	8.10835020772416	8.2009803186711	8.13664940316321	8.07948478382682	8.05997530477902	8.10573394325654	8.18817670599854	8.10188815267198	8.22255342742343	8.25487114769616	8.10747864662662	8.01699395077681	8.09293328340721
24247	3.57288966842058	5.82273014794452	3.49825086752783	5.02680005934372	2.88752527074159	5.74416109557041	5.38887833881199	3.26303440583379	6.25171909260596	5.75221336786514	3.40599235967584	4.68929916053589	5.32553033156756	5.48542682717024	3.10433665981474	4.24792751344359	5.25171909260596	5.41616416473313	5.5909612413426	5.37851162325373
24248	9.60640521269779	9.53313502348026	9.2667865406949	9.94441924694853	9.6582114827518	10.0021117764799	9.56472111848461	9.7045953476324	9.75254790584714	9.43191541342427	9.87528859822269	9.56453060081634	9.56357763490489	9.49245409406421	9.68229237143083	9.87973639382405	9.62990299200089	9.95201316488949	9.53974042572622	9.32260419973808
24249	5.90929308582382	5.84297883178833	5.74953426766926	5.40599235967584	5.88752527074159	5.05311133645956	5.35755200461808	5.85549144310187	6.02680005934372	5.90929308582382	4.76553474636298	4.8923910259134	3.88752527074159	5.91169158187234	5.71973105674985	4.8923910259134	6.09803208296053	6.37155886261196	5.46597446450407	5.03121873061072
24250	9.88096096263254	9.20261362014849	9.78773934936344	9.7009598269159	9.96304055671666	9.88904758283903	10.317073382261	9.5480512380126	9.06501215043695	9.66426949231891	10.1745512320835	9.65409894530247	9.47654370621426	9.98042523154384	8.84109254469343	9.65731844958129	10.0008450815672	9.64601861092535	9.31944632940715	10.1465686757408
24251	7.9692426044345	7.92777796208234	7.55305325276641	8.06824086131282	7.87282875953489	7.80799883862303	7.78135971352466	7.5630055530624	7.50858711208948	8.07788386443832	8.31876874268273	8.24982454861618	8.23314029644597	8.30469355747101	7.81442224656679	8.55573947918052	8.1568415245884	8.38327228317575	8.18685706717715	8.65963918701565
24252	2.13750352374994	1.92599941855622	3.51096191927738	2.48542682717024	1.76553474636298	2.43295940727611	2.56071495447448	2.48542682717024	3.84799690655495	3.12101540096137	2.58496250072116	3.29278174922785	3.75488750216347	3.21723071622067	2.37851162325373	4.0703893278914	2.58496250072116	2.88752527074159	5.20163386116965	2.32192809488736
24253	8.31288295528435	8.10328780841202	8.53915881110803	8.09645162447759	8.43462822763673	8.24745286463493	8.58195375084882	7.97613447283165	8.33315535031062	8.37025148142518	8.55190047999961	8.51806297565252	8.56338696616201	8.4586116725846	8.41531924814038	8.25077213159993	8.21771541135067	8.30423722501714	8.10276309662559	8.68334556167657
24254	3.64385618977472	2.86789646399265	3.62058641045188	3.13750352374994	2.58496250072116	3.48542682717024	3.71149490665009	2.67807190511264	3.03562390973072	3.40599235967584	2.58496250072116	3.18586654531133	3.92599941855622	2.82781902461732	2.78659636189081	2.90689059560852	2.84799690655495	3	2.26303440583379	3.51096191927738
24256	5.57742882803575	5.81634370528486	5.80864246791806	5.51412226017071	5.74550626586916	5.73470962022584	4.76553474636298	4.82273014794452	5.22689381357139	5.78659636189081	5.32553033156756	5.20750245925879	5.75888943272096	5.8008998999203	5.03562390973072	5.2460279805281	5.27984269352035	5.66249036391378	5.39746072605472	5.83794324189103
24257	5.45450493755737	5.4757334309664	5.79441586635011	5.71836162613835	5.69627208392586	6.25455625190949	5.58195375084882	6.59618975614441	5.78004757606187	6.24697805961472	6.14873077917319	5.99887245399427	6.05528243550119	6.18982455888002	5.13545278418517	6.49265437101891	6.14669594803066	5.35579154675365	6.06285565520599	6.05636676102453
24258	9.394677046448	9.80992886572143	9.32125167303819	9.28493974248679	9.24697805961472	9.59842476052772	9.27705487614873	9.44687652156844	9.57610638110412	9.33315535031062	9.33002051583608	9.52649923913657	9.58833986092348	9.28978836605652	9.48442013182489	9.21916852046216	9.23816586275513	9.64277376253308	9.52591226074335	9.48200119308708
24259	11.801263762534	11.6147098441152	11.6148478504327	11.7744576395653	11.6450279035512	11.5178661953152	11.5491589473672	11.6897359570032	11.6736624174789	11.547183741386	11.6515002206527	11.8618623400592	11.5523328777373	11.5523809139316	11.8153432648741	11.6464237043019	11.6562907775822	11.6646694940272	11.5756810513044	11.6860189648595
24260	8.78381675932018	8.65338252316937	8.49305484153943	8.77758409710786	8.99421198923475	8.68667560090965	8.71166697356435	8.82400405093315	8.87498134765377	9.00070426901125	9.06824086131282	8.88722061546838	8.8589134706793	8.72263678792526	8.56890615450208	8.74986942739684	8.75705659243867	8.89421146153777	8.9261477142896	8.73910550679375
24261	5.88752527074159	5.16992500144231	5.00450139223494	5.64385618977472	5.89965902637744	5.5453506448223	5.42961596420174	5.50462039240355	6.03782146543497	5.88264304936184	5.91169158187234	5.36457243229586	6.04439411935845	6.26115467261557	3.95419631038688	5.84046323386954	5.95652136333312	5.77873424411784	5.85299758761332	5.61470984411521
24264	11.6594162013368	12.0200076319992	11.7317008703535	11.8982990623733	11.7506232522198	11.983385558134	11.8059050581236	11.6751190388253	11.9132634306288	11.8048167031705	11.8017487699763	11.7866780338907	11.8549462804575	11.7951873718999	11.9247382889891	11.9853082972559	11.7717370503794	11.6775875206609	11.7705813092686	11.8368787986585
24265	7.49505552836802	6.60139939053183	7.30012372456901	6.39917109381982	7.44708322620965	7.13647851834917	6.96000193206808	6.8703647195834	6.8923910259134	6.77741971551583	7.21626083716506	6.83162393682075	7.17791779219584	7.3671963100259	6.72109918870719	7.39231742277876	7.26491169307446	7.08640164588003	6.91408609701272	6.74550626586916
24267	6.94953493301701	7.0746766862945	7.04330075436418	6.82908844400489	7.22110372536788	6.64817779572482	6.90327934205614	7.14669594803066	6.90809234081827	6.90568784852686	7.34251918966061	7.09381367340273	6.95884267524324	7.2278565730605	7.06716542701711	7.11165734626313	6.71973105674985	6.8703647195834	7.26772305162742	7.15583017155653
24268	5.92915975944955	6.59941698549179	6.37908951031969	6.55918586578773	6.30803559233392	6.11963284691125	6.02310746700051	5.77434781616929	6.10363751027797	6.21075250578057	7.01159999668379	7.00898878322726	7.09803208296053	6.83541884047548	6.72064328886428	6.49825086752783	6.9413411054853	6.81335366267905	6.61765111942733	6.95225589981744
24269	4.47897180503294	3.62058641045188	3.78659636189081	1.48542682717024	4.04439411935845	2.16992500144231	4.32192809488736	5.7279204545632	4.37155886261196	3.70043971814109	1.67807190511264	2.56071495447448	1.88752527074159	2.16992500144231	2.90689059560852	4.63807383718072	3.95419631038688	2.65535182861255	3.39231742277876	4.39917109381982
24271	7.12308675098106	6.34163000932991	6.57742882803575	6.7839804136838	5.59991284218713	6.47411151394241	6.42122329922514	7.16691625156997	6.47735352663456	6.72109918870719	5.34695688937888	6.03782146543497	6.69905184401685	7.03011533090807	7.12825215227739	6.75355105460065	6.79701297783614	6.64385618977472	6.97956810009519	6.15177765473205
