Gene	GSM1630458	GSM1630459	GSM1630472	GSM1630460	GSM1630470	GSM1630471	GSM1630475	GSM1630461	GSM1630473	GSM1630463	GSM1630474	GSM1630462
Gene	6.0	6.0	6.0	6.0	6.0	6.0	24.0	24.0	24.0	24.0	24.0	24.0
24153	5.06753367642905	5.15821433958066	4.75153997603095	4.95885887685306	4.96505791321725	4.77508203715272	5.40353590745185	5.5652878724923	5.55234862420101	5.37045513046476	5.38519740150502	5.42276579337836
24157	3.81822194979746	4.13342096041782	5.13830584782746	3.91183546224992	5.16639404281829	5.0649715818488	5.59038374448491	4.03834880192645	5.31474455713522	4.01959654740253	5.47292160775858	4.66228759559911
24158	5.14897389507183	5.01108541749377	5.05615680647359	4.96430288214406	5.52705976740229	4.65258853601594	5.71836360872344	5.24719469142495	5.69393685746734	5.33981629982753	6.12425713039909	5.63150461330248
24159	7.53937248843135	7.5908970318969	7.04119555728373	7.498381311648	7.03150793255166	6.69124612244476	7.10078900287498	7.63352606763447	7.26680173218534	7.55363454590523	7.21054258462398	7.70610488941091
24161	5.26520964310115	5.17089356214719	5.76149821733811	5.10912654925698	6.13150561611801	5.64111048555051	6.17368796828891	5.23333286482738	6.24363505485871	5.18012872907551	6.24855171560449	5.19595422307136
24162	4.95093710881813	4.98352069520839	5.88405053374676	4.86851105669926	5.89554493425595	5.28360820531819	5.67154625664747	4.9596548934916	5.11259256556103	4.95101698506629	5.89404737060124	5.13435735564108
24165	1.01588417590549	1.56592841710571	1.91288730742484	1.04037332770314	1.80510309305888	1.16809960347107	1.30969611099352	1.00677092814729	-0.546486905810318	1.69117630312705	0.966743937293537	1.09089059783107
24167	4.46047406394855	4.719206534905	5.43814116569048	4.63639187357112	5.46994198126496	5.13184993383954	5.45715839453438	4.6523452984895	5.50315384598974	4.72128163602975	5.25306341789913	4.66120988511008
24170	7.51076860432568	7.50192693177073	7.17470224412281	7.46118636350633	7.26721088002558	6.91272784370589	7.31088337571598	7.50304011210658	7.0981004270947	7.46843554760184	7.24762015518633	7.44575294789312
24171	6.07597563151803	6.20329791076162	5.62600032377968	6.27670994163285	5.5654034540705	5.09968260391462	5.74856152189813	6.07718125572836	5.55928261935162	6.18292729428375	5.68030667155752	6.08261636515734
24174	-0.212433294550528	-0.658620583534395	-0.258038499142839	-0.894212939696174	-0.659553916565512	-1.48603520501704	-0.15095896807338	-0.815679628921477	-0.0851444968784876	-0.847481287941126	-0.171375724190906	-1.03272949395825
24176	1.02969374348317	1.1622394478183	1.31379398436994	1.23704695243062	0.32731606622611	-1.49916522222541	1.58798350127466	1.20221724949077	1.70908040797074	1.01385781276664	0.900383156187229	0.913498504336025
24177	-1.82061709181163	-2.57313562063184	3.55211947067412	-3.11805603490135	3.15060405325145	4.06108835896613	3.73319958318736	-1.73019466601892	4.46197906710468	-1.18596694908742	-1.86975733042358	0.406392423559
24179	7.81973446193587	7.73362469411239	8.94598846580292	7.66702215243093	9.07622818341819	8.74530177331165	9.24879608851937	8.05404156328485	9.41097074708883	7.97971175510409	9.09192665551045	7.96336194048034
24180	-1.10616388481646	-1.29164182091278	0.310574124648426	-1.25159973446113	-1.76901319788688	0.819543012940439	-1.50834576283833	-1.64134594424225	-2.77956627892101	-0.426425852563712	1.74086006558705	1.27284872399922
24184	3.95545564779037	3.75434705998029	4.05917709491693	4.02283061244119	3.72556574199606	4.03859660280639	3.92050021158443	3.98014510812291	4.26642260197205	4.18921247355601	4.30099984650109	4.37433271748399
24185	6.69988379772704	6.81352149727914	5.01169495081944	6.73339788090905	4.9339841016129	4.67766544787599	4.67506900101795	6.77883645078874	4.87383150674096	6.77616122056742	4.67955360317752	6.75773601429007
24186	1.7320269364349	2.55392098899493	4.37094618447352	2.75651608823254	3.07390003360688	2.18232371693347	7.12074098391313	2.72670970179145	8.02488176423348	5.20081133233231	12.9105519538606	12.5357608483388
24188	5.78358605103964	5.46703086035282	4.80390223939304	5.47540072648593	5.34786281578229	4.3900389882075	5.11018290885053	5.84517163838546	4.99386975501633	5.79530584284367	5.51828534480275	5.86817655224622
24190	-2.21741547280543	-0.648005906738279	-0.893786867732022	-2.19292632100778	-2.61723038004206	12.2116350352089	2.58007499400906	-0.974989953567675	2.73853875316963	0.434308183277718	7.83541995953184	7.06923893967578
24191	10.3730004477395	10.4609375307937	10.503875825881	10.4793410044133	10.4754632125105	10.2716132533945	10.3258900370757	10.4804878233527	10.5051216688142	10.3589346505803	10.3210915394452	10.2898469536207
24192	6.40312491415685	6.03114103721554	6.292932544272	5.87037604817829	6.95736738957423	6.12196678343418	7.22855538775794	6.60071886349735	7.16984171890127	6.5160063826471	7.13422163865756	6.41092852531395
24203	-3.86259261036744	-1.55621745013408	-3.27592959946024	-3.83810345856979	-0.677445016882911	9.07868222598638	-0.287494564889397	-1.71327649552116	-0.781107502308522	-1.39144119992611	3.73931884219953	3.59323559549907
24205	7.38300321005546	7.51964076261806	6.0566166850973	7.58651394674975	6.0537508526944	5.77576809695737	6.27175033037946	7.52207492681509	6.03022750632054	7.59288736212433	6.11205837054999	7.52395359730999
24206	5.40012283050882	5.36546107290711	5.49755744408592	5.27922263057532	5.4308547964729	4.87510052184356	5.2495746305083	5.21798807634922	5.46707184540985	5.31104733381698	5.25714985079387	5.36815996536889
24208	2.49269289357369	2.37661308296572	2.69179914162416	2.44609894730986	2.81660455701408	3.10705359509398	3.12985190718399	2.4398201578067	3.09613070482797	2.26340458587393	2.9957783692709	2.48414873953264
24210	0.611148737180317	0.967564579913276	1.6339108628942	1.4061560428552	1.46372099157798	0.204280295850354	1.61335711423778	0.810505534526192	1.6051710039889	1.31676540125867	4.62429277682271	4.18810072360792
24211	9.20355570736291	9.20000925437406	9.59342967656677	9.1800919374388	9.62152215749128	9.26341203375206	9.4499720551798	9.01745942996408	9.32477820258734	9.0675545139386	9.36440567554304	9.03623934199111
24215	7.24903721024964	7.38045411336889	7.16067024978518	7.48695635211456	7.12690999151228	6.97475193280936	7.00454805068357	7.2286742565456	6.96644561257372	7.29094885827288	6.88462936866226	7.26126979998823
24223	6.99825101121394	6.99309967202041	7.72538807095717	6.79150538955065	8.00273356333778	7.57023395854456	8.12244238889516	7.31493806785909	8.27736020506729	7.34974347655137	8.37013834925416	7.45499139053955
24224	1.39464395092824	0.964053516995391	1.95093331279193	1.1560986968921	-0.197816034250782	-0.0946866505937032	1.10098652968453	1.25177931428121	1.55413157098843	1.16835813139	1.37525105571034	1.23308817838123
24230	2.38888274715444	2.54735921227549	3.64433984958627	2.37589719353343	2.57403034063897	2.19911242749141	3.48593349582784	2.54557839236632	3.8854053544922	2.89656003362089	3.62419589801119	2.59101759388605
24235	-1.43961122110758	-0.647809233703978	-2.26798570947922	-2.09319397442257	-4.25446362762305	9.71170813675632	0.720449325091626	-0.442298199706352	-0.943088613769816	-0.0424603921100244	4.37543468493475	4.51588573450496
24236	0.504421378066119	0.00344161624186489	8.91215222268093	0.809018449056497	8.51063680525825	-2.20730164479227	-2.53519042057105	0.694379477409736	0.778551564067432	1.09421728500607	3.96985431228392	4.297666186089
24237	-0.487292561422684	-1.29134139088298	-1.8266289690717	-0.18716896701161	-1.96510998066058	-3.63958817566706	-0.96747695144583	-0.659904541463771	-2.23869746752851	-0.0624348032552898	4.33717320386181	3.76013649518688
24239	4.85303825967699	5.02325915512328	4.15284824523228	5.18589305592093	4.13340292051499	4.00925022455766	3.99517689787892	5.01634764660276	4.17011309145393	5.19604868614707	4.13981938803189	5.14006593418219
24240	3.87466777408414	3.86904167933542	3.60500901378547	3.94329948112499	3.7457516461297	3.39196264937724	3.92085768232739	4.01298488998116	3.94782801749213	4.11865971795128	3.93422040631697	3.95348142953512
