Gene	GSM3810	GSM3811	GSM3812	GSM3813
Gene	8.0	8.0	23.0	23.0
11287	8.03397354344106	4.74416109557041	7.1378108834161	7.06177619758669
11298	10.8104913042731	10.9939290523755	10.7476055867496	10.633812613852
11302	8.43170652396602	8.24935052362723	8.75755668893945	9.10013667128545
11304	8.25361115194717	6.32912359629157	8.43671154213721	6.70597790168252
11305	10.1409575503259	10.0895828931247	10.0283205045575	10.5795987912307
11306	9.73047013718422	9.41405094472604	9.45193227907598	9.04193288184217
11307	9.3409627642517	8.90628934740607	9.88417051910844	9.50759645419098
11308	8.92955431573285	7.56909609526214	8.31242920625061	8.13647851834917
11350	11.7375853690464	12.1579468807808	12.1902259378759	12.1367989107733
11363	9.7009598269159	9.95419631038687	10.2912858339966	9.87866404280189
11364	10.9333218207329	11.0388504185068	10.7912443024565	10.8844758190865
11409	11.0034124994626	10.7370783003137	10.7225087172296	10.6802276440821
11416	7.19377174339668	6.8703647195834	7.57591736111815	7.87221314397577
11418	9.72349030214343	9.80896417491926	9.74919903006095	9.59637613881257
11421	6.85299758761332	9.40599235967584	8.0948694327187	9.19056547905768
11425	3.51096191927738	6.43796008833447	3.18586654531133	5.15906400881055
11426	12.739379805481	12.7920175054644	12.8609899474255	12.7733658981294
11428	8.17990909001493	9.4155305236831	9.46045589630964	8.30606168942834
11429	14.6227839661561	14.5532632944114	14.7208267346385	14.7144709211571
11430	8.16213952754484	8.61875255353673	8.48542682717024	8.4655664048094
11431	11.7554634633237	11.9307816820158	11.4230738790894	11.5803151057142
11432	9.52610794674445	9.43962313755712	9.24745286463493	9.2309811116465
11433	3.92599941855622	4.63807383718072	2.90689059560852	3.72246602447109
11435	14.3700198424795	14.4357679129818	15.0201205226724	14.907562006379
11440	8.20114373205303	8.23409889783732	8.92332748541919	8.09855851793841
11443	12.1776064034828	12.1710203825119	12.3333790066231	12.2046322740999
11447	11.0860034962871	10.9878324498423	10.0290110866591	10.4069490187912
11448	11.5928307440545	12.2157453235928	10.8374702529657	10.6166407322565
11449	10.6528897765001	10.262447252254	11.9441995973694	11.9468880031269
11450	7.84862294042934	7.61102479730735	7.76950729143624	7.72723977748481
11459	10.1085244567782	9.98584193700334	14.0724843564038	14.0327603522525
