Gene	KFA2a	KFA2b	KFA2c	KFA2d	KFA2e	KFA3a	KFA3b	KFA3c	KFA3d	KFA3e	KFA4a	KFA4b	KFA4c	KFA4d	KFA4e	KMA2a	KMA2b	KMA2c	KMA2d	KMA2e	KMA3a	KMA3b	KMA3c	KMA3d	KMA3e	KMA4a	KMA4b	KMA4c	KMA4d	KMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24
27081 0.24740085 0.26951882 0.32184783 -0.1267162 0.29728018 0.09468539 0.20544218 0.13502674 0.39875647 0.05833674 0.1870221 0.11607196 0.19825866 0.1750789 0.14343655 -0.1709236 0.07257138 0.30489703 0.14774983 -0.0418791 0.09088671 -0.4040842 -0.0961404 0.1660788 0.12657016 0.04561811 0.13092472 0.26016706 0.10873905 0.23508352
27096 0.11071772 0.26043778 0.0855753 -0.0650682 0.14919108 0.27525071 -0.3404498 0.04767835 0.32892743 0.05413649 0.13904157 0.26104725 0.18407323 0.17500635 0.23865729 0.20927869 0.17741938 0.35776589 0.34635099 -0.0548822 -0.0037986 0.18441555 0.13412127 0.07270536 0.00127102 0.08513632 0.37986464 0.2601189 0.10367257 0.1282384
27103 -0.2491244 0.00600888 -0.4127339 -0.0586384 -0.2107163 -0.2148351 -0.120759 -0.1322287 -0.8563621 -0.1087955 -0.0597535 -0.2690607 -0.2740128 -0.0544664 -0.3661296 0.10822113 -0.1611141 -0.3812597 -0.3359838 -0.2161431 -0.2108904 0.00631455 -0.0805662 -0.2736811 -0.2200114 -0.2711113 -0.1748697 -0.0563103 0.07087167 -0.4154627
27176 -0.02188316 0.12931387 -0.068749065 0.012258585 0.078874405 -0.07987795 -0.3084404 0.30205128 0.30427216 -0.08173051 -0.17329895 -0.045382875 -0.086369175 0.06102419 0.061081335 -0.25480395 -0.095354525 -0.01180006 0.192367035 0.01325411 -0.02878669 -0.118289615 0.06435845 0.158230735 0.015721585 0.01670508 0.0020903 0.072381235 -0.020091125 0.004563435
27205 -0.8020577 -1.096606 -0.6837634 -0.7725124 -0.5925424 -1.3009 -0.8209565 -0.8432888 -1.3716208 -0.9088015 -1.1399067 -1.2831833 -0.7119254 -1.1182762 -1.0855167 -0.8393533 -0.7906042 -1.3230761 -1.0942576 -0.902971 -0.9990479 -1.4033693 -0.6753576 -0.9250504 -0.7652128 -1.0074842 -1.0299433 -0.9368507 -0.8460041 -1.0727431
27207 0.1476934 0.19235731 0.15316342 0.40856437 0.18909085 0.26757746 0.32605152 0.38749733 0.22775367 0.48188354 0.16665686 0.34899528 0.3796327 0.45403914 0.38020606 0.26970501 0.34528787 0.44234302 0.27004753 0.24756759 0.34938507 0.40961189 0.2306524 0.20270082 0.47042143 0.07824977 0.32332757 0.20044286 0.29336233 0.18892156
27214 -0.206201503 -0.391093375 -0.457850148 -0.334774458 -0.435871648 -0.571527335 -0.270430778 -0.326622145 -0.087694235 -0.192670573 -0.046116048 -0.325430973 -0.308936305 -0.48141024 -0.181474295 -0.329370275 -0.15444566 -0.157239498 -0.20490655 -0.211888718 -0.275612055 -0.375302673 -0.289916628 -0.301137305 -0.35318346 -0.290492668 -0.280725203 -0.38363051 -0.4553994 -0.212212843
27215 -0.0516826 -0.1277073 0.07822417 0.24739031 0.03178526 0.09624416 -0.1846379 0.21136159 0.0136039 0.24721466 0.08003947 0.17079802 0.04960572 0.16793909 0.04945248 -0.1645623 0.21732211 0.25967662 0.22964968 0.26890627 0.50434898 0.12708557 0.32093123 0.22496209 0.34081628 0.20681366 0.07076286 -0.083702 0.07558483 0.19419873
27218 -1.4581183 -1.1144519 -1.7038081 -1.726548 -1.8348054 -1.6656131 -1.4313822 -1.5587836 -1.7554164 -1.8009655 -1.1444706 -1.5712993 -1.943787 -1.6251092 -1.8855692 -1.5375742 -1.2656191 -1.8702083 -1.573895 -1.7553326 -1.8536285 -1.8313138 -1.4296758 -1.3495343 -1.6663068 -1.8655901 -1.6816409 -1.303415 -1.2308098 -1.8355525
27224 -0.93028405 -0.64823435 -0.78407685 -0.78179015 -0.6803712 -0.635794 -0.8527194 -0.73718685 -0.75462955 -0.72434255 -0.7080237 -0.67929365 -0.625868 -0.7559123 -0.71803415 -0.8072064 -0.9012502 -0.75900215 -0.71225335 -0.8027062 -0.8328146 -0.6543658 -0.9580517 -0.61363605 -0.7642097 -0.74444885 -0.75862095 -0.8259817 -0.61224095 -0.79459815
27225 -1.3122356 -1.11104605 -1.22348615 -1.3496389 -1.1108027 -1.20282175 -1.3952432 -1.2335634 -1.3663916 -1.3127561 -1.36519535 -1.1443859 -1.08132565 -1.11302305 -1.14303905 -1.18243865 -1.02814185 -1.18476705 -1.1205861 -1.10937615 -1.30805185 -1.3720105 -1.0779227 -1.1427449 -1.0877158 -1.25879705 -1.1893654 -1.3505311 -1.2730655 -1.35371855
27267 -0.7458251 -0.8135443 -0.7452534 -1.2570294 -1.007138 -0.6610004 -0.9115963 -0.7755633 -0.6611381 -1.0370418 -1.0195483 -0.6603239 -0.9116896 -0.9850806 -0.7503514 -0.6686139 -1.1023967 -1.3010889 -0.6214549 -0.4259978 -0.9302883 -0.637701 -0.803593 -0.6265643 -0.9288742 -0.7261217 -0.9975611 -0.8281092 -0.8059421 -0.4593101
27275 -0.1366769 -0.0323241 -0.1314308 0.15814077 -0.1747399 -0.1356955 0.07016246 0.05137822 -0.0793079 -0.0251531 -0.0469081 -0.5767963 -0.1001266 0.09524219 -0.2603067 0.14500027 -0.1472773 -0.1441028 -0.2629133 -0.1137334 -0.1397559 -0.0560341 -0.1939269 -0.543374 0.10918499 -0.1817272 -0.1046474 -0.015735 -0.2407256 -0.4592959
27279 -0.6018462 -0.644901 -0.6153433 -0.7298745 -0.5211103 -0.5045277 -0.4559797 -0.5221713 -0.5283393 -0.4707595 -1.0860804 -0.4259557 -0.7231925 -0.3268143 -0.6787011 -0.6922071 -0.5417195 -0.6099782 -0.5118953 -0.8461675 -0.5362074 -0.4546936 -0.716006 -0.779837 -0.5401724 -0.4602186 -0.5289903 -0.5605365 -0.64156 -0.4796138
27354 0.71255069 0.64033607 0.90956847 0.93356179 1.14227744 0.85766674 0.83350129 0.9381748 0.86493744 0.95815757 0.58815443 0.88588877 1.12116558 0.91635743 0.7676224 0.84116939 0.52236264 0.85378824 0.95910052 0.86463323 0.83572735 0.88346641 0.71314384 0.85415852 0.70936677 1.0262626 0.85733981 0.79221704 0.82766396 1.07357009
27357 -0.468884 -0.3081202 -0.4563774 -0.3293571 -0.5297535 -0.2937272 -0.3783908 -0.3560802 -0.4440306 -0.3358682 -0.5100787 -0.3381686 -0.38858 -0.4787556 -0.9919411 -0.5203683 -0.5888048 -0.4063893 -0.3583636 -0.5898417 -0.4649993 -0.2743328 -0.3720348 -0.5198905 -0.572904 -0.4615977 -0.3024986 -0.2301002 -0.5762763 -0.4669306
27359 0.50622904 0.26329465 0.66484771 0.46705058 0.57259559 0.32493612 0.75220732 0.7997868 0.6133548 0.58778023 0.18963814 0.42099629 0.73271469 0.58041569 0.72237951 0.30293605 0.58012213 0.80096052 0.48201634 0.58170479 0.71927886 0.41924595 0.54914389 0.41724208 0.32650047 0.65779546 0.46265999 0.38814964 0.34295532 0.9629185
27361 1.24777965 1.29466864 1.49185808 1.41634783 1.56548401 1.52231426 1.4486188 1.46410605 1.32951516 1.37578602 1.0238354 1.44701217 1.54882259 1.47722048 1.4353281 1.38923986 1.19457077 1.34942342 1.58066734 1.40781056 1.2645293 1.61395845 1.13696465 1.29243723 1.49094021 1.6218977 1.44754009 1.19372565 1.39416603 1.5433284
27362 -1.9875916 -2.0656797 -2.0601595 -3.3876541 -2.4825377 -2.1731919 -2.4812371 -2.9817549 -2.3077461 -2.2835807 -1.8629968 -1.9080028 -3.2466222 -3.216148 -1.8729391 -1.8689257 -2.0262312 -2.0068954 -2.6114122 -2.3326751 -2.1358125 -2.1003873 -2.2226943 -2.2643006 -1.8409548 -2.4448092 -2.6413595 -2.7932918 -2.1973176 -2.3832624
27367 0.58695063 0.472875353 0.587471068 0.550543638 0.552031648 0.535044398 0.484642707 0.669569615 0.674564987 0.593143425 0.50367396 0.640867598 0.615921292 0.624262133 0.47992512 0.436865648 0.504376082 0.518043308 0.626392393 0.483744372 0.602193157 0.526198753 0.609750752 0.476828418 0.520716828 0.592244005 0.518855158 0.69245387 0.444388033 0.490913565
27368 0.172503 -0.238812745 0.277371735 0.117764645 0.308622315 -0.243411735 -0.09937108 0.32982577 0.277369265 0.307611675 -0.226861335 -0.079138895 0.186927365 0.156160935 0.20311843 -0.25803898 -0.06840851 0.2461791 0.008690975 -0.04008191 0.086092955 0.35319728 0.01788574 -0.155645645 0.01742924 0.13002821 0.00715845 -0.19510014 -0.05460305 0.355491905
27370 0.199263565 0.09070395 0.203739383 0.254899123 0.158297268 0.269839053 0.078522965 0.236213828 0.291681403 0.398272205 0.225229243 0.277625005 0.25812575 0.242238693 0.05620725 0.08271717 0.21728025 0.188426635 0.320686565 0.211516443 0.41761385 0.157572623 0.256315253 0.23219624 0.11374067 0.323914205 0.16366468 0.305448788 0.072311185 0.212512915
27373 -1.1409909 -1.3691614 -1.164599867 -1.1387704 -1.1023244 -1.228584733 -1.222698233 -0.995687967 -1.261725567 -1.097343 -1.1315309 -1.3587981 -1.1654272 -1.199496867 -1.076582367 -1.438967367 -1.1642334 -1.3515796 -1.3347452 -1.249885167 -1.090097533 -1.1771434 -1.145339067 -1.3687996 -1.2761584 -1.215992233 -1.192667033 -1.174719567 -1.293161967 -1.327838
27374 1.16356013 1.46998409 1.14940625 1.14713337 1.15808988 1.30888562 1.22842791 1.30816929 1.28936035 1.20658059 1.46920102 1.17851043 1.15596857 1.01451533 1.31739675 1.27446026 0.9423874 1.30368425 1.26561933 0.97986663 1.33949366 1.18750727 1.26705984 1.2269631 1.19528343 1.24672997 1.26376426 1.44313935 1.26310724 0.69670691
27377 -1.8631684 -0.6884665 -1.4790213 -1.4374614 -0.943657 -1.4403896 -1.0914248 -1.8291503 -1.8422423 -1.819923 -0.9691253 -1.1859581 -1.1593161 -1.9132138 -1.8843571 -0.8976635 -1.4587338 -1.3539648 -1.5919444 -1.1698674 -1.9458914 -1.4408895 -1.8112463 -1.0214326 -0.8220756 -1.6488912 -1.3112853 -1.1910764 -0.8162047 -1.5851818
27379 -1.0937586 -0.9212094 -0.9461251 -1.0282851 -0.7839251 -1.0048114 -0.6585163 -0.8943232 -0.7081482 -0.7834953 -1.1040906 -0.9296427 -1.0231689 -1.5889224 -1.2255794 -0.8092155 -1.2326896 -0.8926102 -0.7911099 -1.0741121 -1.1343421 -0.7914976 -0.7824417 -0.5706449 -1.0527922 -1.2793325 -0.9376361 -1.3872093 -0.5911478 -0.8548788
27388 0.13982586 0.20962789 0.29656557 0.10240583 0.25912443 0.45045716 0.23749811 0.36201982 0.62351618 0.4941383 0.15547501 0.3946182 0.31270718 0.05732871 0.37464326 0.27222597 0.26719549 0.46620688 0.42576071 0.16126714 0.26850048 0.39121258 0.19148228 0.45393424 0.29808447 0.36590264 0.35465342 0.23578227 0.39552954 0.60014541
27392 -1.3466729 -0.8721072 -1.170825 -0.5253241 -1.2199152 -1.4337741 -1.3392042 -1.3757097 -1.190052 -1.1105379 -1.3025637 -0.6388277 -1.3128456 -1.3254832 -0.9608768 -1.6076 -1.436019 -1.3101242 -1.1929958 -1.2408744 -1.2447551 -1.3185006 -1.2302771 -1.1429293 -1.4269088 -1.2300112 -1.3349212 -1.1934495 -1.3481274 -1.2558802
27395 -0.61732305 -0.7268257 -0.67296435 -0.3895042 -0.6283322 -0.58609895 -0.5861477 -0.44420875 -0.71393455 -0.30807015 -0.5394118 -0.5533202 -0.50252545 -0.41071395 -0.72061655 -0.5793155 -0.2460865 -0.782979 -0.7926544 -0.44000635 -0.41644095 -0.4149607 -0.5880923 -0.84627095 -0.63792765 -0.4144492 -0.6138463 -0.50307395 -0.72848555 -0.58358
27397 0.64917608 0.83503617 0.76221081 0.82105932 0.8536442 0.8747808 0.89127102 0.74268157 0.30612175 0.6178064 0.78611339 0.80590649 0.97590965 0.8570939 1.2491716 0.93142599 0.79128636 0.6796102 0.62771407 0.97706395 0.83598707 0.84616368 0.77498305 0.90126994 1.11498184 0.7365519 0.69972436 0.49190931 0.67435526 0.69880056
27399 -0.3200002 -0.2405595 -0.3949478 -0.4573888 -0.4853167 -0.1492241 -0.6364793 -0.3518418 -0.7404317 -0.3901116 -0.3457374 -0.2625281 -0.3517423 -0.4628508 -0.1716603 -0.4916545 -0.4237953 -0.6176541 -0.4967774 -0.2838591 -0.5011946 -0.3739461 -0.0539911 -0.2791972 -0.3948288 -0.4817862 -0.3437572 -0.2077371 -0.2764279 -0.539755
27402 -0.6076911 -0.6706037 -0.445074 -0.4103504 -0.4830999 -0.8341906 -0.4908251 -0.7056984 -0.6539888 -0.518723 -0.5725113 -0.6469298 -0.6003235 -0.4250151 -0.8187603 -0.3326941 -0.8244656 -0.5585872 -0.7265991 -0.5144002 -0.5393208 -0.5688481 -0.6764633 -0.8094925 -0.2659427 -0.6521256 -0.5367656 -0.7385711 -0.7015471 -0.7100203
27406 0.07221181 0.2635917 0.19750472 0.2528618 0.23337701 0.08729195 -0.0121193 -0.0546463 0.0071151 0.10018465 -0.107937 0.13097137 0.30187302 0.19216796 0.00565029 0.40787951 -0.2041988 0.12326124 0.27598152 0.21674916 0.00885925 0.08968957 0.1093917 0.44115254 0.32852545 0.18612158 0.10310409 0.0496027 0.17563349 0.13389615
27407 -1.0647753 -0.4618546 -0.840502 -0.7571948 -1.1209706 -1.1817598 -0.7364334 -0.9709168 -0.9944543 -0.9896785 -1.1348728 -1.2086588 -1.2540234 -0.8386468 -1.053327 -0.9663052 -1.1290816 -1.0257182 -1.2815 -0.9856825 -1.0573593 -0.8790774 -1.1794915 -0.9205684 -1.1529649 -0.9385891 -1.0609163 -0.9092472 -0.906486 -0.9815472
27410 -0.2767978 -0.3203403 -0.6831658 -0.4187054 -0.4577561 -0.2941693 -0.3873361 -0.3187335 -0.3066314 -0.2965559 -0.5626025 -0.5571403 -0.4602753 -0.3569788 -0.5274568 -0.327006 -0.5000829 -0.2497604 -0.3798627 -0.4496654 -0.3559193 -0.3556719 -0.6343217 -0.405425 -0.3689302 -0.4006582 -0.3832321 -0.4373763 -0.3754913 -0.4467478
27411 -0.9704385 -0.8932404 -0.9611809 -0.8554859 -1.1388299 -0.9967346 -1.1406108 -1.3160577 -0.8585806 -0.8017935 -1.0616414 -1.125624 -1.0470379 -0.9245776 -1.0047679 -1.263461 -1.0462834 -0.914716 -1.0190707 -0.9458624 -0.898425 -0.9886287 -1.2516026 -1.2691002 -1.0590754 -0.99236 -0.9549325 -1.2077255 -1.3343451 -0.9129616
27416 1.66021233 1.77125686 1.96797934 1.71659704 1.91239017 1.68529701 1.89034079 1.91610458 2.22896866 2.0534587 2.05647588 1.64581386 1.77497012 1.70324517 1.84411522 1.62166614 1.87615024 2.04023325 2.01223713 1.73915333 1.51220939 1.66184434 1.78678482 1.83050476 1.73590394 1.68756811 1.8352683 1.81373507 1.76531804 1.92701864
27418 -0.470664775 -0.7747257 -0.548986 -0.5154451 -0.5765985 -0.47808655 -0.60517645 -0.53756145 -0.567762665 -0.55227145 -0.7029457 -0.5844209 -0.75181385 -0.4645784 -0.441878775 -0.70741985 0.08578035 -0.35668455 -0.5383428 -0.55368105 -0.33026962 -0.58139695 -0.54698225 -0.6228482 -0.6189972 -0.3800615 -0.5576766 -0.500501 -0.4899459 -0.49429035
27425 0.30285475 0.43904169 0.60234342 0.30568596 0.37500743 0.55612885 0.22585614 0.58492559 0.49647355 0.07804068 0.46772994 0.42083366 0.4706949 0.42613549 0.46414007 0.33454484 0.30003062 0.46799814 0.24421726 0.33187812 0.6409102 0.42836474 0.39027803 0.24414992 0.43286399 0.46588491 0.48536714 0.0656515 0.35186325 0.46430385
27428 0.48177745 0.158311193 0.431092075 0.29962826 0.3160742 0.381180688 0.218352653 0.26467425 0.43710137 0.468747365 0.187602265 0.41290031 0.363166078 0.305073438 0.54919056 0.134560608 0.67845369 0.401307618 0.410280275 0.396386753 0.310932328 0.321836725 0.382891083 0.265177718 0.230690235 0.430728343 0.364471818 0.190091905 0.18501808 0.458855678
27494 -0.0395895 -0.3047581 0.02970558 0.0130174 -0.1646946 -0.3563827 0.10808496 0.07398333 -0.1383373 0.18351501 -0.1002228 0.00974368 0.08375375 0.04574396 -0.2678759 -0.3681045 0.39692269 -0.0272344 -0.3745004 -0.0202758 -0.0355032 -0.6526277 -0.0639089 -0.2150714 -0.0920002 0.24232565 -0.1363489 -0.0074866 -0.427469 0.11986177
27632 -0.0907056 -0.2103543 -0.0475486 0.19415266 -0.0834687 -0.0025897 -0.0429175 -0.2891968 -0.0436897 -0.342794 0.07771368 -0.1167546 -0.0535835 0.15811505 -0.0874116 -0.1995975 -0.2144653 0.05935377 -0.1121392 0.05134269 0.05770649 0.0254416 -0.100628 0.05854366 0.1759343 0.05649522 -0.2559222 -0.0481071 0.03629313 -0.1303275
27681 -1.2067619 -0.8805901 -1.2027838 -1.3907037 -0.9417218 -1.140251 -1.2230519 -1.4768964 -1.3487073 -1.3459543 -0.845684 -1.3023091 -1.2022062 -1.1988326 -0.3416692 -1.2989279 -1.0298308 -1.1047477 -1.3081284 -0.89692 -1.0173192 -1.3192878 -1.1837963 -1.4347471 -0.6890417 -1.1780119 -1.35892 -1.3368318 -1.2361439 -1.2482494
27756 -0.4540246 -0.2402955 -0.5191271 -0.4467009 -0.3844836 -0.2130601 -0.4318125 -0.4008663 -0.5371494 -0.4907455 -0.3319517 -0.2485074 -0.3630436 -0.5123989 -0.3296023 -0.1703714 -0.2905886 -0.7319957 0.63785525 -0.4730571 -0.496907 -0.3232703 -0.3783733 -0.2524467 -0.4504145 -0.3722362 -0.4387041 -0.3479209 -0.3106406 -0.6123088
27801 0.95963753 0.81408171 0.88221386 0.90796809 0.93521734 1.09545912 0.78652464 0.87164395 0.98938583 1.05719558 0.8113207 0.95605071 0.95158898 1.01576573 0.79284262 0.67939385 0.82826741 0.93045337 0.9907558 0.8104754 0.94852035 0.93472414 0.89375872 0.78208352 0.85815536 1.04439603 0.98704583 1.06179301 0.82300095 0.81526566
27878 0.189609343 0.162721293 0.05443361 -0.006536773 -0.029327725 0.055986723 0.132698385 0.159834458 0.117882998 -0.015167733 0.174815228 0.14837531 0.079836603 0.103750203 0.538569043 0.049678343 0.277459403 0.011210705 0.061281338 -0.01627102 0.267478935 0.019014918 0.269304183 -0.034304478 -0.116572135 0.131116095 0.124574035 0.25726704 0.098305293 0.047402785
27883 -0.0320171 -0.2223814 -0.275362 -0.0961474 0.05081533 -0.0499096 0.10764683 -0.0875946 -0.0054239 -0.0131325 -0.0087482 -0.1276068 0.11590843 -0.0229742 0.59359337 0.24364699 0.00120323 0.15557376 -0.2252037 0.16602487 -0.0309035 -0.1110872 -0.0222139 -0.0774004 0.36981968 -0.1825443 -0.3539485 -0.2334257 -0.0173995 -0.0533775
27965 -0.2560277 -0.6341275 -0.4789361 -0.4097422 -0.4705205 -0.6087212 -0.3296732 -0.3355658 -0.2925705 -0.5349656 -0.3211915 -0.5355348 -0.5009089 -0.3943019 -0.327382 -0.4848532 -0.2938383 -0.3528106 -0.566494 -0.4529279 -0.4388037 -0.6366853 -0.3273807 -0.4534078 -0.5342969 -0.4280563 -0.5291665 -0.4365341 -0.4667336 -0.3408929
27973 -0.8012775 -0.7165457 -0.7282624 -0.7977098 -0.789657 -0.7354405 -0.5894924 -0.7533283 -0.8047134 -0.6404611 -0.7663496 -0.7642819 -0.7638412 -0.6677324 -0.865873 -0.5559055 -1.0511192 -0.6692384 -0.9004337 -0.6346279 -0.9001894 -0.6946569 -0.8011164 -0.8572686 -0.6294763 -0.6149513 -0.6014898 -0.6819738 -0.656524 -0.8549456
27979 -0.094364955 -0.22213925 0.063363365 -0.01394835 -0.1176128 0.040652615 -0.14064875 0.019184695 -0.16689905 -0.034393 -0.11342136 0.033277215 -0.0964195 0.021677285 0.047728805 -0.2341487 -0.17594895 0.029637745 -0.04218944 0.01881649 -0.029040355 0.025347355 0.185554995 0.01028047 0.035477095 0.174286095 -0.00592671 -0.11829445 -0.08293775 -0.1120566
27981 -0.3746091 -0.5326458 -0.216332 -0.4762282 -0.2708565 -0.4636613 -0.2203818 -0.3640335 -0.3602989 -0.2073094 -0.5901457 -0.6138868 -0.3383173 -0.4728339 -0.3101855 -0.335552 -0.5970741 -0.3048683 -0.5227168 -0.486834 -0.5714852 -0.3609197 -0.5293442 -0.2665951 -0.5639766 -0.2336662 -0.2837163 -0.7081506 -0.3415291 -0.2973842
27993 0.61005184 0.65410454 0.37927193 0.59778361 0.50435091 0.6083094 0.58600345 0.5500086 0.27445368 0.57531618 0.84865127 0.89064861 0.65508997 0.77222584 0.60823729 0.76771402 0.75405608 0.37721928 0.52235829 0.73818661 0.79824125 0.62112822 0.98409033 0.79756638 -0.0095853 0.62843715 0.568539 0.86343241 0.75893219 0.57181924
27998 -0.5575246 -0.6408649 -0.423968 -0.5446908 -0.4739833 -0.5458538 -0.4623545 -0.5644786 -0.8559729 -0.4426907 -0.6231654 -0.6371522 -0.4078207 -0.5384451 -0.6253794 -0.421848 -0.2430798 -0.7291951 -0.6979748 -0.3890038 -0.6030445 -0.7278458 -0.5393665 -0.57456 -0.4325637 -0.5984566 -0.5649074 -0.6199378 -0.6022147 -0.6106339
28006 0.27134671 0.41908092 0.2432589 0.36380168 0.27662025 0.36361616 0.28592961 0.31397443 0.39396084 0.26746757 0.33074528 0.43927956 0.30418421 0.4393729 0.19105901 0.34590262 0.35140307 0.23578752 0.47953239 0.29107776 0.37811561 0.33142896 0.36543416 0.20825355 0.29791609 0.47934922 0.43880395 0.48697216 0.4742436 0.34415504
28015 2.35111275 2.35641514 2.38825148 2.49457713 2.41778862 2.41656007 2.16507274 2.39953999 2.09542185 2.34548834 2.20771371 2.3599895 2.24582566 2.51743061 2.22016853 2.36219466 2.29938235 2.3014352 2.46854334 1.87000981 2.24598132 2.50287262 2.35278944 2.18154328 2.37136757 2.3551608 2.31383913 2.28258186 2.436006 2.31570987
28017 0.33794361 0.00937354 0.48999139 0.51624205 0.49997443 0.56126448 0.29696927 0.51552608 0.24212929 0.58967868 -0.0271458 0.52610855 0.52303668 0.57310455 0.36643388 0.39595499 0.46462676 0.3284573 0.44421453 0.6330498 0.68906227 0.35193097 0.35557594 0.41320256 0.28238912 0.58378251 0.49172647 0.44671461 0.52361188 0.4657012
28018 0.15700142 0.111755585 0.12414608 0.20466748 0.06243002 0.138363095 0.208893695 0.301646555 0.13132789 0.08180428 0.09431433 0.05438935 0.12828767 -0.020709595 0.251812785 0.073373425 0.10288205 0.103621505 0.07174924 0.023785335 -0.031117745 0.22896687 -0.022391515 0.0045795 0.030144875 0.189957475 0.06401641 0.058387845 0.14820558 0.14118118
28019 -0.5702348 -0.7544508 -0.31167315 -0.669293 -0.683914 -0.6312507 -0.6278535 -0.46944105 -0.48910285 -0.4399585 -0.5901325 -0.74081115 -0.6279218 -0.5909832 -0.42754925 -0.6237619 -0.5197263 -0.4846654 -0.77768395 -0.59273375 -0.37240095 -0.66276275 -0.54447325 -0.66504205 -0.63910475 -0.53327095 -0.66007745 -0.59446065 -0.72430625 -0.7573704
28028 -0.65278974 -0.30989769 -0.25205586 -0.0837135 -0.28343591 -0.246905515 -0.431286925 -0.008600345 -0.07008758 -0.46851396 -0.80288926 -0.653464545 -0.30236338 -0.149727765 -0.3392066 -0.3928717 -0.50330994 -0.2220381 -0.15259766 -0.40168912 -0.15132932 -0.342207755 -0.600349505 -0.317240125 -0.192508145 -0.329641635 -0.300729245 -0.33516295 -0.689168495 -0.441201045
28030 -0.0642409 -0.4257321 -0.0389905 0.12476723 -0.2349453 -0.0140138 -0.3773428 0.11434593 -0.1425074 -0.0209506 -0.0685688 -0.2297114 -0.2002594 -0.1360386 0.02040987 -0.2985775 -0.1197462 0.16207851 -0.1745809 -0.1886127 0.03654858 -0.0894666 -0.2833173 -0.358364 -0.1542658 -0.0088727 -0.0376037 -0.027119 -0.1225968 -0.0460538
28035 0.15827233 -0.3602325 0.33252819 0.13647603 0.05141047 -0.0913815 0.0247035 0.193848 0.21729693 0.27390838 -0.3268844 -0.1046749 0.23682148 0.19007962 -0.6220379 -0.1567704 -0.113671 0.18887895 -0.1113167 0.18585887 -0.0444663 0.06385292 -0.0487264 -0.4568191 0.15186402 0.26636251 -0.0359689 -0.0085032 -0.1904838 -0.0056447
28040 -1.4426098 -1.1119501 -1.6188263 -1.6270661 -1.303208 -1.2369282 -1.6690637 -1.4431018 -1.2151562 -1.4475804 -0.900857 -1.3545456 -1.3094247 -1.3805468 -1.844526 -1.6835973 -0.8105354 -1.4768619 -1.1786506 -1.1894663 -0.9835967 -1.1538783 -1.2518061 -1.3820932 -1.7546247 -1.3311251 -1.2697054 -1.4127839 -1.5968229 -1.1853344
28042 -0.937758133 -0.744120367 -0.987477467 -1.047451967 -0.8550973 -0.992073667 -1.0322151 -0.933601133 -0.893633667 -1.053802467 -0.949560167 -0.938829367 -0.793371 -0.9579088 -0.996318033 -0.9158554 -1.060625633 -1.063443533 -0.574710437 -0.9963697 -0.904351433 -0.9236763 -0.9263949 -0.925541133 -0.866092933 -0.940210867 -0.963718233 -0.888248133 -0.567080967 -0.82518762
28064 0.58058359 0.15667668 0.47469177 0.60461039 0.30814321 0.3268964 0.48443568 0.6134224 0.45191328 0.32531228 -0.0298032 0.3947025 0.28586357 0.50575127 0.64874963 0.02421413 0.40477246 0.49872346 0.2206672 0.30413221 0.35512125 0.24640944 0.24028608 0.27900992 0.33971401 0.42682183 0.26553321 0.30717862 0.28313276 0.48139262
28071 0.90478512 0.566348615 1.02129855 0.97546032 1.119317885 0.90707345 0.829971175 0.969739695 0.81945696 0.976732575 0.572289185 0.79380772 0.935183275 0.988219045 0.680765485 0.772380375 0.84784639 0.69834787 0.79805504 0.923619275 1.07014141 0.85087991 0.804942495 0.815648095 0.83476137 0.83978823 0.89035772 0.877863255 0.882337885 0.898490955
28078 -0.7213622 -0.7335952 -0.6001577 -0.8861175 -0.8220127 -0.7124832 -0.4731574 -0.8491977 -1.0895259 -0.9117683 -0.7017053 -0.8744959 -0.8614788 -0.9306319 -0.7006656 -0.5582276 -0.8370377 -0.8828511 -0.7114899 -0.6270558 -1.1002917 -1.3729025 -0.576272 -0.5455024 -0.3760708 -1.078303 -0.6402054 -0.6811686 -0.4425271 -0.829316
28080 -0.3809024 -0.2458822 -0.2556743 -0.2044494 -0.2564784 -0.1708566 -0.5006284 -0.4569252 -0.222901 -0.1739109 -0.5802681 -0.2649332 -0.3151973 -0.2611851 -1.0927354 -0.4324639 -0.4345768 -0.5276352 -0.1481518 -0.2380812 -0.1634786 -0.2659031 -0.3426931 -0.1723528 -0.3186485 -0.3195287 -0.2446991 -0.2177914 -0.2251735 -0.5297558
28084 0.77391892 0.8574519 0.82993706 0.45620362 0.87173011 0.78591632 0.82198165 0.73314884 0.95442608 0.89156511 0.62428232 0.77985712 0.81091278 0.61394102 0.63846434 0.8667245 0.50678184 0.87416241 1.14510759 0.91682793 0.80613256 0.58957289 0.62430533 0.91175024 0.78649832 1.02403851 0.80808199 0.72068411 0.81909349 0.95658091
28088 -0.767791 -0.8554982 -0.6508346 -0.6721309 -0.9866903 -0.6195358 -0.7067962 -0.773206 -0.6235889 -0.9740987 -0.5813322 -0.722256 -0.8968921 -1.0065901 -1.171321 -0.7786411 -0.564777 -0.5848098 -0.6749826 -0.7711847 -0.9225615 -0.6232261 -0.7101845 -0.7247093 -0.3771973 -0.6462206 -0.5234958 -0.9116939 -0.7384934 -0.848099
