Gene	KFA2a	KFA2b	KFA2c	KFA2d	KFA2e	KFA3a	KFA3b	KFA3c	KFA3d	KFA3e	KFA4a	KFA4b	KFA4c	KFA4d	KFA4e	KMA2a	KMA2b	KMA2c	KMA2d	KMA2e	KMA3a	KMA3b	KMA3c	KMA3d	KMA3e	KMA4a	KMA4b	KMA4c	KMA4d	KMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24
69884 -0.2999411 -0.1484694 -0.3392465 -0.3090379 -0.2350418 -0.2037938 -0.4301611 -0.095348 -0.006549 -0.2987164 -0.4222236 -0.1950642 -0.3551522 -0.2136607 -0.039505 -0.4852598 -0.3939456 -0.2208917 -0.0152331 -0.1746541 -0.2159576 -0.4373438 -0.1727534 -0.1442865 -0.1738527 -0.2350466 -0.2040465 0.04810908 -0.3604543 -0.3335838
69885 0.18306439 -0.1906761 0.31960957 -0.5715135 0.03369412 0.04360437 -0.0097245 0.19454257 0.40181689 0.28365963 0.10067806 0.12883387 0.05596878 -0.0267947 0.21580035 -0.0356744 -0.0711695 0.23147255 0.21732239 0.2743905 0.39843171 0.10222502 0.30156057 0.16098238 0.04914382 0.18405219 0.20846267 -0.0419382 -0.0942402 0.42391231
69893 1.00852863 0.58054609 1.23837418 1.28343436 0.99195634 1.03531086 0.93049038 1.16415472 1.25784878 1.02362371 0.88890574 1.04810538 0.7272604 1.22004451 1.21416554 0.57895414 1.03583191 1.22931424 0.74354362 1.00127932 1.06668211 0.90501395 0.67284486 0.76264572 0.95897647 0.96203322 0.93415844 0.91988326 0.84057039 1.18541398
69900 0.85220607 0.22680833 0.62227104 0.5612946 0.53787031 0.3833367 0.81099127 0.86298627 0.73563142 0.78507707 0.58276242 0.45205131 0.7030229 0.66856657 0.88275763 0.41087454 0.76392686 0.75593919 0.48178049 0.50631945 0.83495766 0.42957464 0.63271917 0.45492548 0.30727331 0.76598931 0.55868288 0.57933528 0.23932126 0.9052495
69902 -0.1989048 -0.2991573 -0.3536142 -0.5504252 -0.2544547 -0.2232037 -0.425215 0.05061922 -0.4241777 -0.3305238 -0.0789008 0.09053096 -0.0220543 -0.0116672 -0.4433723 0.03943628 -0.0324376 -0.4869338 -0.0057822 -0.1485625 -0.0248264 -0.1425223 0.38638913 -0.0574794 -0.4064387 -0.0439229 0.09819009 -0.0055908 -0.249979 -0.1118306
69906 -0.4691479 -1.0547958 -0.3705786 -0.5529245 -0.4068329 -0.5167573 -0.4639384 -0.2790377 -0.3741426 -0.3694252 -0.8412748 -0.5240383 -0.363245 -0.3839331 -0.3726432 -0.6349196 -0.4346322 -0.2589213 -0.4591023 -0.3385778 -0.3273015 -0.5850278 -0.797935 -0.5750146 -0.6032545 -0.3157318 -0.3904565 -0.6716862 -0.6978066 -0.3873449
69908 0.04499032 0.09202618 -0.3835415 -0.1096449 -0.2035567 -0.0750211 -0.1245549 -0.3330591 -0.1749154 -0.246212 0.06020287 0.14401521 -0.0906503 0.01095957 0.34184812 0.16105 0.21186063 -0.2287748 -0.2143121 -0.0749215 -0.0545577 -0.1165204 -0.0535038 -0.2319435 -0.1659535 0.06181884 -0.2518716 0.15613979 0.01799715 -0.1224917
69912 -0.236436725 -0.21308958 -0.30342798 -0.32091129 -0.355799525 -0.185141655 -0.25206351 -0.249064065 -0.42103051 -0.26074718 -0.437062975 -0.1688242 -0.29775861 -0.26150857 -0.7170213 -0.32712698 -0.12078898 -0.349677095 -0.42753084 -0.30529025 -0.14299156 -0.09500088 -0.25107564 -0.500009 -0.24664217 -0.28385612 -0.301579535 -0.266636805 -0.291159745 -0.27035277
69928 -0.0322325 -0.0351961 -0.0390336 0.07092608 0.17595431 0.13384907 0.0130065 -0.1103894 0.14916937 0.21169649 0.03233157 0.00167109 0.05204801 0.04050662 -0.1441543 -0.1272432 -0.0004475 0.05758497 0.20284515 -0.0222815 0.11145803 0.15163728 0.02100815 -0.0341844 0.02164991 0.18795 0.17818897 0.13765676 -0.0367261 0.19841635
69953 0.20550642 0.71030426 0.04789532 0.18212732 0.5068139 0.07933793 0.54482462 -0.2704719 -0.6414085 -0.4416619 -0.1600383 0.45786796 0.33237093 0.07245088 0.25245293 0.77942976 -0.0599838 0.04809402 0.12018272 0.5828072 -0.1340191 0.1625617 0.137352 0.45172755 0.91755612 -0.256287 0.02361404 -0.0949699 0.49793988 -0.1094188
69955 -0.4934992 -0.6346987 -0.4522785 -0.5524784 -0.5431083 -0.398487 -0.5422685 -0.5080304 -0.5268964 -0.6634637 -0.3817804 -0.6414769 -0.5992072 -0.5547939 -0.3383011 -0.7188103 -0.4162996 -0.5025682 -0.5508669 -0.5819073 -0.8353047 -0.7628642 -0.3016407 -0.5721511 -0.4834332 -0.5417997 -0.7622958 -0.794426 -0.6961167 -0.6152472
69957 -1.634202 -2.265695 -1.3941552 -1.9018815 -1.6533021 -1.8824475 -1.6351393 -1.5854668 -1.6132541 -1.6546551 -1.697 -1.8914269 -1.7507704 -1.853306 -1.5872026 -1.9246386 -1.7631216 -1.4808055 -1.7994479 -1.6558378 -1.6265614 -1.8799027 -1.6999007 -1.7867041 -1.8287835 -1.5174835 -1.7510874 -2.0731991 -2.0517816 -1.798285
69962 -0.1000582 -0.2410595 0.04647731 -0.282761 -0.0464763 0.07599566 -0.2089 -0.2174813 0.32002538 0.08822615 -0.0348125 -0.0590267 -0.3142578 -0.2312592 0.00525442 -0.2665674 -0.5529749 0.09729888 0.10263157 -0.0390666 -0.1087452 -0.027271 -0.0939602 0.14172855 0.18686087 0.02386173 0.00620917 -0.0318091 -0.1883855 0.06004476
69964 -0.364031 -0.5258878 -0.0784948 -0.3175947 -0.3072451 -0.5871402 -0.1400108 -0.2915261 -0.5319127 -0.2840546 -0.5386527 -0.6776519 -0.3694283 -0.4053752 -0.2714248 -0.300152 -0.5326387 -0.3383029 -0.3837097 -0.550831 -0.7283364 -0.4502804 -0.4957082 -0.2383137 -0.6540076 -0.2066999 -0.2860926 -0.4455846 -0.2631338 -0.1181906
70021 1.13565126 0.96789923 1.1995394 0.94926602 1.05195381 0.91895042 1.05396835 0.96242075 1.13046207 1.14311854 0.79521099 0.86822142 1.13515221 1.02504829 1.30947093 0.90328631 1.06240006 0.95860354 1.07937762 1.05774889 1.10392792 0.91015473 1.15245019 0.83607494 0.89043514 1.21926725 0.92558196 1.0752873 0.89661845 1.17814365
70024 0.69952077 1.01557007 0.49701799 1.08585529 0.54977859 0.85998419 0.64905723 0.61696538 0.46245486 0.81478679 1.19598908 0.74552209 0.35739818 0.77108441 0.71608209 0.85046555 0.60576116 0.51794446 0.55917827 1.63657289 0.74225319 0.40204618 1.34797803 0.62745635 0.57233785 0.77992819 0.64231884 1.05973819 0.88362164 0.56276695
70025 0.343213885 0.009780515 0.444691425 0.349333645 0.288503905 0.240052435 0.270415245 0.36961103 0.367210355 0.347337225 0.35819784 0.312907265 0.339310805 0.32264993 0.20062401 0.089273 0.29159102 0.39498065 0.23598454 0.298391465 0.439347985 0.038334515 0.37800639 0.500634855 0.084838685 0.478668615 0.31332203 0.2205008 0.275570005 0.31760927
70031 -0.5232106 -0.4380566 -0.3202906 -0.741912 -0.2929698 -0.2858803 -0.6880669 -0.5133169 -0.1525326 -0.3052461 -0.5604995 -0.2538339 -0.2989165 -0.6506231 -0.5401253 -0.3237876 -0.459903 -0.4107017 -0.0006571 -0.2822177 -0.3117578 -0.2586773 -0.3180861 -0.2382027 -0.4191528 -0.2566111 -0.3621648 -0.3480833 -0.1820414 -0.1633187
70044 0.9292515 1.29370379 0.72710309 1.03273985 1.0176752 0.90941537 1.26740663 1.10733565 0.52822187 0.72808479 1.20697279 1.17511433 1.01228518 1.02595982 1.11119116 1.49867773 1.23476316 0.57029633 0.99593138 0.90817666 0.75383888 0.97950245 1.39876478 1.28643507 0.56992011 1.00319131 1.03408656 1.50168244 1.45944377 1.0287852
70047 0.19403992 0.19139835 0.10473103 0.30077908 0.02352094 0.20496805 0.31967268 0.26299963 0.15506657 -0.323959 0.60479703 0.26594463 0.26043814 0.44143685 0.44559497 0.06533671 0.29367144 0.23917237 0.22996664 0.03680461 0.39909972 0.29623985 0.11023088 0.0855592 0.31855666 -0.0449904 0.31664849 0.17668344 0.24270064 0.13735139
70052 0.81326002 0.91052455 1.11344847 0.89300343 1.21842134 1.0187561 0.98473473 1.14062023 1.03039287 1.09264418 0.54107587 0.95396241 1.33057376 1.03489952 1.03473369 0.77751734 0.43628313 1.02249346 1.00052097 0.9247976 0.89457165 1.09687803 0.72128023 0.81445695 0.94768347 0.99150394 0.91430882 0.85999574 0.92275195 1.24930496
70054 -0.8050223 -0.8765436 -0.4523754 -0.471689 -0.8364055 -0.7551386 -0.4813085 -0.4835931 -0.6344166 -0.6433978 -0.4641351 -0.6270234 -0.6653932 -0.5344696 -0.4756079 -0.9545422 -0.5180747 -0.4759388 -0.7180896 -0.5197261 -0.4783355 -0.6124184 -0.766119 -1.0178464 -0.4059211 -0.4121342 -0.5734907 -0.6351994 -0.9214198 -0.6382666
70082 -0.0554431 0.00733301 0.06075709 0.03396882 -0.083382 -0.0213312 0.14184733 -0.0301797 -0.2001936 0.0861871 -0.1010767 -0.2312939 -0.0565543 0.08885564 -0.3788651 0.15100689 -0.2507588 -0.1357878 -0.2411315 -0.0203187 -0.0716043 0.01912045 -0.0844249 -0.1884257 0.2319801 -0.2000558 0.11303633 -0.3286025 -0.0184533 -0.7933669
70093 0.05326938 0.189499975 0.119044535 0.03251653 0.093757435 0.284133715 0.13091805 0.190137945 0.20096516 0.187094435 0.150109935 0.18277853 0.072302565 0.1598398 0.038236555 0.156847165 -0.12018892 0.102441595 0.20792511 -0.164024915 0.05150263 0.187185475 0.216260835 0.196945745 0.09845344 0.222101345 -0.0703771 0.27053918 0.156926505 -0.057309325
70099 -0.45023457 -0.550427293 -0.44344075 -0.330463883 -0.71320936 -0.61008382 -0.42939743 -0.343159493 -0.354667333 -0.561568 -0.33886658 -0.702508087 -0.59849357 -0.444126637 -0.518489357 -0.514663423 -0.528346457 -0.466060517 -0.4249928 -0.642001543 -0.54684268 -0.5846523 -0.565094223 -0.65833459 -0.484066577 -0.806444503 -0.63524225 -0.373256257 -0.450694413 -0.596586143
70122 -0.182282476 -0.114617652 -0.30158974 -0.278925394 -0.136825292 -0.254462314 -0.152231364 0.056849904 -0.252874062 -0.243265988 -0.06779773 -0.096336526 -0.135680978 -0.168507512 -0.045324238 -0.119312386 -0.093390112 -0.282837306 -0.195190862 -0.17507019 -0.162792522 -0.165591202 -0.04697447 -0.024319926 -0.39405518 -0.075002982 -0.205321762 -0.129578932 -0.175333392 -0.058567238
70125 0.70601369 0.50791458 0.55388827 0.64582887 0.42470389 0.56338111 0.65939834 0.6830054 1.00395688 0.70869907 1.42668565 0.58107632 0.6081623 0.68497731 1.05381117 0.43637163 0.68579199 0.74288234 0.51872047 0.60755062 0.43258682 0.45796807 0.57097289 0.31137578 0.52940278 0.52270779 0.38279899 0.51678656 0.65428388 0.73739295
70127 -0.822002 -0.9648056 -0.7783548 -0.9515018 -0.8659448 -1.0052994 -0.9435092 -0.8719762 -0.4811658 -0.7846277 -1.1158602 -0.9362168 -1.0172352 -0.8733783 -1.1960554 -1.1037864 -0.181475 -0.630859 -0.7487199 -0.9449165 -0.8097746 -0.9864208 -0.9862885 -0.9604058 -0.7762835 -0.8667958 -0.9516292 -0.9035319 -0.9970041 -0.5922322
70129 0.17920872 0.01843994 -0.0026962 0.18560831 -0.0241166 -0.3075301 0.1167807 0.16846119 0.45137448 0.0775466 0.14055625 -0.1306276 -0.0676843 0.02102685 0.2379979 -0.114223 -0.3255099 -0.0961975 0.03386295 -0.3017687 0.35829737 -0.0255793 0.06169163 0.03613251 0.14318341 -0.0120954 -0.1152265 0.06533887 0.0870924 0.14316285
70155 -0.8483733 -1.2864807 -1.1829059 -1.5038972 -1.3781032 -1.3843033 -1.3601309 -1.3003034 -1.4142844 -1.5686813 -0.8855961 -1.0733658 -1.7749269 -2.46649 -0.9313246 -1.4969107 -0.835267 -1.8379358 -1.1221996 -1.4965075 -0.9223226 -1.3946265 -1.3447009 -1.4041737 -1.8958092 -1.2697424 -1.2446857 -1.227301 -1.3731219 -1.2667931
70208 -1.2502016 -0.9978282 -1.2312374 -1.0993216 -1.2794723 -1.2638164 -0.9612618 -1.0492339 -1.246588 -1.2630958 -1.2727583 -1.287055 -1.3070698 -1.168732 -1.053811 -1.0072013 -1.2607155 -1.173285 -1.3560958 -1.1633178 -1.2327886 -1.2093047 -1.4015487 -0.9471012 -1.1628769 -1.0688861 -1.1787565 -1.1571348 -1.1614359 -1.1804848
70223 1.025991815 1.17303863 0.97457339 0.904533985 1.02823802 1.049586695 1.099269915 0.96565561 1.161228295 1.196318815 1.021810385 1.09692224 1.050328105 1.02205534 1.04652814 1.01996121 1.03587823 1.095363035 1.06596036 0.67958122 0.85965389 1.092368665 1.243101305 1.18569658 0.81434377 1.020234005 0.98212231 1.29398582 1.09799569 1.233142145
70231 -0.88787585 -1.51143035 -1.3924598 -1.37119865 -1.30167525 -1.2807038 -1.37079685 -1.2095173 -1.31970365 -0.85451753 -1.38179265 -1.3630066 -1.23352045 -1.09435055 -1.3618998 -0.97656155 -0.01154524 -1.32976355 -1.1729198 -1.329596 -1.3221816 -1.15783625 -1.2280042 -1.14034985 -1.1748121 -1.2470614 -1.30324275 -1.1503057 -1.0220148 -1.30173375
70233 1.36629779 1.67487149 1.12318611 1.33905482 1.7150964 1.51202784 1.49094264 1.07771565 0.83835323 1.25862053 1.81905487 1.56100018 1.64312016 1.29495347 2.05830782 1.76288384 1.30145867 1.4832867 1.33636442 1.74753102 1.33549426 1.35702237 1.4608034 1.67157771 1.73476751 1.24135253 1.42603825 1.13162409 1.65679078 1.07110823
70238 -0.939599 -1.100697955 -1.13534162 -1.2131657 -1.02769914 -1.193283385 -1.1650254 -0.51427505 -0.97059381 -1.15624655 -1.2233418 -1.26323525 -1.065476945 -1.2037596 -0.995418045 -1.080122985 -0.58997625 -1.081721015 -1.042147655 -1.2085336 -1.13633125 -1.07354658 -1.3343349 -1.10206191 -1.017990245 -1.30226658 -1.31036515 -1.054482725 -1.3659761 -0.972618465
70239 0.85984389 0.45143336 0.84191616 0.51722661 0.68664507 0.656901 0.51704069 0.68404369 0.80554056 0.9166551 0.70045219 0.71091705 0.79306491 0.49043334 0.93068816 0.39462631 1.02288441 0.95180753 0.59519407 0.92324643 0.81659021 0.60506732 0.78476022 0.53665458 0.34690223 0.83752443 0.65087003 0.47041903 0.56084442 0.90816028
70240 -0.323861 -0.2934536 -0.3008363 6.79e-05 -0.1203837 -0.2430826 -0.499136 -0.1268016 -0.2692954 -0.2468533 -0.4187919 -0.6307195 -0.0811004 -0.1099582 -0.6890203 -0.5374251 -0.553488 -0.5993557 -0.4941867 -0.8390975 -0.4584212 -0.0855265 -0.4839874 -0.6732697 -0.2599755 -0.5116954 -0.24716 -0.5862229 -0.1644092 0.25012135
70247 -0.1466516 -0.2213973 -0.0696283 -0.3329377 -0.1360849 0.0307272 -0.0635461 -0.1494808 -0.1763052 0.02839431 -0.2038319 -0.2249182 -0.0762518 -0.0860988 -0.3612345 -0.0431868 -0.14136 0.01324819 0.07378383 -0.386374 0.00104068 -0.5043335 0.04367642 -0.0301012 0.34701178 0.09508 -0.057428 -0.0220777 -0.0639764 -0.1835654
70248 -0.3645424 0.16527525 -0.138983 0.08216415 0.0531943 0.09323204 -0.1678896 -0.1935321 -0.3643119 -0.0641795 -0.2088497 0.08053161 0.08533482 -0.0201907 -0.6116795 -0.0298474 -0.2569343 -0.159055 0.00453191 -0.1294116 -0.0771903 -0.2127069 0.04978459 -0.0796146 0.07433847 -0.1538074 0.102997 0.19210884 0.16491286 -0.0777735
70257 -0.6187214 -0.4052787 -0.4706456 -0.5260537 -0.2332624 -0.2837366 -0.4689811 -0.6824228 -0.7289794 -0.5362987 -0.4208621 -0.3958902 -0.2834517 -0.4710372 0.67451413 -0.5172152 -0.2708935 -0.4691482 -0.5740496 -0.3455673 -0.554642 -0.5631916 -0.3192942 -0.5574529 -0.1668299 -0.4905626 -0.6343293 -0.6058736 -0.5143039 -0.7307021
70266 -0.4006019 -0.5829733 -0.8290714 -0.4722568 -1.3319321 -0.8831709 -0.6873326 -0.6921537 -0.6670216 -0.9410288 -0.7265855 -0.8632199 -1.0942712 -0.5114172 -0.6442073 -0.1824522 -0.3899742 -0.6448577 -0.2966446 -1.0725186 -0.842861 -0.8555182 -0.4673325 -0.4864727 -0.6034008 -0.768573 -0.6474644 -0.5125196 -0.6682748 -0.7363256
70285 -2.0329603 -1.6983594 -2.0389767 -1.9003242 -2.1876873 -2.0178337 -1.8416454 -2.0843616 -2.1914556 -2.087904 -1.8769063 -2.4589471 -1.9376369 -2.1361076 -1.9154009 -1.5529745 -2.4022075 -2.0046169 -2.2549003 -2.0929633 -2.4142585 -1.9070759 -2.4345611 -1.7630701 -2.3583581 -1.8877729 -2.1973214 -1.7641301 -1.5072329 -2.0566548
70296 1.5679093 1.47592039 1.54481169 1.48441632 1.31625661 1.43811075 1.41568319 1.43897735 1.84047135 1.50000881 1.51170026 1.49037832 1.44501896 1.51483317 1.57948987 1.3652579 1.55074624 1.44320564 1.45628472 1.43781725 1.6140205 1.42767697 1.35192283 1.3410301 1.39139936 1.54050877 1.47673431 1.48705655 1.48388793 1.60947172
70297 -0.73523248 -0.72126163 -0.70145178 -0.9186042 -0.711905185 -0.79228648 -0.8665492 -0.66951512 -0.641935955 -0.63431117 -1.01065085 -0.75701486 -0.75400532 -0.90848785 -0.557926715 -0.61038034 -0.8603112 -0.521394255 -0.7638222 -0.7383666 -0.6937681 -0.777048555 -0.657778425 -0.631661045 -0.742792585 -0.55746318 -0.648162765 -1.04608755 -1.1381548 -0.6984142
70320 -1.5412012 -1.0141295 -1.4245624 -1.4738223 -1.3572401 -1.4750337 -1.3697589 -1.3930231 -1.3575035 -1.4465245 -1.1538355 -1.536891 -1.5994121 -1.6172149 -1.0601611 -1.1046119 -1.7589993 -1.2992148 -1.1487176 -1.5460995 -1.773172 -1.229698 -1.3945905 -0.9591807 -1.4552882 -1.6086324 -1.4117449 -1.6273404 -0.970126 -1.4997719
70350 1.14377791 1.05776266 1.15358769 1.22502031 0.99839825 1.15929888 1.31876628 1.28610007 1.1749238 1.26791045 1.27541683 0.94988721 0.99753929 1.23525392 1.28837054 1.01656799 1.16518651 1.38157245 0.85704475 0.92976143 1.30501046 1.22816974 1.02777437 0.95929923 1.23047669 1.17825214 1.18202965 1.22050932 1.11805243 1.02138895
70351 0.7491141 0.62163641 0.83551844 0.89287785 0.69381859 0.85408283 0.88654717 0.87515092 0.83023198 0.80822283 0.70445382 0.6627118 0.62631187 0.98169486 0.83062535 0.6389788 0.79834223 0.88494969 0.64553347 0.7354476 0.88078999 0.94495526 0.65669423 0.57449181 0.87676002 0.91763823 0.8446377 0.77713714 0.70617572 0.52569533
70355 -0.1922562 -0.4388971 -0.1184689 -0.7746751 -0.1252453 -0.0818404 -0.3045291 -0.1663596 0.22247561 -0.0147517 -0.3019288 0.03935346 0.04872851 -0.3140916 -0.3342948 -0.3322944 -0.4197229 -0.0911967 0.13779266 -0.0106221 -0.2118012 -0.3489594 0.07873778 -0.2191635 -0.2472395 -0.0009025 -0.1390883 -0.2989029 -0.3544667 0.04303904
70356 0.164879987 -0.24058046 -0.25742586 -0.180446833 -0.17033009 -0.275675627 -0.144955217 0.02874474 -0.173597197 -0.224696497 -0.345315777 -0.299183133 -0.250609917 0.1952523 -0.199791867 -0.201520467 0.26802305 0.00292404 -0.290954827 -0.20182802 -0.106225787 -0.164180877 -0.054941283 -0.202979717 -0.229008913 -0.16875493 -0.299853713 -0.27721029 -0.315898873 -0.269709923
70361 0.31618568 0.18653783 0.35742951 0.31972853 0.30827442 0.13799137 0.34462732 0.22221363 0.18752877 0.17078429 0.16184576 0.3474841 0.35777636 0.13802006 0.10075025 0.25868451 0.19311618 0.22695933 0.22790421 0.11168332 0.11568639 0.30232788 0.22119388 0.393376 0.00147386 0.30182382 0.35346102 0.24836232 0.42962277 0.26852535
70363 -0.2889583 -0.6218626 -0.1411114 -0.292399 -0.2523024 -0.72862 -0.3870671 -0.3458664 -0.1889934 -0.135333 -0.5239262 -0.6446551 -0.3497037 -0.0799268 -0.7219271 -0.7760808 -0.8386751 -0.637281 -0.3283597 -0.2970172 -0.4836424 -0.6490966 -0.5228651 -0.9142447 -0.3680053 -0.6293368 -0.3666911 -0.3819325 -0.4441617 -0.2697029
70369 -0.8075771 -1.0037461 -0.7799046 -0.7201892 -0.8462885 -0.9143897 -1.1058897 -0.8901346 -0.8526399 -1.1422734 -0.7401841 -1.1290786 -0.9022667 -0.9253744 -0.8127508 -1.1583507 -0.725576 -0.7579145 -1.0213672 -0.8010338 -0.8932308 -0.9315982 -0.8308059 -0.9814591 -0.7620689 -0.7497965 -0.7506926 -1.0134359 -0.7874984 -1.4157095
70373 0.339980995 -0.02110499 0.14310268 0.14644526 0.119224975 -0.03451125 0.357330605 0.285596885 0.230068425 0.342035175 0.4867651 0.091432005 0.14102594 0.090332095 0.247895185 0.067198795 0.07346805 0.19442679 -0.0040956 0.11151138 0.0714465 0.119746995 0.12008615 -0.032879085 0.073017565 0.087755855 0.145033425 0.117835205 -0.039811735 0.32651455
70375 -0.4784317 -0.9919038 -0.3650138 -0.5000462 -0.4848848 -0.7686289 -0.2817082 -0.6095947 -0.555408 -0.3874788 -0.4751942 -0.7643718 -0.374225 -0.3607554 -0.1690017 -0.8103381 -0.4353831 -0.4945039 -0.4739916 -0.5240222 -0.4505666 -0.5948431 -0.4814388 -0.519923 -0.6119518 -0.34795 -0.4060605 -0.7120965 -0.8115221 -0.3800428
70382 -0.6095876 -0.706053 -0.779338 -0.5155963 -0.3800443 -0.8544588 -0.3890986 -0.5614773 -0.7903325 -0.550421 -0.6391986 -0.643936 -0.6015252 -0.7433933 -0.1397682 -0.4744785 -0.6590285 -0.6424158 -0.7249464 -0.4747 -0.7292679 -0.5449568 -0.6608452 -0.4193218 -0.6825291 -0.5162116 -0.6466268 -0.6160794 -0.6170964 -0.6441308
70383 -0.6699276 -0.38851045 -0.65809145 -0.62037855 -0.5354226 -0.50981045 -0.48001525 -0.67087645 -0.7647663 -0.5980987 -0.33455475 -0.6109689 -0.52052705 -0.5440566 -0.587199 -0.34793863 -0.1640992 -0.6253029 -0.8058425 -0.5665201 -0.53031585 -0.38461505 -0.57662805 -0.45949835 -0.308693605 -0.67435595 -0.47525145 -0.63646885 -0.53797725 -0.75975295
70385 0.17095979 -0.211946 0.28304722 0.31498865 0.14828652 0.18829917 0.17887238 0.23836255 -0.0432345 0.17315585 -0.0947825 0.13264735 0.31342715 0.24858953 0.19046498 0.10864489 0.15684623 0.16148904 0.296098 0.37942134 0.34215285 0.14323476 0.20972239 0.02227885 0.1540363 0.28540075 0.0279792 0.16139219 0.16027107 0.361078
70387 1.07106083 1.21560825 1.15390818 1.27651878 1.30744341 1.05202096 1.14818948 0.83270714 1.13045336 0.90081174 1.45568565 1.1442108 1.58289309 1.21484343 1.1608307 1.1163577 2.02536804 1.21944447 1.16585117 1.12294917 0.9281215 1.24162623 0.63174951 1.01854789 1.13911781 1.10740375 1.16378968 1.10988366 1.06354788 0.91162238
70396 0.64741244 0.19203614 0.71213547 0.65493504 0.50713064 0.66133898 0.46695881 0.61821247 0.61269924 0.66494033 0.5348895 0.60036125 0.5779177 0.80860629 0.63818642 0.42360562 0.47998778 0.55530645 0.77011387 0.52213031 0.63579542 0.64343002 0.74505467 0.4846654 0.54572843 0.70322874 0.61094591 0.66754474 0.39890795 0.52284846
70415 0.35015042 0.23129452 0.50636759 0.45544685 0.0786166 0.36514296 0.29897272 0.54960249 0.60000862 0.33403861 0.52141754 0.11785271 0.39239041 0.35253981 0.67117564 0.19810854 0.38493751 0.49263676 0.18268409 0.2796694 0.99049542 0.29340006 0.40136059 0.24296365 0.29982152 0.45356416 0.30227049 0.3669345 0.39664838 0.24610548
70428 1.39531591 1.09859404 1.19497008 1.03562981 1.29481081 1.08975515 1.32552069 1.32044678 1.241684 1.39573993 1.18462471 1.24382997 1.22632118 1.13405552 1.15732666 1.14951354 1.18606905 1.09931051 0.94536854 1.104895 1.39364299 1.11199769 1.37824551 1.12498177 1.02885791 1.33380634 1.35686012 1.44892458 1.17145715 1.25910729
70430 -0.2399982 -0.1689412 -0.1785208 -0.1806807 -0.1249422 -0.3762353 -0.1171835 -0.2253086 -0.3513328 -0.3425175 -0.2687203 -0.2076814 -0.1473749 -0.2806732 -0.1274511 -0.3052747 -0.3012165 -0.2486613 -0.310049 -0.2143018 -0.292857 -0.2623119 -0.2544492 -0.0322714 -0.3303873 -0.0837387 -0.2757296 -0.389167 -0.0449357 -0.2202882
70454 1.48470833 1.47614132 1.60962215 1.87695964 1.64441391 1.39238552 1.69161842 1.85583387 1.63548776 1.69024151 1.4709292 1.42660449 1.47687441 1.66579908 1.37672742 1.57849812 1.54108959 1.70438153 1.63003905 1.55070214 1.67472044 1.48090222 1.37870432 1.6330483 1.53490102 1.7355583 1.55911023 1.68202044 1.36274188 1.49791216
70465 -2.624039 -1.495496 -2.8204959 -2.2157976 -2.5015356 -2.3026456 -1.9004288 -2.5734203 -2.6632042 -2.3530033 -2.2069401 -1.9901806 -2.4727638 -2.3834005 -2.4397006 -1.7303382 -2.4560375 -2.6969661 -2.5597763 -2.1673737 -2.7161227 -1.9165964 -2.817139 -1.7175017 -2.5620155 -2.3774627 -2.1273577 -2.2493139 -2.089788 -2.4804021
70470 -1.5878807 -1.8552409 -1.5087067 -1.7871824 -1.502504 -1.3415479 -1.3553777 -1.4324612 -1.66366 -1.6854079 -1.5279462 -1.4909446 -1.618894 -1.7034787 -0.9409073 -1.4743137 -1.412692 -1.6832567 -1.6422635 -1.4768105 -1.5111088 -1.2899007 -2.1244919 -1.8063361 -1.6236421 -1.7020326 -1.4770521 -1.9005637 -1.6969289 -1.5279546
70472 -1.5878307 -2.6399222 -1.6252658 -1.7324234 -1.6725186 -1.9915204 -1.9440974 -1.6040459 -1.4279998 -1.5959472 -2.0465089 -1.9514558 -1.8531357 -1.8817901 -1.2377731 -1.903346 -2.0768246 -1.5109469 -1.8847272 -1.9771675 -1.8004376 -1.9018215 -1.718941 -1.6027809 -1.8633896 -1.7094049 -1.8503738 -1.89867 -1.7984649 -1.4703456
70478 -1.6348191 -1.6839483 -1.6266706 -1.5871049 -1.655191 -1.9431 -1.3943527 -1.6128504 -1.7535995 -1.6704177 -1.6900682 -1.5440005 -1.7366667 -1.7662882 -1.4459941 -1.6722434 -1.8872498 -1.7754456 -2.3269708 -1.7391035 -1.6652514 -1.5752273 -2.0179155 -1.6148271 -1.8678476 -1.7328536 -1.7646946 -1.6043324 -1.5953225 -1.7106364
70495 -0.3356987 -0.9150927 -0.4569235 -0.4032472 -0.5987191 -0.604921 -0.6657664 -0.3571506 -0.2630756 -0.2408581 -0.482746 -0.7373842 -0.6627019 -0.4291349 -0.2378063 -0.6385868 -0.5273647 -0.3249945 -0.5528854 -0.8596497 -0.4028939 -0.6096543 -0.5340933 -0.7741454 -0.4939578 -0.5428487 -0.4720867 -0.5221604 -0.7050371 -0.3655558
70508 -0.3600068 -0.5380107 -0.39947505 -0.3515453 -0.3167524 -0.32318505 -0.42169785 -0.2380865 -0.5383926 -0.38075305 -0.3535979 -0.44608495 -0.30412545 -0.31971805 -0.138627 -0.31769325 -0.52688615 -0.21976195 -0.448625 -0.0971249 -0.21101855 -0.37661935 -0.2527598 -0.33465105 -0.3748163 -0.20893795 -0.26404605 -0.44934885 -0.3587466 -0.4054326
