Gene	GSM685748	GSM685749	GSM685750	GSM685745	GSM685746	GSM685747
Gene	2.0	2.0	2.0	6.0	6.0	6.0
11287	3.48115683528819	3.34651727895554	3.36612634416878	3.39014487524741	3.2604487643776	3.36936876514753
11298	5.63866759546853	5.57428622421821	5.38036582026195	5.48373517752453	5.28825150050328	5.32445060465607
11302	4.87873024526185	4.38233524253165	4.84209887138234	4.61524560278137	4.33723296855874	4.60700474582878
11303	6.26021043609422	6.79308689188706	7.15754763540212	7.08384775922307	7.55624160659648	7.10602095236156
11304	6.20240792594822	6.29099199210852	6.09409035704571	8.72216884787028	8.39909417082501	8.95951225969546
11305	6.3997026050909	6.75648960675997	6.84458651552164	6.90910103376804	7.00270252037982	6.58574224697147
11306	7.93224666712081	8.04692972156535	8.01138288660985	8.1829090959404	8.07246671500109	8.13347386138688
11307	9.54869573935691	9.41154382430965	9.43726852723553	9.37782002163517	9.5286357792704	9.18644719742321
11308	8.73327459357701	8.80368370831355	8.65104873042114	8.99107581005116	9.10454971289263	9.00839335965163
11350	7.53063938652045	7.62687080979576	7.8519051687947	7.63428008909503	7.69516958473712	7.62986900156207
11352	8.06849078496723	8.09456052711999	8.49032423202814	8.2644152317684	8.47417006983624	8.23430587211572
11354	4.72090225765008	4.46877227552691	4.5077946401987	4.38452648071028	4.39296992295715	4.78441498956184
11363	9.19851028662761	9.08271687763659	9.05702874761584	9.26728059085333	9.37928651689562	9.39244203232819
11364	10.0496852162382	10.1253747225581	10.3399724486563	10.5056130952851	10.3618889590526	10.3534004881044
11370	10.0429999336663	9.99020326098385	9.93846664679241	10.120237877342	9.81796854212976	9.76432591667001
11409	6.17555454049368	5.87428303104364	6.00045527877738	6.04355667604547	5.54214968877384	5.85509022341057
11416	8.01354600515304	7.31562056945633	7.94769537504844	8.16787973439459	8.33929330018009	8.27397272052708
11418	3.65289945387296	3.45591240011036	3.63618376998573	3.71481698650359	3.42635869457652	3.56606012869139
11419	5.38497537733579	4.96419529121854	5.0774993792976	4.98236846151187	5.05516527956817	5.03719769987529
11421	4.9866862498324	4.68844615262117	4.78192094387193	4.83530513848744	4.6812299769953	5.05254196794617
11423	3.30548321913641	3.63172128388155	3.5503096787551	3.50450598914197	3.39008983156023	3.57671561296567
11425	4.18811602909114	4.15367564979724	4.03874344157318	4.24701604976735	3.91935915297084	4.22420238302437
11426	7.92603501092246	8.77119231635179	8.64133287480162	8.07825516913309	8.6346676808995	8.22220563176193
11428	7.52289167898335	7.51082929702581	7.35733323793057	7.77121058753352	7.57627572197841	7.40568581112345
11429	9.12749399680806	9.21677010496703	9.09653068853546	9.22845316144989	8.94117822083334	8.72041015440275
11430	9.26159075391541	9.14894172866967	9.39961545750029	9.58559635830015	9.50450320839421	9.26509108076821
11431	8.25341543888673	8.09022818357582	8.17886466516165	8.08770327038861	8.00981975500472	8.14203130318472
11432	6.4035034932596	6.44351935340841	6.57669697196846	6.57728077424646	6.5166844240963	6.49201659250303
11433	4.56767929471951	4.52551767705359	4.51419170990147	4.60533431525904	4.580223889632	4.62181159439474
11434	4.12085785669427	3.81396584436472	3.75075655446593	3.8547736546012	3.93194774746343	3.87397064625195
