Gene	GSM847814	GSM847815	GSM847813	GSM847816	GSM847817	GSM847818	GSM847821	GSM847820	GSM847819	GSM847824	GSM847823	GSM847822	GSM847825	GSM847827	GSM847826	GSM847830	GSM847829	GSM847828
Gene	3.0	3.0	3.0	6.0	6.0	6.0	12.0	12.0	12.0	19.0	19.0	19.0	26.0	26.0	26.0	32.5	32.5	32.5
11307	6.960432323	7.298312507	6.605492801	6.629830429	7.089779958	6.523079301	6.776670456	6.908633136	6.591010252	6.871785422	6.627008815	6.687903961	6.475450903	6.911356041	6.744912258	6.889963189	7.166183763	6.007263411
11350	4.360198327	4.156340254	4.032724392	4.277631624	4.285385884	4.305911904	4.091059484	4.404636289	4.521406131	4.236971632	4.509135549	4.409786275	3.991250079	4.225793843	3.982985762	4.357354716	4.069944128	4.439098372
11363	2.854194467	2.904123631	3.06287623	2.923663861	3.17110601	3.097832614	3.287713489	3.200558508	2.976077423	2.941962523	3.094526541	3.070753571	3.08888306	3.01321466	2.975187587	3.075143321	3.019117002	3.233596162
11421	6.555287882	6.374016078	6.476536215	6.751202954	6.249021926	6.586752879	6.310895644	6.595192952	6.521031123	6.715983608	6.781945724	7.12816473	6.675238337	6.410912915	6.576082225	6.363365899	6.655235962	6.234562732
11431	7.457754006	7.13016291	7.37916992333333	7.98635718833333	7.43927941766667	7.67244361266667	7.67252810233333	7.30740234166667	7.84276476666667	7.51398181766667	7.85109158466667	7.732526385	7.92134584233333	7.583450534	7.65382145066667	8.147647789	7.56086500266667	8.424250208
11432	7.9532769	8.384073989	7.978642644	8.196084686	8.276342884	8.296491882	8.021547893	8.230867612	8.059067292	8.313656718	8.187926909	8.482581339	8.134898681	8.332736712	8.08756033	8.010700379	8.490173498	7.25968181
11449	3.321076405	3.227530494	3.283760679	3.237700427	3.331707854	3.078954226	3.09666923	3.321473755	3.089242851	3.018819568	3.440622758	3.162612821	3.095496	3.08642606	3.127025283	3.204096043	3.086688752	3.39100282
11475	3.364051355	3.562307235	3.3579200045	3.513144169	3.6407057495	3.685482475	3.546022858	3.445025242	3.597026924	3.3928515735	3.7442460675	3.324705553	3.4551249425	3.543762173	3.397437294	3.679956616	3.3755081765	3.7919559895
11477	4.642177882	4.576040974	4.591492817	4.823610743	4.437817689	4.573963256	4.812002738	4.666180502	4.47583991	4.684145052	4.976245282	4.749671109	4.594142663	4.517967941	4.609287393	4.372633804	4.701895556	4.889650171
11479	8.609929244	8.735480794	8.507751575	8.265674334	8.679222055	8.49203218	8.245388688	8.554747731	8.514874937	8.479485788	8.299317688	8.215832893	8.14145225	8.372512818	8.769965327	8.336117304	8.468722432	7.722557538
11480	6.182285511	6.414298928	5.916788268	5.860877313	6.182018486	6.050737966	5.935757997	6.21887323	6.199502061	6.123979842	6.223382891	5.970896019	6.037950003	6.219111177	5.944426444	6.093310253	6.729203788	5.306813485
11481	4.5265698965	4.5141928895	4.646766887	4.5619061815	4.4730793245	4.477305528	4.6172238555	4.631977405	4.268802127	4.4241182235	4.69730922	4.3714843925	4.6240594495	4.2993250235	4.4597431465	4.5741979285	4.456004029	4.721849546
11487	8.730118663	8.2252594605	8.370789293	8.839404451	8.2791269725	8.8601678135	8.3858840155	8.499781561	9.1872487575	8.9776218385	8.6830965525	8.830819714	9.2223797415	8.769801682	9.091926688	8.931083174	8.736690706	10.07435612
11488	6.083416179	6.252376438	6.251273134	5.958676348	6.373075836	5.786794732	5.857484236	5.795816033	5.66286386	5.573120074	5.929426728	5.579505722	5.50330998	5.74961015	5.576257202	5.668635936	5.725041446	5.846842244
11496	6.431664233	6.769423258	5.590299827	6.201737705	6.775348983	6.660796974	6.132526815	6.607685284	6.428323601	6.794274639	6.652458396	6.444423953	6.492635701	6.628746072	6.269703196	6.659977795	6.813983078	5.952923907
11515	5.56003116233333	5.21962943733333	4.85052877066667	5.500496375	5.30152316533333	5.137100699	4.84367658366667	5.37783031066667	5.601393731	5.54964667433333	5.562108037	5.84566229	5.22649610766667	5.93558963566667	5.34167126733333	6.17491860333333	5.47733214733333	5.83341165566667
11516	2.650863108	2.514385407	2.706436223	2.517020982	2.731397264	2.624226185	2.659914394	2.706436223	2.777280525	2.88821165	2.702320788	2.653452047	2.649482081	2.677185556	2.664095141	2.755922608	2.86237434	2.791774294
11519	6.08657837566667	5.686392921	5.40925604833333	7.29274931333333	5.83844343566667	6.06383774733333	5.47888286166667	6.24368548866667	7.30710504033333	6.69845048066667	6.935841471	6.89510277866667	6.78689265666667	6.971714383	6.649613452	7.795173739	6.66883058733333	8.53273101
11532	4.138099039	4.141653036	4.033821242	4.261288208	3.931154492	4.131998882	4.373377864	4.180265829	3.988185037	4.094674314	4.087676585	4.059358826	4.146640227	4.037041179	4.135617936	4.328409432	4.054718823	4.106312364
11534	3.88844862766667	3.79051227566667	3.55484015533333	3.81100756633333	3.65903985266667	3.76846006566667	3.66957759866667	3.819914703	3.755582497	3.745441821	3.89071229633333	3.946622488	3.74718205	3.69702266	3.68495615933333	3.940601897	3.716774479	4.142461194
11542	2.962867807	3.083793532	2.990483934	3.070872923	2.90719063	2.937914844	3.143690344	3.160577048	3.069693451	2.848237371	3.163215686	2.80002975	2.745326635	2.889743184	3.022436423	3.126598611	3.087152035	3.317112263
11544	4.064393838	3.7214959	3.963328325	4.038935263	4.040457738	3.696992542	3.79155613	3.977984281	3.769990039	3.830289965	4.02241653	4.005551541	3.796879147	3.950474067	3.944235177	3.885143811	3.865478618	4.011078644
11545	6.530815361	6.251139714	6.634236667	5.974706793	6.208466165	6.0858374	6.267624092	5.827868398	6.429476798	6.182321516	5.671506695	5.343434995	5.564536216	6.226741089	6.113111409	5.483483324	6.009897857	5.122836166
11549	3.039731049	3.136498818	3.105170858	3.22392288	3.041183787	3.146587339	3.100566361	3.34095589	2.971950283	2.947183515	3.162852289	3.102796109	3.237700427	3.08956649	3.141329535	3.006807437	2.936967589	3.196900121
11568	3.961981202	3.965695224	3.575175629	3.868114751	3.28897452	3.919772211	4.041142908	3.837835763	3.664486477	3.908799379	3.929636081	3.997036465	3.859294445	3.680236228	3.918877346	3.865447437	3.833839013	4.058092159
11569	5.383282992	5.71256642	5.690355119	5.530698061	5.403725509	5.13939293	5.121451873	5.302104618	5.451560494	5.395790667	5.045085176	5.050626336	4.78793386	5.29684307	5.234369712	4.662039477	5.43390451	4.346666897
11576	3.847479323	3.887438064	4.024082776	3.836723165	3.620247601	3.859665816	3.774354699	3.93918079	3.869630434	3.647638642	4.089016524	3.625315872	3.884167415	3.735128588	3.833001751	3.98699292	3.820588824	3.790277908
11601	3.60026023	3.610958828	3.656354014	3.730010658	3.587739564	3.508133667	3.76850735	3.644717784	3.422612899	3.560957819	3.775350554	3.665918736	3.614217974	3.513228363	3.656354014	3.636124823	3.634345276	4.022840556
11602	4.072144932	3.824580446	4.006924649	4.193394777	4.008650785	4.006924649	4.103904998	4.355061889	4.13492833	4.190662509	4.453983168	4.06164128	4.136213976	3.966774991	4.105706473	3.958359428	4.082476567	4.037492008
11636	3.196442906	3.238224969	3.300735049	3.430177131	3.337099761	3.339706299	3.309369373	3.391330804	3.391799063	3.217084872	3.621699833	3.322194643	3.396317995	3.312182853	3.312076033	3.320033067	3.302208397	3.310021277
11639	4.623094928	4.43248268466667	4.60956818566667	4.774420006	4.480749078	4.675158094	4.656542841	4.81262484866667	4.597993947	4.52511074766667	4.82095384466667	4.624879381	4.69587535433333	4.531203631	4.40220424766667	4.52114703933333	4.46913592833333	4.58940793566667
11651	4.978774842	5.0239914105	4.8974943595	5.0697963565	5.1179495315	4.7937792	4.6628604485	5.076445973	5.0249533945	4.914461442	5.273325891	4.949453125	4.8910489695	4.924066363	4.8453783885	5.036486738	4.9663417625	5.20949303
11652	5.899348603	5.765375123	6.001980348	5.861622952	5.983687111	5.627888087	5.565799501	5.835758891	5.898739195	5.745102168	5.84308782	5.390584806	5.827201614	5.614968138	5.765600913	5.771499362	5.76368323	5.710767879
11658	6.5814207185	6.7748102655	6.506468465	5.9877254675	7.059096247	6.8729333475	7.014169335	6.9843217185	6.8519980595	6.926128839	6.5517474605	6.8074845465	6.6720913965	7.2683725715	6.659420389	6.177382889	6.6095943155	5.155425768
11669	5.70979588633333	6.130398671	5.64291504066667	5.690881526	5.90813231866667	6.00329533733333	5.82393831766667	5.93681679966667	5.83828718866667	5.74370635966667	5.932546161	5.84412149966667	5.60353762333333	5.64917403266667	5.84030378733333	5.83341541166667	5.78368691	5.430058796
11674	9.210969352	9.238012107	9.505724834	9.2941526105	9.4646248035	9.2126117205	9.502658637	9.228631751	9.113190409	9.2455333835	9.27508678	9.347687563	9.162754352	9.4839804125	9.354144393	9.4713404575	9.4243716835	9.275958351
