Gene	GSM635888	GSM635889	GSM635884	GSM635885	GSM635886	GSM635887	GSM635895	GSM635894	GSM635893	GSM635892	GSM635891	GSM635890	GSM635897	GSM635896	GSM635899	GSM635898	GSM635901	GSM635900
11556	11.2934	11.4038	4.58739	5.16009	4.92955	11.2096	10.6833	10.6797	10.2782	4.80903	5.11815	4.56017	4.51863	4.58465	10.6947	4.5005	10.8788	10.5774
11564	8.28328	8.20265	7.82567	7.57935	8.13163	8.444	8.33498	8.36486	8.28387	7.66777	7.81865	7.89678	8.13642	7.86773	8.81071	8.19764	8.71711	8.88329
11565	6.17711	5.59345	9.22505	9.2916	9.27785	6.61518	6.68605	6.83817	7.54007	9.79773	9.76744	9.51625	9.07193	8.7979	5.74371	9.05237	5.66835	6.06758
11566	8.83426	8.87948	8.51581	8.69969	9.22721	8.99093	8.98349	8.72512	8.80735	8.99375	8.94673	9.10357	9.17365	9.24542	9.1254	9.14997	9.1356	9.12754
11567	5.57385	5.20651	5.12234	4.90665	5.03662	5.16743	5.25927	5.19457	5.26027	5.06419	4.77441	5.15327	5.21193	4.96747	5.49794	5.32023	5.70381	5.69166
11568	8.24885	8.22799	6.0131	6.12478	5.91835	8.04278	10.2632	10.3355	10.5249	5.41667	5.57153	5.71068	5.37905	5.5477	7.36704	5.74534	7.22225	7.33558
11569	7.60148	7.63204	7.02956	7.17957	7.34227	7.72887	7.64008	7.49057	7.7458	7.50529	7.27469	7.28776	7.24161	7.39279	7.6204	7.31961	7.59445	7.65747
11571	4.22951	3.84754	3.55426	3.92899	3.67765	3.9412	8.30456	6.23982	4.36667	4.40229	3.8912	4.09566	3.70026	3.74263	4.04362	3.82173	4.1735	4.43876
11572	3.48148	2.87588	3.13081	3.56115	3.81196	3.1987	3.20986	3.13664	2.79489	4.31325	3.4604	3.25217	3.33639	3.10167	3.00778	3.4803	3.13924	3.21084
11576	4.55759	4.49773	4.57344	4.52621	4.39428	4.30641	4.4366	4.41918	4.30477	4.41787	4.47926	4.35636	4.70398	4.7085	4.64399	4.56136	4.43483	4.60401
11593	8.60341	8.62909	6.57629	6.73455	6.90339	8.87358	8.3084	8.10362	8.40526	6.80427	6.7721	6.94302	6.9573	6.82058	9.07303	6.57746	9.08323	9.11319
11595	4.87402	4.9213	4.88413	4.63016	4.62184	4.63589	4.58844	4.79954	4.68354	4.70381	5.03108	5.17821	4.85364	4.84803	4.70456	4.96872	4.58857	4.64559
11596	6.41385	6.49786	6.45864	6.43078	6.48905	6.14569	6.40949	6.33388	6.27307	6.03397	5.9912	6.31788	6.0478	6.10065	5.96047	6.28926	6.16861	6.08512
11600	6.31428	5.81028	6.61086	6.61483	7.48307	5.63739	5.27076	6.0381	5.41501	6.34206	6.43685	7.49664	7.85491	7.41697	6.53923	7.42981	6.45551	6.50383
11601	5.57664	5.14066	5.35488	5.24212	5.13784	5.61937	5.74894	5.95361	6.59014	5.01043	5.16364	5.2183	5.3062	4.94131	4.87884	4.97674	5.04142	5.10134
11602	5.54663	5.14419	5.40371	5.3256	4.74089	5.30715	5.38904	6.28086	5.60557	5.26168	5.27876	5.32393	5.09129	5.0927	5.19525	5.3256	5.03	5.3359
11603	7.02184	7.05853	6.69198	6.62466	6.36721	7.15312	7.15432	7.17482	7.19821	6.48316	6.57204	6.47655	6.38516	6.67808	6.79937	6.65156	6.65763	6.72161
11604	5.25652	5.44351	5.29893	5.44471	4.92461	5.22709	5.07526	5.00073	5.23232	5.0561	5.21191	5.40446	4.89495	5.05157	4.86428	5.40744	4.92032	4.9815
11605	7.88465	7.89447	9.81826	9.51021	10.0368	8.0017	7.51225	7.2986	7.73191	10.6411	10.5401	10.3436	9.21533	9.01044	7.77365	9.1118	8.03207	7.87761
11606	11.7063	11.7343	8.48624	7.78972	8.27594	11.4298	10.8605	10.658	10.0273	7.49909	6.99379	8.22942	7.69137	7.12413	10.3774	7.89923	10.6136	10.558
