Gene	GSM284970	GSM284971	GSM284969	GSM284968	GSM284967	GSM284974	GSM284975	GSM284976	GSM284972	GSM284973
Gene	5.0	5.0	5.0	5.0	5.0	30.0	30.0	30.0	30.0	30.0
11287	7.57793481556532	7.79163828082193	6.70572913971262	7.16386097071377	6.66276093287184	7.25483021513048	7.88649527704761	7.98812794899298	7.40411972439612	7.54477901428294
11298	6.55148833238291	5.27847176058013	3.9371183647783	5.21840921134314	4.8128011081545	5.11797757048412	5.17764676325094	6.41746099363677	7.40918724716531	5.0275831505245
11302	7.04136346466936	6.72628628972067	5.12323163416906	6.54919938674547	4.18520053235457	6.5194381143602	7.11911750665183	5.4617151705364	5.6239868083927	6.74152091791798
11303	9.81715795170189	9.85091555583528	9.57963964328588	9.72468210088666	9.46188184509811	9.45582748705243	9.64777307474949	9.47961288283621	9.54208680986604	8.93817060146573
11304	9.17767616039606	9.07194764859097	8.33819262360444	8.3715196584097	7.97370884468866	9.00826613464418	9.14503543533192	8.4155305236831	8.74672256476393	8.11866600032488
11305	8.70635441806233	8.37242108563889	8.18404716685624	8.3071916997511	4.86561698463579	8.56468682716102	8.81015386745496	8.99140846676479	9.12485539992944	7.8204215190661
11306	10.0268590640692	10.09150767354	10.1180923316063	9.67066273975638	9.53596998434945	9.57694533088711	9.54914996068471	9.58107124837405	9.56106959888362	9.71143238392149
11307	7.76870935698842	7.95678269745953	8.15184867172733	7.13422607462849	8.72547873770771	6.99413616759908	7.81147006719148	7.72617455419501	8.05285873407787	7.41548953864671
11308	9.28842126112185	9.23140648670869	9.25797190396857	9.30114119345605	9.94533643500095	8.93415118174768	8.84458808464998	8.9365964977284	8.81142607405443	8.85019441841778
11350	8.9258467568923	8.47949735491144	8.66526924133915	8.56278695790441	9.03321052793924	9.22692864457325	8.82056309798058	9.18186642743377	9.11825502403808	9.05628853614492
11352	7.70009657486175	8.23544976364211	8.1286895522129	7.95157477923234	8.06199008430788	8.31001301084635	8.64095935737278	8.6078223491434	8.55421949749249	8.15204766977893
11354	7.64354597699186	7.66009575414344	5.89443461022073	7.36184729850078	7.45475989533695	6.09075394540879	5.88939322832472	4.93004657065804	6.93371425713203	7.57933102450809
11363	14.132498645197	14.0623857265846	14.4043798508405	14.2416096208351	13.8264093451172	14.123558174361	14.32393692356	14.1482090272112	14.2282713769716	14.0750136498124
11364	15.2540690120575	14.9731009027673	15.2847084486922	15.0940405618658	14.6064803993031	15.10544613713	15.2066519226429	15.1131439030009	15.2633205565847	15.1090225840737
11370	14.5906864539794	14.6029829691043	14.6721159072795	14.6506871582752	14.2761244052742	14.5767441407822	14.7810317910228	14.7679257911775	14.8605487036378	14.5380252006447
11409	12.5946255228312	12.3693546957555	12.2408151781639	12.2361368038055	11.4539650596902	12.5012873635865	12.3404176184235	12.4948330890709	12.5670434104849	12.3137928591442
11416	9.00912038954368	8.53460248052347	8.18959726710012	8.70033914214457	9.13264367063877	9.52897951943483	8.79568578870954	9.14904592125735	9.54540277552672	9.34384083232954
11418	4.87582920034616	5.3253648258853	4.24326539887627	5.35291738785997	6.71358584914028	5.33870608008957	6.95596369226282	7.04494049127973	4.90194812211332	3.73306143294096
11419	7.45888230630281	6.68274182664406	6.62947319678695	3.91701158447013	4.50964517572183	5.06536550818535	4.35049017503229	5.20464156561042	4.2046259167161	5.12317368263984
11421	9.06144005151915	9.26863439532134	9.03592764643262	8.9682002175639	8.15520783717242	9.19849415363908	8.35071867317165	9.31075931568236	9.14172015888209	8.85477801724186
11423	7.09149885821971	7.09427830268899	6.97792097884967	6.22526721655211	7.7040834666461	7.50456478084007	6.80247759116123	7.99923900311592	7.3916130782917	7.66473170654862
11425	5.97297059872533	4.77476597897168	5.82062064036011	5.96598970980999	4.39441124542997	6.97226759364984	6.42634695242672	5.71082571541353	7.27228452318746	4.92376245702715
11426	11.2731982371036	11.4765107976491	11.1207238787078	11.3299868914144	11.2630109242781	11.3646599718148	11.3217674734125	11.2330953463738	11.1207238787078	11.3092660165367
11428	9.79715622394153	10.1242489424652	9.78879934099121	10.1085064229774	9.86145503066289	9.97502242050817	9.48556489098761	9.80264878110863	9.62584580128246	9.99376798936397
