Gene	GSM2044636	GSM2044637	GSM2044630	GSM2044631	GSM2044629	GSM2044628	GSM2044632	GSM2044633	GSM2044634	GSM2044635	GSM2044643	GSM2044642	GSM2044646	GSM2044649	GSM2044648	GSM2044641	GSM2044640
Gene	23.0	23.0	24.0	24.0	26.0	26.0	33.0	33.0	36.0	36.0	37.0	37.0	43.0	47.0	47.0	85.0	85.0
1	3.23171809276424	1.95139383104718	1.76022946419806	2.66450559562751	0.887416089688347	3.10012489413501	2.20079936577951	2.04115885761943	2.24897195022804	0.374622206191208	0.715577128757455	2.20189415005385	1.83621904896523	1.27037943255719	2.21198093546218	2.4288874033781	2.7657596195341
2	2.95425587850071	-0.0540193117401853	-5.97600038777225	2.81888327469779	-2.34917663158327	-0.597782090629027	2.0518210250171	1.18970439516561	0.0771062441059786	-1.14095279958402	0.769365527451774	-1.23891220637741	3.01434636538113	-0.599702539629411	1.64429470241661	3.47899768273881	4.67038715697383
9	1.50762899027387	1.46807235349211	1.82532812496664	1.76851232192836	1.64039187391843	2.06246109915881	1.82960827885325	1.2406135239453	2.42911779694452	1.93604613601513	1.06064820849149	1.55663541244365	1.44762018913448	0.325517091811669	1.79303479331311	0.983042842173832	1.3869485890122
12	1.34483985675619	5.43707456430305	-0.582989522260507	-3.23219945667416	0.236976241961848	-1.49700142167446	-2.97807687191389	4.70108323853853	3.09761079662642	0.912274293800817	5.41074134540065	1.03425093695486	-3.20343546901796	3.08848085496368	-1.30015346242703	3.7153662623792	3.09761079662642
14	6.22113660142183	6.17104666144064	6.44126600984891	6.26391140300307	6.46866965457373	6.15997020340049	6.43504513127809	6.15880960690326	6.66533591718518	6.55054056143358	6.1608435671679	6.17117479564512	6.33633873772625	6.48308537916073	6.24358149916486	6.45244058837049	6.23003773352749
15	-2.58885147267922	-2.67067659351617	-2.24365984774815	-3.51773903140941	-3.76858135497753	-2.25153876699596	-2.25153876699596	-1.75321494581128	-2.25153876699596	-3.56176166309368	-3.66319653576302	-1.47204889825675	-3.49680190328999	-2.62436776018336	-2.82707219046383	-1.83106021469765	-1.57432586461242
16	6.37700745405769	6.8901548165537	6.84346886272502	6.82494601548858	7.52630360620646	6.1345947103839	6.68188493166121	7.13778015039598	6.22993394348524	7.25338423580007	7.07050740077873	6.13808949959201	6.84851027437839	7.67074829543617	6.83931718325062	6.70247747228859	6.34785164993412
18	1.0310493032632	-1.40493179166584	0.10183829988786	2.51103025584504	-0.400630784424661	1.11886468051756	2.91108178255284	0.334671239917	3.06850744500491	0.248243353151347	0.323577594680052	1.8773241388023	2.88602720973296	0.644382388952745	2.93131240889062	1.31912076611934	0.414135532984451
19	2.10035537232348	1.88385538177532	0.326318741420708	2.15994236001677	1.4122720895498	2.87249389725318	2.21495473809104	1.05941758075944	1.02736640511511	1.28357809148827	2.06832686143451	3.20074758606481	2.03129284881898	1.95768805730175	2.04781754802137	2.28978725965951	3.17547190623009
20	1.92961602720232	2.30744134909117	2.28351494760304	1.6018778758532	1.65179730146923	2.05971936679112	1.57323880346113	2.46255374491138	2.24303989706926	1.83251445657212	2.71097918866924	2.65567456690125	1.98797777467956	2.63774950953493	2.16608091066448	2.28073664242131	1.44834204430296
21	-1.63856400394565	2.00149962317357	1.60245688018043	-1.46018706724713	1.13332020660691	-1.48966186478193	-0.882882150792991	2.16080404526502	-2.14160834297154	-0.349014918368584	2.23222481285541	-0.136296204774937	-1.03405395789697	1.96580644428773	-0.573816843752881	1.41593709977685	-1.22561900749796
22	2.59563851897415	1.95266903783751	2.11645791664778	2.36458363765072	2.44281348160983	2.41755010781227	2.2308424295517	2.18594739738318	2.45262837858689	2.59310632815964	2.64740661802197	2.04423672585965	2.22073081980014	2.29105831901841	2.71594607077376	2.03762118701695	2.51151611144194
24	-3.59549792435866	-1.82643246771587	-0.749404602262775	-4.02540373039932	-3.51498378104499	-3.44684478195042	-4.35495431968683	-2.20746111762137	-3.13973161037119	-3.30634489120884	-1.08775790255725	-2.0704695439657	-3.25448211732285	-2.03824926088386	-3.89373852624727	-1.24994581223054	-3.64241241403471
