Gene	GSM684640	GSM684639	GSM684638	GSM684637	GSM684636	GSM684635	GSM684634	GSM684641	GSM684655	GSM684653	GSM684657	GSM684656	GSM684651	GSM684654	GSM684652	GSM684650
652928	4.389865	4.27343	4.53065	4.15047	4.236715	3.994415	4.55752	4.178465	4.153965	4.004835	4.064365	4.098505	4.279175	4.204595	4.19004	4.2851
652929	8.351775	8.296705	8.298215	8.09025	8.220945	8.10478	8.1535	8.33601	8.419325	8.237945	8.60927	8.409085	8.42247	8.707455	8.2394	8.25649
652955	11.4602	11.3356	11.365	11.4485	11.3684	11.2121	11.2602	11.3186	11.2828	11.4568	11.5214	11.3163	11.4507	11.0465	11.3861	11.5026
652956	11.1497	10.8427	10.8503	10.842	10.5245	10.5118	10.7399	10.9513	10.936	10.6802	10.9609	10.8259	10.6253	11.0901	10.8319	10.7142
652957	6.02882	6.02389	6.13083	5.69467	5.50163	5.64657	5.88821	5.42448	6.54391	6.19175	6.24252	6.8918	6.66234	8.15956	6.05922	6.72094
654441	2.51088	2.38497	2.3859	2.45781	2.43214	2.3672	2.29896	2.38826	3.1321	2.39498	2.28824	2.25111	2.37342	2.2853	2.35836	2.36946
654482	2.52836	2.87827	2.5222	2.63631	2.53038	2.63093	2.51954	2.49515	2.41198	2.54973	2.48527	2.79762	2.48535	2.79349	2.47133	2.48354
654495	9.22008	9.10945	9.08398	9.22656	9.23013	9.30634	9.3333	8.83522	8.89157	8.9538	8.77778	8.88903	9.04222	8.45906	8.91704	8.808
654496	6.834935	6.718955	7.1659	6.62342	6.520715	6.69451	7.29106	6.68508	7.387905	6.762355	6.840265	7.4946	6.622015	7.48097	7.45271	6.96016
664630	2.23678	2.2016	2.20208	2.23485	2.22805	2.22304	2.20533	2.20976	2.07484	2.2196	2.16906	2.15274	2.1825	2.1149	2.18759	2.1822
664710	2.95176	2.92909	2.93079	2.99655	2.96445	2.99557	2.94584	2.93592	2.82713	2.94413	2.90547	2.81529	2.91689	2.75218	3.02369	2.90435
678726	4.15758	4.14322	4.13813	4.16834	4.1085	4.49544	4.14845	4.14374	4.07549	4.14861	4.07919	4.11217	4.14165	3.69371	4.1259	4.1262
678739	5.45576	5.81612	5.7229	5.46771	5.45908	5.46269	5.90158	5.74194	4.98301	5.44643	5.42083	4.81857	5.4194	5.33447	5.41463	4.77038
678741	6.687825	6.907635	6.74064	6.737905	6.84382	6.838325	6.6212	6.78893	7.027385	6.93517	6.725945	6.71033	6.821585	7.00774	6.563175	6.82804
678759	2.53024	2.78901	2.50983	2.83636	2.53442	2.53167	2.47346	2.45135	2.43125	2.51714	2.48469	2.35563	2.48987	2.44487	2.91062	2.41395
678766	11.2759	11.0789	11.3089	11.3013	11.1119	11.2544	11.0254	11.0728	11.4594	10.8108	11.1389	11.3545	10.7681	11.2165	10.7107	11.4206
678769	8.16185	8.26581	8.35142	8.11114	8.25737	8.20973	8.24633	8.30454	7.76132	8.10753	7.99064	7.99335	7.79545	7.38366	7.60538	8.1079
678772	9.85956	9.75634	10.11583	9.921065	9.927405	9.84661	10.025145	9.86871	9.58885	9.799445	9.735135	9.49155	9.697025	8.74941	9.97226	9.726265
678774	7.96643	7.82285	7.69924	7.65805	7.70016	7.39143	7.55256	7.79613	7.99793	7.49998	7.8143	7.98303	7.68199	8.28421	7.6796	8.09011
678880	9.82515	9.52687	9.60518	9.63854	9.59319	9.51604	9.67726	9.63024	9.30099	9.4383	9.60317	9.63215	9.5599	9.56261	9.4728	9.76584
678893	8.15757	8.09153	7.704775	7.66974	7.87559	7.984955	7.51324	7.93177	8.38919	7.93957	8.359655	8.314265	8.265005	8.68429	7.990625	8.271645
679028	7.49388666666667	7.94777333333333	8.1787	7.75525333333333	7.57203666666667	7.53062666666667	8.13888333333333	7.82976333333333	7.67709333333333	7.40130666666667	7.77321666666667	7.30303	7.70889333333333	8.50459	7.93985333333333	7.54084666666667
679068	8.38419	8.50489	8.90835	8.46546	8.37562	8.58908	8.28381	8.75612	8.31265	8.37652	8.42928	8.18784	8.59471	8.12884	8.13368	8.26164
679082	2.45838	2.43235	2.43475	2.47805	2.4731	2.46647	2.43422	2.43371	2.33891	2.45427	2.41348	2.75426	2.42219	2.58888	2.41273	2.38706
679091	7.23312	7.06305	7.16334	7.61805	6.77997	7.72926	7.29947	7.46915	7.88598	7.53173	7.30746	7.32687	7.45491	6.58033	7.18793	7.17967
679126	3.25305	3.15628	3.10971	3.23949	3.16559	3.1812	3.10271	3.02994	3.01502	3.15661	3.07274	3.47892	3.11667	6.07938	3.09891	3.06061
679127	6.16906333333333	6.2319	6.16055	6.46234666666667	6.06032666666667	6.37479	5.70655666666667	6.30889666666667	6.81566666666667	5.98745333333333	5.98538666666667	6.51886333333333	6.07099333333333	6.59397	6.16309	6.25647333333333
679135	2.32468	2.31056	2.31257	2.33409	2.2484	2.33356	2.31545	2.31555	3.74988	2.31011	2.29852	3.39179	2.30461	5.7903	2.29287	2.25453
679140	8.08576	8.07378	8.3995	8.23997	8.04565	8.54267	8.38781	8.28313	8.86677	8.29282	8.2676	8.5139	8.58563	8.52741	8.34327	8.43808
679155	3.61448	3.45591	3.335	3.53015	3.53617	3.50683	3.46058	3.37026	3.02772	3.58483	3.43784	3.4198	3.47046	3.10684	3.23905	3.42757
679158	2.57406	2.49304	2.49247	2.54432	2.52126	2.53381	2.49413	2.67373	2.42171	2.5113	2.46944	2.45474	2.4776	2.34338	2.44088	2.40846
679203	8.31536	8.62857	8.38139	8.34286	8.27849	8.22682	8.65004	8.32482	8.18636	8.09833	8.13014	8.39029	8.31102	7.55354	8.23987	8.31213
679221	8.14338	8.81297	8.70771	8.29137	7.93051	8.04279	7.79236	8.97308	8.3486	8.41806	8.5495	7.66654	8.28668	7.76814	7.86612	7.61805
679272	4.10039	3.78202	3.80703	3.69873	3.951865	3.764795	3.64576	3.97496	3.811465	3.818165	3.77968	3.781675	3.787815	3.90661	3.79967	3.73727
679342	3.99028	3.70797	3.5809	3.75556	3.74243	3.94639	4.1936	3.58242	3.59458	3.72151	3.66979	3.66881	3.6769	4.08973	3.80387	3.67771
679346	6.90227	6.8473	7.08241	6.89526	6.69418	7.32426	6.58044	6.74045	6.70762	6.64077	6.7243	6.55409	6.54346	5.85412	6.9699	6.37666
679357	9.71988	8.61219	9.897375	9.04075	10.07018	9.694865	9.87579	8.249995	9.24815	9.765585	9.412385	10.33905	8.74115	10.07538	10.05975	9.756915
679368	4.58459	4.79129	4.68486	4.93604	4.82469	4.53627	4.78014	4.81599	4.42373	4.96506	4.67253	4.66502	4.86746	4.66979	4.88095	4.59378
679383	10.5655	10.4015	10.7289	10.4722	10.2058	10.545	10.7027	10.4161	10.081	10.0734	10.3411	9.80719	10.1902	9.2929	10.2366	10.2291
679462	5.69705	5.46356	5.40087	5.53609	5.00563	5.16415	5.33966	5.3324	6.11998	5.4223	5.59562	6.1059	5.68962	7.42219	4.55923	5.96813
679532	9.78339	9.61935	9.72698	9.67037	9.6173	9.65502	9.73946	9.82244	10.0685	10.2597	10.1287	10.2946	10.0101	10.3108	9.91907	10.2276
679552	2.19981	2.16378	2.16713	2.2502	2.21259	2.24713	2.15139	2.69023	2.03021	2.18599	2.08945	2.42773	2.17226	2.06424	2.45613	2.0915
679572	12.2921	12.3371	12.4187	12.173	12.2865	12.1896	12.3516	12.2609	11.7937	12.1053	12.0689	11.919	12.0987	11.862	11.9689	12.2089
679578	7.00655	7.16357	6.76334	6.66555	6.80181	7.0332	7.05609	6.64234	6.66657	6.82002	6.63196	7.09011	7.10104	6.43736	6.61848	7.0266
679629	4.25988	4.199095	4.099065	4.245985	4.160935	4.15518	4.16744	4.17345	4.223305	4.39696	3.98377	4.51042	4.124115	4.856555	3.96933	4.341355
679640	3.07605	2.96617	2.94206	3.22465	3.00008	3.12627	2.96243	2.96923	3.90399	3.3103	3.91383	3.04661	2.9485	3.10998	3.62383	3.90655
679651	2.45537	2.51564	2.45429	2.56088	2.46482	2.45856	2.61679	2.53005	2.31932	2.4839	3.08924	2.39914	2.42317	2.92847	2.40869	2.40389
679668	2.61653	3.00888	2.53997	2.78319	2.6064	2.59618	2.53454	2.52464	2.298	2.55737	2.52099	2.43954	2.50232	2.37425	2.50123	2.52123
679692	10.72481	10.725385	10.8589625	11.07325	11.064555	10.8566525	10.8260025	10.7925025	10.63039	11.296275	11.0712825	10.61011	10.7728125	9.1392425	10.99126	10.932515
679693	7.37008	7.05261	7.23314	6.97855	6.81592	6.91491	7.1826	6.72737	8.55902	8.09232	7.99895	8.46227	7.96986	7.58042	8.09281	8.21759
679712	3.986005	3.7732	3.78256	3.355405	3.73427	3.76635	3.810355	3.73293	3.968095	3.611145	3.682335	4.16101	4.1731	4.42541	3.971315	3.99882
