Gene	GSM1375436	GSM1375434	GSM1375435	GSM1375437	GSM1375438	GSM1375439	GSM1375442	GSM1375440	GSM1375441
Gene	6.0	6.0	6.0	12.0	12.0	12.0	28.0	28.0	28.0
24153	3.19507586737092	2.32859404930212	2.86043544059375	3.72803570817393	3.26719360195731	3.72239777651291	3.39125124024374	2.9449466270544	3.16932567415426
24157	3.43717161325549	3.60495261970324	3.81486591610751	3.11418242411316	1.37916535445755	3.15976981580732	3.85258827033819	3.59770143170724	3.46467870857624
24158	3.53573544773909	3.76415121455249	4.1125464647482	4.43611051900052	4.25363447237369	4.38216223714377	4.46027084755943	4.52423926976622	4.34366330761487
24159	6.1837017776978	6.38010958764568	6.23197536335594	6.26825746552779	6.36077319986742	5.91898523988074	6.32860799401296	6.26030161853246	6.54648538316391
24161	4.88830117619574	5.11389681776426	4.87270336018217	4.91263323936917	5.30314705179742	5.08375151314719	4.99193512212054	4.98699383480718	5.14211412287088
24162	4.20436940884111	4.33562453926374	3.86746593055538	4.73936121482635	3.73132565076433	4.75985762555768	4.4726817718916	4.3021634719449	4.46665264995414
24165	-0.178619503870989	-1.81444128461974	-1.28259989332811	0.0167166146775437	2.80776835668952	0.588372818039289	-0.859587383212634	-2.05435322940601	-1.49076809598695
24166	4.64871173944819	3.17941638367989	4.07080016165866	3.72005914072127	3.13259925947952	3.97209740988285	3.47243902098157	3.63784873903251	3.20143387245158
24167	4.67409951410874	4.52241586456165	4.44786337460062	4.54299205664742	4.07552487394809	4.4030237951855	4.36050270041562	3.97309177627985	4.43234024988417
24170	6.85803123149161	7.20807448954323	6.96619173665854	7.19628191162891	6.65158299192595	7.05138158881617	7.0829802346341	7.0262782909279	7.38341254687953
24171	4.90877858401782	5.31546514642371	4.86030387824422	5.08664094089276	4.75298643361892	4.98173670605947	4.79982910220426	4.90603614450462	5.16411873094942
24174	-0.435990984549143	-3.35309887568791	-1.23629498367512	-1.52194097639063	1.4120687194634	0.331001337361137	-0.813282473559647	-2.59301082047418	-1.44446318633396
24175	1.46401322547413	4.47979113847683	3.23402495110491	3.1410240363318	1.99096946739735	3.09350202363448	2.84968253916278	3.35535641111049	3.61081924916722
24176	-0.256475923815126	0.44112602916131	1.7505749991165	1.04989150712215	2.72991193674539	2.09547889881631	1.91055310339818	0.715787257204803	0.279372390623866
24179	5.97748341390354	5.90273689465029	6.33221656831225	5.97033498976965	6.13098126029931	6.62857661605402	6.32597771992918	6.6125517433828	6.82774841295808
24184	2.41307577377222	2.15893289535587	2.83516419598268	1.61663239912572	5.6405774219096	3.37271317362489	2.03578428476171	2.19465539318303	3.23467857054508
24185	4.7850949166758	5.29080653671313	4.77976211515159	5.09556674594581	4.39297115398258	4.93911036169533	4.47407664708446	4.42615218922036	5.10593034014394
24186	4.67818775840203	0.4221752501791	3.39458923285672	2.44597822741878	2.71096115776318	4.55765480957072	1.47656482513713	1.83434000197253	1.84538411236281
24188	4.55159152389239	3.35586533170137	3.54666980515794	3.44159605808425	3.94104424206567	4.70350135670517	4.34819393852714	4.27174805952253	4.27291326087152
24190	1.48687815239745	0.596115256444062	-1.45700585298546	0.257348154299032	4.47326601295796	1.69525296877195	-2.03399334286999	-0.64379668834221	-1.6651740556443
