Gene	EFA2a	EFA2b	EFA2c	EFA2d	EFA2e	EFA3a	EFA3b	EFA3c	EFA3d	EFA3e	EFA4a	EFA4b	EFA4c	EFA4d	EFA4e	EMA2b	EMA2c	EMA2d	EMA2e	EMA3a	EMA3c	EMA3d	EMA3e	EMA4a	EMA4b	EMA4c	EMA4d	EMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	24	24	24	24	6	6	6	6	16	16	16	16	24	24	24	24	24
15569 -0.85699405 -0.75698735 -0.91202802 -0.070536615 -0.487424085 -0.83916566 -0.70386183 -0.662762 -0.901681705 -0.677799895 -0.32625638 -1.31867455 -0.79850513 -0.8239519 -0.70985664 -0.653155095 -0.80036018 -0.95835932 -0.740330035 -0.88095938 -0.920742615 -0.86016284 -0.60118347 -0.796312885 -0.645407685 -0.820879395 -0.84732752 -0.9359353
15574 -0.8475404 -0.1116003 -0.7027737 -0.9421072 -0.9086635 -0.864207 -0.4421764 -0.1843019 -1.141909 -0.8068381 -0.1523601 -1.4386027 -0.6076844 -0.7709162 -0.6328836 0.18656063 -0.8664912 -0.7959396 -0.8626996 -0.6619271 -0.8078407 -0.0026594 -0.610848 -1.0230369 -0.4086641 -0.204572 0.00522027 -1.0520196
15587 0.58023327 0.6579979 0.77249559 0.66723318 0.63852237 0.76585022 0.71910863 0.6920061 0.66680175 0.57793114 0.75180191 0.68441778 0.75270833 0.85598115 0.7223421 0.75766514 0.67310124 0.7729349 0.78839094 0.6192468 0.72150125 0.7770092 0.56058604 0.79668833 0.60500266 0.55260698 0.7836634 0.7020667
15893 -1.8420588 -1.8145704 -1.1349319 -1.7601883 -1.6708784 -1.7034082 -1.7215683 -1.6336136 -2.0455016 -1.5820141 -1.9327969 -1.41244 -2.0852319 -1.8017936 -1.2057702 -1.3907549 -2.3280935 -1.6819652 -1.9625074 -1.2612615 -1.3451274 -1.7335254 -1.8398258 -1.6937371 -1.5740975 -1.1120941 -1.9296943 -1.9598953
15898 0.14346951 0.21405142 0.14658485 0.34275171 0.4725621 0.28511457 0.42702266 0.28947169 0.20669074 0.08457189 0.35165153 -0.3476858 0.31488922 0.12643052 0.12662893 -0.4696865 0.40984158 0.27904394 0.20763991 -0.3592643 -0.1221752 0.20131759 -0.055805 0.14016883 0.18331312 0.19129223 0.30250482 0.00431149
15900 -0.4993512 -0.1250218 -1.0523323 -0.5279978 -0.7413166 -0.3457209 -0.5020543 -0.0567215 -1.0421678 -0.5798529 -0.2053758 -0.5861238 -0.7966047 -0.59565 -0.1276732 -0.3601855 -0.3764238 -0.7880094 -0.7341074 -0.6585763 -0.3810365 -0.3974331 -0.5934613 -0.5218061 -0.6558917 -0.3061669 -0.1159947 -1.405866
15901 -1.2409111 -0.591263 -1.233507 -1.4166956 -0.724914 -1.3747181 -1.0806629 -1.3224764 -1.0697981 -1.369294 -1.2028989 -1.1992005 -0.9466407 -1.1176086 -0.7505617 -1.1712316 -0.3281175 -1.1384538 -1.1250053 -1.4287898 -1.3928432 -1.1561764 -1.0506184 -1.2566564 -1.2861373 -1.4573267 -0.952441 -1.4446686
15902 -0.3616795 -0.203685925 -0.50256775 -0.5366023 -0.41787765 -0.5115009 0.09197131 -0.163085255 -0.4404278 -0.198274 -0.3343452 -0.4926109 -0.51501085 -0.56888465 -0.06601192 -0.47047415 -0.6751283 -0.4332684 -0.40852705 -0.51051465 -0.14020919 -0.10569265 -0.4593337 -0.4013675 -0.46711975 -0.088001865 -0.08509945 -0.29068565
15903 -0.9797241 -0.9739215 -0.8512609 -0.8667769 -1.001179 -1.0501783 -0.2635412 -0.7915129 -0.8126945 -0.1820293 -1.0059462 -1.1345042 -0.6820701 -0.5566432 -0.7416077 -0.7833779 -0.9321612 -0.7944733 -0.7238176 -0.6463377 -0.7388946 -0.9104255 -0.8824562 -0.8638798 -1.0950543 -0.7281677 -0.9581908 -0.3710958
15926 -1.3055427 -1.1302 -0.5204995 -0.8465042 -0.7538125 -0.8756073 -1.1020903 -1.4286803 -0.593449 -1.0263767 -1.3044204 -1.1392189 -0.8049089 -0.8738241 -1.0134947 -0.328498 -0.7126486 -0.8243364 -0.8740352 -0.0828845 -1.1628062 -1.012014 -0.6131357 -0.5372095 -0.9310552 -1.425478 -1.0770695 -0.6547808
15929 -0.2778837 0.03105289 0.03618853 -0.112011865 -0.06494635 0.01112902 -0.052030965 -0.105679535 0.101793145 -0.07720739 -0.244027345 0.18209261 -0.0741033 -0.081783105 -0.06055031 0.05334179 -0.094476435 -0.030425905 -0.09931707 -0.1148111 0.09222358 0.011720205 0.039772685 -0.0736757 -0.134524815 0.073176495 -0.094809885 0.045252715
15936 -0.4297944 -0.5555236 -0.7219399 -0.5792573 -0.4704848 -0.5654852 -0.2035437 -0.2791519 -0.496351 -0.4517942 -0.6844355 -0.2661179 -0.5728582 -0.3258886 0.01152551 -0.4171057 -0.569487 -0.4227427 -0.5903065 -0.5741842 -0.3079694 -0.4172028 -0.4779353 -0.4571586 -0.3183699 -0.036408 -0.506012 -0.6358595
15937 0.39086269 0.64673626 0.45854657 0.22347143 0.31566929 0.29544531 0.53976598 0.45496463 0.4277281 0.12045408 0.24782891 0.57676742 0.36267996 0.14650226 0.48545238 0.28844227 0.26158757 0.43160051 0.35204295 0.22965463 0.68156133 0.43682339 0.34632 0.36182151 0.25741421 0.33627651 0.61247286 0.4327415
15939 -0.2426922 -0.6100564 -0.2900683 -0.2207555 -0.2752407 -0.2279486 -0.5434537 -0.1799466 -0.0638658 -0.3033308 -0.349414 -0.3852954 -0.6840092 -0.2802345 -0.4600004 -0.4328293 -0.2705209 -0.1796142 -0.2560958 -1.067447 -0.4377917 -0.2707318 -0.2332644 -0.3629227 -0.1918954 -0.4490377 -0.2580497 -0.2352299
15980 1.02327385 1.09795324 1.2177594 1.21912317 1.16417175 1.22202179 1.20833336 0.90878146 1.14267102 1.17979301 1.17218338 1.25690821 1.3089254 1.14633688 1.07731354 1.12046281 1.20701169 1.21879289 1.18828492 1.10275875 1.18925727 1.16087194 1.27863097 1.25996362 1.15872017 1.00563455 1.12374415 1.25120519
15982 0.52592494 -0.4707547 0.29964349 -0.0593059 0.27874229 0.0718399 -0.0140522 -0.1517311 0.27024633 1.08988703 -0.4332052 0.35626577 0.37406214 0.11504004 -0.2004713 0.1908484 0.05448605 0.00805488 0.27989651 0.24552916 -0.0999345 -0.4938183 0.13692405 0.2894864 0.16085278 -0.5514748 -0.3883253 0.2216618
16000 -0.002991995 -0.29004665 -0.1507095 -0.16927046 -0.109650595 -0.045431275 -0.039678585 -0.2543637 0.091318095 -0.245641395 0.033542175 0.041456415 -0.1944518 -0.048638 -0.23660285 -0.2860027 0.03936412 -0.02728656 -0.044128985 -0.33161695 -0.059476095 -0.087670985 0.019726105 -0.106596295 0.10343141 -0.02041191 -0.1631152 -0.027883545
16001 -0.690042503 -0.670756025 -0.52611798 -0.68616723 -0.375131458 -0.584002675 -0.52232799 -0.418168975 -0.502491135 -0.638092963 -0.488122293 -0.397346005 -0.867948203 -0.766787893 -0.640510433 -0.170445153 -0.71180779 -0.465559495 -0.147125203 -0.319760285 -0.69088348 -0.638025995 -0.606897608 -0.61347762 -0.615194325 -1.086479558 -0.643378825 -0.420994985
16002 0.20735108 0.21056504 0.228701745 0.29112342 0.197416105 0.111075235 0.29670422 0.34381499 0.25229228 0.063973665 0.089586755 -0.059603995 0.306278255 0.08654604 0.28625094 0.190532575 0.217599855 0.054688125 0.20262528 0.11828027 0.33126622 0.308036225 0.154492895 0.29444525 0.11025716 0.46085315 0.347256395 0.07687594
16010 0.52951991 0.20353302 0.43407919 0.36192429 0.54554634 0.60290652 0.36296537 0.21677916 0.53772005 0.43874485 0.29409826 0.44105727 0.49571781 0.44614039 0.29303424 0.55997456 0.29262655 0.40163271 0.55666482 0.60576972 0.03639558 0.43064726 0.29581908 0.43931067 0.50252758 0.0117222 0.28722418 0.47477861
16145 -0.2459736 0.23236064 0.31034827 0.16728501 0.11694257 0.15817522 0.13308302 -0.1635841 0.26323978 0.03720024 -0.0141094 0.05587213 0.15193502 0.07900452 0.11607768 0.24488633 0.08006091 0.20437243 0.10391309 0.17669304 -0.0535125 0.13799245 0.18348391 0.05801488 -0.0691317 0.28994037 0.15262363 0.11077458
16150 -1.2630551 -1.1340151 -0.9919785 -1.167683 -0.8520293 -0.9525235 -0.9594226 -1.429175 -1.0309765 -1.1376472 -1.2498237 -1.3221793 -0.9182645 -1.0570846 -1.1473445 -1.199314 -0.5399045 -0.9316857 -1.1469352 -1.2179266 -1.1639547 -1.0478404 -0.8626027 -0.8274239 -1.0902331 -1.2977085 -1.1392357 -1.1090768
16155 1.11988767 1.41132531 1.39262239 1.42558314 1.36493847 1.18870056 1.08958537 1.11669465 1.08505757 1.22473778 1.11863122 1.08463142 1.29639699 1.3520639 1.3606563 1.14701905 1.31386295 1.32935681 1.30106071 1.26216064 1.17649966 0.97664636 1.40165655 1.39088653 1.39881024 1.21242441 1.06490061 1.24371895
16164 0.68520597 0.97478582 0.86293101 0.84753194 0.80492892 0.9449097 0.37559034 0.86858035 0.60285656 0.68503981 -0.0223968 0.75764907 0.60430674 0.75522194 0.68313814 0.72914221 0.6235099 0.89668601 0.89364337 0.82651172 0.7708531 0.31073493 0.61600095 0.46947798 0.8625005 0.91542521 0.07753223 0.94031734
16170 0.45812035 0.6807117 0.4443286 0.45414712 0.6280268 0.38983481 0.73021806 0.65684946 0.61699953 0.66564977 0.74674282 0.43256626 0.58332119 0.50357489 0.60697176 0.44308554 0.36400281 0.5526167 0.68612321 0.38537864 0.64953681 0.72563419 0.49234027 0.55118957 0.76436156 0.46374978 0.51487602 0.49296013
16172 -0.9691318 -1.1116161 -1.1515667 -1.0553286 -0.7288571 -0.897706 -0.7305072 -1.2776622 -0.9528307 -0.1444094 0.46037816 -1.1179971 -1.0712282 -0.9329407 -0.9376848 -0.8702356 0.02191119 -1.0924602 -1.0994562 -0.8040794 -1.1080187 -0.9556585 -0.7075487 -0.9626296 -0.7794105 -0.4102923 -0.534293 -0.312257
16173 -0.5999714 -0.9613487 -0.9447733 -0.8871408 -0.5156872 -0.9639609 -0.8678901 -0.8817471 -0.6796063 -0.919991 -1.2598965 -1.2533562 -0.8576531 -0.6895387 -1.3868166 -0.8861628 -0.5982791 -0.6692558 -0.8912747 0.39089461 -1.0073567 -0.8540405 -0.7728513 -1.0698481 -0.7032959 -0.7938588 -0.757025 -0.6965628
16179 1.48762257 1.601002525 1.545909265 1.585714525 1.43381725 1.328577985 1.4452168 1.53478705 1.55257974 1.35228886 1.54244716 1.50800462 1.461981005 1.550160775 1.44497273 1.433337105 1.44119999 1.529145755 1.41025758 1.232335375 1.36587576 1.52492317 1.392619355 1.38585672 1.35069536 1.2827122 1.50654558 1.48062019
16186 0.43906182 0.68227435 0.50018584 0.44207839 0.44414879 0.46137789 0.66881216 0.25637107 0.59492622 0.33720187 0.34048222 0.42911817 0.47233734 0.40956386 0.55019678 0.48379237 0.52838077 0.51008621 0.52808188 0.24057068 0.61924135 0.59147178 0.54300452 0.30666928 0.47791171 0.59789953 0.3084595 0.47355607
16190 1.16623922 1.45789268 1.42121547 1.6147066 1.36450734 1.2799435 1.26570763 1.32485913 1.50253347 1.25412907 1.65107972 1.24603423 1.4133232 1.53071852 1.41139845 1.09967847 1.42467292 1.52006182 1.16640834 1.10686778 1.02674391 1.37078455 1.44501903 1.36845388 1.17821004 1.1390821 1.58152273 1.42273691
16195 -0.32981965 -0.4010304 -0.371317375 -0.302492105 -0.3239077 -0.099118645 -0.4501126 -0.3489366 -0.231536915 -0.62882 -0.24601818 -0.54602595 -0.19904328 -0.24912192 -0.18234515 -0.28214275 -0.180885345 -0.206017655 -0.308453705 -0.65950355 -0.3895525 -0.5050235 -0.23905632 -0.27240215 -0.29997552 -0.34782185 -0.3650322 -0.43347125
16196 0.26723854 0.57973873 0.3829205 0.12509251 0.37920115 0.30825239 0.89541688 0.79267005 0.32127394 0.51356229 0.59391155 0.20281641 0.56894595 0.32134776 0.48064067 0.36610212 0.4981651 0.09510246 0.38173585 0.43922488 0.749384 0.90264829 0.35600644 0.49278486 0.19895146 0.85565261 0.81553924 0.22968815
16206 -0.3387193 -0.0588726 -0.4679168 -0.2866388 -0.3538394 -0.1662229 0.23065861 0.16484257 -0.239687 -0.2436619 0.02709698 -0.4107426 -0.141229 -0.3473633 0.07026573 -0.5376497 -0.3280613 -0.484102 -0.5674323 -0.896604 0.16655335 0.25829002 -0.3349184 -0.327224 -0.1283706 0.21225776 0.23131067 -0.2532065
16210 1.24998383 1.4894981 1.61768671 1.62441908 1.50227782 1.63468395 1.38415256 1.37630491 1.58415491 1.60201111 1.1559583 1.73292226 1.59563225 1.48106503 1.39251966 1.67867085 1.39027677 1.6139779 1.56597799 1.69352313 1.37820126 1.40784481 1.51832941 1.48338482 1.39011454 1.42250392 1.44285475 1.49677366
16211 -0.766641233 -0.489552653 -0.728412367 -0.726389633 -0.793601967 -0.997658667 -0.733560267 -0.345949167 -0.8215061 -1.045690267 -0.816204433 -0.666932467 -0.633917233 -0.798394167 -0.578868367 -0.930076733 -0.809823133 -1.049171833 -0.9052162 -0.60068501 -0.6194596 -0.683284967 -0.9583945 -0.600527067 -0.967580767 -0.347588767 -0.653139067 -0.708697067
16319 -1.02194505 -1.41567285 -1.1868993 -0.7254827 -0.78562945 -1.14887975 -1.17194405 -1.3408181 -0.9170959 -0.89469275 -0.88260735 -1.70860435 -0.273224765 -1.0896011 -1.2560154 -0.8675784 -0.200083975 -0.8399228 -1.0933127 -0.414682295 -1.3706788 -1.01974095 -0.45495555 -0.8870635 -0.8969559 -0.17449968 -0.79237745 -0.4043643
16322 0.9267969 1.04999597 1.13443378 1.14408941 0.98163854 0.98006103 0.92677436 1.02049387 0.87463801 1.00288739 0.85238626 0.97883689 1.00610534 1.03837421 1.15054026 1.17354268 1.03410763 1.1094384 1.07436659 1.12086235 1.07031618 0.83475454 1.08493361 0.99745669 1.06194158 1.09620684 0.92977503 1.02598685
16323 -0.3593691 -1.4537193 -1.0779471 -1.3832811 -0.572437 -0.9215792 -1.5968281 -1.0167414 -1.3027947 -1.6008242 -1.5117642 -0.6430958 -1.174086 -1.1202163 -0.7879606 -0.8075222 -1.5584551 -1.2569496 -1.8139605 0.2005307 -0.9581369 -1.5432246 -1.2746851 -1.5973828 -1.3356298 -0.6067023 -0.8421886 -1.2471659
16341 -0.1658667 -0.6744108 -0.4250095 -0.4443319 -0.0917276 -0.2937951 -0.2606963 -0.5678166 -0.4535248 -0.253333 -0.1572212 -0.6778655 -0.1702335 -0.1702617 -0.3652454 -0.0552729 0.04984785 -0.4981017 -0.3009033 0.28269621 -0.5071063 -0.2512156 -0.1302019 -0.2284491 -0.2016822 -0.1454605 -0.3493334 -0.0465433
16348 -0.6750225 -0.884366 -0.7118923 -0.9204085 -0.8006415 -0.6775403 -1.0215083 -0.5164872 -0.6635135 -1.0591056 -0.9022563 -0.4688342 -0.7725729 -0.5765925 -0.3679117 -0.6781102 -0.6206781 -0.6487195 -0.7261784 -0.8254015 -0.5964307 -0.6524289 -0.4965768 -0.701832 -0.6366018 -0.7564914 -0.8005204 -0.7128952
16351 -0.1061663 0.11685881 0.16095775 -0.0468641 0.17739571 0.18936141 0.13783173 0.01084228 0.25739558 -0.0535124 -0.1351246 -0.3686866 0.08898089 -0.028331 0.03318235 -0.0692276 0.1630657 -0.0643269 0.04978977 -0.1285691 -0.1486224 0.11733873 -0.1481614 0.15030511 0.04391337 0.43051279 -0.0321846 -0.2329799
16362 -0.099483 -0.0761776 -0.1561211 -0.0439176 0.23265161 -0.1681538 0.2078268 -0.0700228 0.02024564 -0.0879928 0.0657383 -0.0639066 0.13711756 0.01368676 0.14582268 0.05405942 0.21918719 0.11208787 0.04016719 -0.2161351 0.06535931 0.02970181 0.02549566 0.05753376 0.2603457 0.17144081 0.15979744 -0.1598268
16367 -0.7898247 -0.3656732 -0.0081056 -0.1640467 -0.4599552 -0.5132706 -0.4351713 -0.8706263 -0.369697 -0.1466541 -0.8949561 -1.0553368 -0.3403385 -0.6274545 -0.9908377 -0.499738 -0.4471229 -0.4193848 -0.5841826 -0.4043259 -0.5368089 -0.5815388 -0.2396056 -0.46383 -0.2187625 -0.941032 -0.4934904 -0.7590526
16369 -0.21295058 -0.3058178 -0.55740895 -0.24657645 -0.4218384 -0.4194874 -0.263404845 -0.2573004 -0.46618845 -0.4024759 0.204847435 -0.25398515 -0.5075928 -0.38072345 -0.02594201 -0.3294312 -0.37265755 -0.47571905 -0.45262625 -0.53061275 -0.39821485 -0.53584255 -0.26697435 -0.36409925 -0.43617405 -0.20640925 -0.43165195 -0.6214005
16373 0.6123577 0.80576354 0.88784799 0.69430014 0.66917437 0.73238521 0.54490062 0.64282922 0.81136807 0.60969368 0.48632945 0.49984715 0.77550168 0.72408176 0.69634166 0.58841025 0.74180477 0.79396388 0.66143538 0.4341856 0.66120105 0.64413061 0.73336928 0.58139121 0.61238662 0.61150994 0.58322571 0.71635096
16391 0.85313806 0.82395107 1.02738688 1.03083199 1.01964212 1.00598248 0.86015261 0.85749599 1.03519169 0.82467305 0.96559728 1.10416768 1.03899274 1.10181474 0.78487031 0.89003996 0.95472566 1.11140539 0.94594732 0.9237341 0.81941916 0.98023818 1.0492549 0.91853609 1.08362248 0.57333711 0.94645617 0.94286738
16396 -2.103712 -2.2122644 -1.8712117 -1.7237612 -2.2855375 -2.2871814 -1.9758136 -2.1377163 -1.7566198 -1.7491838 -2.9664203 -2.2590172 -1.7991628 -2.1150984 -4.1688915 -2.1029197 -1.4470726 -1.8142214 -1.4462343 -1.0945381 -2.3200771 -1.6812151 -1.6216691 -1.7211655 -1.2998797 -2.3629157 -2.0865219 -1.7899076
16400 0.75828384 1.02619258 1.30313634 1.34576684 1.14408983 1.27477122 0.9663791 0.97724715 1.31147473 1.15751042 1.13761102 1.51397962 1.10458079 1.30987602 0.95649286 1.40904716 1.09664929 1.29385887 1.28495663 1.16913599 1.01526914 1.17741679 1.11364263 1.17232534 1.20162657 0.84542255 1.10649868 1.26225382
16410 0.50074029 0.6666127 0.54897469 0.34830685 0.55711452 0.50285124 0.7303965 0.78989466 0.47655348 0.34969494 0.66941997 0.38688562 0.50708896 0.24858258 0.45520556 0.37522813 0.15444463 0.61571608 0.46515949 0.40197138 0.50879568 0.7282701 0.30895748 0.35364159 0.51991021 0.59044887 0.57790042 0.53259594
16412 0.488343615 0.32948078 0.330031685 0.198787785 0.267804235 0.323317845 0.472813555 0.3119731 0.477939905 0.342624105 0.255741975 0.64120784 0.40974308 0.33556862 0.336769925 -0.282660215 0.453020195 0.28826352 0.28896838 0.76308123 0.62755785 0.482172495 0.42129101 0.5720626 0.228827445 0.506688705 0.40317281 0.43077031
16418 -0.284624215 -0.016065675 -0.145236915 -0.170221765 -0.15971854 -0.184061625 -0.14026818 -0.0300651 -0.157837555 -0.14094415 -0.188391875 -0.055082125 -0.1932864 -0.15945505 -0.03908338 -0.11045936 -0.176834915 -0.187909415 -0.076576045 -0.020089335 -0.15491866 -0.162765275 -0.107750585 -0.149454885 -0.18188582 -0.15897373 -0.180797605 -0.330884895
16419 -0.2961362 -0.5001542 -0.2440713 -0.1722492 -0.1662459 -0.5081894 -0.2281943 -0.195283 -0.2161802 -0.2025724 -0.0643621 -0.4455012 -0.3853943 -0.203237 -0.3640213 -0.2330869 -0.0800276 -0.4104886 -0.1491637 0.14975613 -0.6902423 -0.2328881 -0.4345395 -0.4396782 -0.2729561 -0.3746259 -0.5054327 -0.5853097
16421 1.06697392 1.10984673 1.07100576 0.91435668 1.17673058 1.06182395 1.20363362 1.29198678 1.00092256 1.05419086 1.16947631 1.01722955 1.09582958 1.15114012 1.26686233 0.93866934 1.03792809 1.14195899 1.05103117 0.72575131 1.17640127 1.01073679 1.02343852 1.07173064 1.03361301 1.08291264 1.25005942 0.89352811
16423 -0.248134035 -0.4187569 -0.33551925 -0.30492135 -0.2184771 -0.11861 -0.5067004 -0.42664845 -0.4101433 -0.149316505 -0.4255675 -0.375097145 -0.3417443 -0.2291132 -0.29008835 -0.4246224 -0.09660004 -0.29747265 -0.1826605 -0.019039535 -0.3196834 -0.4699991 -0.3074612 -0.17887345 -0.12926065 -0.2325972 -0.4211743 -0.4273913
16424 -1.2721357 -1.5265493 -1.5136555 -1.3008289 -1.4209398 -0.6019231 -1.5386255 -0.8001658 -1.3848652 -1.2555324 -1.50067 -0.7871386 -1.4284663 -1.4406417 -1.5715457 -1.1610662 -1.0187504 -1.6239245 -1.2419088 -0.7679794 -1.3806981 -1.4759257 -1.5520669 -1.3347824 -1.0042904 -1.7554254 -1.5910827 -1.3997549
16430 -0.279318377 -0.36870087 0.069163973 -0.25581474 -0.250952883 -0.018450923 -0.293893823 -0.526438543 -0.15043932 0.216164187 -0.407352157 -0.336339033 -0.458899763 -0.30482758 -0.16692294 -0.26160861 -0.1410332 -0.207783177 -0.157639633 0.023847827 -0.4337716 -0.272635017 -0.0141362 -0.123220963 -0.20687369 -0.192014283 -0.43023583 -0.046281057
16431 -0.1145936 -0.1658989 -0.1461781 -0.2705921 -0.4151427 -0.2555462 -0.4638849 -0.1702874 -0.0586008 -0.1998241 -0.8693897 -0.7309309 -0.3425335 -0.375057 -0.1641386 -0.3725835 -0.1285356 -0.3425265 -0.2456824 -0.2928244 -0.3771826 -0.4649655 -0.1752336 -0.0615957 -0.3582616 -0.5930338 -0.0430811 -0.3300551
16434 -0.159717 -0.0130018 0.07461833 -0.0641636 0.07569527 -0.0367012 0.06727752 -0.0857209 0.03197795 -0.0617611 -0.0338241 -0.202759 -0.0178361 -0.1244085 0.04146306 -0.295885 -0.009329 0.00352411 0.06286038 -0.0855146 0.05000522 0.16233568 -0.0267359 0.00745557 -0.0807704 0.12670066 0.0518738 0.04320398
16438 -0.824668033 -1.301732733 -1.141833467 -0.991024667 -1.214118233 -1.224913733 -1.012485533 -0.664198233 -1.2332984 -1.532073133 -0.759822967 -0.937688533 -1.0966404 -1.209614067 -1.030199 -1.045423633 -1.1970394 -1.245573233 -0.979976133 -1.3592742 -0.879622933 -1.067159 -1.147121633 -1.2170246 -1.232761633 -0.788867967 -1.094411667 -1.144334133
16443 -0.2959333 -0.205869155 -0.93374535 -0.7199957 -0.65573005 -0.633468 -0.712015 0.00799428 -0.6675902 -0.59631312 -0.48943565 -0.5701625 -0.7417626 -0.8046088 -0.59465545 -0.06398845 -0.40648375 -0.69549195 -0.78680115 -0.15248405 -0.308886785 -0.520258025 -0.67339095 -0.6319708 -0.7409595 0.07576539 -0.69799095 -0.78089265
16449 1.12410539 0.946201835 0.88298984 0.90553594 0.87559449 0.91942663 1.01600099 1.08230931 0.72512465 0.851593655 1.19441858 1.129241125 0.96975775 0.917340595 1.00362851 0.966003945 0.905336165 0.938806565 0.82892813 0.703825375 0.671285465 0.841020625 0.871194685 0.993390075 0.82369635 1.05420392 0.846943035 0.87715032
16451 -0.26375395 -0.2337024 -0.2031637 -0.23544405 -0.14668161 -0.2393388 -0.112474825 0.157882465 -0.178306 -0.34851275 -0.1450013 -0.3372799 -0.212409 -0.2866034 -0.002606275 -0.27720749 -0.35190445 -0.29613555 -0.4372092 0.01298249 -0.1214639 -0.1426774 -0.3404371 -0.327451 -0.31966775 0.32224919 -0.02666159 -0.39336495
16452 -0.065354967 -0.113430243 -0.23728405 -0.119421193 -0.231007707 -0.212795333 -0.069396023 0.096992633 -0.298117743 -0.3863282 0.010884863 -0.03303222 -0.195578413 -0.12844657 0.026441687 -0.212965453 -0.3234952 -0.025278693 -0.261695937 -0.386878 -0.169096263 -0.11876174 -0.28532687 -0.089317913 -0.20436703 -0.006785383 0.0038227 -0.156414883
16456 0.08789337 -0.108803495 0.05352793 0.148557285 -0.09243138 -0.108191425 -0.132728335 0.03322771 0.007199655 0.31436648 -0.16111557 0.012552525 -0.050795855 -0.00996856 -0.180107795 0.10964716 -0.00764606 -0.0510239 -0.157777335 0.05945511 -0.17095341 -0.1551464 0.00251714 0.04182122 -0.05524549 -0.34444245 0.02446678 0.03463866
16468 -0.36199294 -0.331830029 -0.677454964 -0.442915203 -0.589400665 -0.497239206 -0.686842446 -0.985732881 -0.607986055 -0.448809541 -0.42343373 -0.513562109 -0.679955449 -0.592477664 -0.652999425 -0.462004628 -0.545445853 -0.570581383 -0.415900469 -0.464075905 -0.735968844 -0.629327299 -0.532545955 -0.720162295 -0.854949564 -0.85347337 -0.409130688 -0.40947275
16469 1.05496484 0.94612631 1.14282021 0.96198864 1.09613621 1.09958608 1.37501844 0.95280474 1.32577105 1.14224975 1.07593099 1.15891206 1.31757533 1.11096685 1.15537815 1.17763182 1.26722268 1.10237326 1.01202248 1.16972804 1.30602413 1.23404747 1.2708833 1.28586166 1.19020598 1.37268084 1.10510807 1.41562046
16475 1.7244877 1.40798379 1.48193549 1.49527736 1.547629 1.4635251 1.65431784 1.70362799 1.55094406 1.64674662 1.89311679 1.48192022 1.56530074 1.52627178 1.65033471 1.59273349 1.66333602 1.46210805 1.57072558 1.59026149 1.65191665 1.67231761 1.5349799 1.40238561 1.52608367 1.74399159 1.57192396 1.49013664
16476 -1.24114 -0.6120544 -1.1099563 -1.3734964 -1.4521012 -1.5228554 -1.1320476 -0.7632421 -1.3452482 -1.582501 -1.0427318 -1.3345408 -1.0859598 -0.9974651 -0.9590522 -1.2623268 -1.3947653 -1.0908034 -1.316657 -0.620569 -0.8400699 -1.2972059 -1.0483143 -1.4195384 -1.2721307 -1.1291667 -0.9250147 -1.2953305
16480 -0.4298702 0.10604526 0.00984359 -0.0103598 0.02547567 -0.0528434 -0.3885274 -0.492324 0.09560579 -0.2021561 -0.3971534 0.06410025 -0.164337 0.10655507 -0.3133786 -0.2477603 -0.068421 0.07424111 -0.0080747 -0.1657877 -0.15038 -0.3368549 -0.0547855 -0.1443535 -0.0931647 -0.5621446 -0.0844126 0.00427512
16497 -0.7808442 0.02972777 -0.1686595 -0.3910207 -0.2494162 -0.1548878 0.05918918 -0.1378853 -0.1662071 -0.2563291 -0.2551841 -0.2171743 -0.2415716 -0.6057439 -0.4500418 -0.1274638 -0.3934986 -0.3018488 -0.1309405 0.10025752 -0.1988684 -0.0488032 -0.5155746 -0.1527175 -0.3615494 -0.2257597 -0.3205301 -0.3137976
16499 1.06413964 0.861517 0.80251583 0.85945403 0.94725136 0.92968096 1.24780088 0.81508531 0.91626562 0.94312074 1.16156218 0.91376429 1.04331316 0.89025241 1.06292598 0.5551438 1.24352055 0.88361059 0.80431763 0.73361929 1.16514412 1.14106647 0.8999999 1.1629942 0.98335244 1.28972647 1.041006 0.98118061
16510 -0.3592357 -0.077366 -0.54172555 -0.4183684 -0.57462015 -0.52021685 -0.39824095 -0.54234925 -0.49732655 -0.3490019 -0.15864585 -0.60869065 -0.6969394 -0.33758215 -0.33654275 -0.3726141 -0.31070295 -0.5584707 -0.43651675 -0.8185062 -0.54394775 -0.45218245 -0.4267163 -0.36338905 -0.58369705 -0.5628753 -0.2288426 -0.55150785
16512 0.69921205 0.9092175 0.55625431 0.87006299 0.64586393 0.66013933 0.95499449 0.76622644 0.57101804 0.824994 1.22180904 0.49247876 0.5664251 0.91341767 1.07034989 0.72177388 0.90610516 0.690115 0.74836296 0.42043752 0.76650605 0.80014079 0.78538428 0.76067715 0.74540945 0.95585745 0.89991827 0.52951235
16515 0.63459226 0.77964654 0.93212217 0.84335105 0.75439939 0.92009369 0.84007722 0.79334796 0.93125553 0.79879889 0.88186033 0.95028763 0.91073891 1.06864846 0.82877962 0.98157917 0.92913613 0.93367277 0.71581192 0.85926537 0.85109787 0.82656816 0.92328923 0.99235173 0.68332266 0.75396447 0.81099497 0.87679043
