Gene	BmFA2a	BmFA2b	BmFA2c	BmFA2d	BmFA2e	BmFA3a	BmFA3b	BmFA3c	BmFA3d	BmFA3e	BmFA4d	BmMA2a	BmMA2b	BmMA2c	BmMA2d	BmMA2e	BmMA3a	BmMA3b	BmMA3c	BmMA3d	BmMA3e	BmMA4a	BmMA4b	BmMA4c	BmMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24
11287 1.5397499 1.32449529 1.3338381 1.62385778 1.61204797 1.59719437 1.46900697 1.49309632 1.62308868 1.17678947 1.57542256 1.14138923 1.23362473 1.40255229 1.65416234 1.70180894 1.58909653 1.37447302 1.34314828 1.3919355 1.42048208 1.75100469 1.21481569 1.52314529 1.71987948
18718 0.27139016 0.54211786 0.39656131 0.19509958 -0.018941 0.1136893 0.38819373 0.25242703 0.16041346 0.45101349 0.2103429 0.62645931 0.55038449 0.36550986 0.14229094 0.17091061 0.59196039 0.57727626 0.43173465 0.28470755 0.38791259 0.22752917 0.36093594 0.00934725 0.03228517
18719 0.3021989 0.375439535 0.27347141 0.34567478 0.581190375 0.271055485 0.43445868 0.391429085 0.34467781 0.20579522 0.43348463 0.301818795 0.339485105 0.27400591 0.2758154 0.313033375 0.281429265 0.37239711 0.23658207 0.25309939 0.41761581 0.452141355 0.31479647 0.525288945 0.38635777
18720 -0.8149893 -0.6425332 -0.8472824 -0.9947133 -0.2909049 -0.9490602 -0.7111364 -0.8597139 -0.8223566 -0.6517321 -0.7384659 -0.6029229 -0.5981447 -0.6308381 -0.8462951 -1.0279511 -1.0642596 -0.8249098 -0.7531577 -0.7846012 -0.8100386 -0.7941533 -0.457338 -0.6238524 -0.8987734
18738 -0.238193303 -0.262287107 -0.260117337 -0.239895573 -0.34260468 -0.395957937 -0.347874173 -0.21231532 -0.2564217 -0.236406803 -0.45918779 -0.254912983 -0.32909103 -0.21723829 -0.25665209 -0.055512503 -0.273391917 -0.353215087 -0.397326977 -0.335283107 -0.26132669 -0.208635197 -0.353767713 -0.276153017 -0.144382253
18744 -0.7684838 -0.6419159 -0.3830775 -0.6206433 -0.4974395 -0.6690878 -0.29508 -0.6351569 -0.5081772 -0.7558624 -0.7588975 -0.2770394 -0.71367 -0.7985805 -0.6459516 -0.9314478 -0.7137821 -0.44361 -0.580667 -0.2166611 -0.7218968 -0.8173116 -0.8214646 -0.6022421 -0.6372909
18747 0.448421265 0.347532305 0.45011962 0.283496315 0.328765135 0.496598995 0.43621224 0.386833025 0.538078305 0.29056247 0.39973377 0.42089652 0.45638741 0.530583095 0.339605215 0.324369175 0.1944561 0.4723717 0.35581476 0.49466437 0.33120452 0.324251285 0.50770636 0.400185725 0.36181444
18750 0.04505835 -0.0557654 -0.2292944 0.10630408 0.19387493 -0.013394 0.01495277 0.04460228 0.17003319 -0.3446421 0.10976582 -0.0650171 -0.0812175 -0.3822905 0.28228437 -0.0051481 -0.0017437 -0.2630737 -0.1474436 0.10530232 -0.0531391 0.12553854 -0.2035706 0.27473262 0.48307341
18751 -0.425595565 -0.40635306 -0.293848905 -0.46770314 -0.5184067 -0.42742573 -0.389975355 -0.472977065 -0.42284575 -0.24576185 -0.433388605 -0.29327104 -0.36129041 -0.220565465 -0.5009872 -0.51594455 -0.270287725 -0.294159925 -0.31747861 -0.408703995 -0.34863093 -0.37368233 -0.34422694 -0.413296985 -0.66206775
18753 0.00774674 0.13615801 -0.2132492 -0.0752803 0.06547423 -0.2029786 -0.0792282 -0.0651802 0.16144475 -0.1219539 0.0749227 0.03353646 -0.1311866 0.04874352 0.08868687 0.25150319 -0.055184 -0.0538898 -0.0578768 0.11759856 0.08852213 0.11681831 0.04049543 -0.013354 -0.123348
18759 0.31710221 0.66587448 0.69350328 0.36191714 0.32926341 0.33336273 0.54666337 0.39472777 0.19454302 0.70144877 0.29144316 0.71680453 0.66553237 0.83013911 0.35195697 0.32422898 0.78130388 0.64860063 0.74636285 0.4761362 0.59491643 0.52898536 0.50413579 0.37691416 0.19086791
18761 1.34069864 1.05965824 0.94574264 1.32485652 1.36132663 1.288733 0.98728803 1.30034733 1.45667655 0.88346553 1.10758917 0.9037942 1.10311352 1.09087278 1.30106991 1.2825656 1.24224589 1.04020475 1.00297847 1.26129325 1.20268695 1.27976341 1.03440282 1.14402779 1.4409781
18762 -0.4351368 -0.3845688 -0.4748836 -0.4977497 0.02461083 -0.5816754 -0.833492 -0.3433056 -0.7463415 -0.6350924 -0.8069731 -0.3302148 -0.4590063 -0.3587262 -0.5838346 -0.3121673 -0.8738244 -0.5762298 -0.490016 -0.4405738 -0.4399895 -0.4793408 -0.4329371 -0.3859671 -0.4136948
18764 0.0682516 0.01353027 0.04965604 -0.0402691 0.24218345 0.12513678 0.12325082 0.21082705 0.16754819 -0.1730857 0.04734259 0.00508776 0.00439638 -0.0674725 -0.0234643 0.23718756 0.01458877 -0.1394881 0.02323511 0.08139847 -0.171426 0.12457283 -0.0589626 0.15932016 0.32592721
18767 -0.1876947 -0.406893 -0.0914399 0.00670959 -0.0499592 -0.0995984 -0.0851646 0.06763069 0.19353461 -0.7042567 -0.0986617 -0.3453391 -0.5473884 -0.5517864 0.21930202 0.14314309 -0.2250994 -0.7490226 -0.4077509 0.31955252 -0.2160351 -0.0825334 -0.905162 -0.0550773 0.26401236
18769 1.00384961 0.901199915 1.10795568 1.03745597 1.038710125 1.09315063 1.015798975 1.10284572 1.16399136 0.744158555 1.08000522 0.821029925 0.85227686 0.86028406 1.163299475 0.96574965 1.00475712 0.88911554 0.9501773 1.075356165 0.963676275 1.14219923 0.820663225 1.022409855 1.208926015
18771 -0.6523262 -0.7811089 -0.7277273 -0.868281 -0.9359422 -0.7640007 -0.994114 -0.5909819 -0.6890768 -0.7753979 -0.9883695 -0.6833253 -0.8104805 -0.6645861 -0.7576124 -0.7722683 -0.8442594 -0.8310783 -0.8663736 -0.6908651 -0.7995831 -0.7641348 -0.7131499 -1.0749998 -0.6858088
18775 -0.308702468 -0.029087208 -0.02954722 -0.28517896 -0.339395645 -0.266803688 0.022006618 -0.220971975 -0.25166452 0.050410608 -0.208672258 0.023798795 0.077623417 0.003140795 -0.299930313 -0.433666458 -0.191899607 -0.008369983 -0.024137085 -0.074763455 -0.139835928 -0.130185532 0.00230085 -0.087982332 -0.486842838
18776 1.13634861 0.9467385 0.73634445 1.0728371 0.95328495 0.93258125 0.73387268 1.07274658 1.01202502 0.9192693 0.94722969 0.97942611 0.73439452 0.98034697 0.87214555 1.09577964 1.03803575 0.60322063 0.97314151 0.8545031 1.04715195 1.02644421 0.84482639 1.06079848 0.97506628
18777 -0.630628867 -0.631413667 -0.519660233 -0.6015711 -0.645110267 -0.529460533 -0.563065567 -0.5608222 -0.452192633 -0.638295833 -0.693885233 -0.664858567 -0.660320233 -0.489705167 -0.668643667 -0.563179333 -0.613558833 -0.6077331 -0.624567767 -0.528497733 -0.742193767 -0.545177433 -0.677039867 -0.5938643 -0.6071761
18783 -0.2000942 -0.1688013 -0.3672835 -0.18497 -0.2481313 -0.2890699 -0.4208756 -0.0414603 -0.0473473 -0.4488762 -0.1751473 -0.3212515 -0.367872 -0.3418227 -0.3701331 -0.0673447 -0.2686305 -0.4206112 -0.348174 -0.213342 -0.2597528 -0.0989747 -0.3222454 -0.0690847 -0.1523923
18789 -1.552126867 -1.453347733 -1.639015133 -1.587911633 -1.2290942 -1.6318672 -1.541795633 -1.617797967 -1.5718428 -1.484139267 -1.644495 -1.597161 -1.479633067 -1.561370967 -1.782490033 -1.5429301 -1.606547933 -1.5315668 -1.536998833 -1.552980333 -1.435603033 -1.687453367 -1.401309633 -1.6591603 -1.573357767
18791 -1.3067728 -1.3940612 -1.19916 -1.2469984 -0.942039 -1.2059106 -1.1145735 -1.4548622 -1.0357548 -0.9015712 -1.2518932 -1.350111 -1.0594698 -1.2230236 -1.2831167 -1.3589969 -0.86591 -1.1534791 -1.1991498 -1.3432801 -1.2580775 -1.4364251 -1.3759185 -1.4203627 -1.0254406
18793 0.13000181 0.12766947 0.05082807 0.19956785 0.2220718 0.37013376 0.12836039 0.28767077 0.39654841 0.07091994 0.20713921 0.04685409 0.23719858 0.26944009 0.16386566 0.40599741 0.18829472 0.24747004 0.09558842 0.19215798 -0.0209135 0.17488017 0.11389457 0.09105254 0.30674674
18797 1.58817022 1.52086009 1.56327729 1.7519275 1.86078613 1.70075267 1.58210933 1.59783429 1.72612874 1.44382976 1.62898933 1.53820447 1.45293005 1.52656088 1.8185712 1.76621437 1.82544141 1.58896791 1.55761078 1.66624058 1.60989294 1.65674296 1.46124461 1.57406682 1.8222363
18799 0.75297699 0.83626782 0.906426665 0.71212466 0.41455125 0.71079731 0.706030405 0.74409023 0.56097461 1.02150643 0.683971665 0.94667599 0.95588176 0.821041185 0.580130655 0.581201205 0.77710971 0.80572909 0.895755375 0.58460568 0.813587895 0.42474647 0.89106316 0.48999435 0.427353375
18803 0.24978181 0.50182296 0.78313915 0.25427698 0.05472343 0.34681603 0.57431771 0.27198201 0.14166703 0.91889535 0.24946914 0.70137459 0.74229577 0.83876214 -0.1466406 0.00929434 0.02389597 0.60139619 0.74032464 0.33362501 0.57587027 0.17389595 0.64340906 0.51969446 -0.0130453
18805 -0.592092 -0.8607029 -0.7243948 -0.9421087 -0.4511575 -0.6928452 -0.8794297 -0.7271391 -0.7799016 -0.7468957 -0.7685431 -0.5825002 -0.5868492 -0.5557013 -0.8124124 -0.5950858 -0.8293388 -0.7716009 -0.691851 -0.8660506 -0.791431 -0.8320885 -0.4180471 -0.4120399 -0.7631883
18806 1.15729039 1.20808998 1.02430105 1.27400827 1.35502162 1.2251558 1.17210774 1.33087587 1.23080122 1.1435636 1.16533292 1.03899889 1.12575428 1.07662459 1.23765219 1.33058774 1.06339768 1.17204906 1.02127762 1.065777 1.20026598 1.3298754 1.06026969 1.07814506 1.20814455
18807 -0.9648179 -0.9743257 -0.7673922 -1.0030635 -0.8992794 -0.6772917 -0.8723393 -1.063585 -0.812859 -0.6831276 -0.920146 -0.9307908 -0.6582843 -0.8819888 -1.0531355 -0.9945422 -0.7550898 -0.6433913 -0.7631488 -0.8155647 -0.9196416 -0.993536 -0.8082257 -1.0113647 -0.9568551
18810 0.40690194 0.22735904 0.52124989 0.49154616 0.13139845 0.35302278 0.07738153 0.47694604 0.07503192 0.33778499 0.44644223 0.28860942 0.4989228 0.5268519 0.39079855 0.25924383 0.19699244 0.38804484 0.44934651 0.10334782 0.24525172 0.18167218 0.56370873 0.16812415 0.31693197
18813 -0.8646686 -0.5828301 -0.4280874 -0.7812147 -1.1939526 -0.7543623 -0.5633907 -0.8721972 -0.8431664 -0.0750987 -0.8662921 -0.5792192 -0.3121691 -0.5451876 -0.8874962 -0.8791754 -0.4364964 -0.4708556 -0.4084064 -0.6261152 -0.6427965 -0.7096551 -0.620535 -0.7083154 -1.000895
18814 -0.851477 -1.2401972 -1.2468556 -1.3705827 -1.3545429 -1.2684685 -1.2411241 -0.9262178 -0.9993465 -1.1512332 -1.1663859 -1.2191048 -1.1386384 -1.1640846 -1.2886622 -1.396888 -1.3525974 -1.0565359 -1.0423915 -1.2195487 -1.298497 -1.1548886 -0.935169 -1.1711664 -1.2462439
18817 -1.0131295 -0.7524247 -1.5248907 -0.6697741 -0.7986967 -1.2876425 -1.0762661 -1.1298909 -0.9883216 -0.7106546 -0.9643145 -0.6414813 -0.9704532 -0.7712226 -1.3201884 -0.6940116 -1.1597343 -0.9104336 -0.9699502 -1.0142939 -0.8381957 -0.7021322 -0.7541788 -0.8874074 -1.102404
18822 -1.5279243 -1.6256388 -1.6158368 -1.3701318 -1.4058551 -1.5076427 -1.5871691 -1.394877 -1.944483 -1.2669937 -1.5413769 -1.4281283 -1.6258814 -1.4827353 -1.6242652 -1.4718784 -1.4216828 -1.7634856 -1.2934754 -2.1021298 -1.398811 -1.5580872 -1.9643301 -1.5716218 -1.9663216
18823 -1.7483805 -1.7792811 -1.3526712 -1.5413609 -1.2380281 -2.4520028 -1.1786643 -1.5419243 -1.5386488 -1.5826932 -1.7860712 -1.3859909 -1.5298228 -1.8021179 -0.9519129 -1.6324533 -1.3359939 -1.5168276 -1.2979509 -1.5864006 -1.527634 -1.6270671 -1.7159719 -1.436517 -1.3083012
18824 0.250766805 0.09286307 0.094335645 -0.020842235 0.02314975 0.091712315 0.06257766 0.113054885 -0.014065755 -0.05578585 0.115260015 0.234270655 0.239235875 0.070692945 0.163728705 0.066171055 -0.24187612 0.13140543 0.14863966 0.023481595 0.15615401 0.177050435 0.441079385 0.421527235 0.17185243
18826 -1.4538603 -1.2478013 -1.1415618 -1.4079341 -1.4658608 -1.3884359 -1.2284525 -1.2678431 -1.0691679 -0.9524552 -1.2105836 -1.0220762 -1.0983644 -0.4636917 -1.1617029 -1.2381655 -0.7787807 -1.0111379 -1.1826422 -1.2090015 -1.0915807 -1.0999759 -1.1024072 -1.2393009 -1.0264909
18846 0.53679763 0.427675265 0.591865195 0.490694275 0.40030794 0.519552155 0.516127035 0.48720999 0.426320635 0.46007438 0.54614406 0.557431735 0.58881497 0.69044882 0.52145916 0.374595215 0.20525328 0.529012155 0.51909924 0.50098768 0.464742085 0.458987 0.635233945 0.53287175 0.431315295
18858 -1.6022287 -2.1017588 -1.7065519 -1.7180852 -1.9852318 -1.8013743 -2.2153646 -1.5007661 -1.3939296 -1.7845555 -1.8691824 -1.801566 -3.9365797 -2.3136613 -1.7065184 -1.6923371 -1.6747417 -1.5664704 -1.8794665 -2.29307 -2.4910477 -2.0074565 -2.8950923 -2.6542709 -2.3302537
18861 -0.0144605 0.07115523 0.04762557 -0.1440755 -0.2224347 0.03007004 0.24990495 -0.0619444 0.0813901 0.13199923 -0.0153864 0.10133646 0.20369388 0.02088242 -0.1230621 -0.1580946 0.01246466 0.17561522 0.08717561 0.10445751 0.00722398 -0.1865385 0.159175 -0.09457 -0.140245
18938 1.02124209 0.89091034 1.01906696 0.88953721 0.66488266 0.92215425 0.77779568 0.86366759 0.53653347 0.83034622 0.98593811 1.11476454 0.97006191 1.10409982 1.04836659 0.71377498 0.870879 0.91561947 1.14106099 0.91935807 0.95229344 0.91719124 0.75284716 1.15087433 0.94686272
18949 -0.622121533 -0.561834133 -0.596488467 -0.432697333 -0.6673307 -0.526938233 -0.4797115 -0.445132 -0.429691133 -0.4812443 -0.5316237 -0.633631767 -0.516166933 -0.5919832 -0.735167967 -0.378253033 -0.487267467 -0.420131833 -0.546125933 -0.584323367 -0.6253469 -0.427146267 -0.642129433 -0.547108567 -0.464604
18950 0.46296222 0.36092712 0.43469753 0.4427097 0.5183439 0.292211 0.31648663 0.40811235 0.47077348 0.34294408 0.3995969 0.28274639 0.40054107 0.52710493 0.4499104 0.40328975 0.33539412 0.37035012 0.41702173 0.45545514 0.39215279 0.50796289 0.43587756 0.4439974 0.51595714
18970 0.22591567 -0.1737825 0.68858042 0.17532181 -0.2437021 0.07600961 -0.0089326 0.0326043 -0.120271 0.34664964 0.22346411 -0.1951937 0.69262969 0.56215551 0.12317525 -0.1554515 -0.0220496 0.33445937 0.50621195 -0.1408189 0.02983038 -0.0634312 0.61871577 0.0575951 0.07156059
18971 1.24078337 1.24432994 1.09596731 1.16357543 1.33184238 1.05923389 1.15013394 1.22471751 1.23457352 0.92723776 1.29957343 1.10467124 0.97855569 1.04262369 1.08959528 1.11862774 1.01514563 0.88893141 0.98300212 1.0773705 1.28767053 1.24241748 1.0960472 1.1788272 1.25830619
18972 0.03594828 0.22439957 0.33144491 -0.0144678 -0.0708528 0.10538266 0.31243879 0.01315074 -0.0483468 0.77508227 0.16213551 0.31924412 0.50382719 0.36947799 0.03109081 -0.1890343 0.4879228 0.51709933 0.4288273 0.15065152 0.02646249 0.18118699 0.31283149 0.13331197 -0.0934013
18973 -0.5043135 -1.0867979 -1.0277128 -1.1812217 -1.0616075 -0.7557788 -1.077921 -0.8763839 -1.1198781 -0.8637452 -0.8070149 -0.7189993 -0.7529252 -1.0888619 -1.0351211 -0.7289885 -1.1349363 -0.6589925 -0.8470281 -0.9685546 -1.0096078 -1.0084153 -0.2187545 -0.9978306 -0.9635473
18974 0.81556371 0.86028453 0.40216338 0.97425459 0.92844327 0.86342518 0.69991569 0.98856481 1.05007008 0.47656923 0.91263296 0.71224681 0.53938124 0.55161176 0.93027918 0.83788188 0.66645495 0.5206107 0.57523881 0.84493734 0.75793882 0.91803558 0.64004017 1.06166015 1.16568661
18975 -0.4407291 -0.2542322 -0.5107379 -0.5777741 -0.1087379 -0.4791383 -0.4431066 -0.4713944 -0.4757159 -0.2878935 -0.4665771 -0.430669 -0.3117767 -0.2543323 -0.9549997 -0.6184851 -0.5873016 -0.3276021 -0.3572822 -0.5839363 -0.5068571 -0.4367088 -0.1364708 -0.1971743 -0.6632275
18983 0.189988005 0.25839145 -0.14055472 0.24700342 0.318376825 0.033427595 0.299704395 0.23521801 0.22039476 -0.09168412 0.274272875 0.145934865 0.058212985 -0.11033622 -0.02483799 0.10858142 0.025456265 -0.136449675 0.007204455 0.24803347 0.21906491 0.147978225 0.14983772 0.31619529 0.275728695
18984 0.379215715 0.20529238 0.162248445 0.301430045 0.459113135 0.34947044 0.10255848 0.29956439 0.282192585 0.116819085 0.25274598 0.10423893 0.205295935 0.18280326 0.35724478 0.43383596 0.24715823 0.220355205 0.23451732 0.27799431 0.293887885 0.368551 0.16527107 0.243987035 0.42018376
18991 1.0986277 0.95659634 1.2485276 0.93483681 0.67058688 0.79283784 0.8872081 0.85314215 0.78431055 0.92535269 0.99588817 0.91345677 1.25201222 1.27315247 1.02378378 0.7165687 0.29196221 1.23387088 1.0817201 0.81339556 0.9054456 0.70362485 1.41044509 0.74565971 0.82388436
18999 -0.4878711 -0.5462243 -0.6181657 -0.148321 -0.0381441 -0.694437 -0.5416401 -0.6204565 -0.6663011 -0.1591819 -0.4430211 -0.5717315 -0.4615852 -0.4100823 -0.3576714 -0.5924958 -0.5246332 -0.293669 -0.1786517 -0.9255085 -0.4309533 -0.3311658 -0.4080263 -0.3529729 -0.5364449
19009 1.57617067 1.50507429 1.4896827 1.5775508 1.6752027 1.54133855 1.63774525 1.62607433 1.57030987 1.67592277 1.62114511 1.4332527 1.46903137 1.54437205 1.62449051 1.71390695 1.65946113 1.59549371 1.60100646 1.55762275 1.57460389 1.55578881 1.51557914 1.61084982 1.69769924
19012 1.1744051 1.25720497 1.27832284 1.22302648 1.15800365 1.19826701 1.12181258 1.11564971 1.30912068 1.26254185 1.18682872 1.1570712 0.97321434 1.20928298 1.25748326 1.35574495 1.43829473 1.19842852 1.14589906 1.21098847 1.20353192 1.04807125 1.20996121 1.05742423 1.35529633
19014 -0.6431561 -0.7984788 -0.8383815 -0.7694063 -0.3414938 -0.7730452 -1.0456856 -0.673681 -0.7852884 -0.9649026 -0.7833035 -0.7959757 -0.9065592 -1.067857 -0.2862938 -0.401978 -0.736889 -0.9208874 -0.7346974 -0.8921208 -0.6625212 -0.8035493 -0.8183132 -0.7353481 -0.5208507
19023 0.9909706 0.86882293 0.78402873 0.82775906 1.09490582 0.55914537 0.75055971 1.03816503 1.02271113 0.53229194 0.88697755 0.75145172 0.65140758 0.75520808 0.89837915 0.96735354 0.88188449 0.52182971 0.7320481 0.80178916 0.86721083 0.99456558 0.66639449 0.94398734 1.04488495
19024 -0.2145886 -0.3236554 -0.347042 -0.1705214 -0.2660415 -0.3300028 -0.458167 -0.3283458 -0.149074 -0.5265853 -0.3775773 -0.3193031 -0.5111289 -0.509785 -0.0676799 -0.2588214 -0.4655892 -0.5236039 -0.492448 -0.210956 -0.2078599 -0.3572868 -0.3479569 -0.1589834 -0.0641013
19027 -0.37398347 -0.48477389 -0.528251273 -0.410833863 -0.527573917 -0.51856932 -0.467205353 -0.417600107 -0.384152373 -0.415075843 -0.453095253 -0.504381087 -0.412397427 -0.345129527 -0.391905607 -0.317914 -0.350541003 -0.417528423 -0.492286087 -0.515210267 -0.41103847 -0.455875283 -0.362354073 -0.40300905 -0.417409037
19038 -0.6066191 -0.6408061 -0.1812175 -0.5774462 -0.5103668 -0.3567134 -0.7526259 -0.6595116 -0.500625 -0.0180433 -0.4778831 -0.4813542 -0.174446 -0.086951 -0.5688265 -0.5378406 -0.1443707 -0.2406481 -0.2180782 -0.6451972 -0.4486527 -0.4316073 -0.346322 -0.4899181 -0.6398595
19039 -0.6036406 -0.7306089 -0.7925053 -0.5751103 -0.5840777 -0.7024486 -0.8283039 -0.6961437 -0.6895829 -0.6745967 -0.653367 -0.8137183 -0.7554609 -0.8232473 -0.5532234 -0.4160816 -0.6877196 -0.5716322 -0.6707436 -0.6188973 -0.5902155 -0.5952443 -0.6487994 -0.7275896 -0.4939815
19041 -1.646126 -1.3465917 -1.3378627 -1.4022411 -1.5159558 -1.3017987 -1.3259499 -1.7969485 -1.0383903 -1.2865744 -1.3481727 -1.354199 -1.2839012 -1.1058807 -1.3541119 -1.6634168 -1.3913541 -1.4298448 -1.6571949 -1.1298542 -1.5120596 -1.7112303 -1.3490215 -1.441173 -1.3493404
19042 0.255066293 0.23978131 0.22714481 0.318035093 0.235315253 0.292021603 0.326181963 0.327485055 0.344701188 0.300483095 0.2013537 0.205022258 0.194233653 0.306324165 0.33117165 0.31518027 0.323061643 0.293428085 0.216378548 0.210676828 0.314417605 0.254706733 0.245759468 0.358823523 0.310083723
19044 -0.6851317 -0.7022879 -0.6519046 -0.8134579 -0.7656002 -0.7517921 -0.8602406 -0.8104127 -1.2721444 -0.3368944 -0.7603106 -0.6578656 -0.7167568 -0.6151437 -0.8175315 -0.7471409 -0.407217 -0.8029481 -0.5970743 -1.2425612 -0.6836711 -0.6816591 -0.7620631 -0.8911755 -0.8890871
19045 -0.2536552 -0.3404409 -0.52211335 -0.46009695 -0.30089035 -0.5182923 -0.6522238 -0.43682015 -0.5560554 -0.018883895 -0.4440575 -0.2067488 -0.4073685 -0.30542545 -0.5340222 -0.4192725 -0.40136105 -0.0944382 -0.39545365 -0.56728335 -0.44642925 -0.3036494 -0.044499365 -0.39917015 -0.70257045
19046 -0.2285612 -0.16932138 -0.24176825 -0.445351 -0.43667125 -0.43186465 -0.332518055 -0.34731475 -0.22244832 -0.2713738 -0.15802949 -0.241034315 -0.290676985 -0.347577815 -0.35590335 -0.06082899 -0.406123655 -0.34204779 -0.317768055 -0.326168985 -0.192894085 -0.306079 -0.181606445 -0.374630805 -0.2143172
19049 -0.4511469 -0.4348593 -0.5580616 -0.4355706 -0.5974637 -0.4960869 -0.6591886 -0.5107949 -0.3761361 -0.684836 -0.7269736 -0.5375028 -0.4840462 -0.490316 -0.5397886 -0.3385994 -0.5314342 -0.6047992 -0.7221922 -0.5323822 -0.602649 -0.5301914 -0.5681469 -0.6034416 -0.4608309
19053 0.772821795 0.84792872 1.12407838 0.71366118 0.556574555 0.720889395 0.91885347 0.658846795 0.59346927 1.193044655 0.733825855 1.005803325 1.07899284 0.976543675 0.688768715 0.656464725 0.72232528 1.047906005 1.07900991 0.854625205 0.88670921 0.756594145 1.057593225 0.78806084 0.5381774
19055 -0.055878533 0.040858783 0.10466269 -0.19609555 -0.164177477 -0.058377373 0.041936877 -0.389530697 0.09810221 0.12714666 0.030397807 0.130105057 0.115469963 -0.032280007 -0.158417423 -0.16045271 -0.06890901 0.07304395 0.038022443 -0.01266787 0.059320553 -0.12769519 0.15491743 -0.130102613 -0.161097577
19056 -0.165778107 -0.160821563 -0.16780957 -0.23983148 -0.333294173 -0.22380398 -0.191530513 -0.175858683 -0.16272834 -0.082433363 -0.2780546 -0.178638863 -0.135580247 -0.05833953 -0.228799243 -0.290297087 -0.42253279 -0.080906737 -0.206861847 -0.147169073 -0.166866717 -0.2546405 -0.1799818 -0.214239303 -0.264075437
19058 -0.3257058 -0.4830427 -0.5568299 -0.3796802 -0.5507902 -0.4876127 -0.5389875 -0.3861825 -0.2221322 -0.660102 -0.6093031 -0.636805 -0.5266896 -0.5800435 -0.2998016 -0.4950153 -0.5330233 -0.5216389 -0.5480488 -0.4052816 -0.4367015 -0.4368668 -0.5046806 -0.5046787 -0.3425573
19060 -0.2723325 -0.3868005 -0.3578407 -0.3405844 -0.2713239 -0.4766986 -0.3636308 -0.4389813 -0.4701247 -0.3103331 -0.2301233 -0.2006977 -0.336457 -0.3889911 -0.3315993 -0.4364725 -0.8389324 -0.3284066 -0.3876367 -0.3873566 -0.5311062 -0.4667207 -0.0659619 -0.3200819 -0.3872071
19062 -0.5819382 -0.3359878 -0.6398125 -0.5762636 -0.5970253 -0.6858703 -0.6099792 -0.6080473 -0.5392292 -0.2901563 -0.5909973 -0.4020004 -0.4644206 -0.3816679 -0.2892614 -0.4318961 -0.2104118 -0.4768081 -0.5507138 -0.4701585 -0.4162008 -0.5184499 -0.4303897 -0.5212347 -0.6008331
19063 0.017225345 0.117414425 0.0440899 0.14614985 0.034233485 0.00549886 0.1862606 0.069896385 -0.005512485 0.30656288 0.02306228 0.01282471 0.18648293 0.14106882 0.065433535 -0.03949323 0.0834021 0.107293315 0.128369265 0.0535519 0.04214217 0.11518648 0.00163653 0.14541132 -0.1113269
19069 -0.03495917 -0.06446348 0.03490305 0.05711243 -0.05531447 0.035842795 0.00380069 -0.042036475 0.059362195 -0.049595195 -0.15084113 -0.183283565 -0.0148646 0.015268445 -0.0045421 0.02279797 0.12133627 -0.094631245 -0.02700454 -0.019400965 -0.093719555 0.025752735 -0.12554437 -0.041883735 0.11751894
19070 0.660441345 0.53792361 0.534470645 0.616062855 0.560618245 0.63076748 0.676908985 0.573714705 0.537352885 0.591881465 0.5820964 0.52935688 0.589215315 0.571683905 0.75230136 0.655238405 0.695165345 0.683908835 0.62433514 0.522737355 0.61109977 0.811130305 0.654982155 0.626914265 0.67977653
19072 -1.03524125 -1.2948169 -0.98134365 -1.24087375 -0.7002864 -1.0835737 -1.0838429 -0.93058245 -1.25972325 -1.18436345 -1.2997796 -1.0697901 -1.2755955 -1.05579775 -0.94398735 -1.12655185 -1.22127875 -1.3000168 -1.09676375 -1.1058726 -1.253161 -1.1216925 -1.1982514 -0.9831204 -1.3207065
19076 -1.5008493 -1.6730803 -1.48123145 -1.52168655 -1.12438615 -1.53612685 -1.89159775 -1.5158671 -1.8168477 -1.66380215 -1.493925 -1.5942521 -1.72388415 -1.72593265 -1.4309557 -1.42487205 -1.5964261 -1.6772874 -1.7044802 -1.67663525 -1.4534983 -1.8495551 -1.52430035 -1.58523035 -1.6105166
19082 0.37607448 0.22438795 0.12366157 0.48108567 0.65488249 0.24745156 0.38852654 0.66401927 0.35160509 -0.6266301 0.3398003 0.46161531 -0.1421378 -0.0379407 0.81208631 0.51247291 0.05964919 -0.0659982 0.11952332 0.24504502 0.24920914 0.47261639 0.0478607 0.25428005 0.58518959
19084 -1.28046365 -1.25798975 -1.17062225 -1.3655136 -1.2776247 -1.26523505 -1.3579233 -1.2838181 -1.28188655 -1.2229021 -1.23132905 -1.29503245 -1.1431992 -1.23773565 -1.3861307 -1.2256797 -1.27154495 -1.1034773 -1.20675525 -1.37496665 -1.2520113 -1.2389221 -1.14307495 -1.3403531 -1.339707
19087 0.24315283 0.21027202 -0.0267077 0.28082403 0.29055458 0.26914875 0.09318369 0.27586195 0.37541169 0.03674526 0.16540284 0.05119485 0.17746862 0.10668605 0.29625906 0.25290977 0.22864252 0.18732511 0.02206835 0.3056317 0.10379772 0.28391655 0.18868662 0.39810534 0.37468321
