Gene	BmFA2a	BmFA2b	BmFA2c	BmFA2d	BmFA2e	BmFA3a	BmFA3b	BmFA3c	BmFA3d	BmFA3e	BmFA4d	BmMA2a	BmMA2b	BmMA2c	BmMA2d	BmMA2e	BmMA3a	BmMA3b	BmMA3c	BmMA3d	BmMA3e	BmMA4a	BmMA4b	BmMA4c	BmMA4e
Gene	6	6	6	6	6	16	16	16	16	16	24	6	6	6	6	6	16	16	16	16	16	24	24	24	24
11287 1.5397499 1.32449529 1.3338381 1.62385778 1.61204797 1.59719437 1.46900697 1.49309632 1.62308868 1.17678947 1.57542256 1.14138923 1.23362473 1.40255229 1.65416234 1.70180894 1.58909653 1.37447302 1.34314828 1.3919355 1.42048208 1.75100469 1.21481569 1.52314529 1.71987948
67903 2.20188929 2.23600858 2.2825469 2.14454108 2.21670632 2.2201498 2.03237918 2.23599381 2.09410586 2.38203449 2.08902667 2.18073788 2.14667601 1.98522742 2.00585467 2.25286791 2.40453517 2.21544095 2.28813253 2.16353901 2.39740257 2.08821969 2.10984049 1.94276726 2.02293919
67905 -0.208727 -0.2071446 -0.173784 -0.1852783 -0.5856783 0.04277267 -0.1352863 -0.2236413 -0.0854185 -0.4079372 -0.1266661 -0.4775892 -0.203786 -0.1426315 -0.2581633 -0.2306384 0.00901809 -0.1608069 -0.1170365 -0.4284695 -0.1300609 -0.031563 -0.425726 -0.1264165 -0.4347588
67914 -0.3553378 -0.4823502 -0.3309512 -0.4219637 -0.6001859 -0.4488183 -0.6180001 -0.4597431 -0.3400052 -0.392607 -0.4669046 -0.517782 -0.3134233 -0.4687188 -0.4237653 -0.4770914 -0.5486547 -0.3577557 -0.385188 -0.3537283 -0.4533731 -0.5000406 -0.2476173 -0.4643803 -0.52637
67916 0.295962275 0.27005864 0.289516215 0.16043396 0.09179502 0.1236706 0.23732565 0.27371324 0.01736057 0.29255148 0.157012815 0.47917981 0.249231655 0.404060555 -0.08677331 0.1824013 0.077510065 0.341265235 0.4082333 0.20094933 0.357080445 0.10601301 0.313465925 0.384475355 0.00810949
67920 0.30391538 0.31561565 0.24356082 0.3534037 0.42185509 0.36404414 0.36632112 0.33127204 0.24703132 0.29088707 0.32147937 0.26714157 0.20160244 0.36877013 0.28337624 0.25865048 0.29801676 0.23226903 0.28339415 0.25735775 0.31726305 0.45034454 0.17893662 0.42595915 0.27741149
67921 -0.9139416 -1.0877186 -0.5317051 -0.7709677 -0.7804598 -0.7791566 -0.7024082 -0.8405405 -0.5057703 -1.214256 -0.8827194 -1.0537977 -0.9390094 -1.0792886 -0.9136074 -0.8973343 -0.7019339 -1.0358603 -0.8183798 -0.6386287 -1.0637534 -0.5988389 -1.6802247 -0.8714827 -0.5149486
67922 0.355356335 0.175036775 0.39423528 0.40212456 0.277681425 0.26007232 0.238737805 0.42791425 0.275506305 0.235329355 0.334943015 0.18407448 0.358878635 0.376773575 0.4026553 0.253471125 0.138215335 0.35834703 0.33036682 0.211540995 0.199700775 0.23826124 0.297546465 0.315062465 0.37599652
67923 -0.4844795 -0.4875254 -0.4902216 -0.4793576 -0.4219739 -0.4349554 -0.4343739 -0.4687807 -0.5261437 -0.5274237 -0.4724386 -0.6080472 -0.5474642 -0.4959873 -0.5340195 -0.4295698 -0.4734105 -0.5842505 -0.5032808 -0.611789 -0.4354363 -0.3400044 -0.5733692 -0.3839605 -0.4828442
67933 -1.3500957 -1.3774676 -1.8301654 -1.0889422 -0.9286231 -1.5913141 -1.5817061 -1.5194095 -0.957596 -1.3844933 -1.5007384 -1.3909764 -1.57746 -1.6024533 -1.7472085 -1.3308608 -1.2711602 -1.49659 -1.4485219 -1.319913 -1.3775752 -1.1801147 -1.4105113 -1.2937931 -1.2622879
67936 -0.3574309 -0.3957778 -0.5264712 -0.0710128 -0.4143443 -0.4646641 -1.0126168 -0.5904865 -0.4629162 -0.4224109 -0.5732363 -0.2369919 -0.4208938 -0.3703 -0.2594177 -0.51235 -0.4685301 -0.6104089 -0.5937905 -0.6270479 -0.4744901 -0.2859044 -0.4202605 -0.2572622 -0.2610864
67941 -0.7689523 -0.8957733 -0.6978826 -0.8773346 -1.0040936 -0.8302455 -0.7159296 -0.897457 -0.8124609 -0.5286197 -0.9000577 -0.8514573 -0.7761332 -0.7411861 -1.0383858 -1.1274929 -0.7061559 -0.7889853 -0.7642447 -1.0451927 -0.8891354 -0.9027481 -0.7738323 -0.8641512 -0.6972628
67942 -0.6307351 -0.6959413 -0.6964508 -0.7571531 -0.9556449 -0.6759093 -0.6179621 -0.5893645 -0.6393659 -0.4911617 -0.8769866 -0.6803244 -0.5934782 -0.8908761 -0.7225842 -0.6122326 -0.6418847 -0.685686 -0.5643789 -0.7369647 -0.63295 -0.6549095 -0.7257021 -0.7280597 -0.6615938
67943 -0.3954756 0.00564442 -0.1250512 -0.0437509 -0.5158511 -0.1978909 -0.1430309 -0.4395472 -0.5123716 0.44696132 -0.1930138 -0.1119952 0.08305338 -0.2571552 -0.0914993 -0.4755215 0.14219467 -0.0880747 -0.0535704 -0.2842988 -0.2363302 -0.2435875 -0.0500628 -0.5612243 -0.6286045
67945 1.198180845 1.2640322 1.4604674225 1.1265272625 0.972326295 1.07758976 1.1376382875 1.0133976525 0.9919591475 1.5246878075 1.1340797475 1.449553305 1.3542438525 1.391945015 1.060020235 1.0508275725 1.2594971525 1.4531084075 1.37916744 1.1365551275 1.2470907375 1.13390309 1.4532015375 1.07592358 0.847945215
67948 0.2681108 0.25991121 0.155719345 0.24326455 0.233616105 0.265421295 0.29157632 0.27024326 0.5129056 -0.022245335 0.32955289 0.09360557 0.146922515 0.17246413 0.40022649 0.209965245 0.355924 0.10602577 -0.07281808 0.350202455 0.16142153 0.249219075 0.036680945 0.242472475 0.33397938
67949 -0.85162155 -0.73742635 -0.7167713 -0.64433985 -0.79068325 -0.59097955 -0.6449296 -0.41540705 -0.77073935 -0.7192928 -0.6446619 -0.81666315 -0.74829865 -0.59666805 -0.6925472 -0.5836125 -0.73981025 -0.77079565 -0.6653868 -0.75455445 -0.6145136 -0.67437625 -0.63577315 -0.58257475 -0.6832712
67951 0.079249 0.43547421 0.0353423 0.17582009 0.19166486 -0.0354444 0.04398184 0.02931807 -0.0620354 0.46311732 0.20212401 0.33108666 0.33795569 0.42564413 0.05124727 0.19121737 0.20104936 0.39137816 0.27482166 0.24986626 0.30410265 0.21598649 0.38424216 0.2240348 0.0193891
67952 -0.823597367 -0.7639119 -0.5786572 -0.755273933 -0.751973967 -0.680376767 -0.680730267 -0.769453967 -0.643508667 -0.567321067 -0.723972167 -0.8202458 -0.620141533 -0.6375339 -0.674604 -0.731043467 -0.5911096 -0.767441333 -0.727568667 -0.628416133 -0.7126271 -0.841670633 -0.7352259 -0.7534769 -0.696926467
67955 -0.1634394 0.00608246 0.18649691 0.28330289 0.02726543 0.29391748 0.55029403 -0.0496796 0.18250366 0.03897295 0.06807085 0.0496672 0.25314881 0.05259932 0.14023502 -0.1013687 0.23381887 0.22014031 0.22240062 0.36963697 -0.1689622 0.18103572 -0.1078734 0.13164533 0.05350765
67956 -0.186624 -0.19390305 -0.2601495 -0.23769715 -0.52673265 -0.21241537 -0.240515185 -0.217776675 -0.119403355 -0.36965075 -0.3377776 -0.3806112 -0.25230885 -0.38523785 -0.03164045 -0.2626053 -0.034500465 -0.37686605 -0.39224815 -0.166990275 -0.3512055 -0.30861945 -0.2802392 -0.3781913 -0.127504875
67958 -1.0398483 -1.1010874 -1.0284598 -1.014669667 -1.0970267 -0.909554167 -0.980107733 -0.858816 -1.009107767 -1.106640633 -1.076131267 -1.104447133 -1.080121133 -1.183899333 -1.219955633 -1.167686667 -1.035206033 -1.0730833 -1.173911267 -1.0471112 -1.043255733 -1.063631267 -0.939775 -1.243583133 -1.2345056
67959 0.0497839 0.24909871 -0.1039837 0.18277368 0.3187515 -0.0639089 0.15237191 0.13703103 0.16823728 -0.1366217 0.19292723 0.05723162 0.01520795 -0.0533656 -0.099924 -0.1771183 -0.2017654 -0.2295584 -0.0785675 0.10829907 0.17659163 0.05700738 0.16680729 0.3441269 0.32481239
67963 0.484534957 0.479325967 0.279719287 0.435496697 0.369692807 0.400570413 0.303699043 0.540378243 0.517466937 0.451260183 0.390701583 0.47611511 0.426296663 0.573488747 0.43923677 0.473746303 0.45982763 0.32284555 0.38577976 0.381376823 0.28051408 0.500253293 0.425553973 0.583168493 0.441384423
67967 -0.93010941 -1.188242525 -1.02383395 -0.71631034 -0.944833225 -1.8623542 -1.18938382 -1.827732525 -1.25657841 -0.827889545 -0.816106705 -0.888352085 -1.557288965 -0.774615975 -0.61667305 -1.53943435 -0.88541395 -1.657114085 -0.800677075 -1.41162787 -1.13449046 -1.49641393 -1.060970255 -0.89701667 -0.836838065
67968 -0.6960676 -0.7548121 -0.4182939 -0.914252 -0.8024903 -0.3582005 -0.8808464 -0.7777052 -1.1075063 -0.6754568 -0.7241068 -0.5735914 -0.4775463 -0.5999664 -0.8720958 -0.8934697 -0.9857551 -0.6215977 -0.5316576 -0.7760739 -0.7847561 -0.8751279 -0.2653357 -0.7663704 -0.9386247
67971 -0.476094 -0.427532 -0.5332865 -0.4854738 -0.3456441 -0.4809179 -0.5500626 -0.2661178 -0.3415469 -0.4814177 -0.4928412 -0.3845227 -0.3913152 -0.3158609 -0.5435201 -0.3920933 -0.4966971 -0.3843768 -0.4000151 -0.3764333 -0.5003181 -0.4159876 -0.440825 -0.6613146 -0.4201956
67972 -1.30740068 -1.350271967 -1.717221833 -1.473465367 -1.760518233 -1.3999624 -1.5174042 -1.6472663 -1.561819633 -1.3515105 -2.869591733 -1.259258033 -1.17804954 -1.364090133 -2.116771367 -1.931527367 -1.6227003 -1.1968286 -1.2637857 -1.311034833 -1.648677567 -1.8241026 -1.06212152 -1.545659633 -1.5751498
67974 -0.182062997 -0.178460483 -0.202088043 -0.175757837 -0.24890394 -0.094435307 -0.214639277 -0.125943847 -0.169750883 -0.19611686 -0.18715604 -0.128990623 -0.272606187 -0.155036927 -0.004934907 -0.06609926 -0.259611007 -0.18489173 -0.348759043 -0.195411007 -0.136140673 -0.095486293 -0.163104637 -0.076053537 -0.088203713
67976 -0.1997433 0.16649654 -0.392541 -0.0813894 -0.0543566 -0.6590036 -0.2772731 -0.0652349 -0.2839135 0.03883585 -0.1363449 -0.0050843 -0.1885254 -0.0770868 -0.3158982 -0.178037 -0.101196 -0.1598267 -0.1967297 -0.2203614 -0.0174223 -0.2344107 0.03290338 -0.3204769 -0.2438573
67979 0.72201501 0.824653895 0.926308825 0.83621832 0.798613325 0.696254875 0.96640419 0.88135019 0.70535591 0.510310905 0.748283015 0.98229978 0.568427145 0.596804415 0.745805295 0.80704303 0.714646735 0.828964015 0.659352445 1.08607178 0.711534405 0.789803225 0.632919365 0.84924348 0.81992285
67988 -0.454950833 -0.435085593 -0.40607507 -0.315244033 -0.505396493 -0.341936303 -0.396100923 -0.4759824 -0.218839157 -0.47777352 -0.41142691 -0.526839743 -0.498482527 -0.546636603 -0.341631847 -0.485422127 -0.422257737 -0.477865843 -0.52580819 -0.48178021 -0.3809806 -0.417714547 -0.488380857 -0.409218497 -0.29105063
67994 -0.901708 -0.8188882 -0.8565964 -0.8498484 -0.9358163 -0.8816104 -1.1230898 -0.9215652 -0.835167 -0.4679018 -0.878148 -0.7982897 -0.7978003 -0.8042047 -1.0282345 -0.8205316 -0.622138 -0.9218719 -0.755077 -0.9634612 -0.8115455 -0.6898505 -1.197992 -0.9383318 -0.7889495
67996 1.09321115 1.09096065 1.18339105 1.11933509 0.92495296 1.09643416 1.09264163 0.9419505 0.90767523 1.14765199 1.1644151 1.2782984 1.1737413 1.1395825 1.01765418 0.90846138 0.73138972 1.10248492 1.13790559 1.02913349 1.02923579 1.03041648 1.30391881 1.17086428 1.01019911
67997 -0.3638101 -0.6463126 -0.3340399 -0.3901112 -0.1060513 -0.2393888 -0.3242042 -0.1419815 -0.3646313 -1.1728103 -0.3362704 -0.6942979 -0.7678403 -1.1376916 -0.03282 -0.1613866 -0.4654621 -1.0016142 -0.5749545 -0.5284258 -0.6034552 -0.4015695 -0.9197156 -0.2562433 -0.0237532
67998 0.77823911 0.69992848 0.32426678 0.76500604 0.91116812 0.77654504 0.75912413 0.72849809 0.72309842 0.5625231 0.75268837 0.61602818 0.58683621 0.77867904 0.71681034 0.83600452 0.70232803 0.45216669 0.6862665 0.61607981 0.73094905 0.96710818 0.568399 0.93962681 0.8117441
68011 0.85957465 1.19292685 0.84208517 0.81769906 0.71268874 0.92512609 1.17266371 0.93343108 0.79190366 1.41759429 0.99341583 1.17451678 1.18436047 0.79304897 0.62501827 0.80325564 1.22145663 1.20160305 1.16872409 1.03829315 1.18384366 0.71940233 1.07274578 0.59748251 0.52086423
68014 0.30853517 0.36330742 -0.1113556 0.0248828 0.36610375 -0.0758422 0.13380659 0.00248601 0.17993298 0.09349524 0.27176572 -0.0286526 0.10661917 0.19152985 -0.1510363 0.01277879 -0.1520744 0.01632025 -0.0011345 0.01826668 0.28195354 0.06667293 0.30221755 0.23705347 0.21882772
68015 -0.773565 -0.6661243 -1.1113378 -0.7527802 -0.7387218 -0.8176373 -0.7533653 -0.8011358 -0.7990854 -0.5216574 -0.7006272 -0.8294932 -0.7339151 -0.6453929 -0.7637519 -0.7141663 -0.8830567 -0.7958281 -0.6669824 -0.4980246 -0.5908226 -0.5540238 -0.7139836 -0.6556291 -0.7139134
68018 0.267237995 -0.01917901 -0.134314225 0.17733736 0.229687075 0.150657055 0.00234688 0.035386715 0.269531285 -0.20629851 0.09239714 -0.21279756 -0.062484905 -0.13203104 0.288023855 0.20966449 -0.01260385 0.019227895 -0.020592635 0.006127275 0.099852065 0.135778945 -0.022425085 -0.027472245 0.387676025
68024 -0.2193358 -0.0982588 -0.2095027 -0.343058 -0.1586517 -0.279757 -0.09271 -0.1036781 -0.1377723 0.02744377 -0.2810744 -0.1632433 -0.1281115 -0.238916 -0.2965002 -0.1639722 -0.135543 -0.1182936 -0.1219739 -0.1749521 -0.1598019 -0.3237269 -0.2463644 -0.1542021 -0.2600454
68026 -0.1388922 -0.0338771 -0.0916324 0.00368008 -0.2693399 -0.0814342 -0.1807219 0.04138917 0.23570372 0.11327532 -0.0044083 -0.2745767 -0.0194701 0.00549262 -0.0871446 0.08568304 0.18078883 -0.1191015 -0.083743 -0.0955872 -0.028864 -0.0118932 -0.0448572 -0.2039317 0.10728616
68036 -0.1344068 -0.2939468 -0.1922421 -0.2033879 -0.1692723 -0.0122073 -0.1531813 -0.1079635 -0.2408625 -0.3474549 -0.2682341 -0.3285361 -0.3228609 -0.2167235 -0.0776926 -0.0989699 -0.1471394 -0.1973609 -0.2365886 -0.2408049 -0.2200053 -0.0433754 -0.333307 -0.1232943 -0.2205608
68040 0.24941374 0.54117961 0.46443195 0.28142632 0.18041775 0.19937192 0.24385698 0.32859167 0.19863794 0.71716128 0.27059292 0.47470667 0.39850187 0.33584473 0.24407908 0.26695006 0.73920487 0.49447533 0.45134979 0.36154499 0.43470229 0.30844162 0.43058517 0.16193332 0.03292375
68041 1.10264376 0.8895059 1.2408899 1.07830327 0.90007033 1.04944462 0.92398156 0.91133517 0.96524087 1.09893047 1.12780083 1.13430202 1.19925805 1.14172289 1.01516928 0.89275471 0.45029948 1.16510064 1.08868965 0.92369048 1.05160675 0.93648295 1.32787155 0.94372937 1.09318708
68043 -1.2449268 -1.4179703 -0.9291594 -1.5269696 -1.4860502 -1.1478173 -1.6383846 -1.1194046 -1.1529014 -1.360374 -1.3099382 -1.1953149 -1.1094006 -1.2366775 -1.4604879 -1.2550689 -1.5662741 -0.9875528 -1.0622487 -1.4225968 -1.0654325 -1.3541977 -1.1610852 -1.4849695 -1.5028652
68045 1.5772341 1.58130226 1.59133479 1.49164235 1.39495529 1.52736482 1.56774137 1.50009123 1.41071512 1.60537004 1.53995537 1.77315221 1.66644392 1.69324555 1.42169326 1.4113275 1.27646556 1.63045309 1.6035008 1.54115331 1.46562473 1.52255524 1.71445725 1.61614385 1.35679392
68046 -1.1498657 -1.0634607 -0.9371145 -1.1328097 -1.4305714 -0.9426284 -1.0643515 -1.3048778 -0.7513361 -1.003645 -1.217546 -1.2303456 -0.8519886 -0.879474 -1.2499764 -1.3969876 -0.9773044 -0.909516 -1.0372323 -1.0512446 -1.060656 -0.9671013 -0.9865712 -1.2175743 -0.8616949
68048 -0.20200069 -0.035353723 -0.158065443 -0.21688667 -0.269540433 -0.27667365 -0.171584087 -0.230948627 -0.31130404 0.179212637 -0.22492675 -0.046606203 -0.153805743 -0.022771973 -0.271260857 -0.078032527 0.13935805 -0.066741743 -0.058203617 -0.286154023 -0.031166743 -0.090377927 -0.111677643 -0.19477051 -0.276814273
68052 -0.0333592 0.24293713 0.12401025 -0.036536 -0.1485162 -0.0398152 0.25189015 0.04348095 0.01145218 0.41575111 0.04174673 0.19751446 0.24203274 0.18865114 -0.0210803 -0.019931 0.37627045 0.26128072 0.20724617 0.07465021 0.08293777 0.13412408 0.15783015 -0.0211505 -0.241118
68058 1.47651165 1.40928928 1.86445533 1.68630301 1.48981028 1.28486324 1.20813424 1.41376351 1.26105672 1.43155196 1.77272061 1.72849333 1.68496755 1.78491043 1.6515712 1.57968895 0.80675152 1.46863788 1.71404536 1.41638564 1.48975473 1.3230705 1.58096478 1.40320684 1.31967598
68059 -0.055156905 -0.17479865 -0.00818916 -0.03434123 -0.31614855 0.08418958 -0.3203466 -0.034966655 -0.012654655 -0.2624035 -0.052431925 -0.133957075 0.065222225 -0.04009551 0.040267125 -0.1101542 -0.38067115 -0.058525305 -0.030288065 -0.1087773 -0.2219253 -0.28940055 0.1542187 -0.163303695 0.01014722
68066 0.24008414 0.46347736 0.13348955 0.1004261 -0.0187624 -0.0583424 0.24451608 0.13230681 -0.0624964 0.52997079 0.38128473 0.55929132 0.44168093 0.75675382 0.24769698 0.08271222 0.08434635 0.42403596 0.44493339 0.0980267 0.31978481 0.38784825 0.44614029 0.5592227 -0.1710113
68077 -0.1855165 -0.0923206 -0.0039812 -0.2283811 -0.3436608 -0.152541 -0.1386036 -0.1439221 -0.1173322 0.25910289 -0.2184644 0.0005789 0.12556787 0.0286102 -0.3073979 -0.215065 0.03958357 0.07651522 0.05202426 -0.0843702 -0.1795387 -0.1335286 -0.0881384 -0.2669528 -0.2054907
68079 -0.2935565 -0.3754592 -0.3543818 -0.2451527 -0.1662699 -0.3982298 -0.2965849 -0.5847671 -0.2780038 -0.2405236 -0.2567921 -0.0096548 -0.3722965 -0.2501577 -0.2167898 -0.2774776 -0.3678873 -0.3741183 -0.344281 -0.6713283 -0.2603544 -0.1148394 -0.1325668 -0.1786493 -0.2250998
68080 -0.2593903 0.14211702 0.03999034 -0.1480742 -0.3294027 -0.2219954 0.09148624 -0.1222874 -0.4062522 0.35311918 -0.0569982 0.06276504 0.03378551 0.13831585 -0.0798441 -0.079303 0.22760129 0.13550279 0.02065807 0.11142849 -0.068524 0.01495433 0.06396098 0.01332742 -0.2134452
68082 -0.4900088 -0.3498337 -0.3299494 -0.3037177 -0.4254751 -0.2991657 -0.2970002 -0.3982506 -0.3708019 -0.2669293 -0.3536253 -0.5182835 -0.3075292 -0.2923773 -0.4532081 -0.4105302 -0.200367 -0.4000961 -0.3953124 -0.3799236 -0.2866696 -0.4459207 -0.298072 -0.4376384 -0.4893907
68083 0.365530455 0.48504935 0.536722855 0.53015127 0.61127938 0.334121765 0.641317085 0.553290605 0.33718285 0.31252823 0.49480697 0.643041135 0.3231841 0.20908139 0.38203458 0.29594494 0.230293555 0.542992435 0.48209721 0.68070892 0.4983484 0.548050795 0.472754975 0.631459495 0.49579103
68087 1.30900876 1.27165019 1.37324163 1.14940911 1.02822606 1.15462789 1.37055069 1.12845947 1.02759257 1.49744018 1.26006318 1.52003534 1.47937332 1.52051675 1.15048871 1.01829297 1.05309497 1.48746401 1.50929758 1.24624438 1.21560433 1.06352203 1.77094076 0.91086426 0.76848936
68089 0.39965241 0.43069164 0.20637569 0.14608247 0.0832663 0.27868516 0.25244565 0.0315375 0.07991379 0.3887942 0.32611805 0.59241314 0.46175672 0.49014282 0.3138824 0.24908056 0.15076024 0.50885354 0.41111452 0.11156195 0.26255357 0.29808923 0.78456954 0.35006161 0.26538005
68090 1.03038909 0.982625205 1.332035425 0.96670267 0.86043101 1.233740595 1.22913379 0.88098404 1.08569144 1.408103125 1.035156085 1.12541739 1.34389431 1.2548723 1.03022206 0.858699195 0.95509592 1.25722819 1.306402945 1.09995892 1.069846045 0.9419191 1.20186005 1.048591055 0.87306842
68092 -0.461418633 -0.443309243 -0.155613967 -0.465764467 -0.641556547 -0.352197423 -0.376861687 -0.50530547 -0.270606787 -0.111077623 -0.46121027 -0.28088087 -0.170811663 -0.265626653 -0.472622277 -0.479753803 -0.228269963 -0.161563783 -0.323421667 -0.38685725 -0.44935884 -0.589601953 -0.329874113 -0.590234153 -0.41735409
68095 -0.2992625 -0.3002757 -0.1891406 -0.2738931 -0.3114907 -0.2778265 -0.1643459 -0.2894496 -0.4043465 -0.1626341 -0.3258203 -0.2817332 -0.1833133 -0.1438087 -0.2463903 -0.360921 -0.1704061 -0.3017484 -0.1918154 -0.4353988 -0.420658 -0.2828313 -0.1972407 -0.5142578 -0.3491327
68097 -0.2572878 -0.5053615 -0.6277787 -0.5284023 -0.2883647 -0.4082699 -0.2824467 -0.2835915 -0.3936849 -0.5528354 -0.4154985 -0.0959823 -0.6148206 -0.74033 -0.0056026 0.0083067 -0.4689944 -0.5356503 -0.4910937 -0.2126418 -0.4605937 -0.2503642 -0.5642706 -0.309869 -0.392908
68114 -0.3076819 -0.3947786 -0.6015729 -0.5653226 -0.1305985 -0.8115764 -0.5863345 -0.5592007 -0.4120882 -0.7599184 -0.440774 -0.5510771 -0.54158 -0.4821398 -0.426871 -0.2820476 -0.7454835 -0.6761516 -0.583352 -0.3878762 -0.4273918 -0.4836116 -0.3008202 -0.8046522 -0.377184
68115 -0.2982011 -0.78725 -0.4219609 -0.7747788 -0.7788109 -0.694409 -0.7975607 -0.3997758 -0.6506346 -1.0487386 -0.5891386 -0.3298653 -0.354965 -0.3712542 -0.3562982 -0.8694902 -0.9241563 -0.1917085 -0.6334331 -0.5566277 -0.9149843 -0.737433 0.21898414 -0.5891558 -0.7158974
68121 -0.7274641 -0.8949627 -1.0509772 -0.9213854 -0.601339 -0.9676174 -1.241248 -0.7079608 -1.171154 -0.903511 -0.8460883 -0.855862 -1.057375 -0.9947808 -0.665496 -0.5516629 -0.997739 -1.0556 -0.9873592 -1.0475837 -0.9022126 -0.861854 -0.9285306 -1.0690552 -0.7417823
68127 -0.0291669 -0.4698263 -0.1925296 -0.2568476 -0.4236173 -0.0487713 -0.3928812 -0.0941506 -0.2941331 -0.3456804 -0.0242833 -0.2536976 0.04108837 -0.0055456 -0.0111564 -0.4263167 -0.4885334 -0.1823 -0.1025558 -0.4638896 -0.3396568 -0.3424309 0.03982009 -0.3111251 -0.0434092
68133 -1.7601736 -1.4197264 -1.7382406 -1.4866612 -1.582523 -1.4578879 -1.8099045 -1.6428571 -1.3944766 -1.410811 -1.6320319 -1.6334787 -1.5917172 -1.5540315 -1.601977 -1.3663743 -1.4867786 -1.4777614 -1.7253151 -1.6552636 -1.6386927 -1.5811275 -1.5836115 -1.6144329 -1.4863102
68134 -0.095613943 0.05452007 0.2058082 0.03336164 0.009609867 0.034893663 0.042711157 -0.01059038 0.127723823 0.290576993 0.034444417 0.055880253 0.091541337 0.123522997 0.05236173 0.023866507 0.345727663 0.097028877 0.03328309 0.036710203 0.01221198 0.09057656 0.022374563 -0.0526975 0.142272833
68137 -2.0084691 -1.8822683 -1.9404358 -1.8926592 -2.0621549 -1.7725183 -2.0628894 -1.8754086 -1.7804795 -1.7416854 -1.8345448 -1.781957 -1.9568426 -1.7696579 -1.8030719 -1.9207716 -1.6295017 -1.7181577 -1.7864691 -1.9302089 -1.8297175 -1.9540267 -1.8369207 -2.145592 -1.7629535
68140 -1.4568094 -1.3467653 -1.3335132 -1.3806015 -1.2491446 -1.2932048 -1.2652165 -0.9824322 -1.4948891 -1.2026703 -1.5988477 -1.2672612 -1.3457359 -1.2341755 -1.5179415 -1.5826263 -1.3426987 -1.4278011 -1.25992 -1.3965936 -1.4340424 -1.1398333 -1.4845505 -1.2073325 -1.4101391
68142 0.26512268 0.20365879 0.112666035 0.3997536 0.293215695 0.274887985 0.20322889 0.20259886 0.4972227 -0.01046059 0.146247435 -0.05432725 0.186886945 0.11545626 0.314532825 0.340551545 0.188548555 0.20880505 0.030280275 0.30922894 0.148933855 0.228243285 0.118655645 0.277642055 0.431961125
68145 0.81468251 0.75536917 0.71609821 0.95413583 1.09124369 0.94748416 0.81962906 0.86826057 0.92013064 0.52155547 0.90908093 0.65300309 0.66970799 0.60715932 0.92544003 0.83520406 0.71574037 0.66809868 0.77857424 0.81809188 0.888859 0.97716856 0.63673087 1.04131264 1.03205279
68147 -0.7092547 -1.1105936 -0.5351369 -0.7786781 -0.8914469 -0.7812927 -0.9875711 -0.7464103 -0.9022453 -0.7594418 -0.7141986 -0.7939107 -0.6889365 -0.6934207 -0.4850544 -0.7463605 -0.6064658 -0.796977 -0.7289264 -0.8367863 -0.8394417 -0.7902077 -0.5954573 -0.7041485 -0.7946876
68149 -1.3076935 -1.2135699 -1.2926995 -1.228104 -1.1636227 -0.9895229 -1.1656265 -1.2362074 -2.1355069 -1.1388275 -1.1696537 -1.1664988 -1.1393564 -1.3193916 -1.250917 -1.2277357 -1.199447 -1.247207 -1.0679236 -1.241374 -1.1427846 -1.087245 -1.1999953 -1.1424298 -1.4139554
68153 1.01128969 1.03108923 0.6607883 1.16380366 0.96367891 1.01366512 0.9627082 0.95998869 1.08065548 0.83745616 1.04922165 0.97984039 0.85674336 0.83681248 1.0747279 0.9534608 0.95568457 0.87780451 0.91473389 0.95977016 0.83395596 1.12873147 0.85385845 1.11359596 1.24969662
68157 1.78546229 2.02979982 1.87373253 1.82347769 1.89310831 1.77121147 1.79268277 1.88667934 1.71254069 2.13527838 1.95955552 2.10087913 1.95038364 1.5602639 1.72363968 1.79777824 2.0735718 1.95940841 1.99061004 1.76945523 2.03495058 1.65212809 1.97771156 1.5468411 1.60077737
68166 -0.514433457 -0.54121042 -0.547187233 -0.532827713 -0.519727613 -0.471495283 -0.560556263 -0.537121893 -0.58659215 -0.553842813 -0.521541137 -0.502318663 -0.5063134 -0.534177587 -0.535146993 -0.626116433 -0.55415191 -0.5735294 -0.567538733 -0.499154003 -0.581079667 -0.513346073 -0.531131803 -0.66267861 -0.62860856
68172 0.04855271 0.2437322 -0.0332187 -0.0416865 -0.0949012 0.16407683 0.01941442 0.13322974 0.24802006 0.24605202 0.07872154 -0.1595909 0.09182184 -0.0934906 -0.0087055 0.1511196 0.25280289 0.10269002 0.02965849 0.15973438 0.00264481 0.17420474 0.12282017 0.07945185 0.14331917
68183 -0.3965936 -0.2715981 -0.3337545 -0.2304085 -0.6114602 -0.1221155 -0.2954981 -0.1816583 -0.1400267 -0.28953 -0.3110909 -0.4014532 -0.3237798 -0.2144274 -0.353876 -0.0812987 -0.3768956 -0.207062 -0.2532008 -0.1696735 -0.3356056 -0.1711025 -0.3600492 -0.1830656 -0.2916315
68184 1.015482855 1.11947587 0.91951102 1.20507547 1.25797341 1.18518881 1.216502525 1.14046389 1.16520242 0.772458525 1.144795845 0.877291975 1.00958061 0.917255235 1.091713265 1.08824332 1.02644059 0.882187065 0.856727425 1.168749345 1.07679892 1.18118228 1.00064396 1.2916071 1.319494845
