Gene	GSM154905	GSM154904	GSM154907	GSM154906	GSM154903	GSM154908	GSM154897	GSM154896	GSM154902	GSM154899	GSM154898	GSM154901	GSM154900
24259	2.66130951982845	4.47325440564029	2.62743641263024	2.82334380004235	2.64298107414004	2.65254385739768	2.63871103160395	2.64373846105599	2.63352653435653	2.62694369967579	2.53735322700231	2.64816398721168	2.64608199303958
24260	2.48071492457477	2.62812382793281	2.4598224049079	2.61889523786502	2.46740469991159	2.53700774780089	2.4337500012296	2.57045928785215	2.42327561699977	2.58557311238478	2.33039633870252	2.57259018719175	2.36357060205314
24261	2.58262825638207	2.7675361576437	2.50015065410764	2.57866342786089	2.60330112709603	2.53711835985813	2.75804621550786	2.61031264603089	2.54512696341237	2.53035171069485	2.51007704811276	2.54170687213771	2.53157983694091
24264	9.17314742634436	7.77212979154016	9.86858182835408	9.4867787201702	9.24073886957023	9.12181840205521	9.75718329994855	9.84668605105872	9.3478272949894	8.40717427287709	9.45564778358571	10.2101842759076	8.95830910414378
24265	13.4763791558815	13.0679519171098	13.7564208028968	13.670147233168	13.6420291224285	13.5967022505532	13.1931895960705	13.2801748395297	12.8306736491318	12.4204366097597	12.8967108157261	12.9321187659937	12.6605597529393
24267	6.5117479106526	5.5520142612127	5.3915546537933	5.81810151860665	6.17364316074742	6.01934831298761	5.48153790687608	5.96136634270822	5.79384127337574	6.22595161294639	5.62463610189504	5.88456617548926	5.86834847056122
24268	6.41031057321651	6.01344662680346	5.67358374750112	5.75880417398512	6.01294777062192	5.77641109848794	7.29720976201179	7.28258498155514	8.23535529845206	7.29940952362152	7.58917672361985	8.58548087611148	7.88163607181581
24269	2.41692619295797	2.67079275878448	2.40746152706114	2.44996540469909	2.40431731698632	2.42845866625753	2.3696646922848	2.71712254117773	2.41737457463367	2.49286839629479	2.36259332261757	2.42361581770509	2.41597764971162
24271	2.31036920691251	2.43001223249601	2.65878273401283	2.68004749488211	2.30445263192145	2.3200571494797	2.25356577157292	2.31026158467193	2.3175703518593	2.3041576258535	2.28925313964077	2.31383209965725	2.31214817329058
24273	3.25336002930437	3.83671188581834	3.18474365999055	3.45176500038823	3.39695406802165	3.18347539843937	3.33282248552275	3.12821255238469	3.36293271130913	3.2321864311999	3.46108321449608	3.72701644544101	3.2450072787012
24277	2.01936032351545	2.19368029097644	2.00861596416718	2.06722222999889	2.00880597053432	2.02982389252861	1.98383454049992	2.02047019844138	2.02309918497548	2.01357302594753	1.97079108712742	2.03017361151982	2.0223536079612
24278	3.37901093127725	3.78619904333318	3.25337591486299	3.40793052929529	3.21959526269349	3.42648617462309	3.63242236620969	3.47026873446856	3.21736954954698	3.30383261121851	3.27878841688539	3.28970390864547	3.31476902107304
24282	2.58737459286817	3.00277451833577	2.56037747107972	2.72995729915083	2.5796049756777	2.56465131573129	2.54573119426175	2.57233915705706	2.57883005414494	2.51077714123786	2.45382570754944	2.5611452535639	2.57971116302163
24283	3.2079584271983	3.40759748543024	3.06449143642961	3.2518917512866	3.18141427917687	3.1702840275311	3.1515081641608	3.15829339661701	3.51573767896917	3.1473018138001	3.3145761752211	3.17128370077185	3.43433465519459
24284	2.49794442187774	2.79801110199943	2.48418196577379	2.58513080532502	2.4893040080263	2.51100747734881	2.49370112664396	2.70814308247464	2.50404065572738	2.48514083605851	2.48723936186697	2.50323423101721	2.49904476968226
24291	2.31704642124258	2.57809337215042	2.28273039056814	2.33341800873351	2.29203076352497	2.26794922151793	2.46253662693902	2.29352940146612	2.30003584199139	2.24555955131641	2.27273689265158	2.37001637578835	2.31816641716812
24294	3.19089610302163	3.55900063408832	3.16790060273573	3.31168717037891	3.17284803754365	3.1693718623182	3.10798351897686	3.28811046228797	3.22584457292055	3.29593652369006	3.09131732116893	3.21556470875833	3.17825039735024
24296	2.11634812035231	2.40459526350795	2.07861325016354	2.12623282287868	2.07422454246435	2.09653174269363	2.05050866276505	2.08859618454471	2.0931849184837	2.07091821911559	2.03468409252307	2.08887090317186	2.08969135598738
24297	2.38359923971701	2.6274247389141	2.35729581553385	2.47821338213488	2.38229927017108	2.3969020227954	2.35488936012998	2.38189521127659	2.39189417015335	2.37704876591796	2.34051954297299	2.38937957964668	2.40767361652075
24298	2.61825745280252	2.83588972396352	2.69116562763225	2.65510677864443	3.02104792031425	2.62085146665416	2.4159019555781	2.60497984050759	2.614408318787	2.6119985644889	2.96161036434515	2.61037171008497	3.00437554418808
24299	3.00705059658433	3.27039587939623	2.98045447931155	3.09060915066376	2.95412557005703	2.97445497322874	2.91799163392599	2.98733905869022	2.9638897637251	3.0321255345579	2.93529802488535	2.99008489802714	2.96338256542281
24300	2.70719787256078	2.67324885746847	2.54773606934814	2.66947130114762	2.55252708783892	2.56641577048741	2.53973949533009	2.64871852522091	2.56223021087802	2.54356269622875	2.51723537278474	2.55670897567098	2.55327939554207
24303	3.50554481920347	3.2465859427948	3.46164445760532	3.21685525640077	3.21971915693747	3.19324581279516	3.22011477294157	3.36050685328252	3.3469774485229	3.36253862027485	3.35337481506572	3.51589849080899	3.23290093017416
24306	2.4348870555973	3.17174965780766	2.40851622809932	2.73005732638976	2.48349335128439	2.43793080149428	2.35850035281246	2.55173501995344	2.42654387241484	2.41106281436105	2.31914678497657	2.42927315788024	2.42570098696618
24307	7.06323327464039	6.54749610026649	6.97393265491158	6.6831630637754	6.65432096394498	7.18993325098721	6.75712995077443	7.01620657510295	6.82257720396775	6.56336713516605	6.98849155718687	6.17858518316177	6.4990470027136
24309	5.05953266143475	5.72744401433118	7.4607179945232	6.16649653392743	6.06347058484758	7.21319172671244	7.70849075507491	7.87646783270635	7.29929961516461	7.41651888219774	7.10793889649493	6.92564344659055	7.24345963737763
24310	3.64380309762032	3.5351820456209	3.31747628993383	3.45509900160317	3.55284612896238	3.39857337975119	3.68483332148848	3.98744366261391	3.85318627379482	3.50942285668633	3.94712282324639	4.14675459132313	3.78276342845437
24311	7.40998486476586	7.56086777424485	7.71979265057432	7.75936226080694	7.83575989268284	7.89017914181974	7.77172054630927	7.90179611127625	7.57535771677221	7.66745221211785	7.55077756254916	7.44395468619116	7.58098962414623
24312	3.63551798503102	3.31692240613231	3.2650327568114	3.37929749301042	3.18751439819282	3.40892648330977	3.86660965189018	3.51321068565667	3.60791496765766	3.51639300626982	3.47972379441217	4.0241881590879	3.76167532990625
24314	7.60751526279683	7.47940842915823	7.41339944896161	7.31903981556254	7.57840288479325	7.6641485810867	7.98477730770264	8.09918472535622	7.77363376024366	7.82964029301393	8.01495220060787	7.58202904611988	7.62169293189235
24315	3.59463811806797	3.98575087645444	3.39274398524508	3.67700865291846	3.35998985772958	3.35573517661538	3.33850713738706	3.50080396475427	3.29666003122358	3.4216414013516	3.31423319391079	3.44274183610371	3.41019726215913
24316	2.47534822860034	2.78795687159416	2.46901071888846	2.55462814156076	2.44903041796768	2.47825221893043	2.50907125665987	2.46758077137911	2.45864710388673	2.53008073315338	2.38503475935122	2.46967372303373	2.50343524338755
24318	2.6477865033327	2.93434853908364	2.6059730983049	2.84930075396219	2.62027203289165	2.9838436589174	3.05505679336893	2.62985084062794	2.64810414879414	2.60313611626446	2.52496382522029	2.74268534686427	2.63014682564122
24323	3.60357293832008	3.8630662282726	3.57712666130705	3.62890188089194	3.79424949192362	3.62298890066718	3.90145583849647	4.06775916587012	4.05582903743023	3.53365055512354	4.2571087060615	3.73969691415958	3.4694041294227
24326	7.24741813794445	6.97451213334356	6.90154281478623	7.00185990538101	6.94806782669567	7.01192025359643	7.16347130914288	7.2148432290751	7.13946184625445	7.19890542713058	7.16688068573714	7.0890956894429	7.05014247542692
24329	3.71070037966472	3.57646983474231	3.52809899021596	3.74574423041991	3.81778619099507	3.50418656534791	3.54095841984749	3.35524043416722	3.79209971733296	3.37779460600656	3.71555791044219	3.65757855789415	3.54762781060394
24330	6.3306928397508	7.19737398007688	6.79379186329501	6.99173724222158	6.92379097517432	6.75440652364897	7.09857957134249	7.0484214812337	7.2025744425618	7.34922371893827	7.78323399905601	7.42134113414777	7.57552412020172
24331	2.45701373522097	2.18857499972449	2.11540619068494	2.52512925120397	2.44887452791706	2.47059412925316	2.41464972287682	2.45467864271686	2.45527066226215	2.43965239006322	2.39306742921524	2.73509537104197	2.66468079913053
24332	2.5170589576753	4.14492738485672	2.50823087058658	2.59352827034879	2.50511095241506	2.49017731480026	2.47709443355419	2.50928286045619	2.51320015602741	2.49428247179273	2.3719268074662	2.62764652336973	2.52181209798342
24333	11.2702427576788	10.7694907618383	11.4398256906854	11.2079233465977	11.3598044563495	11.3760114020951	11.5553512449841	11.6126151282134	11.511302976678	11.0485413656938	11.3574805278645	11.6172700110226	11.2509497341411
24334	5.49325663655732	3.89708549698349	5.11174914172563	4.85063942589333	4.73584165771353	4.87152827086222	5.9959886956513	5.71100750176459	6.04206425389507	5.40389143719442	5.71458622826011	6.42511853121363	5.64494645515723
24335	2.19651577123344	2.42834878185958	2.18405490531174	2.26408298419736	2.18549551888109	2.20758991633431	2.14961381645244	2.42019671831978	2.20244906713451	2.18487058349411	2.14141317118971	2.20004288340286	2.19119308647086
24336	3.10303373181541	3.33349815654974	3.00734502672339	3.15563051410815	3.16033184954893	3.13621599984608	3.43364719510459	3.26638327918093	3.14308479654679	3.19712624533874	3.26113912327623	3.39562678485476	3.44018725176656
24337	4.05400622505723	4.36707746410997	4.33074481975078	3.58869664862287	4.23877921817365	4.50296701931903	3.87592746988103	4.13958409404237	3.83194815844643	3.54017609531966	3.49869765078559	3.46296844032096	3.53312723458062
24338	3.13446739280469	3.3958305697327	3.11471183117306	3.16368066784145	3.16138627887915	3.13141498076445	3.37313311971602	3.3164354110105	3.12146637995122	3.12214921210544	3.51325069754699	3.15702268416778	3.12497488652802
24346	4.794098698525	5.52451925334961	5.08455032689426	5.60048782252424	5.05338941954463	5.37044121234003	4.91862427857169	4.51295942774125	4.18577274066115	4.2831165119333	4.3030922296659	3.83359077437979	3.69311259810369
24356	8.9144359619661	8.37971625606836	8.79545527204412	8.95225201638007	9.33714464108295	8.7615246387424	8.90045929471933	8.68170927557639	8.68727769233247	8.55662483742136	8.72983483788466	8.87263794680481	9.03973610218937
24360	2.95982578505309	3.29791038344051	2.92696532116284	3.01398207234986	2.96516182946846	3.05788344889963	2.88405082388799	2.93413903035397	2.94115702980243	2.93186645486369	2.79046136632016	2.95817452026974	2.94404318648495
24361	3.06200424632271	2.91398082189186	3.0005361020374	2.82241472571621	2.77866556774665	2.77377484176692	2.78088538235142	2.78075522883571	2.61956560655949	2.80921548540967	2.94055204428415	2.78457936125275	2.78536152782367
