Gene	TFA2a	TFA2b	TFA2c	TFA2d	TFA2e	TFA3a	TFA3b	TFA3c	TFA3d	TFA3e	TFA4a	TFA4b	TFA4c	TFA4d	TFA4e	TMA2a	TMA2b	TMA2c	TMA2d	TMA2e	TMA3a	TMA3b	TMA3c	TMA3d	TMA3e	TMA4a	TMA4b	TMA4c	TMA4d	TMA4e
26419 -0.6850505 -1.011281 -0.9852231 -0.9505626 -0.8000466 -1.1916587 -0.8265645 -0.7847158 -0.993947 -0.8641517 -1.0583948 -0.9561573 -0.4608245 -0.8399537 -0.5518401 -0.8762707 -0.7180433 -1.0337564 -1.0012107 -0.6101825 -0.1200722 -0.967618 -1.002074 -0.4682002 -0.3180485 -0.2511286 -0.6215309 -0.590521 -0.5556959 -0.6616529
26420 0.0812804 0.0164536 -0.0696408 -0.2459049 0.27093276 0.00512537 -0.2608625 -0.0960721 -0.3458835 0.21502535 -0.1662967 -0.0859101 0.3373375 0.15122993 0.06850429 -0.0471317 -0.2798431 -0.1485671 0.06619359 0.34665399 0.09917641 -0.0077307 -0.1462138 0.01529552 0.37474425 -0.1792357 -0.0165876 -0.0622588 -0.1038407 0.23582354
26423 -0.6464614 -0.400223 -0.3444513 -0.4645958 -0.4565017 -0.6513452 -0.5908906 -0.3094958 -0.3550705 -0.5610108 -0.3241502 -0.6768213 -0.8015268 -0.5020115 -0.6142582 -1.7921 -0.6557558 -0.4360383 -0.4875385 -0.7700836 -0.9417624 -0.3380922 -0.3297799 -0.5649373 0.10306111 -0.4445436 -1.0886759 -0.6296509 -0.5956048 -0.6050238
26424 0.2466067 0.20980684 0.35514856 0.1051269 0.13277384 0.10128073 0.30957769 0.27376548 -0.0733855 0.28064969 0.15680255 0.00123221 0.33798244 0.02248693 0.07803222 0.27166102 0.20865777 0.49919159 0.23837165 0.24815232 0.23134325 0.19799186 0.24124087 0.29957506 -0.2790605 -0.0082094 0.02886095 0.23697192 0.47235272 0.6036886
26425 -0.0176849 0.55112738 0.67241158 0.34396769 0.2353039 1.01181806 0.28910516 0.37424961 0.47585619 0.29486865 0.77105169 0.60725467 0.07174206 0.26300215 0.29101899 0.78481907 0.99265411 0.40269323 0.32455904 0.1745854 0.95221661 0.86514399 0.86530144 0.72398147 0.48932351 0.62005908 0.70445219 0.54822274 0.6937658 0.23025495
26426 -0.9117719 -0.6177397 -0.1374898 -0.2729682 -0.4511842 -0.5954499 -0.6876153 -0.5731976 0.16951846 -0.5419955 -0.5454669 -0.629444 -1.1758018 -0.3588897 -0.8727246 -1.5001477 -0.9846186 -0.170392 -0.1677447 -0.6847757 -1.2122441 -0.4121117 -0.7996798 -0.8998764 -0.6406925 -0.799421 -0.6163806 -1.0812185 -0.8565367 -0.8388373
26428 0.220942688 -0.005482963 -0.065919195 -0.074700228 0.09709795 -0.0883576 0.126155758 0.026364083 -0.02098628 0.18193987 -0.101988963 0.05777124 0.23667751 0.084086553 0.093647805 -0.066721233 0.322674545 -0.033055508 0.0210939 0.190579153 0.297031913 -0.045866145 0.00398493 0.310337943 -0.041319863 0.206798073 0.135722368 0.17367349 0.21434754 0.268151408
26433 0.08755563 -0.1360939 -0.1164028 -0.1893867 -0.399552 0.03241157 -0.1112967 -0.2376197 -0.0550069 0.03807163 -0.1659324 0.14574526 0.26715488 -0.0258895 -0.021638 0.07193253 0.06092468 0.08859929 0.11990655 0.03832103 0.07784946 -0.1125012 -0.0786811 -0.0589907 0.208334 0.0308973 0.02311255 -0.0670214 0.06736718 0.29813847
26434 0.93060432 1.17413053 1.10171929 1.15774909 0.77583713 0.92816928 0.95290668 0.807863 1.19124986 0.95169596 0.87089898 0.98010313 0.99988301 0.82736181 1.04796989 0.67799656 0.93123194 1.05319804 1.18921431 0.97489734 0.77448762 0.85010254 0.99321627 0.58565801 0.01764868 1.05268668 0.93737174 0.81781016 0.94803853 0.90563417
26440 0.20996108 0.77464885 0.52612173 0.52513118 0.50471418 0.93057807 0.60850969 0.50727847 0.5778763 0.45299836 0.86708341 0.34559809 0.32739216 0.16837539 0.55032054 0.68837345 0.57262334 0.31219641 0.21292968 0.14453862 0.16056271 0.80423292 0.18966652 0.56692694 0.9345049 0.06523678 0.48635879 0.46797565 0.38767374 0.45293518
26443 -1.1888538 -0.754452 -0.6642648 -0.6664128 -0.1408567 -0.6496243 -0.840111 -1.0330213 -0.4780252 -0.926974 -0.8064818 -0.9376987 -1.4035652 -0.9603567 -1.0655192 -0.7548417 -1.1834884 -0.5828526 -0.588016 -0.9936605 -1.3217949 -0.6654459 -0.8735305 -1.18011 -1.2377699 -0.9741084 -0.869009 -1.1091326 -1.2301069 -1.2405073
26444 -0.64411375 -0.25089085 -0.22330005 -0.3965544 -0.43751985 -0.2692991 -0.5103771 -0.5428931 -0.12365085 -0.46035425 -0.30973455 -0.15361957 -0.6025156 -0.6028153 -0.5459232 -0.26984335 -0.38247765 -0.2928339 -0.27819355 -0.55463355 -0.6374421 -0.21319045 -0.5114951 -0.55053385 -0.8966325 -0.5000286 -0.5120826 -0.7503492 -0.50737725 -0.7100675
26451 -0.1588768 0.46275235 0.554026675 0.431998285 0.437710575 0.35164695 0.129900895 -0.023913875 0.81172598 0.248036435 0.4846702 0.41597131 -0.6368905 0.20919275 0.15163055 0.290163845 -0.2361191 0.46694861 0.49324679 -0.1522973 -0.60293175 0.300066835 0.079417285 -0.4446927 -0.6647739 0.079002105 0.18713086 -0.6053917 0.072213225 -0.6578341
26456 -1.1432033 -1.1323106 -1.4456699 -1.1385562 -1.0718346 -1.1137719 -1.1426599 -1.442007 -1.3246579 -1.1848265 -1.0009611 -1.281133 -1.005637 -1.0966214 -1.2339785 -1.0394606 -1.1344683 -1.1016624 -1.1963401 -1.1527655 -1.2348582 -1.2035559 -1.0219328 -0.911923 0.04709134 -1.1053434 -1.2755187 -1.1003145 -1.1088899 -1.311274
26554 -0.7660403 -0.703446 -0.57053905 -0.6347611 -0.7907797 -0.38499705 -0.4916106 -0.7204726 -0.379383205 -0.6154577 -0.3196019 -0.63273375 -0.95881165 -0.6539938 -0.7487302 -0.62385275 -0.81240085 -0.6501333 -0.6391345 -0.9085179 -0.8031219 -0.4954358 -0.65694075 -0.6977506 -0.6711233 -0.62775925 -0.68624245 -0.8325061 -0.633759 -0.783576
26557 -0.3413254 -0.190921705 -0.067348625 -0.113072705 -0.27627514 -0.11449405 -0.27609645 -0.33351595 0.04227702 -0.21560327 -0.035964105 -0.149959945 -0.28051535 -0.2364309 -0.30184075 -0.05471576 -0.1522663 -0.086690125 -0.06762908 -0.235697185 -0.36388565 -0.18076665 -0.182987765 -0.33191385 -0.54700175 -0.228849985 -0.14737576 -0.33222885 -0.20776544 -0.41420065
26559 0.010029935 0.156750715 0.08139427 0.096238135 0.03323819 0.02287535 0.01450612 -0.00686271 0.204277675 0.118115275 0.19553335 0.02776438 0.0332531 0.036720265 0.1185929 0.216625995 0.01563656 0.0691786 0.062448345 0.203426775 0.01542155 0.02464621 -0.28891825 0.035366515 -0.02367422 -0.067666285 0.07997604 -0.092012 0.002461505 0.03783868
26561 -0.1308915 -0.4645602 -0.3132844 -0.3914876 -0.348586 -0.4756438 -0.1963233 -0.1135877 -0.1085587 -0.5188999 -0.5656049 -0.5618554 -0.2517592 -0.2442252 -0.0980783 -0.3604447 -0.1515703 -0.5203454 -0.5672326 -0.3633971 0.07359756 -0.2704693 -0.398524 0.06251146 -0.2301841 0.37053662 -0.4559275 -0.6007936 0.09578964 -0.0088826
26563 -2.46953065 -3.35756085 -2.8610878 -3.1036647 -2.94128895 -2.86561985 -2.8259001 -2.88954795 -3.12931745 -2.6569816 -2.7249028 -2.5590481 -2.55546485 -2.9962257 -2.5258846 -2.6004124 -3.49476525 -3.10589075 -2.92316775 -2.5167889 -3.63085445 -3.1051177 -2.52138565 -3.10571315 -1.00061285 -2.3900802 -2.81255205 -2.51807135 -3.04497335 -2.6181678
26569 0.09084905 0.16834638 -0.0226912 0.32760681 0.10952033 0.10019179 0.07049036 -0.0929655 -0.1812902 0.13016547 -0.1200319 -0.1391318 0.2889043 0.36810983 0.13923947 0.04141317 -0.04597 0.0425696 -0.0468042 0.19390326 0.19578456 0.18534043 -0.0366444 0.31760627 0.40118293 0.04143959 0.11524555 0.16918268 -0.0267406 0.15787745
26572 -1.4099609 -1.1591923 -1.0474698 -1.3450915 -1.183542 -1.070632 -1.3360849 -1.3815041 -0.9254363 -1.2718321 -1.2286906 -1.1694999 -1.7464677 -1.5057474 -1.4428691 -0.9253948 -1.1449049 -1.0071637 -0.8848098 -1.4794694 -1.3734171 -1.2128339 -1.1366981 -1.6604535 -1.3022259 -1.3125769 -1.4023694 -1.8078651 -1.2827636 -1.6729875
26611 -1.2754995 -0.9904351 -1.1754244 -1.0053288 -1.083136 -1.0525329 -1.4584856 -1.1389963 -0.9153592 -1.1234093 -1.0399998 -1.3878639 -1.1516718 -1.0957931 -1.2689011 -0.9640563 -1.139652 -1.0320674 -1.1846532 -1.1177809 -1.0464417 -1.0306694 -1.122195 -1.225974 -0.9173165 -1.2705635 -1.3835197 -1.3894116 -1.1954114 -1.1082462
26885 -0.8758192 -0.8601612 -0.90250575 -0.89920585 -0.874608 -0.9940886 -0.85257825 -0.78375545 -0.882259 -1.0937356 -1.4417372 -0.9525197 -0.7082995 -0.86950335 -0.86620345 -0.89442045 -0.88209115 -0.93649685 -0.96336085 -0.81482815 -0.7678489 -0.96604115 -0.90039835 -0.9054824 -0.856477 -0.84445965 -0.83563485 -0.93368705 -0.98839235 -0.94926585
26886 -0.7437444 -0.7942017 -0.6664681 -0.7065055 -0.6273919 -0.8896505 -0.6110862 -0.4797686 -0.7334808 -0.7280631 -0.5827109 -0.5664599 -0.5834195 -0.6294584 -0.5404163 -0.7044998 -0.7198444 -0.5344147 -0.7495044 -0.5047766 -0.5366751 -0.6899068 -0.9143015 -0.4523218 -0.2067971 -0.6056722 -0.6876922 -0.5273254 -0.372004 -0.4552764
26891 -0.4786554 -0.205956 -0.128383 -0.0870758 -0.206216 -0.1015823 -0.301947 -0.3081714 0.09502458 -0.307076 0.00434079 -0.3329628 -0.6038184 -0.3396585 -0.4414995 -0.2109966 -0.3266964 -0.0556783 -0.0475537 -0.5039404 -0.5165566 -0.1283734 -0.0981651 -0.5985608 -0.8321504 -0.2790341 -0.356098 -0.6358516 -0.3490315 -0.6243463
26893 0.53212557 0.87368126 0.95780922 0.7762175 0.67737173 0.73577169 0.75626777 0.82617277 0.97645196 0.71002803 0.82231435 0.71272308 0.52765184 0.73595067 0.60433876 0.7384792 0.77332553 0.85607531 0.68127189 0.56476533 0.55747726 0.8310597 0.74371342 0.59974755 1.03042409 0.83879274 0.7883786 0.54304876 0.63549206 0.39396307
26895 -1.5501113 -1.2331645 -1.0960188 -1.0483716 -0.9302 -1.0600194 -1.3489102 -1.0437237 -0.6788901 -1.3749333 -0.9470656 -0.9766916 -1.8007712 -1.1697522 -1.3284087 -1.0795383 -1.2228943 -1.416827 -1.3062404 -1.3880118 -2.0332916 -0.9627852 -1.1058383 -1.3623191 -0.4092586 -1.1023132 -1.1474011 -1.3443554 -1.2824556 -1.6680793
26896 0.32648219 0.062570393 0.11072141 0.02209559 0.17258844 0.033955893 0.076178127 0.10719053 -0.109456913 0.21529525 0.08713913 0.170604557 0.241220567 0.11690681 0.137739247 0.098577927 0.096814433 0.17155786 0.216641463 0.274219297 0.249775957 -0.005638367 0.096662947 -0.01146962 0.13812367 0.103022147 0.086683577 -0.01178835 0.136289143 0.200733627
26900 -0.208957055 -0.271423545 -0.111954025 -0.192400045 -0.548816365 -0.0685378 -0.059226935 -0.269177935 -0.066726395 -0.44348765 -0.14186493 -0.18649941 -0.130361295 -0.198814435 -0.280569815 -0.01648962 -0.273737715 -0.060170625 -0.129292545 -0.155390055 -0.15102483 -0.093288725 0.011881295 -0.27503867 -0.414513995 -0.395832965 -0.157668245 -0.26196918 -0.27454047 -0.148119705
26901 -0.7354913 0.057843 0.0408149 -0.1658647 -0.2823646 0.09321991 -0.1456235 -0.4685207 0.33769535 -0.3833589 0.00837017 0.01606446 -0.6935712 -0.4220573 -0.2837538 -0.0605817 -0.1716366 -0.0992294 -0.0470868 -0.4422881 -0.8904003 0.0102076 -0.0414109 -0.5306239 -0.5743001 -0.1550573 -0.2103769 -0.7699842 -0.2102682 -0.7230135
26903 -1.2542325 -0.974673 -1.0204274 -0.9517318 -0.8122248 -0.9330758 -1.1452438 -1.0124317 -1.0674154 -1.1377914 -0.9509224 -1.2924776 -1.265473 -1.2287311 -1.1202258 -0.9378436 -1.2734161 -1.1517113 -1.1937178 -0.6834972 -1.3787047 -1.1153043 -0.8846929 -1.4635277 -0.3163333 -1.2666526 -1.266249 -0.96291 -1.459268 -1.4934433
26905 -0.8123867 -0.8530005 -0.8901641 -1.0051268 -0.8107438 -1.0272563 -0.8836982 -1.0759685 -1.1735315 -1.1126261 -0.9267598 -0.9162477 -0.649654 -0.8211148 -0.8859666 -0.8392386 -0.821106 -0.9339656 -0.9032298 -0.8516769 -0.5353015 -1.0989013 -1.0926295 -0.9554618 -1.1479572 -0.9702157 -1.0908187 -0.9617516 -0.8644882 -0.8297246
26908 -1.2396618 -0.9202373 -0.777755 -0.7236924 -1.145355 -0.7195708 -1.028102 -1.0590009 -0.352012 -0.8783293 -0.6557234 -0.9566406 -1.2803113 -0.9875369 -0.9956981 -0.6268886 -0.8831251 -0.5380316 -0.5756348 -1.2312259 -1.2194734 -1.0772209 -0.8343412 -1.2386969 -1.8002437 -1.0628443 -0.6913609 -1.1136452 -1.2917441 -1.2729914
26909 0.161848875 -0.17291265 -0.18070025 -0.31458115 0.016421765 -0.1900204 -0.02749005 0.17853402 -0.4819069 0.02300257 -0.32778775 0.092079175 0.274592445 -0.000772965 0.16187287 -0.0551219 0.12841525 -0.33286 -0.16036 0.09216707 0.223226455 -0.1975052 -0.0768811 0.30160919 -0.8050493 -0.038437905 0.23468444 0.23545252 0.251943195 0.129525645
26914 0.07787826 0.22857696 0.28461503 0.34682501 0.21186785 0.27626358 0.07433007 -0.1122603 0.34605447 0.17408669 -0.029906 0.34864436 0.23131902 0.21794077 0.27132848 0.34303822 0.00544261 0.43784786 0.45930472 0.33470859 0.43038334 0.19436133 0.13528775 0.09867282 -0.3301838 0.00195736 0.07825845 0.03970222 0.0977203 0.43816667
26920 -1.2492377 -1.3884901 -1.4300807 -1.3162044 -1.2516925 -1.2515839 -1.2458164 -1.4337433 -1.1751733 -1.3937067 -1.2732005 -1.2261546 -1.7352063 -1.589983 -1.5823532 -1.5433943 -1.6411968 -1.1987317 -1.3047821 -1.3188447 -1.7465229 -1.4456472 -1.3060729 -1.3923497 -1.1971458 -1.6139852 -1.5110074 -1.498204 -1.744201 -1.5057698
26922 -0.1299082 -0.3104721 -0.0980725 -0.4821035 -0.3075969 -0.2720709 -0.272016 -0.4770066 -0.215487 -0.3513618 -0.3352185 -0.1266165 -0.3372551 -0.4364472 -0.3101689 -0.4212725 -0.1443266 -0.2603448 -0.155938 -0.4300351 -0.2256385 -0.355407 -0.1965341 -0.2484669 -0.0159757 -0.2496536 -0.2629645 -0.5358933 -0.2381161 -0.3471183
26926 -0.453501665 -0.118435605 0.271326145 0.035631385 -0.123443865 -0.05440808 -0.371310945 -0.30250997 0.335841385 -0.17284998 0.04103526 -0.06733641 -0.39893062 -0.185680695 -0.319452095 -0.094978825 0.193348895 -0.23042305 0.002397035 -0.233193805 -0.35391793 -0.056345035 0.08770799 -0.142489195 0.13809499 -0.012270955 0.04710155 -0.393856195 -0.087258595 -0.56020512
26931 0.233629455 0.242071285 0.15042639 0.179702693 0.166949065 0.148321765 0.191826723 0.06459234 0.127100688 0.377815548 0.143217448 0.139181515 0.07404269 0.163452218 0.161500368 0.274343045 0.20825817 0.308269433 0.17787304 0.161285313 0.201442018 0.109769013 0.087188903 -0.07644659 0.1532839 0.057800358 0.087078618 0.179058783 -0.074431143 0.18497938
26932 -0.07391142 -0.06509671 -0.225384888 -0.02170041 -0.024196405 -0.167967768 -0.106087025 -0.113063948 -0.25041321 0.044733785 -0.104137858 -0.176055343 0.110441385 0.044815133 -0.074055285 -0.13488811 -0.111953528 -0.076954935 -0.19610751 0.0680321 0.13179489 -0.139611648 -0.127904043 0.030413218 -0.082242473 -0.143563878 -0.103014218 0.00269051 -0.049902583 0.028168025
26934 -0.2270008 -0.0171309 0.15018566 -0.0036249 -0.0858315 0.14337034 -0.0524508 -0.3353523 0.43177033 -0.0280922 -0.0096748 0.00421269 -0.5568904 -0.1601064 -0.159081 0.0693372 -0.0421264 0.22407962 0.18255588 -0.3914715 -0.5653025 -0.0900392 0.0556602 -0.4049455 -0.8602904 -0.0697767 -0.1441805 -0.4104104 -0.2553431 -0.3074417
26936 -0.05482444 0.1239616 -0.148786623 -0.174527 -0.109977193 0.09316619 -0.093613833 -0.2276021 -0.109784067 -0.280198613 -0.02258634 -0.093970927 0.006680393 -0.22917994 -0.12343276 -0.047653803 -0.0840015 -0.167848093 -0.152049963 -0.09657307 -0.236821357 0.040538573 -0.027012103 -0.09792047 -0.32528765 -0.255502133 -0.03933217 -0.20311019 -0.06257148 -0.164082293
26938 1.00651665 1.09572084 0.9004332 0.84390608 1.13168918 0.74049009 1.05540641 1.02695301 0.57462998 1.00686753 0.7568611 1.02291332 1.19437315 0.99151106 1.11776907 1.02128932 0.7912125 1.02449424 0.87833114 1.35589173 1.28190313 0.7529935 0.76534764 0.88937694 0.51208892 0.81415869 0.8955434 1.05677393 0.88736937 1.02477277
26941 1.129024635 0.781068335 0.887286535 0.91463257 0.98850192 0.826793465 1.10689099 0.948310125 0.914693505 1.099615685 0.6979727 1.0466961 1.282534605 0.90774141 1.070225525 1.024122845 1.04972372 0.96494647 0.987479435 1.05609121 1.245728175 0.829049175 0.84730914 1.231272425 1.09398714 1.252377625 0.839194525 1.15559079 1.18545655 1.098701595
26943 -0.6468181 -0.3187676 -0.4791238 -0.71463 -0.7524017 -0.6440065 -0.8089295 -0.729002 -0.5624639 -0.7286685 -0.384197 -0.5065219 -0.5371056 -0.6221368 -0.6088838 -0.7361461 -0.5127902 -0.5489269 -0.4849046 -0.5593591 -0.598801 -0.6330057 -0.5293271 -0.7864348 -1.3283472 -0.4000774 -0.5007796 -0.7436373 -0.3037088 -0.5258606
26944 0.08400698 0.31338985 0.40196754 0.20415413 0.00051441 0.42714264 0.27189531 0.32292637 0.19096572 -0.1171258 0.88140723 0.25786933 0.1170107 0.19323112 0.08243025 0.40213527 0.31581841 0.15742334 0.00553696 0.17558858 0.01308797 0.36190092 0.62443113 -0.0322403 0.49554127 0.03260699 0.29216004 0.39875015 -0.1224996 0.11765336
26951 1.46943946 1.30488367 1.51840349 1.60708609 1.33335808 1.47552398 1.61666846 1.39196585 1.40464844 1.52995746 1.4986617 1.38140735 1.57428745 1.66048547 1.26744626 1.64169127 1.38456474 1.61405648 1.48525966 1.47492768 1.48590727 1.33913955 1.54071063 1.25256424 0.9394123 1.17674556 1.44979098 1.57723082 1.38556474 1.67384979
26961 0.188696065 0.931768565 0.89434156 0.83165221 0.866397135 0.9773799 0.770228425 0.671961255 1.059885145 0.650567 0.92752067 0.82009112 0.00454183 0.58987116 0.666357325 0.861286785 0.63811713 0.85025328 0.885536225 0.33582908 -0.173734905 1.00987903 0.71911954 0.342480455 0.444310105 0.61812657 0.70215853 0.16433194 0.577107625 0.054788645
26987 0.28985655 0.47800502 0.44972441 0.53864169 0.22226769 0.69055867 0.4539299 0.29444472 0.80154594 0.51056272 0.76389466 0.43495943 0.31543897 0.48653816 0.57267086 0.58953949 0.43440089 0.48100849 0.60660195 0.41901238 0.47909375 0.50867014 0.66761556 0.39162564 0.4732437 0.4967675 0.51027375 0.57423973 0.4360826 0.46034974
26992 -0.7300339 -0.714847 -0.6024357 -0.5025316 -0.4810399 -0.4439182 -0.6626905 -0.6537132 -0.3447526 -0.6132167 -0.3531433 -0.5601064 -1.0014855 -0.7147067 -0.7524659 -0.5554463 -0.6703743 -0.5762171 -0.420137 -0.7461114 -0.7951258 -0.5321152 -0.6660348 -0.9456609 -0.9075244 -0.6485059 -0.6287331 -1.0614809 -0.897806 -0.9071634
27008 -0.8536065 -0.8181627 -0.7492979 -0.7110798 -0.6847749 -0.6149309 -0.4637209 -0.8180095 -0.8230527 -0.7104224 -0.6058624 -0.915621 -0.6308192 -0.5964493 -0.7618727 -0.4605201 -0.6913824 -0.6856083 -0.821131 -0.7051458 -0.6639357 -0.6888273 -0.904778 -0.6171155 -0.9046833 -0.8480861 -0.8656396 -0.5951109 -0.9769477 -0.5959866
27027 -0.8467582 -0.4704905 -0.6298331 -0.4802052 -0.5836415 -0.7350621 -0.9176006 -0.9878172 -0.4732665 -0.781321 -0.5810507 -0.773992 -0.732934 -0.5212525 -0.6754104 -0.6493642 -0.7991913 -0.6008054 -0.682768 -0.5404554 -0.9641597 -0.6597056 -0.7768075 -0.7611588 -1.1476359 -0.8032562 -0.7903684 -0.90863 -0.6063054 -0.7647889
27041 -0.90749165 -0.894785 -0.96987785 -0.9251952 -0.84376765 -1.1918253 -1.1268177 -0.91340625 -1.1404901 -0.82843815 -0.8516426 -1.0416081 -0.9301849 -1.1107358 -0.9632503 -0.98493245 -1.0016439 -0.84462295 -0.8947168 -0.7778983 -0.8334738 -1.10378055 -1.08803985 -1.1047326 -1.441651 -0.95916935 -1.11938375 -1.08973135 -0.98739295 -0.99524585
27045 -0.2144311 -0.3363971 -0.3480424 -0.4149828 -0.2779797 -0.4941861 -0.472058 -0.2981196 -0.4598239 -0.2720639 -0.4331301 -0.3353207 -0.4503993 -0.3704269 -0.5796441 -0.4549925 -0.3537283 -0.3156527 -0.3810116 -0.1978003 -0.1075539 -0.4012193 -0.4815427 -0.2120226 -0.0322031 -0.3257544 -0.3243343 -0.3909502 -0.1669136 -0.2217322
27053 -1.5264343 -1.4113555 -1.4258152 -1.7057337 -1.587429 -1.4356606 -1.5423849 -1.3452494 -1.426219 -1.5205685 -1.4217539 -1.3557286 -1.4911674 -1.6548968 -1.4074931 -1.7060905 -1.327419 -1.4861679 -1.4829055 -1.5270843 -1.4808308 -1.2533518 -1.2160185 -1.4986821 -1.5809195 -1.6615599 -1.4231847 -1.289588 -1.5960672 -1.1901542
27054 -0.3778192 -0.4130108 -0.2570623 -0.3283219 -0.3669665 -0.4695983 -0.5092837 -0.5622302 -0.2032988 -0.5612309 -0.4032029 -0.6025118 -0.5721312 -0.4641811 -0.6852776 -0.5859935 -0.4135356 -0.2030385 -0.3413704 -0.5082142 -0.5571766 -0.5368732 -0.3936828 -0.5649848 -0.4678778 -0.5717435 -0.4577841 -0.9131609 -0.4478359 -0.6659732
27055 -0.1939603 -0.5006145 -0.4851251 -0.3254078 -0.4910361 -0.4789282 -0.3548916 -0.1703774 -0.2513721 -0.3861867 -0.4002669 -0.2493433 -0.2814782 -0.4043237 -0.2556833 -0.509403 -0.265307 -0.6099653 -0.3837492 -0.3149123 -0.3611227 -0.5880299 -0.2506204 -0.358213 -0.8991975 -0.2670409 -0.266449 -0.3086997 -0.2776442 -0.3012733
27058 -0.36986455 -0.37149335 -0.3749137 -0.3489599 -0.3129046 -0.44851785 -0.43880645 -0.5904562 -0.27594045 -0.3990892 -0.29439325 -0.4158883 -0.59150755 -0.4210752 -0.40884485 -0.3817451 -0.3821565 -0.3211719 -0.2571478 -0.294503 -0.2657075 -0.38724985 -0.4005929 -0.37514275 -0.5373815 -0.39180735 -0.3742792 -0.3887256 -0.2922578 -0.43238845
27059 0.700742575 0.84888688 0.677645925 0.571769365 0.647185015 0.835573625 0.78722068 0.780212375 0.459804645 0.548137025 0.432798475 0.628918405 0.879870485 0.58969256 0.805290375 0.72821377 0.87976061 0.628493815 0.65729583 0.71327959 0.72080657 0.776795135 0.86039349 0.68876547 0.789987395 0.655401765 0.69040244 0.74948078 0.505185445 0.94758091
27060 -0.8255921 -0.9358015 -0.7621882 -0.4320483 -0.846772 -0.2832806 -0.8135046 -0.830625 -0.5097274 -0.6122128 -0.6852013 -0.8985784 -0.6579064 -0.5523113 -0.815449 -0.4802129 -0.8080259 -0.5953699 -0.5699648 -0.8317661 -0.9637418 -0.8244447 -0.7286948 -0.9486594 -0.3852647 -0.9625292 -0.763866 -0.8079637 -1.0903758 -0.7878904
27061 -0.8393051 -0.5165872 -0.5374906 -0.5850409 -0.4343605 -0.5739849 -0.4771685 -0.737032 -0.3805486 -0.7417164 -0.6528515 -0.6200959 -0.5788014 -0.7265372 -0.5125093 -0.5555861 -0.6920012 -0.598141 -0.4473726 -0.6578072 -0.8664994 -0.5240162 -0.6113655 -0.7641876 -1.3236357 -0.7923091 -0.7062717 -0.9173696 -0.6435363 -0.6534695
27078 -0.7978994 -0.7638572 -0.6728051 -1.0875567 -0.7482076 -0.7763329 -0.8033151 -0.8788051 -0.7506119 -0.6360361 -0.8459673 -0.9539303 -0.8376981 -0.7843067 -0.7962852 -0.9004866 -0.7714652 -0.8697332 -0.8110786 -0.7343353 -0.7162128 -0.7741558 -0.9368655 -0.8973711 -1.0064452 -0.8421479 -0.968018 -0.8346719 -0.8806199 -1.0441371
27081 0.75180055 0.55194323 0.30378976 0.433841 0.6538031 0.62739837 0.58697314 0.22762777 0.38724243 0.47635786 0.62133289 0.41911127 0.79438592 0.50383615 0.57020476 0.70275735 0.71570042 0.66102019 0.62904937 0.6764731 0.92917127 0.44270625 0.68773115 0.40038497 0.47187272 0.45063211 0.31528851 0.65823774 0.63722893 0.85095408
27096 0.73742762 0.18847023 0.32223615 0.37191855 0.29189054 0.20765652 0.44781674 0.65724839 0.55544305 0.20495448 0.09841631 -0.0131093 0.60691634 0.60826536 0.73977929 0.15145063 0.29845478 0.15357482 0.12557007 0.81617651 0.49348408 0.29158085 0.52195364 0.77412307 0.83119463 1.01022661 0.57079191 0.99828224 0.45519073 0.70201168
27103 -1.1869805 -0.3708613 -0.4012057 -0.5657656 -0.5172823 -0.4616398 -0.5131472 -0.9195183 -0.317863 -0.6091404 -0.2959921 -0.51558 -0.8926027 -0.4869037 -0.633292 -0.4615824 -0.5798202 -0.5379395 -0.4443587 -0.6614737 -0.95074 -0.3353776 -0.6138514 -0.5664594 -0.3863261 -0.7825414 -0.6346388 -0.8521397 -0.6888894 -1.0549293
27176 0.374163885 0.880179665 0.8158721 0.53536763 0.485772115 0.66597363 0.60782867 0.36891771 1.08171436 0.588949405 0.695480515 0.75582274 0.046858155 0.444415805 0.47128349 0.629358855 0.55208113 0.840063015 0.90020175 0.215869255 -0.135537195 0.677395045 0.631357575 0.129275815 -0.5336393 0.548205815 0.556859745 0.01378439 0.37407942 0.11772917
27205 -0.6442981 -0.8719583 -1.2691942 -1.1102368 -1.0839339 -1.1486399 -1.5918029 -1.3436527 -1.543235 -1.2023217 -0.9618014 -1.5281553 -0.9046207 -1.453529 -0.9000233 -1.0806852 -1.0171014 -1.1768919 -1.1445488 -0.945097 -0.7724195 -1.1930105 -1.265876 -1.1366913 -0.8130127 -1.2212915 -1.0886303 -1.1995882 -1.2931774 -1.1892004
27207 -0.1000022 0.61207369 0.58557494 0.71553568 0.47518027 0.41423428 0.19382083 0.24238796 1.01754519 0.60543074 0.54099437 0.35118021 -0.4075234 0.41288058 0.12800563 0.52273392 0.04255722 0.72415842 0.66743922 -0.0988105 -0.4598016 0.49469704 0.21857812 -0.1267296 -0.0012559 0.51368171 0.22809713 -0.3787428 0.20904731 -0.4353068
