Gene	LuFA2a	LuFA2b	LuFA2c	LuFA2d	LuFA2e	LuFA3a	LuFA3b	LuFA3c	LuFA3d	LuFA3e	LuFA4a	LuFA4b	LuFA4c	LuFA4d	LuFA4e	LuMA2a	LuMA2b	LuMA2c	LuMA2d	LuMA2e	LuMA3a	LuMA3b	LuMA3c	LuMA3d	LuMA3e	LuMA4a	LuMA4b	LuMA4c	LuMA4d	LuMA4e
68036 -0.6132756 -0.324933 -0.3934974 -0.202302 -0.4732485 -0.3282548 -0.5244975 -0.4708122 -0.2744676 -0.4323439 -0.5996337 -0.3724031 -0.5111357 -0.248275 -0.2146137 -0.423115 -0.2813898 -0.1728648 -0.6941002 -0.3593968 -0.2138706 -0.3949363 -0.506796 -0.4605514 -0.3400366 -0.3235373 -0.4058076 -0.4099312 -0.4787588 -0.4163378
68040 1.19969445 0.75101275 0.66386222 0.30761342 0.58364081 0.64506458 1.14373141 1.1463169 0.69413172 0.61892371 0.66533109 0.52773713 0.65226863 0.3777601 0.78882808 1.43293664 0.82886829 0.66175615 0.65899654 0.3679927 0.90338585 0.72232103 0.93444831 0.74354417 0.70904084 0.51663052 0.59655346 1.18142749 0.86633389 0.66244462
68041 1.82315568 2.04685359 1.2456374 1.32808112 1.64572315 1.5027684 1.87526817 1.66931289 1.39847293 1.16687065 2.14687151 1.61125757 1.3228178 1.3591231 1.73505728 1.73280821 1.14141229 1.29701873 1.58798511 1.62559981 1.00581445 1.44662566 1.87706114 2.18635244 1.24613801 1.38450118 1.4629071 1.68162566 2.06699966 1.36750117
68043 -1.3013926 -1.3308175 -0.988577 -1.1348136 -1.0045454 -0.9805112 -1.3114516 -1.2909927 -0.7853445 -0.9002842 -0.8580187 -1.1916293 -0.9888162 -0.9062292 -1.2742493 -1.1577153 -1.1023379 -0.7544571 -0.8458371 -1.1165972 -0.9045953 -0.978368 -1.4627331 -1.3303698 -0.7844111 -0.8305672 -1.1564595 -1.24989 -1.370496 -0.8436132
68045 1.67561941 1.92582579 1.99566792 2.11298579 2.21657217 2.10616723 1.83518409 1.72243912 2.02603039 2.13650814 2.18016806 2.17665361 2.06279595 1.98728007 1.731808 1.75901391 1.94612421 2.05270212 2.26308359 2.12915262 1.97251479 2.04793538 1.88422937 2.00756536 1.89770879 2.11484657 2.09347815 1.62980308 1.89030778 2.020143
68046 -0.5000626 -0.433001 -1.0158387 -1.1781309 -0.698681 -0.8334396 -0.4270013 -0.6553812 -0.7289033 -0.9334082 -0.1143013 -0.4864092 -0.8030533 -1.3077434 -0.431907 -0.4936634 -0.7612568 -0.8666845 -0.9958219 -0.7646429 -1.5627292 -0.7561752 -0.7133101 -0.9348556 -0.7866934 -0.8980401 -0.8670731 -0.6878789 -0.5959553 -0.9328913
68048 0.671477747 0.69874208 0.722371127 0.607302583 0.758391847 0.892013873 0.582227427 0.60359807 0.722097107 0.61652953 0.182522923 0.50408447 0.73422569 0.56010224 0.894457533 0.616843197 0.836355143 0.695931213 0.56632453 0.287827703 0.899952697 0.744152703 0.743815307 0.568435493 0.607696833 0.583760413 0.720160693 0.839846507 0.62765211 0.66076397
68052 0.76670965 0.58710053 0.7838738 0.51915325 0.61860105 0.73178261 0.78343755 0.93833227 0.81568574 0.60929017 0.64052875 0.56199019 0.60127432 0.20716312 0.73603292 0.95843572 0.93779764 0.6803542 0.6114265 0.48895494 1.00486745 0.77483043 0.65684409 0.5807892 0.83590067 0.44652152 0.67210347 0.88472611 0.62317745 0.68136447
68058 1.65476085 1.72480915 1.42587441 1.65291047 1.97763787 1.73826401 1.55200814 1.53842022 1.4590594 1.23227222 1.70992282 2.11026337 1.77934289 1.83260045 1.32794317 1.72036378 1.59366477 1.40756135 2.00365291 1.67319335 1.20557474 1.71745122 1.61773892 1.71325853 1.53682838 1.41232147 1.97399253 1.35059555 1.39607083 1.924938
68059 -0.152309775 -0.045617325 0.09116417 -0.00256494 0.17701142 0.10791394 -0.026513365 -0.097095755 0.10174028 -0.07865745 0.198871965 0.24580247 0.065111765 0.07656651 -0.01234548 0.04558774 -0.0091142 0.055283805 0.101608245 -0.115100135 -0.247699015 0.14443376 -0.022891285 -0.17048943 0.17549402 -0.184066005 -0.01604216 -0.14484192 -0.126478785 0.08933432
68066 -0.1101873 0.02845976 0.4332698 0.21750999 0.56543933 0.67467763 0.17074349 0.34330995 0.57769574 0.27668035 0.22222723 0.67315087 0.47329466 0.40435757 0.08715638 0.32106628 0.49195028 0.56477498 0.47095121 0.41933279 0.50638055 0.51835299 0.13633468 0.09728016 0.51601478 0.18497987 0.60737493 -0.115079 -0.4187053 0.54579206
68077 0.10604677 0.33216127 0.12786367 -0.0253733 0.30744309 0.29133742 0.29159557 0.09088988 0.33433061 -0.0488192 -0.0325294 0.39955561 0.27331596 -0.0206064 0.49141583 0.1882229 0.4492017 0.2482088 0.18125795 -0.209108 0.00741148 0.30175384 0.16351413 -0.1629282 0.10045233 -0.0886249 0.30951274 0.17211936 0.01694014 0.16618549
68079 -0.3550892 -1.2632178 -0.4577314 -0.4872036 -0.0503443 -0.3460511 -0.3777879 -0.3919189 -0.5660721 -0.4825777 -0.200189 -0.0558179 -0.4547858 -0.3062748 -0.5544472 -0.5725585 -0.5912456 -0.7796066 -0.4383071 -1.1893018 -0.629944 -0.3597489 -0.4416811 -0.5977036 -0.4599245 -0.4220853 -0.2815994 -0.6290346 -0.2487736 -0.3828354
68080 0.50734548 0.08117461 0.21777543 0.05647608 0.19925643 0.2210939 0.09523101 0.38796129 0.17925811 0.34060839 -0.0545502 -0.3788661 0.26628078 -0.0551585 0.30521169 0.18847149 -0.0699692 0.25423198 -0.0788734 -0.0153056 0.15018828 0.22143524 0.3008108 0.08813203 0.1216452 0.04348022 -0.2964408 0.36370636 -0.0335561 0.01685882
68082 -0.9344418 -1.233503 -1.2937191 -1.4073197 -1.2940879 -1.3137284 -1.1945715 -1.139093 -1.2883436 -0.9740431 -0.7642472 -1.3516826 -1.129503 -1.1666104 -1.1006867 -1.3027425 -1.2091695 -1.3852255 -1.3918385 -0.5819086 -1.0103742 -1.247169 -1.1980256 -1.0955157 -1.2210201 -1.1558707 -1.7352893 -1.1690907 -1.4528279 -1.2271759
68083 1.038232115 0.70963806 0.616593755 0.551016135 0.874642635 0.616325485 0.62520173 0.906200875 0.282990035 0.782674555 0.41097853 0.880527645 0.64131738 0.47422305 0.367407235 0.52829078 0.327097365 0.396997235 0.64184169 0.879136635 0.655360725 0.44643653 0.755435795 0.772314675 0.476971715 0.90981066 0.83471181 0.702589525 0.91447871 0.602454745
68087 2.59401004 2.5628418 2.2575836 2.36246352 3.01208433 2.58547172 2.69732363 2.520154 2.46226981 2.49013151 2.98899687 2.87957258 2.65663685 2.50660888 2.37204688 2.55721871 2.38207364 2.21743053 2.70097734 2.52471624 2.54369379 2.66299697 2.50196495 2.74727829 2.41514526 2.43958417 2.75230922 2.32991063 2.86404561 2.51782891
68089 0.63209381 0.64349857 0.8671374 0.65794912 0.90092702 0.97133382 0.69853238 0.79251298 0.80981021 0.73679501 0.59369942 0.75984025 0.96587331 0.78165321 0.91343149 0.74809016 0.83365529 0.80123622 0.90434146 0.29742274 0.81510714 1.0202348 0.74812013 0.46634155 0.81556626 0.6170571 0.8655731 0.67210588 0.79051015 0.93065787
68090 0.806780155 1.033889605 0.999781025 0.93756975 1.182193915 1.248920885 0.927480875 0.716717155 1.2776277 0.918937695 1.109342725 0.82486368 0.96305028 0.884260515 0.789456175 0.89874534 1.27970495 1.16004013 1.14444666 0.836734145 1.07464068 1.275000505 0.910558215 1.00174771 1.045866685 0.82566964 1.18967793 0.78669871 0.896086815 1.014134245
68092 -0.272992213 -0.12781389 -0.274746433 -0.323499153 -0.0771587 -0.049402693 -0.183762183 -0.172899 0.006837187 -0.332930687 0.095065937 -0.118419147 -0.162378857 -0.31936232 0.028370447 -0.19390587 0.014290517 -0.017067427 -0.44595558 -0.420858897 -0.20180762 0.082678247 -0.209041443 -0.392775457 -0.188993307 -0.335092883 0.288142177 -0.116460907 -0.35151597 -0.23885164
68095 -0.3328718 -0.1902898 -0.3119497 -0.279638 -0.1756854 -0.1529672 -0.4307672 -0.3283896 -0.1782688 -0.3061883 -0.2182821 -0.3529593 -0.3088613 -0.1773823 -0.2044503 -0.3747105 -0.1870889 -0.1616531 -0.2685394 -0.1960777 -0.2601845 -0.1100499 -0.1657234 -0.1702981 -0.2592897 -0.2331497 -0.2608618 -0.2005983 -0.2838439 -0.2730984
68097 -0.4031873 -0.2452523 -0.4308045 -0.5903166 -0.1190136 -0.3247309 -0.5589645 -0.4862581 -0.4898681 -0.3810025 -0.5715935 -0.2642981 -0.2510498 -0.440675 -0.4597517 -0.3667344 -0.4644477 -0.5582341 -0.5650369 -0.9432944 -0.439581 -0.3762015 -0.4073425 -0.6503635 -0.394884 -0.4306308 -0.3097161 -0.4651138 -0.3356869 -0.489161
68114 0.58246006 0.26520343 0.79317405 0.74741389 0.617528 0.61740182 0.19840403 0.3102103 0.6775128 0.68679186 0.22448587 0.65175739 0.66705962 0.85742088 0.39232557 0.31760286 0.39876023 0.62920585 0.77842067 0.68635718 0.80233878 0.677446 0.40491308 0.27224462 0.56911476 0.71390238 0.41519326 0.40653835 0.3287997 0.71157497
68115 -0.5465838 -0.5613672 -0.4001446 -0.2695617 -0.0572474 -0.4054763 -0.5075195 -0.3486084 -0.546138 -0.5440462 -0.5017856 -0.7902696 -0.1548281 -0.0358157 -0.7094935 -0.4157677 -0.4662784 -0.3433962 -0.062912 -0.3766062 -0.5880112 -0.3533458 -0.5299904 -0.4835059 -0.409592 -0.6828585 -0.8207895 -0.4070698 -0.8598421 -0.2143388
68121 -0.1145026 -0.348055 -0.4697643 -0.4276633 -0.374753 -0.3492082 -0.3900801 -0.2799693 -0.5305121 -0.4960121 -0.4643469 -0.4508903 -0.3661173 -0.4687379 -0.1967672 -0.2345995 -0.4220467 -0.5396974 -0.3769782 -0.6651489 -0.5103426 -0.3372107 -0.2432446 -0.3054449 -0.5302721 -0.578002 -0.2404212 -0.3777186 -0.3032225 -0.4339529
68127 -0.3374979 -0.1707729 0.24058952 0.25465332 0.25473411 0.00976562 -0.2280204 -0.3112783 0.04580162 0.13984288 0.0174307 0.20422715 0.12366398 0.55354257 -0.2167483 -0.1104985 0.00474208 0.18860816 0.46268656 0.13806403 -0.0415549 0.29771987 -0.2589614 -0.0205478 0.19216779 0.13158586 -0.0807313 -0.3118556 -0.0636254 0.36106934
68133 -3.0547056 -3.2188219 -2.3246275 -2.5747295 -2.3319206 -2.4147533 -2.929968 -2.0736273 -2.38868 -2.4939426 -2.4655052 -4.5099081 -2.6938907 -2.8613597 -2.8671949 -2.5353512 -3.9246015 -2.5357289 -2.5714807 -2.1887753 -2.6714424 -2.7169818 -3.1605502 -2.7859173 -2.6377345 -1.0172146 -2.5833307 -2.5441478 -2.781764 -2.3208603
68134 0.50022299 0.341705857 0.469723643 0.446862427 0.41375285 0.393568863 0.259959163 0.313972933 0.46723449 0.568046673 0.132463037 0.49856093 0.427441417 0.474944517 0.48681953 0.205022187 0.511535643 0.57462901 0.33825646 0.41122939 0.40872489 0.507614927 0.37727272 0.203648283 0.450731623 0.635444543 0.641121097 0.478592353 0.303057057 0.36482658
68137 -2.0587759 -1.1706652 -1.2523747 -1.3535497 -1.2971426 -1.1748737 -1.07562 -1.2134556 -1.2399841 -1.4217315 -1.0983854 -1.318029 -1.268328 -1.2761561 -1.1373967 -1.0153088 -1.1799646 -1.2705945 -1.0643641 -1.3511377 -1.1270996 -1.172539 -0.9437644 -1.0885029 -1.2230469 -1.4906732 -1.0546639 -1.114701 -1.1681507 -1.1547581
68140 -0.2758704 -0.3873946 -0.4957008 -0.3435032 -0.4985404 -0.6129648 -0.3229407 -0.4041117 -0.5650955 -0.1283491 -0.2308969 -0.4892921 -0.1881481 -0.3322751 -0.271904 -0.3599381 -0.5254192 -0.4480273 -0.4260426 -0.1965996 -0.4382098 -0.5103695 -0.5537944 -0.653799 -0.4816601 -0.2154274 -0.4842998 -0.2116055 -0.334823 -0.7649723
68142 0.449645835 0.570628515 0.391095025 0.46756635 0.217444395 0.38618653 0.544976825 0.564216935 0.3776856 0.40382262 0.272596865 0.37023526 0.404816805 0.43658531 0.568715475 0.451212115 0.202676935 0.335104315 0.215961835 0.54907977 0.081516415 0.33104458 0.529612705 0.55351514 0.490097185 0.51325443 0.409124685 0.493402135 0.565007375 0.34629076
68145 0.13954097 -0.0284113 0.32996127 0.5345044 -0.086635 0.01446378 -0.1075845 -0.0800918 0.15423377 0.27324271 -0.277515 0.40785866 0.16583016 0.55387861 -0.020649 -0.2088233 0.12037804 0.13400558 -0.0732128 0.43722959 -0.1254526 -0.1810543 -0.0690185 -0.0787028 0.17854487 0.38441116 0.20001701 -0.0265326 0.06722268 0.0300601
68147 0.90361576 0.8766503 1.01850139 0.95797913 0.76992745 0.94647568 0.91662132 0.94035397 0.88447719 0.99391204 1.05305827 0.80635917 1.02797437 1.01477525 1.00170054 0.93671224 0.89485871 0.9255735 0.75887712 1.02904736 0.83230061 0.97632368 0.80052518 0.8927686 1.02689009 0.92590533 0.92929323 0.95762138 0.76641983 0.96133269
68149 -0.6913397 -0.5755456 -0.8772609 -0.6992679 -0.5572461 -0.6684619 -0.7424054 -0.8775422 -0.8275618 -0.9009203 -0.5978907 -0.8813938 -0.7612457 -0.6988553 -0.6526975 -0.7846397 -0.6042754 -0.7489293 -0.7072237 -0.9152941 -0.5852437 -0.640586 -0.7074012 -0.6105463 -0.9276407 -0.8167588 -0.7617706 -0.7464355 -0.6577827 -0.7357671
68153 0.94668137 1.08379131 0.71870512 0.77619661 0.77610929 0.82477822 0.95306007 0.91625703 0.69255962 0.73927581 0.74920688 0.80782795 0.69242178 0.76574683 1.07817097 0.96828086 0.89320239 0.69251391 0.79461825 0.71767595 0.77652905 0.74060088 1.06900874 0.99380568 0.66759636 0.73444012 0.8159278 1.02642426 1.04568084 0.8030069
68157 1.81001875 1.32438686 1.67347862 1.33512424 1.51889783 1.59136036 1.63672853 1.65617069 1.79744607 1.38881018 1.06038544 1.40058903 1.5526183 1.37372212 1.2352976 2.00280375 2.06167646 1.49861969 1.82905971 1.27199158 2.23507936 1.60574233 1.49216221 1.3354636 1.70805434 1.18531401 1.65840708 1.71727591 1.13792907 1.89621137
68166 -0.640213367 -0.55724026 -0.711974423 -0.590903533 -0.60154173 -0.64419825 -0.665119427 -0.63669887 -0.704292423 -0.79913514 -0.479493567 -0.7266168 -0.682884803 -0.574390723 -0.598673803 -0.630063797 -0.68714229 -0.793563653 -0.640932077 -0.58532824 -0.55434731 -0.722692283 -0.6895361 -0.672305243 -0.680555297 -0.779061517 -0.68620502 -0.775753527 -0.60256509 -0.6618019
68172 -0.4683772 -0.6034099 -0.3546657 -0.4630653 -0.2423794 -0.1453907 -0.7846853 -0.4402501 -0.1439178 -0.361098 -0.7296439 -0.3593114 -0.1421369 -0.2988784 -0.3875776 -0.5877121 -0.1468661 -0.1868082 -0.2833846 -0.5957909 -0.213372 -0.0272223 -0.5647073 -0.8643579 -0.222896 -0.2531763 -0.2762799 -0.5117055 -0.524644 -0.2976588
68183 -1.0418142 -0.9434633 -0.8696627 -1.2397019 -0.8699308 -0.787102 -0.9329725 -0.9772179 -0.9010952 -0.7751111 -1.1451746 -1.2274339 -0.8201433 -1.0777808 -0.874908 -0.8183204 -0.7843464 -0.8555764 -0.939787 -1.1206193 -0.7217089 -0.7950713 -0.9777911 -1.00089 -0.8484406 -0.9698021 -0.8565579 -1.1301154 -1.3638261 -1.3532577
68184 0.60339409 0.764808215 0.68017391 0.845284675 0.34965141 0.47128795 0.53104467 0.647447425 0.473809935 0.624590805 0.590848065 0.98264288 0.33050031 0.75179744 0.62563554 0.623423025 0.250348045 0.51174053 0.50871794 0.614385275 0.504954105 0.356725105 0.78176672 0.907546055 0.609801365 0.61336246 0.406473765 0.724648545 0.76004662 0.582568445
68195 1.11196859 0.59634739 0.95257955 0.55712657 0.84304677 0.92151349 1.12853719 1.10543658 0.91112881 0.59290535 0.27726786 0.60886607 0.73020986 0.54794415 0.82887717 1.43660916 1.28015012 0.68765923 0.87953135 0.47593645 1.38862608 1.0159333 0.68359395 0.32220364 0.93586789 0.51579221 0.84384656 0.99854093 0.76435036 1.11118823
68196 -0.7873971 -0.6320579 -0.6580238 -0.7712407 -0.7531686 -0.5934878 -0.5356214 -0.5165934 -0.8375303 -0.6836873 -0.8316155 -0.1608595 -0.7759209 -0.751144 -1.0012731 -0.9128901 -0.7152496 -0.8276661 -0.6285077 -1.0962489 -0.7386617 -0.634008 -0.5390256 -0.6479119 -0.7468747 -1.0396268 -0.6500133 -0.7843102 -0.4759289 -0.7263159
68197 -1.4186565 -1.1802828 -1.1999717 -1.276158 -0.8070344 -1.0242765 -1.2774883 -1.6708496 -1.3433931 -1.4903945 -1.8900089 -1.1169797 -1.1504841 -1.3063912 -1.1351223 -1.587206 -1.0361189 -1.4027132 -0.7331097 -1.7016996 -1.005768 -0.9842394 -1.238432 -1.4278315 -1.2537311 -2.3135834 -0.9376957 -1.3362121 -1.7660069 -1.1936442
68198 -1.974378 -1.7768605 -1.7976556 -1.4035194 -1.399095 -2.8083782 -2.0311978 -1.9723979 -2.2311178 -1.9111551 -1.6385812 -1.2975886 -2.5384579 -2.1750777 -2.2644654 -2.3648615 -2.707756 -2.7663191 -1.7969809 -3.3557523 -1.4152982 -2.9127395 -1.1127232 -1.2900613 -2.0271128 -0.7484529 -1.5883343 -2.152386 -1.1826188 -2.5691614
68212 0.04622853 0.02833438 -0.5375594 -0.0352146 -0.236231 -0.3107796 0.06314736 0.1247071 -0.4701816 -0.2197333 -0.0746743 -0.3862568 -0.2813226 -0.2262867 0.03846904 0.08233565 -0.5047692 -0.2535891 -0.2338 -0.0098635 -0.7120558 -0.4166324 -0.0165983 0.09308685 -0.3105958 -0.2308441 -0.0473376 0.03889566 0.19902529 -0.2847242
68219 1.4654621 1.17435485 1.2548343 0.98943527 1.12888619 1.20457957 1.31548264 1.39784154 1.2939751 1.1268627 0.98640883 1.05838156 1.17493185 0.92671764 1.04484645 1.37854632 1.60897862 0.99943397 1.36390643 0.77292396 1.77334361 1.28191723 1.14237559 1.01427988 1.29112941 0.95424478 1.12428375 1.3617131 1.05070373 1.38120736
68221 0.09882317 0.05761656 -0.5875818 -0.5817884 -0.4240897 -0.5842938 -0.0083029 0.06440626 -0.4497896 -0.5324346 -0.1669854 -0.5436626 -0.7822719 -0.6121697 -0.187783 0.20981053 -0.5087969 -0.5082187 -0.6766534 -0.581343 -0.1887238 -0.4440018 0.07483118 -0.0314945 -0.488241 -0.6416592 -0.6630451 0.15351071 -0.0541524 -0.4817413
68229 0.6554798 0.6446642 0.50889269 0.80033913 0.24203329 0.49400639 0.59454915 0.3448701 0.60318888 0.6803336 0.55340242 0.59813555 0.47679467 0.74027112 0.58413916 0.43355761 0.56614365 0.73422802 0.47369276 0.85374405 0.31610725 0.35482925 0.37918266 0.58437776 0.75369493 0.60705935 0.68374926 0.4446997 0.59498811 0.61108206
68240 -0.6593741 -0.5406734 -0.4837556 -0.4442719 -0.5466008 -0.7961459 -0.6530564 -0.7062934 -0.5669386 -0.3171323 -0.6237058 -0.4006037 -0.3543162 -0.4090717 -0.5566432 -0.7643856 -0.6521088 -0.5112677 -0.3708635 -0.3227085 -0.6040065 -0.6369283 -0.6274748 -0.684466 -0.4962158 -0.5076565 -0.5627337 -0.7475993 -0.3966661 -0.6454229
68250 0.89407782 0.55403769 1.42268147 1.38626213 0.97091173 0.99304281 0.66987961 0.94074121 1.0866973 1.48957574 0.80294096 1.61120913 1.15073269 1.48716963 0.81411508 0.77636651 0.94104939 1.13716493 1.08185472 1.37779252 0.84950569 0.78720585 0.80967267 0.76436111 1.40294323 1.36778481 0.79635208 0.77266644 0.83991373 1.24784274
68251 2.22015722 2.22592983 2.20396012 2.2206069 1.83538372 1.79932333 2.11073455 2.3210546 1.91764276 2.37536539 1.95641126 2.16054104 2.12369658 2.37264102 2.19567579 2.03234352 1.76477578 2.01085785 1.86355265 2.19018723 1.83281723 1.61326551 2.18208023 2.22041325 2.27566893 2.21118967 1.90757286 2.18123297 2.20965501 2.05647392
68262 -0.2413637 -0.0098495 -0.0875974 0.24391794 -0.1285137 -0.0046301 -0.121935 -0.0084033 0.01571992 0.09682648 -0.2611512 0.10454908 0.01192192 0.15659182 -0.0178553 -0.1697582 -0.1137791 0.05758125 -0.0894462 0.27131297 -0.0305514 -0.1831668 -0.0009472 -0.0612678 -0.0885203 0.22261957 0.07732452 0.13346032 0.01780969 -0.0357611
68267 -0.0315836 0.07526802 -0.1479327 -0.190422 0.03367331 -0.0841622 0.11192497 0.04996796 -0.1066592 -0.3506347 0.52774808 -0.0707132 -0.2020159 0.1284146 -0.0550604 0.14780856 -0.3282289 -0.07744 -0.0958845 0.02180853 -0.3418303 0.03765353 0.06717845 0.33132238 -0.1311552 -0.1436718 0.01051716 -0.1136784 0.28927017 -0.0597086
68272 0.87570109 1.31509845 0.76125622 0.74400861 1.27639875 1.16779397 1.30273023 0.86665953 1.18217718 0.85293297 1.93320042 1.05282933 0.95012979 0.8716539 0.96746094 1.14585531 1.13053935 0.89822779 1.15101213 1.03718973 0.89220404 1.15174075 1.0785064 1.11511366 0.96603695 0.89246677 1.12823596 0.47241796 1.0491849 0.75592387
68273 -1.1517061 -0.8670671 -0.9282414 -1.0035331 -0.891903 -0.7437607 -0.6951002 -0.9170894 -0.638135 -0.9447391 -0.6886994 -1.566848 -0.823844 -1.1574562 -1.0285397 -0.6780649 -0.8778528 -0.8004832 -0.6064697 -1.0371569 -0.7215359 -0.6838539 -0.7932239 -0.7278393 -0.7489881 -0.9012583 -0.8738146 -0.8846912 -0.8037734 -0.6993053
68275 -0.150811803 -0.035540777 0.0566161 0.035505117 0.072169053 0.127055103 -0.033795387 -0.078106093 0.166791637 -0.060718337 -0.187920253 -0.396602983 0.048155573 -0.069959627 0.055045707 -0.049723237 0.14716366 0.244400093 0.08482342 -0.426899073 0.208845523 0.119059263 0.081612123 -0.112027407 0.02392764 -0.063550167 0.005038673 -0.05482915 -0.13786097 0.116488577
68277 -1.5859971 -1.2615473 -1.3113721 -1.1934098 -1.6299971 -1.3749629 -1.3751526 -2.1459211 -1.2884233 -1.3741636 -1.0594611 -1.5212053 -1.4281455 -1.1568408 -1.3529565 -1.5583788 -1.1331796 -1.1810574 -1.4370904 -1.0327809 -1.4399293 -1.6639549 -1.4340543 -1.6407096 -1.3902068 -1.1862479 -1.440572 -1.792738 -1.3043726 -1.434312
68278 0.11966515 0.42738427 0.31525396 0.30696059 0.30652416 0.29304564 -0.0557244 -0.1044779 0.45757666 0.03468626 0.03279836 -0.1000111 0.29966898 0.08066568 0.51633732 0.14306168 0.7492505 0.45618283 0.20722216 -0.0959391 0.44186487 0.27633049 0.22097494 0.00553229 0.21713473 0.0261325 0.41233177 0.19728925 -0.0755587 0.17189952
68279 0.03300737 0.95521681 0.6635776 0.67265496 0.843216 0.8224944 1.21430161 0.85473414 1.1170598 0.56055322 1.26814309 0.22315627 0.5375098 0.91472877 0.71083262 0.92897576 0.70798441 0.91908417 1.14557524 0.66648307 0.98138573 1.09782671 1.00055729 1.11436878 0.83041476 0.6535099 0.80938552 0.85393018 0.92758868 1.09398156
68281 0.191296545 0.23634104 0.22017748 0.004121625 0.19736754 0.20494297 0.26085096 0.267806835 0.281058815 0.051103625 0.02334495 0.041693845 0.1128081 0.029215155 0.225336305 0.332145985 0.354995605 0.212941525 -0.092577655 -0.14831945 0.459838145 0.255967995 0.318919845 0.07981763 0.19941368 -0.1384731 0.11700084 0.35887754 0.187796685 0.134359675
68294 -1.2173551 -1.1836236 -0.780468 -1.011327 -0.2779021 -1.0070899 -1.1829187 -2.0436068 -0.8483203 -0.9183721 -0.8396948 -2.9174152 -0.6868543 -0.7546385 -1.2098872 -1.1834653 -1.1608155 -0.9731696 -1.0147087 0.11611279 -0.9471288 -0.6919855 -1.2536233 -1.1998343 -0.8733825 -1.0639226 -1.2352495 -1.2894601 -1.5364675 -0.9218726
68295 0.32249728 0.51307292 0.13989051 0.25068847 0.25768692 0.33683721 0.33549011 0.29209961 0.30467999 0.10640455 0.62312589 0.09688787 0.13153329 0.32197906 0.43684922 0.40793587 0.25700105 0.29311609 0.30445454 0.19198438 0.2089547 0.2961007 0.46067233 0.44380687 0.21082023 0.08497819 0.19164741 0.36542846 0.45717388 0.26084962
68298 0.42833402 0.37589394 0.30611942 0.256288225 0.10407466 0.310041165 0.475014745 0.43788109 0.26580939 0.30693758 0.11301002 0.197125905 0.23397744 0.222617685 0.365104575 0.496883245 0.501690305 0.260684945 0.21541612 0.291142815 0.091587135 0.28335285 0.35827747 0.020277225 0.42729961 0.285236965 0.23294043 0.40489663 0.267355495 0.25245359
68310 -1.0765077 -1.0479929 -1.5540535 -1.5293847 -1.6667025 -1.3289345 -1.3184878 -1.2167042 -1.3862638 -1.3216107 -1.0851447 -1.5095681 -1.4631874 -1.1958693 -1.2514194 -1.1209554 -1.3143869 -1.4320216 -1.3960574 -0.6980994 -1.7628991 -1.3458219 -1.2722405 -1.3074343 -1.2678898 -1.3766695 -1.0076522 -1.2777948 -0.9688459 -1.3862863
68323 -0.0677889 -0.1629432 0.07046663 -0.1003986 0.20897399 0.0888954 -0.1474401 -0.2733239 0.0412957 0.32734201 0.38059571 0.24398157 0.37304418 -0.0360249 0.07791981 -0.0470304 -0.0124219 0.01988768 0.0533957 0.55728284 0.01271007 0.16465961 -0.1409121 0.10085385 0.0461054 0.10587825 0.02742172 -0.1200878 -0.299334 0.05893032
68328 -0.328085 -0.5279017 -0.2423816 -0.3386504 -0.0688997 -0.1520064 -0.3428508 -0.7160374 -0.0388425 -0.2583715 0.64714651 -0.101706 0.01927655 -0.4337421 -0.4754303 -0.4385119 -0.1796066 -0.1129738 -0.0161781 -0.130507 -0.3792479 0.0254655 -0.333082 -0.2974039 -0.2449054 -0.3388677 -0.1904368 -0.299732 -0.2235098 -0.2859432
68339 -0.53748045 -0.5056498 -0.3807088 -0.6268484 -0.45951975 -0.2666435 -0.4380651 -0.54096665 -0.33652685 -0.2362357 -0.49287215 -0.32453875 -0.3053261 -0.42604365 -0.38326445 -0.50082015 -0.48839705 -0.31774315 -0.4680716 -0.55109185 -0.18406515 -0.3115955 -0.4766135 -0.40889315 -0.408093 -0.45198095 -0.31926915 -0.38720605 -0.38325575 -0.3864892
68342 1.82705296 1.87500957 1.71755722 1.74175452 1.65537927 1.76315569 1.74192947 1.71853029 1.61730897 1.70125905 1.63454022 1.76668726 1.72823489 1.64891996 2.03558403 1.7248775 1.71916914 1.61923022 1.60083306 1.53618107 1.7624698 1.64990625 1.87018932 1.84939027 1.59089161 1.73956319 1.764282 1.84716782 1.74955345 1.62022542
68344 -0.2379983 -0.0713571 0.14537685 -0.0269223 0.10489382 0.16528781 -0.1080084 -0.074978 0.17314563 0.05117342 0.34530335 0.04094831 0.06606652 0.04873306 -0.2230858 -0.1760893 -0.0082934 0.17450805 -0.1722732 0.01924482 0.03375165 0.19254717 -0.0522672 -0.1641344 0.1140444 -0.0376779 0.01506614 -0.1270544 -0.0342205 -0.0290784
68347 0.64828233 0.78966236 0.15743169 0.60154754 0.04843869 0.17324895 0.71409106 0.77867917 0.09684802 0.44262905 0.53168463 0.43736306 0.15134312 0.4713148 0.60720032 0.59851805 0.0769965 0.3053068 0.24033519 0.89534572 -0.2561153 0.06595393 0.63601618 1.02467254 0.2612906 0.52029983 0.53248113 0.74284223 1.00577367 0.28456351
