Gene	LuFA2a	LuFA2b	LuFA2c	LuFA2d	LuFA2e	LuFA3a	LuFA3b	LuFA3c	LuFA3d	LuFA3e	LuFA4a	LuFA4b	LuFA4c	LuFA4d	LuFA4e	LuMA2a	LuMA2b	LuMA2c	LuMA2d	LuMA2e	LuMA3a	LuMA3b	LuMA3c	LuMA3d	LuMA3e	LuMA4a	LuMA4b	LuMA4c	LuMA4d	LuMA4e
21942 0.19765104 0.42125533 0.31388182 0.46309538 0.30390806 0.58671535 0.31979678 0.24659511 0.55546964 0.27968253 0.30344159 0.35270272 0.46187034 0.34017283 0.63576125 0.13469297 0.78367313 0.45983645 0.38956301 0.2908117 0.60189767 0.57163525 0.44661972 0.3855678 0.27733755 0.21617596 0.61694722 0.66595332 0.11565273 0.23351534
21951 -0.473429135 -0.518543585 -0.257725135 -0.33140203 -0.4529937 -0.3244659 -0.299575665 -0.296455675 -0.302621765 -0.334781615 -0.38696575 -0.13241453 -0.374962535 -0.218752445 -0.50002025 -0.48645155 -0.213043135 -0.217971425 -0.325018695 -0.26593871 -0.42148005 -0.35015105 -0.4379668 -0.3687818 -0.225339995 -0.28410208 -0.310779445 -0.37819815 -0.284783855 -0.35498828
21955 1.16260115 0.97555409 1.24773581 1.24024112 1.05408139 1.25569177 1.02506528 1.15412075 1.32838741 1.28666728 0.65520955 1.15710313 1.17628002 1.20381101 1.02682388 1.37120204 1.49444429 1.267182 1.12700453 1.12837816 1.64161584 1.1851221 1.09973034 0.97847216 1.28866517 1.24049376 1.03858894 1.15185328 0.89564922 1.31585821
21968 0.42386422 0.37274136 0.53242956 0.33785257 0.25836372 0.49462154 0.3344269 0.07252669 0.4610926 0.49927086 0.30802189 0.47608309 0.45165732 0.5888378 0.46754511 0.43738087 0.65335849 0.44956331 0.50208877 0.52210185 0.60100245 0.38627865 0.55660344 0.6963149 0.40147686 0.68249684 0.33974256 0.52976161 0.41465378 0.15636082
21969 -0.77597439 -0.95434715 -1.37954785 -1.3541256 -1.36210335 -1.55694 -0.666612 -0.72046622 -1.46665005 -0.9026465 0.002903165 -1.2408895 -1.3318812 -1.3831742 -0.8896426 -0.7469235 -1.45646495 -1.5040515 -1.260524 -1.2222571 -1.68213595 -1.280508 -0.90154785 -0.8608613 -1.20686215 -1.2614015 -1.32121435 -0.92111945 -0.69488332 -1.2972728
21973 -0.4591222 -0.276614433 -0.327988333 -0.25056972 -0.398746867 -0.3667485 -0.293636067 -0.396774667 -0.27421741 -0.317757 -0.39580343 -0.489539933 -0.275741133 -0.353148467 -0.257062167 -0.304574833 -0.304307133 -0.3105335 -0.285827867 -0.245537287 -0.232908033 -0.3355105 -0.292589067 -0.461397867 -0.346248333 -0.3032537 -0.354361667 -0.262267507 -0.2401908 -0.396782933
21974 0.47794035 0.35462772 0.44187886 0.2100039 0.330624335 0.338884875 0.44105907 0.504156125 0.457280595 0.247186825 0.14555771 0.221718745 0.24329713 0.023078625 0.291792795 0.537518215 0.666251255 0.305854665 0.558168845 0.203625485 0.727079335 0.401732985 0.38952041 0.16517288 0.533455325 0.054445915 0.266828315 0.53312642 0.27059665 0.492434405
21975 -0.3907471 -0.4733864 -0.480356 -0.5407351 -0.5055694 -0.5270725 -0.5291294 -0.5960976 -0.6724197 -0.7072351 -0.7475507 -0.0877391 -0.536511 -0.5302572 -0.2437577 -0.4758603 -0.489765 -0.5889429 -0.407979 -0.9519442 -0.5498105 -0.4871823 -0.3449354 -0.6048264 -0.7185882 -0.698661 -0.5483099 -0.3967904 -0.3889266 -0.6107393
21976 1.36171646 1.49214447 1.47701922 1.33005908 1.56775706 1.69326885 1.28140713 1.4102159 1.65998406 1.30468049 0.99756941 1.32499639 1.68091711 1.21881952 1.75197829 1.22999863 1.9093348 1.7287091 1.52458025 1.04886037 1.62100272 1.71521493 1.52271075 1.19637377 1.3893924 1.23111315 1.92170122 1.62182327 1.12105068 1.40940926
21981 1.10658325 1.14204325 1.25341052 1.108169 1.37666329 1.47172774 1.18810732 1.11273581 1.24088086 1.03715112 0.97616727 0.8279575 1.47293318 1.06178587 1.34760407 1.03862688 1.41975927 1.34921128 1.21335137 0.81198439 1.27491487 1.47658103 1.28820976 1.02539101 1.31811906 1.1769493 1.41969066 1.40394745 0.97205558 1.1563763
21982 -1.3318568 -0.85927775 -1.6627233 -1.54156945 -1.40085425 -1.55611825 -1.64440555 -1.4354107 -1.41683515 -1.03529675 -1.4815047 -0.6760038 -1.4281414 -1.59672155 -1.48544965 -1.5218343 -1.30755165 -1.4199039 -1.34318745 -1.1322714 -1.38069295 -1.558756 -1.4388428 -1.50286825 -1.49069835 -1.49526805 -1.272066 -1.4589197 -1.71465855 -1.47866005
21983 -0.9853888 -1.1984664 -1.0313286 -0.7128442 -0.9560463 -1.0710554 -1.4378403 -1.1684516 -1.0845239 -0.4693616 -0.8935461 -0.9256693 -1.2441144 -0.4062796 -0.9725402 -1.1100312 -1.1192661 -0.8739796 -0.5247136 -0.7950883 -1.0944982 -1.028498 -0.9758884 -1.2123987 -0.9422367 -0.7786332 -1.2451 -1.4343064 -1.3284604 -0.5900585
21985 -0.1610667 -0.2103869 -0.2768451 -0.0461312 -0.133612 -0.5163505 -0.3519602 -0.1036514 -0.2254204 -0.0968748 -0.5562842 -0.2190169 0.02637198 -0.0060801 -0.1705243 -0.2263374 -0.422093 -0.2980804 -0.2414062 -0.3667952 -0.2391043 -0.4309615 -0.4028257 -0.4556549 -0.1052754 0.00995405 -0.4523283 1.00719693 -0.2905925 -0.0441542
21991 -0.529884 -0.6355962 -0.4007662 -0.5482568 -0.4695058 -0.3880472 -0.4488769 -0.5363761 -0.3695735 -0.6793671 -0.4692888 -0.7451475 -0.4608407 -0.5560684 -0.5256567 -0.8377502 -0.48262 -0.508529 -0.2910279 -0.8125227 -0.4095671 -0.2990009 -0.4672048 -0.7282666 -0.4018371 -0.7335653 -0.5793562 -0.4989308 -0.5149382 -0.4735012
22003 0.457831843 0.200950913 0.257679303 0.112776987 0.17863491 0.39502499 0.314063367 0.35139707 0.24711972 0.185892617 -0.156551523 0.003607017 0.283527123 0.09597328 0.40913342 0.469429787 0.442036887 0.22259694 0.18152227 -0.028062033 0.42346915 0.250054947 0.374557957 0.25071719 0.281230017 0.055742693 0.141378627 0.461683153 0.133157883 0.214495783
22004 0.111950555 0.12378106 0.190459235 0.033242685 0.373122675 0.206066305 0.13227208 0.16048048 0.13653501 0.179471585 0.07360445 -0.062812435 0.2677028 -0.09099288 0.32859873 0.276775875 0.095301235 0.17013721 0.17131136 0.04801008 0.15147374 0.33180381 0.146158405 0.254588795 0.087780445 -0.032550975 0.05606017 0.22976381 0.024799135 0.01250839
22021 0.14272474 -0.034265735 -0.35550217 -0.53863996 -0.07812863 -0.23149913 -0.0530612 -0.00518913 -0.310068555 -0.3841326 -0.53729361 -0.61543013 -0.28319188 -0.488082415 -0.372182325 0.07358058 -0.098395995 -0.29674963 -0.175354305 -0.474510575 0.07398639 -0.207867665 -0.4036675 -0.284289085 -0.169749625 -0.59784281 -0.482313865 0.0736237 -0.40835245 -0.219388465
22027 -0.31849395 -0.04645377 0.159310905 0.05974806 0.214260415 0.23424731 -0.040456175 -0.18101825 0.19501358 0.055521735 -0.28394905 -0.17869935 0.278883575 0.094582155 0.03904591 0.1244871 -0.00039874 0.18397868 0.11537794 -0.51026665 0.22338304 0.127548275 -0.013687175 -0.10536845 0.187826535 -0.12608995 -0.2300649 0.022718115 -0.4250328 0.14791917
22029 -0.2223729 -0.2789077 -0.0933491 -0.2628719 -0.1878599 -0.1085768 -0.2796373 -0.4967447 -0.0773822 -0.1993871 0.07673541 -0.3836335 -0.3815435 -0.230853 -0.0856905 -0.2357069 -0.1062146 -0.2031714 -0.1913378 -0.4093402 -0.0667811 -0.1831171 -0.0799966 0.0004162 -0.3079153 -0.2323989 -0.4110223 0.09788658 -0.4594766 -0.1583724
22037 -0.28964696 -0.216868125 0.073231715 -0.095682015 0.0138165 0.1865341 -0.262369165 -0.241818 0.127251465 -0.145588485 0.13615982 -0.15844777 -0.08481653 -0.05868236 -0.141025635 -0.142785395 -0.036935315 0.02473056 -0.09502712 -0.17387533 0.048059975 0.10588022 -0.256734115 -0.322235245 0.06315591 -0.2974034 0.26263062 -0.14940656 -0.2396342 0.011734605
22042 0.29109862 0.270346157 0.196301363 0.34162518 0.259827983 0.245335127 0.550545383 0.602130147 0.19050807 0.433221187 0.496231563 0.494892013 0.344721453 0.349739933 0.311646197 0.394292873 0.055381567 0.258514337 0.473010363 0.27501202 0.203715443 0.239095503 0.77164923 0.559873033 0.330880963 0.29165444 0.424767687 0.342426627 0.41018543 0.372329543
22044 0.76416708 1.1437835 0.91593774 1.05017886 1.36992153 1.21528869 0.84837194 0.66646741 1.24626685 0.74977223 1.64495112 1.32586949 1.10280899 1.1069417 0.84576941 1.07746905 1.14941009 1.16454506 1.40172636 1.05299345 0.90176302 1.25447487 0.94017722 0.97733021 1.12208112 0.9642403 1.28487486 0.43113587 0.92565317 1.13316928
22051 -0.3589799 -0.5309194 -0.5150132 -0.6327731 -0.5097422 -0.4740323 -0.4111525 -0.3121583 -0.3195369 -0.7694001 -0.2850225 -0.5406705 -0.5233001 -0.936849 -0.3979497 -0.1168627 -0.0538033 -0.3944967 -0.3508572 -0.8088492 0.06422985 -0.3026986 -0.3974399 -0.4859589 -0.361334 -0.9884009 -0.1947364 -0.2112289 -0.8167624 -0.2413932
22059 0.86243203 0.94316202 0.79042136 0.70694324 0.91426003 0.77484093 1.06293169 0.90590725 0.82452635 0.72981516 1.28026802 0.79138186 0.87082794 0.80723269 0.69737716 0.95190625 0.89146755 0.75039712 1.00037101 0.86995029 0.8991923 0.90266939 0.90236927 0.86616709 0.75370259 0.81120875 0.80304542 0.80504989 0.99109717 0.87515741
22067 0.19187011 -0.7866626 -0.553948 -0.9306985 -0.1478242 -0.8314695 -0.437224 -0.3343996 -0.6604891 -0.8165776 -0.6993613 -1.0782495 -0.7925276 -0.6389364 -0.7042434 -0.1496025 -0.3581893 -0.7674673 -0.4634946 -0.2775611 -0.1787015 -0.6579325 -0.4710424 -0.5926446 -0.4093332 -1.4424816 -1.2663966 -0.2824856 -0.2924584 -0.4196522
22083 0.995237043 0.89068358 0.79134514 0.806458043 0.697231377 0.813343513 0.903984183 0.948504327 0.875909447 0.94566692 0.660905963 0.904770793 0.924064197 0.83676156 0.891905033 1.001631277 0.978560907 0.776592793 0.57998763 0.824202337 0.884989683 0.680704033 0.920398003 0.86804317 0.91668595 0.87971028 0.734965583 0.98196321 0.762556407 0.785428297
22092 0.10218266 0.04010383 -0.1655933 -0.3614413 -0.1747097 -0.1958545 -0.1220347 -0.4052331 -0.07394 -0.1353129 -0.3137776 -0.0779101 -0.1713504 -0.5957791 0.13760863 -0.1664391 -0.0076673 0.0274507 -0.2117991 -0.2220709 -0.3004518 -0.3773545 -0.0939225 -0.2078927 -0.1885939 -0.0110149 -0.1528319 -0.2659942 -0.2616395 -0.1799629
22113 0.32577655 0.34764362 0.10141403 0.07885675 0.07262058 0.25752801 0.29020244 0.37795594 0.15935765 0.27163425 0.22225813 0.00035646 0.13626693 0.09318181 0.47703995 0.28663443 -0.1879478 0.20725469 -0.0862795 -0.017955 -0.032253 0.19247105 0.26507286 0.09813361 0.19176406 0.33660368 -0.0848068 0.35434074 0.27019793 0.02977445
22117 0.0036057 0.00238507 0.11187298 0.04969501 0.19207766 0.21023716 -0.0397776 0.1535372 0.07616202 0.08242992 -0.2343014 0.07106307 0.19355811 -0.0201583 0.17989217 -0.1032782 0.16864937 -0.0014236 0.07230599 0.01459365 0.24779688 0.18026856 0.13449186 -0.1640299 -0.0890761 -0.1173629 0.06871045 0.04840562 -0.1914538 -0.0013318
22121 -0.158175383 0.10019414 -0.13184929 -0.11076129 -0.054327493 -0.01776892 -0.052996263 0.112745427 -0.159474763 -0.30086491 -0.16898662 -0.307378583 -0.150663093 -0.02260559 -0.06888395 -0.095513557 -0.101855837 -0.192798453 -0.103017847 -0.18627214 -0.175575013 0.00188333 0.000574933 0.087418553 -0.131700157 -0.081917853 -0.18032127 -0.132027823 -0.099100783 0.004421817
22122 -0.5949597 -0.4999743 -0.6890395 -0.7345256 -0.6927465 -0.4930856 -0.630265 -0.5662368 -0.5033692 -0.9937066 -0.2253303 -1.0191898 -0.725538 -0.9396686 -0.4681563 -0.4398509 -0.564391 -0.4325956 -0.6102906 -0.6491367 -0.5601025 -0.5124995 -0.4992087 -0.485458 -0.5676596 -0.7251051 -0.6846556 -0.5535365 -0.4389657 -0.8131684
22123 0.33418872 -0.3692765 -0.6296184 -0.2291274 0.23356783 -0.1394704 -0.3338593 -0.421289 -0.3741369 -0.5516011 -0.6268696 0.2037778 -0.3610262 -0.3351185 -0.2558975 -0.1887163 -0.3646139 -0.5765073 -0.3024921 -0.6511352 -0.1966781 -0.2442429 -0.3889059 -0.292442 -0.341467 -0.7192378 -0.826757 -0.2863755 -0.3337585 -0.1408353
22129 0.358507063 0.305320037 0.414724273 0.32445144 0.337743033 0.475310857 0.233323913 0.368394233 0.463625767 0.33120621 0.185600677 0.166522763 0.350188567 0.396751983 0.35921239 0.330173093 0.477508807 0.552668193 0.383853043 0.222887003 0.555744557 0.4811658 0.384854033 0.291072147 0.36614503 0.346736467 0.36135578 0.408055763 0.27899124 0.366089147
22130 0.44660201 0.44376805 0.38729467 0.27052122 0.358993 0.4687302 0.24670305 0.48265802 0.53820037 0.37429221 -0.1832207 0.1247443 0.46912761 0.17411016 0.49161167 0.45416342 0.54587273 0.42345031 0.24429017 0.09755491 0.49775363 0.39461261 0.41608042 0.11707926 0.32958818 0.32313205 0.33383276 0.61307541 0.29867002 0.35910119
22137 -0.4618215 -0.5629151 -0.3810901 -0.6416832 -0.4310454 -0.4081439 -0.5715344 -0.4038191 -0.3978947 -0.6653085 -0.6074281 -0.5816077 -0.5510596 -0.7851384 -0.4303307 -0.5041223 -0.5464794 -0.549929 -0.5552567 -0.4109973 -0.6041489 -0.3776592 -0.6683342 -0.7868925 -0.4282284 -0.6425038 -0.4353026 -0.3569512 -0.4658687 -0.4534676
22139 -0.1588674 -0.2543053 -0.0239957 -0.1980033 -0.380073 -0.0204438 -0.1868622 -0.1622732 -0.2108785 -0.3027349 -0.5871518 -0.1339194 -0.0459779 -0.5106486 -0.0956506 -0.1892316 -0.2320939 -0.3210364 -0.1918975 -0.4220348 -0.2550235 0.04202474 -0.3639209 -0.4149939 -0.1515259 -0.2763208 -0.2011258 -0.160028 0.15904713 -0.1988187
22152 0.53730282 0.90040842 0.84956213 0.70328942 1.10519468 0.99411141 0.64682165 0.73526533 0.65647076 0.65026741 0.54493895 0.93222051 0.94760818 0.87945084 0.88880129 0.50478519 1.0255503 1.02181335 0.60105143 0.6423894 0.71655235 0.99223605 0.79241578 0.5160802 0.69948034 0.71661484 1.03925041 0.69301196 0.48675172 0.90292798
22154 0.854668137 0.67448246 0.96199662 0.950730647 1.08560482 1.010711993 0.920991957 0.855391473 0.97348473 0.932434893 1.23873721 1.139212247 1.006527603 0.9359626 0.860788177 0.818009227 0.848998607 0.94699438 1.06426895 0.97713229 0.838074883 0.981065927 0.883999043 0.846226247 0.965288413 0.83264253 0.982777877 0.860474767 0.86658863 0.983971067
22156 -0.2246096 -0.2781889 0.04712575 -0.1520131 -0.1252342 -0.0456811 -0.1410176 -0.1424123 -0.0486609 0.22466428 -0.5186139 -0.0733401 0.12199248 -0.0895489 -0.3217891 -0.2385355 -0.018669 -0.0149519 -0.0853934 -0.0092493 -0.122177 0.0244713 -0.1371874 -0.3618798 0.13584133 0.19335622 0.04801399 -0.0905838 -0.3516485 -0.06738
22158 1.115143633 1.192136393 1.098427183 1.326029493 1.114457327 1.15932047 1.145816453 1.259804853 1.152336703 1.1890281 0.973227993 1.07546079 1.10294123 1.264231903 1.31814715 1.12591301 1.047138817 1.254127853 0.984321023 1.124855567 0.97047945 1.106790367 1.17204255 1.26513152 1.2071033 1.098430817 1.05872861 1.237501443 1.262874853 1.143347293
22174 0.35240924 0.41987079 0.54185178 0.565944295 0.32393481 0.37972272 0.34501193 0.42303558 0.518333575 0.447675635 0.291477605 0.34911404 0.573350085 0.586839425 0.53069088 0.222319855 0.379234295 0.588875845 0.33602082 0.27564402 0.399736955 0.37713797 0.423391575 0.358411445 0.436130255 0.4784635 0.372049775 0.4840051 0.33922843 0.42523164
22187 0.64074551 0.88620483 0.91323131 0.80894128 0.78951811 0.76688984 0.84862409 0.86822979 0.78425778 0.79879037 0.92884254 0.70259048 0.8907809 0.79486365 0.90058962 0.66433799 0.69571773 0.80644769 0.8364368 0.57431559 0.7555592 0.83987143 0.83771169 0.73041352 0.83856538 0.84148568 0.77701111 0.91351924 0.89687258 0.7729598
22190 1.81923053 1.65400068 1.746433437 1.560981107 1.705588967 1.797643827 1.68758083 1.768665243 1.795204327 1.483463977 1.182698027 1.487779247 1.68348928 1.481337793 1.79997341 1.877262417 1.966268433 1.71757169 1.652968293 1.26689896 2.06925285 1.731818213 1.77110378 1.595580027 1.664827123 1.41229398 1.645690547 1.828985433 1.50463718 1.738258507
22193 -0.6676711 -0.5780405 -0.4563184 -0.6590704 -0.3359674 -0.4001972 -0.5583346 -0.6184076 -0.4250153 -0.5354773 -0.0347089 -0.4036007 -0.5173145 -0.5565571 -0.7354066 -0.548098 -0.5758772 -0.3646833 -0.3971044 -0.7088385 -0.5052187 -0.2856506 -0.696173 -0.713962 -0.3459801 -0.1357168 -0.6044182 -0.7977961 -0.6658371 -0.48728
22194 0.39156911 0.33419906 0.431959105 0.499125365 0.38538621 0.450175955 0.27629421 0.271641695 0.53857882 0.37924169 0.5009709 0.383497005 0.420758335 0.52093737 0.180623435 0.32398913 0.509770445 0.534233385 0.545181535 0.43663639 0.500857125 0.486306735 0.30620394 0.32565881 0.48473977 0.56393574 0.40394521 0.264579205 0.26151764 0.44628942
22195 -0.05134965 -0.277911175 0.263714865 0.199185885 0.31482306 0.256401035 0.13853921 0.11721544 0.27061336 0.035961075 0.020797675 0.543048895 0.156343585 0.195911935 0.162783515 0.323930315 0.152036075 0.12398221 0.23427341 -0.182053015 0.080001095 0.2651899 0.11303143 0.06152704 0.30140151 0.013875945 -0.053057145 0.00500587 0.12932193 0.19771541
22196 0.61786787 0.555663785 0.4819038 0.5480009 0.63239973 0.65836303 0.653865005 0.6743302 0.599242155 0.531156255 0.933720725 0.568896415 0.528624035 0.38278401 0.746452745 0.61148593 0.5313861 0.63934589 0.60882927 0.61572492 0.505786 0.712745825 0.76806181 0.776748735 0.475050835 0.527753555 0.510449955 0.663447125 0.7988311 0.472267305
22200 2.04705528 1.74005466 1.93047379 1.7017621 1.80509204 1.81618436 2.08091999 1.99479093 1.89764323 2.00748945 1.86296926 1.83253581 1.86188601 1.82598416 1.81630357 2.09414668 2.04982075 1.8134317 1.97250352 1.82330556 2.13076075 1.83027665 1.85645247 1.67346315 2.00012359 1.75230126 1.85681609 1.97106315 1.80470049 1.96770488
22201 0.9244461 0.966293965 0.872316145 0.704552555 1.21947067 0.961894055 1.031414705 0.82444811 0.88384148 0.8864775 1.294395825 0.868065805 1.05577545 0.854682225 0.97651057 0.890296985 0.818051105 0.939547875 1.05104485 0.81036653 0.915378535 1.015404745 0.975092355 1.041151165 0.88127222 0.947609595 0.86255926 0.858273915 0.8885903 0.809479325
22214 0.17121408 0.21221283 0.2903229 -0.0198755 0.47747732 0.34997039 0.43607524 0.45232488 0.18830756 0.2067344 0.20061757 0.10965602 0.15956333 0.26994361 0.13516656 0.34637632 0.13551271 0.28373037 0.14418652 0.24704089 0.16044341 0.53358868 0.09517369 -0.192351 0.3987778 0.26249051 0.37219979 0.09415968 0.32680022 0.45882773
22218 -0.1118946 -0.2719974 -0.0482763 -0.1030804 -0.0794663 0.13007819 0.09787285 -0.000914 -0.0661346 -0.15455 0.19734085 -0.2021148 -0.1704309 0.1355739 -0.0344426 -0.0218868 -0.1801898 -0.1163504 -0.1398886 -0.199922 -0.2906372 0.08652753 -0.39057 -0.4129183 0.06303325 -0.2283058 0.18566645 -0.0019841 0.17025981 0.05699007
22223 -0.026869505 -0.143057975 0.13791199 0.037987265 -0.02631326 -0.02096911 -0.110173435 -0.087493375 0.0176688 0.24855035 -0.112162705 -0.17974322 0.23496486 0.11435756 -0.033649655 -0.09033426 -0.14501249 -0.00487071 0.089427945 0.070847725 0.205263305 -0.00786186 0.028550315 -0.084347115 0.025843515 0.206603355 -0.045380425 -0.007095625 0.195875825 0.006093515
22224 0.198973287 0.167609317 0.318417363 0.276518727 0.363695613 0.31045496 0.2135762 0.223940913 0.287165303 0.114977933 0.33165479 0.27402227 0.304556073 0.296904867 0.310007623 0.260454047 0.19648782 0.27851973 0.252119137 0.140739273 0.200723203 0.33278173 0.204199703 0.184357877 0.298912877 0.22604363 0.26911293 0.203009223 0.232525713 0.338497897
22225 -1.0430866 -0.7116568 -0.4467019 -0.4865659 -0.3992823 -0.4543612 -0.6073587 -0.9570914 -0.3418872 -0.4674797 -0.7411368 -0.7445157 -0.1092549 -0.3310243 -0.7295497 -0.5819487 -0.4711176 -0.4911409 -0.2994011 -0.7577052 -0.2497051 -0.3486625 -0.6963353 -0.8818261 -0.4347862 -0.3365368 -0.3461524 -0.8669572 -0.9840229 -0.4782594
22228 -0.4735245 -0.4219867 -0.4397058 -0.4804306 -0.3653198 -0.2069331 -0.3767583 -0.4103051 -0.1342007 -0.6097905 -0.4694842 -0.4662494 -0.325395 -0.5487731 -0.2275392 -0.2677943 -0.3413301 -0.2221445 -0.5365433 -0.8346716 -0.2633184 -0.2739977 -0.2174946 -0.3972405 -0.3940832 -0.4658569 -0.4385345 -0.3311481 -0.2930257 -0.3667844
22230 0.533483385 0.694695365 0.6251044 0.668817255 0.36825544 0.544511115 0.57509823 0.58318053 0.656448635 0.57080352 0.708556065 0.668089855 0.59780885 0.69246856 0.579085815 0.57350331 0.63222418 0.6480111 0.283582265 0.717624975 0.616650395 0.501692685 0.56441827 0.738259335 0.69398109 0.773766775 0.51314027 0.56042304 0.70604302 0.617186465
22232 -1.9753045 -1.5489731 -2.1371535 -1.9238019 -2.1609193 -2.128363 -1.7964813 -1.8743674 -1.8842492 -1.4971753 -1.3957222 -1.7889157 -2.05939 -1.8157936 -1.4427467 -1.5750001 -1.7017314 -1.763269 -2.1594107 -2.0210857 -1.5255204 -1.991192 -1.646457 -1.7467101 -1.8747205 -1.9937364 -1.5190916 -1.6364911 -1.5014571 -2.0687004
22234 -1.25563925 -1.26413805 -1.2912394 -1.04278055 -1.011271545 -1.18940539 -1.5479307 -1.48477055 -1.13513705 -1.31524635 -1.25892945 -1.04588015 -1.55739595 -1.29462985 -1.84205695 -1.292887 -1.103047735 -1.15566722 -1.3164674 -1.03846095 -1.2860597 -1.207821985 -1.79056215 -1.81990085 -1.20036499 -1.46048865 -1.01961556 -1.46190435 -1.4905332 -1.22302785
22240 -1.2431121 -1.3671778 -1.56806 -1.3762059 -1.1153978 -1.52791 -1.5309088 -1.395273 -1.4503073 -1.2905777 -1.2723152 -1.3922287 -1.4133435 -1.1072987 -1.3123477 -1.471689 -1.5627463 -1.4037262 -1.1606609 -1.2607651 -1.4374907 -1.4386891 -1.3134599 -1.0308688 -1.4007134 -0.6418119 -0.9663392 -1.5123327 -1.7344451 -1.3801578
22241 -0.0774085 0.24126732 -0.104190505 0.07888689 -0.195097435 -0.1006419 -0.08454586 0.004844595 -0.040900575 0.08103103 -0.25409198 -0.0838082 0.02405717 -0.004692355 0.04023785 -0.11317074 -1.03e-05 0.08287006 -0.04339219 0.146171725 -0.05303735 -0.159987535 -0.05531982 0.075058605 0.078098165 0.157551495 -0.022981705 0.035641835 0.06848626 -0.08644043
22247 -0.59030065 -0.47203895 -0.308913325 -0.039124575 -0.3680684 -0.1735447 -0.55639645 -0.570855 -0.137610155 -0.43047415 -0.3921352 -0.29215348 -0.274552 -0.26940638 -0.3878082 -0.5235103 -0.062101965 -0.25477155 -0.36977845 -0.153989225 -0.26924875 -0.2560807 -0.44245035 -0.49644115 -0.323989005 -0.26945058 -0.13075177 -0.3730498 -0.58196815 -0.62276885
22249 -1.9539397 -1.696954 -1.518251 -1.5782069 -1.8339033 -1.5880989 -1.5063183 -1.7923893 -1.6660819 -1.5192676 -1.6213089 -1.6425148 -1.435614 -1.5836636 -1.5561896 -1.6499182 -1.6135316 -1.6704882 -1.4379186 -1.4957017 -1.6146444 -1.5450938 -1.6809886 -1.394878 -1.4634607 -1.7541787 -1.5392084 -1.5505971 -1.5762438 -1.4982149
22253 -1.5230499 -1.1451846 -1.2930841 -1.4500509 -1.4496689 -1.4662051 -1.7405708 -2.2261509 -1.4346865 -1.1942403 -1.2913044 -1.5152743 -1.3470092 -1.4327117 -1.4391995 -1.275651 -1.36333 -1.6547524 -1.092961 -1.6555225 -1.2909623 -1.4847507 -1.4271485 -0.9621275 -1.9107329 -1.4308189 -0.7191301 -1.5981992 -1.797479 -1.7843156
22256 0.72629071 0.76019836 0.75197508 0.97036143 0.40636457 0.43973769 0.6870967 0.66552434 0.51522945 0.9959195 0.65397383 0.940515 0.72516178 0.91129966 0.72484538 0.48689814 0.45210737 0.59082061 0.67732298 0.96212581 0.43068495 0.46200896 0.66616602 0.74298579 0.7474855 0.89115827 0.68622123 0.62553509 0.82664087 0.68708446
22258 0.68481741 0.73395817 0.53050505 0.54444424 0.59321932 0.62395176 0.68083753 0.62479835 0.56582415 0.39501928 0.83112879 0.49437972 0.54282461 0.49259971 0.78478285 0.85165943 0.76699194 0.53030504 0.70331468 0.58661781 0.7675516 0.62271298 0.78758447 0.77627504 0.47801426 0.45206919 0.55755801 0.74036685 0.73008683 0.67277745
22259 0.58473054 0.28460653 0.3999022 0.28492598 0.35683643 0.24031133 0.30807628 0.57209744 0.13219023 0.49092638 0.11455835 0.01640228 0.31794485 0.39311556 0.27963896 0.3134179 -0.1301758 0.30684136 0.30675845 0.52543938 0.18998146 0.26538412 0.19365597 0.20963513 0.40941639 0.55270857 0.03420011 0.27667149 0.53059955 0.34464028
22260 -0.1274616 0.07089857 0.10740191 -0.0070032 0.43101819 0.11657153 -0.0487703 0.256965 0.26471892 0.24190685 0.00398247 0.17657797 0.17297691 0.18093612 0.01711975 0.07675686 0.18705389 0.26264498 0.34021282 0.06198846 0.18472017 0.3621184 0.05665702 -0.0805101 0.29938039 0.29845675 0.12310899 0.13894776 0.02844847 0.05821487
22271 -0.42984 -0.1213161 -0.0166154 -0.1060144 -0.0285618 -0.0122321 0.1438821 -0.0730615 0.02468024 -0.0709936 -0.3264745 -0.1290838 -0.1118677 0.016333 -0.130662 -0.2450536 0.12979658 0.02180461 0.13056398 -0.2373018 0.31159815 -0.1544893 -0.0422668 0.04800588 -0.0877832 -0.432122 -0.3044009 0.02331889 -0.3290815 0.0909898
22273 -0.08200824 0.098377765 0.04072177 0.046780645 0.09721371 0.254455375 0.16794613 -0.092262 0.168518745 -0.07177131 -0.3395321 0.182404445 0.120337525 0.019492915 0.170920915 0.2268781 0.228218545 -0.04119829 0.160937275 -0.25557765 0.46663054 0.20293296 0.20783613 0.19206818 -0.08249368 0.039628035 -0.102831955 0.15281059 -0.0465967 0.059117835
22275 0.96339844 0.56837081 0.72374688 0.11368906 0.57108963 0.62170421 0.9102545 1.02023125 0.7272683 0.40172839 0.25529391 0.37638482 0.51026009 0.23443689 0.5832973 1.14788514 1.05405785 0.56974517 0.71300484 0.35411315 1.07763349 0.76067988 0.48001116 0.49908981 0.73075181 0.33524432 0.6527677 0.89820725 0.53819355 0.72844564
