Gene	GSM114426	GSM114427	GSM114428	GSM114434	GSM114437	GSM114436	GSM114431	GSM114430	GSM114433	GSM114397	GSM114400	GSM114402	GSM114424	GSM114425	GSM114409	GSM114414	GSM114394	GSM114412	GSM114396	GSM114410	GSM114417	GSM114391	GSM114393
Gene	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0	15.0
11287	5.43962313755712	6.02901108665907	4.99548451887751	4.77082904603249	4.28540221886225	2.23266075679027	6.00225245173138	0.678071905112638	5.47248777146274	3.01792190799726	2.37851162325373	5.88752527074159	6.1168637576909	3.877744249949	3.57288966842058	3.74416109557041	4.41278152533848	3.30742852519225	2.98185265328974	5.47248777146274	5.99774402605963	4.99548451887751	3.8972404255748
11298	7.98669535024378	8.31197531446116	7.84768378771685	8.20677018868682	8.22086196666754	8.23840473932508	8.45512169355147	8.11556391523799	8.36150519794804	8.12075627297847	8.75888943272096	7.88630626345243	8.12799432097639	7.63190458725792	8.20163386116965	7.93428059364002	7.11165734626313	7.71424551766612	7.19130601891869	8.4586116725846	7.91677518454036	7.59058704991503	6.9442728176116
11302	11.6809748015129	11.591756076023	11.4855274580803	11.1861142395416	11.5319662183603	11.4098682195094	11.7051571700174	11.2695358134032	11.5477621304252	11.4777582664439	11.558037984777	11.1772949475456	11.5470391078874	11.2177759867938	11.0763479812161	11.1957412932464	11.2552056491767	11.4326984796306	11.3483962076773	11.3056627849451	11.0917659385168	11.4811435121087	11.3445733225962
11303	7.69661984698429	8.14414836650889	7.73741636593706	7.93899143877554	8.01234519041983	8.14108531856233	7.52277766952458	7.94924309625241	7.4846215270986	8.02818234846057	8.02735313393009	8.39059890555246	8.16641418264516	8.16264308602844	7.89421146153777	8.25361115194717	8.40343816300828	7.81634370528486	7.89087223954207	8.14108531856233	8.07815080773465	8.11165734626313	8.17217745317369
11304	6.19377174339668	8.67383905599044	5.57893871309339	5.56376827845203	6.17791779219584	6.63081315229913	5.73063995591679	6.9518675043269	6.65535182861255	8.08427691053149	6.49505552836802	8.71938882094208	5.33985000288462	7.07146236255662	6.79051141189419	8.08268130295035	7.45697038112101	6.89965902637744	5.51727569320958	4.82273014794452	6.75488750216347	6.93428059364002	6.78790255939143
11305	10.7144172568534	10.4564570943753	10.6008421143873	10.1769211116444	10.3774274607011	10.1470776975476	10.6471885704749	10.6347203117811	10.4723862268531	10.326541842174	10.658747037435	10.2681910792198	10.4403501192006	10.1635238906684	10.3460704407852	10.2706457361505	10.3416300093299	10.5103685838625	10.5162909856149	10.3916732186864	10.2201364473961	10.3508287106217	10.362053396853
11306	8.26491169307447	8.66853047018635	8.30902153194551	8.3566720442121	8.53332973230583	8.68492390686141	7.72280753116955	8.48300957716455	8.22351908679073	8.39660478118186	8.42563553536776	8.09776879341862	8.34318571544788	8.36632221424582	8.28401434473801	8.35292621305926	8.71870410567489	7.73165844875181	8.03177011416067	8.44377239276374	8.51431955180054	8.35645197022176	8.50799279898493
11307	10.7540523675289	10.5938579388582	10.5587076930211	10.5356641908102	10.5774288280357	10.3454052467178	10.631177055704	10.2544381482673	10.5376066914953	10.7078767527433	10.7028652898152	10.6581222043062	10.675604252639	10.3162815317462	10.4309751725881	10.6643583911722	10.6013065261218	10.7746223589856	10.5314789366179	10.5825183696184	10.4875386036501	10.5439984501345	10.5169803514963
11308	6.68650052718322	7.0703893278914	5.03562390973072	7.3566720442121	6.80219321694183	7.01457846492289	7.1053847492476	7.2881739681123	8.17142702660754	7.35579154675365	7.34074028063018	6.82654848729092	8.29140095948369	7.70251902915328	6.70597790168252	7.69418374333315	7.74752167254042	6.87528859822269	7.17392693199981	7.14159627838382	7.74617838097141	7.38801728534513	6.78659636189081
