Gene	GSM74343	GSM74342	GSM74344	GSM74345	GSM74347	GSM74346	GSM74349	GSM74348	GSM74350
25186	6.34163000932991	6.86542397831313	6.57061472176119	7.15886210620845	6.79766152585376	6.81762325751143	6.51096191927738	6.85049941375812	7.14516793901838
25187	9.99555518206861	9.94544383637791	9.92399593277178	9.71759074979573	9.92161782265166	9.93081124422722	10.192477763518	10.1237980912519	9.99322146736894
25192	5.07895134139482	5.35226417325832	5.1168637576909	4.93781516880342	5.93073733756289	5.00450139223494	5.75755668893945	5.24222139509837	5.12308675098106
25193	9.60622012128167	9.47715111414164	9.3780780559955	9.80542144617176	9.41996017784789	9.96014677369672	9.82352646912215	9.59021276140836	9.52669484554198
25194	5.75087443965685	5.8923910259134	5.7045953476324	5.07253459972295	6.17192735435346	5.44956137461324	4.57288966842058	5.27426166125705	5.31831684133498
25195	5.84297883178833	4.83794324189103	6.34340782229781	4.49185309632967	5.10433665981474	6.39059890555246	5.77873424411784	5.33985000288462	5.87528859822269
25196	7.61911951145322	7.16087986183931	7.78528898070402	7.41193462479118	7.57288966842058	7.29737486052832	7.47411151394241	7.53760669149529	7.56071495447448
25197	8.53255073928427	8.72706955802371	9.00548420238304	8.84987419379562	8.71921767258897	8.91767043436176	8.8916318325891	8.98099636973059	8.85440091173023
25202	9.91348784071516	9.6174674652942	9.2667865406949	9.70061310856746	9.69531530304796	9.63888838225226	9.82932633584167	9.81618368143234	9.66835318047296
25203	7.64853734589263	7.58233018791316	7.32732808262995	7.30149619498255	7.2728630232019	7.33806779754262	7.12670447284319	7.19524915780218	7.06716542701711
25204	5.17990909001493	5.69627208392586	5.39574832817903	4.8073549220576	5.18388345903223	4.58195375084882	5.14974711950468	4.67525138605026	4.3327079336406
25205	10.4627408275315	10.1499587669841	10.3087182376697	10.5927061858812	10.2394791946992	10.4887774140283	10.4578254534193	10.4910513763641	10.5110937384598
25206	3.51096191927738	2.76553474636298	2.78659636189081	4.64961545906341	5.83035674741922	4.6724253419715	3.26303440583379	5.58496250072116	4.94016675048282
25211	11.0508689632907	10.5447712879947	11.304693557471	11.3372873898665	10.9463214771071	11.3698699386349	10.8145824659063	11.0631253934588	11.2819879653519
25216	6.53915881110803	5.73063995591679	6.40087943628218	6.46025109894385	6.15076274435542	6.07681559705083	6.12101540096137	5.89965902637744	6.47897180503294
25217	8.09803208296053	8.17542479858969	8.23935985027747	8.24079133216196	8.1853710292354	8.36238221623699	7.952450058359	8.08268130295035	8.29599846191139
25218	7.1289394772265	7.35344092294908	7.55561167698874	7.5453506448223	6.97116031712002	7.63347964813505	7.57440430902258	7.59046229786853	6.93113146269602
25221	4.24792751344359	4.877744249949	5.03562390973072	3.91647664443772	5.86294724802092	4.67807190511264	5.5077946401987	5.16591193893569	5.86046625851717
25223	2.51096191927738	5.17791779219584	4.5909612413426	2.70043971814109	1.67807190511264	2.86789646399265	1.76553474636298	2.72246602447109	2.78659636189081
25227	10.0802179452595	9.88462844485133	10.0615062069354	10.1946953046861	9.94844024061993	9.98669535024378	10.2236397487772	10.0500526899656	10.0577887026063
25229	3.64385618977472	2.86789646399265	3.24792751344359	3.05311133645956	2.90689059560852	3.49825086752783	2.43295940727611	3.26303440583379	2.4594316186373
25230	10.6463786995434	10.6003775531078	10.7175479112525	10.7320401982687	10.7490313820402	10.7071865505817	10.7474377534501	10.9175958514248	10.5886677940738
25231	4.82017896241519	5.4708621994137	5.02901108665907	5.34695688937888	4.3110671022556	5.20945336562895	4.03562390973072	5.06177619758669	4.53915881110803
25232	9.97211821838414	9.83778559614527	9.71183901995903	9.99194693915176	10.0176435834973	9.96390756097406	10.129283016945	9.90989308377004	9.81762325751143
25233	7.9915218460757	7.83478704933734	7.76730167253717	7.82060447341691	7.7844167345826	7.87958324961278	7.82145511910246	8.00693379479954	7.8026240650982
25235	4.7839804136838	5.16791986555194	4.18982455888002	4.46270675067016	5.43962313755712	3.90689059560852	3.62058641045188	4.58496250072116	5.19179950106508
25236	6.90207357931074	8.33404976759958	8.02125762056052	8.1048607997082	8.467605550083	7.98527271425345	7.70251902915328	7.87835751033694	8.49425558654498
25237	6.97956810009519	7.22303633790187	7.24887634283713	6.63662462054365	7.29645740737124	6.94719858426206	7.30742852519225	6.96116025813664	7.13545278418517
25238	8.87927691241217	8.99463629050958	9.07521171134824	8.79181407116183	8.74819284958946	8.83668159332712	8.96376309644273	8.85424505422013	8.85237344958027
25239	13.1422985527842	13.5509751940162	13.4859424864048	13.2500615027172	13.5818243279195	13.2509645333661	13.1869344230649	13.163932652956	13.619876067504
25240	7.24982454861618	7.19574129324645	7.75555526197214	7.19475685442225	7.84705734609134	7.54920708935568	7.55956828992275	7.82081718186417	7.54457811733884
25241	6.30742852519225	6.04439411935845	5.83035674741922	4.92599941855622	3.8073549220576	5.03121873061072	3.73335434061383	4.57288966842058	4.15380533607904
