Gene	GSM1713809	GSM1713810	GSM1713811	GSM1713812	GSM1713813	GSM1713821	GSM1713820	GSM1713823	GSM1713822	GSM1713819	GSM1713824
Gene	5.0	5.0	5.0	5.0	5.0	15.0	15.0	15.0	15.0	15.0	15.0
11287	-4.89081652012886	-5.74506739266317	-4.48756960795051	-4.46607549997558	-5.36475341531328	-4.18356707824257	-4.13388931382991	-3.95096037046592	-3.90716473371023	-4.23008882107132	-4.52932591295804
11298	-1.29587170192467	-1.89598009684415	-2.44297523548877	-1.48970643110834	-1.93828738606295	0.163318384130774	-0.360708555475841	-0.152739055602209	-0.624665802287294	-0.428775604701689	-1.0720307498298
11302	5.89688697040827	5.83522680523799	5.85422260935173	5.82111577160833	5.87150855746998	5.72977571024488	5.93995056499659	5.5701957405371	5.96138486572216	6.02720271863382	5.70137993788902
11303	2.72638657179913	2.29455017456729	2.8696621903596	2.72510199809034	2.8210019575072	2.68258453324651	2.80229663223458	2.4292945856619	2.66850948022131	2.34504715664304	2.50702330561279
11304	-1.83910045876508	-1.38525812252197	-1.84129588209192	-1.47955260668107	-0.589700146849671	-0.422135679758187	-0.356444845523701	-0.325322418127192	-1.99458563927754	-1.71801813429289	-0.823569986758311
11305	5.36972819703754	5.1638327998753	5.32928508296683	5.34659528412874	5.45683242758934	5.47771941634887	5.53014567250085	5.12021091567327	5.60714978061347	5.55705467260367	5.12753836245613
11306	3.65995879917581	3.41868920408054	3.20529710177159	3.24907513839747	3.26439530720426	3.03674068634064	3.17033370713999	3.17010452565501	3.1029133935836	3.4239142676731	3.45605701471761
11307	3.9128797581398	3.81967840084725	3.72321996348011	3.92750776473303	3.71450930064275	3.93006550018596	3.96264155972697	3.74877249522908	4.03762821480054	4.15709223046332	4.08137371719665
11308	5.68850769794138	5.91887277572267	6.13813456480016	5.96933241026913	5.84189514689991	5.35806213583417	5.17777829836266	5.38316512484753	5.17725208594564	5.26137284728432	5.30730100863163
11350	3.5340989645506	3.52596862103309	3.63806224922221	3.76440985444126	3.75842044730979	3.57378652768672	3.7359986645312	3.39149278998072	3.65669085241421	3.51515734603423	3.45557052613012
11352	3.6689813970277	3.6213251626378	3.65965060295498	3.69192493495221	3.6199763616347	3.39711840904258	3.37591521161958	3.13538382869181	3.39678970827808	3.24597323691086	3.39825458885388
11363	4.2310713823013	4.23031062726926	4.73036280143562	4.51723159268714	4.36514659469516	4.44907929527749	4.55086373512093	4.39421915227712	4.33390312117137	4.20811923082842	4.24065015575649
11364	4.33920153495266	4.38620394898961	4.41561671521828	4.36876136603839	4.4165965705707	4.17960658982592	4.33711162841586	4.35983739296312	4.22185388643655	4.07775571410965	4.1925571610346
11370	4.62517695668051	4.96368681333433	4.82362709283577	4.75197780658764	4.99502314450284	4.76278464145619	4.91485150324641	4.61189826732594	4.81300128392989	4.81462732413296	4.67331331617775
11409	2.11324041676405	2.1933743562673	2.31958325361407	2.27239053667825	2.37471122434977	2.19070650714777	2.3225165944183	2.04074867987262	1.98005821305815	1.81907954193566	1.77481024793785
11416	4.13330869725304	3.87864687870525	3.86865713683387	3.71821913070233	3.88395310614122	3.77781945893811	3.62225100014834	3.75689519096874	3.53698537579194	3.79799865563845	3.71650808676875
11418	4.80454924529447	4.97108825722592	5.21882378166988	4.9197500432683	5.0376809220863	4.80491057590401	4.83588366206258	4.84772637587174	4.8159032768451	4.88179185275675	4.5165194976611
11419	3.67645924325599	3.31433254360912	3.39466504358686	3.5729139151923	3.48680445822242	4.69976815378439	4.26195197859215	4.42706304872885	4.25907659869467	4.34487819528161	4.34907506739904
11421	1.14320400763521	1.43196520820671	1.94925850670989	1.44016022540182	2.31772373199913	2.09129700791008	3.2365706825261	1.86364908970967	2.35270768524366	1.94419127931488	1.90452648698272
11423	4.81173817154363	4.72403901576727	5.06254485421218	4.73430317000738	5.0832431581045	5.05596348711946	5.07799919000229	4.41816970418764	5.15443333906959	5.09948036918101	4.60938856943329
11426	4.67893951541342	4.67415553811038	4.87801411663657	4.93666149301504	4.82558213003292	4.97358372538295	4.98841202572479	4.9306994958852	5.05178535986355	4.85236845538715	5.01482837652372
11428	3.2015413375426	3.29559079592076	3.22593503703952	3.25806659831133	3.34796323460543	3.15985680886707	3.36562255611334	3.23281115758229	3.22282155928001	3.24509249157518	3.2399921678068
11429	7.43191541342428	7.69770432925645	7.972962559754	7.73498052343589	7.87307493222397	7.5409339398919	7.64122086585992	7.45567243934961	7.7707894110089	7.37342201131214	7.54263724916083
11430	5.96816219364099	5.94395882301334	5.980320117484	5.84887828424195	6.00482045772247	6.00019384912217	5.99101383729065	5.99413616759908	5.91441144428101	5.7882445877143	5.94555620419158
11431	4.56845779513566	4.82866712061292	4.79851716306241	4.70484430516052	4.70709956168085	4.4358552473718	4.24731233862957	4.40247661405378	4.49338474572992	4.20786162413798	4.41000183056298
11432	4.44381879691249	4.29392220513422	4.37682518172728	4.27537214622127	4.391437797698	4.31527638701493	4.2618617396529	4.32820457246568	4.21651694858744	4.06107627754258	4.34449476417291
11433	-1.94762862557271	-0.480723813291553	-0.493213251952388	-0.206834907409176	-0.599798738538621	-0.613782804703324	-1.17710836081547	-3.22256555512959	-0.730073975958442	-3.18991725501429	-2.26937308545326
11434	-0.736684296058907	-0.451401605237764	-0.260466387261233	0.0110089334226757	-0.741661988830963	0.825256474425678	0.461109415065255	0.0180501418572544	0.592645995518099	0.220565225014932	0.0889149889445194
11435	-0.528591924309828	-0.454440781884561	-0.508889858466644	-1.08915683802795	-1.12308509639113	-1.25575966604223	-0.725761004517507	-1.38322828164803	-0.559649448873532	-0.413977988468138	-0.61152167715448
11438	2.78418986418371	1.83125301898697	2.39810132523861	2.30392099323257	2.33185996690418	2.9788856880126	3.96131771866508	3.57140984422145	3.99389170056403	4.19307782154637	3.91620910002128
11440	-5.06041412873552	-5.02095862775081	-3.76347823717719	-3.74288314540129	-4.96294227150571	-3.80923800188077	-4.17643844679527	-0.782580659855796	-3.83703722541633	-4.26842189642899	-0.160683723875239
11441	4.14679368552718	4.07245742526437	4.19260450157376	3.69739575190089	4.21515049531988	3.69059588476848	3.46066394066415	2.66259745832678	3.34445925613721	3.03492878553657	2.7383636094299
11443	0.176322772640463	0.163241085163543	-0.0205218939585547	-0.0174827643682548	-0.00149540681691269	0.106361721161813	0.607114855202199	-0.441258240533245	0.0135265766657293	0.685177683886079	0.202123040023095
11444	4.01261336596572	4.00034259939014	4.07825970641395	3.91040648386684	4.03831325936399	4.01579191595125	3.96678113100393	3.69364306677722	4.00218943091478	3.9697215042999	3.93344989066022
11447	-6.13784334730516	-7.05188577412491	-6.37936779936879	-6.94368639183153	-4.40888590094408	-4.71453480702405	-6.5292359657423	-5.64385618977472	-5.67521980580146	-6.01559585143743	-5.64385618977472
11448	-2.16200833279445	-4.06935984186386	-3.07494851564733	-2.6414506989489	-3.69028735547322	-4.32145208406134	-3.96445716497106	-4.74538080374368	-2.69728439038498	-2.9353488809514	-5.17326206052157
11450	-5.75848487119881	-4.05972828904732	-3.9722389833252	-3.21831631977713	-4.58816768734786	-5.89988459495329	-5.12662585712232	-3.74105131567891	-3.27580028614363	-4.68919456893683	-4.1624926590999
11459	2.46426833414559	2.3472149208455	2.54695370946195	2.69655475211695	2.2186447948903	2.80348950864655	2.54468815051482	2.73687758708447	2.86216966881096	3.10996893747822	3.09920766359307
11461	8.38020129165795	8.3269058124509	8.7905635408545	8.29131346495135	8.43498677202039	8.19237172896425	7.86269314275465	7.95260148388409	8.14035944453759	8.35501185801462	7.82376209590744
11464	-4.27505711565736	-3.84711932244559	-4.05889368905357	-3.41995488046176	-4.205315812127	-4.51575749313664	-6.32809289926516	-4.52572574495532	-2.66924428261085	-3.77445457474327	-4.36550560950124
11465	8.80360484181444	8.96241888299957	9.09938463350768	8.82720930634063	8.89752784666716	8.85224546792657	8.64927055049718	8.87357637913173	8.81984697668914	8.66949100156635	8.77236406518393
11468	-4.80975178577322	-4.16959668141241	-5.08209993645712	-4.0647074259172	-5.6978590264863	-6.00886338962383	-3.06602859853848	-3.11243729765646	-4.38475548031016	-5.30293507184681	-4.32192809488736
11470	-5.103699937043	-3.97733590115348	-5.30486137069753	-5.87164957868448	-5.9203151023832	-6.23002384407669	-6.45776136792448	-3.3324518924195	-4.02091412871505	-4.64385618977472	-5.08102032166549
11472	2.47820820381648	2.81940863852224	2.34890657713634	2.20638066460024	2.72255564365215	3.05703776706657	2.04216802935925	2.01819973362279	2.24277321093193	1.41981931338815	1.75160082852411
11474	-1.69845917590236	-1.51900285717456	-1.81477789669414	-1.31776112306352	-1.30899119678344	-0.438420665594425	0.860446393388444	-1.50949969562987	0.623061499053615	0.44743108459747	-0.00782907018639152
11475	1.20374617591139	1.48072009390353	1.60190090360629	1.33636337665911	1.54313949620995	0.294511945366728	2.95564944261147	-0.161950224562528	0.97835673383793	-0.25299077995779	-1.0794505822158
11477	3.96149368362649	4.09012512591328	3.92886298202535	4.09059941248393	3.85828940041141	3.4666923693593	3.48945302129071	3.70661895703228	3.52894632083298	3.59444105998846	3.45467601097654
11479	5.24678049469324	4.94799336742765	5.14103216835047	5.15910034827833	5.14463377288515	5.08846813422478	5.01509162942248	5.27378441187493	4.99765822943724	5.09360242879573	5.48427027549961
11480	3.81850293092564	3.70887144324173	3.101367694352	3.67128204830023	3.47191577897206	4.68701588345034	4.25606712524133	4.06449488548502	3.88395310614122	4.20241772157518	4.20931298847138
11481	0.927684109791723	0.451466982021364	0.798374073631254	0.467571642275661	0.945472865568219	1.41616416473313	1.52235711636762	1.23467298676648	1.08966763043294	1.43048868131502	1.41840586369293
11482	1.47700373998213	1.32397526869577	1.1400522182762	1.82909859485776	1.06988086004644	1.81631707854682	2.12561473629612	1.42123676656056	1.3761069782423	1.73123538623372	1.12007319590552
11484	3.7534012953502	3.3313612672683	3.30699856715283	3.40348588278745	3.95552669930726	2.23843531267086	2.82419758574154	3.07529472945288	3.5186358471628	3.52869633035568	3.13595999830483
11486	-1.58843925363732	-1.47745405893103	-1.1835231683959	-0.862834893502867	-0.167108365968052	-0.571902643683468	-0.613160365422147	-1.76578810585777	-1.63522140310544	-1.04276587515798	-1.82306963599417
11487	4.68959549768512	4.64340022609575	4.78621472903502	4.6918467894127	4.67962647284493	4.49621305856725	4.47908178207735	4.75342803921368	4.4964431748796	4.5242392364663	4.68265756445668
11488	5.98861652634123	6.14298313273389	5.81160460721998	5.73386136423923	5.97029459371359	5.68130026534276	5.56907786203424	5.45984141697577	5.82480348737253	5.48607718145018	5.53106325268201
11489	0.237967469587939	0.111311809154837	0.817107478586153	1.03149400762045	0.675499813120946	0.029021691422843	0.461109415065255	-0.644670189541186	-0.0680870376464832	-1.22933837972198	-1.11201625904169
11490	5.27154519848569	5.43315976767375	5.37162507173466	5.54872020354126	5.44972643325318	5.67398035122985	5.64218458086891	5.16414264884831	5.62562994922916	5.39432549271857	5.03250643389888
11491	2.52094768357467	2.33752271608627	2.4158614035157	2.41501225189471	2.54759295634505	2.45939489502341	2.59610982787951	2.55699583642213	2.64321895493286	2.46026551762973	2.32194252176564
11492	2.0752279730027	1.92799882267531	2.11460356756371	1.86335967094678	2.05900563784518	2.33710020764164	2.00868408253481	2.17142462461588	2.08914556949693	1.95053933402604	1.71520369850807
11496	4.98672947627519	4.87091703041126	5.10306955148999	5.11391298769511	4.94453052330564	5.22237567567182	5.25160170319434	5.49563121195845	5.26348517760465	5.37534184415189	5.54622155962936
11497	-5.64385618977472	-6.91147062407972	-6.23895306762959	-5.21854191376598	-4.85352620134669	-4.8376228837476	-5.80413841501435	-6.58061557950691	-6.5352848984395	-5.97944616866308	-5.64385618977472
11498	-3.0884817436641	-2.67807190511264	-2.83563591027387	-2.40061364420624	-2.62030806929584	-3.02015317345669	-2.34888262103784	-3.02681636188979	-2.7178377885139	-2.72800070670688	-2.97575976342671
11499	-3.65575324221215	-2.60110680558093	-1.76914773548938	-3.26673244064524	-2.37587102398989	-2.9591159836379	-3.22431729826094	-3.1391595335698	-4.13617062778608	-5.84427977692154	-4.35431973533176
11500	-7.42725605356245	-5.64385618977472	-5.61913936307356	-7.18311781911028	-7.2334868611545	-4.95360896454173	-5.76858725362865	-5.95879515365127	-6.91427296697638	-8.01586468425421	-5.64385618977472
11501	1.0905689273221	1.06758365112827	-0.147926032802922	1.29248729162076	0.228209167370261	1.13694601113954	1.24926935493216	0.404488996160811	0.673257904478602	0.8074538463259	0.575360742460428
11502	4.19939751960629	4.07916474203731	4.2153990376537	4.16079920577394	4.18426442309951	3.78895710383395	4.07471093384149	4.20088095428596	3.94135049647209	3.98715712075605	4.3150879576363
11504	1.9615936962488	2.67173041796059	1.88861662706815	1.95649534347777	1.65449511723767	1.35884070561347	1.86193551950989	1.59728802297228	1.47943235880904	1.61067644217977	1.56852346189439
11512	3.51940351596142	3.32276461544356	3.40437182052493	3.56409765113484	3.66800562942296	4.16149270061992	3.84325025410204	3.64974190488021	3.8605159201423	3.68736308495396	3.5307949052566
11513	0.353729785917574	0.120471385791818	0.520537910943319	0.634556097080175	0.378300752414509	0.783490180652825	1.01767965738113	1.2571132330323	0.844795382879864	0.556473560138796	0.898951279760108
11514	2.43845255067798	2.45619372792509	2.48586729715903	3.0665955521428	2.79158905568808	3.53134402794315	3.80367135115185	3.25179633720162	3.73013995235651	4.1887015866215	3.96002047260811
11515	4.75515464317727	4.5063607450944	5.0039799502717	4.64829861457737	4.86271917510788	4.08403874519294	3.94236436340877	3.94498022661252	4.2285493622835	4.10561103660449	4.1484216697449
11516	2.63825459728304	1.36795808953469	-0.748592351087447	-0.470658782483232	-0.261114591046542	3.86377990379588	2.48449908212252	3.20104097987868	1.70515958970221	2.51397829917239	3.45813260845819
11517	5.47766761459472	5.298936857838	5.24146649850821	5.09626607047226	5.20743608204659	5.77367990992383	5.90319015013203	5.42318147615213	5.72665413823182	5.81437610009668	5.48670150325839
11518	6.7461111835499	6.91363144485353	6.91311679718394	6.80464732969411	6.80904137392618	6.74424184116753	6.64357627978464	6.80789583128379	6.68094316504402	6.52555839306248	6.74538525189024
11519	6.02600990108341	6.07225803880316	6.11637515430654	6.17988919063575	5.93807873664229	5.55993226353387	5.70835831824927	5.61516613466762	5.68358417795011	5.69430077034268	5.68771859990021
11520	1.86912519582016	1.85991390601698	2.0351980759157	1.64475153696909	2.07035497760054	1.7798648318681	2.2450179305857	1.86466357912937	1.72947011085035	1.70075485709764	1.57876968452606
11522	-2.79891823212275	-3.19360829530771	-2.73696559416621	-3.08862901003904	-2.91447744504927	-4.03269089335715	-1.80043004107328	-1.99862720766659	-3.40857946809503	-3.70426663275465	-5.88173703288714
11532	4.8796273568124	5.0614522027414	5.33180910170417	5.03743933121235	5.4788521146051	4.80762797777696	4.98017157368922	4.97997958674387	5.0617070847916	4.69155649748692	4.9015958185766
11534	5.63331204649671	5.40558058841807	5.45949719419427	5.33323408128703	5.622195349488	5.28456965461433	5.57818698785677	5.41912085388609	5.54418551487161	5.52261134599043	5.68083067420256
11535	0.288394001554675	-0.19246537055313	0.295570225935162	0.199612672950294	-0.164785728476634	0.119449144035351	1.69946279388635	0.713757391976089	1.26204221188742	1.36577651001796	0.905851481052933
11536	0.370711117370752	-0.264332260817651	-0.591846849967943	-0.257578076829614	-0.231313440064079	0.0850982792719729	2.3490906411357	-0.0913008218381632	0.288949104584587	-0.254742011981743	-0.275353220422644
11538	5.07438126745141	5.16467366374278	5.11947238484824	5.18520449762716	5.12514686370524	5.26950448951062	5.13207913396689	5.3230529583795	5.11550357410781	5.09866799228475	5.3684890006451
11539	6.28186698733704	6.32908232457444	6.20096528371013	5.84558288224725	6.11486671728773	5.2443847677244	5.86122837625001	5.63377992607442	6.05037109150121	5.92718298692049	5.89069230932832
11540	-0.455732246159632	-0.416711996922785	-0.521806813411985	-0.678877731031011	0.388387945752833	0.246298626778976	-0.220795760882448	0.302547173232979	-0.760799953041283	-0.451683728217885	-1.08137562602772
11541	1.51817253131249	1.65800577691312	2.77410178142063	2.55043035804423	1.80492089830607	1.5810619560026	1.86045433947276	1.46977138944641	1.54144049736798	1.65737933628035	1.16523664786119
11544	5.96578197634817	5.92931996231225	5.91968093013071	5.78881358493359	5.86327442010487	5.8919003290086	5.73605821437182	5.820214710168	5.90800104332248	5.89975085329011	5.79207966926486
11545	4.95782175812709	5.37047817906235	5.3239860735252	5.45248341986987	5.40526402317274	4.76596430850235	4.67213111533511	4.49955891367346	4.63258231651479	4.37385002141673	4.57202257852989
11546	3.56353645259003	3.61206935828841	3.69728453667424	3.83122869317406	3.55395024106294	3.70503790909633	3.79759409044211	3.79721016727873	3.6942338989282	3.67794791817992	3.77438647495815
11548	0.994000357693875	0.357416877583816	0.882502196326267	0.841015028424752	1.0727918181067	2.16651943076584	1.73955003011945	2.96260269499227	1.64494991500553	1.71943317928203	2.45524698614419
11549	0.972030884141332	0.56022582239965	1.23372243516542	0.945817425533932	1.28531935399812	1.653463640014	1.7638109693541	1.64023220863101	1.54681792558593	1.37212746511379	1.7176840991431
11550	5.11088519872131	5.14489884187058	5.13134665522307	4.89842120931309	4.94745576790844	3.72685300984434	3.82107749432526	3.33197745149716	4.15485050605067	3.68565987743181	3.81559592154431
11551	1.99467384930345	1.43939441569755	2.00643088577618	1.77051616395167	2.17610252140887	3.4125918628198	3.01788272315537	2.55536217448686	2.52799112379862	2.6208350486582	2.54124966846024
11552	-5.81809498048624	-4.8988598648655	-3.64136608430147	-5.37503257856176	-4.10362056832868	-3.14527341289816	-3.4368863961008	-2.98019277799968	-4.29857621124069	-4.72972032901522	-4.13037049741802
11553	3.49713969221023	3.25728977381429	3.88937619140311	3.66751749802358	3.68946690602075	3.24481553133046	3.19335858467855	2.62991144092855	3.43310634095507	3.91973097790587	2.67622452401498
11554	3.22775801601022	2.86865516157969	3.27813198391931	2.97459355319918	2.83960289951408	3.28306686296029	3.18573495283929	4.20674479664001	3.06903702644982	3.65284210553073	4.04683152538276
11555	0.120564280953733	-0.502936461017321	0.0793610427533751	0.203777492620876	-0.097359876072938	0.290601338441188	0.688404188397458	0.156072960950567	0.0171807779907814	-0.275024994737811	-0.128610517146488
11556	-1.36869266008051	-1.67551195128673	-1.159115449921	-2.2678992875905	-1.44350485850474	0.427799234292837	-0.329919272628589	1.14501871861774	-0.584552833499536	-0.92727402543237	0.384856605971862
11564	2.62245015334491	2.67910621710878	2.7079465828066	2.81036289476365	2.70485647531602	2.74634716708932	2.78552753539112	2.71637418876265	2.78998793271678	2.66371805482989	2.67149266352552
11565	3.20948611833377	2.93376523652264	3.19285695821695	3.27390970512045	3.56621847319494	2.5406100836635	3.20507497252477	2.77227418779366	3.73061822023455	3.60809954599438	3.40947240367507
11566	5.46160713549429	5.20933638561287	5.44526320814044	5.34616975011726	5.4372144200272	5.24722877613689	5.34808720745223	5.52087478775252	5.41784576541963	5.56257214540658	5.66702920141055
11567	-2.87351340862576	-2.8388011069623	-2.95476953485612	-2.45490937264345	-2.50510723984613	-2.42733924118728	-1.97904343322248	-2.50695118071389	-2.25051550348657	-2.68229768236173	-2.7328837381196
11568	0.899747953582235	0.93280954538816	1.64176796509917	0.957253444026724	1.57606736940722	1.71289067194729	4.0470060917535	1.60815633457815	1.79973803033666	0.250052025300367	0.759684227970527
11569	4.33661902538793	4.40864393593509	4.54794331129035	4.54267903238523	4.48235783825153	4.47509785676671	4.44677894668848	4.5640061662656	4.57387133686805	4.44142372017411	4.72396804963632
11576	-5.10745012122093	-4.9190531445079	-3.24654607319869	-4.07493635870245	-4.86143923710987	-3.16878428076055	-5.98264473714317	-4.59103342118109	-6.1295268530116	-5.19547850863868	-6.6087813123699
11593	2.43478833288414	2.289117364912	2.53830721461394	2.13435567264149	2.55477546909346	1.72922210361966	1.99355118855444	2.16506616729092	1.91999596385776	1.9329077878984	1.83963716150967
11595	-0.726904298600778	-0.346708803230924	-0.50722182366294	-0.148707896858781	-0.9001419682141	-0.463290574180495	-0.838530195516053	-1.23618053408358	-0.257252145572273	0.183492866432379	-0.295928377939459
11596	-1.32928291468799	-0.765567351639342	-0.923131740198049	-0.933713755164408	-1.08624698148288	-1.63821816800524	-1.08711717686443	-1.93666825845913	-1.04138743209066	-1.94773436542319	-2.33066113800269
11600	0.744626128268916	0.607995427784726	0.743204724023999	0.430167497146793	0.820844746583481	1.19145526572493	2.17661000633204	1.66453290146915	1.76319483522384	1.16464470433318	1.92716828721708
11601	-1.57217931602287	-1.52415971629734	-1.80100806101855	-1.60820588952244	-2.22892238792862	-1.99335009838289	0.225052769816295	-1.04426761858324	-1.12112559100305	-1.86460697705198	-1.97792341880972
11603	5.15512180235728	5.02989454966334	5.03908573984243	5.34291736476301	5.03328202902782	5.27134349870359	5.30150351132554	5.14369136420968	5.31096171262246	5.26078972054285	4.91738401485697
11604	-0.475240226286894	-0.381567744900884	-0.566771314781421	-0.264819257605228	-0.769437894965436	0.113420466481762	0.273301035973326	0.403409530383115	0.478681943010707	0.281466806932322	0.0765590951316044
11605	2.09664980353443	2.36498977301568	2.4096679069972	2.09081279058179	2.22686607657767	2.26246623279503	2.36723685521624	2.39028247527812	2.54322365113118	2.42315861244772	2.60909538823079
11606	3.76706149768049	3.4597856912402	3.53145632274905	3.53284057382264	4.50970850820826	5.03361241165815	5.00401142194102	3.14699402669739	4.07285182913148	4.18511329360005	3.20134686176335
11607	-3.25685216128503	-2.06186027308997	-2.65238422949808	-2.53936017128617	-2.58908583917465	-0.989031155518428	-1.39715168879428	-3.14779016918101	-1.10175913642006	-1.28840289689347	-2.29239039914749
