Gene	GSM13328	GSM13329	GSM13323	GSM13324	GSM13325	GSM13326	GSM13327	GSM13331	GSM13330	GSM13320	GSM13321	GSM13322	GSM13313	GSM13315	GSM13314	GSM13317	GSM13316	GSM13319	GSM13318	GSM13305	GSM13303	GSM13308	GSM13309	GSM13311	GSM13310	GSM13312	GSM13306	GSM13307	GSM13304
24223	12.6612213950675	12.6989433601018	12.7905114118942	12.6147098441152	12.7497437516234	13.0128340147081	12.6681980340998	12.5794338000073	12.4500771201737	12.9032981741053	12.9005460895981	13.1089491006976	13.0802512619281	12.9019981856685	12.8423699878204	12.8189216421868	13.3362833878644	13.0631591071946	12.6974454484338	13.096764561007	12.7154043606369	13.170910881823	13.1472526323228	12.8798703816748	13.3322883544569	13.1023530327153	13.1324515318844	13.1062194007264	12.7303852203214
24224	8.94602898951548	9.46495409877734	9.24079133216196	8.50104099556592	8.86943961853158	8.5668151540109	9.05338290258571	9.21261797257263	9.05880351779563	8.86789646399265	8.91139198784346	9.38046106508897	8.87067295482459	9.27332938656167	9.26467716571625	9.90643968294947	9.34207466799914	9.10171310018849	8.63190458725792	7.92243574023315	8.74986942739684	8.87988952178056	9.54225804976692	9.5696657675463	8.70321146739115	9.45162325154114	8.43796008833447	9.36194377373524	9.04001567884788
24225	8.5738996054873	8.3011913143726	8.53941733544183	8.40585057843245	8.37359021470986	8.73482250274543	8.39224585874983	8.78904451289553	8.57768058530729	8.23521646169403	8.33613458738564	8.6869089995012	9.03974158460541	8.20245037318471	8.37322768297258	8.64150990345892	8.57402579792481	8.52127326089459	8.57322428838767	7.78583386685352	8.54625140436512	8.62990299200089	8.38622177168352	8.42304585770392	7.95801130114064	8.35498395173753	7.70482586533536	8.5258470261775	8.75211856799848
24230	7.59916899321943	7.80413102118332	8.07681559705083	7.97727992349992	8.10334026909605	6.63226821549951	8.62972089101726	7.85237344958027	7.82908844400489	8.10334026909605	8.0666274090952	8.32012359804061	7.78135971352466	8.15987133677839	7.57061472176119	8.3983161634002	8.51491126486135	8.12153351734003	7.90207357931074	8.47411151394241	8.11478344724985	8.39403389536778	8.4846215270986	8.66923941125265	7.16188768237689	8.32822611878773	8.01569380710515	8.55074678538324	7.60362634498619
24232	7.17292748960384	6.93781516880342	7.11997860965488	6.4594316186373	6.52825874275841	8.27784530482909	8.27784530482909	6.63081315229913	6.04439411935845	8.83636600871667	7.38629363515099	7.27612440527424	8.27784530482909	7.69766263347052	8.41023933077602	1.43295940727611	9.31083995984138	9.13724734066467	5.1333991254172	10.1138723673074	6.67948009950545	8.53099149023663	8.77478705960117	8.29324171895624	9.63807383718072	8.51609396341718	9.57118379482394	7.34961297182452	8.39274673242064
24233	9.51727569320958	6.61618123133188	7.45697038112101	7.48139582415413	9.05175273852425	9.9442728176116	5.92362461136832	9.73487894069325	9.04412085578327	9.68158981722124	7.27426166125705	8.58608916617544	8.57682443127748	8.31469652565629	7.47248777146274	8.37112320050964	7.60288440871842	7.26397335480341	8.57682443127748	8.93957921431469	6.12515513132229	9.57572831636378	7.86046625851717	7.88691589584725	9.34251918966061	8.26912667914942	9.07868454619464	8.13031314554346	5.92124588858559
24236	4.44625622988956	5.86789646399265	6.97039353791468	5.90929308582382	6.62497817956904	6.84924870276441	5.13750352374993	6.10852445677817	7.37590826307501	6.89117612475454	5.12515513132229	5.91886323727459	5.65821148275179	4.14567745519564	5.55458885167764	5.45285896471381	5.06608919045777	5.62058641045188	6.10223819393074	6.99435343685886	3.23266075679027	5.46270675067016	5.4757334309664	5.77873424411784	6.75888943272096	4.35049724708413	6.77873424411784	4.91647664443772	6.76155123244448
24239	9.53079646556031	9.18239435340453	9.35579154675365	9.39863682168066	9.40820234485218	9.94959329328647	9.78610623277419	9.44945820337274	9.56567332962135	9.31548924637062	9.20835630542924	9.8082402332594	9.59766152337063	9.40375768500011	9.85118684291279	10.0406322005623	10.0015489382631	9.29783336841106	9.37427877413153	9.31503631644276	9.40546060815277	9.2301405551879	9.30149619498255	9.66959375118833	8.9357543858214	9.54872559716389	8.89932670909803	9.36741475124683	9.50352762971059
24241	8.92124588858559	8.83636600871667	8.47694867324594	7.10643207781693	8.45532722030456	9.19770815795585	8.7279204545632	9.8349450230622	8.07521171134824	8.43546191447928	8.15127028879017	9.09328550387792	9.37851162325373	8.25124568979912	9.35996913189887	8.98128185405741	9.66569121703696	8.41574176829009	8.69209237542757	8.09328550387792	9.56985560833095	8.74752167254042	8.82304872916275	8.86727873970966	8.09381367340273	8.42248531567029	8.19130601891869	8.87375169060862	9.61065577440193
24242	14.0680686776943	14.2915664362781	14.173649812275	14.600766633358	14.4483518730097	14.2139661455987	14.2038794323654	14.4266775308002	14.3292006972195	14.4429564510262	14.0914436510515	14.35674081045	14.4591882457868	14.4138295379148	14.3884848742328	14.270415789399	14.3515569723293	14.4256453690306	14.2519372494197	14.3416230604507	14.3053920369306	14.415774772466	14.3050036385622	14.2802886798442	14.5628207698356	14.2700580215877	14.3443063119291	14.2765824464035	14.4422988288626
24244	13.604553229079	13.7398017016518	13.7498589548339	13.3910958748156	13.4381420777437	13.4338722825799	13.7607823104567	13.6094096247618	13.4896096653277	13.7144065237531	13.7371416936526	13.6410582567593	13.4815724163342	13.5105663894487	13.5834118976651	13.6247611925882	13.6660242311976	13.6122695531998	13.8085218092954	13.4064176198236	13.6792161677352	13.6444083657869	13.8092657100945	13.8004044949657	13.7196882817134	13.756264418276	13.5041858700075	13.8843995001487	13.9198409726438
24245	13.3636762145381	13.543925975355	13.3958955672271	14.2548182598471	13.6331371429936	13.9585209975406	13.7395327570992	14.2096247059524	13.7006781246052	13.8024204380597	13.9310560330138	14.1792404449316	13.9987534817373	14.0124324926196	13.901616444881	13.9755748401265	13.8977414844561	14.2457123861715	13.9457958710045	13.7421041343105	14.1659511830224	14.1154907642974	14.0369548607983	14.0753746873651	12.9852193381042	13.9460655537075	13.7768545108996	14.0356625675569	14.1998793493624
24246	9.19702006028422	8.95628902658394	9.21461054490859	9.29434504833834	9.32084566764572	9.14984871416976	9.12096357908809	9.18730258024038	8.82126376754824	9.25105628517224	8.85723458049979	9.18361057137097	9.28900445554244	9.32822611878773	9.51017075115177	9.47415208409865	9.3127014727958	9.1555266273451	9.0339184987038	9.10045209490094	9.12771065331468	9.24868662687383	9.13563234031698	9.05006629830629	9.48518528434396	8.87805091272854	9.45770919335759	9.21028170263923	8.99135177376779
24248	10.0130899994404	10.0809951337936	10.0708365226629	9.63329799807615	9.64343534234457	9.38478375009335	9.78643300401927	9.49325503512067	9.93810932621924	9.10398712739852	9.84491494917917	9.61495517955341	9.00122051453813	9.77802235647433	9.90257610292894	9.52656444421854	9.96775462179407	9.71779064618042	9.57364718749332	8.77884373412213	9.62850629670331	9.57950451284215	9.7719845887782	10.0401527064436	9.65117131267403	9.63081315229913	8.48784003382305	9.55433303200485	9.66651990989906
24249	7.12515513132229	7.7882289240667	6.58195375084882	6.62716906084185	6.91109233158713	5.79181407116183	7.33279742807573	6.4154882710497	7.19475685442225	6.17712050284652	6.20847824221171	5.97613447283165	7.36018867006271	7.14261765544658	6.74348803978919	7.81922110355015	7.05690861832325	5.43962313755712	5.00225245173138	4.00450139223494	6.4446008137115	6.51491126486135	7.01469003795113	7.36159292377221	7.25313836969129	6.8820316083521	6.58044701959866	5.11727946005392	7.53993424517179
24250	11.0131132685276	10.5221891747006	10.4680130335036	11.1376315982354	11.1843174921412	11.1371192320609	10.5427417049529	11.1761108013886	11.0023931132672	10.9600743547001	10.6207696679994	10.7701683201034	10.4376480530697	10.8789705101511	10.567005370247	10.9172974811138	10.6261653199045	10.5214041413302	10.7436563331741	11.0828143376723	10.7312341641148	10.9259252649729	10.5607149544745	10.6416002158344	10.6826435202803	10.6425932790099	10.7793910595359	10.6738390559904	11.3105559815241
